game,2011,17,20120101,201201010cin,rav,"Baltimore Ravens",24,cin,"Cincinnati Bengals",16
player,201201010cin,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201201010cin,cin,SkutDa00,fumbles_forced,0,,,,,
player,201201010cin,cin,FaneJo20,def_int,0,,,,,
player,201201010cin,cin,FaneJo20,def_int_yds,0,,,,,
player,201201010cin,cin,FaneJo20,def_int_td,0,,,,,
player,201201010cin,cin,FaneJo20,def_int_long,0,,,,,
player,201201010cin,cin,FaneJo20,pass_defended,0,,,,,
player,201201010cin,cin,FaneJo20,sacks,0.0,,,,,
player,201201010cin,cin,FaneJo20,tackles_combined,2,,,,,
player,201201010cin,cin,FaneJo20,tackles_solo,0,,,,,
player,201201010cin,cin,FaneJo20,tackles_assists,2,,,,,
player,201201010cin,cin,FaneJo20,tackles_loss,0,,,,,
player,201201010cin,cin,FaneJo20,qb_hits,0,,,,,
player,201201010cin,cin,FaneJo20,fumbles_rec,0,,,,,
player,201201010cin,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,FaneJo20,fumbles_forced,0,,,,,
player,201201010cin,cin,GeatRo21,def_int,0,,,,,
player,201201010cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201201010cin,cin,GeatRo21,def_int_td,0,,,,,
player,201201010cin,cin,GeatRo21,def_int_long,0,,,,,
player,201201010cin,cin,GeatRo21,pass_defended,0,,,,,
player,201201010cin,cin,GeatRo21,sacks,0.0,,,,,
player,201201010cin,cin,GeatRo21,tackles_combined,2,,,,,
player,201201010cin,cin,GeatRo21,tackles_solo,1,,,,,
player,201201010cin,cin,GeatRo21,tackles_assists,1,,,,,
player,201201010cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201201010cin,cin,GeatRo21,qb_hits,0,,,,,
player,201201010cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201201010cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201201010cin,cin,GeatRo21,fumbles_forced,0,,,,,
player,201201010cin,cin,NelsRe99,def_int,0,,,,,
player,201201010cin,cin,NelsRe99,def_int_yds,0,,,,,
player,201201010cin,cin,NelsRe99,def_int_td,0,,,,,
player,201201010cin,cin,NelsRe99,def_int_long,0,,,,,
player,201201010cin,cin,NelsRe99,pass_defended,0,,,,,
player,201201010cin,cin,NelsRe99,sacks,0.0,,,,,
player,201201010cin,cin,NelsRe99,tackles_combined,2,,,,,
player,201201010cin,cin,NelsRe99,tackles_solo,2,,,,,
player,201201010cin,cin,NelsRe99,tackles_assists,0,,,,,
player,201201010cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201201010cin,cin,NelsRe99,qb_hits,0,,,,,
player,201201010cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201201010cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201201010cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201201010cin,cin,ClemNa99,def_int,0,,,,,
player,201201010cin,cin,ClemNa99,def_int_yds,0,,,,,
player,201201010cin,cin,ClemNa99,def_int_td,0,,,,,
player,201201010cin,cin,ClemNa99,def_int_long,0,,,,,
player,201201010cin,cin,ClemNa99,pass_defended,0,,,,,
player,201201010cin,cin,ClemNa99,sacks,0.0,,,,,
player,201201010cin,cin,ClemNa99,tackles_combined,1,,,,,
player,201201010cin,cin,ClemNa99,tackles_solo,1,,,,,
player,201201010cin,cin,ClemNa99,tackles_assists,0,,,,,
player,201201010cin,cin,ClemNa99,tackles_loss,0,,,,,
player,201201010cin,cin,ClemNa99,qb_hits,0,,,,,
player,201201010cin,cin,ClemNa99,fumbles_rec,0,,,,,
player,201201010cin,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201201010cin,cin,ClemNa99,fumbles_forced,0,,,,,
player,201201010cin,cin,ReyxVi00,def_int,0,,,,,
player,201201010cin,cin,ReyxVi00,def_int_yds,0,,,,,
player,201201010cin,cin,ReyxVi00,def_int_td,0,,,,,
player,201201010cin,cin,ReyxVi00,def_int_long,0,,,,,
player,201201010cin,cin,ReyxVi00,pass_defended,0,,,,,
player,201201010cin,cin,ReyxVi00,sacks,0.0,,,,,
player,201201010cin,cin,ReyxVi00,tackles_combined,1,,,,,
player,201201010cin,cin,ReyxVi00,tackles_solo,1,,,,,
player,201201010cin,cin,ReyxVi00,tackles_assists,0,,,,,
player,201201010cin,cin,ReyxVi00,tackles_loss,0,,,,,
player,201201010cin,cin,ReyxVi00,qb_hits,0,,,,,
player,201201010cin,cin,ReyxVi00,fumbles_rec,0,,,,,
player,201201010cin,cin,ReyxVi00,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,ReyxVi00,fumbles_rec_td,0,,,,,
player,201201010cin,cin,ReyxVi00,fumbles_forced,0,,,,,
player,201201010cin,cin,JohnBr20,def_int,0,,,,,
player,201201010cin,cin,JohnBr20,def_int_yds,0,,,,,
player,201201010cin,cin,JohnBr20,def_int_td,0,,,,,
player,201201010cin,cin,JohnBr20,def_int_long,0,,,,,
player,201201010cin,cin,JohnBr20,pass_defended,0,,,,,
player,201201010cin,cin,JohnBr20,sacks,0.0,,,,,
player,201201010cin,cin,JohnBr20,tackles_combined,0,,,,,
player,201201010cin,cin,JohnBr20,tackles_solo,0,,,,,
player,201201010cin,cin,JohnBr20,tackles_assists,0,,,,,
player,201201010cin,cin,JohnBr20,tackles_loss,0,,,,,
player,201201010cin,cin,JohnBr20,qb_hits,1,,,,,
player,201201010cin,cin,JohnBr20,fumbles_rec,0,,,,,
player,201201010cin,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,JohnBr20,fumbles_forced,0,,,,,
player,201201010cin,rav,WebbLa99,kick_ret,1,,,,,
player,201201010cin,rav,WebbLa99,kick_ret_yds,22,,,,,
player,201201010cin,rav,WebbLa99,kick_ret_yds_per_ret,22.0,,,,,
player,201201010cin,rav,WebbLa99,kick_ret_td,0,,,,,
player,201201010cin,rav,WebbLa99,kick_ret_long,22,,,,,
player,201201010cin,rav,WebbLa99,punt_ret,1,,,,,
player,201201010cin,rav,WebbLa99,punt_ret_yds,11,,,,,
player,201201010cin,rav,WebbLa99,punt_ret_yds_per_ret,11.0,,,,,
player,201201010cin,rav,WebbLa99,punt_ret_td,0,,,,,
player,201201010cin,rav,WebbLa99,punt_ret_long,11,,,,,
player,201201010cin,rav,JoneEd22,kick_ret,1,,,,,
player,201201010cin,rav,JoneEd22,kick_ret_yds,0,,,,,
player,201201010cin,rav,JoneEd22,kick_ret_yds_per_ret,0.0,,,,,
player,201201010cin,rav,JoneEd22,kick_ret_td,0,,,,,
player,201201010cin,rav,JoneEd22,kick_ret_long,0,,,,,
player,201201010cin,rav,JoneEd22,punt_ret,0,,,,,
player,201201010cin,rav,JoneEd22,punt_ret_yds,0,,,,,
player,201201010cin,rav,JoneEd22,punt_ret_yds_per_ret,,,,,,
player,201201010cin,rav,JoneEd22,punt_ret_td,0,,,,,
player,201201010cin,rav,JoneEd22,punt_ret_long,0,,,,,
player,201201010cin,cin,TateBr00,kick_ret,3,,,,,
player,201201010cin,cin,TateBr00,kick_ret_yds,72,,,,,
player,201201010cin,cin,TateBr00,kick_ret_yds_per_ret,24.0,,,,,
player,201201010cin,cin,TateBr00,kick_ret_td,0,,,,,
player,201201010cin,cin,TateBr00,kick_ret_long,34,,,,,
player,201201010cin,cin,TateBr00,punt_ret,4,,,,,
player,201201010cin,cin,TateBr00,punt_ret_yds,45,,,,,
player,201201010cin,cin,TateBr00,punt_ret_yds_per_ret,11.3,,,,,
player,201201010cin,cin,TateBr00,punt_ret_td,0,,,,,
player,201201010cin,cin,TateBr00,punt_ret_long,19,,,,,
player,201201010cin,rav,cundibil01,xpm,3,,,,,
player,201201010cin,rav,cundibil01,xpa,3,,,,,
player,201201010cin,rav,cundibil01,fgm,1,,,,,
player,201201010cin,rav,cundibil01,fga,1,,,,,
player,201201010cin,rav,cundibil01,punt,0,,,,,
player,201201010cin,rav,cundibil01,punt_yds,0,,,,,
player,201201010cin,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201201010cin,rav,cundibil01,punt_long,0,,,,,
player,201201010cin,rav,KochSa20,xpm,,,,,,
player,201201010cin,rav,KochSa20,xpa,,,,,,
player,201201010cin,rav,KochSa20,fgm,,,,,,
player,201201010cin,rav,KochSa20,fga,,,,,,
player,201201010cin,rav,KochSa20,punt,7,,,,,
player,201201010cin,rav,KochSa20,punt_yds,327,,,,,
player,201201010cin,rav,KochSa20,punt_yds_per_punt,46.7,,,,,
player,201201010cin,rav,KochSa20,punt_long,63,,,,,
player,201201010cin,cin,nugenmik01,xpm,1,,,,,
player,201201010cin,cin,nugenmik01,xpa,1,,,,,
player,201201010cin,cin,nugenmik01,fgm,3,,,,,
player,201201010cin,cin,nugenmik01,fga,4,,,,,
player,201201010cin,cin,nugenmik01,punt,0,,,,,
player,201201010cin,cin,nugenmik01,punt_yds,0,,,,,
player,201201010cin,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201201010cin,cin,nugenmik01,punt_long,0,,,,,
player,201201010cin,cin,HubeKe20,xpm,,,,,,
player,201201010cin,cin,HubeKe20,xpa,,,,,,
player,201201010cin,cin,HubeKe20,fgm,,,,,,
player,201201010cin,cin,HubeKe20,fga,,,,,,
player,201201010cin,cin,HubeKe20,punt,4,,,,,
player,201201010cin,cin,HubeKe20,punt_yds,214,,,,,
player,201201010cin,cin,HubeKe20,punt_yds_per_punt,53.5,,,,,
player,201201010cin,cin,HubeKe20,punt_long,65,,,,,
