game,2011,12,20111127,201111270rai,chi,"Chicago Bears",20,rai,"Oakland Raiders",25
player,201111270rai,chi,BarbMa01,pass_cmp,0,,,,,
player,201111270rai,chi,BarbMa01,pass_att,0,,,,,
player,201111270rai,chi,BarbMa01,pass_yds,0,,,,,
player,201111270rai,chi,BarbMa01,pass_td,0,,,,,
player,201111270rai,chi,BarbMa01,pass_int,0,,,,,
player,201111270rai,chi,BarbMa01,pass_sacked,0,,,,,
player,201111270rai,chi,BarbMa01,pass_sacked_yds,0,,,,,
player,201111270rai,chi,BarbMa01,pass_long,0,,,,,
player,201111270rai,chi,BarbMa01,pass_rating,,,,,,
player,201111270rai,chi,BarbMa01,rush_att,10,,,,,
player,201111270rai,chi,BarbMa01,rush_yds,63,,,,,
player,201111270rai,chi,BarbMa01,rush_td,0,,,,,
player,201111270rai,chi,BarbMa01,rush_long,21,,,,,
player,201111270rai,chi,BarbMa01,targets,0,,,,,
player,201111270rai,chi,BarbMa01,rec,0,,,,,
player,201111270rai,chi,BarbMa01,rec_yds,0,,,,,
player,201111270rai,chi,BarbMa01,rec_td,0,,,,,
player,201111270rai,chi,BarbMa01,rec_long,0,,,,,
player,201111270rai,chi,BarbMa01,fumbles,0,,,,,
player,201111270rai,chi,BarbMa01,fumbles_lost,,,,,,
player,201111270rai,chi,FortMa00,pass_cmp,0,,,,,
player,201111270rai,chi,FortMa00,pass_att,0,,,,,
player,201111270rai,chi,FortMa00,pass_yds,0,,,,,
player,201111270rai,chi,FortMa00,pass_td,0,,,,,
player,201111270rai,chi,FortMa00,pass_int,0,,,,,
player,201111270rai,chi,FortMa00,pass_sacked,0,,,,,
player,201111270rai,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201111270rai,chi,FortMa00,pass_long,0,,,,,
player,201111270rai,chi,FortMa00,pass_rating,,,,,,
player,201111270rai,chi,FortMa00,rush_att,12,,,,,
player,201111270rai,chi,FortMa00,rush_yds,59,,,,,
player,201111270rai,chi,FortMa00,rush_td,0,,,,,
player,201111270rai,chi,FortMa00,rush_long,33,,,,,
player,201111270rai,chi,FortMa00,targets,10,,,,,
player,201111270rai,chi,FortMa00,rec,6,,,,,
player,201111270rai,chi,FortMa00,rec_yds,25,,,,,
player,201111270rai,chi,FortMa00,rec_td,0,,,,,
player,201111270rai,chi,FortMa00,rec_long,12,,,,,
player,201111270rai,chi,FortMa00,fumbles,0,,,,,
player,201111270rai,chi,FortMa00,fumbles_lost,,,,,,
player,201111270rai,chi,KnoxJo00,pass_cmp,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_att,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_yds,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_td,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_int,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_sacked,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_sacked_yds,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_long,0,,,,,
player,201111270rai,chi,KnoxJo00,pass_rating,,,,,,
player,201111270rai,chi,KnoxJo00,rush_att,0,,,,,
player,201111270rai,chi,KnoxJo00,rush_yds,0,,,,,
player,201111270rai,chi,KnoxJo00,rush_td,0,,,,,
player,201111270rai,chi,KnoxJo00,rush_long,0,,,,,
player,201111270rai,chi,KnoxJo00,targets,10,,,,,
player,201111270rai,chi,KnoxJo00,rec,4,,,,,
player,201111270rai,chi,KnoxJo00,rec_yds,145,,,,,
player,201111270rai,chi,KnoxJo00,rec_td,1,,,,,
player,201111270rai,chi,KnoxJo00,rec_long,81,,,,,
player,201111270rai,chi,KnoxJo00,fumbles,0,,,,,
player,201111270rai,chi,KnoxJo00,fumbles_lost,,,,,,
player,201111270rai,chi,WillRo04,pass_cmp,0,,,,,
player,201111270rai,chi,WillRo04,pass_att,0,,,,,
player,201111270rai,chi,WillRo04,pass_yds,0,,,,,
player,201111270rai,chi,WillRo04,pass_td,0,,,,,
player,201111270rai,chi,WillRo04,pass_int,0,,,,,
player,201111270rai,chi,WillRo04,pass_sacked,0,,,,,
player,201111270rai,chi,WillRo04,pass_sacked_yds,0,,,,,
player,201111270rai,chi,WillRo04,pass_long,0,,,,,
player,201111270rai,chi,WillRo04,pass_rating,,,,,,
player,201111270rai,chi,WillRo04,rush_att,0,,,,,
player,201111270rai,chi,WillRo04,rush_yds,0,,,,,
player,201111270rai,chi,WillRo04,rush_td,0,,,,,
player,201111270rai,chi,WillRo04,rush_long,0,,,,,
player,201111270rai,chi,WillRo04,targets,5,,,,,
player,201111270rai,chi,WillRo04,rec,3,,,,,
player,201111270rai,chi,WillRo04,rec_yds,37,,,,,
player,201111270rai,chi,WillRo04,rec_td,0,,,,,
player,201111270rai,chi,WillRo04,rec_long,22,,,,,
player,201111270rai,chi,WillRo04,fumbles,0,,,,,
player,201111270rai,chi,WillRo04,fumbles_lost,,,,,,
player,201111270rai,chi,DaviKe01,pass_cmp,0,,,,,
player,201111270rai,chi,DaviKe01,pass_att,0,,,,,
player,201111270rai,chi,DaviKe01,pass_yds,0,,,,,
player,201111270rai,chi,DaviKe01,pass_td,0,,,,,
player,201111270rai,chi,DaviKe01,pass_int,0,,,,,
player,201111270rai,chi,DaviKe01,pass_sacked,0,,,,,
player,201111270rai,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201111270rai,chi,DaviKe01,pass_long,0,,,,,
player,201111270rai,chi,DaviKe01,pass_rating,,,,,,
player,201111270rai,chi,DaviKe01,rush_att,0,,,,,
player,201111270rai,chi,DaviKe01,rush_yds,0,,,,,
player,201111270rai,chi,DaviKe01,rush_td,0,,,,,
player,201111270rai,chi,DaviKe01,rush_long,0,,,,,
player,201111270rai,chi,DaviKe01,targets,2,,,,,
player,201111270rai,chi,DaviKe01,rec,2,,,,,
player,201111270rai,chi,DaviKe01,rec_yds,25,,,,,
player,201111270rai,chi,DaviKe01,rec_td,1,,,,,
player,201111270rai,chi,DaviKe01,rec_long,16,,,,,
player,201111270rai,chi,DaviKe01,fumbles,0,,,,,
player,201111270rai,chi,DaviKe01,fumbles_lost,,,,,,
player,201111270rai,chi,SpaeMa00,pass_cmp,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_att,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_yds,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_td,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_int,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_sacked,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_sacked_yds,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_long,0,,,,,
player,201111270rai,chi,SpaeMa00,pass_rating,,,,,,
player,201111270rai,chi,SpaeMa00,rush_att,0,,,,,
player,201111270rai,chi,SpaeMa00,rush_yds,0,,,,,
player,201111270rai,chi,SpaeMa00,rush_td,0,,,,,
player,201111270rai,chi,SpaeMa00,rush_long,0,,,,,
player,201111270rai,chi,SpaeMa00,targets,1,,,,,
player,201111270rai,chi,SpaeMa00,rec,1,,,,,
player,201111270rai,chi,SpaeMa00,rec_yds,9,,,,,
player,201111270rai,chi,SpaeMa00,rec_td,0,,,,,
player,201111270rai,chi,SpaeMa00,rec_long,9,,,,,
player,201111270rai,chi,SpaeMa00,fumbles,0,,,,,
player,201111270rai,chi,SpaeMa00,fumbles_lost,,,,,,
player,201111270rai,chi,HurdSa00,pass_cmp,0,,,,,
player,201111270rai,chi,HurdSa00,pass_att,0,,,,,
player,201111270rai,chi,HurdSa00,pass_yds,0,,,,,
player,201111270rai,chi,HurdSa00,pass_td,0,,,,,
player,201111270rai,chi,HurdSa00,pass_int,0,,,,,
player,201111270rai,chi,HurdSa00,pass_sacked,0,,,,,
player,201111270rai,chi,HurdSa00,pass_sacked_yds,0,,,,,
player,201111270rai,chi,HurdSa00,pass_long,0,,,,,
player,201111270rai,chi,HurdSa00,pass_rating,,,,,,
player,201111270rai,chi,HurdSa00,rush_att,0,,,,,
player,201111270rai,chi,HurdSa00,rush_yds,0,,,,,
player,201111270rai,chi,HurdSa00,rush_td,0,,,,,
player,201111270rai,chi,HurdSa00,rush_long,0,,,,,
player,201111270rai,chi,HurdSa00,targets,1,,,,,
player,201111270rai,chi,HurdSa00,rec,1,,,,,
player,201111270rai,chi,HurdSa00,rec_yds,8,,,,,
player,201111270rai,chi,HurdSa00,rec_td,0,,,,,
player,201111270rai,chi,HurdSa00,rec_long,8,,,,,
player,201111270rai,chi,HurdSa00,fumbles,0,,,,,
player,201111270rai,chi,HurdSa00,fumbles_lost,,,,,,
player,201111270rai,chi,BennEa00,pass_cmp,0,,,,,
player,201111270rai,chi,BennEa00,pass_att,0,,,,,
player,201111270rai,chi,BennEa00,pass_yds,0,,,,,
player,201111270rai,chi,BennEa00,pass_td,0,,,,,
player,201111270rai,chi,BennEa00,pass_int,0,,,,,
player,201111270rai,chi,BennEa00,pass_sacked,0,,,,,
player,201111270rai,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201111270rai,chi,BennEa00,pass_long,0,,,,,
player,201111270rai,chi,BennEa00,pass_rating,,,,,,
player,201111270rai,chi,BennEa00,rush_att,0,,,,,
player,201111270rai,chi,BennEa00,rush_yds,0,,,,,
player,201111270rai,chi,BennEa00,rush_td,0,,,,,
player,201111270rai,chi,BennEa00,rush_long,0,,,,,
player,201111270rai,chi,BennEa00,targets,4,,,,,
player,201111270rai,chi,BennEa00,rec,1,,,,,
player,201111270rai,chi,BennEa00,rec_yds,5,,,,,
player,201111270rai,chi,BennEa00,rec_td,0,,,,,
player,201111270rai,chi,BennEa00,rec_long,5,,,,,
player,201111270rai,chi,BennEa00,fumbles,0,,,,,
player,201111270rai,chi,BennEa00,fumbles_lost,,,,,,
player,201111270rai,rai,PalmCa00,pass_cmp,21,,,,,
player,201111270rai,rai,PalmCa00,pass_att,37,,,,,
player,201111270rai,rai,PalmCa00,pass_yds,301,,,,,
player,201111270rai,rai,PalmCa00,pass_td,0,,,,,
player,201111270rai,rai,PalmCa00,pass_int,1,,,,,
player,201111270rai,rai,PalmCa00,pass_sacked,4,,,,,
player,201111270rai,rai,PalmCa00,pass_sacked_yds,33,,,,,
player,201111270rai,rai,PalmCa00,pass_long,47,,,,,
player,201111270rai,rai,PalmCa00,pass_rating,72.0,,,,,
player,201111270rai,rai,PalmCa00,rush_att,0,,,,,
player,201111270rai,rai,PalmCa00,rush_yds,0,,,,,
player,201111270rai,rai,PalmCa00,rush_td,0,,,,,
player,201111270rai,rai,PalmCa00,rush_long,0,,,,,
player,201111270rai,rai,PalmCa00,targets,0,,,,,
player,201111270rai,rai,PalmCa00,rec,0,,,,,
player,201111270rai,rai,PalmCa00,rec_yds,0,,,,,
player,201111270rai,rai,PalmCa00,rec_td,0,,,,,
player,201111270rai,rai,PalmCa00,rec_long,0,,,,,
player,201111270rai,rai,PalmCa00,fumbles,0,,,,,
player,201111270rai,rai,PalmCa00,fumbles_lost,,,,,,
player,201111270rai,rai,BushMi00,pass_cmp,0,,,,,
player,201111270rai,rai,BushMi00,pass_att,0,,,,,
player,201111270rai,rai,BushMi00,pass_yds,0,,,,,
player,201111270rai,rai,BushMi00,pass_td,0,,,,,
player,201111270rai,rai,BushMi00,pass_int,0,,,,,
player,201111270rai,rai,BushMi00,pass_sacked,,,,,,
player,201111270rai,rai,BushMi00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,BushMi00,pass_long,0,,,,,
player,201111270rai,rai,BushMi00,pass_rating,,,,,,
player,201111270rai,rai,BushMi00,rush_att,24,,,,,
player,201111270rai,rai,BushMi00,rush_yds,69,,,,,
player,201111270rai,rai,BushMi00,rush_td,1,,,,,
player,201111270rai,rai,BushMi00,rush_long,14,,,,,
player,201111270rai,rai,BushMi00,targets,4,,,,,
player,201111270rai,rai,BushMi00,rec,4,,,,,
player,201111270rai,rai,BushMi00,rec_yds,24,,,,,
player,201111270rai,rai,BushMi00,rec_td,0,,,,,
player,201111270rai,rai,BushMi00,rec_long,12,,,,,
player,201111270rai,rai,BushMi00,fumbles,0,,,,,
player,201111270rai,rai,BushMi00,fumbles_lost,,,,,,
player,201111270rai,rai,CartRo01,pass_cmp,0,,,,,
player,201111270rai,rai,CartRo01,pass_att,0,,,,,
player,201111270rai,rai,CartRo01,pass_yds,0,,,,,
player,201111270rai,rai,CartRo01,pass_td,0,,,,,
player,201111270rai,rai,CartRo01,pass_int,0,,,,,
player,201111270rai,rai,CartRo01,pass_sacked,,,,,,
player,201111270rai,rai,CartRo01,pass_sacked_yds,0,,,,,
player,201111270rai,rai,CartRo01,pass_long,0,,,,,
player,201111270rai,rai,CartRo01,pass_rating,,,,,,
player,201111270rai,rai,CartRo01,rush_att,1,,,,,
player,201111270rai,rai,CartRo01,rush_yds,4,,,,,
player,201111270rai,rai,CartRo01,rush_td,0,,,,,
player,201111270rai,rai,CartRo01,rush_long,4,,,,,
player,201111270rai,rai,CartRo01,targets,0,,,,,
player,201111270rai,rai,CartRo01,rec,0,,,,,
player,201111270rai,rai,CartRo01,rec_yds,0,,,,,
player,201111270rai,rai,CartRo01,rec_td,0,,,,,
player,201111270rai,rai,CartRo01,rec_long,0,,,,,
player,201111270rai,rai,CartRo01,fumbles,0,,,,,
player,201111270rai,rai,CartRo01,fumbles_lost,,,,,,
player,201111270rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201111270rai,rai,ReecMa00,pass_att,0,,,,,
player,201111270rai,rai,ReecMa00,pass_yds,0,,,,,
player,201111270rai,rai,ReecMa00,pass_td,0,,,,,
player,201111270rai,rai,ReecMa00,pass_int,0,,,,,
player,201111270rai,rai,ReecMa00,pass_sacked,,,,,,
player,201111270rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,ReecMa00,pass_long,0,,,,,
player,201111270rai,rai,ReecMa00,pass_rating,,,,,,
player,201111270rai,rai,ReecMa00,rush_att,2,,,,,
player,201111270rai,rai,ReecMa00,rush_yds,0,,,,,
player,201111270rai,rai,ReecMa00,rush_td,0,,,,,
player,201111270rai,rai,ReecMa00,rush_long,3,,,,,
player,201111270rai,rai,ReecMa00,targets,7,,,,,
player,201111270rai,rai,ReecMa00,rec,5,,,,,
player,201111270rai,rai,ReecMa00,rec_yds,92,,,,,
player,201111270rai,rai,ReecMa00,rec_td,0,,,,,
player,201111270rai,rai,ReecMa00,rec_long,47,,,,,
player,201111270rai,rai,ReecMa00,fumbles,0,,,,,
player,201111270rai,rai,ReecMa00,fumbles_lost,,,,,,
player,201111270rai,rai,SchiCh00,pass_cmp,0,,,,,
player,201111270rai,rai,SchiCh00,pass_att,0,,,,,
player,201111270rai,rai,SchiCh00,pass_yds,0,,,,,
player,201111270rai,rai,SchiCh00,pass_td,0,,,,,
player,201111270rai,rai,SchiCh00,pass_int,0,,,,,
player,201111270rai,rai,SchiCh00,pass_sacked,,,,,,
player,201111270rai,rai,SchiCh00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,SchiCh00,pass_long,0,,,,,
player,201111270rai,rai,SchiCh00,pass_rating,,,,,,
player,201111270rai,rai,SchiCh00,rush_att,0,,,,,
player,201111270rai,rai,SchiCh00,rush_yds,0,,,,,
player,201111270rai,rai,SchiCh00,rush_td,0,,,,,
player,201111270rai,rai,SchiCh00,rush_long,0,,,,,
player,201111270rai,rai,SchiCh00,targets,8,,,,,
player,201111270rai,rai,SchiCh00,rec,4,,,,,
player,201111270rai,rai,SchiCh00,rec_yds,58,,,,,
player,201111270rai,rai,SchiCh00,rec_td,0,,,,,
player,201111270rai,rai,SchiCh00,rec_long,17,,,,,
player,201111270rai,rai,SchiCh00,fumbles,0,,,,,
player,201111270rai,rai,SchiCh00,fumbles_lost,,,,,,
player,201111270rai,rai,MurpLo00,pass_cmp,0,,,,,
player,201111270rai,rai,MurpLo00,pass_att,0,,,,,
player,201111270rai,rai,MurpLo00,pass_yds,0,,,,,
player,201111270rai,rai,MurpLo00,pass_td,0,,,,,
player,201111270rai,rai,MurpLo00,pass_int,0,,,,,
player,201111270rai,rai,MurpLo00,pass_sacked,,,,,,
player,201111270rai,rai,MurpLo00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,MurpLo00,pass_long,0,,,,,
player,201111270rai,rai,MurpLo00,pass_rating,,,,,,
player,201111270rai,rai,MurpLo00,rush_att,0,,,,,
player,201111270rai,rai,MurpLo00,rush_yds,0,,,,,
player,201111270rai,rai,MurpLo00,rush_td,0,,,,,
player,201111270rai,rai,MurpLo00,rush_long,0,,,,,
player,201111270rai,rai,MurpLo00,targets,4,,,,,
player,201111270rai,rai,MurpLo00,rec,2,,,,,
player,201111270rai,rai,MurpLo00,rec_yds,53,,,,,
player,201111270rai,rai,MurpLo00,rec_td,0,,,,,
player,201111270rai,rai,MurpLo00,rec_long,47,,,,,
player,201111270rai,rai,MurpLo00,fumbles,0,,,,,
player,201111270rai,rai,MurpLo00,fumbles_lost,,,,,,
player,201111270rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201111270rai,rai,HeywDa00,pass_att,0,,,,,
player,201111270rai,rai,HeywDa00,pass_yds,0,,,,,
player,201111270rai,rai,HeywDa00,pass_td,0,,,,,
player,201111270rai,rai,HeywDa00,pass_int,0,,,,,
player,201111270rai,rai,HeywDa00,pass_sacked,,,,,,
player,201111270rai,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,HeywDa00,pass_long,0,,,,,
player,201111270rai,rai,HeywDa00,pass_rating,,,,,,
player,201111270rai,rai,HeywDa00,rush_att,0,,,,,
player,201111270rai,rai,HeywDa00,rush_yds,0,,,,,
player,201111270rai,rai,HeywDa00,rush_td,0,,,,,
player,201111270rai,rai,HeywDa00,rush_long,0,,,,,
player,201111270rai,rai,HeywDa00,targets,10,,,,,
player,201111270rai,rai,HeywDa00,rec,4,,,,,
player,201111270rai,rai,HeywDa00,rec_yds,42,,,,,
player,201111270rai,rai,HeywDa00,rec_td,0,,,,,
player,201111270rai,rai,HeywDa00,rec_long,19,,,,,
player,201111270rai,rai,HeywDa00,fumbles,0,,,,,
player,201111270rai,rai,HeywDa00,fumbles_lost,,,,,,
player,201111270rai,rai,MyerBr00,pass_cmp,0,,,,,
player,201111270rai,rai,MyerBr00,pass_att,0,,,,,
player,201111270rai,rai,MyerBr00,pass_yds,0,,,,,
player,201111270rai,rai,MyerBr00,pass_td,0,,,,,
player,201111270rai,rai,MyerBr00,pass_int,0,,,,,
player,201111270rai,rai,MyerBr00,pass_sacked,,,,,,
player,201111270rai,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,MyerBr00,pass_long,0,,,,,
player,201111270rai,rai,MyerBr00,pass_rating,,,,,,
player,201111270rai,rai,MyerBr00,rush_att,0,,,,,
player,201111270rai,rai,MyerBr00,rush_yds,0,,,,,
player,201111270rai,rai,MyerBr00,rush_td,0,,,,,
player,201111270rai,rai,MyerBr00,rush_long,0,,,,,
player,201111270rai,rai,MyerBr00,targets,1,,,,,
player,201111270rai,rai,MyerBr00,rec,1,,,,,
player,201111270rai,rai,MyerBr00,rec_yds,24,,,,,
player,201111270rai,rai,MyerBr00,rec_td,0,,,,,
player,201111270rai,rai,MyerBr00,rec_long,24,,,,,
player,201111270rai,rai,MyerBr00,fumbles,0,,,,,
player,201111270rai,rai,MyerBr00,fumbles_lost,,,,,,
player,201111270rai,rai,BossKe00,pass_cmp,0,,,,,
player,201111270rai,rai,BossKe00,pass_att,0,,,,,
player,201111270rai,rai,BossKe00,pass_yds,0,,,,,
player,201111270rai,rai,BossKe00,pass_td,0,,,,,
player,201111270rai,rai,BossKe00,pass_int,0,,,,,
player,201111270rai,rai,BossKe00,pass_sacked,,,,,,
player,201111270rai,rai,BossKe00,pass_sacked_yds,0,,,,,
player,201111270rai,rai,BossKe00,pass_long,0,,,,,
player,201111270rai,rai,BossKe00,pass_rating,,,,,,
player,201111270rai,rai,BossKe00,rush_att,0,,,,,
player,201111270rai,rai,BossKe00,rush_yds,0,,,,,
player,201111270rai,rai,BossKe00,rush_td,0,,,,,
player,201111270rai,rai,BossKe00,rush_long,0,,,,,
player,201111270rai,rai,BossKe00,targets,3,,,,,
player,201111270rai,rai,BossKe00,rec,1,,,,,
player,201111270rai,rai,BossKe00,rec_yds,8,,,,,
player,201111270rai,rai,BossKe00,rec_td,0,,,,,
player,201111270rai,rai,BossKe00,rec_long,8,,,,,
player,201111270rai,rai,BossKe00,fumbles,0,,,,,
player,201111270rai,rai,BossKe00,fumbles_lost,,,,,,
player,201111270rai,chi,GrahCo99,def_int,1,,,,,
player,201111270rai,chi,GrahCo99,def_int_yds,1,,,,,
player,201111270rai,chi,GrahCo99,def_int_td,0,,,,,
player,201111270rai,chi,GrahCo99,def_int_long,1,,,,,
player,201111270rai,chi,GrahCo99,pass_defended,1,,,,,
player,201111270rai,chi,GrahCo99,sacks,0.0,,,,,
player,201111270rai,chi,GrahCo99,tackles_combined,2,,,,,
player,201111270rai,chi,GrahCo99,tackles_solo,2,,,,,
player,201111270rai,chi,GrahCo99,tackles_assists,0,,,,,
player,201111270rai,chi,GrahCo99,tackles_loss,0,,,,,
player,201111270rai,chi,GrahCo99,qb_hits,0,,,,,
player,201111270rai,chi,GrahCo99,fumbles_rec,0,,,,,
player,201111270rai,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,GrahCo99,fumbles_forced,0,,,,,
player,201111270rai,chi,PeppJu99,def_int,0,,,,,
player,201111270rai,chi,PeppJu99,def_int_yds,0,,,,,
player,201111270rai,chi,PeppJu99,def_int_td,0,,,,,
player,201111270rai,chi,PeppJu99,def_int_long,0,,,,,
player,201111270rai,chi,PeppJu99,pass_defended,0,,,,,
player,201111270rai,chi,PeppJu99,sacks,2.0,,,,,
player,201111270rai,chi,PeppJu99,tackles_combined,5,,,,,
player,201111270rai,chi,PeppJu99,tackles_solo,5,,,,,
player,201111270rai,chi,PeppJu99,tackles_assists,0,,,,,
player,201111270rai,chi,PeppJu99,tackles_loss,3,,,,,
player,201111270rai,chi,PeppJu99,qb_hits,3,,,,,
player,201111270rai,chi,PeppJu99,fumbles_rec,0,,,,,
player,201111270rai,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,PeppJu99,fumbles_forced,0,,,,,
player,201111270rai,chi,MeltHe99,def_int,0,,,,,
player,201111270rai,chi,MeltHe99,def_int_yds,0,,,,,
player,201111270rai,chi,MeltHe99,def_int_td,0,,,,,
player,201111270rai,chi,MeltHe99,def_int_long,0,,,,,
player,201111270rai,chi,MeltHe99,pass_defended,0,,,,,
player,201111270rai,chi,MeltHe99,sacks,1.0,,,,,
player,201111270rai,chi,MeltHe99,tackles_combined,1,,,,,
player,201111270rai,chi,MeltHe99,tackles_solo,1,,,,,
player,201111270rai,chi,MeltHe99,tackles_assists,0,,,,,
player,201111270rai,chi,MeltHe99,tackles_loss,1,,,,,
player,201111270rai,chi,MeltHe99,qb_hits,1,,,,,
player,201111270rai,chi,MeltHe99,fumbles_rec,0,,,,,
player,201111270rai,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,MeltHe99,fumbles_forced,0,,,,,
player,201111270rai,chi,OkoyAm99,def_int,0,,,,,
player,201111270rai,chi,OkoyAm99,def_int_yds,0,,,,,
player,201111270rai,chi,OkoyAm99,def_int_td,0,,,,,
player,201111270rai,chi,OkoyAm99,def_int_long,0,,,,,
player,201111270rai,chi,OkoyAm99,pass_defended,1,,,,,
player,201111270rai,chi,OkoyAm99,sacks,1.0,,,,,
player,201111270rai,chi,OkoyAm99,tackles_combined,1,,,,,
player,201111270rai,chi,OkoyAm99,tackles_solo,1,,,,,
player,201111270rai,chi,OkoyAm99,tackles_assists,0,,,,,
player,201111270rai,chi,OkoyAm99,tackles_loss,1,,,,,
player,201111270rai,chi,OkoyAm99,qb_hits,1,,,,,
player,201111270rai,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201111270rai,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201111270rai,chi,BrigLa99,def_int,0,,,,,
player,201111270rai,chi,BrigLa99,def_int_yds,0,,,,,
player,201111270rai,chi,BrigLa99,def_int_td,0,,,,,
player,201111270rai,chi,BrigLa99,def_int_long,0,,,,,
player,201111270rai,chi,BrigLa99,pass_defended,0,,,,,
player,201111270rai,chi,BrigLa99,sacks,0.0,,,,,
player,201111270rai,chi,BrigLa99,tackles_combined,6,,,,,
player,201111270rai,chi,BrigLa99,tackles_solo,6,,,,,
player,201111270rai,chi,BrigLa99,tackles_assists,0,,,,,
player,201111270rai,chi,BrigLa99,tackles_loss,1,,,,,
player,201111270rai,chi,BrigLa99,qb_hits,0,,,,,
