game,2011,13,20111204,201112040buf,oti,"Tennessee Titans",23,buf,"Buffalo Bills",17
player,201112040buf,buf,ScotBr20,def_int_long,0,,,,,
player,201112040buf,buf,ScotBr20,pass_defended,1,,,,,
player,201112040buf,buf,ScotBr20,sacks,0.0,,,,,
player,201112040buf,buf,ScotBr20,tackles_combined,2,,,,,
player,201112040buf,buf,ScotBr20,tackles_solo,2,,,,,
player,201112040buf,buf,ScotBr20,tackles_assists,0,,,,,
player,201112040buf,buf,ScotBr20,tackles_loss,1,,,,,
player,201112040buf,buf,ScotBr20,qb_hits,0,,,,,
player,201112040buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201112040buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201112040buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201112040buf,buf,CausMi00,def_int,0,,,,,
player,201112040buf,buf,CausMi00,def_int_yds,0,,,,,
player,201112040buf,buf,CausMi00,def_int_td,0,,,,,
player,201112040buf,buf,CausMi00,def_int_long,0,,,,,
player,201112040buf,buf,CausMi00,pass_defended,0,,,,,
player,201112040buf,buf,CausMi00,sacks,0.0,,,,,
player,201112040buf,buf,CausMi00,tackles_combined,1,,,,,
player,201112040buf,buf,CausMi00,tackles_solo,1,,,,,
player,201112040buf,buf,CausMi00,tackles_assists,0,,,,,
player,201112040buf,buf,CausMi00,tackles_loss,0,,,,,
player,201112040buf,buf,CausMi00,qb_hits,0,,,,,
player,201112040buf,buf,CausMi00,fumbles_rec,0,,,,,
player,201112040buf,buf,CausMi00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,CausMi00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,CausMi00,fumbles_forced,0,,,,,
player,201112040buf,buf,DareMa00,def_int,0,,,,,
player,201112040buf,buf,DareMa00,def_int_yds,0,,,,,
player,201112040buf,buf,DareMa00,def_int_td,0,,,,,
player,201112040buf,buf,DareMa00,def_int_long,0,,,,,
player,201112040buf,buf,DareMa00,pass_defended,0,,,,,
player,201112040buf,buf,DareMa00,sacks,0.0,,,,,
player,201112040buf,buf,DareMa00,tackles_combined,1,,,,,
player,201112040buf,buf,DareMa00,tackles_solo,0,,,,,
player,201112040buf,buf,DareMa00,tackles_assists,1,,,,,
player,201112040buf,buf,DareMa00,tackles_loss,0,,,,,
player,201112040buf,buf,DareMa00,qb_hits,0,,,,,
player,201112040buf,buf,DareMa00,fumbles_rec,0,,,,,
player,201112040buf,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,DareMa00,fumbles_forced,0,,,,,
player,201112040buf,buf,DotsLi99,def_int,0,,,,,
player,201112040buf,buf,DotsLi99,def_int_yds,0,,,,,
player,201112040buf,buf,DotsLi99,def_int_td,0,,,,,
player,201112040buf,buf,DotsLi99,def_int_long,0,,,,,
player,201112040buf,buf,DotsLi99,pass_defended,0,,,,,
player,201112040buf,buf,DotsLi99,sacks,0.0,,,,,
player,201112040buf,buf,DotsLi99,tackles_combined,1,,,,,
player,201112040buf,buf,DotsLi99,tackles_solo,0,,,,,
player,201112040buf,buf,DotsLi99,tackles_assists,1,,,,,
player,201112040buf,buf,DotsLi99,tackles_loss,0,,,,,
player,201112040buf,buf,DotsLi99,qb_hits,0,,,,,
player,201112040buf,buf,DotsLi99,fumbles_rec,0,,,,,
player,201112040buf,buf,DotsLi99,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,DotsLi99,fumbles_rec_td,0,,,,,
player,201112040buf,buf,DotsLi99,fumbles_forced,0,,,,,
player,201112040buf,buf,HearKe00,def_int,0,,,,,
player,201112040buf,buf,HearKe00,def_int_yds,0,,,,,
player,201112040buf,buf,HearKe00,def_int_td,0,,,,,
player,201112040buf,buf,HearKe00,def_int_long,0,,,,,
player,201112040buf,buf,HearKe00,pass_defended,0,,,,,
player,201112040buf,buf,HearKe00,sacks,0.0,,,,,
player,201112040buf,buf,HearKe00,tackles_combined,1,,,,,
player,201112040buf,buf,HearKe00,tackles_solo,0,,,,,
player,201112040buf,buf,HearKe00,tackles_assists,1,,,,,
player,201112040buf,buf,HearKe00,tackles_loss,0,,,,,
player,201112040buf,buf,HearKe00,qb_hits,0,,,,,
player,201112040buf,buf,HearKe00,fumbles_rec,0,,,,,
player,201112040buf,buf,HearKe00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,HearKe00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,HearKe00,fumbles_forced,0,,,,,
player,201112040buf,buf,MoatAr00,def_int,0,,,,,
player,201112040buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201112040buf,buf,MoatAr00,def_int_td,0,,,,,
player,201112040buf,buf,MoatAr00,def_int_long,0,,,,,
player,201112040buf,buf,MoatAr00,pass_defended,0,,,,,
player,201112040buf,buf,MoatAr00,sacks,0.0,,,,,
player,201112040buf,buf,MoatAr00,tackles_combined,1,,,,,
player,201112040buf,buf,MoatAr00,tackles_solo,0,,,,,
player,201112040buf,buf,MoatAr00,tackles_assists,1,,,,,
player,201112040buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201112040buf,buf,MoatAr00,qb_hits,0,,,,,
player,201112040buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201112040buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201112040buf,buf,SanbGa00,def_int,0,,,,,
player,201112040buf,buf,SanbGa00,def_int_yds,0,,,,,
player,201112040buf,buf,SanbGa00,def_int_td,0,,,,,
player,201112040buf,buf,SanbGa00,def_int_long,0,,,,,
player,201112040buf,buf,SanbGa00,pass_defended,0,,,,,
player,201112040buf,buf,SanbGa00,sacks,0.0,,,,,
player,201112040buf,buf,SanbGa00,tackles_combined,1,,,,,
player,201112040buf,buf,SanbGa00,tackles_solo,1,,,,,
player,201112040buf,buf,SanbGa00,tackles_assists,0,,,,,
player,201112040buf,buf,SanbGa00,tackles_loss,0,,,,,
player,201112040buf,buf,SanbGa00,qb_hits,0,,,,,
player,201112040buf,buf,SanbGa00,fumbles_rec,0,,,,,
player,201112040buf,buf,SanbGa00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,SanbGa00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,SanbGa00,fumbles_forced,0,,,,,
player,201112040buf,buf,WhitJo01,def_int,0,,,,,
player,201112040buf,buf,WhitJo01,def_int_yds,0,,,,,
player,201112040buf,buf,WhitJo01,def_int_td,0,,,,,
player,201112040buf,buf,WhitJo01,def_int_long,0,,,,,
player,201112040buf,buf,WhitJo01,pass_defended,0,,,,,
player,201112040buf,buf,WhitJo01,sacks,0.0,,,,,
player,201112040buf,buf,WhitJo01,tackles_combined,1,,,,,
player,201112040buf,buf,WhitJo01,tackles_solo,1,,,,,
player,201112040buf,buf,WhitJo01,tackles_assists,0,,,,,
player,201112040buf,buf,WhitJo01,tackles_loss,0,,,,,
player,201112040buf,buf,WhitJo01,qb_hits,0,,,,,
player,201112040buf,buf,WhitJo01,fumbles_rec,0,,,,,
player,201112040buf,buf,WhitJo01,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,WhitJo01,fumbles_rec_td,0,,,,,
player,201112040buf,buf,WhitJo01,fumbles_forced,0,,,,,
player,201112040buf,buf,SpilC.00,def_int,0,,,,,
player,201112040buf,buf,SpilC.00,def_int_yds,0,,,,,
player,201112040buf,buf,SpilC.00,def_int_td,0,,,,,
player,201112040buf,buf,SpilC.00,def_int_long,0,,,,,
player,201112040buf,buf,SpilC.00,pass_defended,0,,,,,
player,201112040buf,buf,SpilC.00,sacks,0.0,,,,,
player,201112040buf,buf,SpilC.00,tackles_combined,0,,,,,
player,201112040buf,buf,SpilC.00,tackles_solo,0,,,,,
player,201112040buf,buf,SpilC.00,tackles_assists,0,,,,,
player,201112040buf,buf,SpilC.00,tackles_loss,,,,,,
player,201112040buf,buf,SpilC.00,qb_hits,,,,,,
player,201112040buf,buf,SpilC.00,fumbles_rec,1,,,,,
player,201112040buf,buf,SpilC.00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,SpilC.00,fumbles_rec_td,1,,,,,
player,201112040buf,buf,SpilC.00,fumbles_forced,0,,,,,
player,201112040buf,oti,MariMa00,kick_ret,1,,,,,
player,201112040buf,oti,MariMa00,kick_ret_yds,21,,,,,
player,201112040buf,oti,MariMa00,kick_ret_yds_per_ret,21.0,,,,,
player,201112040buf,oti,MariMa00,kick_ret_td,0,,,,,
player,201112040buf,oti,MariMa00,kick_ret_long,21,,,,,
player,201112040buf,oti,MariMa00,punt_ret,3,,,,,
player,201112040buf,oti,MariMa00,punt_ret_yds,72,,,,,
player,201112040buf,oti,MariMa00,punt_ret_yds_per_ret,24.0,,,,,
player,201112040buf,oti,MariMa00,punt_ret_td,0,,,,,
player,201112040buf,oti,MariMa00,punt_ret_long,26,,,,,
player,201112040buf,buf,McKeLe99,kick_ret,0,,,,,
player,201112040buf,buf,McKeLe99,kick_ret_yds,0,,,,,
player,201112040buf,buf,McKeLe99,kick_ret_yds_per_ret,,,,,,
player,201112040buf,buf,McKeLe99,kick_ret_td,0,,,,,
player,201112040buf,buf,McKeLe99,kick_ret_long,0,,,,,
player,201112040buf,buf,McKeLe99,punt_ret,2,,,,,
player,201112040buf,buf,McKeLe99,punt_ret_yds,10,,,,,
player,201112040buf,buf,McKeLe99,punt_ret_yds_per_ret,5.0,,,,,
player,201112040buf,buf,McKeLe99,punt_ret_td,0,,,,,
player,201112040buf,buf,McKeLe99,punt_ret_long,6,,,,,
player,201112040buf,buf,CausMi00,kick_ret,1,,,,,
player,201112040buf,buf,CausMi00,kick_ret_yds,12,,,,,
player,201112040buf,buf,CausMi00,kick_ret_yds_per_ret,12.0,,,,,
player,201112040buf,buf,CausMi00,kick_ret_td,0,,,,,
player,201112040buf,buf,CausMi00,kick_ret_long,12,,,,,
player,201112040buf,buf,CausMi00,punt_ret,0,,,,,
player,201112040buf,buf,CausMi00,punt_ret_yds,0,,,,,
player,201112040buf,buf,CausMi00,punt_ret_yds_per_ret,,,,,,
player,201112040buf,buf,CausMi00,punt_ret_td,0,,,,,
player,201112040buf,buf,CausMi00,punt_ret_long,0,,,,,
player,201112040buf,oti,bironrob01,xpm,2,,,,,
player,201112040buf,oti,bironrob01,xpa,2,,,,,
player,201112040buf,oti,bironrob01,fgm,3,,,,,
player,201112040buf,oti,bironrob01,fga,3,,,,,
player,201112040buf,oti,bironrob01,punt,0,,,,,
player,201112040buf,oti,bironrob01,punt_yds,0,,,,,
player,201112040buf,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201112040buf,oti,bironrob01,punt_long,0,,,,,
player,201112040buf,oti,KernBr20,xpm,,,,,,
player,201112040buf,oti,KernBr20,xpa,,,,,,
player,201112040buf,oti,KernBr20,fgm,,,,,,
player,201112040buf,oti,KernBr20,fga,,,,,,
player,201112040buf,oti,KernBr20,punt,5,,,,,
player,201112040buf,oti,KernBr20,punt_yds,239,,,,,
player,201112040buf,oti,KernBr20,punt_yds_per_punt,47.8,,,,,
player,201112040buf,oti,KernBr20,punt_long,57,,,,,
player,201112040buf,buf,raynedav01,xpm,2,,,,,
player,201112040buf,buf,raynedav01,xpa,2,,,,,
player,201112040buf,buf,raynedav01,fgm,1,,,,,
player,201112040buf,buf,raynedav01,fga,1,,,,,
player,201112040buf,buf,raynedav01,punt,0,,,,,
player,201112040buf,buf,raynedav01,punt_yds,0,,,,,
player,201112040buf,buf,raynedav01,punt_yds_per_punt,,,,,,
player,201112040buf,buf,raynedav01,punt_long,0,,,,,
player,201112040buf,buf,MoorBr24,xpm,,,,,,
player,201112040buf,buf,MoorBr24,xpa,,,,,,
player,201112040buf,buf,MoorBr24,fgm,,,,,,
player,201112040buf,buf,MoorBr24,fga,,,,,,
player,201112040buf,buf,MoorBr24,punt,4,,,,,
player,201112040buf,buf,MoorBr24,punt_yds,194,,,,,
player,201112040buf,buf,MoorBr24,punt_yds_per_punt,48.5,,,,,
player,201112040buf,buf,MoorBr24,punt_long,62,,,,,
