game,2011,13,20111204,201112040buf,oti,"Tennessee Titans",23,buf,"Buffalo Bills",17
player,201112040buf,oti,HallAh00,rec_long,9,,,,,
player,201112040buf,oti,HallAh00,fumbles,0,,,,,
player,201112040buf,oti,HallAh00,fumbles_lost,,,,,,
player,201112040buf,oti,WillDa04,pass_cmp,0,,,,,
player,201112040buf,oti,WillDa04,pass_att,0,,,,,
player,201112040buf,oti,WillDa04,pass_yds,0,,,,,
player,201112040buf,oti,WillDa04,pass_td,0,,,,,
player,201112040buf,oti,WillDa04,pass_int,0,,,,,
player,201112040buf,oti,WillDa04,pass_sacked,0,,,,,
player,201112040buf,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201112040buf,oti,WillDa04,pass_long,0,,,,,
player,201112040buf,oti,WillDa04,pass_rating,,,,,,
player,201112040buf,oti,WillDa04,rush_att,0,,,,,
player,201112040buf,oti,WillDa04,rush_yds,0,,,,,
player,201112040buf,oti,WillDa04,rush_td,0,,,,,
player,201112040buf,oti,WillDa04,rush_long,0,,,,,
player,201112040buf,oti,WillDa04,targets,7,,,,,
player,201112040buf,oti,WillDa04,rec,4,,,,,
player,201112040buf,oti,WillDa04,rec_yds,62,,,,,
player,201112040buf,oti,WillDa04,rec_td,0,,,,,
player,201112040buf,oti,WillDa04,rec_long,18,,,,,
player,201112040buf,oti,WillDa04,fumbles,0,,,,,
player,201112040buf,oti,WillDa04,fumbles_lost,,,,,,
player,201112040buf,oti,WashNa00,pass_cmp,0,,,,,
player,201112040buf,oti,WashNa00,pass_att,0,,,,,
player,201112040buf,oti,WashNa00,pass_yds,0,,,,,
player,201112040buf,oti,WashNa00,pass_td,0,,,,,
player,201112040buf,oti,WashNa00,pass_int,0,,,,,
player,201112040buf,oti,WashNa00,pass_sacked,0,,,,,
player,201112040buf,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201112040buf,oti,WashNa00,pass_long,0,,,,,
player,201112040buf,oti,WashNa00,pass_rating,,,,,,
player,201112040buf,oti,WashNa00,rush_att,0,,,,,
player,201112040buf,oti,WashNa00,rush_yds,0,,,,,
player,201112040buf,oti,WashNa00,rush_td,0,,,,,
player,201112040buf,oti,WashNa00,rush_long,0,,,,,
player,201112040buf,oti,WashNa00,targets,6,,,,,
player,201112040buf,oti,WashNa00,rec,4,,,,,
player,201112040buf,oti,WashNa00,rec_yds,40,,,,,
player,201112040buf,oti,WashNa00,rec_td,0,,,,,
player,201112040buf,oti,WashNa00,rec_long,12,,,,,
player,201112040buf,oti,WashNa00,fumbles,0,,,,,
player,201112040buf,oti,WashNa00,fumbles_lost,,,,,,
player,201112040buf,oti,GrahDa00,pass_cmp,0,,,,,
player,201112040buf,oti,GrahDa00,pass_att,0,,,,,
player,201112040buf,oti,GrahDa00,pass_yds,0,,,,,
player,201112040buf,oti,GrahDa00,pass_td,0,,,,,
player,201112040buf,oti,GrahDa00,pass_int,0,,,,,
player,201112040buf,oti,GrahDa00,pass_sacked,0,,,,,
player,201112040buf,oti,GrahDa00,pass_sacked_yds,0,,,,,
player,201112040buf,oti,GrahDa00,pass_long,0,,,,,
player,201112040buf,oti,GrahDa00,pass_rating,,,,,,
player,201112040buf,oti,GrahDa00,rush_att,0,,,,,
player,201112040buf,oti,GrahDa00,rush_yds,0,,,,,
player,201112040buf,oti,GrahDa00,rush_td,0,,,,,
player,201112040buf,oti,GrahDa00,rush_long,0,,,,,
player,201112040buf,oti,GrahDa00,targets,1,,,,,
player,201112040buf,oti,GrahDa00,rec,1,,,,,
player,201112040buf,oti,GrahDa00,rec_yds,21,,,,,
player,201112040buf,oti,GrahDa00,rec_td,0,,,,,
player,201112040buf,oti,GrahDa00,rec_long,21,,,,,
player,201112040buf,oti,GrahDa00,fumbles,0,,,,,
player,201112040buf,oti,GrahDa00,fumbles_lost,,,,,,
player,201112040buf,oti,HawkLa00,pass_cmp,0,,,,,
player,201112040buf,oti,HawkLa00,pass_att,0,,,,,
player,201112040buf,oti,HawkLa00,pass_yds,0,,,,,
player,201112040buf,oti,HawkLa00,pass_td,0,,,,,
player,201112040buf,oti,HawkLa00,pass_int,0,,,,,
player,201112040buf,oti,HawkLa00,pass_sacked,0,,,,,
player,201112040buf,oti,HawkLa00,pass_sacked_yds,0,,,,,
player,201112040buf,oti,HawkLa00,pass_long,0,,,,,
player,201112040buf,oti,HawkLa00,pass_rating,,,,,,
player,201112040buf,oti,HawkLa00,rush_att,0,,,,,
player,201112040buf,oti,HawkLa00,rush_yds,0,,,,,
player,201112040buf,oti,HawkLa00,rush_td,0,,,,,
player,201112040buf,oti,HawkLa00,rush_long,0,,,,,
player,201112040buf,oti,HawkLa00,targets,4,,,,,
player,201112040buf,oti,HawkLa00,rec,2,,,,,
player,201112040buf,oti,HawkLa00,rec_yds,9,,,,,
player,201112040buf,oti,HawkLa00,rec_td,0,,,,,
player,201112040buf,oti,HawkLa00,rec_long,5,,,,,
player,201112040buf,oti,HawkLa00,fumbles,0,,,,,
player,201112040buf,oti,HawkLa00,fumbles_lost,,,,,,
player,201112040buf,oti,MariMa00,pass_cmp,0,,,,,
player,201112040buf,oti,MariMa00,pass_att,0,,,,,
player,201112040buf,oti,MariMa00,pass_yds,0,,,,,
player,201112040buf,oti,MariMa00,pass_td,0,,,,,
player,201112040buf,oti,MariMa00,pass_int,0,,,,,
player,201112040buf,oti,MariMa00,pass_sacked,0,,,,,
player,201112040buf,oti,MariMa00,pass_sacked_yds,0,,,,,
player,201112040buf,oti,MariMa00,pass_long,0,,,,,
player,201112040buf,oti,MariMa00,pass_rating,,,,,,
player,201112040buf,oti,MariMa00,rush_att,0,,,,,
player,201112040buf,oti,MariMa00,rush_yds,0,,,,,
player,201112040buf,oti,MariMa00,rush_td,0,,,,,
player,201112040buf,oti,MariMa00,rush_long,0,,,,,
player,201112040buf,oti,MariMa00,targets,1,,,,,
player,201112040buf,oti,MariMa00,rec,0,,,,,
player,201112040buf,oti,MariMa00,rec_yds,0,,,,,
player,201112040buf,oti,MariMa00,rec_td,0,,,,,
player,201112040buf,oti,MariMa00,rec_long,0,,,,,
player,201112040buf,oti,MariMa00,fumbles,0,,,,,
player,201112040buf,oti,MariMa00,fumbles_lost,,,,,,
player,201112040buf,oti,CookJa02,pass_cmp,0,,,,,
player,201112040buf,oti,CookJa02,pass_att,0,,,,,
player,201112040buf,oti,CookJa02,pass_yds,0,,,,,
player,201112040buf,oti,CookJa02,pass_td,0,,,,,
player,201112040buf,oti,CookJa02,pass_int,0,,,,,
player,201112040buf,oti,CookJa02,pass_sacked,0,,,,,
player,201112040buf,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201112040buf,oti,CookJa02,pass_long,0,,,,,
player,201112040buf,oti,CookJa02,pass_rating,,,,,,
player,201112040buf,oti,CookJa02,rush_att,0,,,,,
player,201112040buf,oti,CookJa02,rush_yds,0,,,,,
player,201112040buf,oti,CookJa02,rush_td,0,,,,,
player,201112040buf,oti,CookJa02,rush_long,0,,,,,
player,201112040buf,oti,CookJa02,targets,1,,,,,
player,201112040buf,oti,CookJa02,rec,0,,,,,
player,201112040buf,oti,CookJa02,rec_yds,0,,,,,
player,201112040buf,oti,CookJa02,rec_td,0,,,,,
player,201112040buf,oti,CookJa02,rec_long,0,,,,,
player,201112040buf,oti,CookJa02,fumbles,0,,,,,
player,201112040buf,oti,CookJa02,fumbles_lost,,,,,,
player,201112040buf,buf,FitzRy00,pass_cmp,29,,,,,
player,201112040buf,buf,FitzRy00,pass_att,46,,,,,
player,201112040buf,buf,FitzRy00,pass_yds,288,,,,,
player,201112040buf,buf,FitzRy00,pass_td,1,,,,,
player,201112040buf,buf,FitzRy00,pass_int,0,,,,,
player,201112040buf,buf,FitzRy00,pass_sacked,1,,,,,
player,201112040buf,buf,FitzRy00,pass_sacked_yds,6,,,,,
player,201112040buf,buf,FitzRy00,pass_long,29,,,,,
player,201112040buf,buf,FitzRy00,pass_rating,88.0,,,,,
player,201112040buf,buf,FitzRy00,rush_att,4,,,,,
player,201112040buf,buf,FitzRy00,rush_yds,1,,,,,
player,201112040buf,buf,FitzRy00,rush_td,0,,,,,
player,201112040buf,buf,FitzRy00,rush_long,4,,,,,
player,201112040buf,buf,FitzRy00,targets,0,,,,,
player,201112040buf,buf,FitzRy00,rec,0,,,,,
player,201112040buf,buf,FitzRy00,rec_yds,0,,,,,
player,201112040buf,buf,FitzRy00,rec_td,0,,,,,
player,201112040buf,buf,FitzRy00,rec_long,0,,,,,
player,201112040buf,buf,FitzRy00,fumbles,1,,,,,
player,201112040buf,buf,FitzRy00,fumbles_lost,1,,,,,
player,201112040buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201112040buf,buf,SpilC.00,pass_att,0,,,,,
player,201112040buf,buf,SpilC.00,pass_yds,0,,,,,
player,201112040buf,buf,SpilC.00,pass_td,0,,,,,
player,201112040buf,buf,SpilC.00,pass_int,0,,,,,
player,201112040buf,buf,SpilC.00,pass_sacked,0,,,,,
player,201112040buf,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,SpilC.00,pass_long,0,,,,,
player,201112040buf,buf,SpilC.00,pass_rating,,,,,,
player,201112040buf,buf,SpilC.00,rush_att,14,,,,,
player,201112040buf,buf,SpilC.00,rush_yds,83,,,,,
player,201112040buf,buf,SpilC.00,rush_td,1,,,,,
player,201112040buf,buf,SpilC.00,rush_long,35,,,,,
player,201112040buf,buf,SpilC.00,targets,6,,,,,
player,201112040buf,buf,SpilC.00,rec,3,,,,,
player,201112040buf,buf,SpilC.00,rec_yds,19,,,,,
player,201112040buf,buf,SpilC.00,rec_td,0,,,,,
player,201112040buf,buf,SpilC.00,rec_long,12,,,,,
player,201112040buf,buf,SpilC.00,fumbles,1,,,,,
player,201112040buf,buf,SpilC.00,fumbles_lost,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_cmp,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_att,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_yds,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_td,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_int,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_sacked,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_long,0,,,,,
player,201112040buf,buf,ChoiTa00,pass_rating,,,,,,
player,201112040buf,buf,ChoiTa00,rush_att,5,,,,,
player,201112040buf,buf,ChoiTa00,rush_yds,20,,,,,
player,201112040buf,buf,ChoiTa00,rush_td,0,,,,,
player,201112040buf,buf,ChoiTa00,rush_long,7,,,,,
player,201112040buf,buf,ChoiTa00,targets,1,,,,,
player,201112040buf,buf,ChoiTa00,rec,1,,,,,
player,201112040buf,buf,ChoiTa00,rec_yds,7,,,,,
player,201112040buf,buf,ChoiTa00,rec_td,0,,,,,
player,201112040buf,buf,ChoiTa00,rec_long,7,,,,,
player,201112040buf,buf,ChoiTa00,fumbles,0,,,,,
player,201112040buf,buf,ChoiTa00,fumbles_lost,,,,,,
player,201112040buf,buf,SmitBr01,pass_cmp,0,,,,,
player,201112040buf,buf,SmitBr01,pass_att,0,,,,,
player,201112040buf,buf,SmitBr01,pass_yds,0,,,,,
player,201112040buf,buf,SmitBr01,pass_td,0,,,,,
player,201112040buf,buf,SmitBr01,pass_int,0,,,,,
player,201112040buf,buf,SmitBr01,pass_sacked,0,,,,,
player,201112040buf,buf,SmitBr01,pass_sacked_yds,0,,,,,
player,201112040buf,buf,SmitBr01,pass_long,0,,,,,
player,201112040buf,buf,SmitBr01,pass_rating,,,,,,
player,201112040buf,buf,SmitBr01,rush_att,0,,,,,
player,201112040buf,buf,SmitBr01,rush_yds,0,,,,,
player,201112040buf,buf,SmitBr01,rush_td,0,,,,,
player,201112040buf,buf,SmitBr01,rush_long,0,,,,,
player,201112040buf,buf,SmitBr01,targets,10,,,,,
player,201112040buf,buf,SmitBr01,rec,7,,,,,
player,201112040buf,buf,SmitBr01,rec_yds,72,,,,,
player,201112040buf,buf,SmitBr01,rec_td,0,,,,,
player,201112040buf,buf,SmitBr01,rec_long,29,,,,,
player,201112040buf,buf,SmitBr01,fumbles,0,,,,,
player,201112040buf,buf,SmitBr01,fumbles_lost,,,,,,
player,201112040buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201112040buf,buf,JohnSt00,pass_att,0,,,,,
player,201112040buf,buf,JohnSt00,pass_yds,0,,,,,
player,201112040buf,buf,JohnSt00,pass_td,0,,,,,
player,201112040buf,buf,JohnSt00,pass_int,0,,,,,
player,201112040buf,buf,JohnSt00,pass_sacked,0,,,,,
player,201112040buf,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,JohnSt00,pass_long,0,,,,,
player,201112040buf,buf,JohnSt00,pass_rating,,,,,,
player,201112040buf,buf,JohnSt00,rush_att,0,,,,,
player,201112040buf,buf,JohnSt00,rush_yds,0,,,,,
player,201112040buf,buf,JohnSt00,rush_td,0,,,,,
player,201112040buf,buf,JohnSt00,rush_long,0,,,,,
player,201112040buf,buf,JohnSt00,targets,8,,,,,
player,201112040buf,buf,JohnSt00,rec,5,,,,,
player,201112040buf,buf,JohnSt00,rec_yds,52,,,,,
player,201112040buf,buf,JohnSt00,rec_td,1,,,,,
player,201112040buf,buf,JohnSt00,rec_long,22,,,,,
player,201112040buf,buf,JohnSt00,fumbles,0,,,,,
player,201112040buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201112040buf,buf,ChanSc00,pass_cmp,0,,,,,
player,201112040buf,buf,ChanSc00,pass_att,0,,,,,
player,201112040buf,buf,ChanSc00,pass_yds,0,,,,,
player,201112040buf,buf,ChanSc00,pass_td,0,,,,,
player,201112040buf,buf,ChanSc00,pass_int,0,,,,,
player,201112040buf,buf,ChanSc00,pass_sacked,0,,,,,
player,201112040buf,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,ChanSc00,pass_long,0,,,,,
player,201112040buf,buf,ChanSc00,pass_rating,,,,,,
player,201112040buf,buf,ChanSc00,rush_att,0,,,,,
player,201112040buf,buf,ChanSc00,rush_yds,0,,,,,
player,201112040buf,buf,ChanSc00,rush_td,0,,,,,
player,201112040buf,buf,ChanSc00,rush_long,0,,,,,
player,201112040buf,buf,ChanSc00,targets,4,,,,,
player,201112040buf,buf,ChanSc00,rec,3,,,,,
player,201112040buf,buf,ChanSc00,rec_yds,48,,,,,
player,201112040buf,buf,ChanSc00,rec_td,0,,,,,
player,201112040buf,buf,ChanSc00,rec_long,22,,,,,
player,201112040buf,buf,ChanSc00,fumbles,1,,,,,
player,201112040buf,buf,ChanSc00,fumbles_lost,1,,,,,
player,201112040buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201112040buf,buf,NelsDa01,pass_att,0,,,,,
player,201112040buf,buf,NelsDa01,pass_yds,0,,,,,
player,201112040buf,buf,NelsDa01,pass_td,0,,,,,
player,201112040buf,buf,NelsDa01,pass_int,0,,,,,
player,201112040buf,buf,NelsDa01,pass_sacked,0,,,,,
player,201112040buf,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201112040buf,buf,NelsDa01,pass_long,0,,,,,
player,201112040buf,buf,NelsDa01,pass_rating,,,,,,
player,201112040buf,buf,NelsDa01,rush_att,0,,,,,
player,201112040buf,buf,NelsDa01,rush_yds,0,,,,,
player,201112040buf,buf,NelsDa01,rush_td,0,,,,,
player,201112040buf,buf,NelsDa01,rush_long,0,,,,,
player,201112040buf,buf,NelsDa01,targets,8,,,,,
player,201112040buf,buf,NelsDa01,rec,3,,,,,
player,201112040buf,buf,NelsDa01,rec_yds,34,,,,,
player,201112040buf,buf,NelsDa01,rec_td,0,,,,,
player,201112040buf,buf,NelsDa01,rec_long,17,,,,,
player,201112040buf,buf,NelsDa01,fumbles,0,,,,,
player,201112040buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201112040buf,buf,RoosNa00,pass_cmp,0,,,,,
player,201112040buf,buf,RoosNa00,pass_att,0,,,,,
player,201112040buf,buf,RoosNa00,pass_yds,0,,,,,
player,201112040buf,buf,RoosNa00,pass_td,0,,,,,
player,201112040buf,buf,RoosNa00,pass_int,0,,,,,
player,201112040buf,buf,RoosNa00,pass_sacked,0,,,,,
player,201112040buf,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,RoosNa00,pass_long,0,,,,,
player,201112040buf,buf,RoosNa00,pass_rating,,,,,,
player,201112040buf,buf,RoosNa00,rush_att,0,,,,,
player,201112040buf,buf,RoosNa00,rush_yds,0,,,,,
player,201112040buf,buf,RoosNa00,rush_td,0,,,,,
player,201112040buf,buf,RoosNa00,rush_long,0,,,,,
player,201112040buf,buf,RoosNa00,targets,2,,,,,
player,201112040buf,buf,RoosNa00,rec,1,,,,,
player,201112040buf,buf,RoosNa00,rec_yds,25,,,,,
player,201112040buf,buf,RoosNa00,rec_td,0,,,,,
player,201112040buf,buf,RoosNa00,rec_long,25,,,,,
player,201112040buf,buf,RoosNa00,fumbles,0,,,,,
player,201112040buf,buf,RoosNa00,fumbles_lost,,,,,,
player,201112040buf,buf,CausMi00,pass_cmp,0,,,,,
player,201112040buf,buf,CausMi00,pass_att,0,,,,,
player,201112040buf,buf,CausMi00,pass_yds,0,,,,,
player,201112040buf,buf,CausMi00,pass_td,0,,,,,
player,201112040buf,buf,CausMi00,pass_int,0,,,,,
player,201112040buf,buf,CausMi00,pass_sacked,0,,,,,
player,201112040buf,buf,CausMi00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,CausMi00,pass_long,0,,,,,
player,201112040buf,buf,CausMi00,pass_rating,,,,,,
player,201112040buf,buf,CausMi00,rush_att,0,,,,,
player,201112040buf,buf,CausMi00,rush_yds,0,,,,,
player,201112040buf,buf,CausMi00,rush_td,0,,,,,
player,201112040buf,buf,CausMi00,rush_long,0,,,,,
player,201112040buf,buf,CausMi00,targets,2,,,,,
player,201112040buf,buf,CausMi00,rec,2,,,,,
player,201112040buf,buf,CausMi00,rec_yds,16,,,,,
player,201112040buf,buf,CausMi00,rec_td,0,,,,,
player,201112040buf,buf,CausMi00,rec_long,8,,,,,
player,201112040buf,buf,CausMi00,fumbles,0,,,,,
player,201112040buf,buf,CausMi00,fumbles_lost,,,,,,
player,201112040buf,buf,SmitLe00,pass_cmp,0,,,,,
player,201112040buf,buf,SmitLe00,pass_att,0,,,,,
player,201112040buf,buf,SmitLe00,pass_yds,0,,,,,
player,201112040buf,buf,SmitLe00,pass_td,0,,,,,
player,201112040buf,buf,SmitLe00,pass_int,0,,,,,
player,201112040buf,buf,SmitLe00,pass_sacked,0,,,,,
player,201112040buf,buf,SmitLe00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,SmitLe00,pass_long,0,,,,,
player,201112040buf,buf,SmitLe00,pass_rating,,,,,,
player,201112040buf,buf,SmitLe00,rush_att,0,,,,,
player,201112040buf,buf,SmitLe00,rush_yds,0,,,,,
player,201112040buf,buf,SmitLe00,rush_td,0,,,,,
player,201112040buf,buf,SmitLe00,rush_long,0,,,,,
player,201112040buf,buf,SmitLe00,targets,3,,,,,
player,201112040buf,buf,SmitLe00,rec,3,,,,,
player,201112040buf,buf,SmitLe00,rec_yds,11,,,,,
player,201112040buf,buf,SmitLe00,rec_td,0,,,,,
player,201112040buf,buf,SmitLe00,rec_long,6,,,,,
player,201112040buf,buf,SmitLe00,fumbles,0,,,,,
player,201112040buf,buf,SmitLe00,fumbles_lost,,,,,,
player,201112040buf,buf,McInCo00,pass_cmp,0,,,,,
player,201112040buf,buf,McInCo00,pass_att,0,,,,,
player,201112040buf,buf,McInCo00,pass_yds,0,,,,,
player,201112040buf,buf,McInCo00,pass_td,0,,,,,
player,201112040buf,buf,McInCo00,pass_int,0,,,,,
player,201112040buf,buf,McInCo00,pass_sacked,0,,,,,
player,201112040buf,buf,McInCo00,pass_sacked_yds,0,,,,,
player,201112040buf,buf,McInCo00,pass_long,0,,,,,
player,201112040buf,buf,McInCo00,pass_rating,,,,,,
player,201112040buf,buf,McInCo00,rush_att,0,,,,,
player,201112040buf,buf,McInCo00,rush_yds,0,,,,,
player,201112040buf,buf,McInCo00,rush_td,0,,,,,
player,201112040buf,buf,McInCo00,rush_long,0,,,,,
player,201112040buf,buf,McInCo00,targets,1,,,,,
player,201112040buf,buf,McInCo00,rec,1,,,,,
player,201112040buf,buf,McInCo00,rec_yds,4,,,,,
player,201112040buf,buf,McInCo00,rec_td,0,,,,,
player,201112040buf,buf,McInCo00,rec_long,4,,,,,
player,201112040buf,buf,McInCo00,fumbles,0,,,,,
player,201112040buf,buf,McInCo00,fumbles_lost,,,,,,
player,201112040buf,oti,KlugKa00,def_int,0,,,,,
player,201112040buf,oti,KlugKa00,def_int_yds,0,,,,,
player,201112040buf,oti,KlugKa00,def_int_td,0,,,,,
player,201112040buf,oti,KlugKa00,def_int_long,0,,,,,
player,201112040buf,oti,KlugKa00,pass_defended,1,,,,,
player,201112040buf,oti,KlugKa00,sacks,1.0,,,,,
player,201112040buf,oti,KlugKa00,tackles_combined,1,,,,,
player,201112040buf,oti,KlugKa00,tackles_solo,1,,,,,
player,201112040buf,oti,KlugKa00,tackles_assists,0,,,,,
player,201112040buf,oti,KlugKa00,tackles_loss,1,,,,,
player,201112040buf,oti,KlugKa00,qb_hits,1,,,,,
player,201112040buf,oti,KlugKa00,fumbles_rec,0,,,,,
player,201112040buf,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201112040buf,oti,KlugKa00,fumbles_forced,0,,,,,
player,201112040buf,oti,McCaCo00,def_int,0,,,,,
