game,2011,2,20110918,201109180atl,phi,"Philadelphia Eagles",31,atl,"Atlanta Falcons",35
player,201109180atl,phi,CeleBr00,rec_yds,43,,,,,
player,201109180atl,phi,CeleBr00,rec_td,0,,,,,
player,201109180atl,phi,CeleBr00,rec_long,24,,,,,
player,201109180atl,phi,CeleBr00,fumbles,0,,,,,
player,201109180atl,phi,CeleBr00,fumbles_lost,,,,,,
player,201109180atl,phi,SmitSt02,pass_cmp,0,,,,,
player,201109180atl,phi,SmitSt02,pass_att,0,,,,,
player,201109180atl,phi,SmitSt02,pass_yds,0,,,,,
player,201109180atl,phi,SmitSt02,pass_td,0,,,,,
player,201109180atl,phi,SmitSt02,pass_int,0,,,,,
player,201109180atl,phi,SmitSt02,pass_sacked,0,,,,,
player,201109180atl,phi,SmitSt02,pass_sacked_yds,0,,,,,
player,201109180atl,phi,SmitSt02,pass_long,0,,,,,
player,201109180atl,phi,SmitSt02,pass_rating,,,,,,
player,201109180atl,phi,SmitSt02,rush_att,0,,,,,
player,201109180atl,phi,SmitSt02,rush_yds,0,,,,,
player,201109180atl,phi,SmitSt02,rush_td,0,,,,,
player,201109180atl,phi,SmitSt02,rush_long,0,,,,,
player,201109180atl,phi,SmitSt02,targets,3,,,,,
player,201109180atl,phi,SmitSt02,rec,2,,,,,
player,201109180atl,phi,SmitSt02,rec_yds,29,,,,,
player,201109180atl,phi,SmitSt02,rec_td,0,,,,,
player,201109180atl,phi,SmitSt02,rec_long,20,,,,,
player,201109180atl,phi,SmitSt02,fumbles,0,,,,,
player,201109180atl,phi,SmitSt02,fumbles_lost,,,,,,
player,201109180atl,phi,AvanJa00,pass_cmp,0,,,,,
player,201109180atl,phi,AvanJa00,pass_att,0,,,,,
player,201109180atl,phi,AvanJa00,pass_yds,0,,,,,
player,201109180atl,phi,AvanJa00,pass_td,0,,,,,
player,201109180atl,phi,AvanJa00,pass_int,0,,,,,
player,201109180atl,phi,AvanJa00,pass_sacked,0,,,,,
player,201109180atl,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201109180atl,phi,AvanJa00,pass_long,0,,,,,
player,201109180atl,phi,AvanJa00,pass_rating,,,,,,
player,201109180atl,phi,AvanJa00,rush_att,0,,,,,
player,201109180atl,phi,AvanJa00,rush_yds,0,,,,,
player,201109180atl,phi,AvanJa00,rush_td,0,,,,,
player,201109180atl,phi,AvanJa00,rush_long,0,,,,,
player,201109180atl,phi,AvanJa00,targets,4,,,,,
player,201109180atl,phi,AvanJa00,rec,1,,,,,
player,201109180atl,phi,AvanJa00,rec_yds,29,,,,,
player,201109180atl,phi,AvanJa00,rec_td,0,,,,,
player,201109180atl,phi,AvanJa00,rec_long,29,,,,,
player,201109180atl,phi,AvanJa00,fumbles,0,,,,,
player,201109180atl,phi,AvanJa00,fumbles_lost,,,,,,
player,201109180atl,phi,JackDe00,pass_cmp,0,,,,,
player,201109180atl,phi,JackDe00,pass_att,0,,,,,
player,201109180atl,phi,JackDe00,pass_yds,0,,,,,
player,201109180atl,phi,JackDe00,pass_td,0,,,,,
player,201109180atl,phi,JackDe00,pass_int,0,,,,,
player,201109180atl,phi,JackDe00,pass_sacked,0,,,,,
player,201109180atl,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201109180atl,phi,JackDe00,pass_long,0,,,,,
player,201109180atl,phi,JackDe00,pass_rating,,,,,,
player,201109180atl,phi,JackDe00,rush_att,1,,,,,
player,201109180atl,phi,JackDe00,rush_yds,0,,,,,
player,201109180atl,phi,JackDe00,rush_td,0,,,,,
player,201109180atl,phi,JackDe00,rush_long,0,,,,,
player,201109180atl,phi,JackDe00,targets,3,,,,,
player,201109180atl,phi,JackDe00,rec,2,,,,,
player,201109180atl,phi,JackDe00,rec_yds,21,,,,,
player,201109180atl,phi,JackDe00,rec_td,0,,,,,
player,201109180atl,phi,JackDe00,rec_long,11,,,,,
player,201109180atl,phi,JackDe00,fumbles,0,,,,,
player,201109180atl,phi,JackDe00,fumbles_lost,,,,,,
player,201109180atl,atl,RyanMa00,pass_cmp,17,,,,,
player,201109180atl,atl,RyanMa00,pass_att,28,,,,,
player,201109180atl,atl,RyanMa00,pass_yds,195,,,,,
player,201109180atl,atl,RyanMa00,pass_td,4,,,,,
player,201109180atl,atl,RyanMa00,pass_int,2,,,,,
player,201109180atl,atl,RyanMa00,pass_sacked,4,,,,,
player,201109180atl,atl,RyanMa00,pass_sacked_yds,15,,,,,
player,201109180atl,atl,RyanMa00,pass_long,32,,,,,
player,201109180atl,atl,RyanMa00,pass_rating,91.5,,,,,
player,201109180atl,atl,RyanMa00,rush_att,4,,,,,
player,201109180atl,atl,RyanMa00,rush_yds,6,,,,,
player,201109180atl,atl,RyanMa00,rush_td,0,,,,,
player,201109180atl,atl,RyanMa00,rush_long,10,,,,,
player,201109180atl,atl,RyanMa00,targets,0,,,,,
player,201109180atl,atl,RyanMa00,rec,0,,,,,
player,201109180atl,atl,RyanMa00,rec_yds,0,,,,,
player,201109180atl,atl,RyanMa00,rec_td,0,,,,,
player,201109180atl,atl,RyanMa00,rec_long,0,,,,,
player,201109180atl,atl,RyanMa00,fumbles,0,,,,,
player,201109180atl,atl,RyanMa00,fumbles_lost,,,,,,
player,201109180atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201109180atl,atl,TurnMi00,pass_att,0,,,,,
player,201109180atl,atl,TurnMi00,pass_yds,0,,,,,
player,201109180atl,atl,TurnMi00,pass_td,0,,,,,
player,201109180atl,atl,TurnMi00,pass_int,0,,,,,
player,201109180atl,atl,TurnMi00,pass_sacked,0,,,,,
player,201109180atl,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,TurnMi00,pass_long,0,,,,,
player,201109180atl,atl,TurnMi00,pass_rating,,,,,,
player,201109180atl,atl,TurnMi00,rush_att,21,,,,,
player,201109180atl,atl,TurnMi00,rush_yds,114,,,,,
player,201109180atl,atl,TurnMi00,rush_td,1,,,,,
player,201109180atl,atl,TurnMi00,rush_long,61,,,,,
player,201109180atl,atl,TurnMi00,targets,1,,,,,
player,201109180atl,atl,TurnMi00,rec,1,,,,,
player,201109180atl,atl,TurnMi00,rec_yds,32,,,,,
player,201109180atl,atl,TurnMi00,rec_td,0,,,,,
player,201109180atl,atl,TurnMi00,rec_long,32,,,,,
player,201109180atl,atl,TurnMi00,fumbles,0,,,,,
player,201109180atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201109180atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201109180atl,atl,RodgJa00,pass_att,0,,,,,
player,201109180atl,atl,RodgJa00,pass_yds,0,,,,,
player,201109180atl,atl,RodgJa00,pass_td,0,,,,,
player,201109180atl,atl,RodgJa00,pass_int,0,,,,,
player,201109180atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201109180atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,RodgJa00,pass_long,0,,,,,
player,201109180atl,atl,RodgJa00,pass_rating,,,,,,
player,201109180atl,atl,RodgJa00,rush_att,3,,,,,
player,201109180atl,atl,RodgJa00,rush_yds,17,,,,,
player,201109180atl,atl,RodgJa00,rush_td,0,,,,,
player,201109180atl,atl,RodgJa00,rush_long,10,,,,,
player,201109180atl,atl,RodgJa00,targets,0,,,,,
player,201109180atl,atl,RodgJa00,rec,0,,,,,
player,201109180atl,atl,RodgJa00,rec_yds,0,,,,,
player,201109180atl,atl,RodgJa00,rec_td,0,,,,,
player,201109180atl,atl,RodgJa00,rec_long,0,,,,,
player,201109180atl,atl,RodgJa00,fumbles,0,,,,,
player,201109180atl,atl,RodgJa00,fumbles_lost,,,,,,
player,201109180atl,atl,MughOv00,pass_cmp,0,,,,,
player,201109180atl,atl,MughOv00,pass_att,0,,,,,
player,201109180atl,atl,MughOv00,pass_yds,0,,,,,
player,201109180atl,atl,MughOv00,pass_td,0,,,,,
player,201109180atl,atl,MughOv00,pass_int,0,,,,,
player,201109180atl,atl,MughOv00,pass_sacked,0,,,,,
player,201109180atl,atl,MughOv00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,MughOv00,pass_long,0,,,,,
player,201109180atl,atl,MughOv00,pass_rating,,,,,,
player,201109180atl,atl,MughOv00,rush_att,1,,,,,
player,201109180atl,atl,MughOv00,rush_yds,1,,,,,
player,201109180atl,atl,MughOv00,rush_td,0,,,,,
player,201109180atl,atl,MughOv00,rush_long,1,,,,,
player,201109180atl,atl,MughOv00,targets,1,,,,,
player,201109180atl,atl,MughOv00,rec,1,,,,,
player,201109180atl,atl,MughOv00,rec_yds,1,,,,,
player,201109180atl,atl,MughOv00,rec_td,1,,,,,
player,201109180atl,atl,MughOv00,rec_long,1,,,,,
player,201109180atl,atl,MughOv00,fumbles,0,,,,,
player,201109180atl,atl,MughOv00,fumbles_lost,,,,,,
player,201109180atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201109180atl,atl,GonzTo00,pass_att,0,,,,,
player,201109180atl,atl,GonzTo00,pass_yds,0,,,,,
player,201109180atl,atl,GonzTo00,pass_td,0,,,,,
player,201109180atl,atl,GonzTo00,pass_int,0,,,,,
player,201109180atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201109180atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,GonzTo00,pass_long,0,,,,,
player,201109180atl,atl,GonzTo00,pass_rating,,,,,,
player,201109180atl,atl,GonzTo00,rush_att,0,,,,,
player,201109180atl,atl,GonzTo00,rush_yds,0,,,,,
player,201109180atl,atl,GonzTo00,rush_td,0,,,,,
player,201109180atl,atl,GonzTo00,rush_long,0,,,,,
player,201109180atl,atl,GonzTo00,targets,9,,,,,
player,201109180atl,atl,GonzTo00,rec,7,,,,,
player,201109180atl,atl,GonzTo00,rec_yds,83,,,,,
player,201109180atl,atl,GonzTo00,rec_td,2,,,,,
player,201109180atl,atl,GonzTo00,rec_long,17,,,,,
player,201109180atl,atl,GonzTo00,fumbles,0,,,,,
player,201109180atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201109180atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201109180atl,atl,JoneJu02,pass_att,0,,,,,
player,201109180atl,atl,JoneJu02,pass_yds,0,,,,,
player,201109180atl,atl,JoneJu02,pass_td,0,,,,,
player,201109180atl,atl,JoneJu02,pass_int,0,,,,,
player,201109180atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201109180atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201109180atl,atl,JoneJu02,pass_long,0,,,,,
player,201109180atl,atl,JoneJu02,pass_rating,,,,,,
player,201109180atl,atl,JoneJu02,rush_att,0,,,,,
player,201109180atl,atl,JoneJu02,rush_yds,0,,,,,
player,201109180atl,atl,JoneJu02,rush_td,0,,,,,
player,201109180atl,atl,JoneJu02,rush_long,0,,,,,
player,201109180atl,atl,JoneJu02,targets,8,,,,,
player,201109180atl,atl,JoneJu02,rec,2,,,,,
player,201109180atl,atl,JoneJu02,rec_yds,29,,,,,
player,201109180atl,atl,JoneJu02,rec_td,0,,,,,
player,201109180atl,atl,JoneJu02,rec_long,15,,,,,
player,201109180atl,atl,JoneJu02,fumbles,0,,,,,
player,201109180atl,atl,JoneJu02,fumbles_lost,,,,,,
player,201109180atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201109180atl,atl,WhitRo00,pass_att,0,,,,,
player,201109180atl,atl,WhitRo00,pass_yds,0,,,,,
player,201109180atl,atl,WhitRo00,pass_td,0,,,,,
player,201109180atl,atl,WhitRo00,pass_int,0,,,,,
player,201109180atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201109180atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,WhitRo00,pass_long,0,,,,,
player,201109180atl,atl,WhitRo00,pass_rating,,,,,,
player,201109180atl,atl,WhitRo00,rush_att,0,,,,,
player,201109180atl,atl,WhitRo00,rush_yds,0,,,,,
player,201109180atl,atl,WhitRo00,rush_td,0,,,,,
player,201109180atl,atl,WhitRo00,rush_long,0,,,,,
player,201109180atl,atl,WhitRo00,targets,4,,,,,
player,201109180atl,atl,WhitRo00,rec,3,,,,,
player,201109180atl,atl,WhitRo00,rec_yds,23,,,,,
player,201109180atl,atl,WhitRo00,rec_td,1,,,,,
player,201109180atl,atl,WhitRo00,rec_long,17,,,,,
player,201109180atl,atl,WhitRo00,fumbles,0,,,,,
player,201109180atl,atl,WhitRo00,fumbles_lost,,,,,,
player,201109180atl,atl,DougHa00,pass_cmp,0,,,,,
player,201109180atl,atl,DougHa00,pass_att,0,,,,,
player,201109180atl,atl,DougHa00,pass_yds,0,,,,,
player,201109180atl,atl,DougHa00,pass_td,0,,,,,
player,201109180atl,atl,DougHa00,pass_int,0,,,,,
player,201109180atl,atl,DougHa00,pass_sacked,0,,,,,
player,201109180atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,DougHa00,pass_long,0,,,,,
player,201109180atl,atl,DougHa00,pass_rating,,,,,,
player,201109180atl,atl,DougHa00,rush_att,0,,,,,
player,201109180atl,atl,DougHa00,rush_yds,0,,,,,
player,201109180atl,atl,DougHa00,rush_td,0,,,,,
player,201109180atl,atl,DougHa00,rush_long,0,,,,,
player,201109180atl,atl,DougHa00,targets,2,,,,,
player,201109180atl,atl,DougHa00,rec,2,,,,,
player,201109180atl,atl,DougHa00,rec_yds,19,,,,,
player,201109180atl,atl,DougHa00,rec_td,0,,,,,
player,201109180atl,atl,DougHa00,rec_long,15,,,,,
player,201109180atl,atl,DougHa00,fumbles,0,,,,,
player,201109180atl,atl,DougHa00,fumbles_lost,,,,,,
player,201109180atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201109180atl,atl,SnelJa00,pass_att,0,,,,,
player,201109180atl,atl,SnelJa00,pass_yds,0,,,,,
player,201109180atl,atl,SnelJa00,pass_td,0,,,,,
player,201109180atl,atl,SnelJa00,pass_int,0,,,,,
player,201109180atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201109180atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201109180atl,atl,SnelJa00,pass_long,0,,,,,
player,201109180atl,atl,SnelJa00,pass_rating,,,,,,
player,201109180atl,atl,SnelJa00,rush_att,0,,,,,
player,201109180atl,atl,SnelJa00,rush_yds,0,,,,,
player,201109180atl,atl,SnelJa00,rush_td,0,,,,,
player,201109180atl,atl,SnelJa00,rush_long,0,,,,,
player,201109180atl,atl,SnelJa00,targets,3,,,,,
player,201109180atl,atl,SnelJa00,rec,1,,,,,
player,201109180atl,atl,SnelJa00,rec_yds,8,,,,,
player,201109180atl,atl,SnelJa00,rec_td,0,,,,,
player,201109180atl,atl,SnelJa00,rec_long,8,,,,,
player,201109180atl,atl,SnelJa00,fumbles,0,,,,,
player,201109180atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201109180atl,phi,AsomNn20,def_int,1,,,,,
player,201109180atl,phi,AsomNn20,def_int_yds,6,,,,,
player,201109180atl,phi,AsomNn20,def_int_td,0,,,,,
player,201109180atl,phi,AsomNn20,def_int_long,6,,,,,
player,201109180atl,phi,AsomNn20,pass_defended,2,,,,,
player,201109180atl,phi,AsomNn20,sacks,0.0,,,,,
player,201109180atl,phi,AsomNn20,tackles_combined,3,,,,,
player,201109180atl,phi,AsomNn20,tackles_solo,3,,,,,
player,201109180atl,phi,AsomNn20,tackles_assists,0,,,,,
player,201109180atl,phi,AsomNn20,tackles_loss,0,,,,,
player,201109180atl,phi,AsomNn20,qb_hits,0,,,,,
player,201109180atl,phi,AsomNn20,fumbles_rec,0,,,,,
player,201109180atl,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201109180atl,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201109180atl,phi,AsomNn20,fumbles_forced,0,,,,,
player,201109180atl,phi,SamuAs20,def_int,1,,,,,
player,201109180atl,phi,SamuAs20,def_int_yds,14,,,,,
player,201109180atl,phi,SamuAs20,def_int_td,0,,,,,
player,201109180atl,phi,SamuAs20,def_int_long,14,,,,,
player,201109180atl,phi,SamuAs20,pass_defended,2,,,,,
player,201109180atl,phi,SamuAs20,sacks,0.0,,,,,
player,201109180atl,phi,SamuAs20,tackles_combined,2,,,,,
player,201109180atl,phi,SamuAs20,tackles_solo,2,,,,,
player,201109180atl,phi,SamuAs20,tackles_assists,0,,,,,
player,201109180atl,phi,SamuAs20,tackles_loss,0,,,,,
player,201109180atl,phi,SamuAs20,qb_hits,0,,,,,
player,201109180atl,phi,SamuAs20,fumbles_rec,0,,,,,
player,201109180atl,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201109180atl,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201109180atl,phi,SamuAs20,fumbles_forced,0,,,,,
player,201109180atl,phi,JenkCu20,def_int,0,,,,,
player,201109180atl,phi,JenkCu20,def_int_yds,0,,,,,
player,201109180atl,phi,JenkCu20,def_int_td,0,,,,,
player,201109180atl,phi,JenkCu20,def_int_long,0,,,,,
player,201109180atl,phi,JenkCu20,pass_defended,0,,,,,
player,201109180atl,phi,JenkCu20,sacks,2.0,,,,,
player,201109180atl,phi,JenkCu20,tackles_combined,4,,,,,
player,201109180atl,phi,JenkCu20,tackles_solo,3,,,,,
player,201109180atl,phi,JenkCu20,tackles_assists,1,,,,,
player,201109180atl,phi,JenkCu20,tackles_loss,2,,,,,
player,201109180atl,phi,JenkCu20,qb_hits,2,,,,,
player,201109180atl,phi,JenkCu20,fumbles_rec,0,,,,,
player,201109180atl,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201109180atl,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201109180atl,phi,JenkCu20,fumbles_forced,0,,,,,
player,201109180atl,phi,ColeTr20,def_int,0,,,,,
player,201109180atl,phi,ColeTr20,def_int_yds,0,,,,,
player,201109180atl,phi,ColeTr20,def_int_td,0,,,,,
player,201109180atl,phi,ColeTr20,def_int_long,0,,,,,
player,201109180atl,phi,ColeTr20,pass_defended,1,,,,,
player,201109180atl,phi,ColeTr20,sacks,1.0,,,,,
player,201109180atl,phi,ColeTr20,tackles_combined,6,,,,,
player,201109180atl,phi,ColeTr20,tackles_solo,5,,,,,
player,201109180atl,phi,ColeTr20,tackles_assists,1,,,,,
player,201109180atl,phi,ColeTr20,tackles_loss,4,,,,,
player,201109180atl,phi,ColeTr20,qb_hits,2,,,,,
player,201109180atl,phi,ColeTr20,fumbles_rec,0,,,,,
player,201109180atl,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201109180atl,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201109180atl,phi,ColeTr20,fumbles_forced,0,,,,,
player,201109180atl,phi,BabiJa20,def_int,0,,,,,
player,201109180atl,phi,BabiJa20,def_int_yds,0,,,,,
player,201109180atl,phi,BabiJa20,def_int_td,0,,,,,
player,201109180atl,phi,BabiJa20,def_int_long,0,,,,,
player,201109180atl,phi,BabiJa20,pass_defended,0,,,,,
player,201109180atl,phi,BabiJa20,sacks,1.0,,,,,
player,201109180atl,phi,BabiJa20,tackles_combined,2,,,,,
player,201109180atl,phi,BabiJa20,tackles_solo,1,,,,,
player,201109180atl,phi,BabiJa20,tackles_assists,1,,,,,
player,201109180atl,phi,BabiJa20,tackles_loss,1,,,,,
