game,2011,4,20111002,201110020phi,sfo,"San Francisco 49ers",24,phi,"Philadelphia Eagles",23
player,201110020phi,sfo,GoreFr00,pass_int,0,,,,,
player,201110020phi,sfo,GoreFr00,pass_sacked,0,,,,,
player,201110020phi,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,GoreFr00,pass_long,0,,,,,
player,201110020phi,sfo,GoreFr00,pass_rating,,,,,,
player,201110020phi,sfo,GoreFr00,rush_att,15,,,,,
player,201110020phi,sfo,GoreFr00,rush_yds,127,,,,,
player,201110020phi,sfo,GoreFr00,rush_td,1,,,,,
player,201110020phi,sfo,GoreFr00,rush_long,40,,,,,
player,201110020phi,sfo,GoreFr00,targets,2,,,,,
player,201110020phi,sfo,GoreFr00,rec,2,,,,,
player,201110020phi,sfo,GoreFr00,rec_yds,12,,,,,
player,201110020phi,sfo,GoreFr00,rec_td,0,,,,,
player,201110020phi,sfo,GoreFr00,rec_long,10,,,,,
player,201110020phi,sfo,GoreFr00,fumbles,0,,,,,
player,201110020phi,sfo,GoreFr00,fumbles_lost,,,,,,
player,201110020phi,sfo,HuntKe00,pass_cmp,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_att,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_yds,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_td,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_int,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_sacked,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_long,0,,,,,
player,201110020phi,sfo,HuntKe00,pass_rating,,,,,,
player,201110020phi,sfo,HuntKe00,rush_att,9,,,,,
player,201110020phi,sfo,HuntKe00,rush_yds,38,,,,,
player,201110020phi,sfo,HuntKe00,rush_td,0,,,,,
player,201110020phi,sfo,HuntKe00,rush_long,14,,,,,
player,201110020phi,sfo,HuntKe00,targets,5,,,,,
player,201110020phi,sfo,HuntKe00,rec,2,,,,,
player,201110020phi,sfo,HuntKe00,rec_yds,62,,,,,
player,201110020phi,sfo,HuntKe00,rec_td,0,,,,,
player,201110020phi,sfo,HuntKe00,rec_long,44,,,,,
player,201110020phi,sfo,HuntKe00,fumbles,0,,,,,
player,201110020phi,sfo,HuntKe00,fumbles_lost,,,,,,
player,201110020phi,sfo,CrabMi00,pass_cmp,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_att,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_yds,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_td,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_int,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_sacked,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_long,0,,,,,
player,201110020phi,sfo,CrabMi00,pass_rating,,,,,,
player,201110020phi,sfo,CrabMi00,rush_att,0,,,,,
player,201110020phi,sfo,CrabMi00,rush_yds,0,,,,,
player,201110020phi,sfo,CrabMi00,rush_td,0,,,,,
player,201110020phi,sfo,CrabMi00,rush_long,0,,,,,
player,201110020phi,sfo,CrabMi00,targets,9,,,,,
player,201110020phi,sfo,CrabMi00,rec,5,,,,,
player,201110020phi,sfo,CrabMi00,rec_yds,68,,,,,
player,201110020phi,sfo,CrabMi00,rec_td,0,,,,,
player,201110020phi,sfo,CrabMi00,rec_long,38,,,,,
player,201110020phi,sfo,CrabMi00,fumbles,0,,,,,
player,201110020phi,sfo,CrabMi00,fumbles_lost,,,,,,
player,201110020phi,sfo,MorgJo00,pass_cmp,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_att,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_yds,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_td,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_int,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_sacked,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_long,0,,,,,
player,201110020phi,sfo,MorgJo00,pass_rating,,,,,,
player,201110020phi,sfo,MorgJo00,rush_att,0,,,,,
player,201110020phi,sfo,MorgJo00,rush_yds,0,,,,,
player,201110020phi,sfo,MorgJo00,rush_td,0,,,,,
player,201110020phi,sfo,MorgJo00,rush_long,0,,,,,
player,201110020phi,sfo,MorgJo00,targets,3,,,,,
player,201110020phi,sfo,MorgJo00,rec,3,,,,,
player,201110020phi,sfo,MorgJo00,rec_yds,65,,,,,
player,201110020phi,sfo,MorgJo00,rec_td,1,,,,,
player,201110020phi,sfo,MorgJo00,rec_long,30,,,,,
player,201110020phi,sfo,MorgJo00,fumbles,0,,,,,
player,201110020phi,sfo,MorgJo00,fumbles_lost,,,,,,
player,201110020phi,sfo,DaviVe00,pass_cmp,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_att,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_yds,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_td,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_int,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_sacked,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_long,0,,,,,
player,201110020phi,sfo,DaviVe00,pass_rating,,,,,,
player,201110020phi,sfo,DaviVe00,rush_att,0,,,,,
player,201110020phi,sfo,DaviVe00,rush_yds,0,,,,,
player,201110020phi,sfo,DaviVe00,rush_td,0,,,,,
player,201110020phi,sfo,DaviVe00,rush_long,0,,,,,
player,201110020phi,sfo,DaviVe00,targets,6,,,,,
player,201110020phi,sfo,DaviVe00,rec,4,,,,,
player,201110020phi,sfo,DaviVe00,rec_yds,45,,,,,
player,201110020phi,sfo,DaviVe00,rec_td,1,,,,,
player,201110020phi,sfo,DaviVe00,rec_long,26,,,,,
player,201110020phi,sfo,DaviVe00,fumbles,0,,,,,
player,201110020phi,sfo,DaviVe00,fumbles_lost,,,,,,
player,201110020phi,sfo,WalkHu00,pass_cmp,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_att,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_yds,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_td,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_int,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_sacked,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_long,0,,,,,
player,201110020phi,sfo,WalkHu00,pass_rating,,,,,,
player,201110020phi,sfo,WalkHu00,rush_att,0,,,,,
player,201110020phi,sfo,WalkHu00,rush_yds,0,,,,,
player,201110020phi,sfo,WalkHu00,rush_td,0,,,,,
player,201110020phi,sfo,WalkHu00,rush_long,0,,,,,
player,201110020phi,sfo,WalkHu00,targets,3,,,,,
player,201110020phi,sfo,WalkHu00,rec,3,,,,,
player,201110020phi,sfo,WalkHu00,rec_yds,20,,,,,
player,201110020phi,sfo,WalkHu00,rec_td,0,,,,,
player,201110020phi,sfo,WalkHu00,rec_long,11,,,,,
player,201110020phi,sfo,WalkHu00,fumbles,0,,,,,
player,201110020phi,sfo,WalkHu00,fumbles_lost,,,,,,
player,201110020phi,sfo,MillBr02,pass_cmp,0,,,,,
player,201110020phi,sfo,MillBr02,pass_att,0,,,,,
player,201110020phi,sfo,MillBr02,pass_yds,0,,,,,
player,201110020phi,sfo,MillBr02,pass_td,0,,,,,
player,201110020phi,sfo,MillBr02,pass_int,0,,,,,
player,201110020phi,sfo,MillBr02,pass_sacked,0,,,,,
player,201110020phi,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,MillBr02,pass_long,0,,,,,
player,201110020phi,sfo,MillBr02,pass_rating,,,,,,
player,201110020phi,sfo,MillBr02,rush_att,0,,,,,
player,201110020phi,sfo,MillBr02,rush_yds,0,,,,,
player,201110020phi,sfo,MillBr02,rush_td,0,,,,,
player,201110020phi,sfo,MillBr02,rush_long,0,,,,,
player,201110020phi,sfo,MillBr02,targets,1,,,,,
player,201110020phi,sfo,MillBr02,rec,1,,,,,
player,201110020phi,sfo,MillBr02,rec_yds,15,,,,,
player,201110020phi,sfo,MillBr02,rec_td,0,,,,,
player,201110020phi,sfo,MillBr02,rec_long,15,,,,,
player,201110020phi,sfo,MillBr02,fumbles,0,,,,,
player,201110020phi,sfo,MillBr02,fumbles_lost,,,,,,
player,201110020phi,sfo,WillKy01,pass_cmp,0,,,,,
player,201110020phi,sfo,WillKy01,pass_att,0,,,,,
player,201110020phi,sfo,WillKy01,pass_yds,0,,,,,
player,201110020phi,sfo,WillKy01,pass_td,0,,,,,
player,201110020phi,sfo,WillKy01,pass_int,0,,,,,
player,201110020phi,sfo,WillKy01,pass_sacked,0,,,,,
player,201110020phi,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,WillKy01,pass_long,0,,,,,
player,201110020phi,sfo,WillKy01,pass_rating,,,,,,
player,201110020phi,sfo,WillKy01,rush_att,0,,,,,
player,201110020phi,sfo,WillKy01,rush_yds,0,,,,,
player,201110020phi,sfo,WillKy01,rush_td,0,,,,,
player,201110020phi,sfo,WillKy01,rush_long,0,,,,,
player,201110020phi,sfo,WillKy01,targets,1,,,,,
player,201110020phi,sfo,WillKy01,rec,1,,,,,
player,201110020phi,sfo,WillKy01,rec_yds,4,,,,,
player,201110020phi,sfo,WillKy01,rec_td,0,,,,,
player,201110020phi,sfo,WillKy01,rec_long,4,,,,,
player,201110020phi,sfo,WillKy01,fumbles,0,,,,,
player,201110020phi,sfo,WillKy01,fumbles_lost,,,,,,
player,201110020phi,sfo,GinnTe00,pass_cmp,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_att,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_yds,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_td,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_int,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_sacked,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_sacked_yds,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_long,0,,,,,
player,201110020phi,sfo,GinnTe00,pass_rating,,,,,,
player,201110020phi,sfo,GinnTe00,rush_att,0,,,,,
player,201110020phi,sfo,GinnTe00,rush_yds,0,,,,,
player,201110020phi,sfo,GinnTe00,rush_td,0,,,,,
player,201110020phi,sfo,GinnTe00,rush_long,0,,,,,
player,201110020phi,sfo,GinnTe00,targets,1,,,,,
player,201110020phi,sfo,GinnTe00,rec,0,,,,,
player,201110020phi,sfo,GinnTe00,rec_yds,0,,,,,
player,201110020phi,sfo,GinnTe00,rec_td,0,,,,,
player,201110020phi,sfo,GinnTe00,rec_long,0,,,,,
player,201110020phi,sfo,GinnTe00,fumbles,0,,,,,
player,201110020phi,sfo,GinnTe00,fumbles_lost,,,,,,
player,201110020phi,phi,VickMi00,pass_cmp,30,,,,,
player,201110020phi,phi,VickMi00,pass_att,46,,,,,
player,201110020phi,phi,VickMi00,pass_yds,416,,,,,
player,201110020phi,phi,VickMi00,pass_td,2,,,,,
player,201110020phi,phi,VickMi00,pass_int,1,,,,,
player,201110020phi,phi,VickMi00,pass_sacked,2,,,,,
player,201110020phi,phi,VickMi00,pass_sacked_yds,11,,,,,
player,201110020phi,phi,VickMi00,pass_long,61,,,,,
player,201110020phi,phi,VickMi00,pass_rating,99.5,,,,,
player,201110020phi,phi,VickMi00,rush_att,8,,,,,
player,201110020phi,phi,VickMi00,rush_yds,75,,,,,
player,201110020phi,phi,VickMi00,rush_td,0,,,,,
player,201110020phi,phi,VickMi00,rush_long,24,,,,,
player,201110020phi,phi,VickMi00,targets,0,,,,,
player,201110020phi,phi,VickMi00,rec,0,,,,,
player,201110020phi,phi,VickMi00,rec_yds,0,,,,,
player,201110020phi,phi,VickMi00,rec_td,0,,,,,
player,201110020phi,phi,VickMi00,rec_long,0,,,,,
player,201110020phi,phi,VickMi00,fumbles,0,,,,,
player,201110020phi,phi,VickMi00,fumbles_lost,,,,,,
player,201110020phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201110020phi,phi,McCoLe01,pass_att,0,,,,,
player,201110020phi,phi,McCoLe01,pass_yds,0,,,,,
player,201110020phi,phi,McCoLe01,pass_td,0,,,,,
player,201110020phi,phi,McCoLe01,pass_int,0,,,,,
player,201110020phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201110020phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201110020phi,phi,McCoLe01,pass_long,0,,,,,
player,201110020phi,phi,McCoLe01,pass_rating,,,,,,
player,201110020phi,phi,McCoLe01,rush_att,9,,,,,
player,201110020phi,phi,McCoLe01,rush_yds,18,,,,,
player,201110020phi,phi,McCoLe01,rush_td,0,,,,,
player,201110020phi,phi,McCoLe01,rush_long,5,,,,,
player,201110020phi,phi,McCoLe01,targets,9,,,,,
player,201110020phi,phi,McCoLe01,rec,6,,,,,
player,201110020phi,phi,McCoLe01,rec_yds,34,,,,,
player,201110020phi,phi,McCoLe01,rec_td,1,,,,,
player,201110020phi,phi,McCoLe01,rec_long,15,,,,,
player,201110020phi,phi,McCoLe01,fumbles,0,,,,,
player,201110020phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201110020phi,phi,BrowRo05,pass_cmp,0,,,,,
player,201110020phi,phi,BrowRo05,pass_att,0,,,,,
player,201110020phi,phi,BrowRo05,pass_yds,0,,,,,
player,201110020phi,phi,BrowRo05,pass_td,0,,,,,
player,201110020phi,phi,BrowRo05,pass_int,0,,,,,
player,201110020phi,phi,BrowRo05,pass_sacked,0,,,,,
player,201110020phi,phi,BrowRo05,pass_sacked_yds,0,,,,,
player,201110020phi,phi,BrowRo05,pass_long,0,,,,,
player,201110020phi,phi,BrowRo05,pass_rating,,,,,,
player,201110020phi,phi,BrowRo05,rush_att,3,,,,,
player,201110020phi,phi,BrowRo05,rush_yds,15,,,,,
player,201110020phi,phi,BrowRo05,rush_td,0,,,,,
player,201110020phi,phi,BrowRo05,rush_long,15,,,,,
player,201110020phi,phi,BrowRo05,targets,0,,,,,
player,201110020phi,phi,BrowRo05,rec,0,,,,,
player,201110020phi,phi,BrowRo05,rec_yds,0,,,,,
player,201110020phi,phi,BrowRo05,rec_td,0,,,,,
player,201110020phi,phi,BrowRo05,rec_long,0,,,,,
player,201110020phi,phi,BrowRo05,fumbles,1,,,,,
player,201110020phi,phi,BrowRo05,fumbles_lost,1,,,,,
player,201110020phi,phi,JackDe00,pass_cmp,0,,,,,
player,201110020phi,phi,JackDe00,pass_att,0,,,,,
player,201110020phi,phi,JackDe00,pass_yds,0,,,,,
player,201110020phi,phi,JackDe00,pass_td,0,,,,,
player,201110020phi,phi,JackDe00,pass_int,0,,,,,
player,201110020phi,phi,JackDe00,pass_sacked,0,,,,,
player,201110020phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201110020phi,phi,JackDe00,pass_long,0,,,,,
player,201110020phi,phi,JackDe00,pass_rating,,,,,,
player,201110020phi,phi,JackDe00,rush_att,0,,,,,
player,201110020phi,phi,JackDe00,rush_yds,0,,,,,
player,201110020phi,phi,JackDe00,rush_td,0,,,,,
player,201110020phi,phi,JackDe00,rush_long,0,,,,,
player,201110020phi,phi,JackDe00,targets,9,,,,,
player,201110020phi,phi,JackDe00,rec,6,,,,,
player,201110020phi,phi,JackDe00,rec_yds,171,,,,,
player,201110020phi,phi,JackDe00,rec_td,0,,,,,
player,201110020phi,phi,JackDe00,rec_long,61,,,,,
player,201110020phi,phi,JackDe00,fumbles,0,,,,,
player,201110020phi,phi,JackDe00,fumbles_lost,,,,,,
player,201110020phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201110020phi,phi,MaclJe00,pass_att,0,,,,,
player,201110020phi,phi,MaclJe00,pass_yds,0,,,,,
player,201110020phi,phi,MaclJe00,pass_td,0,,,,,
player,201110020phi,phi,MaclJe00,pass_int,0,,,,,
player,201110020phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201110020phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201110020phi,phi,MaclJe00,pass_long,0,,,,,
player,201110020phi,phi,MaclJe00,pass_rating,,,,,,
player,201110020phi,phi,MaclJe00,rush_att,0,,,,,
player,201110020phi,phi,MaclJe00,rush_yds,0,,,,,
player,201110020phi,phi,MaclJe00,rush_td,0,,,,,
player,201110020phi,phi,MaclJe00,rush_long,0,,,,,
player,201110020phi,phi,MaclJe00,targets,11,,,,,
player,201110020phi,phi,MaclJe00,rec,7,,,,,
player,201110020phi,phi,MaclJe00,rec_yds,74,,,,,
player,201110020phi,phi,MaclJe00,rec_td,0,,,,,
player,201110020phi,phi,MaclJe00,rec_long,19,,,,,
player,201110020phi,phi,MaclJe00,fumbles,1,,,,,
player,201110020phi,phi,MaclJe00,fumbles_lost,1,,,,,
player,201110020phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201110020phi,phi,AvanJa00,pass_att,0,,,,,
player,201110020phi,phi,AvanJa00,pass_yds,0,,,,,
player,201110020phi,phi,AvanJa00,pass_td,0,,,,,
player,201110020phi,phi,AvanJa00,pass_int,0,,,,,
player,201110020phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201110020phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201110020phi,phi,AvanJa00,pass_long,0,,,,,
player,201110020phi,phi,AvanJa00,pass_rating,,,,,,
player,201110020phi,phi,AvanJa00,rush_att,0,,,,,
player,201110020phi,phi,AvanJa00,rush_yds,0,,,,,
player,201110020phi,phi,AvanJa00,rush_td,0,,,,,
player,201110020phi,phi,AvanJa00,rush_long,0,,,,,
player,201110020phi,phi,AvanJa00,targets,8,,,,,
player,201110020phi,phi,AvanJa00,rec,6,,,,,
player,201110020phi,phi,AvanJa00,rec_yds,69,,,,,
player,201110020phi,phi,AvanJa00,rec_td,0,,,,,
player,201110020phi,phi,AvanJa00,rec_long,20,,,,,
player,201110020phi,phi,AvanJa00,fumbles,0,,,,,
player,201110020phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201110020phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201110020phi,phi,HarbCl00,pass_att,0,,,,,
player,201110020phi,phi,HarbCl00,pass_yds,0,,,,,
player,201110020phi,phi,HarbCl00,pass_td,0,,,,,
player,201110020phi,phi,HarbCl00,pass_int,0,,,,,
player,201110020phi,phi,HarbCl00,pass_sacked,0,,,,,
player,201110020phi,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201110020phi,phi,HarbCl00,pass_long,0,,,,,
player,201110020phi,phi,HarbCl00,pass_rating,,,,,,
player,201110020phi,phi,HarbCl00,rush_att,0,,,,,
player,201110020phi,phi,HarbCl00,rush_yds,0,,,,,
player,201110020phi,phi,HarbCl00,rush_td,0,,,,,
player,201110020phi,phi,HarbCl00,rush_long,0,,,,,
player,201110020phi,phi,HarbCl00,targets,3,,,,,
player,201110020phi,phi,HarbCl00,rec,3,,,,,
player,201110020phi,phi,HarbCl00,rec_yds,55,,,,,
player,201110020phi,phi,HarbCl00,rec_td,1,,,,,
player,201110020phi,phi,HarbCl00,rec_long,27,,,,,
player,201110020phi,phi,HarbCl00,fumbles,0,,,,,
player,201110020phi,phi,HarbCl00,fumbles_lost,,,,,,
player,201110020phi,phi,SchmOw00,pass_cmp,0,,,,,
player,201110020phi,phi,SchmOw00,pass_att,0,,,,,
player,201110020phi,phi,SchmOw00,pass_yds,0,,,,,
player,201110020phi,phi,SchmOw00,pass_td,0,,,,,
player,201110020phi,phi,SchmOw00,pass_int,0,,,,,
player,201110020phi,phi,SchmOw00,pass_sacked,0,,,,,
player,201110020phi,phi,SchmOw00,pass_sacked_yds,0,,,,,
player,201110020phi,phi,SchmOw00,pass_long,0,,,,,
player,201110020phi,phi,SchmOw00,pass_rating,,,,,,
player,201110020phi,phi,SchmOw00,rush_att,0,,,,,
player,201110020phi,phi,SchmOw00,rush_yds,0,,,,,
player,201110020phi,phi,SchmOw00,rush_td,0,,,,,
player,201110020phi,phi,SchmOw00,rush_long,0,,,,,
player,201110020phi,phi,SchmOw00,targets,1,,,,,
player,201110020phi,phi,SchmOw00,rec,1,,,,,
player,201110020phi,phi,SchmOw00,rec_yds,11,,,,,
player,201110020phi,phi,SchmOw00,rec_td,0,,,,,
player,201110020phi,phi,SchmOw00,rec_long,11,,,,,
player,201110020phi,phi,SchmOw00,fumbles,0,,,,,
player,201110020phi,phi,SchmOw00,fumbles_lost,,,,,,
player,201110020phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201110020phi,phi,CeleBr00,pass_att,0,,,,,
player,201110020phi,phi,CeleBr00,pass_yds,0,,,,,
player,201110020phi,phi,CeleBr00,pass_td,0,,,,,
player,201110020phi,phi,CeleBr00,pass_int,0,,,,,
player,201110020phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201110020phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201110020phi,phi,CeleBr00,pass_long,0,,,,,
player,201110020phi,phi,CeleBr00,pass_rating,,,,,,
player,201110020phi,phi,CeleBr00,rush_att,0,,,,,
player,201110020phi,phi,CeleBr00,rush_yds,0,,,,,
player,201110020phi,phi,CeleBr00,rush_td,0,,,,,
player,201110020phi,phi,CeleBr00,rush_long,0,,,,,
player,201110020phi,phi,CeleBr00,targets,4,,,,,
player,201110020phi,phi,CeleBr00,rec,1,,,,,
player,201110020phi,phi,CeleBr00,rec_yds,2,,,,,
player,201110020phi,phi,CeleBr00,rec_td,0,,,,,
player,201110020phi,phi,CeleBr00,rec_long,2,,,,,
player,201110020phi,phi,CeleBr00,fumbles,0,,,,,
player,201110020phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201110020phi,sfo,RogeCa20,def_int,1,,,,,
player,201110020phi,sfo,RogeCa20,def_int_yds,27,,,,,
player,201110020phi,sfo,RogeCa20,def_int_td,0,,,,,
player,201110020phi,sfo,RogeCa20,def_int_long,27,,,,,
player,201110020phi,sfo,RogeCa20,pass_defended,1,,,,,
player,201110020phi,sfo,RogeCa20,sacks,0.0,,,,,
player,201110020phi,sfo,RogeCa20,tackles_combined,1,,,,,
player,201110020phi,sfo,RogeCa20,tackles_solo,1,,,,,
player,201110020phi,sfo,RogeCa20,tackles_assists,0,,,,,
player,201110020phi,sfo,RogeCa20,tackles_loss,0,,,,,
player,201110020phi,sfo,RogeCa20,qb_hits,0,,,,,
player,201110020phi,sfo,RogeCa20,fumbles_rec,0,,,,,
player,201110020phi,sfo,RogeCa20,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201110020phi,sfo,SmitAl04,def_int,0,,,,,
player,201110020phi,sfo,SmitAl04,def_int_yds,0,,,,,
player,201110020phi,sfo,SmitAl04,def_int_td,0,,,,,
player,201110020phi,sfo,SmitAl04,def_int_long,0,,,,,
player,201110020phi,sfo,SmitAl04,pass_defended,0,,,,,
player,201110020phi,sfo,SmitAl04,sacks,1.5,,,,,
player,201110020phi,sfo,SmitAl04,tackles_combined,5,,,,,
player,201110020phi,sfo,SmitAl04,tackles_solo,4,,,,,
player,201110020phi,sfo,SmitAl04,tackles_assists,1,,,,,
player,201110020phi,sfo,SmitAl04,tackles_loss,1,,,,,
player,201110020phi,sfo,SmitAl04,qb_hits,3,,,,,
player,201110020phi,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201110020phi,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,SmitAl04,fumbles_forced,0,,,,,
player,201110020phi,sfo,McDoRa99,def_int,0,,,,,
player,201110020phi,sfo,McDoRa99,def_int_yds,0,,,,,
player,201110020phi,sfo,McDoRa99,def_int_td,0,,,,,
player,201110020phi,sfo,McDoRa99,def_int_long,0,,,,,
player,201110020phi,sfo,McDoRa99,pass_defended,0,,,,,
player,201110020phi,sfo,McDoRa99,sacks,0.5,,,,,
player,201110020phi,sfo,McDoRa99,tackles_combined,1,,,,,
player,201110020phi,sfo,McDoRa99,tackles_solo,0,,,,,
player,201110020phi,sfo,McDoRa99,tackles_assists,1,,,,,
player,201110020phi,sfo,McDoRa99,tackles_loss,0,,,,,
player,201110020phi,sfo,McDoRa99,qb_hits,1,,,,,
player,201110020phi,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201110020phi,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
