game,2011,3,20110925,201109250car,jax,"Jacksonville Jaguars",10,car,"Carolina Panthers",16
player,201109250car,car,NewtCa00,pass_sacked_yds,0,,,,,
player,201109250car,car,NewtCa00,pass_long,18,,,,,
player,201109250car,car,NewtCa00,pass_rating,75.4,,,,,
player,201109250car,car,NewtCa00,rush_att,7,,,,,
player,201109250car,car,NewtCa00,rush_yds,27,,,,,
player,201109250car,car,NewtCa00,rush_td,0,,,,,
player,201109250car,car,NewtCa00,rush_long,7,,,,,
player,201109250car,car,NewtCa00,targets,0,,,,,
player,201109250car,car,NewtCa00,rec,0,,,,,
player,201109250car,car,NewtCa00,rec_yds,0,,,,,
player,201109250car,car,NewtCa00,rec_td,0,,,,,
player,201109250car,car,NewtCa00,rec_long,0,,,,,
player,201109250car,car,NewtCa00,fumbles,0,,,,,
player,201109250car,car,NewtCa00,fumbles_lost,,,,,,
player,201109250car,car,StewJo00,pass_cmp,0,,,,,
player,201109250car,car,StewJo00,pass_att,0,,,,,
player,201109250car,car,StewJo00,pass_yds,0,,,,,
player,201109250car,car,StewJo00,pass_td,0,,,,,
player,201109250car,car,StewJo00,pass_int,0,,,,,
player,201109250car,car,StewJo00,pass_sacked,0,,,,,
player,201109250car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201109250car,car,StewJo00,pass_long,0,,,,,
player,201109250car,car,StewJo00,pass_rating,,,,,,
player,201109250car,car,StewJo00,rush_att,10,,,,,
player,201109250car,car,StewJo00,rush_yds,59,,,,,
player,201109250car,car,StewJo00,rush_td,0,,,,,
player,201109250car,car,StewJo00,rush_long,20,,,,,
player,201109250car,car,StewJo00,targets,4,,,,,
player,201109250car,car,StewJo00,rec,3,,,,,
player,201109250car,car,StewJo00,rec_yds,26,,,,,
player,201109250car,car,StewJo00,rec_td,0,,,,,
player,201109250car,car,StewJo00,rec_long,18,,,,,
player,201109250car,car,StewJo00,fumbles,0,,,,,
player,201109250car,car,StewJo00,fumbles_lost,,,,,,
player,201109250car,car,WillDe02,pass_cmp,0,,,,,
player,201109250car,car,WillDe02,pass_att,0,,,,,
player,201109250car,car,WillDe02,pass_yds,0,,,,,
player,201109250car,car,WillDe02,pass_td,0,,,,,
player,201109250car,car,WillDe02,pass_int,0,,,,,
player,201109250car,car,WillDe02,pass_sacked,0,,,,,
player,201109250car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201109250car,car,WillDe02,pass_long,0,,,,,
player,201109250car,car,WillDe02,pass_rating,,,,,,
player,201109250car,car,WillDe02,rush_att,10,,,,,
player,201109250car,car,WillDe02,rush_yds,18,,,,,
player,201109250car,car,WillDe02,rush_td,0,,,,,
player,201109250car,car,WillDe02,rush_long,5,,,,,
player,201109250car,car,WillDe02,targets,3,,,,,
player,201109250car,car,WillDe02,rec,2,,,,,
player,201109250car,car,WillDe02,rec_yds,17,,,,,
player,201109250car,car,WillDe02,rec_td,0,,,,,
player,201109250car,car,WillDe02,rec_long,11,,,,,
player,201109250car,car,WillDe02,fumbles,0,,,,,
player,201109250car,car,WillDe02,fumbles_lost,,,,,,
player,201109250car,car,FeltJe00,pass_cmp,0,,,,,
player,201109250car,car,FeltJe00,pass_att,0,,,,,
player,201109250car,car,FeltJe00,pass_yds,0,,,,,
player,201109250car,car,FeltJe00,pass_td,0,,,,,
player,201109250car,car,FeltJe00,pass_int,0,,,,,
player,201109250car,car,FeltJe00,pass_sacked,0,,,,,
player,201109250car,car,FeltJe00,pass_sacked_yds,0,,,,,
player,201109250car,car,FeltJe00,pass_long,0,,,,,
player,201109250car,car,FeltJe00,pass_rating,,,,,,
player,201109250car,car,FeltJe00,rush_att,1,,,,,
player,201109250car,car,FeltJe00,rush_yds,3,,,,,
player,201109250car,car,FeltJe00,rush_td,0,,,,,
player,201109250car,car,FeltJe00,rush_long,3,,,,,
player,201109250car,car,FeltJe00,targets,0,,,,,
player,201109250car,car,FeltJe00,rec,0,,,,,
player,201109250car,car,FeltJe00,rec_yds,0,,,,,
player,201109250car,car,FeltJe00,rec_td,0,,,,,
player,201109250car,car,FeltJe00,rec_long,0,,,,,
player,201109250car,car,FeltJe00,fumbles,0,,,,,
player,201109250car,car,FeltJe00,fumbles_lost,,,,,,
player,201109250car,car,OlseGr00,pass_cmp,0,,,,,
player,201109250car,car,OlseGr00,pass_att,0,,,,,
player,201109250car,car,OlseGr00,pass_yds,0,,,,,
player,201109250car,car,OlseGr00,pass_td,0,,,,,
player,201109250car,car,OlseGr00,pass_int,0,,,,,
player,201109250car,car,OlseGr00,pass_sacked,0,,,,,
player,201109250car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201109250car,car,OlseGr00,pass_long,0,,,,,
player,201109250car,car,OlseGr00,pass_rating,,,,,,
player,201109250car,car,OlseGr00,rush_att,0,,,,,
player,201109250car,car,OlseGr00,rush_yds,0,,,,,
player,201109250car,car,OlseGr00,rush_td,0,,,,,
player,201109250car,car,OlseGr00,rush_long,0,,,,,
player,201109250car,car,OlseGr00,targets,10,,,,,
player,201109250car,car,OlseGr00,rec,7,,,,,
player,201109250car,car,OlseGr00,rec_yds,57,,,,,
player,201109250car,car,OlseGr00,rec_td,1,,,,,
player,201109250car,car,OlseGr00,rec_long,16,,,,,
player,201109250car,car,OlseGr00,fumbles,0,,,,,
player,201109250car,car,OlseGr00,fumbles_lost,,,,,,
player,201109250car,car,ShocJe00,pass_cmp,0,,,,,
player,201109250car,car,ShocJe00,pass_att,0,,,,,
player,201109250car,car,ShocJe00,pass_yds,0,,,,,
player,201109250car,car,ShocJe00,pass_td,0,,,,,
player,201109250car,car,ShocJe00,pass_int,0,,,,,
player,201109250car,car,ShocJe00,pass_sacked,0,,,,,
player,201109250car,car,ShocJe00,pass_sacked_yds,0,,,,,
player,201109250car,car,ShocJe00,pass_long,0,,,,,
player,201109250car,car,ShocJe00,pass_rating,,,,,,
player,201109250car,car,ShocJe00,rush_att,0,,,,,
player,201109250car,car,ShocJe00,rush_yds,0,,,,,
player,201109250car,car,ShocJe00,rush_td,0,,,,,
player,201109250car,car,ShocJe00,rush_long,0,,,,,
player,201109250car,car,ShocJe00,targets,7,,,,,
player,201109250car,car,ShocJe00,rec,3,,,,,
player,201109250car,car,ShocJe00,rec_yds,30,,,,,
player,201109250car,car,ShocJe00,rec_td,0,,,,,
player,201109250car,car,ShocJe00,rec_long,16,,,,,
player,201109250car,car,ShocJe00,fumbles,0,,,,,
player,201109250car,car,ShocJe00,fumbles_lost,,,,,,
player,201109250car,car,SmitSt01,pass_cmp,0,,,,,
player,201109250car,car,SmitSt01,pass_att,0,,,,,
player,201109250car,car,SmitSt01,pass_yds,0,,,,,
player,201109250car,car,SmitSt01,pass_td,0,,,,,
player,201109250car,car,SmitSt01,pass_int,0,,,,,
player,201109250car,car,SmitSt01,pass_sacked,0,,,,,
player,201109250car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201109250car,car,SmitSt01,pass_long,0,,,,,
player,201109250car,car,SmitSt01,pass_rating,,,,,,
player,201109250car,car,SmitSt01,rush_att,0,,,,,
player,201109250car,car,SmitSt01,rush_yds,0,,,,,
player,201109250car,car,SmitSt01,rush_td,0,,,,,
player,201109250car,car,SmitSt01,rush_long,0,,,,,
player,201109250car,car,SmitSt01,targets,7,,,,,
player,201109250car,car,SmitSt01,rec,2,,,,,
player,201109250car,car,SmitSt01,rec_yds,15,,,,,
player,201109250car,car,SmitSt01,rec_td,0,,,,,
player,201109250car,car,SmitSt01,rec_long,13,,,,,
player,201109250car,car,SmitSt01,fumbles,0,,,,,
player,201109250car,car,SmitSt01,fumbles_lost,,,,,,
player,201109250car,car,NaanLe00,pass_cmp,0,,,,,
player,201109250car,car,NaanLe00,pass_att,0,,,,,
player,201109250car,car,NaanLe00,pass_yds,0,,,,,
player,201109250car,car,NaanLe00,pass_td,0,,,,,
player,201109250car,car,NaanLe00,pass_int,0,,,,,
player,201109250car,car,NaanLe00,pass_sacked,0,,,,,
player,201109250car,car,NaanLe00,pass_sacked_yds,0,,,,,
player,201109250car,car,NaanLe00,pass_long,0,,,,,
player,201109250car,car,NaanLe00,pass_rating,,,,,,
player,201109250car,car,NaanLe00,rush_att,0,,,,,
player,201109250car,car,NaanLe00,rush_yds,0,,,,,
player,201109250car,car,NaanLe00,rush_td,0,,,,,
player,201109250car,car,NaanLe00,rush_long,0,,,,,
player,201109250car,car,NaanLe00,targets,2,,,,,
player,201109250car,car,NaanLe00,rec,1,,,,,
player,201109250car,car,NaanLe00,rec_yds,13,,,,,
player,201109250car,car,NaanLe00,rec_td,0,,,,,
player,201109250car,car,NaanLe00,rec_long,13,,,,,
player,201109250car,car,NaanLe00,fumbles,0,,,,,
player,201109250car,car,NaanLe00,fumbles_lost,,,,,,
player,201109250car,car,GoodMi00,pass_cmp,0,,,,,
player,201109250car,car,GoodMi00,pass_att,0,,,,,
player,201109250car,car,GoodMi00,pass_yds,0,,,,,
player,201109250car,car,GoodMi00,pass_td,0,,,,,
player,201109250car,car,GoodMi00,pass_int,0,,,,,
player,201109250car,car,GoodMi00,pass_sacked,0,,,,,
player,201109250car,car,GoodMi00,pass_sacked_yds,0,,,,,
player,201109250car,car,GoodMi00,pass_long,0,,,,,
player,201109250car,car,GoodMi00,pass_rating,,,,,,
player,201109250car,car,GoodMi00,rush_att,0,,,,,
player,201109250car,car,GoodMi00,rush_yds,0,,,,,
player,201109250car,car,GoodMi00,rush_td,0,,,,,
player,201109250car,car,GoodMi00,rush_long,0,,,,,
player,201109250car,car,GoodMi00,targets,1,,,,,
player,201109250car,car,GoodMi00,rec,0,,,,,
player,201109250car,car,GoodMi00,rec_yds,0,,,,,
player,201109250car,car,GoodMi00,rec_td,0,,,,,
player,201109250car,car,GoodMi00,rec_long,0,,,,,
player,201109250car,car,GoodMi00,fumbles,0,,,,,
player,201109250car,car,GoodMi00,fumbles_lost,,,,,,
player,201109250car,jax,SmitDa24,def_int,0,,,,,
player,201109250car,jax,SmitDa24,def_int_yds,0,,,,,
player,201109250car,jax,SmitDa24,def_int_td,0,,,,,
player,201109250car,jax,SmitDa24,def_int_long,0,,,,,
player,201109250car,jax,SmitDa24,pass_defended,2,,,,,
player,201109250car,jax,SmitDa24,sacks,0.0,,,,,
player,201109250car,jax,SmitDa24,tackles_combined,9,,,,,
player,201109250car,jax,SmitDa24,tackles_solo,5,,,,,
player,201109250car,jax,SmitDa24,tackles_assists,4,,,,,
player,201109250car,jax,SmitDa24,tackles_loss,0,,,,,
player,201109250car,jax,SmitDa24,qb_hits,0,,,,,
player,201109250car,jax,SmitDa24,fumbles_rec,0,,,,,
player,201109250car,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201109250car,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201109250car,jax,SmitDa24,fumbles_forced,0,,,,,
player,201109250car,jax,KnigTe99,def_int,0,,,,,
player,201109250car,jax,KnigTe99,def_int_yds,0,,,,,
player,201109250car,jax,KnigTe99,def_int_td,0,,,,,
player,201109250car,jax,KnigTe99,def_int_long,0,,,,,
player,201109250car,jax,KnigTe99,pass_defended,0,,,,,
player,201109250car,jax,KnigTe99,sacks,0.0,,,,,
player,201109250car,jax,KnigTe99,tackles_combined,6,,,,,
player,201109250car,jax,KnigTe99,tackles_solo,6,,,,,
player,201109250car,jax,KnigTe99,tackles_assists,0,,,,,
player,201109250car,jax,KnigTe99,tackles_loss,1,,,,,
player,201109250car,jax,KnigTe99,qb_hits,0,,,,,
player,201109250car,jax,KnigTe99,fumbles_rec,0,,,,,
player,201109250car,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201109250car,jax,KnigTe99,fumbles_forced,0,,,,,
player,201109250car,jax,LaneAu99,def_int,0,,,,,
player,201109250car,jax,LaneAu99,def_int_yds,0,,,,,
player,201109250car,jax,LaneAu99,def_int_td,0,,,,,
player,201109250car,jax,LaneAu99,def_int_long,0,,,,,
player,201109250car,jax,LaneAu99,pass_defended,0,,,,,
player,201109250car,jax,LaneAu99,sacks,0.0,,,,,
player,201109250car,jax,LaneAu99,tackles_combined,6,,,,,
player,201109250car,jax,LaneAu99,tackles_solo,1,,,,,
player,201109250car,jax,LaneAu99,tackles_assists,5,,,,,
player,201109250car,jax,LaneAu99,tackles_loss,0,,,,,
player,201109250car,jax,LaneAu99,qb_hits,0,,,,,
player,201109250car,jax,LaneAu99,fumbles_rec,0,,,,,
player,201109250car,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201109250car,jax,LaneAu99,fumbles_forced,0,,,,,
player,201109250car,jax,LandDa21,def_int,0,,,,,
player,201109250car,jax,LandDa21,def_int_yds,0,,,,,
player,201109250car,jax,LandDa21,def_int_td,0,,,,,
player,201109250car,jax,LandDa21,def_int_long,0,,,,,
player,201109250car,jax,LandDa21,pass_defended,1,,,,,
player,201109250car,jax,LandDa21,sacks,0.0,,,,,
player,201109250car,jax,LandDa21,tackles_combined,5,,,,,
player,201109250car,jax,LandDa21,tackles_solo,3,,,,,
player,201109250car,jax,LandDa21,tackles_assists,2,,,,,
player,201109250car,jax,LandDa21,tackles_loss,0,,,,,
player,201109250car,jax,LandDa21,qb_hits,0,,,,,
player,201109250car,jax,LandDa21,fumbles_rec,0,,,,,
player,201109250car,jax,LandDa21,fumbles_rec_yds,0,,,,,
player,201109250car,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201109250car,jax,LandDa21,fumbles_forced,0,,,,,
player,201109250car,jax,LoweDw99,def_int,0,,,,,
player,201109250car,jax,LoweDw99,def_int_yds,0,,,,,
player,201109250car,jax,LoweDw99,def_int_td,0,,,,,
player,201109250car,jax,LoweDw99,def_int_long,0,,,,,
player,201109250car,jax,LoweDw99,pass_defended,0,,,,,
player,201109250car,jax,LoweDw99,sacks,0.0,,,,,
player,201109250car,jax,LoweDw99,tackles_combined,5,,,,,
player,201109250car,jax,LoweDw99,tackles_solo,4,,,,,
player,201109250car,jax,LoweDw99,tackles_assists,1,,,,,
player,201109250car,jax,LoweDw99,tackles_loss,0,,,,,
player,201109250car,jax,LoweDw99,qb_hits,0,,,,,
player,201109250car,jax,LoweDw99,fumbles_rec,0,,,,,
player,201109250car,jax,LoweDw99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,LoweDw99,fumbles_rec_td,0,,,,,
player,201109250car,jax,LoweDw99,fumbles_forced,0,,,,,
player,201109250car,jax,MathRa99,def_int,0,,,,,
player,201109250car,jax,MathRa99,def_int_yds,0,,,,,
player,201109250car,jax,MathRa99,def_int_td,0,,,,,
player,201109250car,jax,MathRa99,def_int_long,0,,,,,
player,201109250car,jax,MathRa99,pass_defended,1,,,,,
player,201109250car,jax,MathRa99,sacks,0.0,,,,,
player,201109250car,jax,MathRa99,tackles_combined,5,,,,,
player,201109250car,jax,MathRa99,tackles_solo,4,,,,,
player,201109250car,jax,MathRa99,tackles_assists,1,,,,,
player,201109250car,jax,MathRa99,tackles_loss,0,,,,,
player,201109250car,jax,MathRa99,qb_hits,0,,,,,
player,201109250car,jax,MathRa99,fumbles_rec,0,,,,,
player,201109250car,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201109250car,jax,MathRa99,fumbles_forced,0,,,,,
player,201109250car,jax,PoluPa99,def_int,0,,,,,
player,201109250car,jax,PoluPa99,def_int_yds,0,,,,,
player,201109250car,jax,PoluPa99,def_int_td,0,,,,,
player,201109250car,jax,PoluPa99,def_int_long,0,,,,,
player,201109250car,jax,PoluPa99,pass_defended,0,,,,,
player,201109250car,jax,PoluPa99,sacks,0.0,,,,,
player,201109250car,jax,PoluPa99,tackles_combined,5,,,,,
player,201109250car,jax,PoluPa99,tackles_solo,3,,,,,
player,201109250car,jax,PoluPa99,tackles_assists,2,,,,,
player,201109250car,jax,PoluPa99,tackles_loss,1,,,,,
player,201109250car,jax,PoluPa99,qb_hits,0,,,,,
player,201109250car,jax,PoluPa99,fumbles_rec,0,,,,,
player,201109250car,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201109250car,jax,PoluPa99,fumbles_forced,0,,,,,
player,201109250car,jax,MincJe99,def_int,0,,,,,
player,201109250car,jax,MincJe99,def_int_yds,0,,,,,
player,201109250car,jax,MincJe99,def_int_td,0,,,,,
player,201109250car,jax,MincJe99,def_int_long,0,,,,,
player,201109250car,jax,MincJe99,pass_defended,0,,,,,
player,201109250car,jax,MincJe99,sacks,0.0,,,,,
player,201109250car,jax,MincJe99,tackles_combined,4,,,,,
