game,2011,3,20110925,201109250car,jax,"Jacksonville Jaguars",10,car,"Carolina Panthers",16
player,201109250car,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201109250car,jax,KariDe00,punt_ret_td,0,,,,,
player,201109250car,jax,KariDe00,punt_ret_long,0,,,,,
player,201109250car,car,EdwaAr00,kick_ret,1,,,,,
player,201109250car,car,EdwaAr00,kick_ret_yds,4,,,,,
player,201109250car,car,EdwaAr00,kick_ret_yds_per_ret,4.0,,,,,
player,201109250car,car,EdwaAr00,kick_ret_td,0,,,,,
player,201109250car,car,EdwaAr00,kick_ret_long,4,,,,,
player,201109250car,car,EdwaAr00,punt_ret,4,,,,,
player,201109250car,car,EdwaAr00,punt_ret_yds,28,,,,,
player,201109250car,car,EdwaAr00,punt_ret_yds_per_ret,7.0,,,,,
player,201109250car,car,EdwaAr00,punt_ret_td,0,,,,,
player,201109250car,car,EdwaAr00,punt_ret_long,14,,,,,
player,201109250car,jax,scobejos01,xpm,1,,,,,
player,201109250car,jax,scobejos01,xpa,1,,,,,
player,201109250car,jax,scobejos01,fgm,1,,,,,
player,201109250car,jax,scobejos01,fga,1,,,,,
player,201109250car,jax,scobejos01,punt,0,,,,,
player,201109250car,jax,scobejos01,punt_yds,0,,,,,
player,201109250car,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201109250car,jax,scobejos01,punt_long,0,,,,,
player,201109250car,jax,TurkMa20,xpm,,,,,,
player,201109250car,jax,TurkMa20,xpa,,,,,,
player,201109250car,jax,TurkMa20,fgm,,,,,,
player,201109250car,jax,TurkMa20,fga,,,,,,
player,201109250car,jax,TurkMa20,punt,6,,,,,
player,201109250car,jax,TurkMa20,punt_yds,234,,,,,
player,201109250car,jax,TurkMa20,punt_yds_per_punt,39.0,,,,,
player,201109250car,jax,TurkMa20,punt_long,47,,,,,
player,201109250car,car,BakeJa20,xpm,,,,,,
player,201109250car,car,BakeJa20,xpa,,,,,,
player,201109250car,car,BakeJa20,fgm,,,,,,
player,201109250car,car,BakeJa20,fga,,,,,,
player,201109250car,car,BakeJa20,punt,8,,,,,
player,201109250car,car,BakeJa20,punt_yds,307,,,,,
player,201109250car,car,BakeJa20,punt_yds_per_punt,38.4,,,,,
player,201109250car,car,BakeJa20,punt_long,51,,,,,
player,201109250car,car,marexoli01,xpm,,,,,,
player,201109250car,car,marexoli01,xpa,,,,,,
player,201109250car,car,marexoli01,fgm,2,,,,,
player,201109250car,car,marexoli01,fga,2,,,,,
player,201109250car,car,marexoli01,punt,0,,,,,
player,201109250car,car,marexoli01,punt_yds,0,,,,,
player,201109250car,car,marexoli01,punt_yds_per_punt,,,,,,
player,201109250car,car,marexoli01,punt_long,0,,,,,
