game,2011,6,20111016,201110160nyg,buf,"Buffalo Bills",24,nyg,"New York Giants",27
player,201110160nyg,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201110160nyg,buf,NelsDa01,pass_long,0,,,,,
player,201110160nyg,buf,NelsDa01,pass_rating,,,,,,
player,201110160nyg,buf,NelsDa01,rush_att,0,,,,,
player,201110160nyg,buf,NelsDa01,rush_yds,0,,,,,
player,201110160nyg,buf,NelsDa01,rush_td,0,,,,,
player,201110160nyg,buf,NelsDa01,rush_long,0,,,,,
player,201110160nyg,buf,NelsDa01,targets,6,,,,,
player,201110160nyg,buf,NelsDa01,rec,4,,,,,
player,201110160nyg,buf,NelsDa01,rec_yds,62,,,,,
player,201110160nyg,buf,NelsDa01,rec_td,0,,,,,
player,201110160nyg,buf,NelsDa01,rec_long,32,,,,,
player,201110160nyg,buf,NelsDa01,fumbles,0,,,,,
player,201110160nyg,buf,NelsDa01,fumbles_lost,,,,,,
player,201110160nyg,buf,RoosNa00,pass_cmp,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_att,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_yds,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_td,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_int,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_sacked,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_long,0,,,,,
player,201110160nyg,buf,RoosNa00,pass_rating,,,,,,
player,201110160nyg,buf,RoosNa00,rush_att,0,,,,,
player,201110160nyg,buf,RoosNa00,rush_yds,0,,,,,
player,201110160nyg,buf,RoosNa00,rush_td,0,,,,,
player,201110160nyg,buf,RoosNa00,rush_long,0,,,,,
player,201110160nyg,buf,RoosNa00,targets,2,,,,,
player,201110160nyg,buf,RoosNa00,rec,1,,,,,
player,201110160nyg,buf,RoosNa00,rec_yds,60,,,,,
player,201110160nyg,buf,RoosNa00,rec_td,1,,,,,
player,201110160nyg,buf,RoosNa00,rec_long,60,,,,,
player,201110160nyg,buf,RoosNa00,fumbles,0,,,,,
player,201110160nyg,buf,RoosNa00,fumbles_lost,,,,,,
player,201110160nyg,buf,SpilC.00,pass_cmp,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_att,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_yds,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_td,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_int,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_sacked,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_long,0,,,,,
player,201110160nyg,buf,SpilC.00,pass_rating,,,,,,
player,201110160nyg,buf,SpilC.00,rush_att,0,,,,,
player,201110160nyg,buf,SpilC.00,rush_yds,0,,,,,
player,201110160nyg,buf,SpilC.00,rush_td,0,,,,,
player,201110160nyg,buf,SpilC.00,rush_long,0,,,,,
player,201110160nyg,buf,SpilC.00,targets,5,,,,,
player,201110160nyg,buf,SpilC.00,rec,5,,,,,
player,201110160nyg,buf,SpilC.00,rec_yds,39,,,,,
player,201110160nyg,buf,SpilC.00,rec_td,0,,,,,
player,201110160nyg,buf,SpilC.00,rec_long,15,,,,,
player,201110160nyg,buf,SpilC.00,fumbles,0,,,,,
player,201110160nyg,buf,SpilC.00,fumbles_lost,,,,,,
player,201110160nyg,buf,JohnSt00,pass_cmp,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_att,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_yds,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_td,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_int,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_sacked,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_long,0,,,,,
player,201110160nyg,buf,JohnSt00,pass_rating,,,,,,
player,201110160nyg,buf,JohnSt00,rush_att,0,,,,,
player,201110160nyg,buf,JohnSt00,rush_yds,0,,,,,
player,201110160nyg,buf,JohnSt00,rush_td,0,,,,,
player,201110160nyg,buf,JohnSt00,rush_long,0,,,,,
player,201110160nyg,buf,JohnSt00,targets,10,,,,,
player,201110160nyg,buf,JohnSt00,rec,5,,,,,
player,201110160nyg,buf,JohnSt00,rec_yds,39,,,,,
player,201110160nyg,buf,JohnSt00,rec_td,1,,,,,
player,201110160nyg,buf,JohnSt00,rec_long,12,,,,,
player,201110160nyg,buf,JohnSt00,fumbles,0,,,,,
player,201110160nyg,buf,JohnSt00,fumbles_lost,,,,,,
player,201110160nyg,buf,ChanSc00,pass_cmp,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_att,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_yds,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_td,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_int,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_sacked,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_long,0,,,,,
player,201110160nyg,buf,ChanSc00,pass_rating,,,,,,
player,201110160nyg,buf,ChanSc00,rush_att,0,,,,,
player,201110160nyg,buf,ChanSc00,rush_yds,0,,,,,
player,201110160nyg,buf,ChanSc00,rush_td,0,,,,,
player,201110160nyg,buf,ChanSc00,rush_long,0,,,,,
player,201110160nyg,buf,ChanSc00,targets,1,,,,,
player,201110160nyg,buf,ChanSc00,rec,1,,,,,
player,201110160nyg,buf,ChanSc00,rec_yds,-3,,,,,
player,201110160nyg,buf,ChanSc00,rec_td,0,,,,,
player,201110160nyg,buf,ChanSc00,rec_long,-3,,,,,
player,201110160nyg,buf,ChanSc00,fumbles,0,,,,,
player,201110160nyg,buf,ChanSc00,fumbles_lost,,,,,,
player,201110160nyg,nyg,MannEl00,pass_cmp,21,,,,,
player,201110160nyg,nyg,MannEl00,pass_att,32,,,,,
player,201110160nyg,nyg,MannEl00,pass_yds,292,,,,,
player,201110160nyg,nyg,MannEl00,pass_td,0,,,,,
player,201110160nyg,nyg,MannEl00,pass_int,0,,,,,
player,201110160nyg,nyg,MannEl00,pass_sacked,0,,,,,
player,201110160nyg,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,MannEl00,pass_long,60,,,,,
player,201110160nyg,nyg,MannEl00,pass_rating,94.8,,,,,
player,201110160nyg,nyg,MannEl00,rush_att,2,,,,,
player,201110160nyg,nyg,MannEl00,rush_yds,-1,,,,,
player,201110160nyg,nyg,MannEl00,rush_td,0,,,,,
player,201110160nyg,nyg,MannEl00,rush_long,0,,,,,
player,201110160nyg,nyg,MannEl00,targets,0,,,,,
player,201110160nyg,nyg,MannEl00,rec,0,,,,,
player,201110160nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201110160nyg,nyg,MannEl00,rec_td,0,,,,,
player,201110160nyg,nyg,MannEl00,rec_long,0,,,,,
player,201110160nyg,nyg,MannEl00,fumbles,0,,,,,
player,201110160nyg,nyg,MannEl00,fumbles_lost,,,,,,
player,201110160nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_att,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_td,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_int,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_sacked,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_long,0,,,,,
player,201110160nyg,nyg,BradAh00,pass_rating,,,,,,
player,201110160nyg,nyg,BradAh00,rush_att,26,,,,,
player,201110160nyg,nyg,BradAh00,rush_yds,104,,,,,
player,201110160nyg,nyg,BradAh00,rush_td,3,,,,,
player,201110160nyg,nyg,BradAh00,rush_long,30,,,,,
player,201110160nyg,nyg,BradAh00,targets,2,,,,,
player,201110160nyg,nyg,BradAh00,rec,2,,,,,
player,201110160nyg,nyg,BradAh00,rec_yds,26,,,,,
player,201110160nyg,nyg,BradAh00,rec_td,0,,,,,
player,201110160nyg,nyg,BradAh00,rec_long,17,,,,,
player,201110160nyg,nyg,BradAh00,fumbles,0,,,,,
player,201110160nyg,nyg,BradAh00,fumbles_lost,,,,,,
player,201110160nyg,nyg,WareDa00,pass_cmp,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_att,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_yds,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_td,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_int,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_sacked,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_long,0,,,,,
player,201110160nyg,nyg,WareDa00,pass_rating,,,,,,
player,201110160nyg,nyg,WareDa00,rush_att,5,,,,,
player,201110160nyg,nyg,WareDa00,rush_yds,19,,,,,
player,201110160nyg,nyg,WareDa00,rush_td,0,,,,,
player,201110160nyg,nyg,WareDa00,rush_long,5,,,,,
player,201110160nyg,nyg,WareDa00,targets,0,,,,,
player,201110160nyg,nyg,WareDa00,rec,0,,,,,
player,201110160nyg,nyg,WareDa00,rec_yds,0,,,,,
player,201110160nyg,nyg,WareDa00,rec_td,0,,,,,
player,201110160nyg,nyg,WareDa00,rec_long,0,,,,,
player,201110160nyg,nyg,WareDa00,fumbles,0,,,,,
player,201110160nyg,nyg,WareDa00,fumbles_lost,,,,,,
player,201110160nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_att,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_td,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_int,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_long,0,,,,,
player,201110160nyg,nyg,NickHa01,pass_rating,,,,,,
player,201110160nyg,nyg,NickHa01,rush_att,0,,,,,
player,201110160nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201110160nyg,nyg,NickHa01,rush_td,0,,,,,
player,201110160nyg,nyg,NickHa01,rush_long,0,,,,,
player,201110160nyg,nyg,NickHa01,targets,7,,,,,
player,201110160nyg,nyg,NickHa01,rec,4,,,,,
player,201110160nyg,nyg,NickHa01,rec_yds,96,,,,,
player,201110160nyg,nyg,NickHa01,rec_td,0,,,,,
player,201110160nyg,nyg,NickHa01,rec_long,60,,,,,
player,201110160nyg,nyg,NickHa01,fumbles,0,,,,,
player,201110160nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201110160nyg,nyg,BallJa21,pass_cmp,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_att,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_yds,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_td,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_int,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_sacked,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_long,0,,,,,
player,201110160nyg,nyg,BallJa21,pass_rating,,,,,,
player,201110160nyg,nyg,BallJa21,rush_att,0,,,,,
player,201110160nyg,nyg,BallJa21,rush_yds,0,,,,,
player,201110160nyg,nyg,BallJa21,rush_td,0,,,,,
player,201110160nyg,nyg,BallJa21,rush_long,0,,,,,
player,201110160nyg,nyg,BallJa21,targets,5,,,,,
player,201110160nyg,nyg,BallJa21,rec,5,,,,,
player,201110160nyg,nyg,BallJa21,rec_yds,81,,,,,
player,201110160nyg,nyg,BallJa21,rec_td,0,,,,,
player,201110160nyg,nyg,BallJa21,rec_long,24,,,,,
player,201110160nyg,nyg,BallJa21,fumbles,0,,,,,
player,201110160nyg,nyg,BallJa21,fumbles_lost,,,,,,
player,201110160nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_att,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_td,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_int,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_sacked,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_long,0,,,,,
player,201110160nyg,nyg,MannMa01,pass_rating,,,,,,
player,201110160nyg,nyg,MannMa01,rush_att,0,,,,,
player,201110160nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201110160nyg,nyg,MannMa01,rush_td,0,,,,,
player,201110160nyg,nyg,MannMa01,rush_long,0,,,,,
player,201110160nyg,nyg,MannMa01,targets,8,,,,,
player,201110160nyg,nyg,MannMa01,rec,5,,,,,
player,201110160nyg,nyg,MannMa01,rec_yds,56,,,,,
player,201110160nyg,nyg,MannMa01,rec_td,0,,,,,
player,201110160nyg,nyg,MannMa01,rec_long,16,,,,,
player,201110160nyg,nyg,MannMa01,fumbles,0,,,,,
player,201110160nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201110160nyg,nyg,PascBe00,pass_cmp,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_att,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_yds,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_td,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_int,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_sacked,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_long,0,,,,,
player,201110160nyg,nyg,PascBe00,pass_rating,,,,,,
player,201110160nyg,nyg,PascBe00,rush_att,0,,,,,
player,201110160nyg,nyg,PascBe00,rush_yds,0,,,,,
player,201110160nyg,nyg,PascBe00,rush_td,0,,,,,
player,201110160nyg,nyg,PascBe00,rush_long,0,,,,,
player,201110160nyg,nyg,PascBe00,targets,2,,,,,
player,201110160nyg,nyg,PascBe00,rec,2,,,,,
player,201110160nyg,nyg,PascBe00,rec_yds,17,,,,,
player,201110160nyg,nyg,PascBe00,rec_td,0,,,,,
player,201110160nyg,nyg,PascBe00,rec_long,14,,,,,
player,201110160nyg,nyg,PascBe00,fumbles,0,,,,,
player,201110160nyg,nyg,PascBe00,fumbles_lost,,,,,,
player,201110160nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201110160nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201110160nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201110160nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201110160nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201110160nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201110160nyg,nyg,CruzVi00,targets,4,,,,,
player,201110160nyg,nyg,CruzVi00,rec,2,,,,,
player,201110160nyg,nyg,CruzVi00,rec_yds,12,,,,,
player,201110160nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201110160nyg,nyg,CruzVi00,rec_long,6,,,,,
player,201110160nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201110160nyg,nyg,CruzVi00,fumbles_lost,,,,,,
player,201110160nyg,nyg,ScotDa01,pass_cmp,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_att,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_yds,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_td,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_int,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_sacked,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_long,0,,,,,
player,201110160nyg,nyg,ScotDa01,pass_rating,,,,,,
player,201110160nyg,nyg,ScotDa01,rush_att,0,,,,,
player,201110160nyg,nyg,ScotDa01,rush_yds,0,,,,,
player,201110160nyg,nyg,ScotDa01,rush_td,0,,,,,
player,201110160nyg,nyg,ScotDa01,rush_long,0,,,,,
player,201110160nyg,nyg,ScotDa01,targets,1,,,,,
player,201110160nyg,nyg,ScotDa01,rec,1,,,,,
player,201110160nyg,nyg,ScotDa01,rec_yds,4,,,,,
player,201110160nyg,nyg,ScotDa01,rec_td,0,,,,,
player,201110160nyg,nyg,ScotDa01,rec_long,4,,,,,
player,201110160nyg,nyg,ScotDa01,fumbles,0,,,,,
player,201110160nyg,nyg,ScotDa01,fumbles_lost,,,,,,
player,201110160nyg,nyg,JernJe00,pass_cmp,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_att,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_yds,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_td,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_int,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_sacked,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_long,0,,,,,
player,201110160nyg,nyg,JernJe00,pass_rating,,,,,,
player,201110160nyg,nyg,JernJe00,rush_att,0,,,,,
player,201110160nyg,nyg,JernJe00,rush_yds,0,,,,,
player,201110160nyg,nyg,JernJe00,rush_td,0,,,,,
player,201110160nyg,nyg,JernJe00,rush_long,0,,,,,
player,201110160nyg,nyg,JernJe00,targets,1,,,,,
player,201110160nyg,nyg,JernJe00,rec,0,,,,,
player,201110160nyg,nyg,JernJe00,rec_yds,0,,,,,
player,201110160nyg,nyg,JernJe00,rec_td,0,,,,,
player,201110160nyg,nyg,JernJe00,rec_long,0,,,,,
player,201110160nyg,nyg,JernJe00,fumbles,0,,,,,
player,201110160nyg,nyg,JernJe00,fumbles_lost,,,,,,
player,201110160nyg,nyg,BeckTr00,pass_cmp,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_att,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_yds,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_td,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_int,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_sacked,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_sacked_yds,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_long,0,,,,,
player,201110160nyg,nyg,BeckTr00,pass_rating,,,,,,
player,201110160nyg,nyg,BeckTr00,rush_att,0,,,,,
player,201110160nyg,nyg,BeckTr00,rush_yds,0,,,,,
player,201110160nyg,nyg,BeckTr00,rush_td,0,,,,,
player,201110160nyg,nyg,BeckTr00,rush_long,0,,,,,
player,201110160nyg,nyg,BeckTr00,targets,1,,,,,
player,201110160nyg,nyg,BeckTr00,rec,0,,,,,
player,201110160nyg,nyg,BeckTr00,rec_yds,0,,,,,
player,201110160nyg,nyg,BeckTr00,rec_td,0,,,,,
player,201110160nyg,nyg,BeckTr00,rec_long,0,,,,,
player,201110160nyg,nyg,BeckTr00,fumbles,0,,,,,
player,201110160nyg,nyg,BeckTr00,fumbles_lost,,,,,,
player,201110160nyg,buf,McGeTe99,def_int,0,,,,,
player,201110160nyg,buf,McGeTe99,def_int_yds,0,,,,,
player,201110160nyg,buf,McGeTe99,def_int_td,0,,,,,
player,201110160nyg,buf,McGeTe99,def_int_long,0,,,,,
player,201110160nyg,buf,McGeTe99,pass_defended,2,,,,,
player,201110160nyg,buf,McGeTe99,sacks,0.0,,,,,
player,201110160nyg,buf,McGeTe99,tackles_combined,11,,,,,
player,201110160nyg,buf,McGeTe99,tackles_solo,11,,,,,
player,201110160nyg,buf,McGeTe99,tackles_assists,0,,,,,
player,201110160nyg,buf,McGeTe99,tackles_loss,1,,,,,
player,201110160nyg,buf,McGeTe99,qb_hits,0,,,,,
player,201110160nyg,buf,McGeTe99,fumbles_rec,0,,,,,
player,201110160nyg,buf,McGeTe99,fumbles_rec_yds,0,,,,,
player,201110160nyg,buf,McGeTe99,fumbles_rec_td,0,,,,,
player,201110160nyg,buf,McGeTe99,fumbles_forced,0,,,,,
player,201110160nyg,buf,WilsGe01,def_int,0,,,,,
player,201110160nyg,buf,WilsGe01,def_int_yds,0,,,,,
player,201110160nyg,buf,WilsGe01,def_int_td,0,,,,,
player,201110160nyg,buf,WilsGe01,def_int_long,0,,,,,
player,201110160nyg,buf,WilsGe01,pass_defended,0,,,,,
player,201110160nyg,buf,WilsGe01,sacks,0.0,,,,,
player,201110160nyg,buf,WilsGe01,tackles_combined,10,,,,,
player,201110160nyg,buf,WilsGe01,tackles_solo,7,,,,,
player,201110160nyg,buf,WilsGe01,tackles_assists,3,,,,,
player,201110160nyg,buf,WilsGe01,tackles_loss,0,,,,,
player,201110160nyg,buf,WilsGe01,qb_hits,0,,,,,
player,201110160nyg,buf,WilsGe01,fumbles_rec,0,,,,,
player,201110160nyg,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201110160nyg,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201110160nyg,buf,WilsGe01,fumbles_forced,0,,,,,
player,201110160nyg,buf,EdwaDw20,def_int,0,,,,,
player,201110160nyg,buf,EdwaDw20,def_int_yds,0,,,,,
player,201110160nyg,buf,EdwaDw20,def_int_td,0,,,,,
player,201110160nyg,buf,EdwaDw20,def_int_long,0,,,,,
