game,2011,13,20111204,201112040chi,kan,"Kansas City Chiefs",10,chi,"Chicago Bears",3
player,201112040chi,chi,PeppJu99,tackles_loss,1,,,,,
player,201112040chi,chi,PeppJu99,qb_hits,0,,,,,
player,201112040chi,chi,PeppJu99,fumbles_rec,0,,,,,
player,201112040chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,PeppJu99,fumbles_forced,0,,,,,
player,201112040chi,chi,ContCh00,def_int,0,,,,,
player,201112040chi,chi,ContCh00,def_int_yds,0,,,,,
player,201112040chi,chi,ContCh00,def_int_td,0,,,,,
player,201112040chi,chi,ContCh00,def_int_long,0,,,,,
player,201112040chi,chi,ContCh00,pass_defended,0,,,,,
player,201112040chi,chi,ContCh00,sacks,0.0,,,,,
player,201112040chi,chi,ContCh00,tackles_combined,2,,,,,
player,201112040chi,chi,ContCh00,tackles_solo,2,,,,,
player,201112040chi,chi,ContCh00,tackles_assists,0,,,,,
player,201112040chi,chi,ContCh00,tackles_loss,0,,,,,
player,201112040chi,chi,ContCh00,qb_hits,0,,,,,
player,201112040chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201112040chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201112040chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201112040chi,chi,DeCiDo00,def_int,0,,,,,
player,201112040chi,chi,DeCiDo00,def_int_yds,0,,,,,
player,201112040chi,chi,DeCiDo00,def_int_td,0,,,,,
player,201112040chi,chi,DeCiDo00,def_int_long,0,,,,,
player,201112040chi,chi,DeCiDo00,pass_defended,0,,,,,
player,201112040chi,chi,DeCiDo00,sacks,0.0,,,,,
player,201112040chi,chi,DeCiDo00,tackles_combined,2,,,,,
player,201112040chi,chi,DeCiDo00,tackles_solo,2,,,,,
player,201112040chi,chi,DeCiDo00,tackles_assists,0,,,,,
player,201112040chi,chi,DeCiDo00,tackles_loss,0,,,,,
player,201112040chi,chi,DeCiDo00,qb_hits,0,,,,,
player,201112040chi,chi,DeCiDo00,fumbles_rec,0,,,,,
player,201112040chi,chi,DeCiDo00,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,DeCiDo00,fumbles_rec_td,0,,,,,
player,201112040chi,chi,DeCiDo00,fumbles_forced,0,,,,,
player,201112040chi,chi,OkoyAm99,def_int,0,,,,,
player,201112040chi,chi,OkoyAm99,def_int_yds,0,,,,,
player,201112040chi,chi,OkoyAm99,def_int_td,0,,,,,
player,201112040chi,chi,OkoyAm99,def_int_long,0,,,,,
player,201112040chi,chi,OkoyAm99,pass_defended,0,,,,,
player,201112040chi,chi,OkoyAm99,sacks,0.0,,,,,
player,201112040chi,chi,OkoyAm99,tackles_combined,2,,,,,
player,201112040chi,chi,OkoyAm99,tackles_solo,2,,,,,
player,201112040chi,chi,OkoyAm99,tackles_assists,0,,,,,
player,201112040chi,chi,OkoyAm99,tackles_loss,1,,,,,
player,201112040chi,chi,OkoyAm99,qb_hits,0,,,,,
player,201112040chi,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201112040chi,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201112040chi,chi,RoacNi99,def_int,0,,,,,
player,201112040chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201112040chi,chi,RoacNi99,def_int_td,0,,,,,
player,201112040chi,chi,RoacNi99,def_int_long,0,,,,,
player,201112040chi,chi,RoacNi99,pass_defended,0,,,,,
player,201112040chi,chi,RoacNi99,sacks,0.0,,,,,
player,201112040chi,chi,RoacNi99,tackles_combined,2,,,,,
player,201112040chi,chi,RoacNi99,tackles_solo,2,,,,,
player,201112040chi,chi,RoacNi99,tackles_assists,0,,,,,
player,201112040chi,chi,RoacNi99,tackles_loss,0,,,,,
player,201112040chi,chi,RoacNi99,qb_hits,0,,,,,
player,201112040chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201112040chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201112040chi,chi,UrlaBr00,def_int,0,,,,,
player,201112040chi,chi,UrlaBr00,def_int_yds,0,,,,,
player,201112040chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201112040chi,chi,UrlaBr00,def_int_long,0,,,,,
player,201112040chi,chi,UrlaBr00,pass_defended,0,,,,,
player,201112040chi,chi,UrlaBr00,sacks,0.0,,,,,
player,201112040chi,chi,UrlaBr00,tackles_combined,2,,,,,
player,201112040chi,chi,UrlaBr00,tackles_solo,2,,,,,
player,201112040chi,chi,UrlaBr00,tackles_assists,0,,,,,
player,201112040chi,chi,UrlaBr00,tackles_loss,1,,,,,
player,201112040chi,chi,UrlaBr00,qb_hits,0,,,,,
player,201112040chi,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201112040chi,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201112040chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201112040chi,chi,GrahCo99,def_int,0,,,,,
player,201112040chi,chi,GrahCo99,def_int_yds,0,,,,,
player,201112040chi,chi,GrahCo99,def_int_td,0,,,,,
player,201112040chi,chi,GrahCo99,def_int_long,0,,,,,
player,201112040chi,chi,GrahCo99,pass_defended,0,,,,,
player,201112040chi,chi,GrahCo99,sacks,0.0,,,,,
player,201112040chi,chi,GrahCo99,tackles_combined,1,,,,,
player,201112040chi,chi,GrahCo99,tackles_solo,1,,,,,
player,201112040chi,chi,GrahCo99,tackles_assists,0,,,,,
player,201112040chi,chi,GrahCo99,tackles_loss,0,,,,,
player,201112040chi,chi,GrahCo99,qb_hits,1,,,,,
player,201112040chi,chi,GrahCo99,fumbles_rec,0,,,,,
player,201112040chi,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,GrahCo99,fumbles_forced,0,,,,,
player,201112040chi,chi,PodlAd20,def_int,0,,,,,
player,201112040chi,chi,PodlAd20,def_int_yds,0,,,,,
player,201112040chi,chi,PodlAd20,def_int_td,0,,,,,
player,201112040chi,chi,PodlAd20,def_int_long,0,,,,,
player,201112040chi,chi,PodlAd20,pass_defended,0,,,,,
player,201112040chi,chi,PodlAd20,sacks,0.0,,,,,
player,201112040chi,chi,PodlAd20,tackles_combined,1,,,,,
player,201112040chi,chi,PodlAd20,tackles_solo,1,,,,,
player,201112040chi,chi,PodlAd20,tackles_assists,0,,,,,
player,201112040chi,chi,PodlAd20,tackles_loss,0,,,,,
player,201112040chi,chi,PodlAd20,qb_hits,0,,,,,
player,201112040chi,chi,PodlAd20,fumbles_rec,0,,,,,
player,201112040chi,chi,PodlAd20,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,PodlAd20,fumbles_rec_td,0,,,,,
player,201112040chi,chi,PodlAd20,fumbles_forced,0,,,,,
player,201112040chi,chi,ToeaMa99,def_int,0,,,,,
player,201112040chi,chi,ToeaMa99,def_int_yds,0,,,,,
player,201112040chi,chi,ToeaMa99,def_int_td,0,,,,,
player,201112040chi,chi,ToeaMa99,def_int_long,0,,,,,
player,201112040chi,chi,ToeaMa99,pass_defended,0,,,,,
player,201112040chi,chi,ToeaMa99,sacks,0.0,,,,,
player,201112040chi,chi,ToeaMa99,tackles_combined,1,,,,,
player,201112040chi,chi,ToeaMa99,tackles_solo,1,,,,,
player,201112040chi,chi,ToeaMa99,tackles_assists,0,,,,,
player,201112040chi,chi,ToeaMa99,tackles_loss,0,,,,,
player,201112040chi,chi,ToeaMa99,qb_hits,0,,,,,
player,201112040chi,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201112040chi,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201112040chi,chi,TrahPa00,def_int,0,,,,,
player,201112040chi,chi,TrahPa00,def_int_yds,0,,,,,
player,201112040chi,chi,TrahPa00,def_int_td,0,,,,,
player,201112040chi,chi,TrahPa00,def_int_long,0,,,,,
player,201112040chi,chi,TrahPa00,pass_defended,0,,,,,
player,201112040chi,chi,TrahPa00,sacks,0.0,,,,,
player,201112040chi,chi,TrahPa00,tackles_combined,1,,,,,
player,201112040chi,chi,TrahPa00,tackles_solo,1,,,,,
player,201112040chi,chi,TrahPa00,tackles_assists,0,,,,,
player,201112040chi,chi,TrahPa00,tackles_loss,0,,,,,
player,201112040chi,chi,TrahPa00,qb_hits,0,,,,,
player,201112040chi,chi,TrahPa00,fumbles_rec,0,,,,,
player,201112040chi,chi,TrahPa00,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,TrahPa00,fumbles_rec_td,0,,,,,
player,201112040chi,chi,TrahPa00,fumbles_forced,0,,,,,
player,201112040chi,chi,VenaWi00,def_int,0,,,,,
player,201112040chi,chi,VenaWi00,def_int_yds,0,,,,,
player,201112040chi,chi,VenaWi00,def_int_td,0,,,,,
player,201112040chi,chi,VenaWi00,def_int_long,0,,,,,
player,201112040chi,chi,VenaWi00,pass_defended,0,,,,,
player,201112040chi,chi,VenaWi00,sacks,0.0,,,,,
player,201112040chi,chi,VenaWi00,tackles_combined,1,,,,,
player,201112040chi,chi,VenaWi00,tackles_solo,1,,,,,
player,201112040chi,chi,VenaWi00,tackles_assists,0,,,,,
player,201112040chi,chi,VenaWi00,tackles_loss,0,,,,,
player,201112040chi,chi,VenaWi00,qb_hits,0,,,,,
player,201112040chi,chi,VenaWi00,fumbles_rec,0,,,,,
player,201112040chi,chi,VenaWi00,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,VenaWi00,fumbles_rec_td,0,,,,,
player,201112040chi,chi,VenaWi00,fumbles_forced,0,,,,,
player,201112040chi,chi,BowmZa20,def_int,0,,,,,
player,201112040chi,chi,BowmZa20,def_int_yds,0,,,,,
player,201112040chi,chi,BowmZa20,def_int_td,0,,,,,
player,201112040chi,chi,BowmZa20,def_int_long,0,,,,,
player,201112040chi,chi,BowmZa20,pass_defended,0,,,,,
player,201112040chi,chi,BowmZa20,sacks,0.0,,,,,
player,201112040chi,chi,BowmZa20,tackles_combined,0,,,,,
player,201112040chi,chi,BowmZa20,tackles_solo,0,,,,,
player,201112040chi,chi,BowmZa20,tackles_assists,0,,,,,
player,201112040chi,chi,BowmZa20,tackles_loss,0,,,,,
player,201112040chi,chi,BowmZa20,qb_hits,0,,,,,
player,201112040chi,chi,BowmZa20,fumbles_rec,1,,,,,
player,201112040chi,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201112040chi,chi,BowmZa20,fumbles_forced,0,,,,,
player,201112040chi,chi,HestDe99,def_int,0,,,,,
player,201112040chi,chi,HestDe99,def_int_yds,0,,,,,
player,201112040chi,chi,HestDe99,def_int_td,0,,,,,
player,201112040chi,chi,HestDe99,def_int_long,0,,,,,
player,201112040chi,chi,HestDe99,pass_defended,0,,,,,
player,201112040chi,chi,HestDe99,sacks,0.0,,,,,
player,201112040chi,chi,HestDe99,tackles_combined,0,,,,,
player,201112040chi,chi,HestDe99,tackles_solo,0,,,,,
player,201112040chi,chi,HestDe99,tackles_assists,0,,,,,
player,201112040chi,chi,HestDe99,tackles_loss,0,,,,,
player,201112040chi,chi,HestDe99,qb_hits,0,,,,,
player,201112040chi,chi,HestDe99,fumbles_rec,1,,,,,
player,201112040chi,chi,HestDe99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,HestDe99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,HestDe99,fumbles_forced,0,,,,,
player,201112040chi,kan,ArenJa99,kick_ret,1,,,,,
player,201112040chi,kan,ArenJa99,kick_ret_yds,17,,,,,
player,201112040chi,kan,ArenJa99,kick_ret_yds_per_ret,17.0,,,,,
player,201112040chi,kan,ArenJa99,kick_ret_td,0,,,,,
player,201112040chi,kan,ArenJa99,kick_ret_long,17,,,,,
player,201112040chi,kan,ArenJa99,punt_ret,3,,,,,
player,201112040chi,kan,ArenJa99,punt_ret_yds,13,,,,,
player,201112040chi,kan,ArenJa99,punt_ret_yds_per_ret,4.3,,,,,
player,201112040chi,kan,ArenJa99,punt_ret_td,0,,,,,
player,201112040chi,kan,ArenJa99,punt_ret_long,7,,,,,
player,201112040chi,kan,BrowJa00,kick_ret,0,,,,,
player,201112040chi,kan,BrowJa00,kick_ret_yds,0,,,,,
player,201112040chi,kan,BrowJa00,kick_ret_yds_per_ret,,,,,,
player,201112040chi,kan,BrowJa00,kick_ret_td,0,,,,,
player,201112040chi,kan,BrowJa00,kick_ret_long,0,,,,,
player,201112040chi,kan,BrowJa00,punt_ret,1,,,,,
player,201112040chi,kan,BrowJa00,punt_ret_yds,0,,,,,
player,201112040chi,kan,BrowJa00,punt_ret_yds_per_ret,0.0,,,,,
player,201112040chi,kan,BrowJa00,punt_ret_td,0,,,,,
player,201112040chi,kan,BrowJa00,punt_ret_long,0,,,,,
player,201112040chi,kan,PiscSa99,kick_ret,0,,,,,
player,201112040chi,kan,PiscSa99,kick_ret_yds,0,,,,,
player,201112040chi,kan,PiscSa99,kick_ret_yds_per_ret,,,,,,
player,201112040chi,kan,PiscSa99,kick_ret_td,0,,,,,
player,201112040chi,kan,PiscSa99,kick_ret_long,0,,,,,
player,201112040chi,kan,PiscSa99,punt_ret,1,,,,,
player,201112040chi,kan,PiscSa99,punt_ret_yds,0,,,,,
player,201112040chi,kan,PiscSa99,punt_ret_yds_per_ret,0.0,,,,,
player,201112040chi,kan,PiscSa99,punt_ret_td,0,,,,,
player,201112040chi,kan,PiscSa99,punt_ret_long,0,,,,,
player,201112040chi,kan,McClDe00,kick_ret,1,,,,,
player,201112040chi,kan,McClDe00,kick_ret_yds,23,,,,,
player,201112040chi,kan,McClDe00,kick_ret_yds_per_ret,23.0,,,,,
player,201112040chi,kan,McClDe00,kick_ret_td,0,,,,,
player,201112040chi,kan,McClDe00,kick_ret_long,23,,,,,
player,201112040chi,kan,McClDe00,punt_ret,0,,,,,
player,201112040chi,kan,McClDe00,punt_ret_yds,0,,,,,
player,201112040chi,kan,McClDe00,punt_ret_yds_per_ret,,,,,,
player,201112040chi,kan,McClDe00,punt_ret_td,0,,,,,
player,201112040chi,kan,McClDe00,punt_ret_long,0,,,,,
player,201112040chi,chi,HestDe99,kick_ret,1,,,,,
player,201112040chi,chi,HestDe99,kick_ret_yds,23,,,,,
player,201112040chi,chi,HestDe99,kick_ret_yds_per_ret,23.0,,,,,
player,201112040chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201112040chi,chi,HestDe99,kick_ret_long,23,,,,,
player,201112040chi,chi,HestDe99,punt_ret,3,,,,,
player,201112040chi,chi,HestDe99,punt_ret_yds,39,,,,,
player,201112040chi,chi,HestDe99,punt_ret_yds_per_ret,13.0,,,,,
player,201112040chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201112040chi,chi,HestDe99,punt_ret_long,44,,,,,
player,201112040chi,kan,SuccRy44,xpm,1,,,,,
player,201112040chi,kan,SuccRy44,xpa,1,,,,,
player,201112040chi,kan,SuccRy44,fgm,1,,,,,
player,201112040chi,kan,SuccRy44,fga,1,,,,,
player,201112040chi,kan,SuccRy44,punt,0,,,,,
player,201112040chi,kan,SuccRy44,punt_yds,0,,,,,
player,201112040chi,kan,SuccRy44,punt_yds_per_punt,,,,,,
player,201112040chi,kan,SuccRy44,punt_long,0,,,,,
player,201112040chi,kan,ColqDu20,xpm,,,,,,
player,201112040chi,kan,ColqDu20,xpa,,,,,,
player,201112040chi,kan,ColqDu20,fgm,,,,,,
player,201112040chi,kan,ColqDu20,fga,,,,,,
player,201112040chi,kan,ColqDu20,punt,11,,,,,
player,201112040chi,kan,ColqDu20,punt_yds,447,,,,,
player,201112040chi,kan,ColqDu20,punt_yds_per_punt,40.6,,,,,
player,201112040chi,kan,ColqDu20,punt_long,53,,,,,
player,201112040chi,chi,PodlAd20,xpm,,,,,,
player,201112040chi,chi,PodlAd20,xpa,,,,,,
player,201112040chi,chi,PodlAd20,fgm,,,,,,
player,201112040chi,chi,PodlAd20,fga,,,,,,
player,201112040chi,chi,PodlAd20,punt,7,,,,,
player,201112040chi,chi,PodlAd20,punt_yds,304,,,,,
player,201112040chi,chi,PodlAd20,punt_yds_per_punt,43.4,,,,,
player,201112040chi,chi,PodlAd20,punt_long,54,,,,,
player,201112040chi,chi,gouldrob01,xpm,,,,,,
player,201112040chi,chi,gouldrob01,xpa,,,,,,
player,201112040chi,chi,gouldrob01,fgm,1,,,,,
player,201112040chi,chi,gouldrob01,fga,2,,,,,
player,201112040chi,chi,gouldrob01,punt,0,,,,,
player,201112040chi,chi,gouldrob01,punt_yds,0,,,,,
player,201112040chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201112040chi,chi,gouldrob01,punt_long,0,,,,,
