game,2011,13,20111204,201112040chi,kan,"Kansas City Chiefs",10,chi,"Chicago Bears",3
player,201112040chi,chi,BellKa00,pass_int,0,,,,,
player,201112040chi,chi,BellKa00,pass_sacked,0,,,,,
player,201112040chi,chi,BellKa00,pass_sacked_yds,0,,,,,
player,201112040chi,chi,BellKa00,pass_long,0,,,,,
player,201112040chi,chi,BellKa00,pass_rating,,,,,,
player,201112040chi,chi,BellKa00,rush_att,4,,,,,
player,201112040chi,chi,BellKa00,rush_yds,34,,,,,
player,201112040chi,chi,BellKa00,rush_td,0,,,,,
player,201112040chi,chi,BellKa00,rush_long,26,,,,,
player,201112040chi,chi,BellKa00,targets,1,,,,,
player,201112040chi,chi,BellKa00,rec,0,,,,,
player,201112040chi,chi,BellKa00,rec_yds,0,,,,,
player,201112040chi,chi,BellKa00,rec_td,0,,,,,
player,201112040chi,chi,BellKa00,rec_long,0,,,,,
player,201112040chi,chi,BellKa00,fumbles,0,,,,,
player,201112040chi,chi,BellKa00,fumbles_lost,,,,,,
player,201112040chi,chi,FortMa00,pass_cmp,0,,,,,
player,201112040chi,chi,FortMa00,pass_att,0,,,,,
player,201112040chi,chi,FortMa00,pass_yds,0,,,,,
player,201112040chi,chi,FortMa00,pass_td,0,,,,,
player,201112040chi,chi,FortMa00,pass_int,0,,,,,
player,201112040chi,chi,FortMa00,pass_sacked,0,,,,,
player,201112040chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201112040chi,chi,FortMa00,pass_long,0,,,,,
player,201112040chi,chi,FortMa00,pass_rating,,,,,,
player,201112040chi,chi,FortMa00,rush_att,5,,,,,
player,201112040chi,chi,FortMa00,rush_yds,12,,,,,
player,201112040chi,chi,FortMa00,rush_td,0,,,,,
player,201112040chi,chi,FortMa00,rush_long,5,,,,,
player,201112040chi,chi,FortMa00,targets,0,,,,,
player,201112040chi,chi,FortMa00,rec,0,,,,,
player,201112040chi,chi,FortMa00,rec_yds,0,,,,,
player,201112040chi,chi,FortMa00,rec_td,0,,,,,
player,201112040chi,chi,FortMa00,rec_long,0,,,,,
player,201112040chi,chi,FortMa00,fumbles,0,,,,,
player,201112040chi,chi,FortMa00,fumbles_lost,,,,,,
player,201112040chi,chi,KnoxJo00,pass_cmp,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_att,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_yds,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_td,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_int,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_sacked,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_sacked_yds,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_long,0,,,,,
player,201112040chi,chi,KnoxJo00,pass_rating,,,,,,
player,201112040chi,chi,KnoxJo00,rush_att,0,,,,,
player,201112040chi,chi,KnoxJo00,rush_yds,0,,,,,
player,201112040chi,chi,KnoxJo00,rush_td,0,,,,,
player,201112040chi,chi,KnoxJo00,rush_long,0,,,,,
player,201112040chi,chi,KnoxJo00,targets,8,,,,,
player,201112040chi,chi,KnoxJo00,rec,5,,,,,
player,201112040chi,chi,KnoxJo00,rec_yds,53,,,,,
player,201112040chi,chi,KnoxJo00,rec_td,0,,,,,
player,201112040chi,chi,KnoxJo00,rec_long,17,,,,,
player,201112040chi,chi,KnoxJo00,fumbles,0,,,,,
player,201112040chi,chi,KnoxJo00,fumbles_lost,,,,,,
player,201112040chi,chi,DaviKe01,pass_cmp,0,,,,,
player,201112040chi,chi,DaviKe01,pass_att,0,,,,,
player,201112040chi,chi,DaviKe01,pass_yds,0,,,,,
player,201112040chi,chi,DaviKe01,pass_td,0,,,,,
player,201112040chi,chi,DaviKe01,pass_int,0,,,,,
player,201112040chi,chi,DaviKe01,pass_sacked,0,,,,,
player,201112040chi,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201112040chi,chi,DaviKe01,pass_long,0,,,,,
player,201112040chi,chi,DaviKe01,pass_rating,,,,,,
player,201112040chi,chi,DaviKe01,rush_att,0,,,,,
player,201112040chi,chi,DaviKe01,rush_yds,0,,,,,
player,201112040chi,chi,DaviKe01,rush_td,0,,,,,
player,201112040chi,chi,DaviKe01,rush_long,0,,,,,
player,201112040chi,chi,DaviKe01,targets,2,,,,,
player,201112040chi,chi,DaviKe01,rec,2,,,,,
player,201112040chi,chi,DaviKe01,rec_yds,40,,,,,
player,201112040chi,chi,DaviKe01,rec_td,0,,,,,
player,201112040chi,chi,DaviKe01,rec_long,28,,,,,
player,201112040chi,chi,DaviKe01,fumbles,0,,,,,
player,201112040chi,chi,DaviKe01,fumbles_lost,,,,,,
player,201112040chi,chi,HestDe99,pass_cmp,0,,,,,
player,201112040chi,chi,HestDe99,pass_att,0,,,,,
player,201112040chi,chi,HestDe99,pass_yds,0,,,,,
player,201112040chi,chi,HestDe99,pass_td,0,,,,,
player,201112040chi,chi,HestDe99,pass_int,0,,,,,
player,201112040chi,chi,HestDe99,pass_sacked,0,,,,,
player,201112040chi,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201112040chi,chi,HestDe99,pass_long,0,,,,,
player,201112040chi,chi,HestDe99,pass_rating,,,,,,
player,201112040chi,chi,HestDe99,rush_att,0,,,,,
player,201112040chi,chi,HestDe99,rush_yds,0,,,,,
player,201112040chi,chi,HestDe99,rush_td,0,,,,,
player,201112040chi,chi,HestDe99,rush_long,0,,,,,
player,201112040chi,chi,HestDe99,targets,4,,,,,
player,201112040chi,chi,HestDe99,rec,3,,,,,
player,201112040chi,chi,HestDe99,rec_yds,35,,,,,
player,201112040chi,chi,HestDe99,rec_td,0,,,,,
player,201112040chi,chi,HestDe99,rec_long,17,,,,,
player,201112040chi,chi,HestDe99,fumbles,1,,,,,
player,201112040chi,chi,HestDe99,fumbles_lost,0,,,,,
player,201112040chi,chi,BennEa00,pass_cmp,0,,,,,
player,201112040chi,chi,BennEa00,pass_att,0,,,,,
player,201112040chi,chi,BennEa00,pass_yds,0,,,,,
player,201112040chi,chi,BennEa00,pass_td,0,,,,,
player,201112040chi,chi,BennEa00,pass_int,0,,,,,
player,201112040chi,chi,BennEa00,pass_sacked,0,,,,,
player,201112040chi,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201112040chi,chi,BennEa00,pass_long,0,,,,,
player,201112040chi,chi,BennEa00,pass_rating,,,,,,
player,201112040chi,chi,BennEa00,rush_att,0,,,,,
player,201112040chi,chi,BennEa00,rush_yds,0,,,,,
player,201112040chi,chi,BennEa00,rush_td,0,,,,,
player,201112040chi,chi,BennEa00,rush_long,0,,,,,
player,201112040chi,chi,BennEa00,targets,4,,,,,
player,201112040chi,chi,BennEa00,rec,1,,,,,
player,201112040chi,chi,BennEa00,rec_yds,5,,,,,
player,201112040chi,chi,BennEa00,rec_td,0,,,,,
player,201112040chi,chi,BennEa00,rec_long,5,,,,,
player,201112040chi,chi,BennEa00,fumbles,0,,,,,
player,201112040chi,chi,BennEa00,fumbles_lost,,,,,,
player,201112040chi,chi,HurdSa00,pass_cmp,0,,,,,
player,201112040chi,chi,HurdSa00,pass_att,0,,,,,
player,201112040chi,chi,HurdSa00,pass_yds,0,,,,,
player,201112040chi,chi,HurdSa00,pass_td,0,,,,,
player,201112040chi,chi,HurdSa00,pass_int,0,,,,,
player,201112040chi,chi,HurdSa00,pass_sacked,0,,,,,
player,201112040chi,chi,HurdSa00,pass_sacked_yds,0,,,,,
player,201112040chi,chi,HurdSa00,pass_long,0,,,,,
player,201112040chi,chi,HurdSa00,pass_rating,,,,,,
player,201112040chi,chi,HurdSa00,rush_att,0,,,,,
player,201112040chi,chi,HurdSa00,rush_yds,0,,,,,
player,201112040chi,chi,HurdSa00,rush_td,0,,,,,
player,201112040chi,chi,HurdSa00,rush_long,0,,,,,
player,201112040chi,chi,HurdSa00,targets,2,,,,,
player,201112040chi,chi,HurdSa00,rec,0,,,,,
player,201112040chi,chi,HurdSa00,rec_yds,0,,,,,
player,201112040chi,chi,HurdSa00,rec_td,0,,,,,
player,201112040chi,chi,HurdSa00,rec_long,0,,,,,
player,201112040chi,chi,HurdSa00,fumbles,0,,,,,
player,201112040chi,chi,HurdSa00,fumbles_lost,,,,,,
player,201112040chi,chi,SanzDa00,pass_cmp,0,,,,,
player,201112040chi,chi,SanzDa00,pass_att,0,,,,,
player,201112040chi,chi,SanzDa00,pass_yds,0,,,,,
player,201112040chi,chi,SanzDa00,pass_td,0,,,,,
player,201112040chi,chi,SanzDa00,pass_int,0,,,,,
player,201112040chi,chi,SanzDa00,pass_sacked,0,,,,,
player,201112040chi,chi,SanzDa00,pass_sacked_yds,0,,,,,
player,201112040chi,chi,SanzDa00,pass_long,0,,,,,
player,201112040chi,chi,SanzDa00,pass_rating,,,,,,
player,201112040chi,chi,SanzDa00,rush_att,0,,,,,
player,201112040chi,chi,SanzDa00,rush_yds,0,,,,,
player,201112040chi,chi,SanzDa00,rush_td,0,,,,,
player,201112040chi,chi,SanzDa00,rush_long,0,,,,,
player,201112040chi,chi,SanzDa00,targets,1,,,,,
