game,2011,7,20111023,201110230dal,ram,"St. Louis Rams",7,dal,"Dallas Cowboys",34
player,201110230dal,ram,JackSt00,pass_att,0,,,,,
player,201110230dal,ram,JackSt00,pass_yds,0,,,,,
player,201110230dal,ram,JackSt00,pass_td,0,,,,,
player,201110230dal,ram,JackSt00,pass_int,0,,,,,
player,201110230dal,ram,JackSt00,pass_sacked,0,,,,,
player,201110230dal,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,JackSt00,pass_long,0,,,,,
player,201110230dal,ram,JackSt00,pass_rating,,,,,,
player,201110230dal,ram,JackSt00,rush_att,18,,,,,
player,201110230dal,ram,JackSt00,rush_yds,70,,,,,
player,201110230dal,ram,JackSt00,rush_td,1,,,,,
player,201110230dal,ram,JackSt00,rush_long,40,,,,,
player,201110230dal,ram,JackSt00,targets,5,,,,,
player,201110230dal,ram,JackSt00,rec,4,,,,,
player,201110230dal,ram,JackSt00,rec_yds,3,,,,,
player,201110230dal,ram,JackSt00,rec_td,0,,,,,
player,201110230dal,ram,JackSt00,rec_long,8,,,,,
player,201110230dal,ram,JackSt00,fumbles,0,,,,,
player,201110230dal,ram,JackSt00,fumbles_lost,,,,,,
player,201110230dal,ram,WillCa02,pass_cmp,0,,,,,
player,201110230dal,ram,WillCa02,pass_att,0,,,,,
player,201110230dal,ram,WillCa02,pass_yds,0,,,,,
player,201110230dal,ram,WillCa02,pass_td,0,,,,,
player,201110230dal,ram,WillCa02,pass_int,0,,,,,
player,201110230dal,ram,WillCa02,pass_sacked,0,,,,,
player,201110230dal,ram,WillCa02,pass_sacked_yds,0,,,,,
player,201110230dal,ram,WillCa02,pass_long,0,,,,,
player,201110230dal,ram,WillCa02,pass_rating,,,,,,
player,201110230dal,ram,WillCa02,rush_att,2,,,,,
player,201110230dal,ram,WillCa02,rush_yds,1,,,,,
player,201110230dal,ram,WillCa02,rush_td,0,,,,,
player,201110230dal,ram,WillCa02,rush_long,1,,,,,
player,201110230dal,ram,WillCa02,targets,1,,,,,
player,201110230dal,ram,WillCa02,rec,1,,,,,
player,201110230dal,ram,WillCa02,rec_yds,13,,,,,
player,201110230dal,ram,WillCa02,rec_td,0,,,,,
player,201110230dal,ram,WillCa02,rec_long,13,,,,,
player,201110230dal,ram,WillCa02,fumbles,1,,,,,
player,201110230dal,ram,WillCa02,fumbles_lost,1,,,,,
player,201110230dal,ram,LloyBr00,pass_cmp,0,,,,,
player,201110230dal,ram,LloyBr00,pass_att,0,,,,,
player,201110230dal,ram,LloyBr00,pass_yds,0,,,,,
player,201110230dal,ram,LloyBr00,pass_td,0,,,,,
player,201110230dal,ram,LloyBr00,pass_int,0,,,,,
player,201110230dal,ram,LloyBr00,pass_sacked,0,,,,,
player,201110230dal,ram,LloyBr00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,LloyBr00,pass_long,0,,,,,
player,201110230dal,ram,LloyBr00,pass_rating,,,,,,
player,201110230dal,ram,LloyBr00,rush_att,0,,,,,
player,201110230dal,ram,LloyBr00,rush_yds,0,,,,,
player,201110230dal,ram,LloyBr00,rush_td,0,,,,,
player,201110230dal,ram,LloyBr00,rush_long,0,,,,,
player,201110230dal,ram,LloyBr00,targets,12,,,,,
player,201110230dal,ram,LloyBr00,rec,6,,,,,
player,201110230dal,ram,LloyBr00,rec_yds,74,,,,,
player,201110230dal,ram,LloyBr00,rec_td,0,,,,,
player,201110230dal,ram,LloyBr00,rec_long,34,,,,,
player,201110230dal,ram,LloyBr00,fumbles,0,,,,,
player,201110230dal,ram,LloyBr00,fumbles_lost,,,,,,
player,201110230dal,ram,HoomMi00,pass_cmp,0,,,,,
player,201110230dal,ram,HoomMi00,pass_att,0,,,,,
player,201110230dal,ram,HoomMi00,pass_yds,0,,,,,
player,201110230dal,ram,HoomMi00,pass_td,0,,,,,
player,201110230dal,ram,HoomMi00,pass_int,0,,,,,
player,201110230dal,ram,HoomMi00,pass_sacked,0,,,,,
player,201110230dal,ram,HoomMi00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,HoomMi00,pass_long,0,,,,,
player,201110230dal,ram,HoomMi00,pass_rating,,,,,,
player,201110230dal,ram,HoomMi00,rush_att,0,,,,,
player,201110230dal,ram,HoomMi00,rush_yds,0,,,,,
player,201110230dal,ram,HoomMi00,rush_td,0,,,,,
player,201110230dal,ram,HoomMi00,rush_long,0,,,,,
player,201110230dal,ram,HoomMi00,targets,3,,,,,
player,201110230dal,ram,HoomMi00,rec,3,,,,,
player,201110230dal,ram,HoomMi00,rec_yds,44,,,,,
player,201110230dal,ram,HoomMi00,rec_td,0,,,,,
player,201110230dal,ram,HoomMi00,rec_long,27,,,,,
player,201110230dal,ram,HoomMi00,fumbles,0,,,,,
player,201110230dal,ram,HoomMi00,fumbles_lost,,,,,,
player,201110230dal,ram,SalaGr00,pass_cmp,0,,,,,
player,201110230dal,ram,SalaGr00,pass_att,0,,,,,
player,201110230dal,ram,SalaGr00,pass_yds,0,,,,,
player,201110230dal,ram,SalaGr00,pass_td,0,,,,,
player,201110230dal,ram,SalaGr00,pass_int,0,,,,,
player,201110230dal,ram,SalaGr00,pass_sacked,0,,,,,
player,201110230dal,ram,SalaGr00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,SalaGr00,pass_long,0,,,,,
player,201110230dal,ram,SalaGr00,pass_rating,,,,,,
player,201110230dal,ram,SalaGr00,rush_att,0,,,,,
player,201110230dal,ram,SalaGr00,rush_yds,0,,,,,
player,201110230dal,ram,SalaGr00,rush_td,0,,,,,
player,201110230dal,ram,SalaGr00,rush_long,0,,,,,
player,201110230dal,ram,SalaGr00,targets,2,,,,,
player,201110230dal,ram,SalaGr00,rec,2,,,,,
player,201110230dal,ram,SalaGr00,rec_yds,33,,,,,
player,201110230dal,ram,SalaGr00,rec_td,0,,,,,
player,201110230dal,ram,SalaGr00,rec_long,21,,,,,
player,201110230dal,ram,SalaGr00,fumbles,0,,,,,
player,201110230dal,ram,SalaGr00,fumbles_lost,,,,,,
player,201110230dal,ram,BajeBi00,pass_cmp,0,,,,,
player,201110230dal,ram,BajeBi00,pass_att,0,,,,,
player,201110230dal,ram,BajeBi00,pass_yds,0,,,,,
player,201110230dal,ram,BajeBi00,pass_td,0,,,,,
player,201110230dal,ram,BajeBi00,pass_int,0,,,,,
player,201110230dal,ram,BajeBi00,pass_sacked,0,,,,,
player,201110230dal,ram,BajeBi00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,BajeBi00,pass_long,0,,,,,
player,201110230dal,ram,BajeBi00,pass_rating,,,,,,
player,201110230dal,ram,BajeBi00,rush_att,0,,,,,
player,201110230dal,ram,BajeBi00,rush_yds,0,,,,,
player,201110230dal,ram,BajeBi00,rush_td,0,,,,,
player,201110230dal,ram,BajeBi00,rush_long,0,,,,,
player,201110230dal,ram,BajeBi00,targets,2,,,,,
player,201110230dal,ram,BajeBi00,rec,2,,,,,
player,201110230dal,ram,BajeBi00,rec_yds,20,,,,,
player,201110230dal,ram,BajeBi00,rec_td,0,,,,,
player,201110230dal,ram,BajeBi00,rec_long,12,,,,,
player,201110230dal,ram,BajeBi00,fumbles,0,,,,,
player,201110230dal,ram,BajeBi00,fumbles_lost,,,,,,
player,201110230dal,ram,AlexDa00,pass_cmp,0,,,,,
player,201110230dal,ram,AlexDa00,pass_att,0,,,,,
player,201110230dal,ram,AlexDa00,pass_yds,0,,,,,
player,201110230dal,ram,AlexDa00,pass_td,0,,,,,
player,201110230dal,ram,AlexDa00,pass_int,0,,,,,
player,201110230dal,ram,AlexDa00,pass_sacked,0,,,,,
player,201110230dal,ram,AlexDa00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,AlexDa00,pass_long,0,,,,,
player,201110230dal,ram,AlexDa00,pass_rating,,,,,,
player,201110230dal,ram,AlexDa00,rush_att,0,,,,,
player,201110230dal,ram,AlexDa00,rush_yds,0,,,,,
player,201110230dal,ram,AlexDa00,rush_td,0,,,,,
player,201110230dal,ram,AlexDa00,rush_long,0,,,,,
player,201110230dal,ram,AlexDa00,targets,6,,,,,
player,201110230dal,ram,AlexDa00,rec,2,,,,,
player,201110230dal,ram,AlexDa00,rec_yds,9,,,,,
player,201110230dal,ram,AlexDa00,rec_td,0,,,,,
player,201110230dal,ram,AlexDa00,rec_long,6,,,,,
player,201110230dal,ram,AlexDa00,fumbles,0,,,,,
player,201110230dal,ram,AlexDa00,fumbles_lost,,,,,,
player,201110230dal,ram,KendLa00,pass_cmp,0,,,,,
player,201110230dal,ram,KendLa00,pass_att,0,,,,,
player,201110230dal,ram,KendLa00,pass_yds,0,,,,,
player,201110230dal,ram,KendLa00,pass_td,0,,,,,
player,201110230dal,ram,KendLa00,pass_int,0,,,,,
player,201110230dal,ram,KendLa00,pass_sacked,0,,,,,
player,201110230dal,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201110230dal,ram,KendLa00,pass_long,0,,,,,
player,201110230dal,ram,KendLa00,pass_rating,,,,,,
player,201110230dal,ram,KendLa00,rush_att,0,,,,,
player,201110230dal,ram,KendLa00,rush_yds,0,,,,,
player,201110230dal,ram,KendLa00,rush_td,0,,,,,
player,201110230dal,ram,KendLa00,rush_long,0,,,,,
player,201110230dal,ram,KendLa00,targets,1,,,,,
player,201110230dal,ram,KendLa00,rec,0,,,,,
player,201110230dal,ram,KendLa00,rec_yds,0,,,,,
player,201110230dal,ram,KendLa00,rec_td,0,,,,,
player,201110230dal,ram,KendLa00,rec_long,0,,,,,
player,201110230dal,ram,KendLa00,fumbles,0,,,,,
player,201110230dal,ram,KendLa00,fumbles_lost,,,,,,
player,201110230dal,dal,RomoTo00,pass_cmp,14,,,,,
player,201110230dal,dal,RomoTo00,pass_att,24,,,,,
player,201110230dal,dal,RomoTo00,pass_yds,166,,,,,
player,201110230dal,dal,RomoTo00,pass_td,2,,,,,
player,201110230dal,dal,RomoTo00,pass_int,0,,,,,
player,201110230dal,dal,RomoTo00,pass_sacked,2,,,,,
player,201110230dal,dal,RomoTo00,pass_sacked_yds,15,,,,,
player,201110230dal,dal,RomoTo00,pass_long,34,,,,,
player,201110230dal,dal,RomoTo00,pass_rating,107.3,,,,,
player,201110230dal,dal,RomoTo00,rush_att,0,,,,,
player,201110230dal,dal,RomoTo00,rush_yds,0,,,,,
player,201110230dal,dal,RomoTo00,rush_td,0,,,,,
player,201110230dal,dal,RomoTo00,rush_long,0,,,,,
player,201110230dal,dal,RomoTo00,targets,0,,,,,
player,201110230dal,dal,RomoTo00,rec,0,,,,,
player,201110230dal,dal,RomoTo00,rec_yds,0,,,,,
player,201110230dal,dal,RomoTo00,rec_td,0,,,,,
player,201110230dal,dal,RomoTo00,rec_long,0,,,,,
player,201110230dal,dal,RomoTo00,fumbles,0,,,,,
player,201110230dal,dal,RomoTo00,fumbles_lost,,,,,,
player,201110230dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201110230dal,dal,MurrDe00,pass_att,0,,,,,
player,201110230dal,dal,MurrDe00,pass_yds,0,,,,,
player,201110230dal,dal,MurrDe00,pass_td,0,,,,,
player,201110230dal,dal,MurrDe00,pass_int,0,,,,,
player,201110230dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201110230dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201110230dal,dal,MurrDe00,pass_long,0,,,,,
player,201110230dal,dal,MurrDe00,pass_rating,,,,,,
player,201110230dal,dal,MurrDe00,rush_att,25,,,,,
player,201110230dal,dal,MurrDe00,rush_yds,253,,,,,
player,201110230dal,dal,MurrDe00,rush_td,1,,,,,
player,201110230dal,dal,MurrDe00,rush_long,91,,,,,
player,201110230dal,dal,MurrDe00,targets,2,,,,,
player,201110230dal,dal,MurrDe00,rec,0,,,,,
player,201110230dal,dal,MurrDe00,rec_yds,0,,,,,
player,201110230dal,dal,MurrDe00,rec_td,0,,,,,
player,201110230dal,dal,MurrDe00,rec_long,0,,,,,
player,201110230dal,dal,MurrDe00,fumbles,0,,,,,
player,201110230dal,dal,MurrDe00,fumbles_lost,,,,,,
player,201110230dal,dal,TannPh00,pass_cmp,0,,,,,
player,201110230dal,dal,TannPh00,pass_att,0,,,,,
player,201110230dal,dal,TannPh00,pass_yds,0,,,,,
player,201110230dal,dal,TannPh00,pass_td,0,,,,,
player,201110230dal,dal,TannPh00,pass_int,0,,,,,
player,201110230dal,dal,TannPh00,pass_sacked,0,,,,,
player,201110230dal,dal,TannPh00,pass_sacked_yds,0,,,,,
player,201110230dal,dal,TannPh00,pass_long,0,,,,,
player,201110230dal,dal,TannPh00,pass_rating,,,,,,
player,201110230dal,dal,TannPh00,rush_att,6,,,,,
player,201110230dal,dal,TannPh00,rush_yds,34,,,,,
player,201110230dal,dal,TannPh00,rush_td,1,,,,,
player,201110230dal,dal,TannPh00,rush_long,17,,,,,
player,201110230dal,dal,TannPh00,targets,0,,,,,
player,201110230dal,dal,TannPh00,rec,0,,,,,
player,201110230dal,dal,TannPh00,rec_yds,0,,,,,
player,201110230dal,dal,TannPh00,rec_td,0,,,,,
player,201110230dal,dal,TannPh00,rec_long,0,,,,,
player,201110230dal,dal,TannPh00,fumbles,0,,,,,
player,201110230dal,dal,TannPh00,fumbles_lost,,,,,,
player,201110230dal,dal,ChoiTa00,pass_cmp,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_att,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_yds,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_td,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_int,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_sacked,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_sacked_yds,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_long,0,,,,,
player,201110230dal,dal,ChoiTa00,pass_rating,,,,,,
player,201110230dal,dal,ChoiTa00,rush_att,2,,,,,
player,201110230dal,dal,ChoiTa00,rush_yds,8,,,,,
player,201110230dal,dal,ChoiTa00,rush_td,0,,,,,
player,201110230dal,dal,ChoiTa00,rush_long,7,,,,,
player,201110230dal,dal,ChoiTa00,targets,0,,,,,
player,201110230dal,dal,ChoiTa00,rec,0,,,,,
player,201110230dal,dal,ChoiTa00,rec_yds,0,,,,,
player,201110230dal,dal,ChoiTa00,rec_td,0,,,,,
player,201110230dal,dal,ChoiTa00,rec_long,0,,,,,
player,201110230dal,dal,ChoiTa00,fumbles,1,,,,,
player,201110230dal,dal,ChoiTa00,fumbles_lost,1,,,,,
player,201110230dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201110230dal,dal,BryaDe01,pass_att,0,,,,,
player,201110230dal,dal,BryaDe01,pass_yds,0,,,,,
player,201110230dal,dal,BryaDe01,pass_td,0,,,,,
player,201110230dal,dal,BryaDe01,pass_int,0,,,,,
player,201110230dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201110230dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201110230dal,dal,BryaDe01,pass_long,0,,,,,
player,201110230dal,dal,BryaDe01,pass_rating,,,,,,
player,201110230dal,dal,BryaDe01,rush_att,0,,,,,
player,201110230dal,dal,BryaDe01,rush_yds,0,,,,,
player,201110230dal,dal,BryaDe01,rush_td,0,,,,,
player,201110230dal,dal,BryaDe01,rush_long,0,,,,,
player,201110230dal,dal,BryaDe01,targets,8,,,,,
player,201110230dal,dal,BryaDe01,rec,5,,,,,
player,201110230dal,dal,BryaDe01,rec_yds,90,,,,,
player,201110230dal,dal,BryaDe01,rec_td,1,,,,,
player,201110230dal,dal,BryaDe01,rec_long,34,,,,,
player,201110230dal,dal,BryaDe01,fumbles,0,,,,,
player,201110230dal,dal,BryaDe01,fumbles_lost,,,,,,
player,201110230dal,dal,WittJa00,pass_cmp,0,,,,,
player,201110230dal,dal,WittJa00,pass_att,0,,,,,
player,201110230dal,dal,WittJa00,pass_yds,0,,,,,
player,201110230dal,dal,WittJa00,pass_td,0,,,,,
player,201110230dal,dal,WittJa00,pass_int,0,,,,,
player,201110230dal,dal,WittJa00,pass_sacked,0,,,,,
player,201110230dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201110230dal,dal,WittJa00,pass_long,0,,,,,
player,201110230dal,dal,WittJa00,pass_rating,,,,,,
player,201110230dal,dal,WittJa00,rush_att,0,,,,,
player,201110230dal,dal,WittJa00,rush_yds,0,,,,,
player,201110230dal,dal,WittJa00,rush_td,0,,,,,
player,201110230dal,dal,WittJa00,rush_long,0,,,,,
player,201110230dal,dal,WittJa00,targets,6,,,,,
player,201110230dal,dal,WittJa00,rec,5,,,,,
player,201110230dal,dal,WittJa00,rec_yds,35,,,,,
player,201110230dal,dal,WittJa00,rec_td,1,,,,,
player,201110230dal,dal,WittJa00,rec_long,18,,,,,
player,201110230dal,dal,WittJa00,fumbles,0,,,,,
player,201110230dal,dal,WittJa00,fumbles_lost,,,,,,
player,201110230dal,dal,RobiLa01,pass_cmp,0,,,,,
player,201110230dal,dal,RobiLa01,pass_att,0,,,,,
player,201110230dal,dal,RobiLa01,pass_yds,0,,,,,
player,201110230dal,dal,RobiLa01,pass_td,0,,,,,
player,201110230dal,dal,RobiLa01,pass_int,0,,,,,
player,201110230dal,dal,RobiLa01,pass_sacked,0,,,,,
player,201110230dal,dal,RobiLa01,pass_sacked_yds,0,,,,,
player,201110230dal,dal,RobiLa01,pass_long,0,,,,,
player,201110230dal,dal,RobiLa01,pass_rating,,,,,,
player,201110230dal,dal,RobiLa01,rush_att,0,,,,,
player,201110230dal,dal,RobiLa01,rush_yds,0,,,,,
player,201110230dal,dal,RobiLa01,rush_td,0,,,,,
player,201110230dal,dal,RobiLa01,rush_long,0,,,,,
player,201110230dal,dal,RobiLa01,targets,3,,,,,
player,201110230dal,dal,RobiLa01,rec,2,,,,,
player,201110230dal,dal,RobiLa01,rec_yds,25,,,,,
player,201110230dal,dal,RobiLa01,rec_td,0,,,,,
player,201110230dal,dal,RobiLa01,rec_long,17,,,,,
player,201110230dal,dal,RobiLa01,fumbles,0,,,,,
player,201110230dal,dal,RobiLa01,fumbles_lost,,,,,,
player,201110230dal,dal,AustMi00,pass_cmp,0,,,,,
player,201110230dal,dal,AustMi00,pass_att,0,,,,,
player,201110230dal,dal,AustMi00,pass_yds,0,,,,,
player,201110230dal,dal,AustMi00,pass_td,0,,,,,
player,201110230dal,dal,AustMi00,pass_int,0,,,,,
player,201110230dal,dal,AustMi00,pass_sacked,0,,,,,
player,201110230dal,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201110230dal,dal,AustMi00,pass_long,0,,,,,
player,201110230dal,dal,AustMi00,pass_rating,,,,,,
player,201110230dal,dal,AustMi00,rush_att,0,,,,,
player,201110230dal,dal,AustMi00,rush_yds,0,,,,,
player,201110230dal,dal,AustMi00,rush_td,0,,,,,
player,201110230dal,dal,AustMi00,rush_long,0,,,,,
player,201110230dal,dal,AustMi00,targets,5,,,,,
player,201110230dal,dal,AustMi00,rec,2,,,,,
player,201110230dal,dal,AustMi00,rec_yds,16,,,,,
player,201110230dal,dal,AustMi00,rec_td,0,,,,,
player,201110230dal,dal,AustMi00,rec_long,9,,,,,
player,201110230dal,dal,AustMi00,fumbles,0,,,,,
player,201110230dal,dal,AustMi00,fumbles_lost,,,,,,
player,201110230dal,dal,KitnJo00,pass_cmp,0,,,,,
player,201110230dal,dal,KitnJo00,pass_att,0,,,,,
player,201110230dal,dal,KitnJo00,pass_yds,0,,,,,
player,201110230dal,dal,KitnJo00,pass_td,0,,,,,
player,201110230dal,dal,KitnJo00,pass_int,0,,,,,
player,201110230dal,dal,KitnJo00,pass_sacked,0,,,,,
player,201110230dal,dal,KitnJo00,pass_sacked_yds,0,,,,,
player,201110230dal,dal,KitnJo00,pass_long,0,,,,,
player,201110230dal,dal,KitnJo00,pass_rating,,,,,,
player,201110230dal,dal,KitnJo00,rush_att,1,,,,,
player,201110230dal,dal,KitnJo00,rush_yds,-1,,,,,
player,201110230dal,dal,KitnJo00,rush_td,0,,,,,
player,201110230dal,dal,KitnJo00,rush_long,-1,,,,,
player,201110230dal,dal,KitnJo00,targets,0,,,,,
player,201110230dal,dal,KitnJo00,rec,0,,,,,
player,201110230dal,dal,KitnJo00,rec_yds,0,,,,,
player,201110230dal,dal,KitnJo00,rec_td,0,,,,,
player,201110230dal,dal,KitnJo00,rec_long,0,,,,,
player,201110230dal,dal,KitnJo00,fumbles,0,,,,,
player,201110230dal,dal,KitnJo00,fumbles_lost,,,,,,
player,201110230dal,ram,HallJa21,def_int,0,,,,,
player,201110230dal,ram,HallJa21,def_int_yds,0,,,,,
player,201110230dal,ram,HallJa21,def_int_td,0,,,,,
player,201110230dal,ram,HallJa21,def_int_long,0,,,,,
player,201110230dal,ram,HallJa21,pass_defended,0,,,,,
player,201110230dal,ram,HallJa21,sacks,1.0,,,,,
player,201110230dal,ram,HallJa21,tackles_combined,3,,,,,
player,201110230dal,ram,HallJa21,tackles_solo,3,,,,,
player,201110230dal,ram,HallJa21,tackles_assists,0,,,,,
player,201110230dal,ram,HallJa21,tackles_loss,1,,,,,
player,201110230dal,ram,HallJa21,qb_hits,1,,,,,
player,201110230dal,ram,HallJa21,fumbles_rec,0,,,,,
player,201110230dal,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201110230dal,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201110230dal,ram,HallJa21,fumbles_forced,0,,,,,
player,201110230dal,ram,GibsGa99,def_int,0,,,,,
player,201110230dal,ram,GibsGa99,def_int_yds,0,,,,,
player,201110230dal,ram,GibsGa99,def_int_td,0,,,,,
player,201110230dal,ram,GibsGa99,def_int_long,0,,,,,
player,201110230dal,ram,GibsGa99,pass_defended,0,,,,,
player,201110230dal,ram,GibsGa99,sacks,1.0,,,,,
player,201110230dal,ram,GibsGa99,tackles_combined,1,,,,,
player,201110230dal,ram,GibsGa99,tackles_solo,1,,,,,
player,201110230dal,ram,GibsGa99,tackles_assists,0,,,,,
player,201110230dal,ram,GibsGa99,tackles_loss,1,,,,,
player,201110230dal,ram,GibsGa99,qb_hits,1,,,,,
player,201110230dal,ram,GibsGa99,fumbles_rec,0,,,,,
player,201110230dal,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201110230dal,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201110230dal,ram,GibsGa99,fumbles_forced,0,,,,,
player,201110230dal,ram,MikeQu20,def_int,0,,,,,
player,201110230dal,ram,MikeQu20,def_int_yds,0,,,,,
player,201110230dal,ram,MikeQu20,def_int_td,0,,,,,
player,201110230dal,ram,MikeQu20,def_int_long,0,,,,,
player,201110230dal,ram,MikeQu20,pass_defended,0,,,,,
player,201110230dal,ram,MikeQu20,sacks,0.0,,,,,
player,201110230dal,ram,MikeQu20,tackles_combined,10,,,,,
player,201110230dal,ram,MikeQu20,tackles_solo,8,,,,,
player,201110230dal,ram,MikeQu20,tackles_assists,2,,,,,
player,201110230dal,ram,MikeQu20,tackles_loss,0,,,,,
player,201110230dal,ram,MikeQu20,qb_hits,0,,,,,
player,201110230dal,ram,MikeQu20,fumbles_rec,0,,,,,
player,201110230dal,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201110230dal,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201110230dal,ram,MikeQu20,fumbles_forced,1,,,,,
player,201110230dal,ram,LaurJa99,def_int,0,,,,,
player,201110230dal,ram,LaurJa99,def_int_yds,0,,,,,
player,201110230dal,ram,LaurJa99,def_int_td,0,,,,,
player,201110230dal,ram,LaurJa99,def_int_long,0,,,,,
player,201110230dal,ram,LaurJa99,pass_defended,0,,,,,
player,201110230dal,ram,LaurJa99,sacks,0.0,,,,,
player,201110230dal,ram,LaurJa99,tackles_combined,8,,,,,
player,201110230dal,ram,LaurJa99,tackles_solo,4,,,,,
player,201110230dal,ram,LaurJa99,tackles_assists,4,,,,,
player,201110230dal,ram,LaurJa99,tackles_loss,0,,,,,
player,201110230dal,ram,LaurJa99,qb_hits,0,,,,,
player,201110230dal,ram,LaurJa99,fumbles_rec,0,,,,,
player,201110230dal,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201110230dal,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201110230dal,ram,LaurJa99,fumbles_forced,0,,,,,
player,201110230dal,ram,GordJo01,def_int,0,,,,,
player,201110230dal,ram,GordJo01,def_int_yds,0,,,,,
player,201110230dal,ram,GordJo01,def_int_td,0,,,,,
player,201110230dal,ram,GordJo01,def_int_long,0,,,,,
player,201110230dal,ram,GordJo01,pass_defended,0,,,,,
player,201110230dal,ram,GordJo01,sacks,0.0,,,,,
player,201110230dal,ram,GordJo01,tackles_combined,6,,,,,
player,201110230dal,ram,GordJo01,tackles_solo,3,,,,,
player,201110230dal,ram,GordJo01,tackles_assists,3,,,,,
player,201110230dal,ram,GordJo01,tackles_loss,0,,,,,
player,201110230dal,ram,GordJo01,qb_hits,0,,,,,
player,201110230dal,ram,GordJo01,fumbles_rec,0,,,,,
