game,2011,16,20111224,201112240nyj,nyg,"New York Giants",29,nyj,"New York Jets",14
player,201112240nyj,nyg,ThomDe02,rush_long,0,,,,,
player,201112240nyj,nyg,ThomDe02,targets,1,,,,,
player,201112240nyj,nyg,ThomDe02,rec,1,,,,,
player,201112240nyj,nyg,ThomDe02,rec_yds,11,,,,,
player,201112240nyj,nyg,ThomDe02,rec_td,0,,,,,
player,201112240nyj,nyg,ThomDe02,rec_long,11,,,,,
player,201112240nyj,nyg,ThomDe02,fumbles,0,,,,,
player,201112240nyj,nyg,ThomDe02,fumbles_lost,,,,,,
player,201112240nyj,nyg,BardRa00,pass_cmp,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_att,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_yds,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_td,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_int,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_sacked,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_long,0,,,,,
player,201112240nyj,nyg,BardRa00,pass_rating,,,,,,
player,201112240nyj,nyg,BardRa00,rush_att,0,,,,,
player,201112240nyj,nyg,BardRa00,rush_yds,0,,,,,
player,201112240nyj,nyg,BardRa00,rush_td,0,,,,,
player,201112240nyj,nyg,BardRa00,rush_long,0,,,,,
player,201112240nyj,nyg,BardRa00,targets,5,,,,,
player,201112240nyj,nyg,BardRa00,rec,1,,,,,
player,201112240nyj,nyg,BardRa00,rec_yds,4,,,,,
player,201112240nyj,nyg,BardRa00,rec_td,0,,,,,
player,201112240nyj,nyg,BardRa00,rec_long,4,,,,,
player,201112240nyj,nyg,BardRa00,fumbles,0,,,,,
player,201112240nyj,nyg,BardRa00,fumbles_lost,,,,,,
player,201112240nyj,nyg,JernJe00,pass_cmp,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_att,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_yds,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_td,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_int,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_sacked,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_long,0,,,,,
player,201112240nyj,nyg,JernJe00,pass_rating,,,,,,
player,201112240nyj,nyg,JernJe00,rush_att,0,,,,,
player,201112240nyj,nyg,JernJe00,rush_yds,0,,,,,
player,201112240nyj,nyg,JernJe00,rush_td,0,,,,,
player,201112240nyj,nyg,JernJe00,rush_long,0,,,,,
player,201112240nyj,nyg,JernJe00,targets,1,,,,,
player,201112240nyj,nyg,JernJe00,rec,0,,,,,
player,201112240nyj,nyg,JernJe00,rec_yds,0,,,,,
player,201112240nyj,nyg,JernJe00,rec_td,0,,,,,
player,201112240nyj,nyg,JernJe00,rec_long,0,,,,,
player,201112240nyj,nyg,JernJe00,fumbles,0,,,,,
player,201112240nyj,nyg,JernJe00,fumbles_lost,,,,,,
player,201112240nyj,nyg,BeckTr00,pass_cmp,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_att,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_yds,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_td,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_int,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_sacked,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_long,0,,,,,
player,201112240nyj,nyg,BeckTr00,pass_rating,,,,,,
player,201112240nyj,nyg,BeckTr00,rush_att,0,,,,,
player,201112240nyj,nyg,BeckTr00,rush_yds,0,,,,,
player,201112240nyj,nyg,BeckTr00,rush_td,0,,,,,
player,201112240nyj,nyg,BeckTr00,rush_long,0,,,,,
player,201112240nyj,nyg,BeckTr00,targets,1,,,,,
player,201112240nyj,nyg,BeckTr00,rec,0,,,,,
player,201112240nyj,nyg,BeckTr00,rec_yds,0,,,,,
player,201112240nyj,nyg,BeckTr00,rec_td,0,,,,,
player,201112240nyj,nyg,BeckTr00,rec_long,0,,,,,
player,201112240nyj,nyg,BeckTr00,fumbles,0,,,,,
player,201112240nyj,nyg,BeckTr00,fumbles_lost,,,,,,
player,201112240nyj,nyj,SancMa00,pass_cmp,30,,,,,
player,201112240nyj,nyj,SancMa00,pass_att,59,,,,,
player,201112240nyj,nyj,SancMa00,pass_yds,258,,,,,
player,201112240nyj,nyj,SancMa00,pass_td,1,,,,,
player,201112240nyj,nyj,SancMa00,pass_int,2,,,,,
player,201112240nyj,nyj,SancMa00,pass_sacked,5,,,,,
player,201112240nyj,nyj,SancMa00,pass_sacked_yds,32,,,,,
player,201112240nyj,nyj,SancMa00,pass_long,15,,,,,
player,201112240nyj,nyj,SancMa00,pass_rating,54.2,,,,,
player,201112240nyj,nyj,SancMa00,rush_att,4,,,,,
player,201112240nyj,nyj,SancMa00,rush_yds,13,,,,,
player,201112240nyj,nyj,SancMa00,rush_td,1,,,,,
player,201112240nyj,nyj,SancMa00,rush_long,11,,,,,
player,201112240nyj,nyj,SancMa00,targets,0,,,,,
player,201112240nyj,nyj,SancMa00,rec,0,,,,,
player,201112240nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201112240nyj,nyj,SancMa00,rec_td,0,,,,,
player,201112240nyj,nyj,SancMa00,rec_long,0,,,,,
player,201112240nyj,nyj,SancMa00,fumbles,1,,,,,
player,201112240nyj,nyj,SancMa00,fumbles_lost,1,,,,,
player,201112240nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_sacked,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201112240nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201112240nyj,nyj,GreeSh00,rush_att,14,,,,,
player,201112240nyj,nyj,GreeSh00,rush_yds,58,,,,,
player,201112240nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201112240nyj,nyj,GreeSh00,rush_long,13,,,,,
player,201112240nyj,nyj,GreeSh00,targets,4,,,,,
player,201112240nyj,nyj,GreeSh00,rec,3,,,,,
player,201112240nyj,nyj,GreeSh00,rec_yds,20,,,,,
player,201112240nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201112240nyj,nyj,GreeSh00,rec_long,8,,,,,
player,201112240nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201112240nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201112240nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_sacked,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201112240nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201112240nyj,nyj,TomlLa00,rush_att,5,,,,,
player,201112240nyj,nyj,TomlLa00,rush_yds,29,,,,,
player,201112240nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201112240nyj,nyj,TomlLa00,rush_long,11,,,,,
player,201112240nyj,nyj,TomlLa00,targets,9,,,,,
player,201112240nyj,nyj,TomlLa00,rec,6,,,,,
player,201112240nyj,nyj,TomlLa00,rec_yds,36,,,,,
player,201112240nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201112240nyj,nyj,TomlLa00,rec_long,9,,,,,
player,201112240nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201112240nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201112240nyj,nyj,KerlJe00,pass_cmp,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_att,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_yds,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_td,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_int,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_sacked,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_long,0,,,,,
player,201112240nyj,nyj,KerlJe00,pass_rating,,,,,,
player,201112240nyj,nyj,KerlJe00,rush_att,1,,,,,
player,201112240nyj,nyj,KerlJe00,rush_yds,6,,,,,
player,201112240nyj,nyj,KerlJe00,rush_td,0,,,,,
player,201112240nyj,nyj,KerlJe00,rush_long,6,,,,,
player,201112240nyj,nyj,KerlJe00,targets,8,,,,,
player,201112240nyj,nyj,KerlJe00,rec,5,,,,,
player,201112240nyj,nyj,KerlJe00,rec_yds,36,,,,,
player,201112240nyj,nyj,KerlJe00,rec_td,0,,,,,
player,201112240nyj,nyj,KerlJe00,rec_long,10,,,,,
player,201112240nyj,nyj,KerlJe00,fumbles,0,,,,,
player,201112240nyj,nyj,KerlJe00,fumbles_lost,,,,,,
player,201112240nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_att,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_td,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_int,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_sacked,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_long,0,,,,,
player,201112240nyj,nyj,KellDu00,pass_rating,,,,,,
player,201112240nyj,nyj,KellDu00,rush_att,0,,,,,
player,201112240nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201112240nyj,nyj,KellDu00,rush_td,0,,,,,
player,201112240nyj,nyj,KellDu00,rush_long,0,,,,,
player,201112240nyj,nyj,KellDu00,targets,18,,,,,
player,201112240nyj,nyj,KellDu00,rec,8,,,,,
player,201112240nyj,nyj,KellDu00,rec_yds,77,,,,,
player,201112240nyj,nyj,KellDu00,rec_td,0,,,,,
player,201112240nyj,nyj,KellDu00,rec_long,15,,,,,
player,201112240nyj,nyj,KellDu00,fumbles,0,,,,,
player,201112240nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201112240nyj,nyj,BurrPl00,pass_cmp,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_att,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_yds,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_td,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_int,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_sacked,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_long,0,,,,,
player,201112240nyj,nyj,BurrPl00,pass_rating,,,,,,
player,201112240nyj,nyj,BurrPl00,rush_att,0,,,,,
player,201112240nyj,nyj,BurrPl00,rush_yds,0,,,,,
player,201112240nyj,nyj,BurrPl00,rush_td,0,,,,,
player,201112240nyj,nyj,BurrPl00,rush_long,0,,,,,
player,201112240nyj,nyj,BurrPl00,targets,6,,,,,
player,201112240nyj,nyj,BurrPl00,rec,3,,,,,
player,201112240nyj,nyj,BurrPl00,rec_yds,34,,,,,
player,201112240nyj,nyj,BurrPl00,rec_td,0,,,,,
player,201112240nyj,nyj,BurrPl00,rec_long,15,,,,,
player,201112240nyj,nyj,BurrPl00,fumbles,0,,,,,
player,201112240nyj,nyj,BurrPl00,fumbles_lost,,,,,,
player,201112240nyj,nyj,BakeJo01,pass_cmp,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_att,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_yds,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_td,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_int,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_sacked,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_long,0,,,,,
player,201112240nyj,nyj,BakeJo01,pass_rating,,,,,,
player,201112240nyj,nyj,BakeJo01,rush_att,0,,,,,
player,201112240nyj,nyj,BakeJo01,rush_yds,0,,,,,
player,201112240nyj,nyj,BakeJo01,rush_td,0,,,,,
player,201112240nyj,nyj,BakeJo01,rush_long,0,,,,,
player,201112240nyj,nyj,BakeJo01,targets,1,,,,,
player,201112240nyj,nyj,BakeJo01,rec,1,,,,,
player,201112240nyj,nyj,BakeJo01,rec_yds,5,,,,,
player,201112240nyj,nyj,BakeJo01,rec_td,1,,,,,
player,201112240nyj,nyj,BakeJo01,rec_long,5,,,,,
player,201112240nyj,nyj,BakeJo01,fumbles,0,,,,,
player,201112240nyj,nyj,BakeJo01,fumbles_lost,,,,,,
player,201112240nyj,nyj,McKnJo00,pass_cmp,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_att,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_yds,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_td,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_int,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_sacked,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_long,0,,,,,
player,201112240nyj,nyj,McKnJo00,pass_rating,,,,,,
player,201112240nyj,nyj,McKnJo00,rush_att,0,,,,,
player,201112240nyj,nyj,McKnJo00,rush_yds,0,,,,,
player,201112240nyj,nyj,McKnJo00,rush_td,0,,,,,
player,201112240nyj,nyj,McKnJo00,rush_long,0,,,,,
player,201112240nyj,nyj,McKnJo00,targets,2,,,,,
player,201112240nyj,nyj,McKnJo00,rec,0,,,,,
player,201112240nyj,nyj,McKnJo00,rec_yds,0,,,,,
player,201112240nyj,nyj,McKnJo00,rec_td,0,,,,,
player,201112240nyj,nyj,McKnJo00,rec_long,0,,,,,
player,201112240nyj,nyj,McKnJo00,fumbles,0,,,,,
player,201112240nyj,nyj,McKnJo00,fumbles_lost,,,,,,
player,201112240nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_sacked,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201112240nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201112240nyj,nyj,HolmSa00,rush_att,1,,,,,
player,201112240nyj,nyj,HolmSa00,rush_yds,-1,,,,,
player,201112240nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201112240nyj,nyj,HolmSa00,rush_long,-1,,,,,
player,201112240nyj,nyj,HolmSa00,targets,9,,,,,
player,201112240nyj,nyj,HolmSa00,rec,4,,,,,
player,201112240nyj,nyj,HolmSa00,rec_yds,50,,,,,
player,201112240nyj,nyj,HolmSa00,rec_td,0,,,,,
player,201112240nyj,nyj,HolmSa00,rec_long,15,,,,,
player,201112240nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201112240nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201112240nyj,nyg,WebsCo20,def_int,1,,,,,
player,201112240nyj,nyg,WebsCo20,def_int_yds,16,,,,,
player,201112240nyj,nyg,WebsCo20,def_int_td,0,,,,,
player,201112240nyj,nyg,WebsCo20,def_int_long,16,,,,,
player,201112240nyj,nyg,WebsCo20,pass_defended,3,,,,,
player,201112240nyj,nyg,WebsCo20,sacks,0.0,,,,,
player,201112240nyj,nyg,WebsCo20,tackles_combined,7,,,,,
player,201112240nyj,nyg,WebsCo20,tackles_solo,7,,,,,
player,201112240nyj,nyg,WebsCo20,tackles_assists,0,,,,,
player,201112240nyj,nyg,WebsCo20,tackles_loss,0,,,,,
player,201112240nyj,nyg,WebsCo20,qb_hits,0,,,,,
player,201112240nyj,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201112240nyj,nyg,PhilKe99,def_int,1,,,,,
player,201112240nyj,nyg,PhilKe99,def_int_yds,31,,,,,
player,201112240nyj,nyg,PhilKe99,def_int_td,0,,,,,
player,201112240nyj,nyg,PhilKe99,def_int_long,31,,,,,
player,201112240nyj,nyg,PhilKe99,pass_defended,2,,,,,
player,201112240nyj,nyg,PhilKe99,sacks,0.0,,,,,
player,201112240nyj,nyg,PhilKe99,tackles_combined,1,,,,,
player,201112240nyj,nyg,PhilKe99,tackles_solo,1,,,,,
player,201112240nyj,nyg,PhilKe99,tackles_assists,0,,,,,
player,201112240nyj,nyg,PhilKe99,tackles_loss,0,,,,,
player,201112240nyj,nyg,PhilKe99,qb_hits,0,,,,,
player,201112240nyj,nyg,PhilKe99,fumbles_rec,0,,,,,
