game,2011,16,20111224,201112240nyj,nyg,"New York Giants",29,nyj,"New York Jets",14
player,201112240nyj,nyj,PaceCa20,sacks,0.0,,,,,
player,201112240nyj,nyj,PaceCa20,tackles_combined,3,,,,,
player,201112240nyj,nyj,PaceCa20,tackles_solo,2,,,,,
player,201112240nyj,nyj,PaceCa20,tackles_assists,1,,,,,
player,201112240nyj,nyj,PaceCa20,tackles_loss,2,,,,,
player,201112240nyj,nyj,PaceCa20,qb_hits,0,,,,,
player,201112240nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201112240nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,ReviDa99,def_int,0,,,,,
player,201112240nyj,nyj,ReviDa99,def_int_yds,0,,,,,
player,201112240nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201112240nyj,nyj,ReviDa99,def_int_long,0,,,,,
player,201112240nyj,nyj,ReviDa99,pass_defended,5,,,,,
player,201112240nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201112240nyj,nyj,ReviDa99,tackles_combined,2,,,,,
player,201112240nyj,nyj,ReviDa99,tackles_solo,2,,,,,
player,201112240nyj,nyj,ReviDa99,tackles_assists,0,,,,,
player,201112240nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201112240nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201112240nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201112240nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201112240nyj,nyj,SmitEr22,def_int,0,,,,,
player,201112240nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201112240nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201112240nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201112240nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201112240nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201112240nyj,nyj,SmitEr22,tackles_combined,2,,,,,
player,201112240nyj,nyj,SmitEr22,tackles_solo,2,,,,,
player,201112240nyj,nyj,SmitEr22,tackles_assists,0,,,,,
player,201112240nyj,nyj,SmitEr22,tackles_loss,0,,,,,
player,201112240nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201112240nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201112240nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201112240nyj,nyj,MaugJo00,def_int,0,,,,,
player,201112240nyj,nyj,MaugJo00,def_int_yds,0,,,,,
player,201112240nyj,nyj,MaugJo00,def_int_td,0,,,,,
player,201112240nyj,nyj,MaugJo00,def_int_long,0,,,,,
player,201112240nyj,nyj,MaugJo00,pass_defended,0,,,,,
player,201112240nyj,nyj,MaugJo00,sacks,0.0,,,,,
player,201112240nyj,nyj,MaugJo00,tackles_combined,1,,,,,
player,201112240nyj,nyj,MaugJo00,tackles_solo,1,,,,,
player,201112240nyj,nyj,MaugJo00,tackles_assists,0,,,,,
player,201112240nyj,nyj,MaugJo00,tackles_loss,0,,,,,
player,201112240nyj,nyj,MaugJo00,qb_hits,0,,,,,
player,201112240nyj,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201112240nyj,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201112240nyj,nyj,PoolBr20,def_int,0,,,,,
player,201112240nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201112240nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201112240nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201112240nyj,nyj,PoolBr20,pass_defended,1,,,,,
player,201112240nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201112240nyj,nyj,PoolBr20,tackles_combined,1,,,,,
player,201112240nyj,nyj,PoolBr20,tackles_solo,1,,,,,
player,201112240nyj,nyj,PoolBr20,tackles_assists,0,,,,,
player,201112240nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201112240nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201112240nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201112240nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,StriDo20,def_int,0,,,,,
player,201112240nyj,nyj,StriDo20,def_int_yds,0,,,,,
player,201112240nyj,nyj,StriDo20,def_int_td,0,,,,,
player,201112240nyj,nyj,StriDo20,def_int_long,0,,,,,
player,201112240nyj,nyj,StriDo20,pass_defended,0,,,,,
player,201112240nyj,nyj,StriDo20,sacks,0.0,,,,,
player,201112240nyj,nyj,StriDo20,tackles_combined,1,,,,,
player,201112240nyj,nyj,StriDo20,tackles_solo,1,,,,,
player,201112240nyj,nyj,StriDo20,tackles_assists,0,,,,,
player,201112240nyj,nyj,StriDo20,tackles_loss,0,,,,,
player,201112240nyj,nyj,StriDo20,qb_hits,0,,,,,
player,201112240nyj,nyj,StriDo20,fumbles_rec,0,,,,,
player,201112240nyj,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,StriDo20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,TrufIs00,def_int,0,,,,,
player,201112240nyj,nyj,TrufIs00,def_int_yds,0,,,,,
player,201112240nyj,nyj,TrufIs00,def_int_td,0,,,,,
player,201112240nyj,nyj,TrufIs00,def_int_long,0,,,,,
player,201112240nyj,nyj,TrufIs00,pass_defended,0,,,,,
player,201112240nyj,nyj,TrufIs00,sacks,0.0,,,,,
player,201112240nyj,nyj,TrufIs00,tackles_combined,1,,,,,
player,201112240nyj,nyj,TrufIs00,tackles_solo,0,,,,,
player,201112240nyj,nyj,TrufIs00,tackles_assists,1,,,,,
player,201112240nyj,nyj,TrufIs00,tackles_loss,0,,,,,
player,201112240nyj,nyj,TrufIs00,qb_hits,0,,,,,
player,201112240nyj,nyj,TrufIs00,fumbles_rec,0,,,,,
player,201112240nyj,nyj,TrufIs00,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,TrufIs00,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,TrufIs00,fumbles_forced,0,,,,,
player,201112240nyj,nyj,WilsTr01,def_int,0,,,,,
player,201112240nyj,nyj,WilsTr01,def_int_yds,0,,,,,
player,201112240nyj,nyj,WilsTr01,def_int_td,0,,,,,
player,201112240nyj,nyj,WilsTr01,def_int_long,0,,,,,
player,201112240nyj,nyj,WilsTr01,pass_defended,0,,,,,
player,201112240nyj,nyj,WilsTr01,sacks,0.0,,,,,
player,201112240nyj,nyj,WilsTr01,tackles_combined,1,,,,,
player,201112240nyj,nyj,WilsTr01,tackles_solo,1,,,,,
player,201112240nyj,nyj,WilsTr01,tackles_assists,0,,,,,
player,201112240nyj,nyj,WilsTr01,tackles_loss,0,,,,,
player,201112240nyj,nyj,WilsTr01,qb_hits,0,,,,,
player,201112240nyj,nyj,WilsTr01,fumbles_rec,0,,,,,
player,201112240nyj,nyj,WilsTr01,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,WilsTr01,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,WilsTr01,fumbles_forced,0,,,,,
player,201112240nyj,nyj,DixoMa00,def_int,0,,,,,
player,201112240nyj,nyj,DixoMa00,def_int_yds,0,,,,,
player,201112240nyj,nyj,DixoMa00,def_int_td,0,,,,,
player,201112240nyj,nyj,DixoMa00,def_int_long,0,,,,,
player,201112240nyj,nyj,DixoMa00,pass_defended,1,,,,,
player,201112240nyj,nyj,DixoMa00,sacks,0.0,,,,,
player,201112240nyj,nyj,DixoMa00,tackles_combined,0,,,,,
player,201112240nyj,nyj,DixoMa00,tackles_solo,0,,,,,
player,201112240nyj,nyj,DixoMa00,tackles_assists,0,,,,,
player,201112240nyj,nyj,DixoMa00,tackles_loss,0,,,,,
player,201112240nyj,nyj,DixoMa00,qb_hits,1,,,,,
player,201112240nyj,nyj,DixoMa00,fumbles_rec,0,,,,,
player,201112240nyj,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201112240nyj,nyj,WilsKy99,def_int,0,,,,,
player,201112240nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201112240nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201112240nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201112240nyj,nyj,WilsKy99,pass_defended,1,,,,,
player,201112240nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201112240nyj,nyj,WilsKy99,tackles_combined,0,,,,,
player,201112240nyj,nyj,WilsKy99,tackles_solo,0,,,,,
player,201112240nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201112240nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201112240nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201112240nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201112240nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,RollAn20,kick_ret,0,,,,,
player,201112240nyj,nyg,RollAn20,kick_ret_yds,0,,,,,
player,201112240nyj,nyg,RollAn20,kick_ret_yds_per_ret,,,,,,
player,201112240nyj,nyg,RollAn20,kick_ret_td,0,,,,,
player,201112240nyj,nyg,RollAn20,kick_ret_long,0,,,,,
player,201112240nyj,nyg,RollAn20,punt_ret,2,,,,,
player,201112240nyj,nyg,RollAn20,punt_ret_yds,4,,,,,
player,201112240nyj,nyg,RollAn20,punt_ret_yds_per_ret,2.0,,,,,
player,201112240nyj,nyg,RollAn20,punt_ret_td,0,,,,,
player,201112240nyj,nyg,RollAn20,punt_ret_long,3,,,,,
player,201112240nyj,nyg,BlacWi20,kick_ret,0,,,,,
player,201112240nyj,nyg,BlacWi20,kick_ret_yds,0,,,,,
player,201112240nyj,nyg,BlacWi20,kick_ret_yds_per_ret,,,,,,
player,201112240nyj,nyg,BlacWi20,kick_ret_td,0,,,,,
player,201112240nyj,nyg,BlacWi20,kick_ret_long,0,,,,,
player,201112240nyj,nyg,BlacWi20,punt_ret,1,,,,,
player,201112240nyj,nyg,BlacWi20,punt_ret_yds,3,,,,,
player,201112240nyj,nyg,BlacWi20,punt_ret_yds_per_ret,3.0,,,,,
player,201112240nyj,nyg,BlacWi20,punt_ret_td,0,,,,,
player,201112240nyj,nyg,BlacWi20,punt_ret_long,3,,,,,
player,201112240nyj,nyg,JernJe00,kick_ret,3,,,,,
player,201112240nyj,nyg,JernJe00,kick_ret_yds,77,,,,,
player,201112240nyj,nyg,JernJe00,kick_ret_yds_per_ret,25.7,,,,,
player,201112240nyj,nyg,JernJe00,kick_ret_td,0,,,,,
player,201112240nyj,nyg,JernJe00,kick_ret_long,31,,,,,
player,201112240nyj,nyg,JernJe00,punt_ret,0,,,,,
player,201112240nyj,nyg,JernJe00,punt_ret_yds,0,,,,,
player,201112240nyj,nyg,JernJe00,punt_ret_yds_per_ret,,,,,,
player,201112240nyj,nyg,JernJe00,punt_ret_td,0,,,,,
player,201112240nyj,nyg,JernJe00,punt_ret_long,0,,,,,
player,201112240nyj,nyj,KerlJe00,kick_ret,0,,,,,
player,201112240nyj,nyj,KerlJe00,kick_ret_yds,0,,,,,
player,201112240nyj,nyj,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201112240nyj,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201112240nyj,nyj,KerlJe00,kick_ret_long,0,,,,,
player,201112240nyj,nyj,KerlJe00,punt_ret,4,,,,,
player,201112240nyj,nyj,KerlJe00,punt_ret_yds,74,,,,,
player,201112240nyj,nyj,KerlJe00,punt_ret_yds_per_ret,18.5,,,,,
player,201112240nyj,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201112240nyj,nyj,KerlJe00,punt_ret_long,28,,,,,
player,201112240nyj,nyj,CromAn20,kick_ret,2,,,,,
player,201112240nyj,nyj,CromAn20,kick_ret_yds,38,,,,,
player,201112240nyj,nyj,CromAn20,kick_ret_yds_per_ret,19.0,,,,,
player,201112240nyj,nyj,CromAn20,kick_ret_td,0,,,,,
player,201112240nyj,nyj,CromAn20,kick_ret_long,20,,,,,
player,201112240nyj,nyj,CromAn20,punt_ret,0,,,,,
player,201112240nyj,nyj,CromAn20,punt_ret_yds,0,,,,,
player,201112240nyj,nyj,CromAn20,punt_ret_yds_per_ret,,,,,,
player,201112240nyj,nyj,CromAn20,punt_ret_td,0,,,,,
player,201112240nyj,nyj,CromAn20,punt_ret_long,0,,,,,
player,201112240nyj,nyj,McKnJo00,kick_ret,2,,,,,
player,201112240nyj,nyj,McKnJo00,kick_ret_yds,54,,,,,
player,201112240nyj,nyj,McKnJo00,kick_ret_yds_per_ret,27.0,,,,,
player,201112240nyj,nyj,McKnJo00,kick_ret_td,0,,,,,
player,201112240nyj,nyj,McKnJo00,kick_ret_long,29,,,,,
player,201112240nyj,nyj,McKnJo00,punt_ret,0,,,,,
player,201112240nyj,nyj,McKnJo00,punt_ret_yds,0,,,,,
player,201112240nyj,nyj,McKnJo00,punt_ret_yds_per_ret,,,,,,
player,201112240nyj,nyj,McKnJo00,punt_ret_td,0,,,,,
player,201112240nyj,nyj,McKnJo00,punt_ret_long,0,,,,,
player,201112240nyj,nyj,ConnJo00,kick_ret,1,,,,,
player,201112240nyj,nyj,ConnJo00,kick_ret_yds,18,,,,,
player,201112240nyj,nyj,ConnJo00,kick_ret_yds_per_ret,18.0,,,,,
player,201112240nyj,nyj,ConnJo00,kick_ret_td,0,,,,,
player,201112240nyj,nyj,ConnJo00,kick_ret_long,18,,,,,
player,201112240nyj,nyj,ConnJo00,punt_ret,0,,,,,
player,201112240nyj,nyj,ConnJo00,punt_ret_yds,0,,,,,
player,201112240nyj,nyj,ConnJo00,punt_ret_yds_per_ret,,,,,,
player,201112240nyj,nyj,ConnJo00,punt_ret_td,0,,,,,
player,201112240nyj,nyj,ConnJo00,punt_ret_long,0,,,,,
player,201112240nyj,nyg,tyneslaw01,xpm,3,,,,,
player,201112240nyj,nyg,tyneslaw01,xpa,3,,,,,
player,201112240nyj,nyg,tyneslaw01,fgm,2,,,,,
player,201112240nyj,nyg,tyneslaw01,fga,2,,,,,
player,201112240nyj,nyg,tyneslaw01,punt,0,,,,,
player,201112240nyj,nyg,tyneslaw01,punt_yds,0,,,,,
player,201112240nyj,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201112240nyj,nyg,tyneslaw01,punt_long,0,,,,,
player,201112240nyj,nyg,WeatSt20,xpm,,,,,,
player,201112240nyj,nyg,WeatSt20,xpa,,,,,,
player,201112240nyj,nyg,WeatSt20,fgm,,,,,,
player,201112240nyj,nyg,WeatSt20,fga,,,,,,
player,201112240nyj,nyg,WeatSt20,punt,9,,,,,
player,201112240nyj,nyg,WeatSt20,punt_yds,391,,,,,
player,201112240nyj,nyg,WeatSt20,punt_yds_per_punt,43.4,,,,,
player,201112240nyj,nyg,WeatSt20,punt_long,58,,,,,
player,201112240nyj,nyj,FolkNi20,xpm,2,,,,,
player,201112240nyj,nyj,FolkNi20,xpa,2,,,,,
player,201112240nyj,nyj,FolkNi20,fgm,,,,,,
player,201112240nyj,nyj,FolkNi20,fga,1,,,,,
player,201112240nyj,nyj,FolkNi20,punt,0,,,,,
player,201112240nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201112240nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201112240nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201112240nyj,nyj,ConlT.00,xpm,,,,,,
player,201112240nyj,nyj,ConlT.00,xpa,,,,,,
player,201112240nyj,nyj,ConlT.00,fgm,,,,,,
player,201112240nyj,nyj,ConlT.00,fga,,,,,,
player,201112240nyj,nyj,ConlT.00,punt,9,,,,,
player,201112240nyj,nyj,ConlT.00,punt_yds,379,,,,,
player,201112240nyj,nyj,ConlT.00,punt_yds_per_punt,42.1,,,,,
player,201112240nyj,nyj,ConlT.00,punt_long,49,,,,,
