game,2011,11,20111120,201111200min,rai,"Oakland Raiders",27,min,"Minnesota Vikings",21
player,201111200min,rai,BossKe00,rush_yds,0,,,,,
player,201111200min,rai,BossKe00,rush_td,0,,,,,
player,201111200min,rai,BossKe00,rush_long,0,,,,,
player,201111200min,rai,BossKe00,targets,6,,,,,
player,201111200min,rai,BossKe00,rec,5,,,,,
player,201111200min,rai,BossKe00,rec_yds,37,,,,,
player,201111200min,rai,BossKe00,rec_td,0,,,,,
player,201111200min,rai,BossKe00,rec_long,11,,,,,
player,201111200min,rai,BossKe00,fumbles,0,,,,,
player,201111200min,rai,BossKe00,fumbles_lost,,,,,,
player,201111200min,rai,MyerBr00,pass_cmp,0,,,,,
player,201111200min,rai,MyerBr00,pass_att,0,,,,,
player,201111200min,rai,MyerBr00,pass_yds,0,,,,,
player,201111200min,rai,MyerBr00,pass_td,0,,,,,
player,201111200min,rai,MyerBr00,pass_int,0,,,,,
player,201111200min,rai,MyerBr00,pass_sacked,,,,,,
player,201111200min,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201111200min,rai,MyerBr00,pass_long,0,,,,,
player,201111200min,rai,MyerBr00,pass_rating,,,,,,
player,201111200min,rai,MyerBr00,rush_att,0,,,,,
player,201111200min,rai,MyerBr00,rush_yds,0,,,,,
player,201111200min,rai,MyerBr00,rush_td,0,,,,,
player,201111200min,rai,MyerBr00,rush_long,0,,,,,
player,201111200min,rai,MyerBr00,targets,3,,,,,
player,201111200min,rai,MyerBr00,rec,2,,,,,
player,201111200min,rai,MyerBr00,rec_yds,23,,,,,
player,201111200min,rai,MyerBr00,rec_td,0,,,,,
player,201111200min,rai,MyerBr00,rec_long,21,,,,,
player,201111200min,rai,MyerBr00,fumbles,0,,,,,
player,201111200min,rai,MyerBr00,fumbles_lost,,,,,,
player,201111200min,rai,MoorDe02,pass_cmp,0,,,,,
player,201111200min,rai,MoorDe02,pass_att,0,,,,,
player,201111200min,rai,MoorDe02,pass_yds,0,,,,,
player,201111200min,rai,MoorDe02,pass_td,0,,,,,
player,201111200min,rai,MoorDe02,pass_int,0,,,,,
player,201111200min,rai,MoorDe02,pass_sacked,,,,,,
player,201111200min,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201111200min,rai,MoorDe02,pass_long,0,,,,,
player,201111200min,rai,MoorDe02,pass_rating,,,,,,
player,201111200min,rai,MoorDe02,rush_att,0,,,,,
player,201111200min,rai,MoorDe02,rush_yds,0,,,,,
player,201111200min,rai,MoorDe02,rush_td,0,,,,,
player,201111200min,rai,MoorDe02,rush_long,0,,,,,
player,201111200min,rai,MoorDe02,targets,2,,,,,
player,201111200min,rai,MoorDe02,rec,1,,,,,
player,201111200min,rai,MoorDe02,rec_yds,14,,,,,
player,201111200min,rai,MoorDe02,rec_td,0,,,,,
player,201111200min,rai,MoorDe02,rec_long,14,,,,,
player,201111200min,rai,MoorDe02,fumbles,0,,,,,
player,201111200min,rai,MoorDe02,fumbles_lost,,,,,,
player,201111200min,rai,SchiCh00,pass_cmp,0,,,,,
player,201111200min,rai,SchiCh00,pass_att,0,,,,,
player,201111200min,rai,SchiCh00,pass_yds,0,,,,,
player,201111200min,rai,SchiCh00,pass_td,0,,,,,
player,201111200min,rai,SchiCh00,pass_int,0,,,,,
player,201111200min,rai,SchiCh00,pass_sacked,,,,,,
player,201111200min,rai,SchiCh00,pass_sacked_yds,0,,,,,
player,201111200min,rai,SchiCh00,pass_long,0,,,,,
player,201111200min,rai,SchiCh00,pass_rating,,,,,,
player,201111200min,rai,SchiCh00,rush_att,0,,,,,
player,201111200min,rai,SchiCh00,rush_yds,0,,,,,
player,201111200min,rai,SchiCh00,rush_td,0,,,,,
player,201111200min,rai,SchiCh00,rush_long,0,,,,,
player,201111200min,rai,SchiCh00,targets,2,,,,,
player,201111200min,rai,SchiCh00,rec,1,,,,,
player,201111200min,rai,SchiCh00,rec_yds,11,,,,,
player,201111200min,rai,SchiCh00,rec_td,1,,,,,
player,201111200min,rai,SchiCh00,rec_long,11,,,,,
player,201111200min,rai,SchiCh00,fumbles,0,,,,,
player,201111200min,rai,SchiCh00,fumbles_lost,,,,,,
player,201111200min,min,PondCh00,pass_cmp,19,,,,,
player,201111200min,min,PondCh00,pass_att,33,,,,,
player,201111200min,min,PondCh00,pass_yds,211,,,,,
player,201111200min,min,PondCh00,pass_td,2,,,,,
player,201111200min,min,PondCh00,pass_int,3,,,,,
player,201111200min,min,PondCh00,pass_sacked,5,,,,,
player,201111200min,min,PondCh00,pass_sacked_yds,24,,,,,
player,201111200min,min,PondCh00,pass_long,42,,,,,
player,201111200min,min,PondCh00,pass_rating,59.0,,,,,
player,201111200min,min,PondCh00,rush_att,5,,,,,
player,201111200min,min,PondCh00,rush_yds,71,,,,,
player,201111200min,min,PondCh00,rush_td,0,,,,,
player,201111200min,min,PondCh00,rush_long,28,,,,,
player,201111200min,min,PondCh00,targets,0,,,,,
player,201111200min,min,PondCh00,rec,0,,,,,
player,201111200min,min,PondCh00,rec_yds,0,,,,,
player,201111200min,min,PondCh00,rec_td,0,,,,,
player,201111200min,min,PondCh00,rec_long,0,,,,,
player,201111200min,min,PondCh00,fumbles,1,,,,,
player,201111200min,min,PondCh00,fumbles_lost,0,,,,,
player,201111200min,min,PeteAd01,pass_cmp,0,,,,,
player,201111200min,min,PeteAd01,pass_att,0,,,,,
player,201111200min,min,PeteAd01,pass_yds,0,,,,,
player,201111200min,min,PeteAd01,pass_td,0,,,,,
player,201111200min,min,PeteAd01,pass_int,0,,,,,
player,201111200min,min,PeteAd01,pass_sacked,0,,,,,
player,201111200min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201111200min,min,PeteAd01,pass_long,0,,,,,
player,201111200min,min,PeteAd01,pass_rating,,,,,,
player,201111200min,min,PeteAd01,rush_att,6,,,,,
player,201111200min,min,PeteAd01,rush_yds,26,,,,,
player,201111200min,min,PeteAd01,rush_td,1,,,,,
player,201111200min,min,PeteAd01,rush_long,12,,,,,
player,201111200min,min,PeteAd01,targets,0,,,,,
player,201111200min,min,PeteAd01,rec,0,,,,,
player,201111200min,min,PeteAd01,rec_yds,0,,,,,
player,201111200min,min,PeteAd01,rec_td,0,,,,,
player,201111200min,min,PeteAd01,rec_long,0,,,,,
player,201111200min,min,PeteAd01,fumbles,0,,,,,
player,201111200min,min,PeteAd01,fumbles_lost,,,,,,
player,201111200min,min,HarvPe00,pass_cmp,0,,,,,
player,201111200min,min,HarvPe00,pass_att,0,,,,,
player,201111200min,min,HarvPe00,pass_yds,0,,,,,
player,201111200min,min,HarvPe00,pass_td,0,,,,,
player,201111200min,min,HarvPe00,pass_int,0,,,,,
player,201111200min,min,HarvPe00,pass_sacked,0,,,,,
player,201111200min,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201111200min,min,HarvPe00,pass_long,0,,,,,
player,201111200min,min,HarvPe00,pass_rating,,,,,,
player,201111200min,min,HarvPe00,rush_att,5,,,,,
player,201111200min,min,HarvPe00,rush_yds,21,,,,,
player,201111200min,min,HarvPe00,rush_td,0,,,,,
player,201111200min,min,HarvPe00,rush_long,18,,,,,
player,201111200min,min,HarvPe00,targets,8,,,,,
player,201111200min,min,HarvPe00,rec,6,,,,,
player,201111200min,min,HarvPe00,rec_yds,73,,,,,
player,201111200min,min,HarvPe00,rec_td,1,,,,,
player,201111200min,min,HarvPe00,rec_long,26,,,,,
player,201111200min,min,HarvPe00,fumbles,0,,,,,
player,201111200min,min,HarvPe00,fumbles_lost,,,,,,
player,201111200min,min,GerhTo00,pass_cmp,0,,,,,
player,201111200min,min,GerhTo00,pass_att,0,,,,,
player,201111200min,min,GerhTo00,pass_yds,0,,,,,
player,201111200min,min,GerhTo00,pass_td,0,,,,,
player,201111200min,min,GerhTo00,pass_int,0,,,,,
player,201111200min,min,GerhTo00,pass_sacked,0,,,,,
player,201111200min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201111200min,min,GerhTo00,pass_long,0,,,,,
player,201111200min,min,GerhTo00,pass_rating,,,,,,
player,201111200min,min,GerhTo00,rush_att,7,,,,,
player,201111200min,min,GerhTo00,rush_yds,18,,,,,
player,201111200min,min,GerhTo00,rush_td,0,,,,,
player,201111200min,min,GerhTo00,rush_long,8,,,,,
player,201111200min,min,GerhTo00,targets,1,,,,,
player,201111200min,min,GerhTo00,rec,1,,,,,
player,201111200min,min,GerhTo00,rec_yds,7,,,,,
player,201111200min,min,GerhTo00,rec_td,0,,,,,
player,201111200min,min,GerhTo00,rec_long,7,,,,,
player,201111200min,min,GerhTo00,fumbles,0,,,,,
player,201111200min,min,GerhTo00,fumbles_lost,,,,,,
player,201111200min,min,AromDe00,pass_cmp,0,,,,,
player,201111200min,min,AromDe00,pass_att,0,,,,,
player,201111200min,min,AromDe00,pass_yds,0,,,,,
player,201111200min,min,AromDe00,pass_td,0,,,,,
player,201111200min,min,AromDe00,pass_int,0,,,,,
player,201111200min,min,AromDe00,pass_sacked,0,,,,,
player,201111200min,min,AromDe00,pass_sacked_yds,0,,,,,
player,201111200min,min,AromDe00,pass_long,0,,,,,
player,201111200min,min,AromDe00,pass_rating,,,,,,
player,201111200min,min,AromDe00,rush_att,0,,,,,
player,201111200min,min,AromDe00,rush_yds,0,,,,,
player,201111200min,min,AromDe00,rush_td,0,,,,,
player,201111200min,min,AromDe00,rush_long,0,,,,,
player,201111200min,min,AromDe00,targets,4,,,,,
player,201111200min,min,AromDe00,rec,1,,,,,
player,201111200min,min,AromDe00,rec_yds,42,,,,,
player,201111200min,min,AromDe00,rec_td,0,,,,,
player,201111200min,min,AromDe00,rec_long,42,,,,,
player,201111200min,min,AromDe00,fumbles,0,,,,,
player,201111200min,min,AromDe00,fumbles_lost,,,,,,
player,201111200min,min,ShiaVi00,pass_cmp,0,,,,,
player,201111200min,min,ShiaVi00,pass_att,0,,,,,
player,201111200min,min,ShiaVi00,pass_yds,0,,,,,
player,201111200min,min,ShiaVi00,pass_td,0,,,,,
player,201111200min,min,ShiaVi00,pass_int,0,,,,,
player,201111200min,min,ShiaVi00,pass_sacked,0,,,,,
player,201111200min,min,ShiaVi00,pass_sacked_yds,0,,,,,
player,201111200min,min,ShiaVi00,pass_long,0,,,,,
player,201111200min,min,ShiaVi00,pass_rating,,,,,,
player,201111200min,min,ShiaVi00,rush_att,0,,,,,
player,201111200min,min,ShiaVi00,rush_yds,0,,,,,
player,201111200min,min,ShiaVi00,rush_td,0,,,,,
player,201111200min,min,ShiaVi00,rush_long,0,,,,,
player,201111200min,min,ShiaVi00,targets,3,,,,,
player,201111200min,min,ShiaVi00,rec,2,,,,,
player,201111200min,min,ShiaVi00,rec_yds,42,,,,,
player,201111200min,min,ShiaVi00,rec_td,0,,,,,
player,201111200min,min,ShiaVi00,rec_long,37,,,,,
player,201111200min,min,ShiaVi00,fumbles,0,,,,,
player,201111200min,min,ShiaVi00,fumbles_lost,,,,,,
player,201111200min,min,JenkMi00,pass_cmp,0,,,,,
player,201111200min,min,JenkMi00,pass_att,0,,,,,
player,201111200min,min,JenkMi00,pass_yds,0,,,,,
player,201111200min,min,JenkMi00,pass_td,0,,,,,
player,201111200min,min,JenkMi00,pass_int,0,,,,,
player,201111200min,min,JenkMi00,pass_sacked,0,,,,,
player,201111200min,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201111200min,min,JenkMi00,pass_long,0,,,,,
player,201111200min,min,JenkMi00,pass_rating,,,,,,
player,201111200min,min,JenkMi00,rush_att,0,,,,,
player,201111200min,min,JenkMi00,rush_yds,0,,,,,
player,201111200min,min,JenkMi00,rush_td,0,,,,,
player,201111200min,min,JenkMi00,rush_long,0,,,,,
player,201111200min,min,JenkMi00,targets,7,,,,,
player,201111200min,min,JenkMi00,rec,4,,,,,
player,201111200min,min,JenkMi00,rec_yds,30,,,,,
player,201111200min,min,JenkMi00,rec_td,0,,,,,
player,201111200min,min,JenkMi00,rec_long,15,,,,,
player,201111200min,min,JenkMi00,fumbles,1,,,,,
player,201111200min,min,JenkMi00,fumbles_lost,1,,,,,
player,201111200min,min,RudoKy00,pass_cmp,0,,,,,
player,201111200min,min,RudoKy00,pass_att,0,,,,,
player,201111200min,min,RudoKy00,pass_yds,0,,,,,
player,201111200min,min,RudoKy00,pass_td,0,,,,,
player,201111200min,min,RudoKy00,pass_int,0,,,,,
player,201111200min,min,RudoKy00,pass_sacked,0,,,,,
player,201111200min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201111200min,min,RudoKy00,pass_long,0,,,,,
player,201111200min,min,RudoKy00,pass_rating,,,,,,
player,201111200min,min,RudoKy00,rush_att,0,,,,,
player,201111200min,min,RudoKy00,rush_yds,0,,,,,
player,201111200min,min,RudoKy00,rush_td,0,,,,,
player,201111200min,min,RudoKy00,rush_long,0,,,,,
player,201111200min,min,RudoKy00,targets,5,,,,,
player,201111200min,min,RudoKy00,rec,3,,,,,
player,201111200min,min,RudoKy00,rec_yds,7,,,,,
player,201111200min,min,RudoKy00,rec_td,1,,,,,
player,201111200min,min,RudoKy00,rec_long,4,,,,,
player,201111200min,min,RudoKy00,fumbles,0,,,,,
player,201111200min,min,RudoKy00,fumbles_lost,,,,,,
player,201111200min,min,DImpRy00,pass_cmp,0,,,,,
player,201111200min,min,DImpRy00,pass_att,0,,,,,
player,201111200min,min,DImpRy00,pass_yds,0,,,,,
player,201111200min,min,DImpRy00,pass_td,0,,,,,
player,201111200min,min,DImpRy00,pass_int,0,,,,,
player,201111200min,min,DImpRy00,pass_sacked,0,,,,,
player,201111200min,min,DImpRy00,pass_sacked_yds,0,,,,,
player,201111200min,min,DImpRy00,pass_long,0,,,,,
player,201111200min,min,DImpRy00,pass_rating,,,,,,
player,201111200min,min,DImpRy00,rush_att,0,,,,,
player,201111200min,min,DImpRy00,rush_yds,0,,,,,
player,201111200min,min,DImpRy00,rush_td,0,,,,,
player,201111200min,min,DImpRy00,rush_long,0,,,,,
player,201111200min,min,DImpRy00,targets,1,,,,,
player,201111200min,min,DImpRy00,rec,1,,,,,
player,201111200min,min,DImpRy00,rec_yds,6,,,,,
player,201111200min,min,DImpRy00,rec_td,0,,,,,
player,201111200min,min,DImpRy00,rec_long,6,,,,,
player,201111200min,min,DImpRy00,fumbles,0,,,,,
player,201111200min,min,DImpRy00,fumbles_lost,,,,,,
player,201111200min,min,CamaGr00,pass_cmp,0,,,,,
player,201111200min,min,CamaGr00,pass_att,0,,,,,
player,201111200min,min,CamaGr00,pass_yds,0,,,,,
player,201111200min,min,CamaGr00,pass_td,0,,,,,
player,201111200min,min,CamaGr00,pass_int,0,,,,,
player,201111200min,min,CamaGr00,pass_sacked,0,,,,,
player,201111200min,min,CamaGr00,pass_sacked_yds,0,,,,,
player,201111200min,min,CamaGr00,pass_long,0,,,,,
player,201111200min,min,CamaGr00,pass_rating,,,,,,
player,201111200min,min,CamaGr00,rush_att,0,,,,,
player,201111200min,min,CamaGr00,rush_yds,0,,,,,
player,201111200min,min,CamaGr00,rush_td,0,,,,,
player,201111200min,min,CamaGr00,rush_long,0,,,,,
player,201111200min,min,CamaGr00,targets,2,,,,,
player,201111200min,min,CamaGr00,rec,1,,,,,
player,201111200min,min,CamaGr00,rec_yds,4,,,,,
player,201111200min,min,CamaGr00,rec_td,0,,,,,
player,201111200min,min,CamaGr00,rec_long,4,,,,,
player,201111200min,min,CamaGr00,fumbles,0,,,,,
player,201111200min,min,CamaGr00,fumbles_lost,,,,,,
player,201111200min,min,KleiJi00,pass_cmp,0,,,,,
player,201111200min,min,KleiJi00,pass_att,0,,,,,
player,201111200min,min,KleiJi00,pass_yds,0,,,,,
player,201111200min,min,KleiJi00,pass_td,0,,,,,
player,201111200min,min,KleiJi00,pass_int,0,,,,,
player,201111200min,min,KleiJi00,pass_sacked,0,,,,,
player,201111200min,min,KleiJi00,pass_sacked_yds,0,,,,,
player,201111200min,min,KleiJi00,pass_long,0,,,,,
player,201111200min,min,KleiJi00,pass_rating,,,,,,
player,201111200min,min,KleiJi00,rush_att,0,,,,,
player,201111200min,min,KleiJi00,rush_yds,0,,,,,
player,201111200min,min,KleiJi00,rush_td,0,,,,,
player,201111200min,min,KleiJi00,rush_long,0,,,,,
player,201111200min,min,KleiJi00,targets,1,,,,,
player,201111200min,min,KleiJi00,rec,0,,,,,
player,201111200min,min,KleiJi00,rec_yds,0,,,,,
player,201111200min,min,KleiJi00,rec_td,0,,,,,
player,201111200min,min,KleiJi00,rec_long,0,,,,,
player,201111200min,min,KleiJi00,fumbles,0,,,,,
player,201111200min,min,KleiJi00,fumbles_lost,,,,,,
player,201111200min,min,KluwCh20,pass_cmp,0,,,,,
player,201111200min,min,KluwCh20,pass_att,0,,,,,
player,201111200min,min,KluwCh20,pass_yds,0,,,,,
player,201111200min,min,KluwCh20,pass_td,0,,,,,
player,201111200min,min,KluwCh20,pass_int,0,,,,,
player,201111200min,min,KluwCh20,pass_sacked,0,,,,,
player,201111200min,min,KluwCh20,pass_sacked_yds,0,,,,,
player,201111200min,min,KluwCh20,pass_long,0,,,,,
player,201111200min,min,KluwCh20,pass_rating,,,,,,
player,201111200min,min,KluwCh20,rush_att,1,,,,,
player,201111200min,min,KluwCh20,rush_yds,-12,,,,,
player,201111200min,min,KluwCh20,rush_td,0,,,,,
player,201111200min,min,KluwCh20,rush_long,-12,,,,,
player,201111200min,min,KluwCh20,targets,0,,,,,
player,201111200min,min,KluwCh20,rec,0,,,,,
player,201111200min,min,KluwCh20,rec_yds,0,,,,,
player,201111200min,min,KluwCh20,rec_td,0,,,,,
player,201111200min,min,KluwCh20,rec_long,0,,,,,
player,201111200min,min,KluwCh20,fumbles,0,,,,,
player,201111200min,min,KluwCh20,fumbles_lost,,,,,,
player,201111200min,rai,KellTo21,def_int,1,,,,,
player,201111200min,rai,KellTo21,def_int_yds,1,,,,,
player,201111200min,rai,KellTo21,def_int_td,0,,,,,
player,201111200min,rai,KellTo21,def_int_long,1,,,,,
player,201111200min,rai,KellTo21,pass_defended,2,,,,,
player,201111200min,rai,KellTo21,sacks,2.0,,,,,
player,201111200min,rai,KellTo21,tackles_combined,3,,,,,
player,201111200min,rai,KellTo21,tackles_solo,3,,,,,
player,201111200min,rai,KellTo21,tackles_assists,0,,,,,
player,201111200min,rai,KellTo21,tackles_loss,0,,,,,
player,201111200min,rai,KellTo21,qb_hits,3,,,,,
player,201111200min,rai,KellTo21,fumbles_rec,0,,,,,
player,201111200min,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201111200min,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201111200min,rai,KellTo21,fumbles_forced,0,,,,,
player,201111200min,rai,GiorMa20,def_int,1,,,,,
player,201111200min,rai,GiorMa20,def_int_yds,42,,,,,
player,201111200min,rai,GiorMa20,def_int_td,0,,,,,
player,201111200min,rai,GiorMa20,def_int_long,42,,,,,
player,201111200min,rai,GiorMa20,pass_defended,1,,,,,
player,201111200min,rai,GiorMa20,sacks,0.0,,,,,
player,201111200min,rai,GiorMa20,tackles_combined,4,,,,,
player,201111200min,rai,GiorMa20,tackles_solo,4,,,,,
player,201111200min,rai,GiorMa20,tackles_assists,0,,,,,
player,201111200min,rai,GiorMa20,tackles_loss,0,,,,,
player,201111200min,rai,GiorMa20,qb_hits,0,,,,,
player,201111200min,rai,GiorMa20,fumbles_rec,0,,,,,
player,201111200min,rai,GiorMa20,fumbles_rec_yds,0,,,,,
player,201111200min,rai,GiorMa20,fumbles_rec_td,0,,,,,
player,201111200min,rai,GiorMa20,fumbles_forced,0,,,,,
player,201111200min,rai,RoutSt20,def_int,1,,,,,
player,201111200min,rai,RoutSt20,def_int_yds,0,,,,,
player,201111200min,rai,RoutSt20,def_int_td,0,,,,,
player,201111200min,rai,RoutSt20,def_int_long,0,,,,,
player,201111200min,rai,RoutSt20,pass_defended,1,,,,,
player,201111200min,rai,RoutSt20,sacks,0.0,,,,,
