game,2011,13,20111204,201112040sfo,ram,"St. Louis Rams",0,sfo,"San Francisco 49ers",26
player,201112040sfo,ram,FeelA.00,fumbles_lost,1,,,,,
player,201112040sfo,ram,JackSt00,pass_cmp,0,,,,,
player,201112040sfo,ram,JackSt00,pass_att,0,,,,,
player,201112040sfo,ram,JackSt00,pass_yds,0,,,,,
player,201112040sfo,ram,JackSt00,pass_td,0,,,,,
player,201112040sfo,ram,JackSt00,pass_int,0,,,,,
player,201112040sfo,ram,JackSt00,pass_sacked,0,,,,,
player,201112040sfo,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,JackSt00,pass_long,0,,,,,
player,201112040sfo,ram,JackSt00,pass_rating,,,,,,
player,201112040sfo,ram,JackSt00,rush_att,10,,,,,
player,201112040sfo,ram,JackSt00,rush_yds,19,,,,,
player,201112040sfo,ram,JackSt00,rush_td,0,,,,,
player,201112040sfo,ram,JackSt00,rush_long,9,,,,,
player,201112040sfo,ram,JackSt00,targets,1,,,,,
player,201112040sfo,ram,JackSt00,rec,1,,,,,
player,201112040sfo,ram,JackSt00,rec_yds,11,,,,,
player,201112040sfo,ram,JackSt00,rec_td,0,,,,,
player,201112040sfo,ram,JackSt00,rec_long,11,,,,,
player,201112040sfo,ram,JackSt00,fumbles,0,,,,,
player,201112040sfo,ram,JackSt00,fumbles_lost,,,,,,
player,201112040sfo,ram,NorwJe00,pass_cmp,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_att,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_yds,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_td,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_int,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_sacked,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_long,0,,,,,
player,201112040sfo,ram,NorwJe00,pass_rating,,,,,,
player,201112040sfo,ram,NorwJe00,rush_att,11,,,,,
player,201112040sfo,ram,NorwJe00,rush_yds,19,,,,,
player,201112040sfo,ram,NorwJe00,rush_td,0,,,,,
player,201112040sfo,ram,NorwJe00,rush_long,5,,,,,
player,201112040sfo,ram,NorwJe00,targets,0,,,,,
player,201112040sfo,ram,NorwJe00,rec,0,,,,,
player,201112040sfo,ram,NorwJe00,rec_yds,0,,,,,
player,201112040sfo,ram,NorwJe00,rec_td,0,,,,,
player,201112040sfo,ram,NorwJe00,rec_long,0,,,,,
player,201112040sfo,ram,NorwJe00,fumbles,0,,,,,
player,201112040sfo,ram,NorwJe00,fumbles_lost,,,,,,
player,201112040sfo,ram,GibsBr00,pass_cmp,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_att,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_yds,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_td,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_int,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_sacked,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_long,0,,,,,
player,201112040sfo,ram,GibsBr00,pass_rating,,,,,,
player,201112040sfo,ram,GibsBr00,rush_att,0,,,,,
player,201112040sfo,ram,GibsBr00,rush_yds,0,,,,,
player,201112040sfo,ram,GibsBr00,rush_td,0,,,,,
player,201112040sfo,ram,GibsBr00,rush_long,0,,,,,
player,201112040sfo,ram,GibsBr00,targets,7,,,,,
player,201112040sfo,ram,GibsBr00,rec,4,,,,,
player,201112040sfo,ram,GibsBr00,rec_yds,42,,,,,
player,201112040sfo,ram,GibsBr00,rec_td,0,,,,,
player,201112040sfo,ram,GibsBr00,rec_long,14,,,,,
player,201112040sfo,ram,GibsBr00,fumbles,0,,,,,
player,201112040sfo,ram,GibsBr00,fumbles_lost,,,,,,
player,201112040sfo,ram,LloyBr00,pass_cmp,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_att,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_yds,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_td,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_int,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_sacked,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_long,0,,,,,
player,201112040sfo,ram,LloyBr00,pass_rating,,,,,,
player,201112040sfo,ram,LloyBr00,rush_att,0,,,,,
player,201112040sfo,ram,LloyBr00,rush_yds,0,,,,,
player,201112040sfo,ram,LloyBr00,rush_td,0,,,,,
player,201112040sfo,ram,LloyBr00,rush_long,0,,,,,
player,201112040sfo,ram,LloyBr00,targets,2,,,,,
player,201112040sfo,ram,LloyBr00,rec,1,,,,,
player,201112040sfo,ram,LloyBr00,rec_yds,34,,,,,
player,201112040sfo,ram,LloyBr00,rec_td,0,,,,,
player,201112040sfo,ram,LloyBr00,rec_long,34,,,,,
player,201112040sfo,ram,LloyBr00,fumbles,0,,,,,
player,201112040sfo,ram,LloyBr00,fumbles_lost,,,,,,
player,201112040sfo,ram,AlexDa00,pass_cmp,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_att,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_yds,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_td,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_int,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_sacked,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_long,0,,,,,
player,201112040sfo,ram,AlexDa00,pass_rating,,,,,,
player,201112040sfo,ram,AlexDa00,rush_att,0,,,,,
player,201112040sfo,ram,AlexDa00,rush_yds,0,,,,,
player,201112040sfo,ram,AlexDa00,rush_td,0,,,,,
player,201112040sfo,ram,AlexDa00,rush_long,0,,,,,
player,201112040sfo,ram,AlexDa00,targets,2,,,,,
player,201112040sfo,ram,AlexDa00,rec,1,,,,,
player,201112040sfo,ram,AlexDa00,rec_yds,10,,,,,
player,201112040sfo,ram,AlexDa00,rec_td,0,,,,,
player,201112040sfo,ram,AlexDa00,rec_long,10,,,,,
player,201112040sfo,ram,AlexDa00,fumbles,0,,,,,
player,201112040sfo,ram,AlexDa00,fumbles_lost,,,,,,
player,201112040sfo,ram,MillNi00,pass_cmp,0,,,,,
player,201112040sfo,ram,MillNi00,pass_att,0,,,,,
player,201112040sfo,ram,MillNi00,pass_yds,0,,,,,
player,201112040sfo,ram,MillNi00,pass_td,0,,,,,
player,201112040sfo,ram,MillNi00,pass_int,0,,,,,
player,201112040sfo,ram,MillNi00,pass_sacked,0,,,,,
player,201112040sfo,ram,MillNi00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,MillNi00,pass_long,0,,,,,
player,201112040sfo,ram,MillNi00,pass_rating,,,,,,
player,201112040sfo,ram,MillNi00,rush_att,0,,,,,
player,201112040sfo,ram,MillNi00,rush_yds,0,,,,,
player,201112040sfo,ram,MillNi00,rush_td,0,,,,,
player,201112040sfo,ram,MillNi00,rush_long,0,,,,,
player,201112040sfo,ram,MillNi00,targets,1,,,,,
player,201112040sfo,ram,MillNi00,rec,1,,,,,
player,201112040sfo,ram,MillNi00,rec_yds,8,,,,,
player,201112040sfo,ram,MillNi00,rec_td,0,,,,,
player,201112040sfo,ram,MillNi00,rec_long,8,,,,,
player,201112040sfo,ram,MillNi00,fumbles,0,,,,,
player,201112040sfo,ram,MillNi00,fumbles_lost,,,,,,
player,201112040sfo,ram,KendLa00,pass_cmp,0,,,,,
player,201112040sfo,ram,KendLa00,pass_att,0,,,,,
player,201112040sfo,ram,KendLa00,pass_yds,0,,,,,
player,201112040sfo,ram,KendLa00,pass_td,0,,,,,
player,201112040sfo,ram,KendLa00,pass_int,0,,,,,
player,201112040sfo,ram,KendLa00,pass_sacked,0,,,,,
player,201112040sfo,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,KendLa00,pass_long,0,,,,,
player,201112040sfo,ram,KendLa00,pass_rating,,,,,,
player,201112040sfo,ram,KendLa00,rush_att,0,,,,,
player,201112040sfo,ram,KendLa00,rush_yds,0,,,,,
player,201112040sfo,ram,KendLa00,rush_td,0,,,,,
player,201112040sfo,ram,KendLa00,rush_long,0,,,,,
player,201112040sfo,ram,KendLa00,targets,1,,,,,
player,201112040sfo,ram,KendLa00,rec,0,,,,,
player,201112040sfo,ram,KendLa00,rec_yds,0,,,,,
player,201112040sfo,ram,KendLa00,rec_td,0,,,,,
player,201112040sfo,ram,KendLa00,rec_long,0,,,,,
player,201112040sfo,ram,KendLa00,fumbles,0,,,,,
player,201112040sfo,ram,KendLa00,fumbles_lost,,,,,,
player,201112040sfo,ram,MillBr01,pass_cmp,0,,,,,
player,201112040sfo,ram,MillBr01,pass_att,0,,,,,
player,201112040sfo,ram,MillBr01,pass_yds,0,,,,,
player,201112040sfo,ram,MillBr01,pass_td,0,,,,,
player,201112040sfo,ram,MillBr01,pass_int,0,,,,,
player,201112040sfo,ram,MillBr01,pass_sacked,0,,,,,
player,201112040sfo,ram,MillBr01,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,MillBr01,pass_long,0,,,,,
player,201112040sfo,ram,MillBr01,pass_rating,,,,,,
player,201112040sfo,ram,MillBr01,rush_att,1,,,,,
player,201112040sfo,ram,MillBr01,rush_yds,-1,,,,,
player,201112040sfo,ram,MillBr01,rush_td,0,,,,,
player,201112040sfo,ram,MillBr01,rush_long,-1,,,,,
player,201112040sfo,ram,MillBr01,targets,1,,,,,
player,201112040sfo,ram,MillBr01,rec,1,,,,,
player,201112040sfo,ram,MillBr01,rec_yds,18,,,,,
player,201112040sfo,ram,MillBr01,rec_td,0,,,,,
player,201112040sfo,ram,MillBr01,rec_long,18,,,,,
player,201112040sfo,ram,MillBr01,fumbles,0,,,,,
player,201112040sfo,ram,MillBr01,fumbles_lost,,,,,,
player,201112040sfo,ram,PettAu00,pass_cmp,0,,,,,
player,201112040sfo,ram,PettAu00,pass_att,0,,,,,
player,201112040sfo,ram,PettAu00,pass_yds,0,,,,,
player,201112040sfo,ram,PettAu00,pass_td,0,,,,,
player,201112040sfo,ram,PettAu00,pass_int,0,,,,,
player,201112040sfo,ram,PettAu00,pass_sacked,0,,,,,
player,201112040sfo,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201112040sfo,ram,PettAu00,pass_long,0,,,,,
player,201112040sfo,ram,PettAu00,pass_rating,,,,,,
player,201112040sfo,ram,PettAu00,rush_att,1,,,,,
player,201112040sfo,ram,PettAu00,rush_yds,-6,,,,,
player,201112040sfo,ram,PettAu00,rush_td,0,,,,,
player,201112040sfo,ram,PettAu00,rush_long,-6,,,,,
player,201112040sfo,ram,PettAu00,targets,7,,,,,
player,201112040sfo,ram,PettAu00,rec,3,,,,,
player,201112040sfo,ram,PettAu00,rec_yds,33,,,,,
player,201112040sfo,ram,PettAu00,rec_td,0,,,,,
player,201112040sfo,ram,PettAu00,rec_long,17,,,,,
player,201112040sfo,ram,PettAu00,fumbles,0,,,,,
player,201112040sfo,ram,PettAu00,fumbles_lost,,,,,,
player,201112040sfo,sfo,SmitAl03,pass_cmp,17,,,,,
player,201112040sfo,sfo,SmitAl03,pass_att,23,,,,,
player,201112040sfo,sfo,SmitAl03,pass_yds,274,,,,,
player,201112040sfo,sfo,SmitAl03,pass_td,2,,,,,
player,201112040sfo,sfo,SmitAl03,pass_int,0,,,,,
player,201112040sfo,sfo,SmitAl03,pass_sacked,4,,,,,
player,201112040sfo,sfo,SmitAl03,pass_sacked_yds,29,,,,,
player,201112040sfo,sfo,SmitAl03,pass_long,56,,,,,
player,201112040sfo,sfo,SmitAl03,pass_rating,142.3,,,,,
player,201112040sfo,sfo,SmitAl03,rush_att,2,,,,,
player,201112040sfo,sfo,SmitAl03,rush_yds,10,,,,,
player,201112040sfo,sfo,SmitAl03,rush_td,0,,,,,
player,201112040sfo,sfo,SmitAl03,rush_long,8,,,,,
player,201112040sfo,sfo,SmitAl03,targets,0,,,,,
player,201112040sfo,sfo,SmitAl03,rec,0,,,,,
player,201112040sfo,sfo,SmitAl03,rec_yds,0,,,,,
player,201112040sfo,sfo,SmitAl03,rec_td,0,,,,,
player,201112040sfo,sfo,SmitAl03,rec_long,0,,,,,
player,201112040sfo,sfo,SmitAl03,fumbles,0,,,,,
player,201112040sfo,sfo,SmitAl03,fumbles_lost,,,,,,
player,201112040sfo,sfo,KaepCo00,pass_cmp,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_att,2,,,,,
player,201112040sfo,sfo,KaepCo00,pass_yds,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_td,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_sacked,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_long,0,,,,,
player,201112040sfo,sfo,KaepCo00,pass_rating,39.6,,,,,
player,201112040sfo,sfo,KaepCo00,rush_att,0,,,,,
player,201112040sfo,sfo,KaepCo00,rush_yds,0,,,,,
player,201112040sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201112040sfo,sfo,KaepCo00,rush_long,0,,,,,
player,201112040sfo,sfo,KaepCo00,targets,0,,,,,
player,201112040sfo,sfo,KaepCo00,rec,0,,,,,
player,201112040sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201112040sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201112040sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201112040sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201112040sfo,sfo,KaepCo00,fumbles_lost,,,,,,
player,201112040sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201112040sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201112040sfo,sfo,GoreFr00,rush_att,21,,,,,
player,201112040sfo,sfo,GoreFr00,rush_yds,73,,,,,
player,201112040sfo,sfo,GoreFr00,rush_td,0,,,,,
player,201112040sfo,sfo,GoreFr00,rush_long,20,,,,,
player,201112040sfo,sfo,GoreFr00,targets,0,,,,,
player,201112040sfo,sfo,GoreFr00,rec,0,,,,,
player,201112040sfo,sfo,GoreFr00,rec_yds,0,,,,,
player,201112040sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201112040sfo,sfo,GoreFr00,rec_long,0,,,,,
player,201112040sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201112040sfo,sfo,GoreFr00,fumbles_lost,,,,,,
player,201112040sfo,sfo,WillKy01,pass_cmp,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_att,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_yds,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_td,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_int,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_sacked,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_long,0,,,,,
player,201112040sfo,sfo,WillKy01,pass_rating,,,,,,
player,201112040sfo,sfo,WillKy01,rush_att,1,,,,,
player,201112040sfo,sfo,WillKy01,rush_yds,25,,,,,
player,201112040sfo,sfo,WillKy01,rush_td,0,,,,,
player,201112040sfo,sfo,WillKy01,rush_long,25,,,,,
player,201112040sfo,sfo,WillKy01,targets,2,,,,,
player,201112040sfo,sfo,WillKy01,rec,2,,,,,
player,201112040sfo,sfo,WillKy01,rec_yds,66,,,,,
player,201112040sfo,sfo,WillKy01,rec_td,1,,,,,
player,201112040sfo,sfo,WillKy01,rec_long,56,,,,,
player,201112040sfo,sfo,WillKy01,fumbles,0,,,,,
player,201112040sfo,sfo,WillKy01,fumbles_lost,,,,,,
player,201112040sfo,sfo,GinnTe00,pass_cmp,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_att,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_yds,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_td,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_int,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_sacked,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_long,0,,,,,
player,201112040sfo,sfo,GinnTe00,pass_rating,,,,,,
player,201112040sfo,sfo,GinnTe00,rush_att,1,,,,,
player,201112040sfo,sfo,GinnTe00,rush_yds,16,,,,,
player,201112040sfo,sfo,GinnTe00,rush_td,0,,,,,
player,201112040sfo,sfo,GinnTe00,rush_long,16,,,,,
player,201112040sfo,sfo,GinnTe00,targets,4,,,,,
player,201112040sfo,sfo,GinnTe00,rec,4,,,,,
player,201112040sfo,sfo,GinnTe00,rec_yds,56,,,,,
player,201112040sfo,sfo,GinnTe00,rec_td,0,,,,,
player,201112040sfo,sfo,GinnTe00,rec_long,26,,,,,
player,201112040sfo,sfo,GinnTe00,fumbles,0,,,,,
player,201112040sfo,sfo,GinnTe00,fumbles_lost,,,,,,
player,201112040sfo,sfo,WalkHu00,pass_cmp,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_att,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_yds,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_td,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_int,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_sacked,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_long,0,,,,,
player,201112040sfo,sfo,WalkHu00,pass_rating,,,,,,
player,201112040sfo,sfo,WalkHu00,rush_att,1,,,,,
player,201112040sfo,sfo,WalkHu00,rush_yds,14,,,,,
player,201112040sfo,sfo,WalkHu00,rush_td,0,,,,,
player,201112040sfo,sfo,WalkHu00,rush_long,14,,,,,
player,201112040sfo,sfo,WalkHu00,targets,2,,,,,
player,201112040sfo,sfo,WalkHu00,rec,0,,,,,
player,201112040sfo,sfo,WalkHu00,rec_yds,0,,,,,
player,201112040sfo,sfo,WalkHu00,rec_td,0,,,,,
player,201112040sfo,sfo,WalkHu00,rec_long,0,,,,,
player,201112040sfo,sfo,WalkHu00,fumbles,0,,,,,
player,201112040sfo,sfo,WalkHu00,fumbles_lost,,,,,,
player,201112040sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201112040sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201112040sfo,sfo,HuntKe00,rush_att,5,,,,,
player,201112040sfo,sfo,HuntKe00,rush_yds,4,,,,,
player,201112040sfo,sfo,HuntKe00,rush_td,0,,,,,
player,201112040sfo,sfo,HuntKe00,rush_long,4,,,,,
player,201112040sfo,sfo,HuntKe00,targets,3,,,,,
player,201112040sfo,sfo,HuntKe00,rec,2,,,,,
player,201112040sfo,sfo,HuntKe00,rec_yds,24,,,,,
player,201112040sfo,sfo,HuntKe00,rec_td,0,,,,,
player,201112040sfo,sfo,HuntKe00,rec_long,14,,,,,
player,201112040sfo,sfo,HuntKe00,fumbles,0,,,,,
player,201112040sfo,sfo,HuntKe00,fumbles_lost,,,,,,
player,201112040sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_sacked,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201112040sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201112040sfo,sfo,DixoAn00,rush_att,3,,,,,
player,201112040sfo,sfo,DixoAn00,rush_yds,2,,,,,
player,201112040sfo,sfo,DixoAn00,rush_td,0,,,,,
player,201112040sfo,sfo,DixoAn00,rush_long,3,,,,,
player,201112040sfo,sfo,DixoAn00,targets,0,,,,,
player,201112040sfo,sfo,DixoAn00,rec,0,,,,,
player,201112040sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201112040sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201112040sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201112040sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201112040sfo,sfo,DixoAn00,fumbles_lost,,,,,,
player,201112040sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_sacked,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201112040sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201112040sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201112040sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201112040sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201112040sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201112040sfo,sfo,CrabMi00,targets,5,,,,,
player,201112040sfo,sfo,CrabMi00,rec,4,,,,,
player,201112040sfo,sfo,CrabMi00,rec_yds,96,,,,,
player,201112040sfo,sfo,CrabMi00,rec_td,1,,,,,
player,201112040sfo,sfo,CrabMi00,rec_long,52,,,,,
player,201112040sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201112040sfo,sfo,CrabMi00,fumbles_lost,,,,,,
player,201112040sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201112040sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201112040sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201112040sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201112040sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201112040sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201112040sfo,sfo,DaviVe00,targets,8,,,,,
player,201112040sfo,sfo,DaviVe00,rec,5,,,,,
player,201112040sfo,sfo,DaviVe00,rec_yds,32,,,,,
player,201112040sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201112040sfo,sfo,DaviVe00,rec_long,13,,,,,
player,201112040sfo,sfo,DaviVe00,fumbles,1,,,,,
player,201112040sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_cmp,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_att,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_yds,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_td,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_int,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_sacked,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_sacked_yds,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_long,0,,,,,
player,201112040sfo,sfo,PeelJu00,pass_rating,,,,,,
player,201112040sfo,sfo,PeelJu00,rush_att,0,,,,,
player,201112040sfo,sfo,PeelJu00,rush_yds,0,,,,,
player,201112040sfo,sfo,PeelJu00,rush_td,0,,,,,
player,201112040sfo,sfo,PeelJu00,rush_long,0,,,,,
