game,2011,9,20111106,201111060dal,sea,"Seattle Seahawks",13,dal,"Dallas Cowboys",23
player,201111060dal,sea,LyncMa00,rec_td,0,,,,,
player,201111060dal,sea,LyncMa00,rec_long,8,,,,,
player,201111060dal,sea,LyncMa00,fumbles,0,,,,,
player,201111060dal,sea,LyncMa00,fumbles_lost,,,,,,
player,201111060dal,sea,WashLe00,pass_cmp,0,,,,,
player,201111060dal,sea,WashLe00,pass_att,0,,,,,
player,201111060dal,sea,WashLe00,pass_yds,0,,,,,
player,201111060dal,sea,WashLe00,pass_td,0,,,,,
player,201111060dal,sea,WashLe00,pass_int,0,,,,,
player,201111060dal,sea,WashLe00,pass_sacked,0,,,,,
player,201111060dal,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201111060dal,sea,WashLe00,pass_long,0,,,,,
player,201111060dal,sea,WashLe00,pass_rating,,,,,,
player,201111060dal,sea,WashLe00,rush_att,3,,,,,
player,201111060dal,sea,WashLe00,rush_yds,16,,,,,
player,201111060dal,sea,WashLe00,rush_td,0,,,,,
player,201111060dal,sea,WashLe00,rush_long,10,,,,,
player,201111060dal,sea,WashLe00,targets,0,,,,,
player,201111060dal,sea,WashLe00,rec,0,,,,,
player,201111060dal,sea,WashLe00,rec_yds,0,,,,,
player,201111060dal,sea,WashLe00,rec_td,0,,,,,
player,201111060dal,sea,WashLe00,rec_long,0,,,,,
player,201111060dal,sea,WashLe00,fumbles,0,,,,,
player,201111060dal,sea,WashLe00,fumbles_lost,0,,,,,
player,201111060dal,sea,ForsJu00,pass_cmp,0,,,,,
player,201111060dal,sea,ForsJu00,pass_att,0,,,,,
player,201111060dal,sea,ForsJu00,pass_yds,0,,,,,
player,201111060dal,sea,ForsJu00,pass_td,0,,,,,
player,201111060dal,sea,ForsJu00,pass_int,0,,,,,
player,201111060dal,sea,ForsJu00,pass_sacked,0,,,,,
player,201111060dal,sea,ForsJu00,pass_sacked_yds,0,,,,,
player,201111060dal,sea,ForsJu00,pass_long,0,,,,,
player,201111060dal,sea,ForsJu00,pass_rating,,,,,,
player,201111060dal,sea,ForsJu00,rush_att,2,,,,,
player,201111060dal,sea,ForsJu00,rush_yds,8,,,,,
player,201111060dal,sea,ForsJu00,rush_td,0,,,,,
player,201111060dal,sea,ForsJu00,rush_long,9,,,,,
player,201111060dal,sea,ForsJu00,targets,3,,,,,
player,201111060dal,sea,ForsJu00,rec,2,,,,,
player,201111060dal,sea,ForsJu00,rec_yds,14,,,,,
player,201111060dal,sea,ForsJu00,rec_td,0,,,,,
player,201111060dal,sea,ForsJu00,rec_long,13,,,,,
player,201111060dal,sea,ForsJu00,fumbles,0,,,,,
player,201111060dal,sea,ForsJu00,fumbles_lost,,,,,,
player,201111060dal,sea,RiceSi01,pass_cmp,0,,,,,
player,201111060dal,sea,RiceSi01,pass_att,0,,,,,
player,201111060dal,sea,RiceSi01,pass_yds,0,,,,,
player,201111060dal,sea,RiceSi01,pass_td,0,,,,,
player,201111060dal,sea,RiceSi01,pass_int,0,,,,,
player,201111060dal,sea,RiceSi01,pass_sacked,0,,,,,
player,201111060dal,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201111060dal,sea,RiceSi01,pass_long,0,,,,,
player,201111060dal,sea,RiceSi01,pass_rating,,,,,,
player,201111060dal,sea,RiceSi01,rush_att,0,,,,,
player,201111060dal,sea,RiceSi01,rush_yds,0,,,,,
player,201111060dal,sea,RiceSi01,rush_td,0,,,,,
player,201111060dal,sea,RiceSi01,rush_long,0,,,,,
player,201111060dal,sea,RiceSi01,targets,8,,,,,
player,201111060dal,sea,RiceSi01,rec,3,,,,,
player,201111060dal,sea,RiceSi01,rec_yds,69,,,,,
player,201111060dal,sea,RiceSi01,rec_td,0,,,,,
player,201111060dal,sea,RiceSi01,rec_long,43,,,,,
player,201111060dal,sea,RiceSi01,fumbles,0,,,,,
player,201111060dal,sea,RiceSi01,fumbles_lost,,,,,,
player,201111060dal,sea,McCoAn00,pass_cmp,0,,,,,
player,201111060dal,sea,McCoAn00,pass_att,0,,,,,
player,201111060dal,sea,McCoAn00,pass_yds,0,,,,,
player,201111060dal,sea,McCoAn00,pass_td,0,,,,,
player,201111060dal,sea,McCoAn00,pass_int,0,,,,,
player,201111060dal,sea,McCoAn00,pass_sacked,0,,,,,
player,201111060dal,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201111060dal,sea,McCoAn00,pass_long,0,,,,,
player,201111060dal,sea,McCoAn00,pass_rating,,,,,,
player,201111060dal,sea,McCoAn00,rush_att,0,,,,,
player,201111060dal,sea,McCoAn00,rush_yds,0,,,,,
player,201111060dal,sea,McCoAn00,rush_td,0,,,,,
player,201111060dal,sea,McCoAn00,rush_long,0,,,,,
player,201111060dal,sea,McCoAn00,targets,2,,,,,
player,201111060dal,sea,McCoAn00,rec,2,,,,,
player,201111060dal,sea,McCoAn00,rec_yds,44,,,,,
player,201111060dal,sea,McCoAn00,rec_td,0,,,,,
player,201111060dal,sea,McCoAn00,rec_long,31,,,,,
player,201111060dal,sea,McCoAn00,fumbles,0,,,,,
player,201111060dal,sea,McCoAn00,fumbles_lost,,,,,,
player,201111060dal,sea,WillMi03,pass_cmp,0,,,,,
player,201111060dal,sea,WillMi03,pass_att,0,,,,,
player,201111060dal,sea,WillMi03,pass_yds,0,,,,,
player,201111060dal,sea,WillMi03,pass_td,0,,,,,
player,201111060dal,sea,WillMi03,pass_int,0,,,,,
player,201111060dal,sea,WillMi03,pass_sacked,0,,,,,
player,201111060dal,sea,WillMi03,pass_sacked_yds,0,,,,,
player,201111060dal,sea,WillMi03,pass_long,0,,,,,
player,201111060dal,sea,WillMi03,pass_rating,,,,,,
player,201111060dal,sea,WillMi03,rush_att,0,,,,,
player,201111060dal,sea,WillMi03,rush_yds,0,,,,,
player,201111060dal,sea,WillMi03,rush_td,0,,,,,
player,201111060dal,sea,WillMi03,rush_long,0,,,,,
player,201111060dal,sea,WillMi03,targets,3,,,,,
player,201111060dal,sea,WillMi03,rec,3,,,,,
player,201111060dal,sea,WillMi03,rec_yds,41,,,,,
player,201111060dal,sea,WillMi03,rec_td,0,,,,,
player,201111060dal,sea,WillMi03,rec_long,19,,,,,
player,201111060dal,sea,WillMi03,fumbles,0,,,,,
player,201111060dal,sea,WillMi03,fumbles_lost,,,,,,
player,201111060dal,sea,BaldDo00,pass_cmp,0,,,,,
player,201111060dal,sea,BaldDo00,pass_att,0,,,,,
player,201111060dal,sea,BaldDo00,pass_yds,0,,,,,
player,201111060dal,sea,BaldDo00,pass_td,0,,,,,
player,201111060dal,sea,BaldDo00,pass_int,0,,,,,
player,201111060dal,sea,BaldDo00,pass_sacked,0,,,,,
player,201111060dal,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201111060dal,sea,BaldDo00,pass_long,0,,,,,
player,201111060dal,sea,BaldDo00,pass_rating,,,,,,
player,201111060dal,sea,BaldDo00,rush_att,0,,,,,
player,201111060dal,sea,BaldDo00,rush_yds,0,,,,,
player,201111060dal,sea,BaldDo00,rush_td,0,,,,,
player,201111060dal,sea,BaldDo00,rush_long,0,,,,,
player,201111060dal,sea,BaldDo00,targets,6,,,,,
player,201111060dal,sea,BaldDo00,rec,3,,,,,
player,201111060dal,sea,BaldDo00,rec_yds,31,,,,,
player,201111060dal,sea,BaldDo00,rec_td,0,,,,,
player,201111060dal,sea,BaldDo00,rec_long,25,,,,,
player,201111060dal,sea,BaldDo00,fumbles,0,,,,,
player,201111060dal,sea,BaldDo00,fumbles_lost,,,,,,
player,201111060dal,sea,TateGo00,pass_cmp,0,,,,,
player,201111060dal,sea,TateGo00,pass_att,0,,,,,
player,201111060dal,sea,TateGo00,pass_yds,0,,,,,
player,201111060dal,sea,TateGo00,pass_td,0,,,,,
player,201111060dal,sea,TateGo00,pass_int,0,,,,,
player,201111060dal,sea,TateGo00,pass_sacked,0,,,,,
player,201111060dal,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201111060dal,sea,TateGo00,pass_long,0,,,,,
player,201111060dal,sea,TateGo00,pass_rating,,,,,,
player,201111060dal,sea,TateGo00,rush_att,0,,,,,
player,201111060dal,sea,TateGo00,rush_yds,0,,,,,
player,201111060dal,sea,TateGo00,rush_td,0,,,,,
player,201111060dal,sea,TateGo00,rush_long,0,,,,,
player,201111060dal,sea,TateGo00,targets,1,,,,,
player,201111060dal,sea,TateGo00,rec,1,,,,,
player,201111060dal,sea,TateGo00,rec_yds,8,,,,,
player,201111060dal,sea,TateGo00,rec_td,0,,,,,
player,201111060dal,sea,TateGo00,rec_long,8,,,,,
player,201111060dal,sea,TateGo00,fumbles,0,,,,,
player,201111060dal,sea,TateGo00,fumbles_lost,,,,,,
player,201111060dal,sea,ObomBe00,pass_cmp,0,,,,,
player,201111060dal,sea,ObomBe00,pass_att,0,,,,,
player,201111060dal,sea,ObomBe00,pass_yds,0,,,,,
player,201111060dal,sea,ObomBe00,pass_td,0,,,,,
player,201111060dal,sea,ObomBe00,pass_int,0,,,,,
player,201111060dal,sea,ObomBe00,pass_sacked,0,,,,,
player,201111060dal,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201111060dal,sea,ObomBe00,pass_long,0,,,,,
player,201111060dal,sea,ObomBe00,pass_rating,,,,,,
player,201111060dal,sea,ObomBe00,rush_att,0,,,,,
player,201111060dal,sea,ObomBe00,rush_yds,0,,,,,
player,201111060dal,sea,ObomBe00,rush_td,0,,,,,
player,201111060dal,sea,ObomBe00,rush_long,0,,,,,
player,201111060dal,sea,ObomBe00,targets,2,,,,,
player,201111060dal,sea,ObomBe00,rec,2,,,,,
player,201111060dal,sea,ObomBe00,rec_yds,6,,,,,
player,201111060dal,sea,ObomBe00,rec_td,0,,,,,
player,201111060dal,sea,ObomBe00,rec_long,9,,,,,
player,201111060dal,sea,ObomBe00,fumbles,0,,,,,
player,201111060dal,sea,ObomBe00,fumbles_lost,,,,,,
player,201111060dal,dal,RomoTo00,pass_cmp,19,,,,,
player,201111060dal,dal,RomoTo00,pass_att,31,,,,,
player,201111060dal,dal,RomoTo00,pass_yds,279,,,,,
player,201111060dal,dal,RomoTo00,pass_td,2,,,,,
player,201111060dal,dal,RomoTo00,pass_int,0,,,,,
player,201111060dal,dal,RomoTo00,pass_sacked,0,,,,,
player,201111060dal,dal,RomoTo00,pass_sacked_yds,0,,,,,
player,201111060dal,dal,RomoTo00,pass_long,39,,,,,
player,201111060dal,dal,RomoTo00,pass_rating,112.2,,,,,
player,201111060dal,dal,RomoTo00,rush_att,3,,,,,
player,201111060dal,dal,RomoTo00,rush_yds,13,,,,,
player,201111060dal,dal,RomoTo00,rush_td,0,,,,,
player,201111060dal,dal,RomoTo00,rush_long,11,,,,,
player,201111060dal,dal,RomoTo00,targets,0,,,,,
player,201111060dal,dal,RomoTo00,rec,0,,,,,
player,201111060dal,dal,RomoTo00,rec_yds,0,,,,,
player,201111060dal,dal,RomoTo00,rec_td,0,,,,,
player,201111060dal,dal,RomoTo00,rec_long,0,,,,,
player,201111060dal,dal,RomoTo00,fumbles,0,,,,,
player,201111060dal,dal,RomoTo00,fumbles_lost,,,,,,
player,201111060dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201111060dal,dal,MurrDe00,pass_att,0,,,,,
player,201111060dal,dal,MurrDe00,pass_yds,0,,,,,
player,201111060dal,dal,MurrDe00,pass_td,0,,,,,
player,201111060dal,dal,MurrDe00,pass_int,0,,,,,
player,201111060dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201111060dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201111060dal,dal,MurrDe00,pass_long,0,,,,,
player,201111060dal,dal,MurrDe00,pass_rating,,,,,,
player,201111060dal,dal,MurrDe00,rush_att,22,,,,,
player,201111060dal,dal,MurrDe00,rush_yds,139,,,,,
player,201111060dal,dal,MurrDe00,rush_td,0,,,,,
player,201111060dal,dal,MurrDe00,rush_long,32,,,,,
player,201111060dal,dal,MurrDe00,targets,6,,,,,
player,201111060dal,dal,MurrDe00,rec,4,,,,,
player,201111060dal,dal,MurrDe00,rec_yds,47,,,,,
player,201111060dal,dal,MurrDe00,rec_td,0,,,,,
player,201111060dal,dal,MurrDe00,rec_long,17,,,,,
player,201111060dal,dal,MurrDe00,fumbles,0,,,,,
player,201111060dal,dal,MurrDe00,fumbles_lost,,,,,,
player,201111060dal,dal,TannPh00,pass_cmp,0,,,,,
player,201111060dal,dal,TannPh00,pass_att,0,,,,,
player,201111060dal,dal,TannPh00,pass_yds,0,,,,,
player,201111060dal,dal,TannPh00,pass_td,0,,,,,
player,201111060dal,dal,TannPh00,pass_int,0,,,,,
player,201111060dal,dal,TannPh00,pass_sacked,0,,,,,
player,201111060dal,dal,TannPh00,pass_sacked_yds,0,,,,,
player,201111060dal,dal,TannPh00,pass_long,0,,,,,
player,201111060dal,dal,TannPh00,pass_rating,,,,,,
player,201111060dal,dal,TannPh00,rush_att,4,,,,,
player,201111060dal,dal,TannPh00,rush_yds,11,,,,,
player,201111060dal,dal,TannPh00,rush_td,0,,,,,
player,201111060dal,dal,TannPh00,rush_long,6,,,,,
player,201111060dal,dal,TannPh00,targets,0,,,,,
player,201111060dal,dal,TannPh00,rec,0,,,,,
player,201111060dal,dal,TannPh00,rec_yds,0,,,,,
player,201111060dal,dal,TannPh00,rec_td,0,,,,,
player,201111060dal,dal,TannPh00,rec_long,0,,,,,
player,201111060dal,dal,TannPh00,fumbles,0,,,,,
player,201111060dal,dal,TannPh00,fumbles_lost,,,,,,
player,201111060dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201111060dal,dal,BryaDe01,pass_att,0,,,,,
player,201111060dal,dal,BryaDe01,pass_yds,0,,,,,
player,201111060dal,dal,BryaDe01,pass_td,0,,,,,
player,201111060dal,dal,BryaDe01,pass_int,0,,,,,
player,201111060dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201111060dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201111060dal,dal,BryaDe01,pass_long,0,,,,,
player,201111060dal,dal,BryaDe01,pass_rating,,,,,,
player,201111060dal,dal,BryaDe01,rush_att,0,,,,,
player,201111060dal,dal,BryaDe01,rush_yds,0,,,,,
player,201111060dal,dal,BryaDe01,rush_td,0,,,,,
player,201111060dal,dal,BryaDe01,rush_long,0,,,,,
player,201111060dal,dal,BryaDe01,targets,9,,,,,
player,201111060dal,dal,BryaDe01,rec,4,,,,,
player,201111060dal,dal,BryaDe01,rec_yds,76,,,,,
player,201111060dal,dal,BryaDe01,rec_td,0,,,,,
player,201111060dal,dal,BryaDe01,rec_long,39,,,,,
player,201111060dal,dal,BryaDe01,fumbles,1,,,,,
player,201111060dal,dal,BryaDe01,fumbles_lost,1,,,,,
player,201111060dal,dal,WittJa00,pass_cmp,0,,,,,
player,201111060dal,dal,WittJa00,pass_att,0,,,,,
player,201111060dal,dal,WittJa00,pass_yds,0,,,,,
player,201111060dal,dal,WittJa00,pass_td,0,,,,,
player,201111060dal,dal,WittJa00,pass_int,0,,,,,
player,201111060dal,dal,WittJa00,pass_sacked,0,,,,,
player,201111060dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201111060dal,dal,WittJa00,pass_long,0,,,,,
player,201111060dal,dal,WittJa00,pass_rating,,,,,,
player,201111060dal,dal,WittJa00,rush_att,0,,,,,
player,201111060dal,dal,WittJa00,rush_yds,0,,,,,
player,201111060dal,dal,WittJa00,rush_td,0,,,,,
player,201111060dal,dal,WittJa00,rush_long,0,,,,,
player,201111060dal,dal,WittJa00,targets,7,,,,,
player,201111060dal,dal,WittJa00,rec,4,,,,,
player,201111060dal,dal,WittJa00,rec_yds,71,,,,,
player,201111060dal,dal,WittJa00,rec_td,1,,,,,
player,201111060dal,dal,WittJa00,rec_long,33,,,,,
player,201111060dal,dal,WittJa00,fumbles,0,,,,,
player,201111060dal,dal,WittJa00,fumbles_lost,,,,,,
player,201111060dal,dal,AustMi00,pass_cmp,0,,,,,
player,201111060dal,dal,AustMi00,pass_att,0,,,,,
player,201111060dal,dal,AustMi00,pass_yds,0,,,,,
player,201111060dal,dal,AustMi00,pass_td,0,,,,,
player,201111060dal,dal,AustMi00,pass_int,0,,,,,
player,201111060dal,dal,AustMi00,pass_sacked,0,,,,,
player,201111060dal,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201111060dal,dal,AustMi00,pass_long,0,,,,,
player,201111060dal,dal,AustMi00,pass_rating,,,,,,
player,201111060dal,dal,AustMi00,rush_att,0,,,,,
player,201111060dal,dal,AustMi00,rush_yds,0,,,,,
player,201111060dal,dal,AustMi00,rush_td,0,,,,,
player,201111060dal,dal,AustMi00,rush_long,0,,,,,
player,201111060dal,dal,AustMi00,targets,3,,,,,
player,201111060dal,dal,AustMi00,rec,2,,,,,
player,201111060dal,dal,AustMi00,rec_yds,53,,,,,
player,201111060dal,dal,AustMi00,rec_td,0,,,,,
player,201111060dal,dal,AustMi00,rec_long,37,,,,,
player,201111060dal,dal,AustMi00,fumbles,0,,,,,
player,201111060dal,dal,AustMi00,fumbles_lost,,,,,,
player,201111060dal,dal,RobiLa01,pass_cmp,0,,,,,
player,201111060dal,dal,RobiLa01,pass_att,0,,,,,
player,201111060dal,dal,RobiLa01,pass_yds,0,,,,,
player,201111060dal,dal,RobiLa01,pass_td,0,,,,,
player,201111060dal,dal,RobiLa01,pass_int,0,,,,,
player,201111060dal,dal,RobiLa01,pass_sacked,0,,,,,
player,201111060dal,dal,RobiLa01,pass_sacked_yds,0,,,,,
player,201111060dal,dal,RobiLa01,pass_long,0,,,,,
player,201111060dal,dal,RobiLa01,pass_rating,,,,,,
player,201111060dal,dal,RobiLa01,rush_att,0,,,,,
player,201111060dal,dal,RobiLa01,rush_yds,0,,,,,
player,201111060dal,dal,RobiLa01,rush_td,0,,,,,
player,201111060dal,dal,RobiLa01,rush_long,0,,,,,
player,201111060dal,dal,RobiLa01,targets,5,,,,,
player,201111060dal,dal,RobiLa01,rec,5,,,,,
player,201111060dal,dal,RobiLa01,rec_yds,32,,,,,
player,201111060dal,dal,RobiLa01,rec_td,1,,,,,
player,201111060dal,dal,RobiLa01,rec_long,8,,,,,
player,201111060dal,dal,RobiLa01,fumbles,0,,,,,
player,201111060dal,dal,RobiLa01,fumbles_lost,,,,,,
player,201111060dal,dal,PhilJo00,pass_cmp,0,,,,,
player,201111060dal,dal,PhilJo00,pass_att,0,,,,,
player,201111060dal,dal,PhilJo00,pass_yds,0,,,,,
player,201111060dal,dal,PhilJo00,pass_td,0,,,,,
player,201111060dal,dal,PhilJo00,pass_int,0,,,,,
player,201111060dal,dal,PhilJo00,pass_sacked,0,,,,,
player,201111060dal,dal,PhilJo00,pass_sacked_yds,0,,,,,
player,201111060dal,dal,PhilJo00,pass_long,0,,,,,
player,201111060dal,dal,PhilJo00,pass_rating,,,,,,
player,201111060dal,dal,PhilJo00,rush_att,0,,,,,
player,201111060dal,dal,PhilJo00,rush_yds,0,,,,,
player,201111060dal,dal,PhilJo00,rush_td,0,,,,,
player,201111060dal,dal,PhilJo00,rush_long,0,,,,,
player,201111060dal,dal,PhilJo00,targets,1,,,,,
player,201111060dal,dal,PhilJo00,rec,0,,,,,
player,201111060dal,dal,PhilJo00,rec_yds,0,,,,,
player,201111060dal,dal,PhilJo00,rec_td,0,,,,,
player,201111060dal,dal,PhilJo00,rec_long,0,,,,,
player,201111060dal,dal,PhilJo00,fumbles,0,,,,,
player,201111060dal,dal,PhilJo00,fumbles_lost,,,,,,
player,201111060dal,sea,HawtDa20,def_int,0,,,,,
player,201111060dal,sea,HawtDa20,def_int_yds,0,,,,,
player,201111060dal,sea,HawtDa20,def_int_td,0,,,,,
player,201111060dal,sea,HawtDa20,def_int_long,0,,,,,
player,201111060dal,sea,HawtDa20,pass_defended,0,,,,,
player,201111060dal,sea,HawtDa20,sacks,0.0,,,,,
player,201111060dal,sea,HawtDa20,tackles_combined,8,,,,,
player,201111060dal,sea,HawtDa20,tackles_solo,6,,,,,
player,201111060dal,sea,HawtDa20,tackles_assists,2,,,,,
player,201111060dal,sea,HawtDa20,tackles_loss,1,,,,,
player,201111060dal,sea,HawtDa20,qb_hits,0,,,,,
player,201111060dal,sea,HawtDa20,fumbles_rec,0,,,,,
player,201111060dal,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201111060dal,sea,HawtDa20,fumbles_forced,0,,,,,
player,201111060dal,sea,ThomEa99,def_int,0,,,,,
player,201111060dal,sea,ThomEa99,def_int_yds,0,,,,,
player,201111060dal,sea,ThomEa99,def_int_td,0,,,,,
player,201111060dal,sea,ThomEa99,def_int_long,0,,,,,
player,201111060dal,sea,ThomEa99,pass_defended,0,,,,,
player,201111060dal,sea,ThomEa99,sacks,0.0,,,,,
player,201111060dal,sea,ThomEa99,tackles_combined,8,,,,,
player,201111060dal,sea,ThomEa99,tackles_solo,8,,,,,
player,201111060dal,sea,ThomEa99,tackles_assists,0,,,,,
player,201111060dal,sea,ThomEa99,tackles_loss,1,,,,,
player,201111060dal,sea,ThomEa99,qb_hits,0,,,,,
player,201111060dal,sea,ThomEa99,fumbles_rec,0,,,,,
player,201111060dal,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201111060dal,sea,ThomEa99,fumbles_forced,0,,,,,
player,201111060dal,sea,HillLe20,def_int,0,,,,,
player,201111060dal,sea,HillLe20,def_int_yds,0,,,,,
player,201111060dal,sea,HillLe20,def_int_td,0,,,,,
player,201111060dal,sea,HillLe20,def_int_long,0,,,,,
player,201111060dal,sea,HillLe20,pass_defended,0,,,,,
player,201111060dal,sea,HillLe20,sacks,0.0,,,,,
player,201111060dal,sea,HillLe20,tackles_combined,6,,,,,
player,201111060dal,sea,HillLe20,tackles_solo,6,,,,,
player,201111060dal,sea,HillLe20,tackles_assists,0,,,,,
player,201111060dal,sea,HillLe20,tackles_loss,0,,,,,
player,201111060dal,sea,HillLe20,qb_hits,0,,,,,
player,201111060dal,sea,HillLe20,fumbles_rec,0,,,,,
player,201111060dal,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201111060dal,sea,HillLe20,fumbles_forced,0,,,,,
player,201111060dal,sea,ChanKa99,def_int,0,,,,,
player,201111060dal,sea,ChanKa99,def_int_yds,0,,,,,
player,201111060dal,sea,ChanKa99,def_int_td,0,,,,,
player,201111060dal,sea,ChanKa99,def_int_long,0,,,,,
player,201111060dal,sea,ChanKa99,pass_defended,1,,,,,
player,201111060dal,sea,ChanKa99,sacks,0.0,,,,,
player,201111060dal,sea,ChanKa99,tackles_combined,5,,,,,
player,201111060dal,sea,ChanKa99,tackles_solo,5,,,,,
player,201111060dal,sea,ChanKa99,tackles_assists,0,,,,,
player,201111060dal,sea,ChanKa99,tackles_loss,0,,,,,
player,201111060dal,sea,ChanKa99,qb_hits,0,,,,,
player,201111060dal,sea,ChanKa99,fumbles_rec,0,,,,,
player,201111060dal,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201111060dal,sea,ChanKa99,fumbles_forced,0,,,,,
player,201111060dal,sea,SherRi00,def_int,0,,,,,
player,201111060dal,sea,SherRi00,def_int_yds,0,,,,,
player,201111060dal,sea,SherRi00,def_int_td,0,,,,,
player,201111060dal,sea,SherRi00,def_int_long,0,,,,,
player,201111060dal,sea,SherRi00,pass_defended,1,,,,,
player,201111060dal,sea,SherRi00,sacks,0.0,,,,,
player,201111060dal,sea,SherRi00,tackles_combined,5,,,,,
player,201111060dal,sea,SherRi00,tackles_solo,4,,,,,
player,201111060dal,sea,SherRi00,tackles_assists,1,,,,,
player,201111060dal,sea,SherRi00,tackles_loss,0,,,,,
player,201111060dal,sea,SherRi00,qb_hits,0,,,,,
player,201111060dal,sea,SherRi00,fumbles_rec,0,,,,,
player,201111060dal,sea,SherRi00,fumbles_rec_yds,0,,,,,
