game,2011,9,20111106,201111060dal,sea,"Seattle Seahawks",13,dal,"Dallas Cowboys",23
player,201111060dal,dal,BuehDa44,def_int_yds,0,,,,,
player,201111060dal,dal,BuehDa44,def_int_td,0,,,,,
player,201111060dal,dal,BuehDa44,def_int_long,0,,,,,
player,201111060dal,dal,BuehDa44,pass_defended,0,,,,,
player,201111060dal,dal,BuehDa44,sacks,0.0,,,,,
player,201111060dal,dal,BuehDa44,tackles_combined,1,,,,,
player,201111060dal,dal,BuehDa44,tackles_solo,1,,,,,
player,201111060dal,dal,BuehDa44,tackles_assists,0,,,,,
player,201111060dal,dal,BuehDa44,tackles_loss,0,,,,,
player,201111060dal,dal,BuehDa44,qb_hits,0,,,,,
player,201111060dal,dal,BuehDa44,fumbles_rec,0,,,,,
player,201111060dal,dal,BuehDa44,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,BuehDa44,fumbles_rec_td,0,,,,,
player,201111060dal,dal,BuehDa44,fumbles_forced,0,,,,,
player,201111060dal,dal,McCrDa00,def_int,0,,,,,
player,201111060dal,dal,McCrDa00,def_int_yds,0,,,,,
player,201111060dal,dal,McCrDa00,def_int_td,0,,,,,
player,201111060dal,dal,McCrDa00,def_int_long,0,,,,,
player,201111060dal,dal,McCrDa00,pass_defended,0,,,,,
player,201111060dal,dal,McCrDa00,sacks,0.0,,,,,
player,201111060dal,dal,McCrDa00,tackles_combined,1,,,,,
player,201111060dal,dal,McCrDa00,tackles_solo,1,,,,,
player,201111060dal,dal,McCrDa00,tackles_assists,0,,,,,
player,201111060dal,dal,McCrDa00,tackles_loss,0,,,,,
player,201111060dal,dal,McCrDa00,qb_hits,0,,,,,
player,201111060dal,dal,McCrDa00,fumbles_rec,0,,,,,
player,201111060dal,dal,McCrDa00,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,McCrDa00,fumbles_rec_td,0,,,,,
player,201111060dal,dal,McCrDa00,fumbles_forced,0,,,,,
player,201111060dal,dal,PhilJo00,def_int,0,,,,,
player,201111060dal,dal,PhilJo00,def_int_yds,0,,,,,
player,201111060dal,dal,PhilJo00,def_int_td,0,,,,,
player,201111060dal,dal,PhilJo00,def_int_long,0,,,,,
player,201111060dal,dal,PhilJo00,pass_defended,0,,,,,
player,201111060dal,dal,PhilJo00,sacks,0.0,,,,,
player,201111060dal,dal,PhilJo00,tackles_combined,1,,,,,
player,201111060dal,dal,PhilJo00,tackles_solo,0,,,,,
player,201111060dal,dal,PhilJo00,tackles_assists,1,,,,,
player,201111060dal,dal,PhilJo00,tackles_loss,0,,,,,
player,201111060dal,dal,PhilJo00,qb_hits,0,,,,,
player,201111060dal,dal,PhilJo00,fumbles_rec,0,,,,,
player,201111060dal,dal,PhilJo00,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,PhilJo00,fumbles_rec_td,0,,,,,
player,201111060dal,dal,PhilJo00,fumbles_forced,0,,,,,
player,201111060dal,dal,RatlJa20,def_int,0,,,,,
player,201111060dal,dal,RatlJa20,def_int_yds,0,,,,,
player,201111060dal,dal,RatlJa20,def_int_td,0,,,,,
player,201111060dal,dal,RatlJa20,def_int_long,0,,,,,
player,201111060dal,dal,RatlJa20,pass_defended,0,,,,,
player,201111060dal,dal,RatlJa20,sacks,0.0,,,,,
player,201111060dal,dal,RatlJa20,tackles_combined,1,,,,,
player,201111060dal,dal,RatlJa20,tackles_solo,1,,,,,
player,201111060dal,dal,RatlJa20,tackles_assists,0,,,,,
player,201111060dal,dal,RatlJa20,tackles_loss,0,,,,,
player,201111060dal,dal,RatlJa20,qb_hits,1,,,,,
player,201111060dal,dal,RatlJa20,fumbles_rec,0,,,,,
player,201111060dal,dal,RatlJa20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,RatlJa20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,RatlJa20,fumbles_forced,0,,,,,
player,201111060dal,dal,CartBr00,def_int,0,,,,,
player,201111060dal,dal,CartBr00,def_int_yds,0,,,,,
player,201111060dal,dal,CartBr00,def_int_td,0,,,,,
player,201111060dal,dal,CartBr00,def_int_long,0,,,,,
player,201111060dal,dal,CartBr00,pass_defended,1,,,,,
player,201111060dal,dal,CartBr00,sacks,0.0,,,,,
player,201111060dal,dal,CartBr00,tackles_combined,0,,,,,
player,201111060dal,dal,CartBr00,tackles_solo,0,,,,,
player,201111060dal,dal,CartBr00,tackles_assists,0,,,,,
player,201111060dal,dal,CartBr00,tackles_loss,0,,,,,
player,201111060dal,dal,CartBr00,qb_hits,0,,,,,
player,201111060dal,dal,CartBr00,fumbles_rec,0,,,,,
player,201111060dal,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201111060dal,dal,CartBr00,fumbles_forced,0,,,,,
player,201111060dal,sea,WashLe00,kick_ret,3,,,,,
player,201111060dal,sea,WashLe00,kick_ret_yds,50,,,,,
player,201111060dal,sea,WashLe00,kick_ret_yds_per_ret,16.7,,,,,
player,201111060dal,sea,WashLe00,kick_ret_td,0,,,,,
player,201111060dal,sea,WashLe00,kick_ret_long,32,,,,,
player,201111060dal,sea,WashLe00,punt_ret,0,,,,,
player,201111060dal,sea,WashLe00,punt_ret_yds,0,,,,,
player,201111060dal,sea,WashLe00,punt_ret_yds_per_ret,,,,,,
player,201111060dal,sea,WashLe00,punt_ret_td,0,,,,,
player,201111060dal,sea,WashLe00,punt_ret_long,0,,,,,
player,201111060dal,dal,BryaDe01,kick_ret,0,,,,,
player,201111060dal,dal,BryaDe01,kick_ret_yds,0,,,,,
player,201111060dal,dal,BryaDe01,kick_ret_yds_per_ret,,,,,,
player,201111060dal,dal,BryaDe01,kick_ret_td,0,,,,,
player,201111060dal,dal,BryaDe01,kick_ret_long,0,,,,,
player,201111060dal,dal,BryaDe01,punt_ret,2,,,,,
player,201111060dal,dal,BryaDe01,punt_ret_yds,8,,,,,
player,201111060dal,dal,BryaDe01,punt_ret_yds_per_ret,4.0,,,,,
player,201111060dal,dal,BryaDe01,punt_ret_td,0,,,,,
player,201111060dal,dal,BryaDe01,punt_ret_long,12,,,,,
player,201111060dal,dal,OgleKe00,kick_ret,2,,,,,
player,201111060dal,dal,OgleKe00,kick_ret_yds,39,,,,,
player,201111060dal,dal,OgleKe00,kick_ret_yds_per_ret,19.5,,,,,
player,201111060dal,dal,OgleKe00,kick_ret_td,0,,,,,
player,201111060dal,dal,OgleKe00,kick_ret_long,20,,,,,
player,201111060dal,dal,OgleKe00,punt_ret,0,,,,,
player,201111060dal,dal,OgleKe00,punt_ret_yds,0,,,,,
player,201111060dal,dal,OgleKe00,punt_ret_yds_per_ret,,,,,,
player,201111060dal,dal,OgleKe00,punt_ret_td,0,,,,,
player,201111060dal,dal,OgleKe00,punt_ret_long,0,,,,,
player,201111060dal,sea,HausSt00,xpm,1,,,,,
player,201111060dal,sea,HausSt00,xpa,1,,,,,
player,201111060dal,sea,HausSt00,fgm,2,,,,,
player,201111060dal,sea,HausSt00,fga,3,,,,,
player,201111060dal,sea,HausSt00,punt,0,,,,,
player,201111060dal,sea,HausSt00,punt_yds,0,,,,,
player,201111060dal,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201111060dal,sea,HausSt00,punt_long,0,,,,,
player,201111060dal,sea,RyanJo21,xpm,,,,,,
player,201111060dal,sea,RyanJo21,xpa,,,,,,
player,201111060dal,sea,RyanJo21,fgm,,,,,,
player,201111060dal,sea,RyanJo21,fga,,,,,,
player,201111060dal,sea,RyanJo21,punt,3,,,,,
player,201111060dal,sea,RyanJo21,punt_yds,183,,,,,
player,201111060dal,sea,RyanJo21,punt_yds_per_punt,61.0,,,,,
player,201111060dal,sea,RyanJo21,punt_long,70,,,,,
player,201111060dal,dal,BailDa00,xpm,2,,,,,
player,201111060dal,dal,BailDa00,xpa,2,,,,,
player,201111060dal,dal,BailDa00,fgm,3,,,,,
player,201111060dal,dal,BailDa00,fga,3,,,,,
player,201111060dal,dal,BailDa00,punt,0,,,,,
player,201111060dal,dal,BailDa00,punt_yds,0,,,,,
player,201111060dal,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201111060dal,dal,BailDa00,punt_long,0,,,,,
player,201111060dal,dal,JoneCh02,xpm,,,,,,
player,201111060dal,dal,JoneCh02,xpa,,,,,,
player,201111060dal,dal,JoneCh02,fgm,,,,,,
player,201111060dal,dal,JoneCh02,fga,,,,,,
player,201111060dal,dal,JoneCh02,punt,4,,,,,
player,201111060dal,dal,JoneCh02,punt_yds,172,,,,,
player,201111060dal,dal,JoneCh02,punt_yds_per_punt,43.0,,,,,
player,201111060dal,dal,JoneCh02,punt_long,52,,,,,
