game,2011,15,20111218,201112180kan,gnb,"Green Bay Packers",14,kan,"Kansas City Chiefs",19
player,201112180kan,gnb,SmitD.00,tackles_solo,6,,,,,
player,201112180kan,gnb,SmitD.00,tackles_assists,3,,,,,
player,201112180kan,gnb,SmitD.00,tackles_loss,1,,,,,
player,201112180kan,gnb,SmitD.00,qb_hits,0,,,,,
player,201112180kan,gnb,SmitD.00,fumbles_rec,0,,,,,
player,201112180kan,gnb,SmitD.00,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,SmitD.00,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,SmitD.00,fumbles_forced,0,,,,,
player,201112180kan,gnb,HawkA.20,def_int,0,,,,,
player,201112180kan,gnb,HawkA.20,def_int_yds,0,,,,,
player,201112180kan,gnb,HawkA.20,def_int_td,0,,,,,
player,201112180kan,gnb,HawkA.20,def_int_long,0,,,,,
player,201112180kan,gnb,HawkA.20,pass_defended,0,,,,,
player,201112180kan,gnb,HawkA.20,sacks,0.0,,,,,
player,201112180kan,gnb,HawkA.20,tackles_combined,8,,,,,
player,201112180kan,gnb,HawkA.20,tackles_solo,6,,,,,
player,201112180kan,gnb,HawkA.20,tackles_assists,2,,,,,
player,201112180kan,gnb,HawkA.20,tackles_loss,0,,,,,
player,201112180kan,gnb,HawkA.20,qb_hits,0,,,,,
player,201112180kan,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201112180kan,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201112180kan,gnb,MattCl99,def_int,0,,,,,
player,201112180kan,gnb,MattCl99,def_int_yds,0,,,,,
player,201112180kan,gnb,MattCl99,def_int_td,0,,,,,
player,201112180kan,gnb,MattCl99,def_int_long,0,,,,,
player,201112180kan,gnb,MattCl99,pass_defended,0,,,,,
player,201112180kan,gnb,MattCl99,sacks,0.0,,,,,
player,201112180kan,gnb,MattCl99,tackles_combined,6,,,,,
player,201112180kan,gnb,MattCl99,tackles_solo,5,,,,,
player,201112180kan,gnb,MattCl99,tackles_assists,1,,,,,
player,201112180kan,gnb,MattCl99,tackles_loss,0,,,,,
player,201112180kan,gnb,MattCl99,qb_hits,0,,,,,
player,201112180kan,gnb,MattCl99,fumbles_rec,0,,,,,
player,201112180kan,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,MattCl99,fumbles_forced,0,,,,,
player,201112180kan,gnb,PeprCh20,def_int,0,,,,,
player,201112180kan,gnb,PeprCh20,def_int_yds,0,,,,,
player,201112180kan,gnb,PeprCh20,def_int_td,0,,,,,
player,201112180kan,gnb,PeprCh20,def_int_long,0,,,,,
player,201112180kan,gnb,PeprCh20,pass_defended,0,,,,,
player,201112180kan,gnb,PeprCh20,sacks,0.0,,,,,
player,201112180kan,gnb,PeprCh20,tackles_combined,6,,,,,
player,201112180kan,gnb,PeprCh20,tackles_solo,6,,,,,
player,201112180kan,gnb,PeprCh20,tackles_assists,0,,,,,
player,201112180kan,gnb,PeprCh20,tackles_loss,0,,,,,
player,201112180kan,gnb,PeprCh20,qb_hits,0,,,,,
player,201112180kan,gnb,PeprCh20,fumbles_rec,0,,,,,
player,201112180kan,gnb,PeprCh20,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,PeprCh20,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,PeprCh20,fumbles_forced,0,,,,,
player,201112180kan,gnb,WaldEr99,def_int,0,,,,,
player,201112180kan,gnb,WaldEr99,def_int_yds,0,,,,,
player,201112180kan,gnb,WaldEr99,def_int_td,0,,,,,
player,201112180kan,gnb,WaldEr99,def_int_long,0,,,,,
player,201112180kan,gnb,WaldEr99,pass_defended,0,,,,,
player,201112180kan,gnb,WaldEr99,sacks,0.0,,,,,
player,201112180kan,gnb,WaldEr99,tackles_combined,6,,,,,
player,201112180kan,gnb,WaldEr99,tackles_solo,5,,,,,
player,201112180kan,gnb,WaldEr99,tackles_assists,1,,,,,
player,201112180kan,gnb,WaldEr99,tackles_loss,0,,,,,
player,201112180kan,gnb,WaldEr99,qb_hits,0,,,,,
player,201112180kan,gnb,WaldEr99,fumbles_rec,0,,,,,
player,201112180kan,gnb,WaldEr99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,WaldEr99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,WaldEr99,fumbles_forced,0,,,,,
player,201112180kan,gnb,BurnMo99,def_int,0,,,,,
player,201112180kan,gnb,BurnMo99,def_int_yds,0,,,,,
player,201112180kan,gnb,BurnMo99,def_int_td,0,,,,,
player,201112180kan,gnb,BurnMo99,def_int_long,0,,,,,
player,201112180kan,gnb,BurnMo99,pass_defended,1,,,,,
player,201112180kan,gnb,BurnMo99,sacks,0.0,,,,,
player,201112180kan,gnb,BurnMo99,tackles_combined,5,,,,,
player,201112180kan,gnb,BurnMo99,tackles_solo,4,,,,,
player,201112180kan,gnb,BurnMo99,tackles_assists,1,,,,,
player,201112180kan,gnb,BurnMo99,tackles_loss,0,,,,,
player,201112180kan,gnb,BurnMo99,qb_hits,1,,,,,
player,201112180kan,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201112180kan,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201112180kan,gnb,WillTr99,def_int,0,,,,,
player,201112180kan,gnb,WillTr99,def_int_yds,0,,,,,
player,201112180kan,gnb,WillTr99,def_int_td,0,,,,,
player,201112180kan,gnb,WillTr99,def_int_long,0,,,,,
player,201112180kan,gnb,WillTr99,pass_defended,1,,,,,
player,201112180kan,gnb,WillTr99,sacks,0.0,,,,,
player,201112180kan,gnb,WillTr99,tackles_combined,3,,,,,
player,201112180kan,gnb,WillTr99,tackles_solo,2,,,,,
player,201112180kan,gnb,WillTr99,tackles_assists,1,,,,,
player,201112180kan,gnb,WillTr99,tackles_loss,0,,,,,
player,201112180kan,gnb,WillTr99,qb_hits,0,,,,,
player,201112180kan,gnb,WillTr99,fumbles_rec,0,,,,,
player,201112180kan,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,WillTr99,fumbles_forced,0,,,,,
player,201112180kan,gnb,RajiBJ99,def_int,0,,,,,
player,201112180kan,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201112180kan,gnb,RajiBJ99,def_int_td,0,,,,,
player,201112180kan,gnb,RajiBJ99,def_int_long,0,,,,,
player,201112180kan,gnb,RajiBJ99,pass_defended,0,,,,,
player,201112180kan,gnb,RajiBJ99,sacks,0.0,,,,,
player,201112180kan,gnb,RajiBJ99,tackles_combined,2,,,,,
player,201112180kan,gnb,RajiBJ99,tackles_solo,2,,,,,
player,201112180kan,gnb,RajiBJ99,tackles_assists,0,,,,,
player,201112180kan,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201112180kan,gnb,RajiBJ99,qb_hits,0,,,,,
player,201112180kan,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201112180kan,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201112180kan,gnb,ShieSa00,def_int,0,,,,,
player,201112180kan,gnb,ShieSa00,def_int_yds,0,,,,,
player,201112180kan,gnb,ShieSa00,def_int_td,0,,,,,
player,201112180kan,gnb,ShieSa00,def_int_long,0,,,,,
player,201112180kan,gnb,ShieSa00,pass_defended,0,,,,,
player,201112180kan,gnb,ShieSa00,sacks,0.0,,,,,
player,201112180kan,gnb,ShieSa00,tackles_combined,2,,,,,
player,201112180kan,gnb,ShieSa00,tackles_solo,2,,,,,
player,201112180kan,gnb,ShieSa00,tackles_assists,0,,,,,
player,201112180kan,gnb,ShieSa00,tackles_loss,0,,,,,
player,201112180kan,gnb,ShieSa00,qb_hits,0,,,,,
player,201112180kan,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201112180kan,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201112180kan,gnb,WilsC.98,def_int,0,,,,,
player,201112180kan,gnb,WilsC.98,def_int_yds,0,,,,,
player,201112180kan,gnb,WilsC.98,def_int_td,0,,,,,
player,201112180kan,gnb,WilsC.98,def_int_long,0,,,,,
player,201112180kan,gnb,WilsC.98,pass_defended,0,,,,,
player,201112180kan,gnb,WilsC.98,sacks,0.0,,,,,
player,201112180kan,gnb,WilsC.98,tackles_combined,2,,,,,
player,201112180kan,gnb,WilsC.98,tackles_solo,2,,,,,
player,201112180kan,gnb,WilsC.98,tackles_assists,0,,,,,
player,201112180kan,gnb,WilsC.98,tackles_loss,0,,,,,
player,201112180kan,gnb,WilsC.98,qb_hits,0,,,,,
player,201112180kan,gnb,WilsC.98,fumbles_rec,0,,,,,
player,201112180kan,gnb,WilsC.98,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,WilsC.98,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,WilsC.98,fumbles_forced,0,,,,,
player,201112180kan,gnb,GoodBr99,def_int,0,,,,,
player,201112180kan,gnb,GoodBr99,def_int_yds,0,,,,,
player,201112180kan,gnb,GoodBr99,def_int_td,0,,,,,
player,201112180kan,gnb,GoodBr99,def_int_long,0,,,,,
player,201112180kan,gnb,GoodBr99,pass_defended,0,,,,,
player,201112180kan,gnb,GoodBr99,sacks,0.0,,,,,
player,201112180kan,gnb,GoodBr99,tackles_combined,1,,,,,
player,201112180kan,gnb,GoodBr99,tackles_solo,1,,,,,
player,201112180kan,gnb,GoodBr99,tackles_assists,0,,,,,
player,201112180kan,gnb,GoodBr99,tackles_loss,0,,,,,
player,201112180kan,gnb,GoodBr99,qb_hits,0,,,,,
player,201112180kan,gnb,GoodBr99,fumbles_rec,0,,,,,
player,201112180kan,gnb,GoodBr99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,GoodBr99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,GoodBr99,fumbles_forced,0,,,,,
player,201112180kan,gnb,GreeHo20,def_int,0,,,,,
player,201112180kan,gnb,GreeHo20,def_int_yds,0,,,,,
player,201112180kan,gnb,GreeHo20,def_int_td,0,,,,,
player,201112180kan,gnb,GreeHo20,def_int_long,0,,,,,
player,201112180kan,gnb,GreeHo20,pass_defended,0,,,,,
player,201112180kan,gnb,GreeHo20,sacks,0.0,,,,,
player,201112180kan,gnb,GreeHo20,tackles_combined,1,,,,,
player,201112180kan,gnb,GreeHo20,tackles_solo,1,,,,,
player,201112180kan,gnb,GreeHo20,tackles_assists,0,,,,,
player,201112180kan,gnb,GreeHo20,tackles_loss,0,,,,,
player,201112180kan,gnb,GreeHo20,qb_hits,0,,,,,
player,201112180kan,gnb,GreeHo20,fumbles_rec,0,,,,,
player,201112180kan,gnb,GreeHo20,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,GreeHo20,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,GreeHo20,fumbles_forced,0,,,,,
player,201112180kan,gnb,LattJa00,def_int,0,,,,,
player,201112180kan,gnb,LattJa00,def_int_yds,0,,,,,
player,201112180kan,gnb,LattJa00,def_int_td,0,,,,,
player,201112180kan,gnb,LattJa00,def_int_long,0,,,,,
player,201112180kan,gnb,LattJa00,pass_defended,0,,,,,
player,201112180kan,gnb,LattJa00,sacks,0.0,,,,,
player,201112180kan,gnb,LattJa00,tackles_combined,1,,,,,
player,201112180kan,gnb,LattJa00,tackles_solo,1,,,,,
player,201112180kan,gnb,LattJa00,tackles_assists,0,,,,,
player,201112180kan,gnb,LattJa00,tackles_loss,0,,,,,
player,201112180kan,gnb,LattJa00,qb_hits,0,,,,,
player,201112180kan,gnb,LattJa00,fumbles_rec,0,,,,,
player,201112180kan,gnb,LattJa00,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,LattJa00,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,LattJa00,fumbles_forced,0,,,,,
player,201112180kan,gnb,LeexPa99,def_int,0,,,,,
player,201112180kan,gnb,LeexPa99,def_int_yds,0,,,,,
player,201112180kan,gnb,LeexPa99,def_int_td,0,,,,,
player,201112180kan,gnb,LeexPa99,def_int_long,0,,,,,
player,201112180kan,gnb,LeexPa99,pass_defended,0,,,,,
player,201112180kan,gnb,LeexPa99,sacks,0.0,,,,,
player,201112180kan,gnb,LeexPa99,tackles_combined,1,,,,,
player,201112180kan,gnb,LeexPa99,tackles_solo,1,,,,,
player,201112180kan,gnb,LeexPa99,tackles_assists,0,,,,,
player,201112180kan,gnb,LeexPa99,tackles_loss,0,,,,,
player,201112180kan,gnb,LeexPa99,qb_hits,0,,,,,
player,201112180kan,gnb,LeexPa99,fumbles_rec,0,,,,,
player,201112180kan,gnb,LeexPa99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,LeexPa99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,LeexPa99,fumbles_forced,0,,,,,
player,201112180kan,gnb,WynnJa99,def_int,0,,,,,
player,201112180kan,gnb,WynnJa99,def_int_yds,0,,,,,
player,201112180kan,gnb,WynnJa99,def_int_td,0,,,,,
player,201112180kan,gnb,WynnJa99,def_int_long,0,,,,,
player,201112180kan,gnb,WynnJa99,pass_defended,0,,,,,
player,201112180kan,gnb,WynnJa99,sacks,0.0,,,,,
player,201112180kan,gnb,WynnJa99,tackles_combined,1,,,,,
player,201112180kan,gnb,WynnJa99,tackles_solo,1,,,,,
player,201112180kan,gnb,WynnJa99,tackles_assists,0,,,,,
player,201112180kan,gnb,WynnJa99,tackles_loss,1,,,,,
player,201112180kan,gnb,WynnJa99,qb_hits,0,,,,,
player,201112180kan,gnb,WynnJa99,fumbles_rec,0,,,,,
player,201112180kan,gnb,WynnJa99,fumbles_rec_yds,0,,,,,
player,201112180kan,gnb,WynnJa99,fumbles_rec_td,0,,,,,
player,201112180kan,gnb,WynnJa99,fumbles_forced,0,,,,,
player,201112180kan,kan,HaliTa20,def_int,0,,,,,
player,201112180kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201112180kan,kan,HaliTa20,def_int_td,0,,,,,
player,201112180kan,kan,HaliTa20,def_int_long,0,,,,,
player,201112180kan,kan,HaliTa20,pass_defended,0,,,,,
player,201112180kan,kan,HaliTa20,sacks,3.0,,,,,
player,201112180kan,kan,HaliTa20,tackles_combined,4,,,,,
player,201112180kan,kan,HaliTa20,tackles_solo,4,,,,,
player,201112180kan,kan,HaliTa20,tackles_assists,0,,,,,
player,201112180kan,kan,HaliTa20,tackles_loss,1,,,,,
player,201112180kan,kan,HaliTa20,qb_hits,3,,,,,
player,201112180kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201112180kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201112180kan,kan,HaliTa20,fumbles_forced,1,,,,,
player,201112180kan,kan,BailAl00,def_int,0,,,,,
player,201112180kan,kan,BailAl00,def_int_yds,0,,,,,
player,201112180kan,kan,BailAl00,def_int_td,0,,,,,
player,201112180kan,kan,BailAl00,def_int_long,0,,,,,
player,201112180kan,kan,BailAl00,pass_defended,0,,,,,
player,201112180kan,kan,BailAl00,sacks,1.0,,,,,
player,201112180kan,kan,BailAl00,tackles_combined,1,,,,,
player,201112180kan,kan,BailAl00,tackles_solo,1,,,,,
player,201112180kan,kan,BailAl00,tackles_assists,0,,,,,
player,201112180kan,kan,BailAl00,tackles_loss,1,,,,,
player,201112180kan,kan,BailAl00,qb_hits,1,,,,,
player,201112180kan,kan,BailAl00,fumbles_rec,0,,,,,
player,201112180kan,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,BailAl00,fumbles_forced,0,,,,,
player,201112180kan,kan,JohnDe25,def_int,0,,,,,
player,201112180kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201112180kan,kan,JohnDe25,def_int_td,0,,,,,
player,201112180kan,kan,JohnDe25,def_int_long,0,,,,,
player,201112180kan,kan,JohnDe25,pass_defended,1,,,,,
player,201112180kan,kan,JohnDe25,sacks,0.0,,,,,
player,201112180kan,kan,JohnDe25,tackles_combined,7,,,,,
player,201112180kan,kan,JohnDe25,tackles_solo,7,,,,,
player,201112180kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201112180kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201112180kan,kan,JohnDe25,qb_hits,0,,,,,
player,201112180kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201112180kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201112180kan,kan,JohnDe25,fumbles_forced,1,,,,,
player,201112180kan,kan,ArenJa99,def_int,0,,,,,
player,201112180kan,kan,ArenJa99,def_int_yds,0,,,,,
player,201112180kan,kan,ArenJa99,def_int_td,0,,,,,
player,201112180kan,kan,ArenJa99,def_int_long,0,,,,,
player,201112180kan,kan,ArenJa99,pass_defended,0,,,,,
player,201112180kan,kan,ArenJa99,sacks,0.0,,,,,
player,201112180kan,kan,ArenJa99,tackles_combined,4,,,,,
player,201112180kan,kan,ArenJa99,tackles_solo,3,,,,,
player,201112180kan,kan,ArenJa99,tackles_assists,1,,,,,
player,201112180kan,kan,ArenJa99,tackles_loss,0,,,,,
player,201112180kan,kan,ArenJa99,qb_hits,0,,,,,
player,201112180kan,kan,ArenJa99,fumbles_rec,0,,,,,
player,201112180kan,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201112180kan,kan,ArenJa99,fumbles_forced,0,,,,,
player,201112180kan,kan,HousJu00,def_int,0,,,,,
player,201112180kan,kan,HousJu00,def_int_yds,0,,,,,
player,201112180kan,kan,HousJu00,def_int_td,0,,,,,
player,201112180kan,kan,HousJu00,def_int_long,0,,,,,
player,201112180kan,kan,HousJu00,pass_defended,0,,,,,
player,201112180kan,kan,HousJu00,sacks,0.0,,,,,
player,201112180kan,kan,HousJu00,tackles_combined,4,,,,,
player,201112180kan,kan,HousJu00,tackles_solo,3,,,,,
player,201112180kan,kan,HousJu00,tackles_assists,1,,,,,
player,201112180kan,kan,HousJu00,tackles_loss,0,,,,,
player,201112180kan,kan,HousJu00,qb_hits,1,,,,,
player,201112180kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201112180kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201112180kan,kan,BelcJo00,def_int,0,,,,,
player,201112180kan,kan,BelcJo00,def_int_yds,0,,,,,
player,201112180kan,kan,BelcJo00,def_int_td,0,,,,,
player,201112180kan,kan,BelcJo00,def_int_long,0,,,,,
player,201112180kan,kan,BelcJo00,pass_defended,0,,,,,
player,201112180kan,kan,BelcJo00,sacks,0.0,,,,,
player,201112180kan,kan,BelcJo00,tackles_combined,3,,,,,
player,201112180kan,kan,BelcJo00,tackles_solo,3,,,,,
player,201112180kan,kan,BelcJo00,tackles_assists,0,,,,,
player,201112180kan,kan,BelcJo00,tackles_loss,0,,,,,
player,201112180kan,kan,BelcJo00,qb_hits,0,,,,,
player,201112180kan,kan,BelcJo00,fumbles_rec,0,,,,,
player,201112180kan,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,BelcJo00,fumbles_forced,0,,,,,
player,201112180kan,kan,DaniTr20,def_int,0,,,,,
player,201112180kan,kan,DaniTr20,def_int_yds,0,,,,,
player,201112180kan,kan,DaniTr20,def_int_td,0,,,,,
player,201112180kan,kan,DaniTr20,def_int_long,0,,,,,
player,201112180kan,kan,DaniTr20,pass_defended,0,,,,,
player,201112180kan,kan,DaniTr20,sacks,0.0,,,,,
player,201112180kan,kan,DaniTr20,tackles_combined,3,,,,,
player,201112180kan,kan,DaniTr20,tackles_solo,3,,,,,
player,201112180kan,kan,DaniTr20,tackles_assists,0,,,,,
player,201112180kan,kan,DaniTr20,tackles_loss,0,,,,,
player,201112180kan,kan,DaniTr20,qb_hits,0,,,,,
player,201112180kan,kan,DaniTr20,fumbles_rec,0,,,,,
player,201112180kan,kan,DaniTr20,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,DaniTr20,fumbles_rec_td,0,,,,,
player,201112180kan,kan,DaniTr20,fumbles_forced,0,,,,,
player,201112180kan,kan,DorsGl99,def_int,0,,,,,
player,201112180kan,kan,DorsGl99,def_int_yds,0,,,,,
player,201112180kan,kan,DorsGl99,def_int_td,0,,,,,
player,201112180kan,kan,DorsGl99,def_int_long,0,,,,,
player,201112180kan,kan,DorsGl99,pass_defended,0,,,,,
player,201112180kan,kan,DorsGl99,sacks,0.0,,,,,
player,201112180kan,kan,DorsGl99,tackles_combined,3,,,,,
player,201112180kan,kan,DorsGl99,tackles_solo,2,,,,,
player,201112180kan,kan,DorsGl99,tackles_assists,1,,,,,
player,201112180kan,kan,DorsGl99,tackles_loss,1,,,,,
player,201112180kan,kan,DorsGl99,qb_hits,0,,,,,
player,201112180kan,kan,DorsGl99,fumbles_rec,0,,,,,
player,201112180kan,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201112180kan,kan,DorsGl99,fumbles_forced,0,,,,,
player,201112180kan,kan,PiscSa99,def_int,0,,,,,
player,201112180kan,kan,PiscSa99,def_int_yds,0,,,,,
player,201112180kan,kan,PiscSa99,def_int_td,0,,,,,
player,201112180kan,kan,PiscSa99,def_int_long,0,,,,,
player,201112180kan,kan,PiscSa99,pass_defended,1,,,,,
player,201112180kan,kan,PiscSa99,sacks,0.0,,,,,
player,201112180kan,kan,PiscSa99,tackles_combined,3,,,,,
player,201112180kan,kan,PiscSa99,tackles_solo,2,,,,,
player,201112180kan,kan,PiscSa99,tackles_assists,1,,,,,
player,201112180kan,kan,PiscSa99,tackles_loss,0,,,,,
player,201112180kan,kan,PiscSa99,qb_hits,0,,,,,
player,201112180kan,kan,PiscSa99,fumbles_rec,0,,,,,
player,201112180kan,kan,PiscSa99,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,PiscSa99,fumbles_rec_td,0,,,,,
player,201112180kan,kan,PiscSa99,fumbles_forced,0,,,,,
player,201112180kan,kan,CarrBr99,def_int,0,,,,,
player,201112180kan,kan,CarrBr99,def_int_yds,0,,,,,
player,201112180kan,kan,CarrBr99,def_int_td,0,,,,,
player,201112180kan,kan,CarrBr99,def_int_long,0,,,,,
player,201112180kan,kan,CarrBr99,pass_defended,1,,,,,
player,201112180kan,kan,CarrBr99,sacks,0.0,,,,,
player,201112180kan,kan,CarrBr99,tackles_combined,2,,,,,
player,201112180kan,kan,CarrBr99,tackles_solo,2,,,,,
player,201112180kan,kan,CarrBr99,tackles_assists,0,,,,,
player,201112180kan,kan,CarrBr99,tackles_loss,0,,,,,
player,201112180kan,kan,CarrBr99,qb_hits,0,,,,,
player,201112180kan,kan,CarrBr99,fumbles_rec,0,,,,,
player,201112180kan,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201112180kan,kan,CarrBr99,fumbles_forced,0,,,,,
player,201112180kan,kan,FlowBr99,def_int,0,,,,,
player,201112180kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201112180kan,kan,FlowBr99,def_int_td,0,,,,,
player,201112180kan,kan,FlowBr99,def_int_long,0,,,,,
player,201112180kan,kan,FlowBr99,pass_defended,0,,,,,
player,201112180kan,kan,FlowBr99,sacks,0.0,,,,,
player,201112180kan,kan,FlowBr99,tackles_combined,2,,,,,
player,201112180kan,kan,FlowBr99,tackles_solo,2,,,,,
player,201112180kan,kan,FlowBr99,tackles_assists,0,,,,,
player,201112180kan,kan,FlowBr99,tackles_loss,0,,,,,
player,201112180kan,kan,FlowBr99,qb_hits,0,,,,,
player,201112180kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201112180kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201112180kan,kan,FlowBr99,fumbles_forced,0,,,,,
player,201112180kan,kan,LewiKe00,def_int,0,,,,,
player,201112180kan,kan,LewiKe00,def_int_yds,0,,,,,
player,201112180kan,kan,LewiKe00,def_int_td,0,,,,,
player,201112180kan,kan,LewiKe00,def_int_long,0,,,,,
player,201112180kan,kan,LewiKe00,pass_defended,1,,,,,
player,201112180kan,kan,LewiKe00,sacks,0.0,,,,,
player,201112180kan,kan,LewiKe00,tackles_combined,2,,,,,
player,201112180kan,kan,LewiKe00,tackles_solo,1,,,,,
player,201112180kan,kan,LewiKe00,tackles_assists,1,,,,,
player,201112180kan,kan,LewiKe00,tackles_loss,0,,,,,
player,201112180kan,kan,LewiKe00,qb_hits,0,,,,,
player,201112180kan,kan,LewiKe00,fumbles_rec,0,,,,,
player,201112180kan,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,LewiKe00,fumbles_forced,0,,,,,
player,201112180kan,kan,BattJa00,def_int,0,,,,,
player,201112180kan,kan,BattJa00,def_int_yds,0,,,,,
player,201112180kan,kan,BattJa00,def_int_td,0,,,,,
player,201112180kan,kan,BattJa00,def_int_long,0,,,,,
player,201112180kan,kan,BattJa00,pass_defended,0,,,,,
player,201112180kan,kan,BattJa00,sacks,0.0,,,,,
player,201112180kan,kan,BattJa00,tackles_combined,1,,,,,
player,201112180kan,kan,BattJa00,tackles_solo,1,,,,,
player,201112180kan,kan,BattJa00,tackles_assists,0,,,,,
player,201112180kan,kan,BattJa00,tackles_loss,0,,,,,
player,201112180kan,kan,BattJa00,qb_hits,0,,,,,
player,201112180kan,kan,BattJa00,fumbles_rec,0,,,,,
player,201112180kan,kan,BattJa00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,BattJa00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,BattJa00,fumbles_forced,0,,,,,
player,201112180kan,kan,BrowJa00,def_int,0,,,,,
player,201112180kan,kan,BrowJa00,def_int_yds,0,,,,,
player,201112180kan,kan,BrowJa00,def_int_td,0,,,,,
player,201112180kan,kan,BrowJa00,def_int_long,0,,,,,
player,201112180kan,kan,BrowJa00,pass_defended,0,,,,,
player,201112180kan,kan,BrowJa00,sacks,0.0,,,,,
player,201112180kan,kan,BrowJa00,tackles_combined,1,,,,,
player,201112180kan,kan,BrowJa00,tackles_solo,1,,,,,
player,201112180kan,kan,BrowJa00,tackles_assists,0,,,,,
player,201112180kan,kan,BrowJa00,tackles_loss,0,,,,,
player,201112180kan,kan,BrowJa00,qb_hits,0,,,,,
player,201112180kan,kan,BrowJa00,fumbles_rec,0,,,,,
player,201112180kan,kan,BrowJa00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,BrowJa00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,BrowJa00,fumbles_forced,0,,,,,
player,201112180kan,kan,GilbWa00,def_int,0,,,,,
player,201112180kan,kan,GilbWa00,def_int_yds,0,,,,,
