game,2011,17,20120101,201201010nwe,buf,"Buffalo Bills",21,nwe,"New England Patriots",49
player,201201010nwe,buf,ChanSc00,pass_att,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_yds,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_td,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_int,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_sacked,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_long,0,,,,,
player,201201010nwe,buf,ChanSc00,pass_rating,,,,,,
player,201201010nwe,buf,ChanSc00,rush_att,0,,,,,
player,201201010nwe,buf,ChanSc00,rush_yds,0,,,,,
player,201201010nwe,buf,ChanSc00,rush_td,0,,,,,
player,201201010nwe,buf,ChanSc00,rush_long,0,,,,,
player,201201010nwe,buf,ChanSc00,targets,3,,,,,
player,201201010nwe,buf,ChanSc00,rec,3,,,,,
player,201201010nwe,buf,ChanSc00,rec_yds,29,,,,,
player,201201010nwe,buf,ChanSc00,rec_td,0,,,,,
player,201201010nwe,buf,ChanSc00,rec_long,19,,,,,
player,201201010nwe,buf,ChanSc00,fumbles,0,,,,,
player,201201010nwe,buf,ChanSc00,fumbles_lost,,,,,,
player,201201010nwe,buf,NelsDa01,pass_cmp,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_att,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_yds,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_td,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_int,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_sacked,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_long,0,,,,,
player,201201010nwe,buf,NelsDa01,pass_rating,,,,,,
player,201201010nwe,buf,NelsDa01,rush_att,0,,,,,
player,201201010nwe,buf,NelsDa01,rush_yds,0,,,,,
player,201201010nwe,buf,NelsDa01,rush_td,0,,,,,
player,201201010nwe,buf,NelsDa01,rush_long,0,,,,,
player,201201010nwe,buf,NelsDa01,targets,4,,,,,
player,201201010nwe,buf,NelsDa01,rec,2,,,,,
player,201201010nwe,buf,NelsDa01,rec_yds,23,,,,,
player,201201010nwe,buf,NelsDa01,rec_td,0,,,,,
player,201201010nwe,buf,NelsDa01,rec_long,14,,,,,
player,201201010nwe,buf,NelsDa01,fumbles,0,,,,,
player,201201010nwe,buf,NelsDa01,fumbles_lost,,,,,,
player,201201010nwe,buf,BrocKe00,pass_cmp,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_att,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_yds,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_td,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_int,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_sacked,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_sacked_yds,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_long,0,,,,,
player,201201010nwe,buf,BrocKe00,pass_rating,,,,,,
player,201201010nwe,buf,BrocKe00,rush_att,0,,,,,
player,201201010nwe,buf,BrocKe00,rush_yds,0,,,,,
player,201201010nwe,buf,BrocKe00,rush_td,0,,,,,
player,201201010nwe,buf,BrocKe00,rush_long,0,,,,,
player,201201010nwe,buf,BrocKe00,targets,1,,,,,
player,201201010nwe,buf,BrocKe00,rec,1,,,,,
player,201201010nwe,buf,BrocKe00,rec_yds,6,,,,,
player,201201010nwe,buf,BrocKe00,rec_td,0,,,,,
player,201201010nwe,buf,BrocKe00,rec_long,6,,,,,
player,201201010nwe,buf,BrocKe00,fumbles,0,,,,,
player,201201010nwe,buf,BrocKe00,fumbles_lost,,,,,,
player,201201010nwe,nwe,BradTo00,pass_cmp,23,,,,,
player,201201010nwe,nwe,BradTo00,pass_att,35,,,,,
player,201201010nwe,nwe,BradTo00,pass_yds,338,,,,,
player,201201010nwe,nwe,BradTo00,pass_td,3,,,,,
player,201201010nwe,nwe,BradTo00,pass_int,1,,,,,
player,201201010nwe,nwe,BradTo00,pass_sacked,4,,,,,
player,201201010nwe,nwe,BradTo00,pass_sacked_yds,18,,,,,
player,201201010nwe,nwe,BradTo00,pass_long,53,,,,,
player,201201010nwe,nwe,BradTo00,pass_rating,113.7,,,,,
player,201201010nwe,nwe,BradTo00,rush_att,0,,,,,
player,201201010nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201201010nwe,nwe,BradTo00,rush_td,0,,,,,
player,201201010nwe,nwe,BradTo00,rush_long,0,,,,,
player,201201010nwe,nwe,BradTo00,targets,0,,,,,
player,201201010nwe,nwe,BradTo00,rec,0,,,,,
player,201201010nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201201010nwe,nwe,BradTo00,rec_td,0,,,,,
player,201201010nwe,nwe,BradTo00,rec_long,0,,,,,
player,201201010nwe,nwe,BradTo00,fumbles,1,,,,,
player,201201010nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_cmp,1,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_att,1,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_yds,22,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_td,0,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_int,0,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_sacked,0,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_long,22,,,,,
player,201201010nwe,nwe,HoyeBr00,pass_rating,118.7,,,,,
player,201201010nwe,nwe,HoyeBr00,rush_att,3,,,,,
player,201201010nwe,nwe,HoyeBr00,rush_yds,-2,,,,,
player,201201010nwe,nwe,HoyeBr00,rush_td,0,,,,,
player,201201010nwe,nwe,HoyeBr00,rush_long,0,,,,,
player,201201010nwe,nwe,HoyeBr00,targets,0,,,,,
player,201201010nwe,nwe,HoyeBr00,rec,0,,,,,
player,201201010nwe,nwe,HoyeBr00,rec_yds,0,,,,,
player,201201010nwe,nwe,HoyeBr00,rec_td,0,,,,,
player,201201010nwe,nwe,HoyeBr00,rec_long,0,,,,,
player,201201010nwe,nwe,HoyeBr00,fumbles,0,,,,,
player,201201010nwe,nwe,HoyeBr00,fumbles_lost,,,,,,
player,201201010nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201201010nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201201010nwe,nwe,RidlSt00,rush_att,15,,,,,
player,201201010nwe,nwe,RidlSt00,rush_yds,81,,,,,
player,201201010nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201201010nwe,nwe,RidlSt00,rush_long,21,,,,,
player,201201010nwe,nwe,RidlSt00,targets,0,,,,,
player,201201010nwe,nwe,RidlSt00,rec,0,,,,,
player,201201010nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201201010nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201201010nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201201010nwe,nwe,RidlSt00,fumbles,1,,,,,
player,201201010nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_att,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_td,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_int,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_sacked,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_long,0,,,,,
player,201201010nwe,nwe,HernAa00,pass_rating,,,,,,
player,201201010nwe,nwe,HernAa00,rush_att,2,,,,,
player,201201010nwe,nwe,HernAa00,rush_yds,26,,,,,
player,201201010nwe,nwe,HernAa00,rush_td,0,,,,,
player,201201010nwe,nwe,HernAa00,rush_long,19,,,,,
player,201201010nwe,nwe,HernAa00,targets,11,,,,,
player,201201010nwe,nwe,HernAa00,rec,7,,,,,
player,201201010nwe,nwe,HernAa00,rec_yds,138,,,,,
player,201201010nwe,nwe,HernAa00,rec_td,1,,,,,
player,201201010nwe,nwe,HernAa00,rec_long,44,,,,,
player,201201010nwe,nwe,HernAa00,fumbles,0,,,,,
player,201201010nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201201010nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_sacked,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201201010nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201201010nwe,nwe,GreeBe00,rush_att,7,,,,,
player,201201010nwe,nwe,GreeBe00,rush_yds,22,,,,,
player,201201010nwe,nwe,GreeBe00,rush_td,2,,,,,
player,201201010nwe,nwe,GreeBe00,rush_long,11,,,,,
player,201201010nwe,nwe,GreeBe00,targets,1,,,,,
player,201201010nwe,nwe,GreeBe00,rec,1,,,,,
player,201201010nwe,nwe,GreeBe00,rec_yds,53,,,,,
player,201201010nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201201010nwe,nwe,GreeBe00,rec_long,53,,,,,
player,201201010nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201201010nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201201010nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201201010nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201201010nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201201010nwe,nwe,EdelJu00,rush_yds,6,,,,,
player,201201010nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201201010nwe,nwe,EdelJu00,rush_long,6,,,,,
player,201201010nwe,nwe,EdelJu00,targets,0,,,,,
player,201201010nwe,nwe,EdelJu00,rec,0,,,,,
player,201201010nwe,nwe,EdelJu00,rec_yds,0,,,,,
player,201201010nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201201010nwe,nwe,EdelJu00,rec_long,0,,,,,
player,201201010nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201201010nwe,nwe,EdelJu00,fumbles_lost,,,,,,
player,201201010nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_sacked,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201201010nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201201010nwe,nwe,WoodDa02,rush_att,1,,,,,
player,201201010nwe,nwe,WoodDa02,rush_yds,5,,,,,
player,201201010nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201201010nwe,nwe,WoodDa02,rush_long,5,,,,,
player,201201010nwe,nwe,WoodDa02,targets,2,,,,,
player,201201010nwe,nwe,WoodDa02,rec,2,,,,,
player,201201010nwe,nwe,WoodDa02,rec_yds,10,,,,,
player,201201010nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201201010nwe,nwe,WoodDa02,rec_long,6,,,,,
player,201201010nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201201010nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201201010nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_att,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_td,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_int,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_long,0,,,,,
player,201201010nwe,nwe,GronRo00,pass_rating,,,,,,
player,201201010nwe,nwe,GronRo00,rush_att,0,,,,,
player,201201010nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201201010nwe,nwe,GronRo00,rush_td,0,,,,,
player,201201010nwe,nwe,GronRo00,rush_long,0,,,,,
player,201201010nwe,nwe,GronRo00,targets,10,,,,,
player,201201010nwe,nwe,GronRo00,rec,8,,,,,
player,201201010nwe,nwe,GronRo00,rec_yds,108,,,,,
player,201201010nwe,nwe,GronRo00,rec_td,2,,,,,
player,201201010nwe,nwe,GronRo00,rec_long,22,,,,,
player,201201010nwe,nwe,GronRo00,fumbles,0,,,,,
player,201201010nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201201010nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201201010nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201201010nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201201010nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201201010nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201201010nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201201010nwe,nwe,WelkWe00,targets,11,,,,,
player,201201010nwe,nwe,WelkWe00,rec,6,,,,,
player,201201010nwe,nwe,WelkWe00,rec_yds,51,,,,,
player,201201010nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201201010nwe,nwe,WelkWe00,rec_long,15,,,,,
player,201201010nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201201010nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201201010nwe,nwe,JohnCh01,pass_cmp,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_att,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_yds,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_td,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_int,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_sacked,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_long,0,,,,,
player,201201010nwe,nwe,JohnCh01,pass_rating,,,,,,
player,201201010nwe,nwe,JohnCh01,rush_att,0,,,,,
player,201201010nwe,nwe,JohnCh01,rush_yds,0,,,,,
