game,2011,7,20111024,201110240jax,rav,"Baltimore Ravens",7,jax,"Jacksonville Jaguars",12
player,201110240jax,rav,BoldAn00,rec_long,14,,,,,
player,201110240jax,rav,BoldAn00,fumbles,0,,,,,
player,201110240jax,rav,BoldAn00,fumbles_lost,,,,,,
player,201110240jax,rav,SmitTo02,pass_cmp,0,,,,,
player,201110240jax,rav,SmitTo02,pass_att,0,,,,,
player,201110240jax,rav,SmitTo02,pass_yds,0,,,,,
player,201110240jax,rav,SmitTo02,pass_td,0,,,,,
player,201110240jax,rav,SmitTo02,pass_int,0,,,,,
player,201110240jax,rav,SmitTo02,pass_sacked,0,,,,,
player,201110240jax,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201110240jax,rav,SmitTo02,pass_long,0,,,,,
player,201110240jax,rav,SmitTo02,pass_rating,,,,,,
player,201110240jax,rav,SmitTo02,rush_att,0,,,,,
player,201110240jax,rav,SmitTo02,rush_yds,0,,,,,
player,201110240jax,rav,SmitTo02,rush_td,0,,,,,
player,201110240jax,rav,SmitTo02,rush_long,0,,,,,
player,201110240jax,rav,SmitTo02,targets,5,,,,,
player,201110240jax,rav,SmitTo02,rec,3,,,,,
player,201110240jax,rav,SmitTo02,rec_yds,32,,,,,
player,201110240jax,rav,SmitTo02,rec_td,0,,,,,
player,201110240jax,rav,SmitTo02,rec_long,20,,,,,
player,201110240jax,rav,SmitTo02,fumbles,0,,,,,
player,201110240jax,rav,SmitTo02,fumbles_lost,,,,,,
player,201110240jax,rav,DickEd00,pass_cmp,0,,,,,
player,201110240jax,rav,DickEd00,pass_att,0,,,,,
player,201110240jax,rav,DickEd00,pass_yds,0,,,,,
player,201110240jax,rav,DickEd00,pass_td,0,,,,,
player,201110240jax,rav,DickEd00,pass_int,0,,,,,
player,201110240jax,rav,DickEd00,pass_sacked,0,,,,,
player,201110240jax,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201110240jax,rav,DickEd00,pass_long,0,,,,,
player,201110240jax,rav,DickEd00,pass_rating,,,,,,
player,201110240jax,rav,DickEd00,rush_att,0,,,,,
player,201110240jax,rav,DickEd00,rush_yds,0,,,,,
player,201110240jax,rav,DickEd00,rush_td,0,,,,,
player,201110240jax,rav,DickEd00,rush_long,0,,,,,
player,201110240jax,rav,DickEd00,targets,5,,,,,
player,201110240jax,rav,DickEd00,rec,4,,,,,
player,201110240jax,rav,DickEd00,rec_yds,23,,,,,
player,201110240jax,rav,DickEd00,rec_td,0,,,,,
player,201110240jax,rav,DickEd00,rec_long,8,,,,,
player,201110240jax,rav,DickEd00,fumbles,0,,,,,
player,201110240jax,rav,DickEd00,fumbles_lost,,,,,,
player,201110240jax,rav,PittDe00,pass_cmp,0,,,,,
player,201110240jax,rav,PittDe00,pass_att,0,,,,,
player,201110240jax,rav,PittDe00,pass_yds,0,,,,,
player,201110240jax,rav,PittDe00,pass_td,0,,,,,
player,201110240jax,rav,PittDe00,pass_int,0,,,,,
player,201110240jax,rav,PittDe00,pass_sacked,0,,,,,
player,201110240jax,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201110240jax,rav,PittDe00,pass_long,0,,,,,
player,201110240jax,rav,PittDe00,pass_rating,,,,,,
player,201110240jax,rav,PittDe00,rush_att,0,,,,,
player,201110240jax,rav,PittDe00,rush_yds,0,,,,,
player,201110240jax,rav,PittDe00,rush_td,0,,,,,
player,201110240jax,rav,PittDe00,rush_long,0,,,,,
player,201110240jax,rav,PittDe00,targets,3,,,,,
player,201110240jax,rav,PittDe00,rec,3,,,,,
player,201110240jax,rav,PittDe00,rec_yds,13,,,,,
player,201110240jax,rav,PittDe00,rec_td,0,,,,,
player,201110240jax,rav,PittDe00,rec_long,15,,,,,
player,201110240jax,rav,PittDe00,fumbles,0,,,,,
player,201110240jax,rav,PittDe00,fumbles_lost,,,,,,
player,201110240jax,rav,WillLa01,pass_cmp,0,,,,,
player,201110240jax,rav,WillLa01,pass_att,0,,,,,
player,201110240jax,rav,WillLa01,pass_yds,0,,,,,
player,201110240jax,rav,WillLa01,pass_td,0,,,,,
player,201110240jax,rav,WillLa01,pass_int,0,,,,,
player,201110240jax,rav,WillLa01,pass_sacked,0,,,,,
player,201110240jax,rav,WillLa01,pass_sacked_yds,0,,,,,
player,201110240jax,rav,WillLa01,pass_long,0,,,,,
player,201110240jax,rav,WillLa01,pass_rating,,,,,,
player,201110240jax,rav,WillLa01,rush_att,0,,,,,
player,201110240jax,rav,WillLa01,rush_yds,0,,,,,
player,201110240jax,rav,WillLa01,rush_td,0,,,,,
player,201110240jax,rav,WillLa01,rush_long,0,,,,,
player,201110240jax,rav,WillLa01,targets,2,,,,,
player,201110240jax,rav,WillLa01,rec,0,,,,,
player,201110240jax,rav,WillLa01,rec_yds,0,,,,,
player,201110240jax,rav,WillLa01,rec_td,0,,,,,
player,201110240jax,rav,WillLa01,rec_long,0,,,,,
player,201110240jax,rav,WillLa01,fumbles,0,,,,,
player,201110240jax,rav,WillLa01,fumbles_lost,,,,,,
player,201110240jax,rav,ReedDa00,pass_cmp,0,,,,,
player,201110240jax,rav,ReedDa00,pass_att,0,,,,,
player,201110240jax,rav,ReedDa00,pass_yds,0,,,,,
player,201110240jax,rav,ReedDa00,pass_td,0,,,,,
player,201110240jax,rav,ReedDa00,pass_int,0,,,,,
player,201110240jax,rav,ReedDa00,pass_sacked,0,,,,,
player,201110240jax,rav,ReedDa00,pass_sacked_yds,0,,,,,
player,201110240jax,rav,ReedDa00,pass_long,0,,,,,
player,201110240jax,rav,ReedDa00,pass_rating,,,,,,
player,201110240jax,rav,ReedDa00,rush_att,0,,,,,
player,201110240jax,rav,ReedDa00,rush_yds,0,,,,,
player,201110240jax,rav,ReedDa00,rush_td,0,,,,,
player,201110240jax,rav,ReedDa00,rush_long,0,,,,,
player,201110240jax,rav,ReedDa00,targets,1,,,,,
player,201110240jax,rav,ReedDa00,rec,0,,,,,
player,201110240jax,rav,ReedDa00,rec_yds,0,,,,,
player,201110240jax,rav,ReedDa00,rec_td,0,,,,,
player,201110240jax,rav,ReedDa00,rec_long,0,,,,,
player,201110240jax,rav,ReedDa00,fumbles,0,,,,,
player,201110240jax,rav,ReedDa00,fumbles_lost,,,,,,
player,201110240jax,jax,GabbBl00,pass_cmp,9,,,,,
player,201110240jax,jax,GabbBl00,pass_att,20,,,,,
player,201110240jax,jax,GabbBl00,pass_yds,93,,,,,
player,201110240jax,jax,GabbBl00,pass_td,0,,,,,
player,201110240jax,jax,GabbBl00,pass_int,0,,,,,
player,201110240jax,jax,GabbBl00,pass_sacked,4,,,,,
player,201110240jax,jax,GabbBl00,pass_sacked_yds,20,,,,,
player,201110240jax,jax,GabbBl00,pass_long,24,,,,,
player,201110240jax,jax,GabbBl00,pass_rating,59.0,,,,,
player,201110240jax,jax,GabbBl00,rush_att,5,,,,,
player,201110240jax,jax,GabbBl00,rush_yds,-1,,,,,
player,201110240jax,jax,GabbBl00,rush_td,0,,,,,
player,201110240jax,jax,GabbBl00,rush_long,2,,,,,
player,201110240jax,jax,GabbBl00,targets,0,,,,,
player,201110240jax,jax,GabbBl00,rec,0,,,,,
player,201110240jax,jax,GabbBl00,rec_yds,0,,,,,
player,201110240jax,jax,GabbBl00,rec_td,0,,,,,
player,201110240jax,jax,GabbBl00,rec_long,0,,,,,
player,201110240jax,jax,GabbBl00,fumbles,1,,,,,
player,201110240jax,jax,GabbBl00,fumbles_lost,0,,,,,
player,201110240jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201110240jax,jax,DrewMa00,pass_att,0,,,,,
player,201110240jax,jax,DrewMa00,pass_yds,0,,,,,
player,201110240jax,jax,DrewMa00,pass_td,0,,,,,
player,201110240jax,jax,DrewMa00,pass_int,0,,,,,
player,201110240jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201110240jax,jax,DrewMa00,pass_sacked_yds,0,,,,,
player,201110240jax,jax,DrewMa00,pass_long,0,,,,,
player,201110240jax,jax,DrewMa00,pass_rating,,,,,,
player,201110240jax,jax,DrewMa00,rush_att,30,,,,,
player,201110240jax,jax,DrewMa00,rush_yds,105,,,,,
player,201110240jax,jax,DrewMa00,rush_td,0,,,,,
player,201110240jax,jax,DrewMa00,rush_long,12,,,,,
player,201110240jax,jax,DrewMa00,targets,3,,,,,
player,201110240jax,jax,DrewMa00,rec,2,,,,,
player,201110240jax,jax,DrewMa00,rec_yds,-1,,,,,
player,201110240jax,jax,DrewMa00,rec_td,0,,,,,
player,201110240jax,jax,DrewMa00,rec_long,1,,,,,
player,201110240jax,jax,DrewMa00,fumbles,3,,,,,
player,201110240jax,jax,DrewMa00,fumbles_lost,1,,,,,
player,201110240jax,jax,KariDe00,pass_cmp,0,,,,,
player,201110240jax,jax,KariDe00,pass_att,0,,,,,
player,201110240jax,jax,KariDe00,pass_yds,0,,,,,
player,201110240jax,jax,KariDe00,pass_td,0,,,,,
player,201110240jax,jax,KariDe00,pass_int,0,,,,,
player,201110240jax,jax,KariDe00,pass_sacked,0,,,,,
player,201110240jax,jax,KariDe00,pass_sacked_yds,0,,,,,
player,201110240jax,jax,KariDe00,pass_long,0,,,,,
player,201110240jax,jax,KariDe00,pass_rating,,,,,,
player,201110240jax,jax,KariDe00,rush_att,7,,,,,
player,201110240jax,jax,KariDe00,rush_yds,28,,,,,
player,201110240jax,jax,KariDe00,rush_td,0,,,,,
player,201110240jax,jax,KariDe00,rush_long,9,,,,,
player,201110240jax,jax,KariDe00,targets,0,,,,,
player,201110240jax,jax,KariDe00,rec,0,,,,,
player,201110240jax,jax,KariDe00,rec_yds,0,,,,,
player,201110240jax,jax,KariDe00,rec_td,0,,,,,
player,201110240jax,jax,KariDe00,rec_long,0,,,,,
player,201110240jax,jax,KariDe00,fumbles,0,,,,,
player,201110240jax,jax,KariDe00,fumbles_lost,,,,,,
player,201110240jax,jax,HillJa00,pass_cmp,0,,,,,
player,201110240jax,jax,HillJa00,pass_att,0,,,,,
player,201110240jax,jax,HillJa00,pass_yds,0,,,,,
player,201110240jax,jax,HillJa00,pass_td,0,,,,,
player,201110240jax,jax,HillJa00,pass_int,0,,,,,
player,201110240jax,jax,HillJa00,pass_sacked,0,,,,,
player,201110240jax,jax,HillJa00,pass_sacked_yds,0,,,,,
player,201110240jax,jax,HillJa00,pass_long,0,,,,,
player,201110240jax,jax,HillJa00,pass_rating,,,,,,
player,201110240jax,jax,HillJa00,rush_att,0,,,,,
player,201110240jax,jax,HillJa00,rush_yds,0,,,,,
player,201110240jax,jax,HillJa00,rush_td,0,,,,,
player,201110240jax,jax,HillJa00,rush_long,0,,,,,
player,201110240jax,jax,HillJa00,targets,8,,,,,
player,201110240jax,jax,HillJa00,rec,4,,,,,
player,201110240jax,jax,HillJa00,rec_yds,62,,,,,
player,201110240jax,jax,HillJa00,rec_td,0,,,,,
player,201110240jax,jax,HillJa00,rec_long,24,,,,,
player,201110240jax,jax,HillJa00,fumbles,0,,,,,
player,201110240jax,jax,HillJa00,fumbles_lost,,,,,,
player,201110240jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201110240jax,jax,LewiMa00,pass_att,0,,,,,
player,201110240jax,jax,LewiMa00,pass_yds,0,,,,,
player,201110240jax,jax,LewiMa00,pass_td,0,,,,,
player,201110240jax,jax,LewiMa00,pass_int,0,,,,,
player,201110240jax,jax,LewiMa00,pass_sacked,0,,,,,
player,201110240jax,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201110240jax,jax,LewiMa00,pass_long,0,,,,,
player,201110240jax,jax,LewiMa00,pass_rating,,,,,,
player,201110240jax,jax,LewiMa00,rush_att,0,,,,,
player,201110240jax,jax,LewiMa00,rush_yds,0,,,,,
player,201110240jax,jax,LewiMa00,rush_td,0,,,,,
player,201110240jax,jax,LewiMa00,rush_long,0,,,,,
player,201110240jax,jax,LewiMa00,targets,3,,,,,
player,201110240jax,jax,LewiMa00,rec,1,,,,,
player,201110240jax,jax,LewiMa00,rec_yds,13,,,,,
player,201110240jax,jax,LewiMa00,rec_td,0,,,,,
player,201110240jax,jax,LewiMa00,rec_long,13,,,,,
player,201110240jax,jax,LewiMa00,fumbles,0,,,,,
player,201110240jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201110240jax,jax,WalkMi01,pass_cmp,0,,,,,
player,201110240jax,jax,WalkMi01,pass_att,0,,,,,
player,201110240jax,jax,WalkMi01,pass_yds,0,,,,,
player,201110240jax,jax,WalkMi01,pass_td,0,,,,,
player,201110240jax,jax,WalkMi01,pass_int,0,,,,,
player,201110240jax,jax,WalkMi01,pass_sacked,0,,,,,
player,201110240jax,jax,WalkMi01,pass_sacked_yds,0,,,,,
player,201110240jax,jax,WalkMi01,pass_long,0,,,,,
player,201110240jax,jax,WalkMi01,pass_rating,,,,,,
player,201110240jax,jax,WalkMi01,rush_att,0,,,,,
player,201110240jax,jax,WalkMi01,rush_yds,0,,,,,
player,201110240jax,jax,WalkMi01,rush_td,0,,,,,
player,201110240jax,jax,WalkMi01,rush_long,0,,,,,
player,201110240jax,jax,WalkMi01,targets,2,,,,,
player,201110240jax,jax,WalkMi01,rec,1,,,,,
player,201110240jax,jax,WalkMi01,rec_yds,11,,,,,
player,201110240jax,jax,WalkMi01,rec_td,0,,,,,
player,201110240jax,jax,WalkMi01,rec_long,11,,,,,
player,201110240jax,jax,WalkMi01,fumbles,0,,,,,
player,201110240jax,jax,WalkMi01,fumbles_lost,,,,,,
player,201110240jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201110240jax,jax,ThomMi01,pass_att,0,,,,,
player,201110240jax,jax,ThomMi01,pass_yds,0,,,,,
player,201110240jax,jax,ThomMi01,pass_td,0,,,,,
player,201110240jax,jax,ThomMi01,pass_int,0,,,,,
player,201110240jax,jax,ThomMi01,pass_sacked,0,,,,,
player,201110240jax,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201110240jax,jax,ThomMi01,pass_long,0,,,,,
player,201110240jax,jax,ThomMi01,pass_rating,,,,,,
player,201110240jax,jax,ThomMi01,rush_att,0,,,,,
player,201110240jax,jax,ThomMi01,rush_yds,0,,,,,
player,201110240jax,jax,ThomMi01,rush_td,0,,,,,
player,201110240jax,jax,ThomMi01,rush_long,0,,,,,
player,201110240jax,jax,ThomMi01,targets,1,,,,,
player,201110240jax,jax,ThomMi01,rec,1,,,,,
player,201110240jax,jax,ThomMi01,rec_yds,8,,,,,
player,201110240jax,jax,ThomMi01,rec_td,0,,,,,
player,201110240jax,jax,ThomMi01,rec_long,8,,,,,
player,201110240jax,jax,ThomMi01,fumbles,0,,,,,
player,201110240jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201110240jax,jax,ShorCe00,pass_cmp,0,,,,,
player,201110240jax,jax,ShorCe00,pass_att,0,,,,,
player,201110240jax,jax,ShorCe00,pass_yds,0,,,,,
player,201110240jax,jax,ShorCe00,pass_td,0,,,,,
player,201110240jax,jax,ShorCe00,pass_int,0,,,,,
player,201110240jax,jax,ShorCe00,pass_sacked,0,,,,,
player,201110240jax,jax,ShorCe00,pass_sacked_yds,0,,,,,
player,201110240jax,jax,ShorCe00,pass_long,0,,,,,
player,201110240jax,jax,ShorCe00,pass_rating,,,,,,
player,201110240jax,jax,ShorCe00,rush_att,0,,,,,
player,201110240jax,jax,ShorCe00,rush_yds,0,,,,,
player,201110240jax,jax,ShorCe00,rush_td,0,,,,,
player,201110240jax,jax,ShorCe00,rush_long,0,,,,,
player,201110240jax,jax,ShorCe00,targets,2,,,,,
player,201110240jax,jax,ShorCe00,rec,0,,,,,
player,201110240jax,jax,ShorCe00,rec_yds,0,,,,,
player,201110240jax,jax,ShorCe00,rec_td,0,,,,,
player,201110240jax,jax,ShorCe00,rec_long,0,,,,,
player,201110240jax,jax,ShorCe00,fumbles,0,,,,,
player,201110240jax,jax,ShorCe00,fumbles_lost,,,,,,
player,201110240jax,jax,JoneGr01,pass_cmp,0,,,,,
player,201110240jax,jax,JoneGr01,pass_att,0,,,,,
player,201110240jax,jax,JoneGr01,pass_yds,0,,,,,
player,201110240jax,jax,JoneGr01,pass_td,0,,,,,
player,201110240jax,jax,JoneGr01,pass_int,0,,,,,
player,201110240jax,jax,JoneGr01,pass_sacked,0,,,,,
player,201110240jax,jax,JoneGr01,pass_sacked_yds,0,,,,,
player,201110240jax,jax,JoneGr01,pass_long,0,,,,,
player,201110240jax,jax,JoneGr01,pass_rating,,,,,,
player,201110240jax,jax,JoneGr01,rush_att,0,,,,,
player,201110240jax,jax,JoneGr01,rush_yds,0,,,,,
player,201110240jax,jax,JoneGr01,rush_td,0,,,,,
player,201110240jax,jax,JoneGr01,rush_long,0,,,,,
player,201110240jax,jax,JoneGr01,targets,1,,,,,
player,201110240jax,jax,JoneGr01,rec,0,,,,,
player,201110240jax,jax,JoneGr01,rec_yds,0,,,,,
player,201110240jax,jax,JoneGr01,rec_td,0,,,,,
player,201110240jax,jax,JoneGr01,rec_long,0,,,,,
player,201110240jax,jax,JoneGr01,fumbles,0,,,,,
player,201110240jax,jax,JoneGr01,fumbles_lost,,,,,,
player,201110240jax,rav,SuggTe99,def_int,0,,,,,
player,201110240jax,rav,SuggTe99,def_int_yds,0,,,,,
player,201110240jax,rav,SuggTe99,def_int_td,0,,,,,
player,201110240jax,rav,SuggTe99,def_int_long,0,,,,,
player,201110240jax,rav,SuggTe99,pass_defended,0,,,,,
player,201110240jax,rav,SuggTe99,sacks,1.0,,,,,
player,201110240jax,rav,SuggTe99,tackles_combined,5,,,,,
player,201110240jax,rav,SuggTe99,tackles_solo,4,,,,,
player,201110240jax,rav,SuggTe99,tackles_assists,1,,,,,
player,201110240jax,rav,SuggTe99,tackles_loss,2,,,,,
player,201110240jax,rav,SuggTe99,qb_hits,2,,,,,
player,201110240jax,rav,SuggTe99,fumbles_rec,0,,,,,
player,201110240jax,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201110240jax,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201110240jax,rav,SuggTe99,fumbles_forced,0,,,,,
player,201110240jax,rav,NgatHa20,def_int,0,,,,,
player,201110240jax,rav,NgatHa20,def_int_yds,0,,,,,
player,201110240jax,rav,NgatHa20,def_int_td,0,,,,,
player,201110240jax,rav,NgatHa20,def_int_long,0,,,,,
player,201110240jax,rav,NgatHa20,pass_defended,0,,,,,
player,201110240jax,rav,NgatHa20,sacks,1.0,,,,,
player,201110240jax,rav,NgatHa20,tackles_combined,3,,,,,
player,201110240jax,rav,NgatHa20,tackles_solo,1,,,,,
player,201110240jax,rav,NgatHa20,tackles_assists,2,,,,,
player,201110240jax,rav,NgatHa20,tackles_loss,1,,,,,
player,201110240jax,rav,NgatHa20,qb_hits,0,,,,,
player,201110240jax,rav,NgatHa20,fumbles_rec,0,,,,,
player,201110240jax,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201110240jax,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201110240jax,rav,NgatHa20,fumbles_forced,0,,,,,
player,201110240jax,rav,KrugPa99,def_int,0,,,,,
player,201110240jax,rav,KrugPa99,def_int_yds,0,,,,,
player,201110240jax,rav,KrugPa99,def_int_td,0,,,,,
player,201110240jax,rav,KrugPa99,def_int_long,0,,,,,
player,201110240jax,rav,KrugPa99,pass_defended,0,,,,,
player,201110240jax,rav,KrugPa99,sacks,1.0,,,,,
player,201110240jax,rav,KrugPa99,tackles_combined,1,,,,,
player,201110240jax,rav,KrugPa99,tackles_solo,1,,,,,
player,201110240jax,rav,KrugPa99,tackles_assists,0,,,,,
player,201110240jax,rav,KrugPa99,tackles_loss,1,,,,,
player,201110240jax,rav,KrugPa99,qb_hits,1,,,,,
player,201110240jax,rav,KrugPa99,fumbles_rec,0,,,,,
player,201110240jax,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201110240jax,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201110240jax,rav,KrugPa99,fumbles_forced,0,,,,,
player,201110240jax,rav,AyanBr99,def_int,0,,,,,
player,201110240jax,rav,AyanBr99,def_int_yds,0,,,,,
player,201110240jax,rav,AyanBr99,def_int_td,0,,,,,
player,201110240jax,rav,AyanBr99,def_int_long,0,,,,,
player,201110240jax,rav,AyanBr99,pass_defended,0,,,,,
player,201110240jax,rav,AyanBr99,sacks,0.5,,,,,
player,201110240jax,rav,AyanBr99,tackles_combined,3,,,,,
