game,2011,2,20110919,201109190nyg,ram,"St. Louis Rams",16,nyg,"New York Giants",28
player,201109190nyg,ram,WillCa02,rec_long,6,,,,,
player,201109190nyg,ram,WillCa02,fumbles,0,,,,,
player,201109190nyg,ram,WillCa02,fumbles_lost,,,,,,
player,201109190nyg,ram,NorwJe00,pass_cmp,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_att,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_yds,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_td,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_int,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_sacked,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_long,0,,,,,
player,201109190nyg,ram,NorwJe00,pass_rating,,,,,,
player,201109190nyg,ram,NorwJe00,rush_att,3,,,,,
player,201109190nyg,ram,NorwJe00,rush_yds,8,,,,,
player,201109190nyg,ram,NorwJe00,rush_td,0,,,,,
player,201109190nyg,ram,NorwJe00,rush_long,7,,,,,
player,201109190nyg,ram,NorwJe00,targets,0,,,,,
player,201109190nyg,ram,NorwJe00,rec,0,,,,,
player,201109190nyg,ram,NorwJe00,rec_yds,0,,,,,
player,201109190nyg,ram,NorwJe00,rec_td,0,,,,,
player,201109190nyg,ram,NorwJe00,rec_long,0,,,,,
player,201109190nyg,ram,NorwJe00,fumbles,0,,,,,
player,201109190nyg,ram,NorwJe00,fumbles_lost,,,,,,
player,201109190nyg,ram,AlexDa00,pass_cmp,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_att,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_yds,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_td,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_int,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_sacked,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_long,0,,,,,
player,201109190nyg,ram,AlexDa00,pass_rating,,,,,,
player,201109190nyg,ram,AlexDa00,rush_att,0,,,,,
player,201109190nyg,ram,AlexDa00,rush_yds,0,,,,,
player,201109190nyg,ram,AlexDa00,rush_td,0,,,,,
player,201109190nyg,ram,AlexDa00,rush_long,0,,,,,
player,201109190nyg,ram,AlexDa00,targets,7,,,,,
player,201109190nyg,ram,AlexDa00,rec,3,,,,,
player,201109190nyg,ram,AlexDa00,rec_yds,122,,,,,
player,201109190nyg,ram,AlexDa00,rec_td,1,,,,,
player,201109190nyg,ram,AlexDa00,rec_long,68,,,,,
player,201109190nyg,ram,AlexDa00,fumbles,0,,,,,
player,201109190nyg,ram,AlexDa00,fumbles_lost,,,,,,
player,201109190nyg,ram,WalkMi01,pass_cmp,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_att,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_yds,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_td,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_int,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_sacked,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_long,0,,,,,
player,201109190nyg,ram,WalkMi01,pass_rating,,,,,,
player,201109190nyg,ram,WalkMi01,rush_att,0,,,,,
player,201109190nyg,ram,WalkMi01,rush_yds,0,,,,,
player,201109190nyg,ram,WalkMi01,rush_td,0,,,,,
player,201109190nyg,ram,WalkMi01,rush_long,0,,,,,
player,201109190nyg,ram,WalkMi01,targets,11,,,,,
player,201109190nyg,ram,WalkMi01,rec,6,,,,,
player,201109190nyg,ram,WalkMi01,rec_yds,92,,,,,
player,201109190nyg,ram,WalkMi01,rec_td,0,,,,,
player,201109190nyg,ram,WalkMi01,rec_long,33,,,,,
player,201109190nyg,ram,WalkMi01,fumbles,0,,,,,
player,201109190nyg,ram,WalkMi01,fumbles_lost,,,,,,
player,201109190nyg,ram,GibsBr00,pass_cmp,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_att,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_yds,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_td,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_int,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_sacked,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_long,0,,,,,
player,201109190nyg,ram,GibsBr00,pass_rating,,,,,,
player,201109190nyg,ram,GibsBr00,rush_att,0,,,,,
player,201109190nyg,ram,GibsBr00,rush_yds,0,,,,,
player,201109190nyg,ram,GibsBr00,rush_td,0,,,,,
player,201109190nyg,ram,GibsBr00,rush_long,0,,,,,
player,201109190nyg,ram,GibsBr00,targets,8,,,,,
player,201109190nyg,ram,GibsBr00,rec,4,,,,,
player,201109190nyg,ram,GibsBr00,rec_yds,52,,,,,
player,201109190nyg,ram,GibsBr00,rec_td,0,,,,,
player,201109190nyg,ram,GibsBr00,rec_long,18,,,,,
player,201109190nyg,ram,GibsBr00,fumbles,0,,,,,
player,201109190nyg,ram,GibsBr00,fumbles_lost,,,,,,
player,201109190nyg,ram,SalaGr00,pass_cmp,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_att,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_yds,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_td,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_int,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_sacked,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_long,0,,,,,
player,201109190nyg,ram,SalaGr00,pass_rating,,,,,,
player,201109190nyg,ram,SalaGr00,rush_att,0,,,,,
player,201109190nyg,ram,SalaGr00,rush_yds,0,,,,,
player,201109190nyg,ram,SalaGr00,rush_td,0,,,,,
player,201109190nyg,ram,SalaGr00,rush_long,0,,,,,
player,201109190nyg,ram,SalaGr00,targets,8,,,,,
player,201109190nyg,ram,SalaGr00,rec,4,,,,,
player,201109190nyg,ram,SalaGr00,rec_yds,27,,,,,
player,201109190nyg,ram,SalaGr00,rec_td,0,,,,,
player,201109190nyg,ram,SalaGr00,rec_long,17,,,,,
player,201109190nyg,ram,SalaGr00,fumbles,2,,,,,
player,201109190nyg,ram,SalaGr00,fumbles_lost,1,,,,,
player,201109190nyg,ram,KendLa00,pass_cmp,0,,,,,
player,201109190nyg,ram,KendLa00,pass_att,0,,,,,
player,201109190nyg,ram,KendLa00,pass_yds,0,,,,,
player,201109190nyg,ram,KendLa00,pass_td,0,,,,,
player,201109190nyg,ram,KendLa00,pass_int,0,,,,,
player,201109190nyg,ram,KendLa00,pass_sacked,0,,,,,
player,201109190nyg,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,KendLa00,pass_long,0,,,,,
player,201109190nyg,ram,KendLa00,pass_rating,,,,,,
player,201109190nyg,ram,KendLa00,rush_att,0,,,,,
player,201109190nyg,ram,KendLa00,rush_yds,0,,,,,
player,201109190nyg,ram,KendLa00,rush_td,0,,,,,
player,201109190nyg,ram,KendLa00,rush_long,0,,,,,
player,201109190nyg,ram,KendLa00,targets,4,,,,,
player,201109190nyg,ram,KendLa00,rec,1,,,,,
player,201109190nyg,ram,KendLa00,rec_yds,26,,,,,
player,201109190nyg,ram,KendLa00,rec_td,0,,,,,
player,201109190nyg,ram,KendLa00,rec_long,26,,,,,
player,201109190nyg,ram,KendLa00,fumbles,0,,,,,
player,201109190nyg,ram,KendLa00,fumbles_lost,,,,,,
player,201109190nyg,ram,HoomMi00,pass_cmp,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_att,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_yds,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_td,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_int,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_sacked,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_long,0,,,,,
player,201109190nyg,ram,HoomMi00,pass_rating,,,,,,
player,201109190nyg,ram,HoomMi00,rush_att,0,,,,,
player,201109190nyg,ram,HoomMi00,rush_yds,0,,,,,
player,201109190nyg,ram,HoomMi00,rush_td,0,,,,,
player,201109190nyg,ram,HoomMi00,rush_long,0,,,,,
player,201109190nyg,ram,HoomMi00,targets,2,,,,,
player,201109190nyg,ram,HoomMi00,rec,1,,,,,
player,201109190nyg,ram,HoomMi00,rec_yds,8,,,,,
player,201109190nyg,ram,HoomMi00,rec_td,0,,,,,
player,201109190nyg,ram,HoomMi00,rec_long,8,,,,,
player,201109190nyg,ram,HoomMi00,fumbles,0,,,,,
player,201109190nyg,ram,HoomMi00,fumbles_lost,,,,,,
player,201109190nyg,ram,BajeBi00,pass_cmp,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_att,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_yds,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_td,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_int,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_sacked,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_sacked_yds,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_long,0,,,,,
player,201109190nyg,ram,BajeBi00,pass_rating,,,,,,
player,201109190nyg,ram,BajeBi00,rush_att,0,,,,,
player,201109190nyg,ram,BajeBi00,rush_yds,0,,,,,
player,201109190nyg,ram,BajeBi00,rush_td,0,,,,,
player,201109190nyg,ram,BajeBi00,rush_long,0,,,,,
player,201109190nyg,ram,BajeBi00,targets,1,,,,,
player,201109190nyg,ram,BajeBi00,rec,0,,,,,
player,201109190nyg,ram,BajeBi00,rec_yds,0,,,,,
player,201109190nyg,ram,BajeBi00,rec_td,0,,,,,
player,201109190nyg,ram,BajeBi00,rec_long,0,,,,,
player,201109190nyg,ram,BajeBi00,fumbles,0,,,,,
player,201109190nyg,ram,BajeBi00,fumbles_lost,,,,,,
player,201109190nyg,nyg,MannEl00,pass_cmp,19,,,,,
player,201109190nyg,nyg,MannEl00,pass_att,30,,,,,
player,201109190nyg,nyg,MannEl00,pass_yds,223,,,,,
player,201109190nyg,nyg,MannEl00,pass_td,2,,,,,
player,201109190nyg,nyg,MannEl00,pass_int,1,,,,,
player,201109190nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201109190nyg,nyg,MannEl00,pass_sacked_yds,19,,,,,
player,201109190nyg,nyg,MannEl00,pass_long,31,,,,,
player,201109190nyg,nyg,MannEl00,pass_rating,94.2,,,,,
player,201109190nyg,nyg,MannEl00,rush_att,4,,,,,
player,201109190nyg,nyg,MannEl00,rush_yds,-12,,,,,
player,201109190nyg,nyg,MannEl00,rush_td,0,,,,,
player,201109190nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201109190nyg,nyg,MannEl00,targets,0,,,,,
player,201109190nyg,nyg,MannEl00,rec,0,,,,,
player,201109190nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201109190nyg,nyg,MannEl00,rec_td,0,,,,,
player,201109190nyg,nyg,MannEl00,rec_long,0,,,,,
player,201109190nyg,nyg,MannEl00,fumbles,0,,,,,
player,201109190nyg,nyg,MannEl00,fumbles_lost,,,,,,
player,201109190nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_att,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_td,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_int,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_sacked,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_long,0,,,,,
player,201109190nyg,nyg,BradAh00,pass_rating,,,,,,
player,201109190nyg,nyg,BradAh00,rush_att,15,,,,,
player,201109190nyg,nyg,BradAh00,rush_yds,59,,,,,
player,201109190nyg,nyg,BradAh00,rush_td,0,,,,,
player,201109190nyg,nyg,BradAh00,rush_long,15,,,,,
player,201109190nyg,nyg,BradAh00,targets,5,,,,,
player,201109190nyg,nyg,BradAh00,rec,5,,,,,
player,201109190nyg,nyg,BradAh00,rec_yds,45,,,,,
player,201109190nyg,nyg,BradAh00,rec_td,0,,,,,
player,201109190nyg,nyg,BradAh00,rec_long,23,,,,,
player,201109190nyg,nyg,BradAh00,fumbles,0,,,,,
player,201109190nyg,nyg,BradAh00,fumbles_lost,,,,,,
player,201109190nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_sacked,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201109190nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201109190nyg,nyg,JacoBr00,rush_att,16,,,,,
player,201109190nyg,nyg,JacoBr00,rush_yds,50,,,,,
player,201109190nyg,nyg,JacoBr00,rush_td,1,,,,,
player,201109190nyg,nyg,JacoBr00,rush_long,9,,,,,
player,201109190nyg,nyg,JacoBr00,targets,1,,,,,
player,201109190nyg,nyg,JacoBr00,rec,1,,,,,
player,201109190nyg,nyg,JacoBr00,rec_yds,17,,,,,
player,201109190nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201109190nyg,nyg,JacoBr00,rec_long,17,,,,,
player,201109190nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201109190nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201109190nyg,nyg,WareDa00,pass_cmp,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_att,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_yds,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_td,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_int,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_sacked,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_long,0,,,,,
player,201109190nyg,nyg,WareDa00,pass_rating,,,,,,
player,201109190nyg,nyg,WareDa00,rush_att,3,,,,,
player,201109190nyg,nyg,WareDa00,rush_yds,22,,,,,
player,201109190nyg,nyg,WareDa00,rush_td,0,,,,,
player,201109190nyg,nyg,WareDa00,rush_long,12,,,,,
player,201109190nyg,nyg,WareDa00,targets,0,,,,,
player,201109190nyg,nyg,WareDa00,rec,0,,,,,
player,201109190nyg,nyg,WareDa00,rec_yds,0,,,,,
player,201109190nyg,nyg,WareDa00,rec_td,0,,,,,
player,201109190nyg,nyg,WareDa00,rec_long,0,,,,,
player,201109190nyg,nyg,WareDa00,fumbles,0,,,,,
player,201109190nyg,nyg,WareDa00,fumbles_lost,,,,,,
player,201109190nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_att,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_td,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_int,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_sacked,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_long,0,,,,,
player,201109190nyg,nyg,MannMa01,pass_rating,,,,,,
player,201109190nyg,nyg,MannMa01,rush_att,0,,,,,
player,201109190nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201109190nyg,nyg,MannMa01,rush_td,0,,,,,
player,201109190nyg,nyg,MannMa01,rush_long,0,,,,,
player,201109190nyg,nyg,MannMa01,targets,7,,,,,
player,201109190nyg,nyg,MannMa01,rec,3,,,,,
player,201109190nyg,nyg,MannMa01,rec_yds,56,,,,,
player,201109190nyg,nyg,MannMa01,rec_td,0,,,,,
player,201109190nyg,nyg,MannMa01,rec_long,31,,,,,
player,201109190nyg,nyg,MannMa01,fumbles,0,,,,,
player,201109190nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201109190nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_att,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_td,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_int,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_long,0,,,,,
player,201109190nyg,nyg,NickHa01,pass_rating,,,,,,
player,201109190nyg,nyg,NickHa01,rush_att,0,,,,,
player,201109190nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201109190nyg,nyg,NickHa01,rush_td,0,,,,,
player,201109190nyg,nyg,NickHa01,rush_long,0,,,,,
player,201109190nyg,nyg,NickHa01,targets,8,,,,,
player,201109190nyg,nyg,NickHa01,rec,4,,,,,
player,201109190nyg,nyg,NickHa01,rec_yds,38,,,,,
player,201109190nyg,nyg,NickHa01,rec_td,1,,,,,
player,201109190nyg,nyg,NickHa01,rec_long,23,,,,,
player,201109190nyg,nyg,NickHa01,fumbles,0,,,,,
player,201109190nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201109190nyg,nyg,HixoDo00,pass_cmp,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_att,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_yds,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_td,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_int,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_sacked,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_long,0,,,,,
player,201109190nyg,nyg,HixoDo00,pass_rating,,,,,,
player,201109190nyg,nyg,HixoDo00,rush_att,0,,,,,
player,201109190nyg,nyg,HixoDo00,rush_yds,0,,,,,
player,201109190nyg,nyg,HixoDo00,rush_td,0,,,,,
player,201109190nyg,nyg,HixoDo00,rush_long,0,,,,,
player,201109190nyg,nyg,HixoDo00,targets,2,,,,,
player,201109190nyg,nyg,HixoDo00,rec,2,,,,,
player,201109190nyg,nyg,HixoDo00,rec_yds,29,,,,,
player,201109190nyg,nyg,HixoDo00,rec_td,1,,,,,
player,201109190nyg,nyg,HixoDo00,rec_long,22,,,,,
player,201109190nyg,nyg,HixoDo00,fumbles,0,,,,,
player,201109190nyg,nyg,HixoDo00,fumbles_lost,,,,,,
player,201109190nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201109190nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201109190nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201109190nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201109190nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201109190nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201109190nyg,nyg,CruzVi00,targets,2,,,,,
player,201109190nyg,nyg,CruzVi00,rec,2,,,,,
player,201109190nyg,nyg,CruzVi00,rec_yds,17,,,,,
player,201109190nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201109190nyg,nyg,CruzVi00,rec_long,10,,,,,
player,201109190nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201109190nyg,nyg,CruzVi00,fumbles_lost,,,,,,
player,201109190nyg,nyg,BallJa21,pass_cmp,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_att,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_yds,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_td,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_int,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_sacked,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_long,0,,,,,
player,201109190nyg,nyg,BallJa21,pass_rating,,,,,,
player,201109190nyg,nyg,BallJa21,rush_att,0,,,,,
player,201109190nyg,nyg,BallJa21,rush_yds,0,,,,,
player,201109190nyg,nyg,BallJa21,rush_td,0,,,,,
player,201109190nyg,nyg,BallJa21,rush_long,0,,,,,
player,201109190nyg,nyg,BallJa21,targets,1,,,,,
player,201109190nyg,nyg,BallJa21,rec,1,,,,,
player,201109190nyg,nyg,BallJa21,rec_yds,13,,,,,
player,201109190nyg,nyg,BallJa21,rec_td,0,,,,,
player,201109190nyg,nyg,BallJa21,rec_long,13,,,,,
player,201109190nyg,nyg,BallJa21,fumbles,0,,,,,
player,201109190nyg,nyg,BallJa21,fumbles_lost,,,,,,
player,201109190nyg,nyg,HynoHe01,pass_cmp,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_att,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_yds,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_td,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_int,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_sacked,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_long,0,,,,,
player,201109190nyg,nyg,HynoHe01,pass_rating,,,,,,
player,201109190nyg,nyg,HynoHe01,rush_att,0,,,,,
player,201109190nyg,nyg,HynoHe01,rush_yds,0,,,,,
player,201109190nyg,nyg,HynoHe01,rush_td,0,,,,,
player,201109190nyg,nyg,HynoHe01,rush_long,0,,,,,
player,201109190nyg,nyg,HynoHe01,targets,2,,,,,
player,201109190nyg,nyg,HynoHe01,rec,1,,,,,
player,201109190nyg,nyg,HynoHe01,rec_yds,8,,,,,
player,201109190nyg,nyg,HynoHe01,rec_td,0,,,,,
player,201109190nyg,nyg,HynoHe01,rec_long,8,,,,,
player,201109190nyg,nyg,HynoHe01,fumbles,0,,,,,
player,201109190nyg,nyg,HynoHe01,fumbles_lost,,,,,,
player,201109190nyg,nyg,PascBe00,pass_cmp,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_att,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_yds,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_td,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_int,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_sacked,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_long,0,,,,,
player,201109190nyg,nyg,PascBe00,pass_rating,,,,,,
player,201109190nyg,nyg,PascBe00,rush_att,0,,,,,
player,201109190nyg,nyg,PascBe00,rush_yds,0,,,,,
player,201109190nyg,nyg,PascBe00,rush_td,0,,,,,
player,201109190nyg,nyg,PascBe00,rush_long,0,,,,,
player,201109190nyg,nyg,PascBe00,targets,1,,,,,
player,201109190nyg,nyg,PascBe00,rec,0,,,,,
player,201109190nyg,nyg,PascBe00,rec_yds,0,,,,,
