game,2011,7,20111023,201110230mia,den,"Denver Broncos",18,mia,"Miami Dolphins",15
player,201110230mia,mia,MoorMa02,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,MoorMa02,fumbles_rec_td,0,,,,,
player,201110230mia,mia,MoorMa02,fumbles_forced,0,,,,,
player,201110230mia,mia,TrusJa99,def_int,0,,,,,
player,201110230mia,mia,TrusJa99,def_int_yds,0,,,,,
player,201110230mia,mia,TrusJa99,def_int_td,0,,,,,
player,201110230mia,mia,TrusJa99,def_int_long,0,,,,,
player,201110230mia,mia,TrusJa99,pass_defended,0,,,,,
player,201110230mia,mia,TrusJa99,sacks,0.0,,,,,
player,201110230mia,mia,TrusJa99,tackles_combined,1,,,,,
player,201110230mia,mia,TrusJa99,tackles_solo,1,,,,,
player,201110230mia,mia,TrusJa99,tackles_assists,0,,,,,
player,201110230mia,mia,TrusJa99,tackles_loss,0,,,,,
player,201110230mia,mia,TrusJa99,qb_hits,0,,,,,
player,201110230mia,mia,TrusJa99,fumbles_rec,0,,,,,
player,201110230mia,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201110230mia,mia,TrusJa99,fumbles_forced,0,,,,,
player,201110230mia,mia,WilsJi00,def_int,0,,,,,
player,201110230mia,mia,WilsJi00,def_int_yds,0,,,,,
player,201110230mia,mia,WilsJi00,def_int_td,0,,,,,
player,201110230mia,mia,WilsJi00,def_int_long,0,,,,,
player,201110230mia,mia,WilsJi00,pass_defended,0,,,,,
player,201110230mia,mia,WilsJi00,sacks,0.0,,,,,
player,201110230mia,mia,WilsJi00,tackles_combined,1,,,,,
player,201110230mia,mia,WilsJi00,tackles_solo,1,,,,,
player,201110230mia,mia,WilsJi00,tackles_assists,0,,,,,
player,201110230mia,mia,WilsJi00,tackles_loss,,,,,,
player,201110230mia,mia,WilsJi00,qb_hits,,,,,,
player,201110230mia,mia,WilsJi00,fumbles_rec,0,,,,,
player,201110230mia,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201110230mia,mia,WilsJi00,fumbles_forced,0,,,,,
player,201110230mia,den,CosbQu00,kick_ret,0,,,,,
player,201110230mia,den,CosbQu00,kick_ret_yds,0,,,,,
player,201110230mia,den,CosbQu00,kick_ret_yds_per_ret,,,,,,
player,201110230mia,den,CosbQu00,kick_ret_td,0,,,,,
player,201110230mia,den,CosbQu00,kick_ret_long,0,,,,,
player,201110230mia,den,CosbQu00,punt_ret,4,,,,,
player,201110230mia,den,CosbQu00,punt_ret_yds,45,,,,,
player,201110230mia,den,CosbQu00,punt_ret_yds_per_ret,11.3,,,,,
player,201110230mia,den,CosbQu00,punt_ret_td,0,,,,,
player,201110230mia,den,CosbQu00,punt_ret_long,22,,,,,
player,201110230mia,mia,BessDa00,kick_ret,0,,,,,
player,201110230mia,mia,BessDa00,kick_ret_yds,0,,,,,
player,201110230mia,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201110230mia,mia,BessDa00,kick_ret_td,0,,,,,
player,201110230mia,mia,BessDa00,kick_ret_long,0,,,,,
player,201110230mia,mia,BessDa00,punt_ret,2,,,,,
player,201110230mia,mia,BessDa00,punt_ret_yds,32,,,,,
player,201110230mia,mia,BessDa00,punt_ret_yds_per_ret,16.0,,,,,
player,201110230mia,mia,BessDa00,punt_ret_td,0,,,,,
player,201110230mia,mia,BessDa00,punt_ret_long,17,,,,,
player,201110230mia,mia,BushRe00,kick_ret,0,,,,,
player,201110230mia,mia,BushRe00,kick_ret_yds,0,,,,,
player,201110230mia,mia,BushRe00,kick_ret_yds_per_ret,,,,,,
player,201110230mia,mia,BushRe00,kick_ret_td,0,,,,,
player,201110230mia,mia,BushRe00,kick_ret_long,0,,,,,
player,201110230mia,mia,BushRe00,punt_ret,2,,,,,
player,201110230mia,mia,BushRe00,punt_ret_yds,30,,,,,
player,201110230mia,mia,BushRe00,punt_ret_yds_per_ret,15.0,,,,,
player,201110230mia,mia,BushRe00,punt_ret_td,0,,,,,
player,201110230mia,mia,BushRe00,punt_ret_long,16,,,,,
player,201110230mia,den,PratMa20,xpm,1,,,,,
player,201110230mia,den,PratMa20,xpa,1,,,,,
player,201110230mia,den,PratMa20,fgm,1,,,,,
player,201110230mia,den,PratMa20,fga,3,,,,,
player,201110230mia,den,PratMa20,punt,0,,,,,
player,201110230mia,den,PratMa20,punt_yds,0,,,,,
player,201110230mia,den,PratMa20,punt_yds_per_punt,,,,,,
player,201110230mia,den,PratMa20,punt_long,0,,,,,
player,201110230mia,den,ColqBr00,xpm,,,,,,
player,201110230mia,den,ColqBr00,xpa,,,,,,
player,201110230mia,den,ColqBr00,fgm,,,,,,
player,201110230mia,den,ColqBr00,fga,,,,,,
player,201110230mia,den,ColqBr00,punt,9,,,,,
player,201110230mia,den,ColqBr00,punt_yds,435,,,,,
player,201110230mia,den,ColqBr00,punt_yds_per_punt,48.3,,,,,
player,201110230mia,den,ColqBr00,punt_long,66,,,,,
player,201110230mia,mia,FielBr20,xpm,,,,,,
player,201110230mia,mia,FielBr20,xpa,,,,,,
player,201110230mia,mia,FielBr20,fgm,,,,,,
player,201110230mia,mia,FielBr20,fga,,,,,,
player,201110230mia,mia,FielBr20,punt,8,,,,,
player,201110230mia,mia,FielBr20,punt_yds,397,,,,,
player,201110230mia,mia,FielBr20,punt_yds_per_punt,49.6,,,,,
player,201110230mia,mia,FielBr20,punt_long,64,,,,,
player,201110230mia,mia,CarpDa44,xpm,,,,,,
player,201110230mia,mia,CarpDa44,xpa,,,,,,
player,201110230mia,mia,CarpDa44,fgm,3,,,,,
player,201110230mia,mia,CarpDa44,fga,3,,,,,
player,201110230mia,mia,CarpDa44,punt,0,,,,,
player,201110230mia,mia,CarpDa44,punt_yds,0,,,,,
player,201110230mia,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201110230mia,mia,CarpDa44,punt_long,0,,,,,
