game,2010,14,20101212,201012120buf,cle,"Cleveland Browns",6,buf,"Buffalo Bills",13
player,201012120buf,cle,HillPe00,fumbles,3,,,,,
player,201012120buf,cle,HillPe00,fumbles_lost,1,,,,,
player,201012120buf,cle,BellMi00,pass_cmp,0,,,,,
player,201012120buf,cle,BellMi00,pass_att,0,,,,,
player,201012120buf,cle,BellMi00,pass_yds,0,,,,,
player,201012120buf,cle,BellMi00,pass_td,0,,,,,
player,201012120buf,cle,BellMi00,pass_int,0,,,,,
player,201012120buf,cle,BellMi00,pass_sacked,,,,,,
player,201012120buf,cle,BellMi00,pass_sacked_yds,,,,,,
player,201012120buf,cle,BellMi00,pass_long,0,,,,,
player,201012120buf,cle,BellMi00,pass_rating,,,,,,
player,201012120buf,cle,BellMi00,rush_att,3,,,,,
player,201012120buf,cle,BellMi00,rush_yds,8,,,,,
player,201012120buf,cle,BellMi00,rush_td,0,,,,,
player,201012120buf,cle,BellMi00,rush_long,5,,,,,
player,201012120buf,cle,BellMi00,targets,0,,,,,
player,201012120buf,cle,BellMi00,rec,0,,,,,
player,201012120buf,cle,BellMi00,rec_yds,0,,,,,
player,201012120buf,cle,BellMi00,rec_td,0,,,,,
player,201012120buf,cle,BellMi00,rec_long,0,,,,,
player,201012120buf,cle,BellMi00,fumbles,0,,,,,
player,201012120buf,cle,BellMi00,fumbles_lost,,,,,,
player,201012120buf,cle,MassMo00,pass_cmp,0,,,,,
player,201012120buf,cle,MassMo00,pass_att,0,,,,,
player,201012120buf,cle,MassMo00,pass_yds,0,,,,,
player,201012120buf,cle,MassMo00,pass_td,0,,,,,
player,201012120buf,cle,MassMo00,pass_int,0,,,,,
player,201012120buf,cle,MassMo00,pass_sacked,0,,,,,
player,201012120buf,cle,MassMo00,pass_sacked_yds,,,,,,
player,201012120buf,cle,MassMo00,pass_long,0,,,,,
player,201012120buf,cle,MassMo00,pass_rating,,,,,,
player,201012120buf,cle,MassMo00,rush_att,0,,,,,
player,201012120buf,cle,MassMo00,rush_yds,0,,,,,
player,201012120buf,cle,MassMo00,rush_td,0,,,,,
player,201012120buf,cle,MassMo00,rush_long,0,,,,,
player,201012120buf,cle,MassMo00,targets,6,,,,,
player,201012120buf,cle,MassMo00,rec,3,,,,,
player,201012120buf,cle,MassMo00,rec_yds,43,,,,,
player,201012120buf,cle,MassMo00,rec_td,0,,,,,
player,201012120buf,cle,MassMo00,rec_long,34,,,,,
player,201012120buf,cle,MassMo00,fumbles,0,,,,,
player,201012120buf,cle,MassMo00,fumbles_lost,,,,,,
player,201012120buf,cle,RobiBr00,pass_cmp,0,,,,,
player,201012120buf,cle,RobiBr00,pass_att,0,,,,,
player,201012120buf,cle,RobiBr00,pass_yds,0,,,,,
player,201012120buf,cle,RobiBr00,pass_td,0,,,,,
player,201012120buf,cle,RobiBr00,pass_int,0,,,,,
player,201012120buf,cle,RobiBr00,pass_sacked,,,,,,
player,201012120buf,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201012120buf,cle,RobiBr00,pass_long,0,,,,,
player,201012120buf,cle,RobiBr00,pass_rating,,,,,,
player,201012120buf,cle,RobiBr00,rush_att,0,,,,,
player,201012120buf,cle,RobiBr00,rush_yds,0,,,,,
player,201012120buf,cle,RobiBr00,rush_td,0,,,,,
player,201012120buf,cle,RobiBr00,rush_long,0,,,,,
player,201012120buf,cle,RobiBr00,targets,3,,,,,
player,201012120buf,cle,RobiBr00,rec,2,,,,,
player,201012120buf,cle,RobiBr00,rec_yds,17,,,,,
player,201012120buf,cle,RobiBr00,rec_td,0,,,,,
player,201012120buf,cle,RobiBr00,rec_long,15,,,,,
player,201012120buf,cle,RobiBr00,fumbles,0,,,,,
player,201012120buf,cle,RobiBr00,fumbles_lost,,,,,,
player,201012120buf,cle,WatsBe00,pass_cmp,0,,,,,
player,201012120buf,cle,WatsBe00,pass_att,0,,,,,
player,201012120buf,cle,WatsBe00,pass_yds,0,,,,,
player,201012120buf,cle,WatsBe00,pass_td,0,,,,,
player,201012120buf,cle,WatsBe00,pass_int,0,,,,,
player,201012120buf,cle,WatsBe00,pass_sacked,,,,,,
player,201012120buf,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201012120buf,cle,WatsBe00,pass_long,0,,,,,
player,201012120buf,cle,WatsBe00,pass_rating,,,,,,
player,201012120buf,cle,WatsBe00,rush_att,0,,,,,
player,201012120buf,cle,WatsBe00,rush_yds,0,,,,,
player,201012120buf,cle,WatsBe00,rush_td,0,,,,,
player,201012120buf,cle,WatsBe00,rush_long,0,,,,,
player,201012120buf,cle,WatsBe00,targets,1,,,,,
player,201012120buf,cle,WatsBe00,rec,1,,,,,
player,201012120buf,cle,WatsBe00,rec_yds,8,,,,,
player,201012120buf,cle,WatsBe00,rec_td,0,,,,,
player,201012120buf,cle,WatsBe00,rec_long,8,,,,,
player,201012120buf,cle,WatsBe00,fumbles,0,,,,,
player,201012120buf,cle,WatsBe00,fumbles_lost,,,,,,
player,201012120buf,cle,StucCh20,pass_cmp,0,,,,,
player,201012120buf,cle,StucCh20,pass_att,0,,,,,
player,201012120buf,cle,StucCh20,pass_yds,0,,,,,
player,201012120buf,cle,StucCh20,pass_td,0,,,,,
player,201012120buf,cle,StucCh20,pass_int,0,,,,,
player,201012120buf,cle,StucCh20,pass_sacked,,,,,,
player,201012120buf,cle,StucCh20,pass_sacked_yds,,,,,,
player,201012120buf,cle,StucCh20,pass_long,0,,,,,
player,201012120buf,cle,StucCh20,pass_rating,,,,,,
player,201012120buf,cle,StucCh20,rush_att,0,,,,,
player,201012120buf,cle,StucCh20,rush_yds,0,,,,,
player,201012120buf,cle,StucCh20,rush_td,0,,,,,
player,201012120buf,cle,StucCh20,rush_long,0,,,,,
player,201012120buf,cle,StucCh20,targets,3,,,,,
player,201012120buf,cle,StucCh20,rec,1,,,,,
player,201012120buf,cle,StucCh20,rec_yds,1,,,,,
player,201012120buf,cle,StucCh20,rec_td,0,,,,,
player,201012120buf,cle,StucCh20,rec_long,1,,,,,
player,201012120buf,cle,StucCh20,fumbles,0,,,,,
player,201012120buf,cle,StucCh20,fumbles_lost,,,,,,
player,201012120buf,cle,CribJo01,pass_cmp,0,,,,,
player,201012120buf,cle,CribJo01,pass_att,0,,,,,
player,201012120buf,cle,CribJo01,pass_yds,0,,,,,
player,201012120buf,cle,CribJo01,pass_td,0,,,,,
player,201012120buf,cle,CribJo01,pass_int,0,,,,,
player,201012120buf,cle,CribJo01,pass_sacked,0,,,,,
player,201012120buf,cle,CribJo01,pass_sacked_yds,,,,,,
player,201012120buf,cle,CribJo01,pass_long,0,,,,,
player,201012120buf,cle,CribJo01,pass_rating,,,,,,
player,201012120buf,cle,CribJo01,rush_att,1,,,,,
player,201012120buf,cle,CribJo01,rush_yds,-11,,,,,
player,201012120buf,cle,CribJo01,rush_td,0,,,,,
player,201012120buf,cle,CribJo01,rush_long,-11,,,,,
player,201012120buf,cle,CribJo01,targets,1,,,,,
player,201012120buf,cle,CribJo01,rec,1,,,,,
player,201012120buf,cle,CribJo01,rec_yds,7,,,,,
player,201012120buf,cle,CribJo01,rec_td,0,,,,,
player,201012120buf,cle,CribJo01,rec_long,7,,,,,
player,201012120buf,cle,CribJo01,fumbles,1,,,,,
player,201012120buf,cle,CribJo01,fumbles_lost,0,,,,,
player,201012120buf,cle,RoyaRo00,pass_cmp,,,,,,
player,201012120buf,cle,RoyaRo00,pass_att,,,,,,
player,201012120buf,cle,RoyaRo00,pass_yds,,,,,,
player,201012120buf,cle,RoyaRo00,pass_td,,,,,,
player,201012120buf,cle,RoyaRo00,pass_int,,,,,,
player,201012120buf,cle,RoyaRo00,pass_sacked,,,,,,
player,201012120buf,cle,RoyaRo00,pass_sacked_yds,,,,,,
player,201012120buf,cle,RoyaRo00,pass_long,,,,,,
player,201012120buf,cle,RoyaRo00,pass_rating,,,,,,
player,201012120buf,cle,RoyaRo00,rush_att,,,,,,
player,201012120buf,cle,RoyaRo00,rush_yds,,,,,,
player,201012120buf,cle,RoyaRo00,rush_td,,,,,,
player,201012120buf,cle,RoyaRo00,rush_long,,,,,,
player,201012120buf,cle,RoyaRo00,targets,1,,,,,
player,201012120buf,cle,RoyaRo00,rec,0,,,,,
player,201012120buf,cle,RoyaRo00,rec_yds,0,,,,,
player,201012120buf,cle,RoyaRo00,rec_td,0,,,,,
player,201012120buf,cle,RoyaRo00,rec_long,,,,,,
player,201012120buf,cle,RoyaRo00,fumbles,,,,,,
player,201012120buf,cle,RoyaRo00,fumbles_lost,,,,,,
player,201012120buf,buf,FitzRy00,pass_cmp,14,,,,,
player,201012120buf,buf,FitzRy00,pass_att,23,,,,,
player,201012120buf,buf,FitzRy00,pass_yds,142,,,,,
player,201012120buf,buf,FitzRy00,pass_td,1,,,,,
player,201012120buf,buf,FitzRy00,pass_int,0,,,,,
player,201012120buf,buf,FitzRy00,pass_sacked,2,,,,,
player,201012120buf,buf,FitzRy00,pass_sacked_yds,11,,,,,
player,201012120buf,buf,FitzRy00,pass_long,35,,,,,
player,201012120buf,buf,FitzRy00,pass_rating,93.0,,,,,
player,201012120buf,buf,FitzRy00,rush_att,4,,,,,
player,201012120buf,buf,FitzRy00,rush_yds,49,,,,,
player,201012120buf,buf,FitzRy00,rush_td,0,,,,,
player,201012120buf,buf,FitzRy00,rush_long,18,,,,,
player,201012120buf,buf,FitzRy00,targets,0,,,,,
player,201012120buf,buf,FitzRy00,rec,0,,,,,
player,201012120buf,buf,FitzRy00,rec_yds,0,,,,,
player,201012120buf,buf,FitzRy00,rec_td,0,,,,,
player,201012120buf,buf,FitzRy00,rec_long,0,,,,,
player,201012120buf,buf,FitzRy00,fumbles,1,,,,,
player,201012120buf,buf,FitzRy00,fumbles_lost,1,,,,,
player,201012120buf,buf,JackFr02,pass_cmp,0,,,,,
player,201012120buf,buf,JackFr02,pass_att,0,,,,,
player,201012120buf,buf,JackFr02,pass_yds,0,,,,,
player,201012120buf,buf,JackFr02,pass_td,0,,,,,
player,201012120buf,buf,JackFr02,pass_int,0,,,,,
player,201012120buf,buf,JackFr02,pass_sacked,,,,,,
player,201012120buf,buf,JackFr02,pass_sacked_yds,,,,,,
player,201012120buf,buf,JackFr02,pass_long,0,,,,,
player,201012120buf,buf,JackFr02,pass_rating,,,,,,
player,201012120buf,buf,JackFr02,rush_att,29,,,,,
player,201012120buf,buf,JackFr02,rush_yds,112,,,,,
player,201012120buf,buf,JackFr02,rush_td,0,,,,,
player,201012120buf,buf,JackFr02,rush_long,19,,,,,
player,201012120buf,buf,JackFr02,targets,4,,,,,
player,201012120buf,buf,JackFr02,rec,1,,,,,
player,201012120buf,buf,JackFr02,rec_yds,3,,,,,
player,201012120buf,buf,JackFr02,rec_td,0,,,,,
player,201012120buf,buf,JackFr02,rec_long,3,,,,,
player,201012120buf,buf,JackFr02,fumbles,0,,,,,
player,201012120buf,buf,JackFr02,fumbles_lost,,,,,,
player,201012120buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201012120buf,buf,SpilC.00,pass_att,0,,,,,
player,201012120buf,buf,SpilC.00,pass_yds,0,,,,,
player,201012120buf,buf,SpilC.00,pass_td,0,,,,,
player,201012120buf,buf,SpilC.00,pass_int,0,,,,,
player,201012120buf,buf,SpilC.00,pass_sacked,,,,,,
player,201012120buf,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201012120buf,buf,SpilC.00,pass_long,0,,,,,
player,201012120buf,buf,SpilC.00,pass_rating,,,,,,
player,201012120buf,buf,SpilC.00,rush_att,8,,,,,
player,201012120buf,buf,SpilC.00,rush_yds,33,,,,,
player,201012120buf,buf,SpilC.00,rush_td,0,,,,,
player,201012120buf,buf,SpilC.00,rush_long,8,,,,,
player,201012120buf,buf,SpilC.00,targets,0,,,,,
player,201012120buf,buf,SpilC.00,rec,0,,,,,
player,201012120buf,buf,SpilC.00,rec_yds,0,,,,,
player,201012120buf,buf,SpilC.00,rec_td,0,,,,,
player,201012120buf,buf,SpilC.00,rec_long,0,,,,,
player,201012120buf,buf,SpilC.00,fumbles,1,,,,,
player,201012120buf,buf,SpilC.00,fumbles_lost,0,,,,,
player,201012120buf,buf,StupJo00,pass_cmp,0,,,,,
player,201012120buf,buf,StupJo00,pass_att,0,,,,,
player,201012120buf,buf,StupJo00,pass_yds,0,,,,,
player,201012120buf,buf,StupJo00,pass_td,0,,,,,
player,201012120buf,buf,StupJo00,pass_int,0,,,,,
player,201012120buf,buf,StupJo00,pass_sacked,,,,,,
player,201012120buf,buf,StupJo00,pass_sacked_yds,,,,,,
player,201012120buf,buf,StupJo00,pass_long,0,,,,,
player,201012120buf,buf,StupJo00,pass_rating,,,,,,
player,201012120buf,buf,StupJo00,rush_att,0,,,,,
player,201012120buf,buf,StupJo00,rush_yds,0,,,,,
player,201012120buf,buf,StupJo00,rush_td,0,,,,,
player,201012120buf,buf,StupJo00,rush_long,0,,,,,
player,201012120buf,buf,StupJo00,targets,3,,,,,
player,201012120buf,buf,StupJo00,rec,3,,,,,
player,201012120buf,buf,StupJo00,rec_yds,45,,,,,
player,201012120buf,buf,StupJo00,rec_td,0,,,,,
player,201012120buf,buf,StupJo00,rec_long,35,,,,,
player,201012120buf,buf,StupJo00,fumbles,0,,,,,
player,201012120buf,buf,StupJo00,fumbles_lost,,,,,,
player,201012120buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201012120buf,buf,JohnSt00,pass_att,0,,,,,
player,201012120buf,buf,JohnSt00,pass_yds,0,,,,,
player,201012120buf,buf,JohnSt00,pass_td,0,,,,,
player,201012120buf,buf,JohnSt00,pass_int,0,,,,,
player,201012120buf,buf,JohnSt00,pass_sacked,,,,,,
player,201012120buf,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201012120buf,buf,JohnSt00,pass_long,0,,,,,
player,201012120buf,buf,JohnSt00,pass_rating,,,,,,
player,201012120buf,buf,JohnSt00,rush_att,0,,,,,
player,201012120buf,buf,JohnSt00,rush_yds,0,,,,,
player,201012120buf,buf,JohnSt00,rush_td,0,,,,,
player,201012120buf,buf,JohnSt00,rush_long,0,,,,,
player,201012120buf,buf,JohnSt00,targets,8,,,,,
player,201012120buf,buf,JohnSt00,rec,5,,,,,
player,201012120buf,buf,JohnSt00,rec_yds,42,,,,,
player,201012120buf,buf,JohnSt00,rec_td,0,,,,,
player,201012120buf,buf,JohnSt00,rec_long,20,,,,,
player,201012120buf,buf,JohnSt00,fumbles,0,,,,,
player,201012120buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201012120buf,buf,McInCo00,pass_cmp,0,,,,,
player,201012120buf,buf,McInCo00,pass_att,0,,,,,
player,201012120buf,buf,McInCo00,pass_yds,0,,,,,
player,201012120buf,buf,McInCo00,pass_td,0,,,,,
player,201012120buf,buf,McInCo00,pass_int,0,,,,,
player,201012120buf,buf,McInCo00,pass_sacked,,,,,,
player,201012120buf,buf,McInCo00,pass_sacked_yds,,,,,,
player,201012120buf,buf,McInCo00,pass_long,0,,,,,
player,201012120buf,buf,McInCo00,pass_rating,,,,,,
player,201012120buf,buf,McInCo00,rush_att,0,,,,,
player,201012120buf,buf,McInCo00,rush_yds,0,,,,,
player,201012120buf,buf,McInCo00,rush_td,0,,,,,
player,201012120buf,buf,McInCo00,rush_long,0,,,,,
player,201012120buf,buf,McInCo00,targets,1,,,,,
player,201012120buf,buf,McInCo00,rec,1,,,,,
player,201012120buf,buf,McInCo00,rec_yds,14,,,,,
player,201012120buf,buf,McInCo00,rec_td,0,,,,,
player,201012120buf,buf,McInCo00,rec_long,14,,,,,
player,201012120buf,buf,McInCo00,fumbles,0,,,,,
player,201012120buf,buf,McInCo00,fumbles_lost,,,,,,
player,201012120buf,buf,MartDa00,pass_cmp,0,,,,,
player,201012120buf,buf,MartDa00,pass_att,0,,,,,
player,201012120buf,buf,MartDa00,pass_yds,0,,,,,
player,201012120buf,buf,MartDa00,pass_td,0,,,,,
player,201012120buf,buf,MartDa00,pass_int,0,,,,,
player,201012120buf,buf,MartDa00,pass_sacked,,,,,,
player,201012120buf,buf,MartDa00,pass_sacked_yds,,,,,,
player,201012120buf,buf,MartDa00,pass_long,0,,,,,
player,201012120buf,buf,MartDa00,pass_rating,,,,,,
player,201012120buf,buf,MartDa00,rush_att,0,,,,,
player,201012120buf,buf,MartDa00,rush_yds,0,,,,,
player,201012120buf,buf,MartDa00,rush_td,0,,,,,
player,201012120buf,buf,MartDa00,rush_long,0,,,,,
player,201012120buf,buf,MartDa00,targets,1,,,,,
player,201012120buf,buf,MartDa00,rec,1,,,,,
player,201012120buf,buf,MartDa00,rec_yds,13,,,,,
player,201012120buf,buf,MartDa00,rec_td,0,,,,,
player,201012120buf,buf,MartDa00,rec_long,13,,,,,
player,201012120buf,buf,MartDa00,fumbles,0,,,,,
player,201012120buf,buf,MartDa00,fumbles_lost,,,,,,
player,201012120buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201012120buf,buf,NelsDa01,pass_att,0,,,,,
player,201012120buf,buf,NelsDa01,pass_yds,0,,,,,
player,201012120buf,buf,NelsDa01,pass_td,0,,,,,
player,201012120buf,buf,NelsDa01,pass_int,0,,,,,
player,201012120buf,buf,NelsDa01,pass_sacked,,,,,,
player,201012120buf,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201012120buf,buf,NelsDa01,pass_long,0,,,,,
player,201012120buf,buf,NelsDa01,pass_rating,,,,,,
player,201012120buf,buf,NelsDa01,rush_att,0,,,,,
player,201012120buf,buf,NelsDa01,rush_yds,0,,,,,
player,201012120buf,buf,NelsDa01,rush_td,0,,,,,
player,201012120buf,buf,NelsDa01,rush_long,0,,,,,
player,201012120buf,buf,NelsDa01,targets,1,,,,,
player,201012120buf,buf,NelsDa01,rec,1,,,,,
player,201012120buf,buf,NelsDa01,rec_yds,11,,,,,
player,201012120buf,buf,NelsDa01,rec_td,1,,,,,
player,201012120buf,buf,NelsDa01,rec_long,11,,,,,
player,201012120buf,buf,NelsDa01,fumbles,0,,,,,
player,201012120buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201012120buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201012120buf,buf,JoneDo00,pass_att,0,,,,,
player,201012120buf,buf,JoneDo00,pass_yds,0,,,,,
player,201012120buf,buf,JoneDo00,pass_td,0,,,,,
player,201012120buf,buf,JoneDo00,pass_int,0,,,,,
player,201012120buf,buf,JoneDo00,pass_sacked,,,,,,
player,201012120buf,buf,JoneDo00,pass_sacked_yds,,,,,,
player,201012120buf,buf,JoneDo00,pass_long,0,,,,,
player,201012120buf,buf,JoneDo00,pass_rating,,,,,,
player,201012120buf,buf,JoneDo00,rush_att,1,,,,,
player,201012120buf,buf,JoneDo00,rush_yds,-2,,,,,
player,201012120buf,buf,JoneDo00,rush_td,0,,,,,
player,201012120buf,buf,JoneDo00,rush_long,-2,,,,,
player,201012120buf,buf,JoneDo00,targets,3,,,,,
player,201012120buf,buf,JoneDo00,rec,2,,,,,
player,201012120buf,buf,JoneDo00,rec_yds,14,,,,,
player,201012120buf,buf,JoneDo00,rec_td,0,,,,,
player,201012120buf,buf,JoneDo00,rec_long,8,,,,,
player,201012120buf,buf,JoneDo00,fumbles,0,,,,,
player,201012120buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201012120buf,buf,ChanSc00,pass_cmp,,,,,,
player,201012120buf,buf,ChanSc00,pass_att,,,,,,
player,201012120buf,buf,ChanSc00,pass_yds,,,,,,
player,201012120buf,buf,ChanSc00,pass_td,,,,,,
player,201012120buf,buf,ChanSc00,pass_int,,,,,,
player,201012120buf,buf,ChanSc00,pass_sacked,,,,,,
player,201012120buf,buf,ChanSc00,pass_sacked_yds,,,,,,
player,201012120buf,buf,ChanSc00,pass_long,,,,,,
player,201012120buf,buf,ChanSc00,pass_rating,,,,,,
player,201012120buf,buf,ChanSc00,rush_att,,,,,,
player,201012120buf,buf,ChanSc00,rush_yds,,,,,,
player,201012120buf,buf,ChanSc00,rush_td,,,,,,
player,201012120buf,buf,ChanSc00,rush_long,,,,,,
player,201012120buf,buf,ChanSc00,targets,1,,,,,
player,201012120buf,buf,ChanSc00,rec,0,,,,,
player,201012120buf,buf,ChanSc00,rec_yds,0,,,,,
player,201012120buf,buf,ChanSc00,rec_td,0,,,,,
player,201012120buf,buf,ChanSc00,rec_long,,,,,,
player,201012120buf,buf,ChanSc00,fumbles,,,,,,
player,201012120buf,buf,ChanSc00,fumbles_lost,,,,,,
player,201012120buf,buf,EvanLe00,pass_cmp,,,,,,
player,201012120buf,buf,EvanLe00,pass_att,,,,,,
player,201012120buf,buf,EvanLe00,pass_yds,,,,,,
player,201012120buf,buf,EvanLe00,pass_td,,,,,,
player,201012120buf,buf,EvanLe00,pass_int,,,,,,
player,201012120buf,buf,EvanLe00,pass_sacked,,,,,,
player,201012120buf,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201012120buf,buf,EvanLe00,pass_long,,,,,,
player,201012120buf,buf,EvanLe00,pass_rating,,,,,,
player,201012120buf,buf,EvanLe00,rush_att,,,,,,
player,201012120buf,buf,EvanLe00,rush_yds,,,,,,
player,201012120buf,buf,EvanLe00,rush_td,,,,,,
player,201012120buf,buf,EvanLe00,rush_long,,,,,,
player,201012120buf,buf,EvanLe00,targets,1,,,,,
player,201012120buf,buf,EvanLe00,rec,0,,,,,
player,201012120buf,buf,EvanLe00,rec_yds,0,,,,,
player,201012120buf,buf,EvanLe00,rec_td,0,,,,,
player,201012120buf,buf,EvanLe00,rec_long,,,,,,
player,201012120buf,buf,EvanLe00,fumbles,,,,,,
player,201012120buf,buf,EvanLe00,fumbles_lost,,,,,,
player,201012120buf,cle,GocoCh99,def_int,0,,,,,
player,201012120buf,cle,GocoCh99,def_int_yds,0,,,,,
player,201012120buf,cle,GocoCh99,def_int_td,0,,,,,
player,201012120buf,cle,GocoCh99,def_int_long,0,,,,,
player,201012120buf,cle,GocoCh99,pass_defended,0,,,,,
player,201012120buf,cle,GocoCh99,sacks,1.0,,,,,
player,201012120buf,cle,GocoCh99,tackles_combined,10,,,,,
player,201012120buf,cle,GocoCh99,tackles_solo,5,,,,,
player,201012120buf,cle,GocoCh99,tackles_assists,5,,,,,
player,201012120buf,cle,GocoCh99,tackles_loss,0,,,,,
player,201012120buf,cle,GocoCh99,qb_hits,1,,,,,
player,201012120buf,cle,GocoCh99,fumbles_rec,0,,,,,
player,201012120buf,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,GocoCh99,fumbles_forced,1,,,,,
player,201012120buf,cle,BenaMa00,def_int,0,,,,,
player,201012120buf,cle,BenaMa00,def_int_yds,0,,,,,
player,201012120buf,cle,BenaMa00,def_int_td,0,,,,,
player,201012120buf,cle,BenaMa00,def_int_long,0,,,,,
player,201012120buf,cle,BenaMa00,pass_defended,1,,,,,
player,201012120buf,cle,BenaMa00,sacks,1.0,,,,,
player,201012120buf,cle,BenaMa00,tackles_combined,5,,,,,
player,201012120buf,cle,BenaMa00,tackles_solo,2,,,,,
player,201012120buf,cle,BenaMa00,tackles_assists,3,,,,,
player,201012120buf,cle,BenaMa00,tackles_loss,2,,,,,
player,201012120buf,cle,BenaMa00,qb_hits,1,,,,,
player,201012120buf,cle,BenaMa00,fumbles_rec,0,,,,,
player,201012120buf,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201012120buf,cle,BenaMa00,fumbles_forced,0,,,,,
player,201012120buf,cle,WardT.99,def_int,0,,,,,
player,201012120buf,cle,WardT.99,def_int_yds,0,,,,,
player,201012120buf,cle,WardT.99,def_int_td,0,,,,,
player,201012120buf,cle,WardT.99,def_int_long,0,,,,,
player,201012120buf,cle,WardT.99,pass_defended,0,,,,,
player,201012120buf,cle,WardT.99,sacks,0.0,,,,,
player,201012120buf,cle,WardT.99,tackles_combined,12,,,,,
