game,2010,14,20101212,201012120buf,cle,"Cleveland Browns",6,buf,"Buffalo Bills",13
player,201012120buf,buf,JoneDo00,tackles_solo,1,,,,,
player,201012120buf,buf,JoneDo00,tackles_assists,0,,,,,
player,201012120buf,buf,JoneDo00,tackles_loss,0,,,,,
player,201012120buf,buf,JoneDo00,qb_hits,0,,,,,
player,201012120buf,buf,JoneDo00,fumbles_rec,0,,,,,
player,201012120buf,buf,JoneDo00,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,JoneDo00,fumbles_rec_td,0,,,,,
player,201012120buf,buf,JoneDo00,fumbles_forced,0,,,,,
player,201012120buf,buf,McGeTe99,def_int,0,,,,,
player,201012120buf,buf,McGeTe99,def_int_yds,0,,,,,
player,201012120buf,buf,McGeTe99,def_int_td,0,,,,,
player,201012120buf,buf,McGeTe99,def_int_long,0,,,,,
player,201012120buf,buf,McGeTe99,pass_defended,1,,,,,
player,201012120buf,buf,McGeTe99,sacks,0.0,,,,,
player,201012120buf,buf,McGeTe99,tackles_combined,1,,,,,
player,201012120buf,buf,McGeTe99,tackles_solo,1,,,,,
player,201012120buf,buf,McGeTe99,tackles_assists,0,,,,,
player,201012120buf,buf,McGeTe99,tackles_loss,0,,,,,
player,201012120buf,buf,McGeTe99,qb_hits,0,,,,,
player,201012120buf,buf,McGeTe99,fumbles_rec,0,,,,,
player,201012120buf,buf,McGeTe99,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,McGeTe99,fumbles_rec_td,0,,,,,
player,201012120buf,buf,McGeTe99,fumbles_forced,0,,,,,
player,201012120buf,buf,StroMa01,def_int,0,,,,,
player,201012120buf,buf,StroMa01,def_int_yds,0,,,,,
player,201012120buf,buf,StroMa01,def_int_td,0,,,,,
player,201012120buf,buf,StroMa01,def_int_long,0,,,,,
player,201012120buf,buf,StroMa01,pass_defended,0,,,,,
player,201012120buf,buf,StroMa01,sacks,0.0,,,,,
player,201012120buf,buf,StroMa01,tackles_combined,1,,,,,
player,201012120buf,buf,StroMa01,tackles_solo,0,,,,,
player,201012120buf,buf,StroMa01,tackles_assists,1,,,,,
player,201012120buf,buf,StroMa01,tackles_loss,0,,,,,
player,201012120buf,buf,StroMa01,qb_hits,0,,,,,
player,201012120buf,buf,StroMa01,fumbles_rec,0,,,,,
player,201012120buf,buf,StroMa01,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,StroMa01,fumbles_rec_td,0,,,,,
player,201012120buf,buf,StroMa01,fumbles_forced,0,,,,,
player,201012120buf,buf,TrouTo00,def_int,0,,,,,
player,201012120buf,buf,TrouTo00,def_int_yds,0,,,,,
player,201012120buf,buf,TrouTo00,def_int_td,0,,,,,
player,201012120buf,buf,TrouTo00,def_int_long,0,,,,,
player,201012120buf,buf,TrouTo00,pass_defended,0,,,,,
player,201012120buf,buf,TrouTo00,sacks,0.0,,,,,
player,201012120buf,buf,TrouTo00,tackles_combined,1,,,,,
player,201012120buf,buf,TrouTo00,tackles_solo,0,,,,,
player,201012120buf,buf,TrouTo00,tackles_assists,1,,,,,
player,201012120buf,buf,TrouTo00,tackles_loss,0,,,,,
player,201012120buf,buf,TrouTo00,qb_hits,0,,,,,
player,201012120buf,buf,TrouTo00,fumbles_rec,0,,,,,
player,201012120buf,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201012120buf,buf,TrouTo00,fumbles_forced,0,,,,,
player,201012120buf,buf,WillKy20,def_int,0,,,,,
player,201012120buf,buf,WillKy20,def_int_yds,0,,,,,
player,201012120buf,buf,WillKy20,def_int_td,0,,,,,
player,201012120buf,buf,WillKy20,def_int_long,0,,,,,
player,201012120buf,buf,WillKy20,pass_defended,0,,,,,
player,201012120buf,buf,WillKy20,sacks,0.0,,,,,
player,201012120buf,buf,WillKy20,tackles_combined,1,,,,,
player,201012120buf,buf,WillKy20,tackles_solo,0,,,,,
player,201012120buf,buf,WillKy20,tackles_assists,1,,,,,
player,201012120buf,buf,WillKy20,tackles_loss,0,,,,,
player,201012120buf,buf,WillKy20,qb_hits,0,,,,,
player,201012120buf,buf,WillKy20,fumbles_rec,1,,,,,
player,201012120buf,buf,WillKy20,fumbles_rec_yds,11,,,,,
player,201012120buf,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,WillKy20,fumbles_forced,0,,,,,
player,201012120buf,cle,CribJo01,kick_ret,0,,,,,
player,201012120buf,cle,CribJo01,kick_ret_yds,0,,,,,
player,201012120buf,cle,CribJo01,kick_ret_yds_per_ret,,,,,,
player,201012120buf,cle,CribJo01,kick_ret_td,0,,,,,
player,201012120buf,cle,CribJo01,kick_ret_long,0,,,,,
player,201012120buf,cle,CribJo01,punt_ret,1,,,,,
player,201012120buf,cle,CribJo01,punt_ret_yds,7,,,,,
player,201012120buf,cle,CribJo01,punt_ret_yds_per_ret,7.0,,,,,
player,201012120buf,cle,CribJo01,punt_ret_td,0,,,,,
player,201012120buf,cle,CribJo01,punt_ret_long,7,,,,,
player,201012120buf,cle,BellMi00,kick_ret,3,,,,,
player,201012120buf,cle,BellMi00,kick_ret_yds,41,,,,,
player,201012120buf,cle,BellMi00,kick_ret_yds_per_ret,13.7,,,,,
player,201012120buf,cle,BellMi00,kick_ret_td,0,,,,,
player,201012120buf,cle,BellMi00,kick_ret_long,31,,,,,
player,201012120buf,cle,BellMi00,punt_ret,0,,,,,
player,201012120buf,cle,BellMi00,punt_ret_yds,0,,,,,
player,201012120buf,cle,BellMi00,punt_ret_yds_per_ret,,,,,,
player,201012120buf,cle,BellMi00,punt_ret_td,0,,,,,
player,201012120buf,cle,BellMi00,punt_ret_long,0,,,,,
player,201012120buf,cle,GocoCh99,kick_ret,1,,,,,
player,201012120buf,cle,GocoCh99,kick_ret_yds,5,,,,,
player,201012120buf,cle,GocoCh99,kick_ret_yds_per_ret,5.0,,,,,
player,201012120buf,cle,GocoCh99,kick_ret_td,0,,,,,
player,201012120buf,cle,GocoCh99,kick_ret_long,5,,,,,
player,201012120buf,cle,GocoCh99,punt_ret,0,,,,,
player,201012120buf,cle,GocoCh99,punt_ret_yds,0,,,,,
player,201012120buf,cle,GocoCh99,punt_ret_yds_per_ret,,,,,,
player,201012120buf,cle,GocoCh99,punt_ret_td,0,,,,,
player,201012120buf,cle,GocoCh99,punt_ret_long,0,,,,,
player,201012120buf,buf,SpilC.00,kick_ret,1,,,,,
player,201012120buf,buf,SpilC.00,kick_ret_yds,18,,,,,
player,201012120buf,buf,SpilC.00,kick_ret_yds_per_ret,18.0,,,,,
player,201012120buf,buf,SpilC.00,kick_ret_td,0,,,,,
player,201012120buf,buf,SpilC.00,kick_ret_long,18,,,,,
player,201012120buf,buf,SpilC.00,punt_ret,3,,,,,
player,201012120buf,buf,SpilC.00,punt_ret_yds,41,,,,,
player,201012120buf,buf,SpilC.00,punt_ret_yds_per_ret,13.7,,,,,
player,201012120buf,buf,SpilC.00,punt_ret_td,0,,,,,
player,201012120buf,buf,SpilC.00,punt_ret_long,33,,,,,
player,201012120buf,buf,JoneDo00,kick_ret,2,,,,,
player,201012120buf,buf,JoneDo00,kick_ret_yds,35,,,,,
player,201012120buf,buf,JoneDo00,kick_ret_yds_per_ret,17.5,,,,,
player,201012120buf,buf,JoneDo00,kick_ret_td,0,,,,,
player,201012120buf,buf,JoneDo00,kick_ret_long,18,,,,,
player,201012120buf,buf,JoneDo00,punt_ret,0,,,,,
player,201012120buf,buf,JoneDo00,punt_ret_yds,0,,,,,
player,201012120buf,buf,JoneDo00,punt_ret_yds_per_ret,,,,,,
player,201012120buf,buf,JoneDo00,punt_ret_td,0,,,,,
player,201012120buf,buf,JoneDo00,punt_ret_long,0,,,,,
player,201012120buf,cle,HodgRe20,xpm,,,,,,
player,201012120buf,cle,HodgRe20,xpa,,,,,,
player,201012120buf,cle,HodgRe20,fgm,,,,,,
player,201012120buf,cle,HodgRe20,fga,,,,,,
player,201012120buf,cle,HodgRe20,punt,4,,,,,
player,201012120buf,cle,HodgRe20,punt_yds,199,,,,,
player,201012120buf,cle,HodgRe20,punt_yds_per_punt,49.8,,,,,
player,201012120buf,cle,HodgRe20,punt_long,53,,,,,
player,201012120buf,cle,dawsophi01,xpm,,,,,,
player,201012120buf,cle,dawsophi01,xpa,,,,,,
player,201012120buf,cle,dawsophi01,fgm,2,,,,,
player,201012120buf,cle,dawsophi01,fga,2,,,,,
player,201012120buf,cle,dawsophi01,punt,0,,,,,
player,201012120buf,cle,dawsophi01,punt_yds,0,,,,,
player,201012120buf,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201012120buf,cle,dawsophi01,punt_long,0,,,,,
player,201012120buf,buf,linderia01,xpm,1,,,,,
player,201012120buf,buf,linderia01,xpa,1,,,,,
player,201012120buf,buf,linderia01,fgm,2,,,,,
player,201012120buf,buf,linderia01,fga,2,,,,,
player,201012120buf,buf,linderia01,punt,0,,,,,
player,201012120buf,buf,linderia01,punt_yds,0,,,,,
player,201012120buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201012120buf,buf,linderia01,punt_long,0,,,,,
player,201012120buf,buf,MoorBr24,xpm,,,,,,
player,201012120buf,buf,MoorBr24,xpa,,,,,,
player,201012120buf,buf,MoorBr24,fgm,,,,,,
player,201012120buf,buf,MoorBr24,fga,,,,,,
player,201012120buf,buf,MoorBr24,punt,4,,,,,
player,201012120buf,buf,MoorBr24,punt_yds,174,,,,,
player,201012120buf,buf,MoorBr24,punt_yds_per_punt,43.5,,,,,
player,201012120buf,buf,MoorBr24,punt_long,52,,,,,
