game,2010,8,20101031,201010310crd,tam,"Tampa Bay Buccaneers",38,crd,"Arizona Cardinals",35
player,201010310crd,tam,WillMi04,pass_cmp,0,,,,,
player,201010310crd,tam,WillMi04,pass_att,0,,,,,
player,201010310crd,tam,WillMi04,pass_yds,0,,,,,
player,201010310crd,tam,WillMi04,pass_td,0,,,,,
player,201010310crd,tam,WillMi04,pass_int,0,,,,,
player,201010310crd,tam,WillMi04,pass_sacked,,,,,,
player,201010310crd,tam,WillMi04,pass_sacked_yds,,,,,,
player,201010310crd,tam,WillMi04,pass_long,0,,,,,
player,201010310crd,tam,WillMi04,pass_rating,,,,,,
player,201010310crd,tam,WillMi04,rush_att,0,,,,,
player,201010310crd,tam,WillMi04,rush_yds,0,,,,,
player,201010310crd,tam,WillMi04,rush_td,0,,,,,
player,201010310crd,tam,WillMi04,rush_long,0,,,,,
player,201010310crd,tam,WillMi04,targets,6,,,,,
player,201010310crd,tam,WillMi04,rec,4,,,,,
player,201010310crd,tam,WillMi04,rec_yds,105,,,,,
player,201010310crd,tam,WillMi04,rec_td,1,,,,,
player,201010310crd,tam,WillMi04,rec_long,47,,,,,
player,201010310crd,tam,WillMi04,fumbles,0,,,,,
player,201010310crd,tam,WillMi04,fumbles_lost,,,,,,
player,201010310crd,tam,SpurMi00,pass_cmp,0,,,,,
player,201010310crd,tam,SpurMi00,pass_att,0,,,,,
player,201010310crd,tam,SpurMi00,pass_yds,0,,,,,
player,201010310crd,tam,SpurMi00,pass_td,0,,,,,
player,201010310crd,tam,SpurMi00,pass_int,0,,,,,
player,201010310crd,tam,SpurMi00,pass_sacked,0,,,,,
player,201010310crd,tam,SpurMi00,pass_sacked_yds,,,,,,
player,201010310crd,tam,SpurMi00,pass_long,0,,,,,
player,201010310crd,tam,SpurMi00,pass_rating,,,,,,
player,201010310crd,tam,SpurMi00,rush_att,0,,,,,
player,201010310crd,tam,SpurMi00,rush_yds,0,,,,,
player,201010310crd,tam,SpurMi00,rush_td,0,,,,,
player,201010310crd,tam,SpurMi00,rush_long,0,,,,,
player,201010310crd,tam,SpurMi00,targets,3,,,,,
player,201010310crd,tam,SpurMi00,rec,3,,,,,
player,201010310crd,tam,SpurMi00,rec_yds,60,,,,,
player,201010310crd,tam,SpurMi00,rec_td,0,,,,,
player,201010310crd,tam,SpurMi00,rec_long,29,,,,,
player,201010310crd,tam,SpurMi00,fumbles,0,,,,,
player,201010310crd,tam,SpurMi00,fumbles_lost,,,,,,
player,201010310crd,tam,BennAr00,pass_cmp,0,,,,,
player,201010310crd,tam,BennAr00,pass_att,0,,,,,
player,201010310crd,tam,BennAr00,pass_yds,0,,,,,
player,201010310crd,tam,BennAr00,pass_td,0,,,,,
player,201010310crd,tam,BennAr00,pass_int,0,,,,,
player,201010310crd,tam,BennAr00,pass_sacked,,,,,,
player,201010310crd,tam,BennAr00,pass_sacked_yds,,,,,,
player,201010310crd,tam,BennAr00,pass_long,0,,,,,
player,201010310crd,tam,BennAr00,pass_rating,,,,,,
player,201010310crd,tam,BennAr00,rush_att,1,,,,,
player,201010310crd,tam,BennAr00,rush_yds,0,,,,,
player,201010310crd,tam,BennAr00,rush_td,0,,,,,
player,201010310crd,tam,BennAr00,rush_long,0,,,,,
player,201010310crd,tam,BennAr00,targets,1,,,,,
player,201010310crd,tam,BennAr00,rec,1,,,,,
player,201010310crd,tam,BennAr00,rec_yds,53,,,,,
player,201010310crd,tam,BennAr00,rec_td,0,,,,,
player,201010310crd,tam,BennAr00,rec_long,53,,,,,
player,201010310crd,tam,BennAr00,fumbles,0,,,,,
player,201010310crd,tam,BennAr00,fumbles_lost,,,,,,
player,201010310crd,tam,GilmJo00,pass_cmp,0,,,,,
player,201010310crd,tam,GilmJo00,pass_att,0,,,,,
player,201010310crd,tam,GilmJo00,pass_yds,0,,,,,
player,201010310crd,tam,GilmJo00,pass_td,0,,,,,
player,201010310crd,tam,GilmJo00,pass_int,0,,,,,
player,201010310crd,tam,GilmJo00,pass_sacked,,,,,,
player,201010310crd,tam,GilmJo00,pass_sacked_yds,,,,,,
player,201010310crd,tam,GilmJo00,pass_long,0,,,,,
player,201010310crd,tam,GilmJo00,pass_rating,,,,,,
player,201010310crd,tam,GilmJo00,rush_att,0,,,,,
player,201010310crd,tam,GilmJo00,rush_yds,0,,,,,
player,201010310crd,tam,GilmJo00,rush_td,0,,,,,
player,201010310crd,tam,GilmJo00,rush_long,0,,,,,
player,201010310crd,tam,GilmJo00,targets,2,,,,,
player,201010310crd,tam,GilmJo00,rec,1,,,,,
player,201010310crd,tam,GilmJo00,rec_yds,11,,,,,
player,201010310crd,tam,GilmJo00,rec_td,0,,,,,
player,201010310crd,tam,GilmJo00,rec_long,11,,,,,
player,201010310crd,tam,GilmJo00,fumbles,0,,,,,
player,201010310crd,tam,GilmJo00,fumbles_lost,,,,,,
player,201010310crd,tam,PurvRy00,pass_cmp,0,,,,,
player,201010310crd,tam,PurvRy00,pass_att,0,,,,,
player,201010310crd,tam,PurvRy00,pass_yds,0,,,,,
player,201010310crd,tam,PurvRy00,pass_td,0,,,,,
player,201010310crd,tam,PurvRy00,pass_int,0,,,,,
player,201010310crd,tam,PurvRy00,pass_sacked,,,,,,
player,201010310crd,tam,PurvRy00,pass_sacked_yds,,,,,,
player,201010310crd,tam,PurvRy00,pass_long,0,,,,,
player,201010310crd,tam,PurvRy00,pass_rating,,,,,,
player,201010310crd,tam,PurvRy00,rush_att,0,,,,,
player,201010310crd,tam,PurvRy00,rush_yds,0,,,,,
player,201010310crd,tam,PurvRy00,rush_td,0,,,,,
player,201010310crd,tam,PurvRy00,rush_long,0,,,,,
player,201010310crd,tam,PurvRy00,targets,1,,,,,
player,201010310crd,tam,PurvRy00,rec,1,,,,,
player,201010310crd,tam,PurvRy00,rec_yds,5,,,,,
player,201010310crd,tam,PurvRy00,rec_td,0,,,,,
player,201010310crd,tam,PurvRy00,rec_long,5,,,,,
player,201010310crd,tam,PurvRy00,fumbles,0,,,,,
player,201010310crd,tam,PurvRy00,fumbles_lost,,,,,,
player,201010310crd,tam,WinsKe01,pass_cmp,0,,,,,
player,201010310crd,tam,WinsKe01,pass_att,0,,,,,
player,201010310crd,tam,WinsKe01,pass_yds,0,,,,,
player,201010310crd,tam,WinsKe01,pass_td,0,,,,,
player,201010310crd,tam,WinsKe01,pass_int,0,,,,,
player,201010310crd,tam,WinsKe01,pass_sacked,,,,,,
player,201010310crd,tam,WinsKe01,pass_sacked_yds,,,,,,
player,201010310crd,tam,WinsKe01,pass_long,0,,,,,
player,201010310crd,tam,WinsKe01,pass_rating,,,,,,
player,201010310crd,tam,WinsKe01,rush_att,0,,,,,
player,201010310crd,tam,WinsKe01,rush_yds,0,,,,,
player,201010310crd,tam,WinsKe01,rush_td,0,,,,,
player,201010310crd,tam,WinsKe01,rush_long,0,,,,,
player,201010310crd,tam,WinsKe01,targets,2,,,,,
player,201010310crd,tam,WinsKe01,rec,1,,,,,
player,201010310crd,tam,WinsKe01,rec_yds,5,,,,,
player,201010310crd,tam,WinsKe01,rec_td,0,,,,,
player,201010310crd,tam,WinsKe01,rec_long,5,,,,,
player,201010310crd,tam,WinsKe01,fumbles,0,,,,,
player,201010310crd,tam,WinsKe01,fumbles_lost,,,,,,
player,201010310crd,tam,StovMa00,pass_cmp,0,,,,,
player,201010310crd,tam,StovMa00,pass_att,0,,,,,
player,201010310crd,tam,StovMa00,pass_yds,0,,,,,
player,201010310crd,tam,StovMa00,pass_td,0,,,,,
player,201010310crd,tam,StovMa00,pass_int,0,,,,,
player,201010310crd,tam,StovMa00,pass_sacked,,,,,,
player,201010310crd,tam,StovMa00,pass_sacked_yds,,,,,,
player,201010310crd,tam,StovMa00,pass_long,0,,,,,
player,201010310crd,tam,StovMa00,pass_rating,,,,,,
player,201010310crd,tam,StovMa00,rush_att,0,,,,,
player,201010310crd,tam,StovMa00,rush_yds,0,,,,,
player,201010310crd,tam,StovMa00,rush_td,0,,,,,
player,201010310crd,tam,StovMa00,rush_long,0,,,,,
player,201010310crd,tam,StovMa00,targets,2,,,,,
player,201010310crd,tam,StovMa00,rec,1,,,,,
player,201010310crd,tam,StovMa00,rec_yds,2,,,,,
player,201010310crd,tam,StovMa00,rec_td,0,,,,,
player,201010310crd,tam,StovMa00,rec_long,2,,,,,
player,201010310crd,tam,StovMa00,fumbles,0,,,,,
player,201010310crd,tam,StovMa00,fumbles_lost,,,,,,
player,201010310crd,crd,AndeDe00,pass_cmp,16,,,,,
player,201010310crd,crd,AndeDe00,pass_att,24,,,,,
player,201010310crd,crd,AndeDe00,pass_yds,234,,,,,
player,201010310crd,crd,AndeDe00,pass_td,1,,,,,
player,201010310crd,crd,AndeDe00,pass_int,2,,,,,
player,201010310crd,crd,AndeDe00,pass_sacked,1,,,,,
player,201010310crd,crd,AndeDe00,pass_sacked_yds,9,,,,,
player,201010310crd,crd,AndeDe00,pass_long,37,,,,,
player,201010310crd,crd,AndeDe00,pass_rating,77.4,,,,,
player,201010310crd,crd,AndeDe00,rush_att,0,,,,,
player,201010310crd,crd,AndeDe00,rush_yds,0,,,,,
player,201010310crd,crd,AndeDe00,rush_td,0,,,,,
player,201010310crd,crd,AndeDe00,rush_long,0,,,,,
player,201010310crd,crd,AndeDe00,targets,0,,,,,
player,201010310crd,crd,AndeDe00,rec,0,,,,,
player,201010310crd,crd,AndeDe00,rec_yds,0,,,,,
player,201010310crd,crd,AndeDe00,rec_td,0,,,,,
player,201010310crd,crd,AndeDe00,rec_long,0,,,,,
player,201010310crd,crd,AndeDe00,fumbles,1,,,,,
player,201010310crd,crd,AndeDe00,fumbles_lost,0,,,,,
player,201010310crd,crd,HallMa00,pass_cmp,8,,,,,
player,201010310crd,crd,HallMa00,pass_att,16,,,,,
player,201010310crd,crd,HallMa00,pass_yds,71,,,,,
player,201010310crd,crd,HallMa00,pass_td,1,,,,,
player,201010310crd,crd,HallMa00,pass_int,2,,,,,
player,201010310crd,crd,HallMa00,pass_sacked,0,,,,,
player,201010310crd,crd,HallMa00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,HallMa00,pass_long,17,,,,,
player,201010310crd,crd,HallMa00,pass_rating,43.5,,,,,
player,201010310crd,crd,HallMa00,rush_att,1,,,,,
player,201010310crd,crd,HallMa00,rush_yds,-5,,,,,
player,201010310crd,crd,HallMa00,rush_td,0,,,,,
player,201010310crd,crd,HallMa00,rush_long,-5,,,,,
player,201010310crd,crd,HallMa00,targets,0,,,,,
player,201010310crd,crd,HallMa00,rec,0,,,,,
player,201010310crd,crd,HallMa00,rec_yds,0,,,,,
player,201010310crd,crd,HallMa00,rec_td,0,,,,,
player,201010310crd,crd,HallMa00,rec_long,0,,,,,
player,201010310crd,crd,HallMa00,fumbles,0,,,,,
player,201010310crd,crd,HallMa00,fumbles_lost,,,,,,
player,201010310crd,crd,WellCh00,pass_cmp,0,,,,,
player,201010310crd,crd,WellCh00,pass_att,0,,,,,
player,201010310crd,crd,WellCh00,pass_yds,0,,,,,
player,201010310crd,crd,WellCh00,pass_td,0,,,,,
player,201010310crd,crd,WellCh00,pass_int,0,,,,,
player,201010310crd,crd,WellCh00,pass_sacked,0,,,,,
player,201010310crd,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,WellCh00,pass_long,0,,,,,
player,201010310crd,crd,WellCh00,pass_rating,,,,,,
player,201010310crd,crd,WellCh00,rush_att,16,,,,,
player,201010310crd,crd,WellCh00,rush_yds,50,,,,,
player,201010310crd,crd,WellCh00,rush_td,1,,,,,
player,201010310crd,crd,WellCh00,rush_long,14,,,,,
player,201010310crd,crd,WellCh00,targets,2,,,,,
player,201010310crd,crd,WellCh00,rec,1,,,,,
player,201010310crd,crd,WellCh00,rec_yds,14,,,,,
player,201010310crd,crd,WellCh00,rec_td,0,,,,,
player,201010310crd,crd,WellCh00,rec_long,14,,,,,
player,201010310crd,crd,WellCh00,fumbles,0,,,,,
player,201010310crd,crd,WellCh00,fumbles_lost,,,,,,
player,201010310crd,crd,StepLa00,pass_cmp,0,,,,,
player,201010310crd,crd,StepLa00,pass_att,0,,,,,
player,201010310crd,crd,StepLa00,pass_yds,0,,,,,
player,201010310crd,crd,StepLa00,pass_td,0,,,,,
player,201010310crd,crd,StepLa00,pass_int,0,,,,,
player,201010310crd,crd,StepLa00,pass_sacked,0,,,,,
player,201010310crd,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,StepLa00,pass_long,0,,,,,
player,201010310crd,crd,StepLa00,pass_rating,,,,,,
player,201010310crd,crd,StepLa00,rush_att,4,,,,,
player,201010310crd,crd,StepLa00,rush_yds,41,,,,,
player,201010310crd,crd,StepLa00,rush_td,1,,,,,
player,201010310crd,crd,StepLa00,rush_long,30,,,,,
player,201010310crd,crd,StepLa00,targets,2,,,,,
player,201010310crd,crd,StepLa00,rec,0,,,,,
player,201010310crd,crd,StepLa00,rec_yds,0,,,,,
player,201010310crd,crd,StepLa00,rec_td,0,,,,,
player,201010310crd,crd,StepLa00,rec_long,0,,,,,
player,201010310crd,crd,StepLa00,fumbles,0,,,,,
player,201010310crd,crd,StepLa00,fumbles_lost,,,,,,
player,201010310crd,crd,BreaSt00,pass_cmp,0,,,,,
player,201010310crd,crd,BreaSt00,pass_att,0,,,,,
player,201010310crd,crd,BreaSt00,pass_yds,0,,,,,
player,201010310crd,crd,BreaSt00,pass_td,0,,,,,
player,201010310crd,crd,BreaSt00,pass_int,0,,,,,
player,201010310crd,crd,BreaSt00,pass_sacked,0,,,,,
player,201010310crd,crd,BreaSt00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,BreaSt00,pass_long,0,,,,,
player,201010310crd,crd,BreaSt00,pass_rating,,,,,,
player,201010310crd,crd,BreaSt00,rush_att,1,,,,,
player,201010310crd,crd,BreaSt00,rush_yds,14,,,,,
player,201010310crd,crd,BreaSt00,rush_td,0,,,,,
player,201010310crd,crd,BreaSt00,rush_long,14,,,,,
player,201010310crd,crd,BreaSt00,targets,11,,,,,
player,201010310crd,crd,BreaSt00,rec,8,,,,,
player,201010310crd,crd,BreaSt00,rec_yds,147,,,,,
player,201010310crd,crd,BreaSt00,rec_td,0,,,,,
player,201010310crd,crd,BreaSt00,rec_long,37,,,,,
player,201010310crd,crd,BreaSt00,fumbles,0,,,,,
player,201010310crd,crd,BreaSt00,fumbles_lost,,,,,,
player,201010310crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201010310crd,crd,FitzLa00,pass_att,0,,,,,
player,201010310crd,crd,FitzLa00,pass_yds,0,,,,,
player,201010310crd,crd,FitzLa00,pass_td,0,,,,,
player,201010310crd,crd,FitzLa00,pass_int,0,,,,,
player,201010310crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201010310crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,FitzLa00,pass_long,0,,,,,
player,201010310crd,crd,FitzLa00,pass_rating,,,,,,
player,201010310crd,crd,FitzLa00,rush_att,0,,,,,
player,201010310crd,crd,FitzLa00,rush_yds,0,,,,,
player,201010310crd,crd,FitzLa00,rush_td,0,,,,,
player,201010310crd,crd,FitzLa00,rush_long,0,,,,,
player,201010310crd,crd,FitzLa00,targets,12,,,,,
player,201010310crd,crd,FitzLa00,rec,6,,,,,
player,201010310crd,crd,FitzLa00,rec_yds,72,,,,,
player,201010310crd,crd,FitzLa00,rec_td,2,,,,,
player,201010310crd,crd,FitzLa00,rec_long,24,,,,,
player,201010310crd,crd,FitzLa00,fumbles,0,,,,,
player,201010310crd,crd,FitzLa00,fumbles_lost,,,,,,
player,201010310crd,crd,DoucEa00,pass_cmp,0,,,,,
player,201010310crd,crd,DoucEa00,pass_att,0,,,,,
player,201010310crd,crd,DoucEa00,pass_yds,0,,,,,
player,201010310crd,crd,DoucEa00,pass_td,0,,,,,
player,201010310crd,crd,DoucEa00,pass_int,0,,,,,
player,201010310crd,crd,DoucEa00,pass_sacked,0,,,,,
player,201010310crd,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,DoucEa00,pass_long,0,,,,,
player,201010310crd,crd,DoucEa00,pass_rating,,,,,,
player,201010310crd,crd,DoucEa00,rush_att,0,,,,,
player,201010310crd,crd,DoucEa00,rush_yds,0,,,,,
player,201010310crd,crd,DoucEa00,rush_td,0,,,,,
player,201010310crd,crd,DoucEa00,rush_long,0,,,,,
player,201010310crd,crd,DoucEa00,targets,5,,,,,
player,201010310crd,crd,DoucEa00,rec,4,,,,,
player,201010310crd,crd,DoucEa00,rec_yds,39,,,,,
player,201010310crd,crd,DoucEa00,rec_td,0,,,,,
player,201010310crd,crd,DoucEa00,rec_long,25,,,,,
player,201010310crd,crd,DoucEa00,fumbles,0,,,,,
player,201010310crd,crd,DoucEa00,fumbles_lost,,,,,,
player,201010310crd,crd,WrigJa01,pass_cmp,0,,,,,
player,201010310crd,crd,WrigJa01,pass_att,0,,,,,
player,201010310crd,crd,WrigJa01,pass_yds,0,,,,,
player,201010310crd,crd,WrigJa01,pass_td,0,,,,,
player,201010310crd,crd,WrigJa01,pass_int,0,,,,,
player,201010310crd,crd,WrigJa01,pass_sacked,0,,,,,
player,201010310crd,crd,WrigJa01,pass_sacked_yds,0,,,,,
player,201010310crd,crd,WrigJa01,pass_long,0,,,,,
player,201010310crd,crd,WrigJa01,pass_rating,,,,,,
player,201010310crd,crd,WrigJa01,rush_att,0,,,,,
player,201010310crd,crd,WrigJa01,rush_yds,0,,,,,
player,201010310crd,crd,WrigJa01,rush_td,0,,,,,
player,201010310crd,crd,WrigJa01,rush_long,0,,,,,
player,201010310crd,crd,WrigJa01,targets,4,,,,,
player,201010310crd,crd,WrigJa01,rec,3,,,,,
player,201010310crd,crd,WrigJa01,rec_yds,19,,,,,
player,201010310crd,crd,WrigJa01,rec_td,0,,,,,
player,201010310crd,crd,WrigJa01,rec_long,9,,,,,
player,201010310crd,crd,WrigJa01,fumbles,0,,,,,
player,201010310crd,crd,WrigJa01,fumbles_lost,,,,,,
player,201010310crd,crd,HighTi00,pass_cmp,0,,,,,
player,201010310crd,crd,HighTi00,pass_att,0,,,,,
player,201010310crd,crd,HighTi00,pass_yds,0,,,,,
player,201010310crd,crd,HighTi00,pass_td,0,,,,,
player,201010310crd,crd,HighTi00,pass_int,0,,,,,
player,201010310crd,crd,HighTi00,pass_sacked,0,,,,,
player,201010310crd,crd,HighTi00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,HighTi00,pass_long,0,,,,,
player,201010310crd,crd,HighTi00,pass_rating,,,,,,
player,201010310crd,crd,HighTi00,rush_att,1,,,,,
player,201010310crd,crd,HighTi00,rush_yds,0,,,,,
player,201010310crd,crd,HighTi00,rush_td,0,,,,,
player,201010310crd,crd,HighTi00,rush_long,0,,,,,
player,201010310crd,crd,HighTi00,targets,1,,,,,
player,201010310crd,crd,HighTi00,rec,1,,,,,
player,201010310crd,crd,HighTi00,rec_yds,11,,,,,
player,201010310crd,crd,HighTi00,rec_td,0,,,,,
player,201010310crd,crd,HighTi00,rec_long,11,,,,,
player,201010310crd,crd,HighTi00,fumbles,0,,,,,
player,201010310crd,crd,HighTi00,fumbles_lost,,,,,,
player,201010310crd,crd,SpacSt00,pass_cmp,0,,,,,
player,201010310crd,crd,SpacSt00,pass_att,0,,,,,
player,201010310crd,crd,SpacSt00,pass_yds,0,,,,,
player,201010310crd,crd,SpacSt00,pass_td,0,,,,,
player,201010310crd,crd,SpacSt00,pass_int,0,,,,,
player,201010310crd,crd,SpacSt00,pass_sacked,0,,,,,
player,201010310crd,crd,SpacSt00,pass_sacked_yds,0,,,,,
player,201010310crd,crd,SpacSt00,pass_long,0,,,,,
player,201010310crd,crd,SpacSt00,pass_rating,,,,,,
player,201010310crd,crd,SpacSt00,rush_att,0,,,,,
player,201010310crd,crd,SpacSt00,rush_yds,0,,,,,
player,201010310crd,crd,SpacSt00,rush_td,0,,,,,
player,201010310crd,crd,SpacSt00,rush_long,0,,,,,
player,201010310crd,crd,SpacSt00,targets,1,,,,,
player,201010310crd,crd,SpacSt00,rec,1,,,,,
player,201010310crd,crd,SpacSt00,rec_yds,3,,,,,
player,201010310crd,crd,SpacSt00,rec_td,0,,,,,
player,201010310crd,crd,SpacSt00,rec_long,3,,,,,
player,201010310crd,crd,SpacSt00,fumbles,0,,,,,
player,201010310crd,crd,SpacSt00,fumbles_lost,,,,,,
player,201010310crd,crd,PatrBe00,pass_cmp,,,,,,
player,201010310crd,crd,PatrBe00,pass_att,,,,,,
player,201010310crd,crd,PatrBe00,pass_yds,,,,,,
player,201010310crd,crd,PatrBe00,pass_td,,,,,,
player,201010310crd,crd,PatrBe00,pass_int,,,,,,
player,201010310crd,crd,PatrBe00,pass_sacked,,,,,,
player,201010310crd,crd,PatrBe00,pass_sacked_yds,,,,,,
player,201010310crd,crd,PatrBe00,pass_long,,,,,,
player,201010310crd,crd,PatrBe00,pass_rating,,,,,,
player,201010310crd,crd,PatrBe00,rush_att,,,,,,
player,201010310crd,crd,PatrBe00,rush_yds,,,,,,
player,201010310crd,crd,PatrBe00,rush_td,,,,,,
player,201010310crd,crd,PatrBe00,rush_long,,,,,,
player,201010310crd,crd,PatrBe00,targets,1,,,,,
player,201010310crd,crd,PatrBe00,rec,0,,,,,
player,201010310crd,crd,PatrBe00,rec_yds,0,,,,,
player,201010310crd,crd,PatrBe00,rec_td,0,,,,,
