game,2010,13,20101206,201012060nwe,nyj,"New York Jets",3,nwe,"New England Patriots",45
player,201012060nwe,nyj,SmitBr01,pass_yds,0,,,,,
player,201012060nwe,nyj,SmitBr01,pass_td,0,,,,,
player,201012060nwe,nyj,SmitBr01,pass_int,0,,,,,
player,201012060nwe,nyj,SmitBr01,pass_sacked,0,,,,,
player,201012060nwe,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201012060nwe,nyj,SmitBr01,pass_long,0,,,,,
player,201012060nwe,nyj,SmitBr01,pass_rating,,,,,,
player,201012060nwe,nyj,SmitBr01,rush_att,1,,,,,
player,201012060nwe,nyj,SmitBr01,rush_yds,2,,,,,
player,201012060nwe,nyj,SmitBr01,rush_td,0,,,,,
player,201012060nwe,nyj,SmitBr01,rush_long,2,,,,,
player,201012060nwe,nyj,SmitBr01,targets,1,,,,,
player,201012060nwe,nyj,SmitBr01,rec,0,,,,,
player,201012060nwe,nyj,SmitBr01,rec_yds,0,,,,,
player,201012060nwe,nyj,SmitBr01,rec_td,0,,,,,
player,201012060nwe,nyj,SmitBr01,rec_long,0,,,,,
player,201012060nwe,nyj,SmitBr01,fumbles,0,,,,,
player,201012060nwe,nyj,SmitBr01,fumbles_lost,,,,,,
player,201012060nwe,nyj,HolmSa00,pass_cmp,0,,,,,
player,201012060nwe,nyj,HolmSa00,pass_att,0,,,,,
player,201012060nwe,nyj,HolmSa00,pass_yds,0,,,,,
player,201012060nwe,nyj,HolmSa00,pass_td,0,,,,,
player,201012060nwe,nyj,HolmSa00,pass_int,0,,,,,
player,201012060nwe,nyj,HolmSa00,pass_sacked,,,,,,
player,201012060nwe,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201012060nwe,nyj,HolmSa00,pass_long,0,,,,,
player,201012060nwe,nyj,HolmSa00,pass_rating,,,,,,
player,201012060nwe,nyj,HolmSa00,rush_att,0,,,,,
player,201012060nwe,nyj,HolmSa00,rush_yds,0,,,,,
player,201012060nwe,nyj,HolmSa00,rush_td,0,,,,,
player,201012060nwe,nyj,HolmSa00,rush_long,0,,,,,
player,201012060nwe,nyj,HolmSa00,targets,12,,,,,
player,201012060nwe,nyj,HolmSa00,rec,7,,,,,
player,201012060nwe,nyj,HolmSa00,rec_yds,72,,,,,
player,201012060nwe,nyj,HolmSa00,rec_td,0,,,,,
player,201012060nwe,nyj,HolmSa00,rec_long,22,,,,,
player,201012060nwe,nyj,HolmSa00,fumbles,0,,,,,
player,201012060nwe,nyj,HolmSa00,fumbles_lost,,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_att,0,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_yds,0,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_td,0,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_int,0,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_sacked,,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_long,0,,,,,
player,201012060nwe,nyj,EdwaBr00,pass_rating,,,,,,
player,201012060nwe,nyj,EdwaBr00,rush_att,0,,,,,
player,201012060nwe,nyj,EdwaBr00,rush_yds,0,,,,,
player,201012060nwe,nyj,EdwaBr00,rush_td,0,,,,,
player,201012060nwe,nyj,EdwaBr00,rush_long,0,,,,,
player,201012060nwe,nyj,EdwaBr00,targets,7,,,,,
player,201012060nwe,nyj,EdwaBr00,rec,2,,,,,
player,201012060nwe,nyj,EdwaBr00,rec_yds,39,,,,,
player,201012060nwe,nyj,EdwaBr00,rec_td,0,,,,,
player,201012060nwe,nyj,EdwaBr00,rec_long,24,,,,,
player,201012060nwe,nyj,EdwaBr00,fumbles,0,,,,,
player,201012060nwe,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201012060nwe,nyj,KellDu00,pass_cmp,0,,,,,
player,201012060nwe,nyj,KellDu00,pass_att,0,,,,,
player,201012060nwe,nyj,KellDu00,pass_yds,0,,,,,
player,201012060nwe,nyj,KellDu00,pass_td,0,,,,,
player,201012060nwe,nyj,KellDu00,pass_int,0,,,,,
player,201012060nwe,nyj,KellDu00,pass_sacked,,,,,,
player,201012060nwe,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201012060nwe,nyj,KellDu00,pass_long,0,,,,,
player,201012060nwe,nyj,KellDu00,pass_rating,,,,,,
player,201012060nwe,nyj,KellDu00,rush_att,0,,,,,
player,201012060nwe,nyj,KellDu00,rush_yds,0,,,,,
player,201012060nwe,nyj,KellDu00,rush_td,0,,,,,
player,201012060nwe,nyj,KellDu00,rush_long,0,,,,,
player,201012060nwe,nyj,KellDu00,targets,4,,,,,
player,201012060nwe,nyj,KellDu00,rec,3,,,,,
player,201012060nwe,nyj,KellDu00,rec_yds,27,,,,,
player,201012060nwe,nyj,KellDu00,rec_td,0,,,,,
player,201012060nwe,nyj,KellDu00,rec_long,15,,,,,
player,201012060nwe,nyj,KellDu00,fumbles,0,,,,,
player,201012060nwe,nyj,KellDu00,fumbles_lost,,,,,,
player,201012060nwe,nyj,CotcJe00,pass_cmp,0,,,,,
player,201012060nwe,nyj,CotcJe00,pass_att,0,,,,,
player,201012060nwe,nyj,CotcJe00,pass_yds,0,,,,,
player,201012060nwe,nyj,CotcJe00,pass_td,0,,,,,
player,201012060nwe,nyj,CotcJe00,pass_int,0,,,,,
player,201012060nwe,nyj,CotcJe00,pass_sacked,,,,,,
player,201012060nwe,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201012060nwe,nyj,CotcJe00,pass_long,0,,,,,
player,201012060nwe,nyj,CotcJe00,pass_rating,,,,,,
player,201012060nwe,nyj,CotcJe00,rush_att,0,,,,,
player,201012060nwe,nyj,CotcJe00,rush_yds,0,,,,,
player,201012060nwe,nyj,CotcJe00,rush_td,0,,,,,
player,201012060nwe,nyj,CotcJe00,rush_long,0,,,,,
player,201012060nwe,nyj,CotcJe00,targets,3,,,,,
player,201012060nwe,nyj,CotcJe00,rec,2,,,,,
player,201012060nwe,nyj,CotcJe00,rec_yds,9,,,,,
player,201012060nwe,nyj,CotcJe00,rec_td,0,,,,,
player,201012060nwe,nyj,CotcJe00,rec_long,7,,,,,
player,201012060nwe,nyj,CotcJe00,fumbles,0,,,,,
player,201012060nwe,nyj,CotcJe00,fumbles_lost,,,,,,
player,201012060nwe,nwe,BradTo00,pass_cmp,21,,,,,
player,201012060nwe,nwe,BradTo00,pass_att,29,,,,,
player,201012060nwe,nwe,BradTo00,pass_yds,326,,,,,
player,201012060nwe,nwe,BradTo00,pass_td,4,,,,,
player,201012060nwe,nwe,BradTo00,pass_int,0,,,,,
player,201012060nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201012060nwe,nwe,BradTo00,pass_sacked_yds,22,,,,,
player,201012060nwe,nwe,BradTo00,pass_long,50,,,,,
player,201012060nwe,nwe,BradTo00,pass_rating,148.9,,,,,
player,201012060nwe,nwe,BradTo00,rush_att,1,,,,,
player,201012060nwe,nwe,BradTo00,rush_yds,3,,,,,
player,201012060nwe,nwe,BradTo00,rush_td,0,,,,,
player,201012060nwe,nwe,BradTo00,rush_long,3,,,,,
player,201012060nwe,nwe,BradTo00,targets,0,,,,,
player,201012060nwe,nwe,BradTo00,rec,0,,,,,
player,201012060nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201012060nwe,nwe,BradTo00,rec_td,0,,,,,
player,201012060nwe,nwe,BradTo00,rec_long,0,,,,,
player,201012060nwe,nwe,BradTo00,fumbles,0,,,,,
player,201012060nwe,nwe,BradTo00,fumbles_lost,,,,,,
player,201012060nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201012060nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201012060nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201012060nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201012060nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201012060nwe,nwe,GreeBe00,pass_sacked,,,,,,
player,201012060nwe,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201012060nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201012060nwe,nwe,GreeBe00,rush_att,18,,,,,
player,201012060nwe,nwe,GreeBe00,rush_yds,72,,,,,
player,201012060nwe,nwe,GreeBe00,rush_td,2,,,,,
player,201012060nwe,nwe,GreeBe00,rush_long,13,,,,,
player,201012060nwe,nwe,GreeBe00,targets,1,,,,,
player,201012060nwe,nwe,GreeBe00,rec,1,,,,,
player,201012060nwe,nwe,GreeBe00,rec_yds,7,,,,,
player,201012060nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201012060nwe,nwe,GreeBe00,rec_long,7,,,,,
player,201012060nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201012060nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201012060nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201012060nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201012060nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201012060nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201012060nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201012060nwe,nwe,WoodDa02,pass_sacked,,,,,,
player,201012060nwe,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201012060nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201012060nwe,nwe,WoodDa02,rush_att,2,,,,,
player,201012060nwe,nwe,WoodDa02,rush_yds,11,,,,,
player,201012060nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201012060nwe,nwe,WoodDa02,rush_long,7,,,,,
player,201012060nwe,nwe,WoodDa02,targets,4,,,,,
player,201012060nwe,nwe,WoodDa02,rec,4,,,,,
player,201012060nwe,nwe,WoodDa02,rec_yds,104,,,,,
player,201012060nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201012060nwe,nwe,WoodDa02,rec_long,50,,,,,
player,201012060nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201012060nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201012060nwe,nwe,TaylFr00,pass_cmp,0,,,,,
player,201012060nwe,nwe,TaylFr00,pass_att,0,,,,,
player,201012060nwe,nwe,TaylFr00,pass_yds,0,,,,,
player,201012060nwe,nwe,TaylFr00,pass_td,0,,,,,
player,201012060nwe,nwe,TaylFr00,pass_int,0,,,,,
player,201012060nwe,nwe,TaylFr00,pass_sacked,,,,,,
player,201012060nwe,nwe,TaylFr00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,TaylFr00,pass_long,0,,,,,
player,201012060nwe,nwe,TaylFr00,pass_rating,,,,,,
player,201012060nwe,nwe,TaylFr00,rush_att,4,,,,,
player,201012060nwe,nwe,TaylFr00,rush_yds,9,,,,,
player,201012060nwe,nwe,TaylFr00,rush_td,0,,,,,
player,201012060nwe,nwe,TaylFr00,rush_long,6,,,,,
player,201012060nwe,nwe,TaylFr00,targets,0,,,,,
player,201012060nwe,nwe,TaylFr00,rec,0,,,,,
player,201012060nwe,nwe,TaylFr00,rec_yds,0,,,,,
player,201012060nwe,nwe,TaylFr00,rec_td,0,,,,,
player,201012060nwe,nwe,TaylFr00,rec_long,0,,,,,
player,201012060nwe,nwe,TaylFr00,fumbles,0,,,,,
player,201012060nwe,nwe,TaylFr00,fumbles_lost,,,,,,
player,201012060nwe,nwe,TateBr00,pass_cmp,0,,,,,
player,201012060nwe,nwe,TateBr00,pass_att,0,,,,,
player,201012060nwe,nwe,TateBr00,pass_yds,0,,,,,
player,201012060nwe,nwe,TateBr00,pass_td,0,,,,,
player,201012060nwe,nwe,TateBr00,pass_int,0,,,,,
player,201012060nwe,nwe,TateBr00,pass_sacked,,,,,,
player,201012060nwe,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,TateBr00,pass_long,0,,,,,
player,201012060nwe,nwe,TateBr00,pass_rating,,,,,,
player,201012060nwe,nwe,TateBr00,rush_att,1,,,,,
player,201012060nwe,nwe,TateBr00,rush_yds,6,,,,,
player,201012060nwe,nwe,TateBr00,rush_td,0,,,,,
player,201012060nwe,nwe,TateBr00,rush_long,6,,,,,
player,201012060nwe,nwe,TateBr00,targets,1,,,,,
player,201012060nwe,nwe,TateBr00,rec,1,,,,,
player,201012060nwe,nwe,TateBr00,rec_yds,4,,,,,
player,201012060nwe,nwe,TateBr00,rec_td,1,,,,,
player,201012060nwe,nwe,TateBr00,rec_long,4,,,,,
player,201012060nwe,nwe,TateBr00,fumbles,0,,,,,
player,201012060nwe,nwe,TateBr00,fumbles_lost,,,,,,
player,201012060nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201012060nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201012060nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201012060nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201012060nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201012060nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201012060nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201012060nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201012060nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201012060nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201012060nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201012060nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201012060nwe,nwe,WelkWe00,targets,7,,,,,
player,201012060nwe,nwe,WelkWe00,rec,7,,,,,
player,201012060nwe,nwe,WelkWe00,rec_yds,80,,,,,
player,201012060nwe,nwe,WelkWe00,rec_td,1,,,,,
player,201012060nwe,nwe,WelkWe00,rec_long,18,,,,,
player,201012060nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201012060nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201012060nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201012060nwe,nwe,BranDe00,pass_att,0,,,,,
player,201012060nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201012060nwe,nwe,BranDe00,pass_td,0,,,,,
player,201012060nwe,nwe,BranDe00,pass_int,0,,,,,
player,201012060nwe,nwe,BranDe00,pass_sacked,,,,,,
player,201012060nwe,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,BranDe00,pass_long,0,,,,,
player,201012060nwe,nwe,BranDe00,pass_rating,,,,,,
player,201012060nwe,nwe,BranDe00,rush_att,0,,,,,
player,201012060nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201012060nwe,nwe,BranDe00,rush_td,0,,,,,
player,201012060nwe,nwe,BranDe00,rush_long,0,,,,,
player,201012060nwe,nwe,BranDe00,targets,7,,,,,
player,201012060nwe,nwe,BranDe00,rec,3,,,,,
player,201012060nwe,nwe,BranDe00,rec_yds,64,,,,,
player,201012060nwe,nwe,BranDe00,rec_td,1,,,,,
player,201012060nwe,nwe,BranDe00,rec_long,25,,,,,
player,201012060nwe,nwe,BranDe00,fumbles,0,,,,,
player,201012060nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201012060nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201012060nwe,nwe,HernAa00,pass_att,0,,,,,
player,201012060nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201012060nwe,nwe,HernAa00,pass_td,0,,,,,
player,201012060nwe,nwe,HernAa00,pass_int,0,,,,,
player,201012060nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201012060nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,HernAa00,pass_long,0,,,,,
player,201012060nwe,nwe,HernAa00,pass_rating,,,,,,
player,201012060nwe,nwe,HernAa00,rush_att,0,,,,,
player,201012060nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201012060nwe,nwe,HernAa00,rush_td,0,,,,,
player,201012060nwe,nwe,HernAa00,rush_long,0,,,,,
player,201012060nwe,nwe,HernAa00,targets,5,,,,,
player,201012060nwe,nwe,HernAa00,rec,3,,,,,
player,201012060nwe,nwe,HernAa00,rec_yds,51,,,,,
player,201012060nwe,nwe,HernAa00,rec_td,1,,,,,
player,201012060nwe,nwe,HernAa00,rec_long,35,,,,,
player,201012060nwe,nwe,HernAa00,fumbles,0,,,,,
player,201012060nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201012060nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201012060nwe,nwe,GronRo00,pass_att,0,,,,,
player,201012060nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201012060nwe,nwe,GronRo00,pass_td,0,,,,,
player,201012060nwe,nwe,GronRo00,pass_int,0,,,,,
player,201012060nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201012060nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,GronRo00,pass_long,0,,,,,
player,201012060nwe,nwe,GronRo00,pass_rating,,,,,,
player,201012060nwe,nwe,GronRo00,rush_att,0,,,,,
player,201012060nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201012060nwe,nwe,GronRo00,rush_td,0,,,,,
player,201012060nwe,nwe,GronRo00,rush_long,0,,,,,
player,201012060nwe,nwe,GronRo00,targets,2,,,,,
player,201012060nwe,nwe,GronRo00,rec,1,,,,,
player,201012060nwe,nwe,GronRo00,rec_yds,12,,,,,
player,201012060nwe,nwe,GronRo00,rec_td,0,,,,,
player,201012060nwe,nwe,GronRo00,rec_long,12,,,,,
player,201012060nwe,nwe,GronRo00,fumbles,0,,,,,
player,201012060nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201012060nwe,nwe,MorrSa00,pass_cmp,0,,,,,
player,201012060nwe,nwe,MorrSa00,pass_att,0,,,,,
player,201012060nwe,nwe,MorrSa00,pass_yds,0,,,,,
player,201012060nwe,nwe,MorrSa00,pass_td,0,,,,,
player,201012060nwe,nwe,MorrSa00,pass_int,0,,,,,
player,201012060nwe,nwe,MorrSa00,pass_sacked,,,,,,
player,201012060nwe,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201012060nwe,nwe,MorrSa00,pass_long,0,,,,,
player,201012060nwe,nwe,MorrSa00,pass_rating,,,,,,
player,201012060nwe,nwe,MorrSa00,rush_att,0,,,,,
player,201012060nwe,nwe,MorrSa00,rush_yds,0,,,,,
player,201012060nwe,nwe,MorrSa00,rush_td,0,,,,,
player,201012060nwe,nwe,MorrSa00,rush_long,0,,,,,
player,201012060nwe,nwe,MorrSa00,targets,1,,,,,
player,201012060nwe,nwe,MorrSa00,rec,1,,,,,
player,201012060nwe,nwe,MorrSa00,rec_yds,4,,,,,
player,201012060nwe,nwe,MorrSa00,rec_td,0,,,,,
player,201012060nwe,nwe,MorrSa00,rec_long,4,,,,,
player,201012060nwe,nwe,MorrSa00,fumbles,0,,,,,
player,201012060nwe,nwe,MorrSa00,fumbles_lost,,,,,,
player,201012060nwe,nyj,SmitEr22,def_int,0,,,,,
player,201012060nwe,nyj,SmitEr22,def_int_yds,0,,,,,
player,201012060nwe,nyj,SmitEr22,def_int_td,0,,,,,
player,201012060nwe,nyj,SmitEr22,def_int_long,0,,,,,
player,201012060nwe,nyj,SmitEr22,pass_defended,1,,,,,
player,201012060nwe,nyj,SmitEr22,sacks,1.0,,,,,
player,201012060nwe,nyj,SmitEr22,tackles_combined,7,,,,,
player,201012060nwe,nyj,SmitEr22,tackles_solo,6,,,,,
player,201012060nwe,nyj,SmitEr22,tackles_assists,1,,,,,
player,201012060nwe,nyj,SmitEr22,tackles_loss,1,,,,,
player,201012060nwe,nyj,SmitEr22,qb_hits,1,,,,,
player,201012060nwe,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201012060nwe,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201012060nwe,nyj,HarrDa99,def_int,0,,,,,
player,201012060nwe,nyj,HarrDa99,def_int_yds,0,,,,,
player,201012060nwe,nyj,HarrDa99,def_int_td,0,,,,,
player,201012060nwe,nyj,HarrDa99,def_int_long,0,,,,,
player,201012060nwe,nyj,HarrDa99,pass_defended,0,,,,,
player,201012060nwe,nyj,HarrDa99,sacks,1.0,,,,,
player,201012060nwe,nyj,HarrDa99,tackles_combined,6,,,,,
player,201012060nwe,nyj,HarrDa99,tackles_solo,4,,,,,
player,201012060nwe,nyj,HarrDa99,tackles_assists,2,,,,,
player,201012060nwe,nyj,HarrDa99,tackles_loss,1,,,,,
player,201012060nwe,nyj,HarrDa99,qb_hits,1,,,,,
player,201012060nwe,nyj,HarrDa99,fumbles_rec,0,,,,,
