game,2010,2,20100919,201009190nyj,nwe,"New England Patriots",14,nyj,"New York Jets",28
player,201009190nyj,nwe,WelkWe00,pass_long,0,,,,,
player,201009190nyj,nwe,WelkWe00,pass_rating,,,,,,
player,201009190nyj,nwe,WelkWe00,rush_att,0,,,,,
player,201009190nyj,nwe,WelkWe00,rush_yds,0,,,,,
player,201009190nyj,nwe,WelkWe00,rush_td,0,,,,,
player,201009190nyj,nwe,WelkWe00,rush_long,0,,,,,
player,201009190nyj,nwe,WelkWe00,targets,7,,,,,
player,201009190nyj,nwe,WelkWe00,rec,6,,,,,
player,201009190nyj,nwe,WelkWe00,rec_yds,38,,,,,
player,201009190nyj,nwe,WelkWe00,rec_td,1,,,,,
player,201009190nyj,nwe,WelkWe00,rec_long,11,,,,,
player,201009190nyj,nwe,WelkWe00,fumbles,0,,,,,
player,201009190nyj,nwe,WelkWe00,fumbles_lost,,,,,,
player,201009190nyj,nwe,MorrSa00,pass_cmp,0,,,,,
player,201009190nyj,nwe,MorrSa00,pass_att,0,,,,,
player,201009190nyj,nwe,MorrSa00,pass_yds,0,,,,,
player,201009190nyj,nwe,MorrSa00,pass_td,0,,,,,
player,201009190nyj,nwe,MorrSa00,pass_int,0,,,,,
player,201009190nyj,nwe,MorrSa00,pass_sacked,,,,,,
player,201009190nyj,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201009190nyj,nwe,MorrSa00,pass_long,0,,,,,
player,201009190nyj,nwe,MorrSa00,pass_rating,,,,,,
player,201009190nyj,nwe,MorrSa00,rush_att,0,,,,,
player,201009190nyj,nwe,MorrSa00,rush_yds,0,,,,,
player,201009190nyj,nwe,MorrSa00,rush_td,0,,,,,
player,201009190nyj,nwe,MorrSa00,rush_long,0,,,,,
player,201009190nyj,nwe,MorrSa00,targets,2,,,,,
player,201009190nyj,nwe,MorrSa00,rec,1,,,,,
player,201009190nyj,nwe,MorrSa00,rec_yds,19,,,,,
player,201009190nyj,nwe,MorrSa00,rec_td,0,,,,,
player,201009190nyj,nwe,MorrSa00,rec_long,19,,,,,
player,201009190nyj,nwe,MorrSa00,fumbles,0,,,,,
player,201009190nyj,nwe,MorrSa00,fumbles_lost,,,,,,
player,201009190nyj,nwe,TateBr00,pass_cmp,0,,,,,
player,201009190nyj,nwe,TateBr00,pass_att,0,,,,,
player,201009190nyj,nwe,TateBr00,pass_yds,0,,,,,
player,201009190nyj,nwe,TateBr00,pass_td,0,,,,,
player,201009190nyj,nwe,TateBr00,pass_int,0,,,,,
player,201009190nyj,nwe,TateBr00,pass_sacked,,,,,,
player,201009190nyj,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201009190nyj,nwe,TateBr00,pass_long,0,,,,,
player,201009190nyj,nwe,TateBr00,pass_rating,,,,,,
player,201009190nyj,nwe,TateBr00,rush_att,0,,,,,
player,201009190nyj,nwe,TateBr00,rush_yds,0,,,,,
player,201009190nyj,nwe,TateBr00,rush_td,0,,,,,
player,201009190nyj,nwe,TateBr00,rush_long,0,,,,,
player,201009190nyj,nwe,TateBr00,targets,1,,,,,
player,201009190nyj,nwe,TateBr00,rec,1,,,,,
player,201009190nyj,nwe,TateBr00,rec_yds,17,,,,,
player,201009190nyj,nwe,TateBr00,rec_td,0,,,,,
player,201009190nyj,nwe,TateBr00,rec_long,17,,,,,
player,201009190nyj,nwe,TateBr00,fumbles,0,,,,,
player,201009190nyj,nwe,TateBr00,fumbles_lost,,,,,,
player,201009190nyj,nwe,GronRo00,pass_cmp,0,,,,,
player,201009190nyj,nwe,GronRo00,pass_att,0,,,,,
player,201009190nyj,nwe,GronRo00,pass_yds,0,,,,,
player,201009190nyj,nwe,GronRo00,pass_td,0,,,,,
player,201009190nyj,nwe,GronRo00,pass_int,0,,,,,
player,201009190nyj,nwe,GronRo00,pass_sacked,,,,,,
player,201009190nyj,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201009190nyj,nwe,GronRo00,pass_long,0,,,,,
player,201009190nyj,nwe,GronRo00,pass_rating,,,,,,
player,201009190nyj,nwe,GronRo00,rush_att,0,,,,,
player,201009190nyj,nwe,GronRo00,rush_yds,0,,,,,
player,201009190nyj,nwe,GronRo00,rush_td,0,,,,,
player,201009190nyj,nwe,GronRo00,rush_long,0,,,,,
player,201009190nyj,nwe,GronRo00,targets,2,,,,,
player,201009190nyj,nwe,GronRo00,rec,1,,,,,
player,201009190nyj,nwe,GronRo00,rec_yds,14,,,,,
player,201009190nyj,nwe,GronRo00,rec_td,0,,,,,
player,201009190nyj,nwe,GronRo00,rec_long,14,,,,,
player,201009190nyj,nwe,GronRo00,fumbles,0,,,,,
player,201009190nyj,nwe,GronRo00,fumbles_lost,,,,,,
player,201009190nyj,nwe,EdelJu00,pass_cmp,0,,,,,
player,201009190nyj,nwe,EdelJu00,pass_att,0,,,,,
player,201009190nyj,nwe,EdelJu00,pass_yds,0,,,,,
player,201009190nyj,nwe,EdelJu00,pass_td,0,,,,,
player,201009190nyj,nwe,EdelJu00,pass_int,0,,,,,
player,201009190nyj,nwe,EdelJu00,pass_sacked,,,,,,
player,201009190nyj,nwe,EdelJu00,pass_sacked_yds,,,,,,
player,201009190nyj,nwe,EdelJu00,pass_long,0,,,,,
player,201009190nyj,nwe,EdelJu00,pass_rating,,,,,,
player,201009190nyj,nwe,EdelJu00,rush_att,0,,,,,
player,201009190nyj,nwe,EdelJu00,rush_yds,0,,,,,
player,201009190nyj,nwe,EdelJu00,rush_td,0,,,,,
player,201009190nyj,nwe,EdelJu00,rush_long,0,,,,,
player,201009190nyj,nwe,EdelJu00,targets,2,,,,,
player,201009190nyj,nwe,EdelJu00,rec,1,,,,,
player,201009190nyj,nwe,EdelJu00,rec_yds,6,,,,,
player,201009190nyj,nwe,EdelJu00,rec_td,0,,,,,
player,201009190nyj,nwe,EdelJu00,rec_long,6,,,,,
player,201009190nyj,nwe,EdelJu00,fumbles,0,,,,,
player,201009190nyj,nwe,EdelJu00,fumbles_lost,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_cmp,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_att,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_yds,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_td,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_int,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_sacked,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_sacked_yds,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_long,,,,,,
player,201009190nyj,nwe,CrumAl00,pass_rating,,,,,,
player,201009190nyj,nwe,CrumAl00,rush_att,,,,,,
player,201009190nyj,nwe,CrumAl00,rush_yds,,,,,,
player,201009190nyj,nwe,CrumAl00,rush_td,,,,,,
player,201009190nyj,nwe,CrumAl00,rush_long,,,,,,
player,201009190nyj,nwe,CrumAl00,targets,1,,,,,
player,201009190nyj,nwe,CrumAl00,rec,0,,,,,
player,201009190nyj,nwe,CrumAl00,rec_yds,0,,,,,
player,201009190nyj,nwe,CrumAl00,rec_td,0,,,,,
player,201009190nyj,nwe,CrumAl00,rec_long,,,,,,
player,201009190nyj,nwe,CrumAl00,fumbles,,,,,,
player,201009190nyj,nwe,CrumAl00,fumbles_lost,,,,,,
player,201009190nyj,nyj,SancMa00,pass_cmp,21,,,,,
player,201009190nyj,nyj,SancMa00,pass_att,30,,,,,
player,201009190nyj,nyj,SancMa00,pass_yds,220,,,,,
player,201009190nyj,nyj,SancMa00,pass_td,3,,,,,
player,201009190nyj,nyj,SancMa00,pass_int,0,,,,,
player,201009190nyj,nyj,SancMa00,pass_sacked,3,,,,,
player,201009190nyj,nyj,SancMa00,pass_sacked_yds,20,,,,,
player,201009190nyj,nyj,SancMa00,pass_long,39,,,,,
player,201009190nyj,nyj,SancMa00,pass_rating,124.3,,,,,
player,201009190nyj,nyj,SancMa00,rush_att,4,,,,,
player,201009190nyj,nyj,SancMa00,rush_yds,2,,,,,
player,201009190nyj,nyj,SancMa00,rush_td,0,,,,,
player,201009190nyj,nyj,SancMa00,rush_long,3,,,,,
player,201009190nyj,nyj,SancMa00,targets,0,,,,,
player,201009190nyj,nyj,SancMa00,rec,0,,,,,
player,201009190nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201009190nyj,nyj,SancMa00,rec_td,0,,,,,
player,201009190nyj,nyj,SancMa00,rec_long,0,,,,,
player,201009190nyj,nyj,SancMa00,fumbles,0,,,,,
player,201009190nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201009190nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201009190nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201009190nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201009190nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201009190nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201009190nyj,nyj,TomlLa00,pass_sacked,,,,,,
player,201009190nyj,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201009190nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201009190nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201009190nyj,nyj,TomlLa00,rush_att,11,,,,,
player,201009190nyj,nyj,TomlLa00,rush_yds,76,,,,,
player,201009190nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201009190nyj,nyj,TomlLa00,rush_long,31,,,,,
player,201009190nyj,nyj,TomlLa00,targets,6,,,,,
player,201009190nyj,nyj,TomlLa00,rec,4,,,,,
player,201009190nyj,nyj,TomlLa00,rec_yds,26,,,,,
player,201009190nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201009190nyj,nyj,TomlLa00,rec_long,9,,,,,
player,201009190nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201009190nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201009190nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201009190nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201009190nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201009190nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201009190nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201009190nyj,nyj,GreeSh00,pass_sacked,,,,,,
player,201009190nyj,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201009190nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201009190nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201009190nyj,nyj,GreeSh00,rush_att,15,,,,,
player,201009190nyj,nyj,GreeSh00,rush_yds,52,,,,,
player,201009190nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201009190nyj,nyj,GreeSh00,rush_long,8,,,,,
player,201009190nyj,nyj,GreeSh00,targets,1,,,,,
player,201009190nyj,nyj,GreeSh00,rec,1,,,,,
player,201009190nyj,nyj,GreeSh00,rec_yds,8,,,,,
player,201009190nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201009190nyj,nyj,GreeSh00,rec_long,8,,,,,
player,201009190nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201009190nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201009190nyj,nyj,CotcJe00,pass_cmp,0,,,,,
player,201009190nyj,nyj,CotcJe00,pass_att,0,,,,,
player,201009190nyj,nyj,CotcJe00,pass_yds,0,,,,,
player,201009190nyj,nyj,CotcJe00,pass_td,0,,,,,
player,201009190nyj,nyj,CotcJe00,pass_int,0,,,,,
player,201009190nyj,nyj,CotcJe00,pass_sacked,,,,,,
player,201009190nyj,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201009190nyj,nyj,CotcJe00,pass_long,0,,,,,
player,201009190nyj,nyj,CotcJe00,pass_rating,,,,,,
player,201009190nyj,nyj,CotcJe00,rush_att,2,,,,,
player,201009190nyj,nyj,CotcJe00,rush_yds,6,,,,,
player,201009190nyj,nyj,CotcJe00,rush_td,0,,,,,
player,201009190nyj,nyj,CotcJe00,rush_long,4,,,,,
player,201009190nyj,nyj,CotcJe00,targets,7,,,,,
player,201009190nyj,nyj,CotcJe00,rec,4,,,,,
player,201009190nyj,nyj,CotcJe00,rec_yds,26,,,,,
player,201009190nyj,nyj,CotcJe00,rec_td,1,,,,,
player,201009190nyj,nyj,CotcJe00,rec_long,11,,,,,
player,201009190nyj,nyj,CotcJe00,fumbles,0,,,,,
player,201009190nyj,nyj,CotcJe00,fumbles_lost,,,,,,
player,201009190nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201009190nyj,nyj,KellDu00,pass_att,0,,,,,
player,201009190nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201009190nyj,nyj,KellDu00,pass_td,0,,,,,
player,201009190nyj,nyj,KellDu00,pass_int,0,,,,,
player,201009190nyj,nyj,KellDu00,pass_sacked,,,,,,
player,201009190nyj,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201009190nyj,nyj,KellDu00,pass_long,0,,,,,
player,201009190nyj,nyj,KellDu00,pass_rating,,,,,,
player,201009190nyj,nyj,KellDu00,rush_att,0,,,,,
player,201009190nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201009190nyj,nyj,KellDu00,rush_td,0,,,,,
player,201009190nyj,nyj,KellDu00,rush_long,0,,,,,
player,201009190nyj,nyj,KellDu00,targets,9,,,,,
player,201009190nyj,nyj,KellDu00,rec,7,,,,,
player,201009190nyj,nyj,KellDu00,rec_yds,115,,,,,
player,201009190nyj,nyj,KellDu00,rec_td,1,,,,,
player,201009190nyj,nyj,KellDu00,rec_long,39,,,,,
player,201009190nyj,nyj,KellDu00,fumbles,0,,,,,
player,201009190nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201009190nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201009190nyj,nyj,EdwaBr00,rush_att,0,,,,,
player,201009190nyj,nyj,EdwaBr00,rush_yds,0,,,,,
player,201009190nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201009190nyj,nyj,EdwaBr00,rush_long,0,,,,,
player,201009190nyj,nyj,EdwaBr00,targets,6,,,,,
player,201009190nyj,nyj,EdwaBr00,rec,5,,,,,
player,201009190nyj,nyj,EdwaBr00,rec_yds,45,,,,,
player,201009190nyj,nyj,EdwaBr00,rec_td,1,,,,,
player,201009190nyj,nyj,EdwaBr00,rec_long,13,,,,,
player,201009190nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201009190nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_cmp,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_att,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_yds,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_td,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_int,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_sacked,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_sacked_yds,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_long,,,,,,
player,201009190nyj,nyj,ClowDa00,pass_rating,,,,,,
player,201009190nyj,nyj,ClowDa00,rush_att,,,,,,
player,201009190nyj,nyj,ClowDa00,rush_yds,,,,,,
player,201009190nyj,nyj,ClowDa00,rush_td,,,,,,
player,201009190nyj,nyj,ClowDa00,rush_long,,,,,,
player,201009190nyj,nyj,ClowDa00,targets,1,,,,,
player,201009190nyj,nyj,ClowDa00,rec,0,,,,,
player,201009190nyj,nyj,ClowDa00,rec_yds,0,,,,,
player,201009190nyj,nyj,ClowDa00,rec_td,0,,,,,
player,201009190nyj,nyj,ClowDa00,rec_long,,,,,,
player,201009190nyj,nyj,ClowDa00,fumbles,,,,,,
player,201009190nyj,nyj,ClowDa00,fumbles_lost,,,,,,
player,201009190nyj,nwe,WarrGe20,def_int,0,,,,,
player,201009190nyj,nwe,WarrGe20,def_int_yds,0,,,,,
player,201009190nyj,nwe,WarrGe20,def_int_td,0,,,,,
player,201009190nyj,nwe,WarrGe20,def_int_long,0,,,,,
player,201009190nyj,nwe,WarrGe20,pass_defended,0,,,,,
player,201009190nyj,nwe,WarrGe20,sacks,2.0,,,,,
player,201009190nyj,nwe,WarrGe20,tackles_combined,2,,,,,
player,201009190nyj,nwe,WarrGe20,tackles_solo,2,,,,,
player,201009190nyj,nwe,WarrGe20,tackles_assists,0,,,,,
player,201009190nyj,nwe,WarrGe20,tackles_loss,2,,,,,
player,201009190nyj,nwe,WarrGe20,qb_hits,2,,,,,
player,201009190nyj,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201009190nyj,nwe,WarrGe20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,WarrGe20,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201009190nyj,nwe,BantTu20,def_int,0,,,,,
player,201009190nyj,nwe,BantTu20,def_int_yds,0,,,,,
player,201009190nyj,nwe,BantTu20,def_int_td,0,,,,,
player,201009190nyj,nwe,BantTu20,def_int_long,0,,,,,
player,201009190nyj,nwe,BantTu20,pass_defended,0,,,,,
player,201009190nyj,nwe,BantTu20,sacks,1.0,,,,,
player,201009190nyj,nwe,BantTu20,tackles_combined,8,,,,,
player,201009190nyj,nwe,BantTu20,tackles_solo,8,,,,,
player,201009190nyj,nwe,BantTu20,tackles_assists,0,,,,,
player,201009190nyj,nwe,BantTu20,tackles_loss,1,,,,,
player,201009190nyj,nwe,BantTu20,qb_hits,1,,,,,
player,201009190nyj,nwe,BantTu20,fumbles_rec,0,,,,,
player,201009190nyj,nwe,BantTu20,fumbles_rec_yds,0,,,,,
