game,2010,10,20101114,201011140buf,det,"Detroit Lions",12,buf,"Buffalo Bills",14
player,201011140buf,buf,WilsGe01,pass_defended,0,,,,,
player,201011140buf,buf,WilsGe01,sacks,0.0,,,,,
player,201011140buf,buf,WilsGe01,tackles_combined,1,,,,,
player,201011140buf,buf,WilsGe01,tackles_solo,1,,,,,
player,201011140buf,buf,WilsGe01,tackles_assists,0,,,,,
player,201011140buf,buf,WilsGe01,tackles_loss,0,,,,,
player,201011140buf,buf,WilsGe01,qb_hits,0,,,,,
player,201011140buf,buf,WilsGe01,fumbles_rec,0,,,,,
player,201011140buf,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201011140buf,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201011140buf,buf,WilsGe01,fumbles_forced,0,,,,,
player,201011140buf,det,LogaSt00,kick_ret,2,,,,,
player,201011140buf,det,LogaSt00,kick_ret_yds,41,,,,,
player,201011140buf,det,LogaSt00,kick_ret_yds_per_ret,20.5,,,,,
player,201011140buf,det,LogaSt00,kick_ret_td,0,,,,,
player,201011140buf,det,LogaSt00,kick_ret_long,22,,,,,
player,201011140buf,det,LogaSt00,punt_ret,2,,,,,
player,201011140buf,det,LogaSt00,punt_ret_yds,34,,,,,
player,201011140buf,det,LogaSt00,punt_ret_yds_per_ret,17.0,,,,,
player,201011140buf,det,LogaSt00,punt_ret_td,0,,,,,
player,201011140buf,det,LogaSt00,punt_ret_long,24,,,,,
player,201011140buf,buf,McKeLe99,kick_ret,2,,,,,
player,201011140buf,buf,McKeLe99,kick_ret_yds,41,,,,,
player,201011140buf,buf,McKeLe99,kick_ret_yds_per_ret,20.5,,,,,
player,201011140buf,buf,McKeLe99,kick_ret_td,0,,,,,
player,201011140buf,buf,McKeLe99,kick_ret_long,27,,,,,
player,201011140buf,buf,McKeLe99,punt_ret,4,,,,,
player,201011140buf,buf,McKeLe99,punt_ret_yds,25,,,,,
player,201011140buf,buf,McKeLe99,punt_ret_yds_per_ret,6.3,,,,,
player,201011140buf,buf,McKeLe99,punt_ret_td,0,,,,,
player,201011140buf,buf,McKeLe99,punt_ret_long,25,,,,,
player,201011140buf,buf,SpilC.00,kick_ret,0,,,,,
player,201011140buf,buf,SpilC.00,kick_ret_yds,0,,,,,
player,201011140buf,buf,SpilC.00,kick_ret_yds_per_ret,,,,,,
player,201011140buf,buf,SpilC.00,kick_ret_td,0,,,,,
player,201011140buf,buf,SpilC.00,kick_ret_long,0,,,,,
player,201011140buf,buf,SpilC.00,punt_ret,3,,,,,
player,201011140buf,buf,SpilC.00,punt_ret_yds,44,,,,,
player,201011140buf,buf,SpilC.00,punt_ret_yds_per_ret,14.7,,,,,
player,201011140buf,buf,SpilC.00,punt_ret_td,0,,,,,
player,201011140buf,buf,SpilC.00,punt_ret_long,29,,,,,
player,201011140buf,det,HarrNi20,xpm,,,,,,
player,201011140buf,det,HarrNi20,xpa,,,,,,
player,201011140buf,det,HarrNi20,fgm,,,,,,
player,201011140buf,det,HarrNi20,fga,,,,,,
player,201011140buf,det,HarrNi20,punt,8,,,,,
player,201011140buf,det,HarrNi20,punt_yds,333,,,,,
player,201011140buf,det,HarrNi20,punt_yds_per_punt,41.6,,,,,
player,201011140buf,det,HarrNi20,punt_long,52,,,,,
player,201011140buf,det,raynedav01,xpm,,,,,,
player,201011140buf,det,raynedav01,xpa,,,,,,
player,201011140buf,det,raynedav01,fgm,2,,,,,
player,201011140buf,det,raynedav01,fga,3,,,,,
player,201011140buf,det,raynedav01,punt,0,,,,,
player,201011140buf,det,raynedav01,punt_yds,0,,,,,
player,201011140buf,det,raynedav01,punt_yds_per_punt,,,,,,
player,201011140buf,det,raynedav01,punt_long,0,,,,,
player,201011140buf,buf,linderia01,xpm,2,,,,,
player,201011140buf,buf,linderia01,xpa,2,,,,,
player,201011140buf,buf,linderia01,fgm,,,,,,
player,201011140buf,buf,linderia01,fga,1,,,,,
player,201011140buf,buf,linderia01,punt,0,,,,,
player,201011140buf,buf,linderia01,punt_yds,0,,,,,
player,201011140buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201011140buf,buf,linderia01,punt_long,0,,,,,
player,201011140buf,buf,MoorBr24,xpm,,,,,,
player,201011140buf,buf,MoorBr24,xpa,,,,,,
player,201011140buf,buf,MoorBr24,fgm,,,,,,
player,201011140buf,buf,MoorBr24,fga,,,,,,
player,201011140buf,buf,MoorBr24,punt,7,,,,,
player,201011140buf,buf,MoorBr24,punt_yds,297,,,,,
player,201011140buf,buf,MoorBr24,punt_yds_per_punt,42.4,,,,,
player,201011140buf,buf,MoorBr24,punt_long,51,,,,,
