game,2010,10,20101114,201011140buf,det,"Detroit Lions",12,buf,"Buffalo Bills",14
player,201011140buf,det,HillSh00,rec_long,0,,,,,
player,201011140buf,det,HillSh00,fumbles,0,,,,,
player,201011140buf,det,HillSh00,fumbles_lost,,,,,,
player,201011140buf,det,BestJa00,pass_cmp,0,,,,,
player,201011140buf,det,BestJa00,pass_att,0,,,,,
player,201011140buf,det,BestJa00,pass_yds,0,,,,,
player,201011140buf,det,BestJa00,pass_td,0,,,,,
player,201011140buf,det,BestJa00,pass_int,0,,,,,
player,201011140buf,det,BestJa00,pass_sacked,0,,,,,
player,201011140buf,det,BestJa00,pass_sacked_yds,,,,,,
player,201011140buf,det,BestJa00,pass_long,0,,,,,
player,201011140buf,det,BestJa00,pass_rating,,,,,,
player,201011140buf,det,BestJa00,rush_att,17,,,,,
player,201011140buf,det,BestJa00,rush_yds,35,,,,,
player,201011140buf,det,BestJa00,rush_td,0,,,,,
player,201011140buf,det,BestJa00,rush_long,9,,,,,
player,201011140buf,det,BestJa00,targets,5,,,,,
player,201011140buf,det,BestJa00,rec,4,,,,,
player,201011140buf,det,BestJa00,rec_yds,4,,,,,
player,201011140buf,det,BestJa00,rec_td,0,,,,,
player,201011140buf,det,BestJa00,rec_long,6,,,,,
player,201011140buf,det,BestJa00,fumbles,0,,,,,
player,201011140buf,det,BestJa00,fumbles_lost,,,,,,
player,201011140buf,det,SmitKe02,pass_cmp,0,,,,,
player,201011140buf,det,SmitKe02,pass_att,0,,,,,
player,201011140buf,det,SmitKe02,pass_yds,0,,,,,
player,201011140buf,det,SmitKe02,pass_td,0,,,,,
player,201011140buf,det,SmitKe02,pass_int,0,,,,,
player,201011140buf,det,SmitKe02,pass_sacked,,,,,,
player,201011140buf,det,SmitKe02,pass_sacked_yds,,,,,,
player,201011140buf,det,SmitKe02,pass_long,0,,,,,
player,201011140buf,det,SmitKe02,pass_rating,,,,,,
player,201011140buf,det,SmitKe02,rush_att,6,,,,,
player,201011140buf,det,SmitKe02,rush_yds,19,,,,,
player,201011140buf,det,SmitKe02,rush_td,0,,,,,
player,201011140buf,det,SmitKe02,rush_long,6,,,,,
player,201011140buf,det,SmitKe02,targets,4,,,,,
player,201011140buf,det,SmitKe02,rec,3,,,,,
player,201011140buf,det,SmitKe02,rec_yds,41,,,,,
player,201011140buf,det,SmitKe02,rec_td,0,,,,,
player,201011140buf,det,SmitKe02,rec_long,24,,,,,
player,201011140buf,det,SmitKe02,fumbles,0,,,,,
player,201011140buf,det,SmitKe02,fumbles_lost,,,,,,
player,201011140buf,det,BurlNa00,pass_cmp,0,,,,,
player,201011140buf,det,BurlNa00,pass_att,0,,,,,
player,201011140buf,det,BurlNa00,pass_yds,0,,,,,
player,201011140buf,det,BurlNa00,pass_td,0,,,,,
player,201011140buf,det,BurlNa00,pass_int,0,,,,,
player,201011140buf,det,BurlNa00,pass_sacked,,,,,,
player,201011140buf,det,BurlNa00,pass_sacked_yds,,,,,,
player,201011140buf,det,BurlNa00,pass_long,0,,,,,
player,201011140buf,det,BurlNa00,pass_rating,,,,,,
player,201011140buf,det,BurlNa00,rush_att,1,,,,,
player,201011140buf,det,BurlNa00,rush_yds,17,,,,,
player,201011140buf,det,BurlNa00,rush_td,0,,,,,
player,201011140buf,det,BurlNa00,rush_long,17,,,,,
player,201011140buf,det,BurlNa00,targets,8,,,,,
player,201011140buf,det,BurlNa00,rec,4,,,,,
player,201011140buf,det,BurlNa00,rec_yds,47,,,,,
player,201011140buf,det,BurlNa00,rec_td,0,,,,,
player,201011140buf,det,BurlNa00,rec_long,23,,,,,
player,201011140buf,det,BurlNa00,fumbles,0,,,,,
player,201011140buf,det,BurlNa00,fumbles_lost,,,,,,
player,201011140buf,det,FeltJe00,pass_cmp,0,,,,,
player,201011140buf,det,FeltJe00,pass_att,0,,,,,
player,201011140buf,det,FeltJe00,pass_yds,0,,,,,
player,201011140buf,det,FeltJe00,pass_td,0,,,,,
player,201011140buf,det,FeltJe00,pass_int,0,,,,,
player,201011140buf,det,FeltJe00,pass_sacked,,,,,,
player,201011140buf,det,FeltJe00,pass_sacked_yds,,,,,,
player,201011140buf,det,FeltJe00,pass_long,0,,,,,
player,201011140buf,det,FeltJe00,pass_rating,,,,,,
player,201011140buf,det,FeltJe00,rush_att,1,,,,,
player,201011140buf,det,FeltJe00,rush_yds,4,,,,,
player,201011140buf,det,FeltJe00,rush_td,0,,,,,
player,201011140buf,det,FeltJe00,rush_long,4,,,,,
player,201011140buf,det,FeltJe00,targets,2,,,,,
player,201011140buf,det,FeltJe00,rec,1,,,,,
player,201011140buf,det,FeltJe00,rec_yds,19,,,,,
player,201011140buf,det,FeltJe00,rec_td,0,,,,,
player,201011140buf,det,FeltJe00,rec_long,19,,,,,
player,201011140buf,det,FeltJe00,fumbles,0,,,,,
player,201011140buf,det,FeltJe00,fumbles_lost,,,,,,
player,201011140buf,det,JohnCa00,pass_cmp,0,,,,,
player,201011140buf,det,JohnCa00,pass_att,0,,,,,
player,201011140buf,det,JohnCa00,pass_yds,0,,,,,
player,201011140buf,det,JohnCa00,pass_td,0,,,,,
player,201011140buf,det,JohnCa00,pass_int,0,,,,,
player,201011140buf,det,JohnCa00,pass_sacked,,,,,,
player,201011140buf,det,JohnCa00,pass_sacked_yds,,,,,,
player,201011140buf,det,JohnCa00,pass_long,0,,,,,
player,201011140buf,det,JohnCa00,pass_rating,,,,,,
player,201011140buf,det,JohnCa00,rush_att,0,,,,,
player,201011140buf,det,JohnCa00,rush_yds,0,,,,,
player,201011140buf,det,JohnCa00,rush_td,0,,,,,
player,201011140buf,det,JohnCa00,rush_long,0,,,,,
player,201011140buf,det,JohnCa00,targets,14,,,,,
player,201011140buf,det,JohnCa00,rec,10,,,,,
player,201011140buf,det,JohnCa00,rec_yds,128,,,,,
player,201011140buf,det,JohnCa00,rec_td,1,,,,,
player,201011140buf,det,JohnCa00,rec_long,29,,,,,
player,201011140buf,det,JohnCa00,fumbles,1,,,,,
player,201011140buf,det,JohnCa00,fumbles_lost,0,,,,,
player,201011140buf,det,PettBr00,pass_cmp,0,,,,,
player,201011140buf,det,PettBr00,pass_att,0,,,,,
player,201011140buf,det,PettBr00,pass_yds,0,,,,,
player,201011140buf,det,PettBr00,pass_td,0,,,,,
player,201011140buf,det,PettBr00,pass_int,0,,,,,
player,201011140buf,det,PettBr00,pass_sacked,,,,,,
player,201011140buf,det,PettBr00,pass_sacked_yds,,,,,,
player,201011140buf,det,PettBr00,pass_long,0,,,,,
player,201011140buf,det,PettBr00,pass_rating,,,,,,
player,201011140buf,det,PettBr00,rush_att,0,,,,,
player,201011140buf,det,PettBr00,rush_yds,0,,,,,
player,201011140buf,det,PettBr00,rush_td,0,,,,,
player,201011140buf,det,PettBr00,rush_long,0,,,,,
player,201011140buf,det,PettBr00,targets,8,,,,,
player,201011140buf,det,PettBr00,rec,4,,,,,
player,201011140buf,det,PettBr00,rec_yds,50,,,,,
player,201011140buf,det,PettBr00,rec_td,0,,,,,
player,201011140buf,det,PettBr00,rec_long,22,,,,,
player,201011140buf,det,PettBr00,fumbles,0,,,,,
player,201011140buf,det,PettBr00,fumbles_lost,,,,,,
player,201011140buf,det,ScheTo00,pass_cmp,0,,,,,
player,201011140buf,det,ScheTo00,pass_att,0,,,,,
player,201011140buf,det,ScheTo00,pass_yds,0,,,,,
player,201011140buf,det,ScheTo00,pass_td,0,,,,,
player,201011140buf,det,ScheTo00,pass_int,0,,,,,
player,201011140buf,det,ScheTo00,pass_sacked,,,,,,
player,201011140buf,det,ScheTo00,pass_sacked_yds,,,,,,
player,201011140buf,det,ScheTo00,pass_long,0,,,,,
player,201011140buf,det,ScheTo00,pass_rating,,,,,,
player,201011140buf,det,ScheTo00,rush_att,0,,,,,
player,201011140buf,det,ScheTo00,rush_yds,0,,,,,
player,201011140buf,det,ScheTo00,rush_td,0,,,,,
player,201011140buf,det,ScheTo00,rush_long,0,,,,,
player,201011140buf,det,ScheTo00,targets,8,,,,,
player,201011140buf,det,ScheTo00,rec,3,,,,,
player,201011140buf,det,ScheTo00,rec_yds,34,,,,,
player,201011140buf,det,ScheTo00,rec_td,0,,,,,
player,201011140buf,det,ScheTo00,rec_long,18,,,,,
player,201011140buf,det,ScheTo00,fumbles,0,,,,,
player,201011140buf,det,ScheTo00,fumbles_lost,,,,,,
player,201011140buf,det,JohnBr02,pass_cmp,,,,,,
player,201011140buf,det,JohnBr02,pass_att,,,,,,
player,201011140buf,det,JohnBr02,pass_yds,,,,,,
player,201011140buf,det,JohnBr02,pass_td,,,,,,
player,201011140buf,det,JohnBr02,pass_int,,,,,,
player,201011140buf,det,JohnBr02,pass_sacked,,,,,,
player,201011140buf,det,JohnBr02,pass_sacked_yds,,,,,,
player,201011140buf,det,JohnBr02,pass_long,,,,,,
player,201011140buf,det,JohnBr02,pass_rating,,,,,,
player,201011140buf,det,JohnBr02,rush_att,,,,,,
player,201011140buf,det,JohnBr02,rush_yds,,,,,,
player,201011140buf,det,JohnBr02,rush_td,,,,,,
player,201011140buf,det,JohnBr02,rush_long,,,,,,
player,201011140buf,det,JohnBr02,targets,1,,,,,
player,201011140buf,det,JohnBr02,rec,0,,,,,
player,201011140buf,det,JohnBr02,rec_yds,0,,,,,
player,201011140buf,det,JohnBr02,rec_td,0,,,,,
player,201011140buf,det,JohnBr02,rec_long,,,,,,
player,201011140buf,det,JohnBr02,fumbles,,,,,,
player,201011140buf,det,JohnBr02,fumbles_lost,,,,,,
player,201011140buf,buf,FitzRy00,pass_cmp,12,,,,,
player,201011140buf,buf,FitzRy00,pass_att,24,,,,,
player,201011140buf,buf,FitzRy00,pass_yds,146,,,,,
player,201011140buf,buf,FitzRy00,pass_td,1,,,,,
player,201011140buf,buf,FitzRy00,pass_int,0,,,,,
player,201011140buf,buf,FitzRy00,pass_sacked,1,,,,,
player,201011140buf,buf,FitzRy00,pass_sacked_yds,7,,,,,
player,201011140buf,buf,FitzRy00,pass_long,43,,,,,
player,201011140buf,buf,FitzRy00,pass_rating,83.0,,,,,
player,201011140buf,buf,FitzRy00,rush_att,1,,,,,
player,201011140buf,buf,FitzRy00,rush_yds,-1,,,,,
player,201011140buf,buf,FitzRy00,rush_td,0,,,,,
player,201011140buf,buf,FitzRy00,rush_long,-1,,,,,
player,201011140buf,buf,FitzRy00,targets,0,,,,,
player,201011140buf,buf,FitzRy00,rec,0,,,,,
player,201011140buf,buf,FitzRy00,rec_yds,0,,,,,
player,201011140buf,buf,FitzRy00,rec_td,0,,,,,
player,201011140buf,buf,FitzRy00,rec_long,0,,,,,
player,201011140buf,buf,FitzRy00,fumbles,0,,,,,
player,201011140buf,buf,FitzRy00,fumbles_lost,,,,,,
player,201011140buf,buf,JackFr02,pass_cmp,0,,,,,
player,201011140buf,buf,JackFr02,pass_att,0,,,,,
player,201011140buf,buf,JackFr02,pass_yds,0,,,,,
player,201011140buf,buf,JackFr02,pass_td,0,,,,,
player,201011140buf,buf,JackFr02,pass_int,0,,,,,
player,201011140buf,buf,JackFr02,pass_sacked,,,,,,
player,201011140buf,buf,JackFr02,pass_sacked_yds,,,,,,
player,201011140buf,buf,JackFr02,pass_long,0,,,,,
player,201011140buf,buf,JackFr02,pass_rating,,,,,,
player,201011140buf,buf,JackFr02,rush_att,25,,,,,
player,201011140buf,buf,JackFr02,rush_yds,133,,,,,
player,201011140buf,buf,JackFr02,rush_td,1,,,,,
player,201011140buf,buf,JackFr02,rush_long,39,,,,,
player,201011140buf,buf,JackFr02,targets,7,,,,,
player,201011140buf,buf,JackFr02,rec,6,,,,,
player,201011140buf,buf,JackFr02,rec_yds,37,,,,,
player,201011140buf,buf,JackFr02,rec_td,1,,,,,
player,201011140buf,buf,JackFr02,rec_long,16,,,,,
player,201011140buf,buf,JackFr02,fumbles,2,,,,,
player,201011140buf,buf,JackFr02,fumbles_lost,1,,,,,
player,201011140buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201011140buf,buf,SpilC.00,pass_att,0,,,,,
player,201011140buf,buf,SpilC.00,pass_yds,0,,,,,
player,201011140buf,buf,SpilC.00,pass_td,0,,,,,
player,201011140buf,buf,SpilC.00,pass_int,0,,,,,
player,201011140buf,buf,SpilC.00,pass_sacked,,,,,,
player,201011140buf,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201011140buf,buf,SpilC.00,pass_long,0,,,,,
player,201011140buf,buf,SpilC.00,pass_rating,,,,,,
player,201011140buf,buf,SpilC.00,rush_att,2,,,,,
player,201011140buf,buf,SpilC.00,rush_yds,14,,,,,
player,201011140buf,buf,SpilC.00,rush_td,0,,,,,
player,201011140buf,buf,SpilC.00,rush_long,16,,,,,
player,201011140buf,buf,SpilC.00,targets,0,,,,,
player,201011140buf,buf,SpilC.00,rec,0,,,,,
player,201011140buf,buf,SpilC.00,rec_yds,0,,,,,
player,201011140buf,buf,SpilC.00,rec_td,0,,,,,
player,201011140buf,buf,SpilC.00,rec_long,0,,,,,
player,201011140buf,buf,SpilC.00,fumbles,0,,,,,
player,201011140buf,buf,SpilC.00,fumbles_lost,,,,,,
player,201011140buf,buf,GantQu00,pass_cmp,0,,,,,
player,201011140buf,buf,GantQu00,pass_att,0,,,,,
player,201011140buf,buf,GantQu00,pass_yds,0,,,,,
player,201011140buf,buf,GantQu00,pass_td,0,,,,,
player,201011140buf,buf,GantQu00,pass_int,0,,,,,
player,201011140buf,buf,GantQu00,pass_sacked,,,,,,
player,201011140buf,buf,GantQu00,pass_sacked_yds,,,,,,
player,201011140buf,buf,GantQu00,pass_long,0,,,,,
player,201011140buf,buf,GantQu00,pass_rating,,,,,,
player,201011140buf,buf,GantQu00,rush_att,4,,,,,
player,201011140buf,buf,GantQu00,rush_yds,2,,,,,
player,201011140buf,buf,GantQu00,rush_td,0,,,,,
player,201011140buf,buf,GantQu00,rush_long,3,,,,,
player,201011140buf,buf,GantQu00,targets,0,,,,,
player,201011140buf,buf,GantQu00,rec,0,,,,,
player,201011140buf,buf,GantQu00,rec_yds,0,,,,,
player,201011140buf,buf,GantQu00,rec_td,0,,,,,
player,201011140buf,buf,GantQu00,rec_long,0,,,,,
player,201011140buf,buf,GantQu00,fumbles,0,,,,,
player,201011140buf,buf,GantQu00,fumbles_lost,,,,,,
player,201011140buf,buf,McInCo00,pass_cmp,0,,,,,
player,201011140buf,buf,McInCo00,pass_att,0,,,,,
player,201011140buf,buf,McInCo00,pass_yds,0,,,,,
player,201011140buf,buf,McInCo00,pass_td,0,,,,,
player,201011140buf,buf,McInCo00,pass_int,0,,,,,
player,201011140buf,buf,McInCo00,pass_sacked,,,,,,
player,201011140buf,buf,McInCo00,pass_sacked_yds,,,,,,
player,201011140buf,buf,McInCo00,pass_long,0,,,,,
player,201011140buf,buf,McInCo00,pass_rating,,,,,,
player,201011140buf,buf,McInCo00,rush_att,1,,,,,
player,201011140buf,buf,McInCo00,rush_yds,1,,,,,
player,201011140buf,buf,McInCo00,rush_td,0,,,,,
player,201011140buf,buf,McInCo00,rush_long,1,,,,,
player,201011140buf,buf,McInCo00,targets,0,,,,,
player,201011140buf,buf,McInCo00,rec,0,,,,,
player,201011140buf,buf,McInCo00,rec_yds,0,,,,,
player,201011140buf,buf,McInCo00,rec_td,0,,,,,
player,201011140buf,buf,McInCo00,rec_long,0,,,,,
player,201011140buf,buf,McInCo00,fumbles,0,,,,,
player,201011140buf,buf,McInCo00,fumbles_lost,,,,,,
player,201011140buf,buf,EvanLe00,pass_cmp,0,,,,,
player,201011140buf,buf,EvanLe00,pass_att,0,,,,,
player,201011140buf,buf,EvanLe00,pass_yds,0,,,,,
player,201011140buf,buf,EvanLe00,pass_td,0,,,,,
player,201011140buf,buf,EvanLe00,pass_int,0,,,,,
player,201011140buf,buf,EvanLe00,pass_sacked,,,,,,
player,201011140buf,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201011140buf,buf,EvanLe00,pass_long,0,,,,,
player,201011140buf,buf,EvanLe00,pass_rating,,,,,,
player,201011140buf,buf,EvanLe00,rush_att,0,,,,,
player,201011140buf,buf,EvanLe00,rush_yds,0,,,,,
player,201011140buf,buf,EvanLe00,rush_td,0,,,,,
player,201011140buf,buf,EvanLe00,rush_long,0,,,,,
player,201011140buf,buf,EvanLe00,targets,5,,,,,
player,201011140buf,buf,EvanLe00,rec,2,,,,,
player,201011140buf,buf,EvanLe00,rec_yds,52,,,,,
player,201011140buf,buf,EvanLe00,rec_td,0,,,,,
player,201011140buf,buf,EvanLe00,rec_long,43,,,,,
player,201011140buf,buf,EvanLe00,fumbles,0,,,,,
player,201011140buf,buf,EvanLe00,fumbles_lost,,,,,,
player,201011140buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201011140buf,buf,JohnSt00,pass_att,0,,,,,
player,201011140buf,buf,JohnSt00,pass_yds,0,,,,,
player,201011140buf,buf,JohnSt00,pass_td,0,,,,,
player,201011140buf,buf,JohnSt00,pass_int,0,,,,,
player,201011140buf,buf,JohnSt00,pass_sacked,,,,,,
player,201011140buf,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201011140buf,buf,JohnSt00,pass_long,0,,,,,
player,201011140buf,buf,JohnSt00,pass_rating,,,,,,
player,201011140buf,buf,JohnSt00,rush_att,0,,,,,
player,201011140buf,buf,JohnSt00,rush_yds,0,,,,,
player,201011140buf,buf,JohnSt00,rush_td,0,,,,,
player,201011140buf,buf,JohnSt00,rush_long,0,,,,,
player,201011140buf,buf,JohnSt00,targets,8,,,,,
player,201011140buf,buf,JohnSt00,rec,3,,,,,
player,201011140buf,buf,JohnSt00,rec_yds,37,,,,,
player,201011140buf,buf,JohnSt00,rec_td,0,,,,,
player,201011140buf,buf,JohnSt00,rec_long,19,,,,,
player,201011140buf,buf,JohnSt00,fumbles,0,,,,,
player,201011140buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201011140buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201011140buf,buf,JoneDo00,pass_att,0,,,,,
player,201011140buf,buf,JoneDo00,pass_yds,0,,,,,
player,201011140buf,buf,JoneDo00,pass_td,0,,,,,
player,201011140buf,buf,JoneDo00,pass_int,0,,,,,
player,201011140buf,buf,JoneDo00,pass_sacked,,,,,,
player,201011140buf,buf,JoneDo00,pass_sacked_yds,,,,,,
player,201011140buf,buf,JoneDo00,pass_long,0,,,,,
player,201011140buf,buf,JoneDo00,pass_rating,,,,,,
player,201011140buf,buf,JoneDo00,rush_att,0,,,,,
player,201011140buf,buf,JoneDo00,rush_yds,0,,,,,
player,201011140buf,buf,JoneDo00,rush_td,0,,,,,
player,201011140buf,buf,JoneDo00,rush_long,0,,,,,
player,201011140buf,buf,JoneDo00,targets,4,,,,,
player,201011140buf,buf,JoneDo00,rec,1,,,,,
player,201011140buf,buf,JoneDo00,rec_yds,20,,,,,
player,201011140buf,buf,JoneDo00,rec_td,0,,,,,
player,201011140buf,buf,JoneDo00,rec_long,20,,,,,
player,201011140buf,buf,JoneDo00,fumbles,0,,,,,
player,201011140buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201011140buf,det,JackLa98,def_int,0,,,,,
player,201011140buf,det,JackLa98,def_int_yds,0,,,,,
player,201011140buf,det,JackLa98,def_int_td,0,,,,,
player,201011140buf,det,JackLa98,def_int_long,0,,,,,
player,201011140buf,det,JackLa98,pass_defended,0,,,,,
player,201011140buf,det,JackLa98,sacks,1.0,,,,,
player,201011140buf,det,JackLa98,tackles_combined,8,,,,,
player,201011140buf,det,JackLa98,tackles_solo,4,,,,,
player,201011140buf,det,JackLa98,tackles_assists,4,,,,,
player,201011140buf,det,JackLa98,tackles_loss,1,,,,,
player,201011140buf,det,JackLa98,qb_hits,1,,,,,
player,201011140buf,det,JackLa98,fumbles_rec,0,,,,,
player,201011140buf,det,JackLa98,fumbles_rec_yds,0,,,,,
player,201011140buf,det,JackLa98,fumbles_rec_td,0,,,,,
player,201011140buf,det,JackLa98,fumbles_forced,1,,,,,
player,201011140buf,det,VandKy99,def_int,0,,,,,
player,201011140buf,det,VandKy99,def_int_yds,0,,,,,
player,201011140buf,det,VandKy99,def_int_td,0,,,,,
player,201011140buf,det,VandKy99,def_int_long,0,,,,,
player,201011140buf,det,VandKy99,pass_defended,0,,,,,
player,201011140buf,det,VandKy99,sacks,0.0,,,,,
player,201011140buf,det,VandKy99,tackles_combined,8,,,,,
player,201011140buf,det,VandKy99,tackles_solo,3,,,,,
player,201011140buf,det,VandKy99,tackles_assists,5,,,,,
player,201011140buf,det,VandKy99,tackles_loss,0,,,,,
player,201011140buf,det,VandKy99,qb_hits,0,,,,,
player,201011140buf,det,VandKy99,fumbles_rec,0,,,,,
player,201011140buf,det,VandKy99,fumbles_rec_yds,0,,,,,
player,201011140buf,det,VandKy99,fumbles_rec_td,0,,,,,
player,201011140buf,det,VandKy99,fumbles_forced,0,,,,,
player,201011140buf,det,JohnLa20,def_int,0,,,,,
player,201011140buf,det,JohnLa20,def_int_yds,0,,,,,
player,201011140buf,det,JohnLa20,def_int_td,0,,,,,
player,201011140buf,det,JohnLa20,def_int_long,0,,,,,
player,201011140buf,det,JohnLa20,pass_defended,0,,,,,
player,201011140buf,det,JohnLa20,sacks,0.0,,,,,
player,201011140buf,det,JohnLa20,tackles_combined,6,,,,,
player,201011140buf,det,JohnLa20,tackles_solo,6,,,,,
player,201011140buf,det,JohnLa20,tackles_assists,0,,,,,
player,201011140buf,det,JohnLa20,tackles_loss,0,,,,,
player,201011140buf,det,JohnLa20,qb_hits,0,,,,,
player,201011140buf,det,JohnLa20,fumbles_rec,0,,,,,
player,201011140buf,det,JohnLa20,fumbles_rec_yds,0,,,,,
player,201011140buf,det,JohnLa20,fumbles_rec_td,0,,,,,
player,201011140buf,det,JohnLa20,fumbles_forced,0,,,,,
player,201011140buf,det,LevyDe99,def_int,0,,,,,
player,201011140buf,det,LevyDe99,def_int_yds,0,,,,,
player,201011140buf,det,LevyDe99,def_int_td,0,,,,,
player,201011140buf,det,LevyDe99,def_int_long,0,,,,,
player,201011140buf,det,LevyDe99,pass_defended,0,,,,,
player,201011140buf,det,LevyDe99,sacks,0.0,,,,,
player,201011140buf,det,LevyDe99,tackles_combined,6,,,,,
player,201011140buf,det,LevyDe99,tackles_solo,3,,,,,
player,201011140buf,det,LevyDe99,tackles_assists,3,,,,,
player,201011140buf,det,LevyDe99,tackles_loss,0,,,,,
player,201011140buf,det,LevyDe99,qb_hits,0,,,,,
player,201011140buf,det,LevyDe99,fumbles_rec,1,,,,,
player,201011140buf,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201011140buf,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201011140buf,det,LevyDe99,fumbles_forced,0,,,,,
player,201011140buf,det,McBrTu99,def_int,0,,,,,
player,201011140buf,det,McBrTu99,def_int_yds,0,,,,,
player,201011140buf,det,McBrTu99,def_int_td,0,,,,,
player,201011140buf,det,McBrTu99,def_int_long,0,,,,,
player,201011140buf,det,McBrTu99,pass_defended,0,,,,,
player,201011140buf,det,McBrTu99,sacks,0.0,,,,,
player,201011140buf,det,McBrTu99,tackles_combined,6,,,,,
player,201011140buf,det,McBrTu99,tackles_solo,2,,,,,
player,201011140buf,det,McBrTu99,tackles_assists,4,,,,,
player,201011140buf,det,McBrTu99,tackles_loss,0,,,,,
player,201011140buf,det,McBrTu99,qb_hits,0,,,,,
player,201011140buf,det,McBrTu99,fumbles_rec,0,,,,,
player,201011140buf,det,McBrTu99,fumbles_rec_yds,0,,,,,
player,201011140buf,det,McBrTu99,fumbles_rec_td,0,,,,,
player,201011140buf,det,McBrTu99,fumbles_forced,0,,,,,
player,201011140buf,det,PeteJu00,def_int,0,,,,,
player,201011140buf,det,PeteJu00,def_int_yds,0,,,,,
player,201011140buf,det,PeteJu00,def_int_td,0,,,,,
player,201011140buf,det,PeteJu00,def_int_long,0,,,,,
player,201011140buf,det,PeteJu00,pass_defended,1,,,,,
player,201011140buf,det,PeteJu00,sacks,0.0,,,,,
player,201011140buf,det,PeteJu00,tackles_combined,6,,,,,
player,201011140buf,det,PeteJu00,tackles_solo,5,,,,,
player,201011140buf,det,PeteJu00,tackles_assists,1,,,,,
player,201011140buf,det,PeteJu00,tackles_loss,2,,,,,
player,201011140buf,det,PeteJu00,qb_hits,0,,,,,
player,201011140buf,det,PeteJu00,fumbles_rec,0,,,,,
player,201011140buf,det,PeteJu00,fumbles_rec_yds,0,,,,,
player,201011140buf,det,PeteJu00,fumbles_rec_td,0,,,,,
player,201011140buf,det,PeteJu00,fumbles_forced,0,,,,,
player,201011140buf,det,SpieAm99,def_int,0,,,,,
player,201011140buf,det,SpieAm99,def_int_yds,0,,,,,
player,201011140buf,det,SpieAm99,def_int_td,0,,,,,
player,201011140buf,det,SpieAm99,def_int_long,0,,,,,
player,201011140buf,det,SpieAm99,pass_defended,0,,,,,
player,201011140buf,det,SpieAm99,sacks,0.0,,,,,
player,201011140buf,det,SpieAm99,tackles_combined,6,,,,,
player,201011140buf,det,SpieAm99,tackles_solo,4,,,,,
player,201011140buf,det,SpieAm99,tackles_assists,2,,,,,
player,201011140buf,det,SpieAm99,tackles_loss,0,,,,,
player,201011140buf,det,SpieAm99,qb_hits,0,,,,,
player,201011140buf,det,SpieAm99,fumbles_rec,0,,,,,
