game,2010,8,20101031,201010310nyj,gnb,"Green Bay Packers",9,nyj,"New York Jets",0
player,201010310nyj,gnb,JennGr00,pass_att,0,,,,,
player,201010310nyj,gnb,JennGr00,pass_yds,0,,,,,
player,201010310nyj,gnb,JennGr00,pass_td,0,,,,,
player,201010310nyj,gnb,JennGr00,pass_int,0,,,,,
player,201010310nyj,gnb,JennGr00,pass_sacked,,,,,,
player,201010310nyj,gnb,JennGr00,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,JennGr00,pass_long,0,,,,,
player,201010310nyj,gnb,JennGr00,pass_rating,,,,,,
player,201010310nyj,gnb,JennGr00,rush_att,0,,,,,
player,201010310nyj,gnb,JennGr00,rush_yds,0,,,,,
player,201010310nyj,gnb,JennGr00,rush_td,0,,,,,
player,201010310nyj,gnb,JennGr00,rush_long,0,,,,,
player,201010310nyj,gnb,JennGr00,targets,12,,,,,
player,201010310nyj,gnb,JennGr00,rec,6,,,,,
player,201010310nyj,gnb,JennGr00,rec_yds,81,,,,,
player,201010310nyj,gnb,JennGr00,rec_td,0,,,,,
player,201010310nyj,gnb,JennGr00,rec_long,30,,,,,
player,201010310nyj,gnb,JennGr00,fumbles,0,,,,,
player,201010310nyj,gnb,JennGr00,fumbles_lost,,,,,,
player,201010310nyj,gnb,NelsJo00,pass_cmp,0,,,,,
player,201010310nyj,gnb,NelsJo00,pass_att,0,,,,,
player,201010310nyj,gnb,NelsJo00,pass_yds,0,,,,,
player,201010310nyj,gnb,NelsJo00,pass_td,0,,,,,
player,201010310nyj,gnb,NelsJo00,pass_int,0,,,,,
player,201010310nyj,gnb,NelsJo00,pass_sacked,,,,,,
player,201010310nyj,gnb,NelsJo00,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,NelsJo00,pass_long,0,,,,,
player,201010310nyj,gnb,NelsJo00,pass_rating,,,,,,
player,201010310nyj,gnb,NelsJo00,rush_att,0,,,,,
player,201010310nyj,gnb,NelsJo00,rush_yds,0,,,,,
player,201010310nyj,gnb,NelsJo00,rush_td,0,,,,,
player,201010310nyj,gnb,NelsJo00,rush_long,0,,,,,
player,201010310nyj,gnb,NelsJo00,targets,7,,,,,
player,201010310nyj,gnb,NelsJo00,rec,5,,,,,
player,201010310nyj,gnb,NelsJo00,rec_yds,55,,,,,
player,201010310nyj,gnb,NelsJo00,rec_td,0,,,,,
player,201010310nyj,gnb,NelsJo00,rec_long,19,,,,,
player,201010310nyj,gnb,NelsJo00,fumbles,0,,,,,
player,201010310nyj,gnb,NelsJo00,fumbles_lost,,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_cmp,0,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_att,0,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_yds,0,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_td,0,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_int,0,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_sacked,,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_long,0,,,,,
player,201010310nyj,gnb,SwaiBr00,pass_rating,,,,,,
player,201010310nyj,gnb,SwaiBr00,rush_att,0,,,,,
player,201010310nyj,gnb,SwaiBr00,rush_yds,0,,,,,
player,201010310nyj,gnb,SwaiBr00,rush_td,0,,,,,
player,201010310nyj,gnb,SwaiBr00,rush_long,0,,,,,
player,201010310nyj,gnb,SwaiBr00,targets,1,,,,,
player,201010310nyj,gnb,SwaiBr00,rec,1,,,,,
player,201010310nyj,gnb,SwaiBr00,rec_yds,12,,,,,
player,201010310nyj,gnb,SwaiBr00,rec_td,0,,,,,
player,201010310nyj,gnb,SwaiBr00,rec_long,12,,,,,
player,201010310nyj,gnb,SwaiBr00,fumbles,0,,,,,
player,201010310nyj,gnb,SwaiBr00,fumbles_lost,,,,,,
player,201010310nyj,gnb,LeexDo00,pass_cmp,0,,,,,
player,201010310nyj,gnb,LeexDo00,pass_att,0,,,,,
player,201010310nyj,gnb,LeexDo00,pass_yds,0,,,,,
player,201010310nyj,gnb,LeexDo00,pass_td,0,,,,,
player,201010310nyj,gnb,LeexDo00,pass_int,0,,,,,
player,201010310nyj,gnb,LeexDo00,pass_sacked,,,,,,
player,201010310nyj,gnb,LeexDo00,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,LeexDo00,pass_long,0,,,,,
player,201010310nyj,gnb,LeexDo00,pass_rating,,,,,,
player,201010310nyj,gnb,LeexDo00,rush_att,0,,,,,
player,201010310nyj,gnb,LeexDo00,rush_yds,0,,,,,
player,201010310nyj,gnb,LeexDo00,rush_td,0,,,,,
player,201010310nyj,gnb,LeexDo00,rush_long,0,,,,,
player,201010310nyj,gnb,LeexDo00,targets,2,,,,,
player,201010310nyj,gnb,LeexDo00,rec,1,,,,,
player,201010310nyj,gnb,LeexDo00,rec_yds,5,,,,,
player,201010310nyj,gnb,LeexDo00,rec_td,0,,,,,
player,201010310nyj,gnb,LeexDo00,rec_long,5,,,,,
player,201010310nyj,gnb,LeexDo00,fumbles,0,,,,,
player,201010310nyj,gnb,LeexDo00,fumbles_lost,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_cmp,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_att,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_yds,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_td,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_int,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_sacked,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_long,,,,,,
player,201010310nyj,gnb,JoneJa04,pass_rating,,,,,,
player,201010310nyj,gnb,JoneJa04,rush_att,,,,,,
player,201010310nyj,gnb,JoneJa04,rush_yds,,,,,,
player,201010310nyj,gnb,JoneJa04,rush_td,,,,,,
player,201010310nyj,gnb,JoneJa04,rush_long,,,,,,
player,201010310nyj,gnb,JoneJa04,targets,5,,,,,
player,201010310nyj,gnb,JoneJa04,rec,0,,,,,
player,201010310nyj,gnb,JoneJa04,rec_yds,0,,,,,
player,201010310nyj,gnb,JoneJa04,rec_td,0,,,,,
player,201010310nyj,gnb,JoneJa04,rec_long,,,,,,
player,201010310nyj,gnb,JoneJa04,fumbles,,,,,,
player,201010310nyj,gnb,JoneJa04,fumbles_lost,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_cmp,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_att,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_yds,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_td,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_int,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_sacked,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_long,,,,,,
player,201010310nyj,gnb,DrivDo00,pass_rating,,,,,,
player,201010310nyj,gnb,DrivDo00,rush_att,,,,,,
player,201010310nyj,gnb,DrivDo00,rush_yds,,,,,,
player,201010310nyj,gnb,DrivDo00,rush_td,,,,,,
player,201010310nyj,gnb,DrivDo00,rush_long,,,,,,
player,201010310nyj,gnb,DrivDo00,targets,3,,,,,
player,201010310nyj,gnb,DrivDo00,rec,0,,,,,
player,201010310nyj,gnb,DrivDo00,rec_yds,0,,,,,
player,201010310nyj,gnb,DrivDo00,rec_td,0,,,,,
player,201010310nyj,gnb,DrivDo00,rec_long,,,,,,
player,201010310nyj,gnb,DrivDo00,fumbles,,,,,,
player,201010310nyj,gnb,DrivDo00,fumbles_lost,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_cmp,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_att,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_yds,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_td,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_int,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_sacked,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_sacked_yds,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_long,,,,,,
player,201010310nyj,gnb,QuarAn00,pass_rating,,,,,,
player,201010310nyj,gnb,QuarAn00,rush_att,,,,,,
player,201010310nyj,gnb,QuarAn00,rush_yds,,,,,,
player,201010310nyj,gnb,QuarAn00,rush_td,,,,,,
player,201010310nyj,gnb,QuarAn00,rush_long,,,,,,
player,201010310nyj,gnb,QuarAn00,targets,2,,,,,
player,201010310nyj,gnb,QuarAn00,rec,0,,,,,
player,201010310nyj,gnb,QuarAn00,rec_yds,0,,,,,
player,201010310nyj,gnb,QuarAn00,rec_td,0,,,,,
player,201010310nyj,gnb,QuarAn00,rec_long,,,,,,
player,201010310nyj,gnb,QuarAn00,fumbles,,,,,,
player,201010310nyj,gnb,QuarAn00,fumbles_lost,,,,,,
player,201010310nyj,nyj,SancMa00,pass_cmp,16,,,,,
player,201010310nyj,nyj,SancMa00,pass_att,38,,,,,
player,201010310nyj,nyj,SancMa00,pass_yds,256,,,,,
player,201010310nyj,nyj,SancMa00,pass_td,0,,,,,
player,201010310nyj,nyj,SancMa00,pass_int,2,,,,,
player,201010310nyj,nyj,SancMa00,pass_sacked,2,,,,,
player,201010310nyj,nyj,SancMa00,pass_sacked_yds,15,,,,,
player,201010310nyj,nyj,SancMa00,pass_long,49,,,,,
player,201010310nyj,nyj,SancMa00,pass_rating,43.3,,,,,
player,201010310nyj,nyj,SancMa00,rush_att,2,,,,,
player,201010310nyj,nyj,SancMa00,rush_yds,22,,,,,
player,201010310nyj,nyj,SancMa00,rush_td,0,,,,,
player,201010310nyj,nyj,SancMa00,rush_long,20,,,,,
player,201010310nyj,nyj,SancMa00,targets,0,,,,,
player,201010310nyj,nyj,SancMa00,rec,0,,,,,
player,201010310nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201010310nyj,nyj,SancMa00,rec_td,0,,,,,
player,201010310nyj,nyj,SancMa00,rec_long,0,,,,,
player,201010310nyj,nyj,SancMa00,fumbles,0,,,,,
player,201010310nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201010310nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201010310nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201010310nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201010310nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201010310nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201010310nyj,nyj,TomlLa00,pass_sacked,,,,,,
player,201010310nyj,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201010310nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201010310nyj,nyj,TomlLa00,rush_att,16,,,,,
player,201010310nyj,nyj,TomlLa00,rush_yds,54,,,,,
player,201010310nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201010310nyj,nyj,TomlLa00,rush_long,8,,,,,
player,201010310nyj,nyj,TomlLa00,targets,7,,,,,
player,201010310nyj,nyj,TomlLa00,rec,5,,,,,
player,201010310nyj,nyj,TomlLa00,rec_yds,37,,,,,
player,201010310nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201010310nyj,nyj,TomlLa00,rec_long,12,,,,,
player,201010310nyj,nyj,TomlLa00,fumbles,1,,,,,
player,201010310nyj,nyj,TomlLa00,fumbles_lost,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_sacked,,,,,,
player,201010310nyj,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201010310nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201010310nyj,nyj,GreeSh00,rush_att,6,,,,,
player,201010310nyj,nyj,GreeSh00,rush_yds,22,,,,,
player,201010310nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201010310nyj,nyj,GreeSh00,rush_long,8,,,,,
player,201010310nyj,nyj,GreeSh00,targets,2,,,,,
player,201010310nyj,nyj,GreeSh00,rec,1,,,,,
player,201010310nyj,nyj,GreeSh00,rec_yds,10,,,,,
player,201010310nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201010310nyj,nyj,GreeSh00,rec_long,10,,,,,
player,201010310nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201010310nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201010310nyj,nyj,WeatSt20,pass_cmp,0,,,,,
player,201010310nyj,nyj,WeatSt20,pass_att,0,,,,,
player,201010310nyj,nyj,WeatSt20,pass_yds,0,,,,,
player,201010310nyj,nyj,WeatSt20,pass_td,0,,,,,
player,201010310nyj,nyj,WeatSt20,pass_int,0,,,,,
player,201010310nyj,nyj,WeatSt20,pass_sacked,,,,,,
player,201010310nyj,nyj,WeatSt20,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,WeatSt20,pass_long,0,,,,,
player,201010310nyj,nyj,WeatSt20,pass_rating,,,,,,
player,201010310nyj,nyj,WeatSt20,rush_att,1,,,,,
player,201010310nyj,nyj,WeatSt20,rush_yds,17,,,,,
player,201010310nyj,nyj,WeatSt20,rush_td,0,,,,,
player,201010310nyj,nyj,WeatSt20,rush_long,17,,,,,
player,201010310nyj,nyj,WeatSt20,targets,0,,,,,
player,201010310nyj,nyj,WeatSt20,rec,0,,,,,
player,201010310nyj,nyj,WeatSt20,rec_yds,0,,,,,
player,201010310nyj,nyj,WeatSt20,rec_td,0,,,,,
player,201010310nyj,nyj,WeatSt20,rec_long,0,,,,,
player,201010310nyj,nyj,WeatSt20,fumbles,0,,,,,
player,201010310nyj,nyj,WeatSt20,fumbles_lost,,,,,,
player,201010310nyj,nyj,SmitBr01,pass_cmp,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_att,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_yds,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_td,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_int,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_sacked,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,SmitBr01,pass_long,0,,,,,
player,201010310nyj,nyj,SmitBr01,pass_rating,,,,,,
player,201010310nyj,nyj,SmitBr01,rush_att,3,,,,,
player,201010310nyj,nyj,SmitBr01,rush_yds,12,,,,,
player,201010310nyj,nyj,SmitBr01,rush_td,0,,,,,
player,201010310nyj,nyj,SmitBr01,rush_long,5,,,,,
player,201010310nyj,nyj,SmitBr01,targets,0,,,,,
player,201010310nyj,nyj,SmitBr01,rec,0,,,,,
player,201010310nyj,nyj,SmitBr01,rec_yds,0,,,,,
player,201010310nyj,nyj,SmitBr01,rec_td,0,,,,,
player,201010310nyj,nyj,SmitBr01,rec_long,0,,,,,
player,201010310nyj,nyj,SmitBr01,fumbles,1,,,,,
player,201010310nyj,nyj,SmitBr01,fumbles_lost,1,,,,,
player,201010310nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201010310nyj,nyj,KellDu00,pass_att,0,,,,,
player,201010310nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201010310nyj,nyj,KellDu00,pass_td,0,,,,,
player,201010310nyj,nyj,KellDu00,pass_int,0,,,,,
player,201010310nyj,nyj,KellDu00,pass_sacked,,,,,,
player,201010310nyj,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,KellDu00,pass_long,0,,,,,
player,201010310nyj,nyj,KellDu00,pass_rating,,,,,,
player,201010310nyj,nyj,KellDu00,rush_att,0,,,,,
player,201010310nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201010310nyj,nyj,KellDu00,rush_td,0,,,,,
player,201010310nyj,nyj,KellDu00,rush_long,0,,,,,
player,201010310nyj,nyj,KellDu00,targets,6,,,,,
player,201010310nyj,nyj,KellDu00,rec,2,,,,,
player,201010310nyj,nyj,KellDu00,rec_yds,45,,,,,
player,201010310nyj,nyj,KellDu00,rec_td,0,,,,,
player,201010310nyj,nyj,KellDu00,rec_long,40,,,,,
player,201010310nyj,nyj,KellDu00,fumbles,0,,,,,
player,201010310nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201010310nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201010310nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201010310nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201010310nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201010310nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201010310nyj,nyj,HolmSa00,pass_sacked,,,,,,
player,201010310nyj,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201010310nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201010310nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201010310nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201010310nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201010310nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201010310nyj,nyj,HolmSa00,targets,6,,,,,
player,201010310nyj,nyj,HolmSa00,rec,3,,,,,
player,201010310nyj,nyj,HolmSa00,rec_yds,43,,,,,
player,201010310nyj,nyj,HolmSa00,rec_td,0,,,,,
player,201010310nyj,nyj,HolmSa00,rec_long,18,,,,,
player,201010310nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201010310nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201010310nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201010310nyj,nyj,EdwaBr00,rush_att,0,,,,,
player,201010310nyj,nyj,EdwaBr00,rush_yds,0,,,,,
player,201010310nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201010310nyj,nyj,EdwaBr00,rush_long,0,,,,,
player,201010310nyj,nyj,EdwaBr00,targets,4,,,,,
player,201010310nyj,nyj,EdwaBr00,rec,1,,,,,
player,201010310nyj,nyj,EdwaBr00,rec_yds,32,,,,,
player,201010310nyj,nyj,EdwaBr00,rec_td,0,,,,,
player,201010310nyj,nyj,EdwaBr00,rec_long,32,,,,,
player,201010310nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201010310nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201010310nyj,nyj,CotcJe00,pass_cmp,0,,,,,
player,201010310nyj,nyj,CotcJe00,pass_att,0,,,,,
player,201010310nyj,nyj,CotcJe00,pass_yds,0,,,,,
player,201010310nyj,nyj,CotcJe00,pass_td,0,,,,,
player,201010310nyj,nyj,CotcJe00,pass_int,0,,,,,
player,201010310nyj,nyj,CotcJe00,pass_sacked,,,,,,
player,201010310nyj,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201010310nyj,nyj,CotcJe00,pass_long,0,,,,,
player,201010310nyj,nyj,CotcJe00,pass_rating,,,,,,
player,201010310nyj,nyj,CotcJe00,rush_att,1,,,,,
player,201010310nyj,nyj,CotcJe00,rush_yds,-8,,,,,
player,201010310nyj,nyj,CotcJe00,rush_td,0,,,,,
player,201010310nyj,nyj,CotcJe00,rush_long,-8,,,,,
player,201010310nyj,nyj,CotcJe00,targets,13,,,,,
player,201010310nyj,nyj,CotcJe00,rec,4,,,,,
player,201010310nyj,nyj,CotcJe00,rec_yds,89,,,,,
player,201010310nyj,nyj,CotcJe00,rec_td,0,,,,,
player,201010310nyj,nyj,CotcJe00,rec_long,49,,,,,
player,201010310nyj,nyj,CotcJe00,fumbles,1,,,,,
player,201010310nyj,nyj,CotcJe00,fumbles_lost,,,,,,
player,201010310nyj,gnb,WillTr99,def_int,1,,,,,
player,201010310nyj,gnb,WillTr99,def_int_yds,0,,,,,
player,201010310nyj,gnb,WillTr99,def_int_td,0,,,,,
player,201010310nyj,gnb,WillTr99,def_int_long,0,,,,,
player,201010310nyj,gnb,WillTr99,pass_defended,2,,,,,
player,201010310nyj,gnb,WillTr99,sacks,0.0,,,,,
player,201010310nyj,gnb,WillTr99,tackles_combined,5,,,,,
player,201010310nyj,gnb,WillTr99,tackles_solo,4,,,,,
player,201010310nyj,gnb,WillTr99,tackles_assists,1,,,,,
player,201010310nyj,gnb,WillTr99,tackles_loss,0,,,,,
player,201010310nyj,gnb,WillTr99,qb_hits,0,,,,,
player,201010310nyj,gnb,WillTr99,fumbles_rec,1,,,,,
player,201010310nyj,gnb,WillTr99,fumbles_rec_yds,5,,,,,
player,201010310nyj,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201010310nyj,gnb,WillTr99,fumbles_forced,1,,,,,
player,201010310nyj,gnb,WoodCh00,def_int,1,,,,,
player,201010310nyj,gnb,WoodCh00,def_int_yds,0,,,,,
player,201010310nyj,gnb,WoodCh00,def_int_td,0,,,,,
player,201010310nyj,gnb,WoodCh00,def_int_long,0,,,,,
player,201010310nyj,gnb,WoodCh00,pass_defended,2,,,,,
player,201010310nyj,gnb,WoodCh00,sacks,0.0,,,,,
player,201010310nyj,gnb,WoodCh00,tackles_combined,3,,,,,
player,201010310nyj,gnb,WoodCh00,tackles_solo,3,,,,,
player,201010310nyj,gnb,WoodCh00,tackles_assists,0,,,,,
player,201010310nyj,gnb,WoodCh00,tackles_loss,0,,,,,
