game,2010,1,20100913,201009130nyj,rav,"Baltimore Ravens",10,nyj,"New York Jets",9
player,201009130nyj,nyj,ColeMa01,qb_hits,0,,,,,
player,201009130nyj,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201009130nyj,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201009130nyj,nyj,ColeDr20,def_int,0,,,,,
player,201009130nyj,nyj,ColeDr20,def_int_yds,0,,,,,
player,201009130nyj,nyj,ColeDr20,def_int_td,0,,,,,
player,201009130nyj,nyj,ColeDr20,def_int_long,0,,,,,
player,201009130nyj,nyj,ColeDr20,pass_defended,0,,,,,
player,201009130nyj,nyj,ColeDr20,sacks,0.0,,,,,
player,201009130nyj,nyj,ColeDr20,tackles_combined,1,,,,,
player,201009130nyj,nyj,ColeDr20,tackles_solo,1,,,,,
player,201009130nyj,nyj,ColeDr20,tackles_assists,0,,,,,
player,201009130nyj,nyj,ColeDr20,tackles_loss,0,,,,,
player,201009130nyj,nyj,ColeDr20,qb_hits,0,,,,,
player,201009130nyj,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201009130nyj,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,ColeDr20,fumbles_forced,0,,,,,
player,201009130nyj,nyj,JenkKr00,def_int,0,,,,,
player,201009130nyj,nyj,JenkKr00,def_int_yds,0,,,,,
player,201009130nyj,nyj,JenkKr00,def_int_td,0,,,,,
player,201009130nyj,nyj,JenkKr00,def_int_long,0,,,,,
player,201009130nyj,nyj,JenkKr00,pass_defended,0,,,,,
player,201009130nyj,nyj,JenkKr00,sacks,0.0,,,,,
player,201009130nyj,nyj,JenkKr00,tackles_combined,1,,,,,
player,201009130nyj,nyj,JenkKr00,tackles_solo,0,,,,,
player,201009130nyj,nyj,JenkKr00,tackles_assists,1,,,,,
player,201009130nyj,nyj,JenkKr00,tackles_loss,0,,,,,
player,201009130nyj,nyj,JenkKr00,qb_hits,0,,,,,
player,201009130nyj,nyj,JenkKr00,fumbles_rec,0,,,,,
player,201009130nyj,nyj,JenkKr00,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,JenkKr00,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,JenkKr00,fumbles_forced,0,,,,,
player,201009130nyj,nyj,KrouMa00,def_int,0,,,,,
player,201009130nyj,nyj,KrouMa00,def_int_yds,0,,,,,
player,201009130nyj,nyj,KrouMa00,def_int_td,0,,,,,
player,201009130nyj,nyj,KrouMa00,def_int_long,0,,,,,
player,201009130nyj,nyj,KrouMa00,pass_defended,0,,,,,
player,201009130nyj,nyj,KrouMa00,sacks,0.0,,,,,
player,201009130nyj,nyj,KrouMa00,tackles_combined,1,,,,,
player,201009130nyj,nyj,KrouMa00,tackles_solo,1,,,,,
player,201009130nyj,nyj,KrouMa00,tackles_assists,0,,,,,
player,201009130nyj,nyj,KrouMa00,tackles_loss,0,,,,,
player,201009130nyj,nyj,KrouMa00,qb_hits,0,,,,,
player,201009130nyj,nyj,KrouMa00,fumbles_rec,0,,,,,
player,201009130nyj,nyj,KrouMa00,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,KrouMa00,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,KrouMa00,fumbles_forced,0,,,,,
player,201009130nyj,nyj,LaurLa20,def_int,0,,,,,
player,201009130nyj,nyj,LaurLa20,def_int_yds,0,,,,,
player,201009130nyj,nyj,LaurLa20,def_int_td,0,,,,,
player,201009130nyj,nyj,LaurLa20,def_int_long,0,,,,,
player,201009130nyj,nyj,LaurLa20,pass_defended,0,,,,,
player,201009130nyj,nyj,LaurLa20,sacks,0.0,,,,,
player,201009130nyj,nyj,LaurLa20,tackles_combined,1,,,,,
player,201009130nyj,nyj,LaurLa20,tackles_solo,1,,,,,
player,201009130nyj,nyj,LaurLa20,tackles_assists,0,,,,,
player,201009130nyj,nyj,LaurLa20,tackles_loss,0,,,,,
player,201009130nyj,nyj,LaurLa20,qb_hits,0,,,,,
player,201009130nyj,nyj,LaurLa20,fumbles_rec,0,,,,,
player,201009130nyj,nyj,LaurLa20,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,LaurLa20,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,LaurLa20,fumbles_forced,0,,,,,
player,201009130nyj,nyj,LoweDw99,def_int,0,,,,,
player,201009130nyj,nyj,LoweDw99,def_int_yds,0,,,,,
player,201009130nyj,nyj,LoweDw99,def_int_td,0,,,,,
player,201009130nyj,nyj,LoweDw99,def_int_long,0,,,,,
player,201009130nyj,nyj,LoweDw99,pass_defended,0,,,,,
player,201009130nyj,nyj,LoweDw99,sacks,0.0,,,,,
player,201009130nyj,nyj,LoweDw99,tackles_combined,1,,,,,
player,201009130nyj,nyj,LoweDw99,tackles_solo,1,,,,,
player,201009130nyj,nyj,LoweDw99,tackles_assists,0,,,,,
player,201009130nyj,nyj,LoweDw99,tackles_loss,0,,,,,
player,201009130nyj,nyj,LoweDw99,qb_hits,0,,,,,
player,201009130nyj,nyj,LoweDw99,fumbles_rec,0,,,,,
player,201009130nyj,nyj,LoweDw99,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,LoweDw99,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,LoweDw99,fumbles_forced,0,,,,,
player,201009130nyj,nyj,SmitBr01,def_int,0,,,,,
player,201009130nyj,nyj,SmitBr01,def_int_yds,0,,,,,
player,201009130nyj,nyj,SmitBr01,def_int_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,def_int_long,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_defended,0,,,,,
player,201009130nyj,nyj,SmitBr01,sacks,0.0,,,,,
player,201009130nyj,nyj,SmitBr01,tackles_combined,1,,,,,
player,201009130nyj,nyj,SmitBr01,tackles_solo,1,,,,,
player,201009130nyj,nyj,SmitBr01,tackles_assists,0,,,,,
player,201009130nyj,nyj,SmitBr01,tackles_loss,0,,,,,
player,201009130nyj,nyj,SmitBr01,qb_hits,0,,,,,
player,201009130nyj,nyj,SmitBr01,fumbles_rec,0,,,,,
player,201009130nyj,nyj,SmitBr01,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,SmitBr01,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,fumbles_forced,0,,,,,
player,201009130nyj,nyj,WoodDa02,def_int,0,,,,,
player,201009130nyj,nyj,WoodDa02,def_int_yds,0,,,,,
player,201009130nyj,nyj,WoodDa02,def_int_td,0,,,,,
player,201009130nyj,nyj,WoodDa02,def_int_long,0,,,,,
player,201009130nyj,nyj,WoodDa02,pass_defended,0,,,,,
player,201009130nyj,nyj,WoodDa02,sacks,0.0,,,,,
player,201009130nyj,nyj,WoodDa02,tackles_combined,1,,,,,
player,201009130nyj,nyj,WoodDa02,tackles_solo,1,,,,,
player,201009130nyj,nyj,WoodDa02,tackles_assists,0,,,,,
player,201009130nyj,nyj,WoodDa02,tackles_loss,0,,,,,
player,201009130nyj,nyj,WoodDa02,qb_hits,0,,,,,
player,201009130nyj,nyj,WoodDa02,fumbles_rec,0,,,,,
player,201009130nyj,nyj,WoodDa02,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,WoodDa02,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,WoodDa02,fumbles_forced,0,,,,,
player,201009130nyj,rav,ZbikTo99,kick_ret,1,,,,,
player,201009130nyj,rav,ZbikTo99,kick_ret_yds,15,,,,,
player,201009130nyj,rav,ZbikTo99,kick_ret_yds_per_ret,15.0,,,,,
player,201009130nyj,rav,ZbikTo99,kick_ret_td,0,,,,,
player,201009130nyj,rav,ZbikTo99,kick_ret_long,15,,,,,
player,201009130nyj,rav,ZbikTo99,punt_ret,4,,,,,
player,201009130nyj,rav,ZbikTo99,punt_ret_yds,5,,,,,
player,201009130nyj,rav,ZbikTo99,punt_ret_yds_per_ret,1.3,,,,,
player,201009130nyj,rav,ZbikTo99,punt_ret_td,0,,,,,
player,201009130nyj,rav,ZbikTo99,punt_ret_long,10,,,,,
player,201009130nyj,rav,ParmJa00,kick_ret,3,,,,,
player,201009130nyj,rav,ParmJa00,kick_ret_yds,57,,,,,
player,201009130nyj,rav,ParmJa00,kick_ret_yds_per_ret,19.0,,,,,
player,201009130nyj,rav,ParmJa00,kick_ret_td,0,,,,,
player,201009130nyj,rav,ParmJa00,kick_ret_long,23,,,,,
player,201009130nyj,rav,ParmJa00,punt_ret,0,,,,,
player,201009130nyj,rav,ParmJa00,punt_ret_yds,0,,,,,
player,201009130nyj,rav,ParmJa00,punt_ret_yds_per_ret,,,,,,
player,201009130nyj,rav,ParmJa00,punt_ret_td,0,,,,,
player,201009130nyj,rav,ParmJa00,punt_ret_long,0,,,,,
player,201009130nyj,nyj,LeonJi23,kick_ret,0,,,,,
player,201009130nyj,nyj,LeonJi23,kick_ret_yds,0,,,,,
player,201009130nyj,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201009130nyj,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201009130nyj,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201009130nyj,nyj,LeonJi23,punt_ret,2,,,,,
player,201009130nyj,nyj,LeonJi23,punt_ret_yds,54,,,,,
player,201009130nyj,nyj,LeonJi23,punt_ret_yds_per_ret,27.0,,,,,
player,201009130nyj,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201009130nyj,nyj,LeonJi23,punt_ret_long,32,,,,,
player,201009130nyj,nyj,WilsKy99,kick_ret,0,,,,,
player,201009130nyj,nyj,WilsKy99,kick_ret_yds,0,,,,,
player,201009130nyj,nyj,WilsKy99,kick_ret_yds_per_ret,,,,,,
player,201009130nyj,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201009130nyj,nyj,WilsKy99,kick_ret_long,0,,,,,
player,201009130nyj,nyj,WilsKy99,punt_ret,2,,,,,
player,201009130nyj,nyj,WilsKy99,punt_ret_yds,8,,,,,
player,201009130nyj,nyj,WilsKy99,punt_ret_yds_per_ret,4.0,,,,,
player,201009130nyj,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201009130nyj,nyj,WilsKy99,punt_ret_long,8,,,,,
player,201009130nyj,nyj,SmitBr01,kick_ret,2,,,,,
player,201009130nyj,nyj,SmitBr01,kick_ret_yds,49,,,,,
player,201009130nyj,nyj,SmitBr01,kick_ret_yds_per_ret,24.5,,,,,
player,201009130nyj,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,kick_ret_long,32,,,,,
player,201009130nyj,nyj,SmitBr01,punt_ret,0,,,,,
player,201009130nyj,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201009130nyj,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201009130nyj,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201009130nyj,rav,cundibil01,xpm,1,,,,,
player,201009130nyj,rav,cundibil01,xpa,1,,,,,
player,201009130nyj,rav,cundibil01,fgm,1,,,,,
player,201009130nyj,rav,cundibil01,fga,1,,,,,
player,201009130nyj,rav,cundibil01,punt,0,,,,,
player,201009130nyj,rav,cundibil01,punt_yds,0,,,,,
player,201009130nyj,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201009130nyj,rav,cundibil01,punt_long,0,,,,,
player,201009130nyj,rav,KochSa20,xpm,,,,,,
player,201009130nyj,rav,KochSa20,xpa,,,,,,
player,201009130nyj,rav,KochSa20,fgm,,,,,,
player,201009130nyj,rav,KochSa20,fga,,,,,,
player,201009130nyj,rav,KochSa20,punt,6,,,,,
player,201009130nyj,rav,KochSa20,punt_yds,244,,,,,
player,201009130nyj,rav,KochSa20,punt_yds_per_punt,40.7,,,,,
player,201009130nyj,rav,KochSa20,punt_long,56,,,,,
player,201009130nyj,nyj,WeatSt20,xpm,,,,,,
player,201009130nyj,nyj,WeatSt20,xpa,,,,,,
player,201009130nyj,nyj,WeatSt20,fgm,,,,,,
player,201009130nyj,nyj,WeatSt20,fga,,,,,,
player,201009130nyj,nyj,WeatSt20,punt,6,,,,,
player,201009130nyj,nyj,WeatSt20,punt_yds,274,,,,,
player,201009130nyj,nyj,WeatSt20,punt_yds_per_punt,45.7,,,,,
player,201009130nyj,nyj,WeatSt20,punt_long,56,,,,,
player,201009130nyj,nyj,FolkNi20,xpm,,,,,,
player,201009130nyj,nyj,FolkNi20,xpa,,,,,,
player,201009130nyj,nyj,FolkNi20,fgm,3,,,,,
player,201009130nyj,nyj,FolkNi20,fga,3,,,,,
player,201009130nyj,nyj,FolkNi20,punt,0,,,,,
player,201009130nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201009130nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201009130nyj,nyj,FolkNi20,punt_long,0,,,,,
