game,2010,1,20100913,201009130nyj,rav,"Baltimore Ravens",10,nyj,"New York Jets",9
player,201009130nyj,rav,DickEd00,rush_long,,,,,,
player,201009130nyj,rav,DickEd00,targets,1,,,,,
player,201009130nyj,rav,DickEd00,rec,0,,,,,
player,201009130nyj,rav,DickEd00,rec_yds,0,,,,,
player,201009130nyj,rav,DickEd00,rec_td,0,,,,,
player,201009130nyj,rav,DickEd00,rec_long,,,,,,
player,201009130nyj,rav,DickEd00,fumbles,,,,,,
player,201009130nyj,rav,DickEd00,fumbles_lost,,,,,,
player,201009130nyj,nyj,SancMa00,pass_cmp,10,,,,,
player,201009130nyj,nyj,SancMa00,pass_att,21,,,,,
player,201009130nyj,nyj,SancMa00,pass_yds,74,,,,,
player,201009130nyj,nyj,SancMa00,pass_td,0,,,,,
player,201009130nyj,nyj,SancMa00,pass_int,0,,,,,
player,201009130nyj,nyj,SancMa00,pass_sacked,2,,,,,
player,201009130nyj,nyj,SancMa00,pass_sacked_yds,14,,,,,
player,201009130nyj,nyj,SancMa00,pass_long,13,,,,,
player,201009130nyj,nyj,SancMa00,pass_rating,56.4,,,,,
player,201009130nyj,nyj,SancMa00,rush_att,2,,,,,
player,201009130nyj,nyj,SancMa00,rush_yds,5,,,,,
player,201009130nyj,nyj,SancMa00,rush_td,0,,,,,
player,201009130nyj,nyj,SancMa00,rush_long,6,,,,,
player,201009130nyj,nyj,SancMa00,targets,0,,,,,
player,201009130nyj,nyj,SancMa00,rec,0,,,,,
player,201009130nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201009130nyj,nyj,SancMa00,rec_td,0,,,,,
player,201009130nyj,nyj,SancMa00,rec_long,0,,,,,
player,201009130nyj,nyj,SancMa00,fumbles,0,,,,,
player,201009130nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201009130nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201009130nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201009130nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201009130nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201009130nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201009130nyj,nyj,TomlLa00,pass_sacked,,,,,,
player,201009130nyj,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201009130nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201009130nyj,nyj,TomlLa00,rush_att,11,,,,,
player,201009130nyj,nyj,TomlLa00,rush_yds,62,,,,,
player,201009130nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201009130nyj,nyj,TomlLa00,rush_long,21,,,,,
player,201009130nyj,nyj,TomlLa00,targets,4,,,,,
player,201009130nyj,nyj,TomlLa00,rec,2,,,,,
player,201009130nyj,nyj,TomlLa00,rec_yds,16,,,,,
player,201009130nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201009130nyj,nyj,TomlLa00,rec_long,9,,,,,
player,201009130nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201009130nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201009130nyj,nyj,SmitBr01,pass_cmp,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_att,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_yds,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_int,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_sacked,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,SmitBr01,pass_long,0,,,,,
player,201009130nyj,nyj,SmitBr01,pass_rating,,,,,,
player,201009130nyj,nyj,SmitBr01,rush_att,2,,,,,
player,201009130nyj,nyj,SmitBr01,rush_yds,27,,,,,
player,201009130nyj,nyj,SmitBr01,rush_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,rush_long,22,,,,,
player,201009130nyj,nyj,SmitBr01,targets,0,,,,,
player,201009130nyj,nyj,SmitBr01,rec,0,,,,,
player,201009130nyj,nyj,SmitBr01,rec_yds,0,,,,,
player,201009130nyj,nyj,SmitBr01,rec_td,0,,,,,
player,201009130nyj,nyj,SmitBr01,rec_long,0,,,,,
player,201009130nyj,nyj,SmitBr01,fumbles,0,,,,,
player,201009130nyj,nyj,SmitBr01,fumbles_lost,,,,,,
player,201009130nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201009130nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201009130nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201009130nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201009130nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201009130nyj,nyj,GreeSh00,pass_sacked,,,,,,
player,201009130nyj,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201009130nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201009130nyj,nyj,GreeSh00,rush_att,5,,,,,
player,201009130nyj,nyj,GreeSh00,rush_yds,18,,,,,
player,201009130nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201009130nyj,nyj,GreeSh00,rush_long,8,,,,,
player,201009130nyj,nyj,GreeSh00,targets,2,,,,,
player,201009130nyj,nyj,GreeSh00,rec,1,,,,,
player,201009130nyj,nyj,GreeSh00,rec_yds,9,,,,,
player,201009130nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201009130nyj,nyj,GreeSh00,rec_long,9,,,,,
player,201009130nyj,nyj,GreeSh00,fumbles,2,,,,,
player,201009130nyj,nyj,GreeSh00,fumbles_lost,1,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201009130nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201009130nyj,nyj,EdwaBr00,rush_att,1,,,,,
player,201009130nyj,nyj,EdwaBr00,rush_yds,4,,,,,
player,201009130nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201009130nyj,nyj,EdwaBr00,rush_long,4,,,,,
player,201009130nyj,nyj,EdwaBr00,targets,3,,,,,
player,201009130nyj,nyj,EdwaBr00,rec,1,,,,,
player,201009130nyj,nyj,EdwaBr00,rec_yds,9,,,,,
player,201009130nyj,nyj,EdwaBr00,rec_td,0,,,,,
player,201009130nyj,nyj,EdwaBr00,rec_long,9,,,,,
player,201009130nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201009130nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201009130nyj,nyj,CotcJe00,pass_cmp,0,,,,,
player,201009130nyj,nyj,CotcJe00,pass_att,0,,,,,
player,201009130nyj,nyj,CotcJe00,pass_yds,0,,,,,
player,201009130nyj,nyj,CotcJe00,pass_td,0,,,,,
player,201009130nyj,nyj,CotcJe00,pass_int,0,,,,,
player,201009130nyj,nyj,CotcJe00,pass_sacked,,,,,,
player,201009130nyj,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,CotcJe00,pass_long,0,,,,,
player,201009130nyj,nyj,CotcJe00,pass_rating,,,,,,
player,201009130nyj,nyj,CotcJe00,rush_att,0,,,,,
player,201009130nyj,nyj,CotcJe00,rush_yds,0,,,,,
player,201009130nyj,nyj,CotcJe00,rush_td,0,,,,,
player,201009130nyj,nyj,CotcJe00,rush_long,0,,,,,
player,201009130nyj,nyj,CotcJe00,targets,5,,,,,
player,201009130nyj,nyj,CotcJe00,rec,2,,,,,
player,201009130nyj,nyj,CotcJe00,rec_yds,18,,,,,
player,201009130nyj,nyj,CotcJe00,rec_td,0,,,,,
player,201009130nyj,nyj,CotcJe00,rec_long,13,,,,,
player,201009130nyj,nyj,CotcJe00,fumbles,0,,,,,
player,201009130nyj,nyj,CotcJe00,fumbles_lost,,,,,,
player,201009130nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201009130nyj,nyj,KellDu00,pass_att,0,,,,,
player,201009130nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201009130nyj,nyj,KellDu00,pass_td,0,,,,,
player,201009130nyj,nyj,KellDu00,pass_int,0,,,,,
player,201009130nyj,nyj,KellDu00,pass_sacked,,,,,,
player,201009130nyj,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,KellDu00,pass_long,0,,,,,
player,201009130nyj,nyj,KellDu00,pass_rating,,,,,,
player,201009130nyj,nyj,KellDu00,rush_att,0,,,,,
player,201009130nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201009130nyj,nyj,KellDu00,rush_td,0,,,,,
player,201009130nyj,nyj,KellDu00,rush_long,0,,,,,
player,201009130nyj,nyj,KellDu00,targets,5,,,,,
player,201009130nyj,nyj,KellDu00,rec,2,,,,,
player,201009130nyj,nyj,KellDu00,rec_yds,13,,,,,
player,201009130nyj,nyj,KellDu00,rec_td,0,,,,,
player,201009130nyj,nyj,KellDu00,rec_long,9,,,,,
player,201009130nyj,nyj,KellDu00,fumbles,0,,,,,
player,201009130nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201009130nyj,nyj,RichTo00,pass_cmp,0,,,,,
player,201009130nyj,nyj,RichTo00,pass_att,0,,,,,
player,201009130nyj,nyj,RichTo00,pass_yds,0,,,,,
player,201009130nyj,nyj,RichTo00,pass_td,0,,,,,
player,201009130nyj,nyj,RichTo00,pass_int,0,,,,,
player,201009130nyj,nyj,RichTo00,pass_sacked,,,,,,
player,201009130nyj,nyj,RichTo00,pass_sacked_yds,,,,,,
player,201009130nyj,nyj,RichTo00,pass_long,0,,,,,
player,201009130nyj,nyj,RichTo00,pass_rating,,,,,,
player,201009130nyj,nyj,RichTo00,rush_att,0,,,,,
player,201009130nyj,nyj,RichTo00,rush_yds,0,,,,,
player,201009130nyj,nyj,RichTo00,rush_td,0,,,,,
player,201009130nyj,nyj,RichTo00,rush_long,0,,,,,
player,201009130nyj,nyj,RichTo00,targets,2,,,,,
player,201009130nyj,nyj,RichTo00,rec,2,,,,,
player,201009130nyj,nyj,RichTo00,rec_yds,9,,,,,
player,201009130nyj,nyj,RichTo00,rec_td,0,,,,,
player,201009130nyj,nyj,RichTo00,rec_long,5,,,,,
player,201009130nyj,nyj,RichTo00,fumbles,0,,,,,
player,201009130nyj,nyj,RichTo00,fumbles_lost,,,,,,
player,201009130nyj,rav,NgatHa20,def_int,0,,,,,
player,201009130nyj,rav,NgatHa20,def_int_yds,0,,,,,
player,201009130nyj,rav,NgatHa20,def_int_td,0,,,,,
player,201009130nyj,rav,NgatHa20,def_int_long,0,,,,,
player,201009130nyj,rav,NgatHa20,pass_defended,0,,,,,
player,201009130nyj,rav,NgatHa20,sacks,1.0,,,,,
player,201009130nyj,rav,NgatHa20,tackles_combined,4,,,,,
player,201009130nyj,rav,NgatHa20,tackles_solo,3,,,,,
player,201009130nyj,rav,NgatHa20,tackles_assists,1,,,,,
player,201009130nyj,rav,NgatHa20,tackles_loss,1,,,,,
player,201009130nyj,rav,NgatHa20,qb_hits,2,,,,,
player,201009130nyj,rav,NgatHa20,fumbles_rec,0,,,,,
player,201009130nyj,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,NgatHa20,fumbles_forced,0,,,,,
player,201009130nyj,rav,SuggTe99,def_int,0,,,,,
player,201009130nyj,rav,SuggTe99,def_int_yds,0,,,,,
player,201009130nyj,rav,SuggTe99,def_int_td,0,,,,,
player,201009130nyj,rav,SuggTe99,def_int_long,0,,,,,
player,201009130nyj,rav,SuggTe99,pass_defended,0,,,,,
player,201009130nyj,rav,SuggTe99,sacks,0.5,,,,,
player,201009130nyj,rav,SuggTe99,tackles_combined,6,,,,,
player,201009130nyj,rav,SuggTe99,tackles_solo,4,,,,,
player,201009130nyj,rav,SuggTe99,tackles_assists,2,,,,,
player,201009130nyj,rav,SuggTe99,tackles_loss,0,,,,,
player,201009130nyj,rav,SuggTe99,qb_hits,1,,,,,
player,201009130nyj,rav,SuggTe99,fumbles_rec,0,,,,,
player,201009130nyj,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,SuggTe99,fumbles_forced,1,,,,,
player,201009130nyj,rav,JohnJa23,def_int,0,,,,,
player,201009130nyj,rav,JohnJa23,def_int_yds,0,,,,,
player,201009130nyj,rav,JohnJa23,def_int_td,0,,,,,
player,201009130nyj,rav,JohnJa23,def_int_long,0,,,,,
player,201009130nyj,rav,JohnJa23,pass_defended,0,,,,,
player,201009130nyj,rav,JohnJa23,sacks,0.5,,,,,
player,201009130nyj,rav,JohnJa23,tackles_combined,2,,,,,
player,201009130nyj,rav,JohnJa23,tackles_solo,1,,,,,
player,201009130nyj,rav,JohnJa23,tackles_assists,1,,,,,
player,201009130nyj,rav,JohnJa23,tackles_loss,0,,,,,
player,201009130nyj,rav,JohnJa23,qb_hits,1,,,,,
player,201009130nyj,rav,JohnJa23,fumbles_rec,0,,,,,
player,201009130nyj,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,JohnJa23,fumbles_forced,0,,,,,
player,201009130nyj,rav,McClJa01,def_int,0,,,,,
player,201009130nyj,rav,McClJa01,def_int_yds,0,,,,,
player,201009130nyj,rav,McClJa01,def_int_td,0,,,,,
player,201009130nyj,rav,McClJa01,def_int_long,0,,,,,
player,201009130nyj,rav,McClJa01,pass_defended,0,,,,,
player,201009130nyj,rav,McClJa01,sacks,0.0,,,,,
player,201009130nyj,rav,McClJa01,tackles_combined,6,,,,,
player,201009130nyj,rav,McClJa01,tackles_solo,4,,,,,
player,201009130nyj,rav,McClJa01,tackles_assists,2,,,,,
player,201009130nyj,rav,McClJa01,tackles_loss,0,,,,,
player,201009130nyj,rav,McClJa01,qb_hits,0,,,,,
player,201009130nyj,rav,McClJa01,fumbles_rec,0,,,,,
player,201009130nyj,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,McClJa01,fumbles_forced,0,,,,,
player,201009130nyj,rav,LandDa21,def_int,0,,,,,
player,201009130nyj,rav,LandDa21,def_int_yds,0,,,,,
player,201009130nyj,rav,LandDa21,def_int_td,0,,,,,
player,201009130nyj,rav,LandDa21,def_int_long,0,,,,,
player,201009130nyj,rav,LandDa21,pass_defended,0,,,,,
player,201009130nyj,rav,LandDa21,sacks,0.0,,,,,
player,201009130nyj,rav,LandDa21,tackles_combined,5,,,,,
player,201009130nyj,rav,LandDa21,tackles_solo,2,,,,,
player,201009130nyj,rav,LandDa21,tackles_assists,3,,,,,
player,201009130nyj,rav,LandDa21,tackles_loss,0,,,,,
player,201009130nyj,rav,LandDa21,qb_hits,0,,,,,
player,201009130nyj,rav,LandDa21,fumbles_rec,1,,,,,
player,201009130nyj,rav,LandDa21,fumbles_rec_yds,0,,,,,
