game,2010,14,20101212,201012120jax,rai,"Oakland Raiders",31,jax,"Jacksonville Jaguars",38
player,201012120jax,jax,LaneAu99,sacks,0.0,,,,,
player,201012120jax,jax,LaneAu99,tackles_combined,2,,,,,
player,201012120jax,jax,LaneAu99,tackles_solo,2,,,,,
player,201012120jax,jax,LaneAu99,tackles_assists,0,,,,,
player,201012120jax,jax,LaneAu99,tackles_loss,0,,,,,
player,201012120jax,jax,LaneAu99,qb_hits,0,,,,,
player,201012120jax,jax,LaneAu99,fumbles_rec,0,,,,,
player,201012120jax,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,LaneAu99,fumbles_forced,0,,,,,
player,201012120jax,jax,MathRa99,def_int,0,,,,,
player,201012120jax,jax,MathRa99,def_int_yds,0,,,,,
player,201012120jax,jax,MathRa99,def_int_td,0,,,,,
player,201012120jax,jax,MathRa99,def_int_long,0,,,,,
player,201012120jax,jax,MathRa99,pass_defended,0,,,,,
player,201012120jax,jax,MathRa99,sacks,0.0,,,,,
player,201012120jax,jax,MathRa99,tackles_combined,2,,,,,
player,201012120jax,jax,MathRa99,tackles_solo,2,,,,,
player,201012120jax,jax,MathRa99,tackles_assists,0,,,,,
player,201012120jax,jax,MathRa99,tackles_loss,0,,,,,
player,201012120jax,jax,MathRa99,qb_hits,0,,,,,
player,201012120jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201012120jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201012120jax,jax,OsgoKa00,def_int,0,,,,,
player,201012120jax,jax,OsgoKa00,def_int_yds,0,,,,,
player,201012120jax,jax,OsgoKa00,def_int_td,0,,,,,
player,201012120jax,jax,OsgoKa00,def_int_long,0,,,,,
player,201012120jax,jax,OsgoKa00,pass_defended,0,,,,,
player,201012120jax,jax,OsgoKa00,sacks,0.0,,,,,
player,201012120jax,jax,OsgoKa00,tackles_combined,2,,,,,
player,201012120jax,jax,OsgoKa00,tackles_solo,2,,,,,
player,201012120jax,jax,OsgoKa00,tackles_assists,0,,,,,
player,201012120jax,jax,OsgoKa00,tackles_loss,0,,,,,
player,201012120jax,jax,OsgoKa00,qb_hits,0,,,,,
player,201012120jax,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201012120jax,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201012120jax,jax,OsgoKa00,fumbles_forced,1,,,,,
player,201012120jax,jax,OwenMo01,def_int,0,,,,,
player,201012120jax,jax,OwenMo01,def_int_yds,0,,,,,
player,201012120jax,jax,OwenMo01,def_int_td,0,,,,,
player,201012120jax,jax,OwenMo01,def_int_long,0,,,,,
player,201012120jax,jax,OwenMo01,pass_defended,0,,,,,
player,201012120jax,jax,OwenMo01,sacks,0.0,,,,,
player,201012120jax,jax,OwenMo01,tackles_combined,2,,,,,
player,201012120jax,jax,OwenMo01,tackles_solo,2,,,,,
player,201012120jax,jax,OwenMo01,tackles_assists,0,,,,,
player,201012120jax,jax,OwenMo01,tackles_loss,0,,,,,
player,201012120jax,jax,OwenMo01,qb_hits,0,,,,,
player,201012120jax,jax,OwenMo01,fumbles_rec,1,,,,,
player,201012120jax,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201012120jax,jax,OwenMo01,fumbles_forced,0,,,,,
player,201012120jax,jax,AluaTy99,def_int,0,,,,,
player,201012120jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201012120jax,jax,AluaTy99,def_int_td,0,,,,,
player,201012120jax,jax,AluaTy99,def_int_long,0,,,,,
player,201012120jax,jax,AluaTy99,pass_defended,0,,,,,
player,201012120jax,jax,AluaTy99,sacks,0.0,,,,,
player,201012120jax,jax,AluaTy99,tackles_combined,1,,,,,
player,201012120jax,jax,AluaTy99,tackles_solo,1,,,,,
player,201012120jax,jax,AluaTy99,tackles_assists,0,,,,,
player,201012120jax,jax,AluaTy99,tackles_loss,0,,,,,
player,201012120jax,jax,AluaTy99,qb_hits,0,,,,,
player,201012120jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201012120jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201012120jax,jax,KariDe00,def_int,0,,,,,
player,201012120jax,jax,KariDe00,def_int_yds,0,,,,,
player,201012120jax,jax,KariDe00,def_int_td,0,,,,,
player,201012120jax,jax,KariDe00,def_int_long,0,,,,,
player,201012120jax,jax,KariDe00,pass_defended,0,,,,,
player,201012120jax,jax,KariDe00,sacks,0.0,,,,,
player,201012120jax,jax,KariDe00,tackles_combined,1,,,,,
player,201012120jax,jax,KariDe00,tackles_solo,1,,,,,
player,201012120jax,jax,KariDe00,tackles_assists,0,,,,,
player,201012120jax,jax,KariDe00,tackles_loss,0,,,,,
player,201012120jax,jax,KariDe00,qb_hits,0,,,,,
player,201012120jax,jax,KariDe00,fumbles_rec,0,,,,,
player,201012120jax,jax,KariDe00,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,KariDe00,fumbles_rec_td,0,,,,,
player,201012120jax,jax,KariDe00,fumbles_forced,0,,,,,
player,201012120jax,jax,MoslC.20,def_int,0,,,,,
player,201012120jax,jax,MoslC.20,def_int_yds,0,,,,,
player,201012120jax,jax,MoslC.20,def_int_td,0,,,,,
player,201012120jax,jax,MoslC.20,def_int_long,0,,,,,
player,201012120jax,jax,MoslC.20,pass_defended,0,,,,,
player,201012120jax,jax,MoslC.20,sacks,0.0,,,,,
player,201012120jax,jax,MoslC.20,tackles_combined,1,,,,,
player,201012120jax,jax,MoslC.20,tackles_solo,1,,,,,
player,201012120jax,jax,MoslC.20,tackles_assists,0,,,,,
player,201012120jax,jax,MoslC.20,tackles_loss,0,,,,,
player,201012120jax,jax,MoslC.20,qb_hits,0,,,,,
player,201012120jax,jax,MoslC.20,fumbles_rec,0,,,,,
player,201012120jax,jax,MoslC.20,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,MoslC.20,fumbles_rec_td,0,,,,,
player,201012120jax,jax,MoslC.20,fumbles_forced,0,,,,,
player,201012120jax,jax,SmitDa24,def_int,0,,,,,
player,201012120jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201012120jax,jax,SmitDa24,def_int_td,0,,,,,
player,201012120jax,jax,SmitDa24,def_int_long,0,,,,,
player,201012120jax,jax,SmitDa24,pass_defended,1,,,,,
player,201012120jax,jax,SmitDa24,sacks,0.0,,,,,
player,201012120jax,jax,SmitDa24,tackles_combined,0,,,,,
player,201012120jax,jax,SmitDa24,tackles_solo,0,,,,,
player,201012120jax,jax,SmitDa24,tackles_assists,0,,,,,
player,201012120jax,jax,SmitDa24,tackles_loss,0,,,,,
player,201012120jax,jax,SmitDa24,qb_hits,0,,,,,
player,201012120jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201012120jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201012120jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201012120jax,jax,MorgAa00,def_int,,,,,,
player,201012120jax,jax,MorgAa00,def_int_yds,,,,,,
player,201012120jax,jax,MorgAa00,def_int_td,,,,,,
player,201012120jax,jax,MorgAa00,def_int_long,,,,,,
player,201012120jax,jax,MorgAa00,pass_defended,0,,,,,
player,201012120jax,jax,MorgAa00,sacks,0.0,,,,,
player,201012120jax,jax,MorgAa00,tackles_combined,0,,,,,
player,201012120jax,jax,MorgAa00,tackles_solo,0,,,,,
player,201012120jax,jax,MorgAa00,tackles_assists,0,,,,,
player,201012120jax,jax,MorgAa00,tackles_loss,0,,,,,
player,201012120jax,jax,MorgAa00,qb_hits,1,,,,,
player,201012120jax,jax,MorgAa00,fumbles_rec,0,,,,,
player,201012120jax,jax,MorgAa00,fumbles_rec_yds,,,,,,
player,201012120jax,jax,MorgAa00,fumbles_rec_td,,,,,,
player,201012120jax,jax,MorgAa00,fumbles_forced,0,,,,,
player,201012120jax,rai,HiggJo00,kick_ret,0,,,,,
player,201012120jax,rai,HiggJo00,kick_ret_yds,0,,,,,
player,201012120jax,rai,HiggJo00,kick_ret_yds_per_ret,,,,,,
player,201012120jax,rai,HiggJo00,kick_ret_td,0,,,,,
player,201012120jax,rai,HiggJo00,kick_ret_long,0,,,,,
player,201012120jax,rai,HiggJo00,punt_ret,3,,,,,
player,201012120jax,rai,HiggJo00,punt_ret_yds,9,,,,,
player,201012120jax,rai,HiggJo00,punt_ret_yds_per_ret,3.0,,,,,
player,201012120jax,rai,HiggJo00,punt_ret_td,0,,,,,
player,201012120jax,rai,HiggJo00,punt_ret_long,6,,,,,
player,201012120jax,rai,FordJa01,kick_ret,5,,,,,
player,201012120jax,rai,FordJa01,kick_ret_yds,86,,,,,
player,201012120jax,rai,FordJa01,kick_ret_yds_per_ret,17.2,,,,,
player,201012120jax,rai,FordJa01,kick_ret_td,0,,,,,
player,201012120jax,rai,FordJa01,kick_ret_long,27,,,,,
player,201012120jax,rai,FordJa01,punt_ret,0,,,,,
player,201012120jax,rai,FordJa01,punt_ret_yds,0,,,,,
player,201012120jax,rai,FordJa01,punt_ret_yds_per_ret,,,,,,
player,201012120jax,rai,FordJa01,punt_ret_td,0,,,,,
player,201012120jax,rai,FordJa01,punt_ret_long,0,,,,,
player,201012120jax,jax,ThomMi01,kick_ret,0,,,,,
player,201012120jax,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201012120jax,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201012120jax,jax,ThomMi01,kick_ret_td,0,,,,,
player,201012120jax,jax,ThomMi01,kick_ret_long,0,,,,,
player,201012120jax,jax,ThomMi01,punt_ret,2,,,,,
player,201012120jax,jax,ThomMi01,punt_ret_yds,11,,,,,
player,201012120jax,jax,ThomMi01,punt_ret_yds_per_ret,5.5,,,,,
player,201012120jax,jax,ThomMi01,punt_ret_td,0,,,,,
player,201012120jax,jax,ThomMi01,punt_ret_long,12,,,,,
player,201012120jax,jax,KariDe00,kick_ret,4,,,,,
player,201012120jax,jax,KariDe00,kick_ret_yds,141,,,,,
player,201012120jax,jax,KariDe00,kick_ret_yds_per_ret,35.3,,,,,
player,201012120jax,jax,KariDe00,kick_ret_td,0,,,,,
player,201012120jax,jax,KariDe00,kick_ret_long,65,,,,,
player,201012120jax,jax,KariDe00,punt_ret,0,,,,,
player,201012120jax,jax,KariDe00,punt_ret_yds,0,,,,,
player,201012120jax,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201012120jax,jax,KariDe00,punt_ret_td,0,,,,,
player,201012120jax,jax,KariDe00,punt_ret_long,0,,,,,
player,201012120jax,jax,MillZa02,kick_ret,1,,,,,
player,201012120jax,jax,MillZa02,kick_ret_yds,22,,,,,
player,201012120jax,jax,MillZa02,kick_ret_yds_per_ret,22.0,,,,,
player,201012120jax,jax,MillZa02,kick_ret_td,0,,,,,
player,201012120jax,jax,MillZa02,kick_ret_long,22,,,,,
player,201012120jax,jax,MillZa02,punt_ret,0,,,,,
player,201012120jax,jax,MillZa02,punt_ret_yds,0,,,,,
player,201012120jax,jax,MillZa02,punt_ret_yds_per_ret,,,,,,
player,201012120jax,jax,MillZa02,punt_ret_td,0,,,,,
player,201012120jax,jax,MillZa02,punt_ret_long,0,,,,,
player,201012120jax,rai,janikseb01,xpm,4,,,,,
player,201012120jax,rai,janikseb01,xpa,4,,,,,
player,201012120jax,rai,janikseb01,fgm,1,,,,,
player,201012120jax,rai,janikseb01,fga,1,,,,,
player,201012120jax,rai,janikseb01,punt,0,,,,,
player,201012120jax,rai,janikseb01,punt_yds,0,,,,,
player,201012120jax,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201012120jax,rai,janikseb01,punt_long,0,,,,,
player,201012120jax,rai,LechSh20,xpm,,,,,,
player,201012120jax,rai,LechSh20,xpa,,,,,,
player,201012120jax,rai,LechSh20,fgm,,,,,,
player,201012120jax,rai,LechSh20,fga,,,,,,
player,201012120jax,rai,LechSh20,punt,5,,,,,
player,201012120jax,rai,LechSh20,punt_yds,210,,,,,
player,201012120jax,rai,LechSh20,punt_yds_per_punt,42.0,,,,,
player,201012120jax,rai,LechSh20,punt_long,50,,,,,
player,201012120jax,jax,scobejos01,xpm,5,,,,,
player,201012120jax,jax,scobejos01,xpa,5,,,,,
player,201012120jax,jax,scobejos01,fgm,1,,,,,
player,201012120jax,jax,scobejos01,fga,1,,,,,
player,201012120jax,jax,scobejos01,punt,0,,,,,
player,201012120jax,jax,scobejos01,punt_yds,0,,,,,
player,201012120jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201012120jax,jax,scobejos01,punt_long,0,,,,,
player,201012120jax,jax,PodlAd20,xpm,,,,,,
player,201012120jax,jax,PodlAd20,xpa,,,,,,
player,201012120jax,jax,PodlAd20,fgm,,,,,,
player,201012120jax,jax,PodlAd20,fga,,,,,,
player,201012120jax,jax,PodlAd20,punt,5,,,,,
player,201012120jax,jax,PodlAd20,punt_yds,207,,,,,
player,201012120jax,jax,PodlAd20,punt_yds_per_punt,41.4,,,,,
player,201012120jax,jax,PodlAd20,punt_long,47,,,,,
