game,2010,14,20101212,201012120pit,cin,"Cincinnati Bengals",7,pit,"Pittsburgh Steelers",23
player,201012120pit,cin,BensCe00,pass_cmp,0,,,,,
player,201012120pit,cin,BensCe00,pass_att,0,,,,,
player,201012120pit,cin,BensCe00,pass_yds,0,,,,,
player,201012120pit,cin,BensCe00,pass_td,0,,,,,
player,201012120pit,cin,BensCe00,pass_int,0,,,,,
player,201012120pit,cin,BensCe00,pass_sacked,,,,,,
player,201012120pit,cin,BensCe00,pass_sacked_yds,,,,,,
player,201012120pit,cin,BensCe00,pass_long,0,,,,,
player,201012120pit,cin,BensCe00,pass_rating,,,,,,
player,201012120pit,cin,BensCe00,rush_att,8,,,,,
player,201012120pit,cin,BensCe00,rush_yds,19,,,,,
player,201012120pit,cin,BensCe00,rush_td,0,,,,,
player,201012120pit,cin,BensCe00,rush_long,7,,,,,
player,201012120pit,cin,BensCe00,targets,3,,,,,
player,201012120pit,cin,BensCe00,rec,3,,,,,
player,201012120pit,cin,BensCe00,rec_yds,26,,,,,
player,201012120pit,cin,BensCe00,rec_td,0,,,,,
player,201012120pit,cin,BensCe00,rec_long,24,,,,,
player,201012120pit,cin,BensCe00,fumbles,0,,,,,
player,201012120pit,cin,BensCe00,fumbles_lost,,,,,,
player,201012120pit,cin,ScotBe00,pass_cmp,0,,,,,
player,201012120pit,cin,ScotBe00,pass_att,0,,,,,
player,201012120pit,cin,ScotBe00,pass_yds,0,,,,,
player,201012120pit,cin,ScotBe00,pass_td,0,,,,,
player,201012120pit,cin,ScotBe00,pass_int,0,,,,,
player,201012120pit,cin,ScotBe00,pass_sacked,,,,,,
player,201012120pit,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201012120pit,cin,ScotBe00,pass_long,0,,,,,
player,201012120pit,cin,ScotBe00,pass_rating,,,,,,
player,201012120pit,cin,ScotBe00,rush_att,4,,,,,
player,201012120pit,cin,ScotBe00,rush_yds,15,,,,,
player,201012120pit,cin,ScotBe00,rush_td,0,,,,,
player,201012120pit,cin,ScotBe00,rush_long,8,,,,,
player,201012120pit,cin,ScotBe00,targets,0,,,,,
player,201012120pit,cin,ScotBe00,rec,0,,,,,
player,201012120pit,cin,ScotBe00,rec_yds,0,,,,,
player,201012120pit,cin,ScotBe00,rec_td,0,,,,,
player,201012120pit,cin,ScotBe00,rec_long,0,,,,,
player,201012120pit,cin,ScotBe00,fumbles,0,,,,,
player,201012120pit,cin,ScotBe00,fumbles_lost,,,,,,
player,201012120pit,cin,JohnCh01,pass_cmp,0,,,,,
player,201012120pit,cin,JohnCh01,pass_att,0,,,,,
player,201012120pit,cin,JohnCh01,pass_yds,0,,,,,
player,201012120pit,cin,JohnCh01,pass_td,0,,,,,
player,201012120pit,cin,JohnCh01,pass_int,0,,,,,
player,201012120pit,cin,JohnCh01,pass_sacked,0,,,,,
player,201012120pit,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201012120pit,cin,JohnCh01,pass_long,0,,,,,
player,201012120pit,cin,JohnCh01,pass_rating,,,,,,
player,201012120pit,cin,JohnCh01,rush_att,0,,,,,
player,201012120pit,cin,JohnCh01,rush_yds,0,,,,,
player,201012120pit,cin,JohnCh01,rush_td,0,,,,,
player,201012120pit,cin,JohnCh01,rush_long,0,,,,,
player,201012120pit,cin,JohnCh01,targets,9,,,,,
player,201012120pit,cin,JohnCh01,rec,6,,,,,
player,201012120pit,cin,JohnCh01,rec_yds,71,,,,,
player,201012120pit,cin,JohnCh01,rec_td,0,,,,,
player,201012120pit,cin,JohnCh01,rec_long,16,,,,,
player,201012120pit,cin,JohnCh01,fumbles,0,,,,,
player,201012120pit,cin,JohnCh01,fumbles_lost,,,,,,
player,201012120pit,cin,ShipJo00,pass_cmp,0,,,,,
player,201012120pit,cin,ShipJo00,pass_att,0,,,,,
player,201012120pit,cin,ShipJo00,pass_yds,0,,,,,
player,201012120pit,cin,ShipJo00,pass_td,0,,,,,
player,201012120pit,cin,ShipJo00,pass_int,0,,,,,
player,201012120pit,cin,ShipJo00,pass_sacked,,,,,,
player,201012120pit,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201012120pit,cin,ShipJo00,pass_long,0,,,,,
player,201012120pit,cin,ShipJo00,pass_rating,,,,,,
player,201012120pit,cin,ShipJo00,rush_att,0,,,,,
player,201012120pit,cin,ShipJo00,rush_yds,0,,,,,
player,201012120pit,cin,ShipJo00,rush_td,0,,,,,
player,201012120pit,cin,ShipJo00,rush_long,0,,,,,
player,201012120pit,cin,ShipJo00,targets,4,,,,,
player,201012120pit,cin,ShipJo00,rec,3,,,,,
player,201012120pit,cin,ShipJo00,rec_yds,26,,,,,
player,201012120pit,cin,ShipJo00,rec_td,0,,,,,
player,201012120pit,cin,ShipJo00,rec_long,16,,,,,
player,201012120pit,cin,ShipJo00,fumbles,0,,,,,
player,201012120pit,cin,ShipJo00,fumbles_lost,,,,,,
player,201012120pit,cin,OwenTe00,pass_cmp,0,,,,,
player,201012120pit,cin,OwenTe00,pass_att,0,,,,,
player,201012120pit,cin,OwenTe00,pass_yds,0,,,,,
player,201012120pit,cin,OwenTe00,pass_td,0,,,,,
player,201012120pit,cin,OwenTe00,pass_int,0,,,,,
player,201012120pit,cin,OwenTe00,pass_sacked,,,,,,
player,201012120pit,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201012120pit,cin,OwenTe00,pass_long,0,,,,,
player,201012120pit,cin,OwenTe00,pass_rating,,,,,,
player,201012120pit,cin,OwenTe00,rush_att,0,,,,,
player,201012120pit,cin,OwenTe00,rush_yds,0,,,,,
player,201012120pit,cin,OwenTe00,rush_td,0,,,,,
player,201012120pit,cin,OwenTe00,rush_long,0,,,,,
player,201012120pit,cin,OwenTe00,targets,6,,,,,
player,201012120pit,cin,OwenTe00,rec,1,,,,,
player,201012120pit,cin,OwenTe00,rec_yds,22,,,,,
player,201012120pit,cin,OwenTe00,rec_td,0,,,,,
player,201012120pit,cin,OwenTe00,rec_long,22,,,,,
player,201012120pit,cin,OwenTe00,fumbles,0,,,,,
player,201012120pit,cin,OwenTe00,fumbles_lost,,,,,,
player,201012120pit,cin,LeonBr00,pass_cmp,0,,,,,
player,201012120pit,cin,LeonBr00,pass_att,0,,,,,
player,201012120pit,cin,LeonBr00,pass_yds,0,,,,,
player,201012120pit,cin,LeonBr00,pass_td,0,,,,,
player,201012120pit,cin,LeonBr00,pass_int,0,,,,,
player,201012120pit,cin,LeonBr00,pass_sacked,,,,,,
player,201012120pit,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201012120pit,cin,LeonBr00,pass_long,0,,,,,
player,201012120pit,cin,LeonBr00,pass_rating,,,,,,
player,201012120pit,cin,LeonBr00,rush_att,0,,,,,
player,201012120pit,cin,LeonBr00,rush_yds,0,,,,,
player,201012120pit,cin,LeonBr00,rush_td,0,,,,,
player,201012120pit,cin,LeonBr00,rush_long,0,,,,,
player,201012120pit,cin,LeonBr00,targets,2,,,,,
player,201012120pit,cin,LeonBr00,rec,2,,,,,
player,201012120pit,cin,LeonBr00,rec_yds,17,,,,,
player,201012120pit,cin,LeonBr00,rec_td,0,,,,,
player,201012120pit,cin,LeonBr00,rec_long,9,,,,,
player,201012120pit,cin,LeonBr00,fumbles,0,,,,,
player,201012120pit,cin,LeonBr00,fumbles_lost,,,,,,
player,201012120pit,cin,KellRe00,pass_cmp,0,,,,,
player,201012120pit,cin,KellRe00,pass_att,0,,,,,
player,201012120pit,cin,KellRe00,pass_yds,0,,,,,
player,201012120pit,cin,KellRe00,pass_td,0,,,,,
player,201012120pit,cin,KellRe00,pass_int,0,,,,,
player,201012120pit,cin,KellRe00,pass_sacked,,,,,,
player,201012120pit,cin,KellRe00,pass_sacked_yds,,,,,,
player,201012120pit,cin,KellRe00,pass_long,0,,,,,
player,201012120pit,cin,KellRe00,pass_rating,,,,,,
player,201012120pit,cin,KellRe00,rush_att,0,,,,,
player,201012120pit,cin,KellRe00,rush_yds,0,,,,,
player,201012120pit,cin,KellRe00,rush_td,0,,,,,
player,201012120pit,cin,KellRe00,rush_long,0,,,,,
player,201012120pit,cin,KellRe00,targets,6,,,,,
player,201012120pit,cin,KellRe00,rec,4,,,,,
player,201012120pit,cin,KellRe00,rec_yds,15,,,,,
player,201012120pit,cin,KellRe00,rec_td,0,,,,,
player,201012120pit,cin,KellRe00,rec_long,5,,,,,
player,201012120pit,cin,KellRe00,fumbles,0,,,,,
player,201012120pit,cin,KellRe00,fumbles_lost,,,,,,
player,201012120pit,cin,WhitAn20,pass_cmp,0,,,,,
player,201012120pit,cin,WhitAn20,pass_att,0,,,,,
player,201012120pit,cin,WhitAn20,pass_yds,0,,,,,
player,201012120pit,cin,WhitAn20,pass_td,0,,,,,
player,201012120pit,cin,WhitAn20,pass_int,0,,,,,
player,201012120pit,cin,WhitAn20,pass_sacked,,,,,,
player,201012120pit,cin,WhitAn20,pass_sacked_yds,,,,,,
player,201012120pit,cin,WhitAn20,pass_long,0,,,,,
player,201012120pit,cin,WhitAn20,pass_rating,,,,,,
player,201012120pit,cin,WhitAn20,rush_att,0,,,,,
player,201012120pit,cin,WhitAn20,rush_yds,0,,,,,
player,201012120pit,cin,WhitAn20,rush_td,0,,,,,
player,201012120pit,cin,WhitAn20,rush_long,0,,,,,
player,201012120pit,cin,WhitAn20,targets,1,,,,,
player,201012120pit,cin,WhitAn20,rec,1,,,,,
player,201012120pit,cin,WhitAn20,rec_yds,1,,,,,
player,201012120pit,cin,WhitAn20,rec_td,1,,,,,
player,201012120pit,cin,WhitAn20,rec_long,1,,,,,
player,201012120pit,cin,WhitAn20,fumbles,0,,,,,
player,201012120pit,cin,WhitAn20,fumbles_lost,,,,,,
player,201012120pit,cin,GresJe00,pass_cmp,,,,,,
player,201012120pit,cin,GresJe00,pass_att,,,,,,
player,201012120pit,cin,GresJe00,pass_yds,,,,,,
player,201012120pit,cin,GresJe00,pass_td,,,,,,
player,201012120pit,cin,GresJe00,pass_int,,,,,,
player,201012120pit,cin,GresJe00,pass_sacked,,,,,,
player,201012120pit,cin,GresJe00,pass_sacked_yds,,,,,,
player,201012120pit,cin,GresJe00,pass_long,,,,,,
player,201012120pit,cin,GresJe00,pass_rating,,,,,,
player,201012120pit,cin,GresJe00,rush_att,,,,,,
player,201012120pit,cin,GresJe00,rush_yds,,,,,,
player,201012120pit,cin,GresJe00,rush_td,,,,,,
player,201012120pit,cin,GresJe00,rush_long,,,,,,
player,201012120pit,cin,GresJe00,targets,1,,,,,
player,201012120pit,cin,GresJe00,rec,0,,,,,
player,201012120pit,cin,GresJe00,rec_yds,0,,,,,
player,201012120pit,cin,GresJe00,rec_td,0,,,,,
player,201012120pit,cin,GresJe00,rec_long,,,,,,
player,201012120pit,cin,GresJe00,fumbles,,,,,,
player,201012120pit,cin,GresJe00,fumbles_lost,,,,,,
player,201012120pit,pit,RoetBe00,pass_cmp,21,,,,,
player,201012120pit,pit,RoetBe00,pass_att,33,,,,,
player,201012120pit,pit,RoetBe00,pass_yds,258,,,,,
player,201012120pit,pit,RoetBe00,pass_td,0,,,,,
player,201012120pit,pit,RoetBe00,pass_int,0,,,,,
player,201012120pit,pit,RoetBe00,pass_sacked,4,,,,,
player,201012120pit,pit,RoetBe00,pass_sacked_yds,27,,,,,
player,201012120pit,pit,RoetBe00,pass_long,33,,,,,
player,201012120pit,pit,RoetBe00,pass_rating,87.7,,,,,
player,201012120pit,pit,RoetBe00,rush_att,3,,,,,
player,201012120pit,pit,RoetBe00,rush_yds,23,,,,,
player,201012120pit,pit,RoetBe00,rush_td,0,,,,,
player,201012120pit,pit,RoetBe00,rush_long,13,,,,,
player,201012120pit,pit,RoetBe00,targets,0,,,,,
player,201012120pit,pit,RoetBe00,rec,0,,,,,
player,201012120pit,pit,RoetBe00,rec_yds,0,,,,,
player,201012120pit,pit,RoetBe00,rec_td,0,,,,,
player,201012120pit,pit,RoetBe00,rec_long,0,,,,,
player,201012120pit,pit,RoetBe00,fumbles,0,,,,,
player,201012120pit,pit,RoetBe00,fumbles_lost,,,,,,
player,201012120pit,pit,MendRa00,pass_cmp,0,,,,,
player,201012120pit,pit,MendRa00,pass_att,0,,,,,
player,201012120pit,pit,MendRa00,pass_yds,0,,,,,
player,201012120pit,pit,MendRa00,pass_td,0,,,,,
player,201012120pit,pit,MendRa00,pass_int,0,,,,,
player,201012120pit,pit,MendRa00,pass_sacked,,,,,,
player,201012120pit,pit,MendRa00,pass_sacked_yds,,,,,,
player,201012120pit,pit,MendRa00,pass_long,0,,,,,
player,201012120pit,pit,MendRa00,pass_rating,,,,,,
player,201012120pit,pit,MendRa00,rush_att,18,,,,,
player,201012120pit,pit,MendRa00,rush_yds,66,,,,,
player,201012120pit,pit,MendRa00,rush_td,0,,,,,
player,201012120pit,pit,MendRa00,rush_long,10,,,,,
player,201012120pit,pit,MendRa00,targets,2,,,,,
player,201012120pit,pit,MendRa00,rec,1,,,,,
player,201012120pit,pit,MendRa00,rec_yds,9,,,,,
player,201012120pit,pit,MendRa00,rec_td,0,,,,,
player,201012120pit,pit,MendRa00,rec_long,9,,,,,
player,201012120pit,pit,MendRa00,fumbles,0,,,,,
player,201012120pit,pit,MendRa00,fumbles_lost,,,,,,
player,201012120pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201012120pit,pit,MoorMe00,pass_att,0,,,,,
player,201012120pit,pit,MoorMe00,pass_yds,0,,,,,
player,201012120pit,pit,MoorMe00,pass_td,0,,,,,
player,201012120pit,pit,MoorMe00,pass_int,0,,,,,
player,201012120pit,pit,MoorMe00,pass_sacked,,,,,,
player,201012120pit,pit,MoorMe00,pass_sacked_yds,,,,,,
player,201012120pit,pit,MoorMe00,pass_long,0,,,,,
player,201012120pit,pit,MoorMe00,pass_rating,,,,,,
player,201012120pit,pit,MoorMe00,rush_att,4,,,,,
player,201012120pit,pit,MoorMe00,rush_yds,18,,,,,
player,201012120pit,pit,MoorMe00,rush_td,0,,,,,
player,201012120pit,pit,MoorMe00,rush_long,9,,,,,
player,201012120pit,pit,MoorMe00,targets,0,,,,,
player,201012120pit,pit,MoorMe00,rec,0,,,,,
player,201012120pit,pit,MoorMe00,rec_yds,0,,,,,
player,201012120pit,pit,MoorMe00,rec_td,0,,,,,
player,201012120pit,pit,MoorMe00,rec_long,0,,,,,
player,201012120pit,pit,MoorMe00,fumbles,0,,,,,
player,201012120pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201012120pit,pit,WallMi00,pass_cmp,0,,,,,
player,201012120pit,pit,WallMi00,pass_att,0,,,,,
player,201012120pit,pit,WallMi00,pass_yds,0,,,,,
player,201012120pit,pit,WallMi00,pass_td,0,,,,,
player,201012120pit,pit,WallMi00,pass_int,0,,,,,
player,201012120pit,pit,WallMi00,pass_sacked,,,,,,
player,201012120pit,pit,WallMi00,pass_sacked_yds,,,,,,
player,201012120pit,pit,WallMi00,pass_long,0,,,,,
player,201012120pit,pit,WallMi00,pass_rating,,,,,,
player,201012120pit,pit,WallMi00,rush_att,1,,,,,
player,201012120pit,pit,WallMi00,rush_yds,12,,,,,
player,201012120pit,pit,WallMi00,rush_td,0,,,,,
player,201012120pit,pit,WallMi00,rush_long,12,,,,,
player,201012120pit,pit,WallMi00,targets,9,,,,,
player,201012120pit,pit,WallMi00,rec,5,,,,,
player,201012120pit,pit,WallMi00,rec_yds,78,,,,,
player,201012120pit,pit,WallMi00,rec_td,0,,,,,
player,201012120pit,pit,WallMi00,rec_long,33,,,,,
player,201012120pit,pit,WallMi00,fumbles,0,,,,,
player,201012120pit,pit,WallMi00,fumbles_lost,,,,,,
player,201012120pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201012120pit,pit,RedmIs20,pass_att,0,,,,,
player,201012120pit,pit,RedmIs20,pass_yds,0,,,,,
player,201012120pit,pit,RedmIs20,pass_td,0,,,,,
player,201012120pit,pit,RedmIs20,pass_int,0,,,,,
player,201012120pit,pit,RedmIs20,pass_sacked,,,,,,
player,201012120pit,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201012120pit,pit,RedmIs20,pass_long,0,,,,,
player,201012120pit,pit,RedmIs20,pass_rating,,,,,,
player,201012120pit,pit,RedmIs20,rush_att,1,,,,,
player,201012120pit,pit,RedmIs20,rush_yds,4,,,,,
player,201012120pit,pit,RedmIs20,rush_td,0,,,,,
player,201012120pit,pit,RedmIs20,rush_long,4,,,,,
player,201012120pit,pit,RedmIs20,targets,1,,,,,
player,201012120pit,pit,RedmIs20,rec,1,,,,,
player,201012120pit,pit,RedmIs20,rec_yds,6,,,,,
player,201012120pit,pit,RedmIs20,rec_td,0,,,,,
player,201012120pit,pit,RedmIs20,rec_long,6,,,,,
player,201012120pit,pit,RedmIs20,fumbles,0,,,,,
player,201012120pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201012120pit,pit,WardHi00,pass_cmp,0,,,,,
player,201012120pit,pit,WardHi00,pass_att,0,,,,,
player,201012120pit,pit,WardHi00,pass_yds,0,,,,,
player,201012120pit,pit,WardHi00,pass_td,0,,,,,
player,201012120pit,pit,WardHi00,pass_int,0,,,,,
player,201012120pit,pit,WardHi00,pass_sacked,,,,,,
player,201012120pit,pit,WardHi00,pass_sacked_yds,,,,,,
player,201012120pit,pit,WardHi00,pass_long,0,,,,,
player,201012120pit,pit,WardHi00,pass_rating,,,,,,
player,201012120pit,pit,WardHi00,rush_att,0,,,,,
player,201012120pit,pit,WardHi00,rush_yds,0,,,,,
player,201012120pit,pit,WardHi00,rush_td,0,,,,,
player,201012120pit,pit,WardHi00,rush_long,0,,,,,
player,201012120pit,pit,WardHi00,targets,10,,,,,
player,201012120pit,pit,WardHi00,rec,8,,,,,
player,201012120pit,pit,WardHi00,rec_yds,115,,,,,
player,201012120pit,pit,WardHi00,rec_td,0,,,,,
player,201012120pit,pit,WardHi00,rec_long,29,,,,,
player,201012120pit,pit,WardHi00,fumbles,0,,,,,
player,201012120pit,pit,WardHi00,fumbles_lost,,,,,,
player,201012120pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201012120pit,pit,BrowAn04,pass_att,0,,,,,
player,201012120pit,pit,BrowAn04,pass_yds,0,,,,,
player,201012120pit,pit,BrowAn04,pass_td,0,,,,,
player,201012120pit,pit,BrowAn04,pass_int,0,,,,,
player,201012120pit,pit,BrowAn04,pass_sacked,,,,,,
player,201012120pit,pit,BrowAn04,pass_sacked_yds,,,,,,
player,201012120pit,pit,BrowAn04,pass_long,0,,,,,
player,201012120pit,pit,BrowAn04,pass_rating,,,,,,
player,201012120pit,pit,BrowAn04,rush_att,0,,,,,
player,201012120pit,pit,BrowAn04,rush_yds,0,,,,,
player,201012120pit,pit,BrowAn04,rush_td,0,,,,,
player,201012120pit,pit,BrowAn04,rush_long,0,,,,,
player,201012120pit,pit,BrowAn04,targets,4,,,,,
player,201012120pit,pit,BrowAn04,rec,3,,,,,
player,201012120pit,pit,BrowAn04,rec_yds,27,,,,,
player,201012120pit,pit,BrowAn04,rec_td,0,,,,,
player,201012120pit,pit,BrowAn04,rec_long,12,,,,,
player,201012120pit,pit,BrowAn04,fumbles,1,,,,,
player,201012120pit,pit,BrowAn04,fumbles_lost,1,,,,,
player,201012120pit,pit,RandAn00,pass_cmp,0,,,,,
player,201012120pit,pit,RandAn00,pass_att,0,,,,,
player,201012120pit,pit,RandAn00,pass_yds,0,,,,,
player,201012120pit,pit,RandAn00,pass_td,0,,,,,
player,201012120pit,pit,RandAn00,pass_int,0,,,,,
player,201012120pit,pit,RandAn00,pass_sacked,0,,,,,
player,201012120pit,pit,RandAn00,pass_sacked_yds,,,,,,
player,201012120pit,pit,RandAn00,pass_long,0,,,,,
player,201012120pit,pit,RandAn00,pass_rating,,,,,,
player,201012120pit,pit,RandAn00,rush_att,0,,,,,
player,201012120pit,pit,RandAn00,rush_yds,0,,,,,
player,201012120pit,pit,RandAn00,rush_td,0,,,,,
player,201012120pit,pit,RandAn00,rush_long,0,,,,,
player,201012120pit,pit,RandAn00,targets,2,,,,,
player,201012120pit,pit,RandAn00,rec,2,,,,,
player,201012120pit,pit,RandAn00,rec_yds,19,,,,,
player,201012120pit,pit,RandAn00,rec_td,0,,,,,
player,201012120pit,pit,RandAn00,rec_long,22,,,,,
player,201012120pit,pit,RandAn00,fumbles,0,,,,,
player,201012120pit,pit,RandAn00,fumbles_lost,,,,,,
player,201012120pit,pit,SpaeMa00,pass_cmp,0,,,,,
player,201012120pit,pit,SpaeMa00,pass_att,0,,,,,
player,201012120pit,pit,SpaeMa00,pass_yds,0,,,,,
player,201012120pit,pit,SpaeMa00,pass_td,0,,,,,
player,201012120pit,pit,SpaeMa00,pass_int,0,,,,,
player,201012120pit,pit,SpaeMa00,pass_sacked,,,,,,
player,201012120pit,pit,SpaeMa00,pass_sacked_yds,,,,,,
player,201012120pit,pit,SpaeMa00,pass_long,0,,,,,
player,201012120pit,pit,SpaeMa00,pass_rating,,,,,,
player,201012120pit,pit,SpaeMa00,rush_att,0,,,,,
player,201012120pit,pit,SpaeMa00,rush_yds,0,,,,,
player,201012120pit,pit,SpaeMa00,rush_td,0,,,,,
player,201012120pit,pit,SpaeMa00,rush_long,0,,,,,
player,201012120pit,pit,SpaeMa00,targets,3,,,,,
player,201012120pit,pit,SpaeMa00,rec,1,,,,,
player,201012120pit,pit,SpaeMa00,rec_yds,4,,,,,
player,201012120pit,pit,SpaeMa00,rec_td,0,,,,,
player,201012120pit,pit,SpaeMa00,rec_long,4,,,,,
player,201012120pit,pit,SpaeMa00,fumbles,0,,,,,
player,201012120pit,pit,SpaeMa00,fumbles_lost,,,,,,
player,201012120pit,pit,SandEm00,pass_cmp,,,,,,
player,201012120pit,pit,SandEm00,pass_att,,,,,,
player,201012120pit,pit,SandEm00,pass_yds,,,,,,
player,201012120pit,pit,SandEm00,pass_td,,,,,,
player,201012120pit,pit,SandEm00,pass_int,,,,,,
player,201012120pit,pit,SandEm00,pass_sacked,,,,,,
player,201012120pit,pit,SandEm00,pass_sacked_yds,,,,,,
player,201012120pit,pit,SandEm00,pass_long,,,,,,
player,201012120pit,pit,SandEm00,pass_rating,,,,,,
player,201012120pit,pit,SandEm00,rush_att,,,,,,
player,201012120pit,pit,SandEm00,rush_yds,,,,,,
player,201012120pit,pit,SandEm00,rush_td,,,,,,
player,201012120pit,pit,SandEm00,rush_long,,,,,,
player,201012120pit,pit,SandEm00,targets,1,,,,,
player,201012120pit,pit,SandEm00,rec,0,,,,,
player,201012120pit,pit,SandEm00,rec_yds,0,,,,,
player,201012120pit,pit,SandEm00,rec_td,0,,,,,
player,201012120pit,pit,SandEm00,rec_long,,,,,,
player,201012120pit,pit,SandEm00,fumbles,,,,,,
player,201012120pit,pit,SandEm00,fumbles_lost,,,,,,
player,201012120pit,cin,JoneDh20,def_int,0,,,,,
player,201012120pit,cin,JoneDh20,def_int_yds,0,,,,,
player,201012120pit,cin,JoneDh20,def_int_td,0,,,,,
player,201012120pit,cin,JoneDh20,def_int_long,0,,,,,
player,201012120pit,cin,JoneDh20,pass_defended,0,,,,,
player,201012120pit,cin,JoneDh20,sacks,1.0,,,,,
player,201012120pit,cin,JoneDh20,tackles_combined,8,,,,,
player,201012120pit,cin,JoneDh20,tackles_solo,5,,,,,
player,201012120pit,cin,JoneDh20,tackles_assists,3,,,,,
player,201012120pit,cin,JoneDh20,tackles_loss,1,,,,,
player,201012120pit,cin,JoneDh20,qb_hits,1,,,,,
player,201012120pit,cin,JoneDh20,fumbles_rec,0,,,,,
player,201012120pit,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201012120pit,cin,JoneDh20,fumbles_forced,0,,,,,
player,201012120pit,cin,JohnMi98,def_int,0,,,,,
player,201012120pit,cin,JohnMi98,def_int_yds,0,,,,,
player,201012120pit,cin,JohnMi98,def_int_td,0,,,,,
player,201012120pit,cin,JohnMi98,def_int_long,0,,,,,
player,201012120pit,cin,JohnMi98,pass_defended,0,,,,,
player,201012120pit,cin,JohnMi98,sacks,1.0,,,,,
player,201012120pit,cin,JohnMi98,tackles_combined,3,,,,,
player,201012120pit,cin,JohnMi98,tackles_solo,2,,,,,
player,201012120pit,cin,JohnMi98,tackles_assists,1,,,,,
player,201012120pit,cin,JohnMi98,tackles_loss,1,,,,,
player,201012120pit,cin,JohnMi98,qb_hits,1,,,,,
player,201012120pit,cin,JohnMi98,fumbles_rec,0,,,,,
player,201012120pit,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201012120pit,cin,JohnMi98,fumbles_forced,0,,,,,
player,201012120pit,cin,SimsPa99,def_int,0,,,,,
player,201012120pit,cin,SimsPa99,def_int_yds,0,,,,,
player,201012120pit,cin,SimsPa99,def_int_td,0,,,,,
player,201012120pit,cin,SimsPa99,def_int_long,0,,,,,
player,201012120pit,cin,SimsPa99,pass_defended,0,,,,,
player,201012120pit,cin,SimsPa99,sacks,1.0,,,,,
