game,2010,5,20101011,201010110nyj,min,"Minnesota Vikings",20,nyj,"New York Jets",29
player,201010110nyj,min,FavrBr00,pass_sacked_yds,24,,,,,
player,201010110nyj,min,FavrBr00,pass_long,37,,,,,
player,201010110nyj,min,FavrBr00,pass_rating,85.9,,,,,
player,201010110nyj,min,FavrBr00,rush_att,4,,,,,
player,201010110nyj,min,FavrBr00,rush_yds,1,,,,,
player,201010110nyj,min,FavrBr00,rush_td,0,,,,,
player,201010110nyj,min,FavrBr00,rush_long,2,,,,,
player,201010110nyj,min,FavrBr00,targets,0,,,,,
player,201010110nyj,min,FavrBr00,rec,0,,,,,
player,201010110nyj,min,FavrBr00,rec_yds,0,,,,,
player,201010110nyj,min,FavrBr00,rec_td,0,,,,,
player,201010110nyj,min,FavrBr00,rec_long,0,,,,,
player,201010110nyj,min,FavrBr00,fumbles,3,,,,,
player,201010110nyj,min,FavrBr00,fumbles_lost,2,,,,,
player,201010110nyj,min,PeteAd01,pass_cmp,0,,,,,
player,201010110nyj,min,PeteAd01,pass_att,0,,,,,
player,201010110nyj,min,PeteAd01,pass_yds,0,,,,,
player,201010110nyj,min,PeteAd01,pass_td,0,,,,,
player,201010110nyj,min,PeteAd01,pass_int,0,,,,,
player,201010110nyj,min,PeteAd01,pass_sacked,,,,,,
player,201010110nyj,min,PeteAd01,pass_sacked_yds,,,,,,
player,201010110nyj,min,PeteAd01,pass_long,0,,,,,
player,201010110nyj,min,PeteAd01,pass_rating,,,,,,
player,201010110nyj,min,PeteAd01,rush_att,18,,,,,
player,201010110nyj,min,PeteAd01,rush_yds,88,,,,,
player,201010110nyj,min,PeteAd01,rush_td,0,,,,,
player,201010110nyj,min,PeteAd01,rush_long,30,,,,,
player,201010110nyj,min,PeteAd01,targets,3,,,,,
player,201010110nyj,min,PeteAd01,rec,1,,,,,
player,201010110nyj,min,PeteAd01,rec_yds,20,,,,,
player,201010110nyj,min,PeteAd01,rec_td,0,,,,,
player,201010110nyj,min,PeteAd01,rec_long,20,,,,,
player,201010110nyj,min,PeteAd01,fumbles,0,,,,,
player,201010110nyj,min,PeteAd01,fumbles_lost,,,,,,
player,201010110nyj,min,GerhTo00,pass_cmp,0,,,,,
player,201010110nyj,min,GerhTo00,pass_att,0,,,,,
player,201010110nyj,min,GerhTo00,pass_yds,0,,,,,
player,201010110nyj,min,GerhTo00,pass_td,0,,,,,
player,201010110nyj,min,GerhTo00,pass_int,0,,,,,
player,201010110nyj,min,GerhTo00,pass_sacked,,,,,,
player,201010110nyj,min,GerhTo00,pass_sacked_yds,,,,,,
player,201010110nyj,min,GerhTo00,pass_long,0,,,,,
player,201010110nyj,min,GerhTo00,pass_rating,,,,,,
player,201010110nyj,min,GerhTo00,rush_att,2,,,,,
player,201010110nyj,min,GerhTo00,rush_yds,7,,,,,
player,201010110nyj,min,GerhTo00,rush_td,0,,,,,
player,201010110nyj,min,GerhTo00,rush_long,6,,,,,
player,201010110nyj,min,GerhTo00,targets,1,,,,,
player,201010110nyj,min,GerhTo00,rec,0,,,,,
player,201010110nyj,min,GerhTo00,rec_yds,0,,,,,
player,201010110nyj,min,GerhTo00,rec_td,0,,,,,
player,201010110nyj,min,GerhTo00,rec_long,0,,,,,
player,201010110nyj,min,GerhTo00,fumbles,0,,,,,
player,201010110nyj,min,GerhTo00,fumbles_lost,,,,,,
player,201010110nyj,min,HarvPe00,pass_cmp,0,,,,,
player,201010110nyj,min,HarvPe00,pass_att,0,,,,,
player,201010110nyj,min,HarvPe00,pass_yds,0,,,,,
player,201010110nyj,min,HarvPe00,pass_td,0,,,,,
player,201010110nyj,min,HarvPe00,pass_int,0,,,,,
player,201010110nyj,min,HarvPe00,pass_sacked,,,,,,
player,201010110nyj,min,HarvPe00,pass_sacked_yds,,,,,,
player,201010110nyj,min,HarvPe00,pass_long,0,,,,,
player,201010110nyj,min,HarvPe00,pass_rating,,,,,,
player,201010110nyj,min,HarvPe00,rush_att,0,,,,,
player,201010110nyj,min,HarvPe00,rush_yds,0,,,,,
player,201010110nyj,min,HarvPe00,rush_td,0,,,,,
player,201010110nyj,min,HarvPe00,rush_long,0,,,,,
player,201010110nyj,min,HarvPe00,targets,10,,,,,
player,201010110nyj,min,HarvPe00,rec,5,,,,,
player,201010110nyj,min,HarvPe00,rec_yds,97,,,,,
player,201010110nyj,min,HarvPe00,rec_td,2,,,,,
player,201010110nyj,min,HarvPe00,rec_long,34,,,,,
player,201010110nyj,min,HarvPe00,fumbles,0,,,,,
player,201010110nyj,min,HarvPe00,fumbles_lost,,,,,,
player,201010110nyj,min,MossRa00,pass_cmp,0,,,,,
player,201010110nyj,min,MossRa00,pass_att,0,,,,,
player,201010110nyj,min,MossRa00,pass_yds,0,,,,,
player,201010110nyj,min,MossRa00,pass_td,0,,,,,
player,201010110nyj,min,MossRa00,pass_int,0,,,,,
player,201010110nyj,min,MossRa00,pass_sacked,,,,,,
player,201010110nyj,min,MossRa00,pass_sacked_yds,,,,,,
player,201010110nyj,min,MossRa00,pass_long,0,,,,,
player,201010110nyj,min,MossRa00,pass_rating,,,,,,
player,201010110nyj,min,MossRa00,rush_att,0,,,,,
player,201010110nyj,min,MossRa00,rush_yds,0,,,,,
player,201010110nyj,min,MossRa00,rush_td,0,,,,,
player,201010110nyj,min,MossRa00,rush_long,0,,,,,
player,201010110nyj,min,MossRa00,targets,10,,,,,
player,201010110nyj,min,MossRa00,rec,4,,,,,
player,201010110nyj,min,MossRa00,rec_yds,81,,,,,
player,201010110nyj,min,MossRa00,rec_td,1,,,,,
player,201010110nyj,min,MossRa00,rec_long,37,,,,,
player,201010110nyj,min,MossRa00,fumbles,0,,,,,
player,201010110nyj,min,MossRa00,fumbles_lost,,,,,,
player,201010110nyj,min,LewiGr01,pass_cmp,0,,,,,
player,201010110nyj,min,LewiGr01,pass_att,0,,,,,
player,201010110nyj,min,LewiGr01,pass_yds,0,,,,,
player,201010110nyj,min,LewiGr01,pass_td,0,,,,,
player,201010110nyj,min,LewiGr01,pass_int,0,,,,,
player,201010110nyj,min,LewiGr01,pass_sacked,,,,,,
player,201010110nyj,min,LewiGr01,pass_sacked_yds,,,,,,
player,201010110nyj,min,LewiGr01,pass_long,0,,,,,
player,201010110nyj,min,LewiGr01,pass_rating,,,,,,
player,201010110nyj,min,LewiGr01,rush_att,0,,,,,
player,201010110nyj,min,LewiGr01,rush_yds,0,,,,,
player,201010110nyj,min,LewiGr01,rush_td,0,,,,,
player,201010110nyj,min,LewiGr01,rush_long,0,,,,,
player,201010110nyj,min,LewiGr01,targets,3,,,,,
player,201010110nyj,min,LewiGr01,rec,1,,,,,
player,201010110nyj,min,LewiGr01,rec_yds,33,,,,,
player,201010110nyj,min,LewiGr01,rec_td,0,,,,,
player,201010110nyj,min,LewiGr01,rec_long,33,,,,,
player,201010110nyj,min,LewiGr01,fumbles,0,,,,,
player,201010110nyj,min,LewiGr01,fumbles_lost,,,,,,
player,201010110nyj,min,ShiaVi00,pass_cmp,0,,,,,
player,201010110nyj,min,ShiaVi00,pass_att,0,,,,,
player,201010110nyj,min,ShiaVi00,pass_yds,0,,,,,
player,201010110nyj,min,ShiaVi00,pass_td,0,,,,,
player,201010110nyj,min,ShiaVi00,pass_int,0,,,,,
player,201010110nyj,min,ShiaVi00,pass_sacked,,,,,,
player,201010110nyj,min,ShiaVi00,pass_sacked_yds,,,,,,
player,201010110nyj,min,ShiaVi00,pass_long,0,,,,,
player,201010110nyj,min,ShiaVi00,pass_rating,,,,,,
player,201010110nyj,min,ShiaVi00,rush_att,0,,,,,
player,201010110nyj,min,ShiaVi00,rush_yds,0,,,,,
player,201010110nyj,min,ShiaVi00,rush_td,0,,,,,
player,201010110nyj,min,ShiaVi00,rush_long,0,,,,,
player,201010110nyj,min,ShiaVi00,targets,6,,,,,
player,201010110nyj,min,ShiaVi00,rec,2,,,,,
player,201010110nyj,min,ShiaVi00,rec_yds,28,,,,,
player,201010110nyj,min,ShiaVi00,rec_td,0,,,,,
player,201010110nyj,min,ShiaVi00,rec_long,20,,,,,
player,201010110nyj,min,ShiaVi00,fumbles,0,,,,,
player,201010110nyj,min,ShiaVi00,fumbles_lost,,,,,,
player,201010110nyj,min,KleiJi00,pass_cmp,0,,,,,
player,201010110nyj,min,KleiJi00,pass_att,0,,,,,
player,201010110nyj,min,KleiJi00,pass_yds,0,,,,,
player,201010110nyj,min,KleiJi00,pass_td,0,,,,,
player,201010110nyj,min,KleiJi00,pass_int,0,,,,,
player,201010110nyj,min,KleiJi00,pass_sacked,,,,,,
player,201010110nyj,min,KleiJi00,pass_sacked_yds,,,,,,
player,201010110nyj,min,KleiJi00,pass_long,0,,,,,
player,201010110nyj,min,KleiJi00,pass_rating,,,,,,
player,201010110nyj,min,KleiJi00,rush_att,0,,,,,
player,201010110nyj,min,KleiJi00,rush_yds,0,,,,,
player,201010110nyj,min,KleiJi00,rush_td,0,,,,,
player,201010110nyj,min,KleiJi00,rush_long,0,,,,,
player,201010110nyj,min,KleiJi00,targets,1,,,,,
player,201010110nyj,min,KleiJi00,rec,1,,,,,
player,201010110nyj,min,KleiJi00,rec_yds,5,,,,,
player,201010110nyj,min,KleiJi00,rec_td,0,,,,,
player,201010110nyj,min,KleiJi00,rec_long,5,,,,,
player,201010110nyj,min,KleiJi00,fumbles,0,,,,,
player,201010110nyj,min,KleiJi00,fumbles_lost,,,,,,
player,201010110nyj,nyj,SancMa00,pass_cmp,21,,,,,
player,201010110nyj,nyj,SancMa00,pass_att,44,,,,,
player,201010110nyj,nyj,SancMa00,pass_yds,191,,,,,
player,201010110nyj,nyj,SancMa00,pass_td,0,,,,,
player,201010110nyj,nyj,SancMa00,pass_int,0,,,,,
player,201010110nyj,nyj,SancMa00,pass_sacked,2,,,,,
player,201010110nyj,nyj,SancMa00,pass_sacked_yds,18,,,,,
player,201010110nyj,nyj,SancMa00,pass_long,31,,,,,
player,201010110nyj,nyj,SancMa00,pass_rating,59.9,,,,,
player,201010110nyj,nyj,SancMa00,rush_att,0,,,,,
player,201010110nyj,nyj,SancMa00,rush_yds,0,,,,,
player,201010110nyj,nyj,SancMa00,rush_td,0,,,,,
player,201010110nyj,nyj,SancMa00,rush_long,0,,,,,
player,201010110nyj,nyj,SancMa00,targets,0,,,,,
player,201010110nyj,nyj,SancMa00,rec,0,,,,,
player,201010110nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201010110nyj,nyj,SancMa00,rec_td,0,,,,,
player,201010110nyj,nyj,SancMa00,rec_long,0,,,,,
player,201010110nyj,nyj,SancMa00,fumbles,0,,,,,
player,201010110nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201010110nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201010110nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201010110nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201010110nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201010110nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201010110nyj,nyj,TomlLa00,pass_sacked,,,,,,
player,201010110nyj,nyj,TomlLa00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201010110nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201010110nyj,nyj,TomlLa00,rush_att,20,,,,,
player,201010110nyj,nyj,TomlLa00,rush_yds,94,,,,,
player,201010110nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201010110nyj,nyj,TomlLa00,rush_long,17,,,,,
player,201010110nyj,nyj,TomlLa00,targets,7,,,,,
player,201010110nyj,nyj,TomlLa00,rec,5,,,,,
player,201010110nyj,nyj,TomlLa00,rec_yds,13,,,,,
player,201010110nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201010110nyj,nyj,TomlLa00,rec_long,10,,,,,
player,201010110nyj,nyj,TomlLa00,fumbles,1,,,,,
player,201010110nyj,nyj,TomlLa00,fumbles_lost,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_sacked,,,,,,
player,201010110nyj,nyj,GreeSh00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201010110nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201010110nyj,nyj,GreeSh00,rush_att,10,,,,,
player,201010110nyj,nyj,GreeSh00,rush_yds,57,,,,,
player,201010110nyj,nyj,GreeSh00,rush_td,1,,,,,
player,201010110nyj,nyj,GreeSh00,rush_long,23,,,,,
player,201010110nyj,nyj,GreeSh00,targets,0,,,,,
player,201010110nyj,nyj,GreeSh00,rec,0,,,,,
player,201010110nyj,nyj,GreeSh00,rec_yds,0,,,,,
player,201010110nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201010110nyj,nyj,GreeSh00,rec_long,0,,,,,
player,201010110nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201010110nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201010110nyj,nyj,SmitBr01,pass_cmp,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_att,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_yds,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_int,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_sacked,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,SmitBr01,pass_long,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_rating,,,,,,
player,201010110nyj,nyj,SmitBr01,rush_att,2,,,,,
player,201010110nyj,nyj,SmitBr01,rush_yds,4,,,,,
player,201010110nyj,nyj,SmitBr01,rush_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,rush_long,4,,,,,
player,201010110nyj,nyj,SmitBr01,targets,0,,,,,
player,201010110nyj,nyj,SmitBr01,rec,0,,,,,
player,201010110nyj,nyj,SmitBr01,rec_yds,0,,,,,
player,201010110nyj,nyj,SmitBr01,rec_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,rec_long,0,,,,,
player,201010110nyj,nyj,SmitBr01,fumbles,0,,,,,
player,201010110nyj,nyj,SmitBr01,fumbles_lost,,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_cmp,0,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_att,0,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_yds,0,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_td,0,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_int,0,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_sacked,,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_long,0,,,,,
player,201010110nyj,nyj,EdwaBr00,pass_rating,,,,,,
player,201010110nyj,nyj,EdwaBr00,rush_att,0,,,,,
player,201010110nyj,nyj,EdwaBr00,rush_yds,0,,,,,
player,201010110nyj,nyj,EdwaBr00,rush_td,0,,,,,
player,201010110nyj,nyj,EdwaBr00,rush_long,0,,,,,
player,201010110nyj,nyj,EdwaBr00,targets,11,,,,,
player,201010110nyj,nyj,EdwaBr00,rec,5,,,,,
player,201010110nyj,nyj,EdwaBr00,rec_yds,70,,,,,
player,201010110nyj,nyj,EdwaBr00,rec_td,0,,,,,
player,201010110nyj,nyj,EdwaBr00,rec_long,31,,,,,
player,201010110nyj,nyj,EdwaBr00,fumbles,0,,,,,
player,201010110nyj,nyj,EdwaBr00,fumbles_lost,,,,,,
player,201010110nyj,nyj,CotcJe00,pass_cmp,0,,,,,
player,201010110nyj,nyj,CotcJe00,pass_att,0,,,,,
player,201010110nyj,nyj,CotcJe00,pass_yds,0,,,,,
player,201010110nyj,nyj,CotcJe00,pass_td,0,,,,,
player,201010110nyj,nyj,CotcJe00,pass_int,0,,,,,
player,201010110nyj,nyj,CotcJe00,pass_sacked,,,,,,
player,201010110nyj,nyj,CotcJe00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,CotcJe00,pass_long,0,,,,,
player,201010110nyj,nyj,CotcJe00,pass_rating,,,,,,
player,201010110nyj,nyj,CotcJe00,rush_att,0,,,,,
player,201010110nyj,nyj,CotcJe00,rush_yds,0,,,,,
player,201010110nyj,nyj,CotcJe00,rush_td,0,,,,,
player,201010110nyj,nyj,CotcJe00,rush_long,0,,,,,
player,201010110nyj,nyj,CotcJe00,targets,10,,,,,
player,201010110nyj,nyj,CotcJe00,rec,5,,,,,
player,201010110nyj,nyj,CotcJe00,rec_yds,46,,,,,
player,201010110nyj,nyj,CotcJe00,rec_td,0,,,,,
player,201010110nyj,nyj,CotcJe00,rec_long,14,,,,,
player,201010110nyj,nyj,CotcJe00,fumbles,0,,,,,
player,201010110nyj,nyj,CotcJe00,fumbles_lost,,,,,,
player,201010110nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201010110nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201010110nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201010110nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201010110nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201010110nyj,nyj,HolmSa00,pass_sacked,,,,,,
player,201010110nyj,nyj,HolmSa00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201010110nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201010110nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201010110nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201010110nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201010110nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201010110nyj,nyj,HolmSa00,targets,9,,,,,
player,201010110nyj,nyj,HolmSa00,rec,3,,,,,
player,201010110nyj,nyj,HolmSa00,rec_yds,41,,,,,
player,201010110nyj,nyj,HolmSa00,rec_td,0,,,,,
player,201010110nyj,nyj,HolmSa00,rec_long,19,,,,,
player,201010110nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201010110nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201010110nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201010110nyj,nyj,KellDu00,pass_att,0,,,,,
player,201010110nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201010110nyj,nyj,KellDu00,pass_td,0,,,,,
player,201010110nyj,nyj,KellDu00,pass_int,0,,,,,
player,201010110nyj,nyj,KellDu00,pass_sacked,,,,,,
player,201010110nyj,nyj,KellDu00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,KellDu00,pass_long,0,,,,,
player,201010110nyj,nyj,KellDu00,pass_rating,,,,,,
player,201010110nyj,nyj,KellDu00,rush_att,0,,,,,
player,201010110nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201010110nyj,nyj,KellDu00,rush_td,0,,,,,
player,201010110nyj,nyj,KellDu00,rush_long,0,,,,,
player,201010110nyj,nyj,KellDu00,targets,5,,,,,
player,201010110nyj,nyj,KellDu00,rec,2,,,,,
player,201010110nyj,nyj,KellDu00,rec_yds,14,,,,,
player,201010110nyj,nyj,KellDu00,rec_td,0,,,,,
player,201010110nyj,nyj,KellDu00,rec_long,8,,,,,
player,201010110nyj,nyj,KellDu00,fumbles,0,,,,,
player,201010110nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201010110nyj,nyj,ConnJo00,pass_cmp,0,,,,,
player,201010110nyj,nyj,ConnJo00,pass_att,0,,,,,
player,201010110nyj,nyj,ConnJo00,pass_yds,0,,,,,
player,201010110nyj,nyj,ConnJo00,pass_td,0,,,,,
player,201010110nyj,nyj,ConnJo00,pass_int,0,,,,,
player,201010110nyj,nyj,ConnJo00,pass_sacked,,,,,,
player,201010110nyj,nyj,ConnJo00,pass_sacked_yds,,,,,,
player,201010110nyj,nyj,ConnJo00,pass_long,0,,,,,
player,201010110nyj,nyj,ConnJo00,pass_rating,,,,,,
player,201010110nyj,nyj,ConnJo00,rush_att,0,,,,,
player,201010110nyj,nyj,ConnJo00,rush_yds,0,,,,,
player,201010110nyj,nyj,ConnJo00,rush_td,0,,,,,
player,201010110nyj,nyj,ConnJo00,rush_long,0,,,,,
player,201010110nyj,nyj,ConnJo00,targets,1,,,,,
player,201010110nyj,nyj,ConnJo00,rec,1,,,,,
player,201010110nyj,nyj,ConnJo00,rec_yds,7,,,,,
player,201010110nyj,nyj,ConnJo00,rec_td,0,,,,,
player,201010110nyj,nyj,ConnJo00,rec_long,7,,,,,
player,201010110nyj,nyj,ConnJo00,fumbles,0,,,,,
player,201010110nyj,nyj,ConnJo00,fumbles_lost,,,,,,
player,201010110nyj,min,EdwaRa21,def_int,0,,,,,
player,201010110nyj,min,EdwaRa21,def_int_yds,0,,,,,
player,201010110nyj,min,EdwaRa21,def_int_td,0,,,,,
player,201010110nyj,min,EdwaRa21,def_int_long,0,,,,,
player,201010110nyj,min,EdwaRa21,pass_defended,1,,,,,
player,201010110nyj,min,EdwaRa21,sacks,1.5,,,,,
player,201010110nyj,min,EdwaRa21,tackles_combined,7,,,,,
player,201010110nyj,min,EdwaRa21,tackles_solo,5,,,,,
player,201010110nyj,min,EdwaRa21,tackles_assists,2,,,,,
player,201010110nyj,min,EdwaRa21,tackles_loss,1,,,,,
player,201010110nyj,min,EdwaRa21,qb_hits,2,,,,,
player,201010110nyj,min,EdwaRa21,fumbles_rec,0,,,,,
player,201010110nyj,min,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,EdwaRa21,fumbles_rec_td,0,,,,,
player,201010110nyj,min,EdwaRa21,fumbles_forced,0,,,,,
player,201010110nyj,min,KennJi21,def_int,0,,,,,
player,201010110nyj,min,KennJi21,def_int_yds,0,,,,,
player,201010110nyj,min,KennJi21,def_int_td,0,,,,,
player,201010110nyj,min,KennJi21,def_int_long,0,,,,,
player,201010110nyj,min,KennJi21,pass_defended,0,,,,,
player,201010110nyj,min,KennJi21,sacks,0.5,,,,,
player,201010110nyj,min,KennJi21,tackles_combined,1,,,,,
player,201010110nyj,min,KennJi21,tackles_solo,0,,,,,
player,201010110nyj,min,KennJi21,tackles_assists,1,,,,,
player,201010110nyj,min,KennJi21,tackles_loss,0,,,,,
player,201010110nyj,min,KennJi21,qb_hits,1,,,,,
player,201010110nyj,min,KennJi21,fumbles_rec,0,,,,,
player,201010110nyj,min,KennJi21,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,KennJi21,fumbles_rec_td,0,,,,,
player,201010110nyj,min,KennJi21,fumbles_forced,0,,,,,
player,201010110nyj,min,GreeCh99,def_int,0,,,,,
player,201010110nyj,min,GreeCh99,def_int_yds,0,,,,,
player,201010110nyj,min,GreeCh99,def_int_td,0,,,,,
player,201010110nyj,min,GreeCh99,def_int_long,0,,,,,
player,201010110nyj,min,GreeCh99,pass_defended,0,,,,,
player,201010110nyj,min,GreeCh99,sacks,0.0,,,,,
player,201010110nyj,min,GreeCh99,tackles_combined,10,,,,,
player,201010110nyj,min,GreeCh99,tackles_solo,9,,,,,
player,201010110nyj,min,GreeCh99,tackles_assists,1,,,,,
player,201010110nyj,min,GreeCh99,tackles_loss,1,,,,,
player,201010110nyj,min,GreeCh99,qb_hits,0,,,,,
player,201010110nyj,min,GreeCh99,fumbles_rec,0,,,,,
player,201010110nyj,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,GreeCh99,fumbles_forced,0,,,,,
player,201010110nyj,min,AbduHu99,def_int,0,,,,,
player,201010110nyj,min,AbduHu99,def_int_yds,0,,,,,
player,201010110nyj,min,AbduHu99,def_int_td,0,,,,,
player,201010110nyj,min,AbduHu99,def_int_long,0,,,,,
player,201010110nyj,min,AbduHu99,pass_defended,0,,,,,
player,201010110nyj,min,AbduHu99,sacks,0.0,,,,,
player,201010110nyj,min,AbduHu99,tackles_combined,9,,,,,
player,201010110nyj,min,AbduHu99,tackles_solo,4,,,,,
player,201010110nyj,min,AbduHu99,tackles_assists,5,,,,,
player,201010110nyj,min,AbduHu99,tackles_loss,0,,,,,
player,201010110nyj,min,AbduHu99,qb_hits,0,,,,,
player,201010110nyj,min,AbduHu99,fumbles_rec,0,,,,,
player,201010110nyj,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,AbduHu99,fumbles_forced,0,,,,,
player,201010110nyj,min,HendE.20,def_int,0,,,,,
player,201010110nyj,min,HendE.20,def_int_yds,0,,,,,
player,201010110nyj,min,HendE.20,def_int_td,0,,,,,
player,201010110nyj,min,HendE.20,def_int_long,0,,,,,
player,201010110nyj,min,HendE.20,pass_defended,1,,,,,
player,201010110nyj,min,HendE.20,sacks,0.0,,,,,
player,201010110nyj,min,HendE.20,tackles_combined,9,,,,,
player,201010110nyj,min,HendE.20,tackles_solo,4,,,,,
player,201010110nyj,min,HendE.20,tackles_assists,5,,,,,
player,201010110nyj,min,HendE.20,tackles_loss,0,,,,,
player,201010110nyj,min,HendE.20,qb_hits,0,,,,,
player,201010110nyj,min,HendE.20,fumbles_rec,0,,,,,
player,201010110nyj,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,HendE.20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,HendE.20,fumbles_forced,0,,,,,
player,201010110nyj,min,WillMa20,def_int,0,,,,,
player,201010110nyj,min,WillMa20,def_int_yds,0,,,,,
