game,2010,5,20101011,201010110nyj,min,"Minnesota Vikings",20,nyj,"New York Jets",29
player,201010110nyj,nyj,ColeMa01,tackles_combined,2,,,,,
player,201010110nyj,nyj,ColeMa01,tackles_solo,1,,,,,
player,201010110nyj,nyj,ColeMa01,tackles_assists,1,,,,,
player,201010110nyj,nyj,ColeMa01,tackles_loss,1,,,,,
player,201010110nyj,nyj,ColeMa01,qb_hits,0,,,,,
player,201010110nyj,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201010110nyj,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201010110nyj,nyj,LaurLa20,def_int,0,,,,,
player,201010110nyj,nyj,LaurLa20,def_int_yds,0,,,,,
player,201010110nyj,nyj,LaurLa20,def_int_td,0,,,,,
player,201010110nyj,nyj,LaurLa20,def_int_long,0,,,,,
player,201010110nyj,nyj,LaurLa20,pass_defended,0,,,,,
player,201010110nyj,nyj,LaurLa20,sacks,0.0,,,,,
player,201010110nyj,nyj,LaurLa20,tackles_combined,2,,,,,
player,201010110nyj,nyj,LaurLa20,tackles_solo,1,,,,,
player,201010110nyj,nyj,LaurLa20,tackles_assists,1,,,,,
player,201010110nyj,nyj,LaurLa20,tackles_loss,0,,,,,
player,201010110nyj,nyj,LaurLa20,qb_hits,0,,,,,
player,201010110nyj,nyj,LaurLa20,fumbles_rec,0,,,,,
player,201010110nyj,nyj,LaurLa20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,LaurLa20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,LaurLa20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,SmitBr01,def_int,0,,,,,
player,201010110nyj,nyj,SmitBr01,def_int_yds,0,,,,,
player,201010110nyj,nyj,SmitBr01,def_int_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,def_int_long,0,,,,,
player,201010110nyj,nyj,SmitBr01,pass_defended,0,,,,,
player,201010110nyj,nyj,SmitBr01,sacks,0.0,,,,,
player,201010110nyj,nyj,SmitBr01,tackles_combined,2,,,,,
player,201010110nyj,nyj,SmitBr01,tackles_solo,2,,,,,
player,201010110nyj,nyj,SmitBr01,tackles_assists,0,,,,,
player,201010110nyj,nyj,SmitBr01,tackles_loss,0,,,,,
player,201010110nyj,nyj,SmitBr01,qb_hits,0,,,,,
player,201010110nyj,nyj,SmitBr01,fumbles_rec,0,,,,,
player,201010110nyj,nyj,SmitBr01,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,SmitBr01,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,fumbles_forced,0,,,,,
player,201010110nyj,nyj,CromAn20,def_int,0,,,,,
player,201010110nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201010110nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201010110nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201010110nyj,nyj,CromAn20,pass_defended,4,,,,,
player,201010110nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201010110nyj,nyj,CromAn20,tackles_combined,1,,,,,
player,201010110nyj,nyj,CromAn20,tackles_solo,1,,,,,
player,201010110nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201010110nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201010110nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201010110nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201010110nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,ReviDa99,def_int,0,,,,,
player,201010110nyj,nyj,ReviDa99,def_int_yds,0,,,,,
player,201010110nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201010110nyj,nyj,ReviDa99,def_int_long,0,,,,,
player,201010110nyj,nyj,ReviDa99,pass_defended,0,,,,,
player,201010110nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201010110nyj,nyj,ReviDa99,tackles_combined,1,,,,,
player,201010110nyj,nyj,ReviDa99,tackles_solo,1,,,,,
player,201010110nyj,nyj,ReviDa99,tackles_assists,0,,,,,
player,201010110nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201010110nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201010110nyj,nyj,ReviDa99,fumbles_rec,1,,,,,
player,201010110nyj,nyj,ReviDa99,fumbles_rec_yds,10,,,,,
player,201010110nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201010110nyj,nyj,PrycTr00,def_int,0,,,,,
player,201010110nyj,nyj,PrycTr00,def_int_yds,0,,,,,
player,201010110nyj,nyj,PrycTr00,def_int_td,0,,,,,
player,201010110nyj,nyj,PrycTr00,def_int_long,0,,,,,
player,201010110nyj,nyj,PrycTr00,pass_defended,0,,,,,
player,201010110nyj,nyj,PrycTr00,sacks,0.0,,,,,
player,201010110nyj,nyj,PrycTr00,tackles_combined,0,,,,,
player,201010110nyj,nyj,PrycTr00,tackles_solo,0,,,,,
player,201010110nyj,nyj,PrycTr00,tackles_assists,0,,,,,
player,201010110nyj,nyj,PrycTr00,tackles_loss,0,,,,,
player,201010110nyj,nyj,PrycTr00,qb_hits,1,,,,,
player,201010110nyj,nyj,PrycTr00,fumbles_rec,0,,,,,
player,201010110nyj,nyj,PrycTr00,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,PrycTr00,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,PrycTr00,fumbles_forced,0,,,,,
player,201010110nyj,nyj,WilsKy99,def_int,0,,,,,
player,201010110nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201010110nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201010110nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201010110nyj,nyj,WilsKy99,pass_defended,1,,,,,
player,201010110nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201010110nyj,nyj,WilsKy99,tackles_combined,0,,,,,
player,201010110nyj,nyj,WilsKy99,tackles_solo,0,,,,,
player,201010110nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201010110nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201010110nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201010110nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201010110nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201010110nyj,min,CamaGr00,kick_ret,0,,,,,
player,201010110nyj,min,CamaGr00,kick_ret_yds,0,,,,,
player,201010110nyj,min,CamaGr00,kick_ret_yds_per_ret,,,,,,
player,201010110nyj,min,CamaGr00,kick_ret_td,0,,,,,
player,201010110nyj,min,CamaGr00,kick_ret_long,0,,,,,
player,201010110nyj,min,CamaGr00,punt_ret,1,,,,,
player,201010110nyj,min,CamaGr00,punt_ret_yds,22,,,,,
player,201010110nyj,min,CamaGr00,punt_ret_yds_per_ret,22.0,,,,,
player,201010110nyj,min,CamaGr00,punt_ret_td,0,,,,,
player,201010110nyj,min,CamaGr00,punt_ret_long,22,,,,,
player,201010110nyj,min,HarvPe00,kick_ret,7,,,,,
player,201010110nyj,min,HarvPe00,kick_ret_yds,175,,,,,
player,201010110nyj,min,HarvPe00,kick_ret_yds_per_ret,25.0,,,,,
player,201010110nyj,min,HarvPe00,kick_ret_td,0,,,,,
player,201010110nyj,min,HarvPe00,kick_ret_long,44,,,,,
player,201010110nyj,min,HarvPe00,punt_ret,0,,,,,
player,201010110nyj,min,HarvPe00,punt_ret_yds,0,,,,,
player,201010110nyj,min,HarvPe00,punt_ret_yds_per_ret,,,,,,
player,201010110nyj,min,HarvPe00,punt_ret_td,0,,,,,
player,201010110nyj,min,HarvPe00,punt_ret_long,0,,,,,
player,201010110nyj,nyj,WilsKy99,kick_ret,0,,,,,
player,201010110nyj,nyj,WilsKy99,kick_ret_yds,0,,,,,
player,201010110nyj,nyj,WilsKy99,kick_ret_yds_per_ret,,,,,,
player,201010110nyj,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201010110nyj,nyj,WilsKy99,kick_ret_long,0,,,,,
player,201010110nyj,nyj,WilsKy99,punt_ret,2,,,,,
player,201010110nyj,nyj,WilsKy99,punt_ret_yds,7,,,,,
player,201010110nyj,nyj,WilsKy99,punt_ret_yds_per_ret,3.5,,,,,
player,201010110nyj,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201010110nyj,nyj,WilsKy99,punt_ret_long,7,,,,,
player,201010110nyj,nyj,LeonJi23,kick_ret,0,,,,,
player,201010110nyj,nyj,LeonJi23,kick_ret_yds,0,,,,,
player,201010110nyj,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201010110nyj,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201010110nyj,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201010110nyj,nyj,LeonJi23,punt_ret,1,,,,,
player,201010110nyj,nyj,LeonJi23,punt_ret_yds,7,,,,,
player,201010110nyj,nyj,LeonJi23,punt_ret_yds_per_ret,7.0,,,,,
player,201010110nyj,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201010110nyj,nyj,LeonJi23,punt_ret_long,7,,,,,
player,201010110nyj,nyj,SmitBr01,kick_ret,3,,,,,
player,201010110nyj,nyj,SmitBr01,kick_ret_yds,121,,,,,
player,201010110nyj,nyj,SmitBr01,kick_ret_yds_per_ret,40.3,,,,,
player,201010110nyj,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,kick_ret_long,86,,,,,
player,201010110nyj,nyj,SmitBr01,punt_ret,0,,,,,
player,201010110nyj,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201010110nyj,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201010110nyj,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201010110nyj,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201010110nyj,nyj,LoweDw99,kick_ret,1,,,,,
player,201010110nyj,nyj,LoweDw99,kick_ret_yds,14,,,,,
player,201010110nyj,nyj,LoweDw99,kick_ret_yds_per_ret,14.0,,,,,
player,201010110nyj,nyj,LoweDw99,kick_ret_td,0,,,,,
player,201010110nyj,nyj,LoweDw99,kick_ret_long,14,,,,,
player,201010110nyj,nyj,LoweDw99,punt_ret,0,,,,,
player,201010110nyj,nyj,LoweDw99,punt_ret_yds,0,,,,,
player,201010110nyj,nyj,LoweDw99,punt_ret_yds_per_ret,,,,,,
player,201010110nyj,nyj,LoweDw99,punt_ret_td,0,,,,,
player,201010110nyj,nyj,LoweDw99,punt_ret_long,0,,,,,
player,201010110nyj,min,longwrya01,xpm,2,,,,,
player,201010110nyj,min,longwrya01,xpa,2,,,,,
player,201010110nyj,min,longwrya01,fgm,,,,,,
player,201010110nyj,min,longwrya01,fga,,,,,,
player,201010110nyj,min,longwrya01,punt,0,,,,,
player,201010110nyj,min,longwrya01,punt_yds,0,,,,,
player,201010110nyj,min,longwrya01,punt_yds_per_punt,,,,,,
player,201010110nyj,min,longwrya01,punt_long,0,,,,,
player,201010110nyj,min,KluwCh20,xpm,,,,,,
player,201010110nyj,min,KluwCh20,xpa,,,,,,
player,201010110nyj,min,KluwCh20,fgm,,,,,,
player,201010110nyj,min,KluwCh20,fga,,,,,,
player,201010110nyj,min,KluwCh20,punt,7,,,,,
player,201010110nyj,min,KluwCh20,punt_yds,297,,,,,
player,201010110nyj,min,KluwCh20,punt_yds_per_punt,42.4,,,,,
player,201010110nyj,min,KluwCh20,punt_long,59,,,,,
player,201010110nyj,nyj,FolkNi20,xpm,2,,,,,
player,201010110nyj,nyj,FolkNi20,xpa,2,,,,,
player,201010110nyj,nyj,FolkNi20,fgm,5,,,,,
player,201010110nyj,nyj,FolkNi20,fga,5,,,,,
player,201010110nyj,nyj,FolkNi20,punt,0,,,,,
player,201010110nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201010110nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201010110nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201010110nyj,nyj,WeatSt20,xpm,,,,,,
player,201010110nyj,nyj,WeatSt20,xpa,,,,,,
player,201010110nyj,nyj,WeatSt20,fgm,,,,,,
player,201010110nyj,nyj,WeatSt20,fga,,,,,,
player,201010110nyj,nyj,WeatSt20,punt,7,,,,,
player,201010110nyj,nyj,WeatSt20,punt_yds,324,,,,,
player,201010110nyj,nyj,WeatSt20,punt_yds_per_punt,46.3,,,,,
player,201010110nyj,nyj,WeatSt20,punt_long,53,,,,,
