game,2010,7,20101024,201010240car,sfo,"San Francisco 49ers",20,car,"Carolina Panthers",23
player,201010240car,sfo,MorgJo00,fumbles_lost,,,,,,
player,201010240car,sfo,DaviVe00,pass_cmp,0,,,,,
player,201010240car,sfo,DaviVe00,pass_att,0,,,,,
player,201010240car,sfo,DaviVe00,pass_yds,0,,,,,
player,201010240car,sfo,DaviVe00,pass_td,0,,,,,
player,201010240car,sfo,DaviVe00,pass_int,0,,,,,
player,201010240car,sfo,DaviVe00,pass_sacked,,,,,,
player,201010240car,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201010240car,sfo,DaviVe00,pass_long,0,,,,,
player,201010240car,sfo,DaviVe00,pass_rating,,,,,,
player,201010240car,sfo,DaviVe00,rush_att,0,,,,,
player,201010240car,sfo,DaviVe00,rush_yds,0,,,,,
player,201010240car,sfo,DaviVe00,rush_td,0,,,,,
player,201010240car,sfo,DaviVe00,rush_long,0,,,,,
player,201010240car,sfo,DaviVe00,targets,8,,,,,
player,201010240car,sfo,DaviVe00,rec,4,,,,,
player,201010240car,sfo,DaviVe00,rec_yds,74,,,,,
player,201010240car,sfo,DaviVe00,rec_td,1,,,,,
player,201010240car,sfo,DaviVe00,rec_long,53,,,,,
player,201010240car,sfo,DaviVe00,fumbles,0,,,,,
player,201010240car,sfo,DaviVe00,fumbles_lost,,,,,,
player,201010240car,sfo,CrabMi00,pass_cmp,0,,,,,
player,201010240car,sfo,CrabMi00,pass_att,0,,,,,
player,201010240car,sfo,CrabMi00,pass_yds,0,,,,,
player,201010240car,sfo,CrabMi00,pass_td,0,,,,,
player,201010240car,sfo,CrabMi00,pass_int,0,,,,,
player,201010240car,sfo,CrabMi00,pass_sacked,,,,,,
player,201010240car,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201010240car,sfo,CrabMi00,pass_long,0,,,,,
player,201010240car,sfo,CrabMi00,pass_rating,,,,,,
player,201010240car,sfo,CrabMi00,rush_att,0,,,,,
player,201010240car,sfo,CrabMi00,rush_yds,0,,,,,
player,201010240car,sfo,CrabMi00,rush_td,0,,,,,
player,201010240car,sfo,CrabMi00,rush_long,0,,,,,
player,201010240car,sfo,CrabMi00,targets,5,,,,,
player,201010240car,sfo,CrabMi00,rec,4,,,,,
player,201010240car,sfo,CrabMi00,rec_yds,31,,,,,
player,201010240car,sfo,CrabMi00,rec_td,0,,,,,
player,201010240car,sfo,CrabMi00,rec_long,18,,,,,
player,201010240car,sfo,CrabMi00,fumbles,0,,,,,
player,201010240car,sfo,CrabMi00,fumbles_lost,,,,,,
player,201010240car,sfo,GinnTe00,pass_cmp,0,,,,,
player,201010240car,sfo,GinnTe00,pass_att,0,,,,,
player,201010240car,sfo,GinnTe00,pass_yds,0,,,,,
player,201010240car,sfo,GinnTe00,pass_td,0,,,,,
player,201010240car,sfo,GinnTe00,pass_int,0,,,,,
player,201010240car,sfo,GinnTe00,pass_sacked,,,,,,
player,201010240car,sfo,GinnTe00,pass_sacked_yds,,,,,,
player,201010240car,sfo,GinnTe00,pass_long,0,,,,,
player,201010240car,sfo,GinnTe00,pass_rating,,,,,,
player,201010240car,sfo,GinnTe00,rush_att,0,,,,,
player,201010240car,sfo,GinnTe00,rush_yds,0,,,,,
player,201010240car,sfo,GinnTe00,rush_td,0,,,,,
player,201010240car,sfo,GinnTe00,rush_long,0,,,,,
player,201010240car,sfo,GinnTe00,targets,4,,,,,
player,201010240car,sfo,GinnTe00,rec,0,,,,,
player,201010240car,sfo,GinnTe00,rec_yds,0,,,,,
player,201010240car,sfo,GinnTe00,rec_td,0,,,,,
player,201010240car,sfo,GinnTe00,rec_long,0,,,,,
player,201010240car,sfo,GinnTe00,fumbles,0,,,,,
player,201010240car,sfo,GinnTe00,fumbles_lost,,,,,,
player,201010240car,sfo,WestBr00,pass_cmp,0,,,,,
player,201010240car,sfo,WestBr00,pass_att,0,,,,,
player,201010240car,sfo,WestBr00,pass_yds,0,,,,,
player,201010240car,sfo,WestBr00,pass_td,0,,,,,
player,201010240car,sfo,WestBr00,pass_int,0,,,,,
player,201010240car,sfo,WestBr00,pass_sacked,,,,,,
player,201010240car,sfo,WestBr00,pass_sacked_yds,,,,,,
player,201010240car,sfo,WestBr00,pass_long,0,,,,,
player,201010240car,sfo,WestBr00,pass_rating,,,,,,
player,201010240car,sfo,WestBr00,rush_att,1,,,,,
player,201010240car,sfo,WestBr00,rush_yds,-1,,,,,
player,201010240car,sfo,WestBr00,rush_td,0,,,,,
player,201010240car,sfo,WestBr00,rush_long,-1,,,,,
player,201010240car,sfo,WestBr00,targets,0,,,,,
player,201010240car,sfo,WestBr00,rec,0,,,,,
player,201010240car,sfo,WestBr00,rec_yds,0,,,,,
player,201010240car,sfo,WestBr00,rec_td,0,,,,,
player,201010240car,sfo,WestBr00,rec_long,0,,,,,
player,201010240car,sfo,WestBr00,fumbles,0,,,,,
player,201010240car,sfo,WestBr00,fumbles_lost,,,,,,
player,201010240car,sfo,DixoAn00,pass_cmp,0,,,,,
player,201010240car,sfo,DixoAn00,pass_att,0,,,,,
player,201010240car,sfo,DixoAn00,pass_yds,0,,,,,
player,201010240car,sfo,DixoAn00,pass_td,0,,,,,
player,201010240car,sfo,DixoAn00,pass_int,0,,,,,
player,201010240car,sfo,DixoAn00,pass_sacked,,,,,,
player,201010240car,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201010240car,sfo,DixoAn00,pass_long,0,,,,,
player,201010240car,sfo,DixoAn00,pass_rating,,,,,,
player,201010240car,sfo,DixoAn00,rush_att,1,,,,,
player,201010240car,sfo,DixoAn00,rush_yds,-6,,,,,
player,201010240car,sfo,DixoAn00,rush_td,0,,,,,
player,201010240car,sfo,DixoAn00,rush_long,-6,,,,,
player,201010240car,sfo,DixoAn00,targets,0,,,,,
player,201010240car,sfo,DixoAn00,rec,0,,,,,
player,201010240car,sfo,DixoAn00,rec_yds,0,,,,,
player,201010240car,sfo,DixoAn00,rec_td,0,,,,,
player,201010240car,sfo,DixoAn00,rec_long,0,,,,,
player,201010240car,sfo,DixoAn00,fumbles,0,,,,,
player,201010240car,sfo,DixoAn00,fumbles_lost,,,,,,
player,201010240car,sfo,ByhaNa00,pass_cmp,,,,,,
player,201010240car,sfo,ByhaNa00,pass_att,,,,,,
player,201010240car,sfo,ByhaNa00,pass_yds,,,,,,
player,201010240car,sfo,ByhaNa00,pass_td,,,,,,
player,201010240car,sfo,ByhaNa00,pass_int,,,,,,
player,201010240car,sfo,ByhaNa00,pass_sacked,,,,,,
player,201010240car,sfo,ByhaNa00,pass_sacked_yds,,,,,,
player,201010240car,sfo,ByhaNa00,pass_long,,,,,,
player,201010240car,sfo,ByhaNa00,pass_rating,,,,,,
player,201010240car,sfo,ByhaNa00,rush_att,,,,,,
player,201010240car,sfo,ByhaNa00,rush_yds,,,,,,
player,201010240car,sfo,ByhaNa00,rush_td,,,,,,
player,201010240car,sfo,ByhaNa00,rush_long,,,,,,
player,201010240car,sfo,ByhaNa00,targets,1,,,,,
player,201010240car,sfo,ByhaNa00,rec,0,,,,,
player,201010240car,sfo,ByhaNa00,rec_yds,0,,,,,
player,201010240car,sfo,ByhaNa00,rec_td,0,,,,,
player,201010240car,sfo,ByhaNa00,rec_long,,,,,,
player,201010240car,sfo,ByhaNa00,fumbles,,,,,,
player,201010240car,sfo,ByhaNa00,fumbles_lost,,,,,,
player,201010240car,car,MoorMa01,pass_cmp,28,,,,,
player,201010240car,car,MoorMa01,pass_att,41,,,,,
player,201010240car,car,MoorMa01,pass_yds,308,,,,,
player,201010240car,car,MoorMa01,pass_td,2,,,,,
player,201010240car,car,MoorMa01,pass_int,1,,,,,
player,201010240car,car,MoorMa01,pass_sacked,1,,,,,
player,201010240car,car,MoorMa01,pass_sacked_yds,5,,,,,
player,201010240car,car,MoorMa01,pass_long,39,,,,,
player,201010240car,car,MoorMa01,pass_rating,96.4,,,,,
player,201010240car,car,MoorMa01,rush_att,1,,,,,
player,201010240car,car,MoorMa01,rush_yds,3,,,,,
player,201010240car,car,MoorMa01,rush_td,0,,,,,
player,201010240car,car,MoorMa01,rush_long,3,,,,,
player,201010240car,car,MoorMa01,targets,0,,,,,
player,201010240car,car,MoorMa01,rec,0,,,,,
player,201010240car,car,MoorMa01,rec_yds,0,,,,,
player,201010240car,car,MoorMa01,rec_td,0,,,,,
player,201010240car,car,MoorMa01,rec_long,0,,,,,
player,201010240car,car,MoorMa01,fumbles,0,,,,,
player,201010240car,car,MoorMa01,fumbles_lost,,,,,,
player,201010240car,car,WillDe02,pass_cmp,0,,,,,
player,201010240car,car,WillDe02,pass_att,0,,,,,
player,201010240car,car,WillDe02,pass_yds,0,,,,,
player,201010240car,car,WillDe02,pass_td,0,,,,,
player,201010240car,car,WillDe02,pass_int,0,,,,,
player,201010240car,car,WillDe02,pass_sacked,,,,,,
player,201010240car,car,WillDe02,pass_sacked_yds,,,,,,
player,201010240car,car,WillDe02,pass_long,0,,,,,
player,201010240car,car,WillDe02,pass_rating,,,,,,
player,201010240car,car,WillDe02,rush_att,19,,,,,
player,201010240car,car,WillDe02,rush_yds,44,,,,,
player,201010240car,car,WillDe02,rush_td,0,,,,,
player,201010240car,car,WillDe02,rush_long,10,,,,,
player,201010240car,car,WillDe02,targets,6,,,,,
player,201010240car,car,WillDe02,rec,4,,,,,
player,201010240car,car,WillDe02,rec_yds,19,,,,,
player,201010240car,car,WillDe02,rec_td,0,,,,,
player,201010240car,car,WillDe02,rec_long,8,,,,,
player,201010240car,car,WillDe02,fumbles,1,,,,,
player,201010240car,car,WillDe02,fumbles_lost,1,,,,,
player,201010240car,car,StewJo00,pass_cmp,0,,,,,
player,201010240car,car,StewJo00,pass_att,0,,,,,
player,201010240car,car,StewJo00,pass_yds,0,,,,,
player,201010240car,car,StewJo00,pass_td,0,,,,,
player,201010240car,car,StewJo00,pass_int,0,,,,,
player,201010240car,car,StewJo00,pass_sacked,,,,,,
player,201010240car,car,StewJo00,pass_sacked_yds,,,,,,
player,201010240car,car,StewJo00,pass_long,0,,,,,
player,201010240car,car,StewJo00,pass_rating,,,,,,
player,201010240car,car,StewJo00,rush_att,14,,,,,
player,201010240car,car,StewJo00,rush_yds,29,,,,,
player,201010240car,car,StewJo00,rush_td,0,,,,,
player,201010240car,car,StewJo00,rush_long,5,,,,,
player,201010240car,car,StewJo00,targets,3,,,,,
player,201010240car,car,StewJo00,rec,0,,,,,
player,201010240car,car,StewJo00,rec_yds,0,,,,,
player,201010240car,car,StewJo00,rec_td,0,,,,,
player,201010240car,car,StewJo00,rec_long,0,,,,,
player,201010240car,car,StewJo00,fumbles,0,,,,,
player,201010240car,car,StewJo00,fumbles_lost,,,,,,
player,201010240car,car,GettDa00,pass_cmp,0,,,,,
player,201010240car,car,GettDa00,pass_att,0,,,,,
player,201010240car,car,GettDa00,pass_yds,0,,,,,
player,201010240car,car,GettDa00,pass_td,0,,,,,
player,201010240car,car,GettDa00,pass_int,0,,,,,
player,201010240car,car,GettDa00,pass_sacked,,,,,,
player,201010240car,car,GettDa00,pass_sacked_yds,,,,,,
player,201010240car,car,GettDa00,pass_long,0,,,,,
player,201010240car,car,GettDa00,pass_rating,,,,,,
player,201010240car,car,GettDa00,rush_att,0,,,,,
player,201010240car,car,GettDa00,rush_yds,0,,,,,
player,201010240car,car,GettDa00,rush_td,0,,,,,
player,201010240car,car,GettDa00,rush_long,0,,,,,
player,201010240car,car,GettDa00,targets,9,,,,,
player,201010240car,car,GettDa00,rec,8,,,,,
player,201010240car,car,GettDa00,rec_yds,125,,,,,
player,201010240car,car,GettDa00,rec_td,2,,,,,
player,201010240car,car,GettDa00,rec_long,39,,,,,
player,201010240car,car,GettDa00,fumbles,0,,,,,
player,201010240car,car,GettDa00,fumbles_lost,,,,,,
player,201010240car,car,LaFeBr00,pass_cmp,0,,,,,
player,201010240car,car,LaFeBr00,pass_att,0,,,,,
player,201010240car,car,LaFeBr00,pass_yds,0,,,,,
player,201010240car,car,LaFeBr00,pass_td,0,,,,,
player,201010240car,car,LaFeBr00,pass_int,0,,,,,
player,201010240car,car,LaFeBr00,pass_sacked,0,,,,,
player,201010240car,car,LaFeBr00,pass_sacked_yds,,,,,,
player,201010240car,car,LaFeBr00,pass_long,0,,,,,
player,201010240car,car,LaFeBr00,pass_rating,,,,,,
player,201010240car,car,LaFeBr00,rush_att,0,,,,,
player,201010240car,car,LaFeBr00,rush_yds,0,,,,,
player,201010240car,car,LaFeBr00,rush_td,0,,,,,
player,201010240car,car,LaFeBr00,rush_long,0,,,,,
player,201010240car,car,LaFeBr00,targets,6,,,,,
player,201010240car,car,LaFeBr00,rec,6,,,,,
player,201010240car,car,LaFeBr00,rec_yds,91,,,,,
player,201010240car,car,LaFeBr00,rec_td,0,,,,,
player,201010240car,car,LaFeBr00,rec_long,35,,,,,
player,201010240car,car,LaFeBr00,fumbles,0,,,,,
player,201010240car,car,LaFeBr00,fumbles_lost,,,,,,
player,201010240car,car,SmitSt01,pass_cmp,0,,,,,
player,201010240car,car,SmitSt01,pass_att,0,,,,,
player,201010240car,car,SmitSt01,pass_yds,0,,,,,
player,201010240car,car,SmitSt01,pass_td,0,,,,,
player,201010240car,car,SmitSt01,pass_int,0,,,,,
player,201010240car,car,SmitSt01,pass_sacked,,,,,,
player,201010240car,car,SmitSt01,pass_sacked_yds,,,,,,
player,201010240car,car,SmitSt01,pass_long,0,,,,,
player,201010240car,car,SmitSt01,pass_rating,,,,,,
player,201010240car,car,SmitSt01,rush_att,0,,,,,
player,201010240car,car,SmitSt01,rush_yds,0,,,,,
player,201010240car,car,SmitSt01,rush_td,0,,,,,
player,201010240car,car,SmitSt01,rush_long,0,,,,,
player,201010240car,car,SmitSt01,targets,8,,,,,
player,201010240car,car,SmitSt01,rec,4,,,,,
player,201010240car,car,SmitSt01,rec_yds,50,,,,,
player,201010240car,car,SmitSt01,rec_td,0,,,,,
player,201010240car,car,SmitSt01,rec_long,21,,,,,
player,201010240car,car,SmitSt01,fumbles,2,,,,,
player,201010240car,car,SmitSt01,fumbles_lost,1,,,,,
player,201010240car,car,RosaDa00,pass_cmp,0,,,,,
player,201010240car,car,RosaDa00,pass_att,0,,,,,
player,201010240car,car,RosaDa00,pass_yds,0,,,,,
player,201010240car,car,RosaDa00,pass_td,0,,,,,
player,201010240car,car,RosaDa00,pass_int,0,,,,,
player,201010240car,car,RosaDa00,pass_sacked,,,,,,
player,201010240car,car,RosaDa00,pass_sacked_yds,,,,,,
player,201010240car,car,RosaDa00,pass_long,0,,,,,
player,201010240car,car,RosaDa00,pass_rating,,,,,,
player,201010240car,car,RosaDa00,rush_att,0,,,,,
player,201010240car,car,RosaDa00,rush_yds,0,,,,,
player,201010240car,car,RosaDa00,rush_td,0,,,,,
player,201010240car,car,RosaDa00,rush_long,0,,,,,
player,201010240car,car,RosaDa00,targets,5,,,,,
player,201010240car,car,RosaDa00,rec,5,,,,,
player,201010240car,car,RosaDa00,rec_yds,28,,,,,
player,201010240car,car,RosaDa00,rec_td,0,,,,,
player,201010240car,car,RosaDa00,rec_long,10,,,,,
player,201010240car,car,RosaDa00,fumbles,0,,,,,
player,201010240car,car,RosaDa00,fumbles_lost,,,,,,
player,201010240car,car,FiamTo00,pass_cmp,0,,,,,
player,201010240car,car,FiamTo00,pass_att,0,,,,,
player,201010240car,car,FiamTo00,pass_yds,0,,,,,
player,201010240car,car,FiamTo00,pass_td,0,,,,,
player,201010240car,car,FiamTo00,pass_int,0,,,,,
player,201010240car,car,FiamTo00,pass_sacked,,,,,,
player,201010240car,car,FiamTo00,pass_sacked_yds,,,,,,
player,201010240car,car,FiamTo00,pass_long,0,,,,,
player,201010240car,car,FiamTo00,pass_rating,,,,,,
player,201010240car,car,FiamTo00,rush_att,0,,,,,
player,201010240car,car,FiamTo00,rush_yds,0,,,,,
player,201010240car,car,FiamTo00,rush_td,0,,,,,
player,201010240car,car,FiamTo00,rush_long,0,,,,,
player,201010240car,car,FiamTo00,targets,1,,,,,
player,201010240car,car,FiamTo00,rec,0,,,,,
player,201010240car,car,FiamTo00,rec_yds,0,,,,,
player,201010240car,car,FiamTo00,rec_td,0,,,,,
player,201010240car,car,FiamTo00,rec_long,0,,,,,
player,201010240car,car,FiamTo00,fumbles,0,,,,,
player,201010240car,car,FiamTo00,fumbles_lost,,,,,,
player,201010240car,car,GoodMi00,pass_cmp,0,,,,,
player,201010240car,car,GoodMi00,pass_att,0,,,,,
player,201010240car,car,GoodMi00,pass_yds,0,,,,,
player,201010240car,car,GoodMi00,pass_td,0,,,,,
player,201010240car,car,GoodMi00,pass_int,0,,,,,
player,201010240car,car,GoodMi00,pass_sacked,,,,,,
player,201010240car,car,GoodMi00,pass_sacked_yds,,,,,,
player,201010240car,car,GoodMi00,pass_long,0,,,,,
player,201010240car,car,GoodMi00,pass_rating,,,,,,
player,201010240car,car,GoodMi00,rush_att,0,,,,,
player,201010240car,car,GoodMi00,rush_yds,0,,,,,
player,201010240car,car,GoodMi00,rush_td,0,,,,,
player,201010240car,car,GoodMi00,rush_long,0,,,,,
player,201010240car,car,GoodMi00,targets,2,,,,,
player,201010240car,car,GoodMi00,rec,1,,,,,
player,201010240car,car,GoodMi00,rec_yds,-5,,,,,
player,201010240car,car,GoodMi00,rec_td,0,,,,,
player,201010240car,car,GoodMi00,rec_long,-5,,,,,
player,201010240car,car,GoodMi00,fumbles,0,,,,,
player,201010240car,car,GoodMi00,fumbles_lost,,,,,,
player,201010240car,car,ClowDa00,pass_cmp,,,,,,
player,201010240car,car,ClowDa00,pass_att,,,,,,
player,201010240car,car,ClowDa00,pass_yds,,,,,,
player,201010240car,car,ClowDa00,pass_td,,,,,,
player,201010240car,car,ClowDa00,pass_int,,,,,,
player,201010240car,car,ClowDa00,pass_sacked,,,,,,
player,201010240car,car,ClowDa00,pass_sacked_yds,,,,,,
player,201010240car,car,ClowDa00,pass_long,,,,,,
player,201010240car,car,ClowDa00,pass_rating,,,,,,
player,201010240car,car,ClowDa00,rush_att,,,,,,
player,201010240car,car,ClowDa00,rush_yds,,,,,,
player,201010240car,car,ClowDa00,rush_td,,,,,,
player,201010240car,car,ClowDa00,rush_long,,,,,,
player,201010240car,car,ClowDa00,targets,1,,,,,
player,201010240car,car,ClowDa00,rec,0,,,,,
player,201010240car,car,ClowDa00,rec_yds,0,,,,,
player,201010240car,car,ClowDa00,rec_td,0,,,,,
player,201010240car,car,ClowDa00,rec_long,,,,,,
player,201010240car,car,ClowDa00,fumbles,,,,,,
player,201010240car,car,ClowDa00,fumbles_lost,,,,,,
player,201010240car,sfo,McDoRa99,def_int,1,,,,,
player,201010240car,sfo,McDoRa99,def_int_yds,31,,,,,
player,201010240car,sfo,McDoRa99,def_int_td,1,,,,,
player,201010240car,sfo,McDoRa99,def_int_long,31,,,,,
player,201010240car,sfo,McDoRa99,pass_defended,1,,,,,
player,201010240car,sfo,McDoRa99,sacks,0.0,,,,,
player,201010240car,sfo,McDoRa99,tackles_combined,1,,,,,
player,201010240car,sfo,McDoRa99,tackles_solo,1,,,,,
player,201010240car,sfo,McDoRa99,tackles_assists,0,,,,,
player,201010240car,sfo,McDoRa99,tackles_loss,0,,,,,
player,201010240car,sfo,McDoRa99,qb_hits,0,,,,,
player,201010240car,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201010240car,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201010240car,sfo,ClemNa99,def_int,0,,,,,
player,201010240car,sfo,ClemNa99,def_int_yds,0,,,,,
player,201010240car,sfo,ClemNa99,def_int_td,0,,,,,
player,201010240car,sfo,ClemNa99,def_int_long,0,,,,,
player,201010240car,sfo,ClemNa99,pass_defended,0,,,,,
player,201010240car,sfo,ClemNa99,sacks,1.0,,,,,
player,201010240car,sfo,ClemNa99,tackles_combined,9,,,,,
player,201010240car,sfo,ClemNa99,tackles_solo,8,,,,,
player,201010240car,sfo,ClemNa99,tackles_assists,1,,,,,
player,201010240car,sfo,ClemNa99,tackles_loss,1,,,,,
player,201010240car,sfo,ClemNa99,qb_hits,1,,,,,
player,201010240car,sfo,ClemNa99,fumbles_rec,0,,,,,
player,201010240car,sfo,ClemNa99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,ClemNa99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,ClemNa99,fumbles_forced,1,,,,,
player,201010240car,sfo,WillPa98,def_int,0,,,,,
player,201010240car,sfo,WillPa98,def_int_yds,0,,,,,
player,201010240car,sfo,WillPa98,def_int_td,0,,,,,
player,201010240car,sfo,WillPa98,def_int_long,0,,,,,
player,201010240car,sfo,WillPa98,pass_defended,0,,,,,
player,201010240car,sfo,WillPa98,sacks,0.0,,,,,
player,201010240car,sfo,WillPa98,tackles_combined,11,,,,,
player,201010240car,sfo,WillPa98,tackles_solo,8,,,,,
player,201010240car,sfo,WillPa98,tackles_assists,3,,,,,
player,201010240car,sfo,WillPa98,tackles_loss,1,,,,,
player,201010240car,sfo,WillPa98,qb_hits,0,,,,,
player,201010240car,sfo,WillPa98,fumbles_rec,0,,,,,
player,201010240car,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201010240car,sfo,WillPa98,fumbles_forced,0,,,,,
player,201010240car,sfo,SmitJu20,def_int,0,,,,,
