game,2010,7,20101024,201010240sdg,nwe,"New England Patriots",23,sdg,"San Diego Chargers",20
player,201010240sdg,nwe,GreeBe00,rush_td,1,,,,,
player,201010240sdg,nwe,GreeBe00,rush_long,9,,,,,
player,201010240sdg,nwe,GreeBe00,targets,0,,,,,
player,201010240sdg,nwe,GreeBe00,rec,0,,,,,
player,201010240sdg,nwe,GreeBe00,rec_yds,0,,,,,
player,201010240sdg,nwe,GreeBe00,rec_td,0,,,,,
player,201010240sdg,nwe,GreeBe00,rec_long,0,,,,,
player,201010240sdg,nwe,GreeBe00,fumbles,0,,,,,
player,201010240sdg,nwe,GreeBe00,fumbles_lost,,,,,,
player,201010240sdg,nwe,MorrSa00,pass_cmp,0,,,,,
player,201010240sdg,nwe,MorrSa00,pass_att,0,,,,,
player,201010240sdg,nwe,MorrSa00,pass_yds,0,,,,,
player,201010240sdg,nwe,MorrSa00,pass_td,0,,,,,
player,201010240sdg,nwe,MorrSa00,pass_int,0,,,,,
player,201010240sdg,nwe,MorrSa00,pass_sacked,,,,,,
player,201010240sdg,nwe,MorrSa00,pass_sacked_yds,,,,,,
player,201010240sdg,nwe,MorrSa00,pass_long,0,,,,,
player,201010240sdg,nwe,MorrSa00,pass_rating,,,,,,
player,201010240sdg,nwe,MorrSa00,rush_att,1,,,,,
player,201010240sdg,nwe,MorrSa00,rush_yds,2,,,,,
player,201010240sdg,nwe,MorrSa00,rush_td,0,,,,,
player,201010240sdg,nwe,MorrSa00,rush_long,2,,,,,
player,201010240sdg,nwe,MorrSa00,targets,1,,,,,
player,201010240sdg,nwe,MorrSa00,rec,0,,,,,
player,201010240sdg,nwe,MorrSa00,rec_yds,0,,,,,
player,201010240sdg,nwe,MorrSa00,rec_td,0,,,,,
player,201010240sdg,nwe,MorrSa00,rec_long,0,,,,,
player,201010240sdg,nwe,MorrSa00,fumbles,0,,,,,
player,201010240sdg,nwe,MorrSa00,fumbles_lost,,,,,,
player,201010240sdg,nwe,HernAa00,pass_cmp,0,,,,,
player,201010240sdg,nwe,HernAa00,pass_att,0,,,,,
player,201010240sdg,nwe,HernAa00,pass_yds,0,,,,,
player,201010240sdg,nwe,HernAa00,pass_td,0,,,,,
player,201010240sdg,nwe,HernAa00,pass_int,0,,,,,
player,201010240sdg,nwe,HernAa00,pass_sacked,,,,,,
player,201010240sdg,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201010240sdg,nwe,HernAa00,pass_long,0,,,,,
player,201010240sdg,nwe,HernAa00,pass_rating,,,,,,
player,201010240sdg,nwe,HernAa00,rush_att,0,,,,,
player,201010240sdg,nwe,HernAa00,rush_yds,0,,,,,
player,201010240sdg,nwe,HernAa00,rush_td,0,,,,,
player,201010240sdg,nwe,HernAa00,rush_long,0,,,,,
player,201010240sdg,nwe,HernAa00,targets,8,,,,,
player,201010240sdg,nwe,HernAa00,rec,5,,,,,
player,201010240sdg,nwe,HernAa00,rec_yds,54,,,,,
player,201010240sdg,nwe,HernAa00,rec_td,0,,,,,
player,201010240sdg,nwe,HernAa00,rec_long,24,,,,,
player,201010240sdg,nwe,HernAa00,fumbles,0,,,,,
player,201010240sdg,nwe,HernAa00,fumbles_lost,,,,,,
player,201010240sdg,nwe,BranDe00,pass_cmp,0,,,,,
player,201010240sdg,nwe,BranDe00,pass_att,0,,,,,
player,201010240sdg,nwe,BranDe00,pass_yds,0,,,,,
player,201010240sdg,nwe,BranDe00,pass_td,0,,,,,
player,201010240sdg,nwe,BranDe00,pass_int,0,,,,,
player,201010240sdg,nwe,BranDe00,pass_sacked,,,,,,
player,201010240sdg,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201010240sdg,nwe,BranDe00,pass_long,0,,,,,
player,201010240sdg,nwe,BranDe00,pass_rating,,,,,,
player,201010240sdg,nwe,BranDe00,rush_att,0,,,,,
player,201010240sdg,nwe,BranDe00,rush_yds,0,,,,,
player,201010240sdg,nwe,BranDe00,rush_td,0,,,,,
player,201010240sdg,nwe,BranDe00,rush_long,0,,,,,
player,201010240sdg,nwe,BranDe00,targets,8,,,,,
player,201010240sdg,nwe,BranDe00,rec,4,,,,,
player,201010240sdg,nwe,BranDe00,rec_yds,39,,,,,
player,201010240sdg,nwe,BranDe00,rec_td,0,,,,,
player,201010240sdg,nwe,BranDe00,rec_long,17,,,,,
player,201010240sdg,nwe,BranDe00,fumbles,0,,,,,
player,201010240sdg,nwe,BranDe00,fumbles_lost,,,,,,
player,201010240sdg,nwe,WelkWe00,pass_cmp,0,,,,,
player,201010240sdg,nwe,WelkWe00,pass_att,0,,,,,
player,201010240sdg,nwe,WelkWe00,pass_yds,0,,,,,
player,201010240sdg,nwe,WelkWe00,pass_td,0,,,,,
player,201010240sdg,nwe,WelkWe00,pass_int,0,,,,,
player,201010240sdg,nwe,WelkWe00,pass_sacked,,,,,,
player,201010240sdg,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201010240sdg,nwe,WelkWe00,pass_long,0,,,,,
player,201010240sdg,nwe,WelkWe00,pass_rating,,,,,,
player,201010240sdg,nwe,WelkWe00,rush_att,0,,,,,
player,201010240sdg,nwe,WelkWe00,rush_yds,0,,,,,
player,201010240sdg,nwe,WelkWe00,rush_td,0,,,,,
player,201010240sdg,nwe,WelkWe00,rush_long,0,,,,,
player,201010240sdg,nwe,WelkWe00,targets,6,,,,,
player,201010240sdg,nwe,WelkWe00,rec,4,,,,,
player,201010240sdg,nwe,WelkWe00,rec_yds,25,,,,,
player,201010240sdg,nwe,WelkWe00,rec_td,0,,,,,
player,201010240sdg,nwe,WelkWe00,rec_long,12,,,,,
player,201010240sdg,nwe,WelkWe00,fumbles,0,,,,,
player,201010240sdg,nwe,WelkWe00,fumbles_lost,,,,,,
player,201010240sdg,nwe,GronRo00,pass_cmp,0,,,,,
player,201010240sdg,nwe,GronRo00,pass_att,0,,,,,
player,201010240sdg,nwe,GronRo00,pass_yds,0,,,,,
player,201010240sdg,nwe,GronRo00,pass_td,0,,,,,
player,201010240sdg,nwe,GronRo00,pass_int,0,,,,,
player,201010240sdg,nwe,GronRo00,pass_sacked,,,,,,
player,201010240sdg,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201010240sdg,nwe,GronRo00,pass_long,0,,,,,
player,201010240sdg,nwe,GronRo00,pass_rating,,,,,,
player,201010240sdg,nwe,GronRo00,rush_att,0,,,,,
player,201010240sdg,nwe,GronRo00,rush_yds,0,,,,,
player,201010240sdg,nwe,GronRo00,rush_td,0,,,,,
player,201010240sdg,nwe,GronRo00,rush_long,0,,,,,
player,201010240sdg,nwe,GronRo00,targets,2,,,,,
player,201010240sdg,nwe,GronRo00,rec,2,,,,,
player,201010240sdg,nwe,GronRo00,rec_yds,10,,,,,
player,201010240sdg,nwe,GronRo00,rec_td,1,,,,,
player,201010240sdg,nwe,GronRo00,rec_long,9,,,,,
player,201010240sdg,nwe,GronRo00,fumbles,0,,,,,
player,201010240sdg,nwe,GronRo00,fumbles_lost,,,,,,
player,201010240sdg,nwe,TateBr00,pass_cmp,0,,,,,
player,201010240sdg,nwe,TateBr00,pass_att,0,,,,,
player,201010240sdg,nwe,TateBr00,pass_yds,0,,,,,
player,201010240sdg,nwe,TateBr00,pass_td,0,,,,,
player,201010240sdg,nwe,TateBr00,pass_int,0,,,,,
player,201010240sdg,nwe,TateBr00,pass_sacked,,,,,,
player,201010240sdg,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201010240sdg,nwe,TateBr00,pass_long,0,,,,,
player,201010240sdg,nwe,TateBr00,pass_rating,,,,,,
player,201010240sdg,nwe,TateBr00,rush_att,0,,,,,
player,201010240sdg,nwe,TateBr00,rush_yds,0,,,,,
player,201010240sdg,nwe,TateBr00,rush_td,0,,,,,
player,201010240sdg,nwe,TateBr00,rush_long,0,,,,,
player,201010240sdg,nwe,TateBr00,targets,3,,,,,
player,201010240sdg,nwe,TateBr00,rec,1,,,,,
player,201010240sdg,nwe,TateBr00,rec_yds,3,,,,,
player,201010240sdg,nwe,TateBr00,rec_td,0,,,,,
player,201010240sdg,nwe,TateBr00,rec_long,3,,,,,
player,201010240sdg,nwe,TateBr00,fumbles,0,,,,,
player,201010240sdg,nwe,TateBr00,fumbles_lost,,,,,,
player,201010240sdg,sdg,RivePh00,pass_cmp,34,,,,,
player,201010240sdg,sdg,RivePh00,pass_att,50,,,,,
player,201010240sdg,sdg,RivePh00,pass_yds,336,,,,,
player,201010240sdg,sdg,RivePh00,pass_td,1,,,,,
player,201010240sdg,sdg,RivePh00,pass_int,1,,,,,
player,201010240sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201010240sdg,sdg,RivePh00,pass_sacked_yds,11,,,,,
player,201010240sdg,sdg,RivePh00,pass_long,26,,,,,
player,201010240sdg,sdg,RivePh00,pass_rating,85.1,,,,,
player,201010240sdg,sdg,RivePh00,rush_att,6,,,,,
player,201010240sdg,sdg,RivePh00,rush_yds,9,,,,,
player,201010240sdg,sdg,RivePh00,rush_td,0,,,,,
player,201010240sdg,sdg,RivePh00,rush_long,5,,,,,
player,201010240sdg,sdg,RivePh00,targets,0,,,,,
player,201010240sdg,sdg,RivePh00,rec,0,,,,,
player,201010240sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201010240sdg,sdg,RivePh00,rec_td,0,,,,,
player,201010240sdg,sdg,RivePh00,rec_long,0,,,,,
player,201010240sdg,sdg,RivePh00,fumbles,2,,,,,
player,201010240sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201010240sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201010240sdg,sdg,MathRy00,pass_att,0,,,,,
player,201010240sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201010240sdg,sdg,MathRy00,pass_td,0,,,,,
player,201010240sdg,sdg,MathRy00,pass_int,0,,,,,
player,201010240sdg,sdg,MathRy00,pass_sacked,,,,,,
player,201010240sdg,sdg,MathRy00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,MathRy00,pass_long,0,,,,,
player,201010240sdg,sdg,MathRy00,pass_rating,,,,,,
player,201010240sdg,sdg,MathRy00,rush_att,8,,,,,
player,201010240sdg,sdg,MathRy00,rush_yds,15,,,,,
player,201010240sdg,sdg,MathRy00,rush_td,0,,,,,
player,201010240sdg,sdg,MathRy00,rush_long,5,,,,,
player,201010240sdg,sdg,MathRy00,targets,3,,,,,
player,201010240sdg,sdg,MathRy00,rec,2,,,,,
player,201010240sdg,sdg,MathRy00,rec_yds,7,,,,,
player,201010240sdg,sdg,MathRy00,rec_td,0,,,,,
player,201010240sdg,sdg,MathRy00,rec_long,4,,,,,
player,201010240sdg,sdg,MathRy00,fumbles,0,,,,,
player,201010240sdg,sdg,MathRy00,fumbles_lost,,,,,,
player,201010240sdg,sdg,SproDa00,pass_cmp,0,,,,,
player,201010240sdg,sdg,SproDa00,pass_att,0,,,,,
player,201010240sdg,sdg,SproDa00,pass_yds,0,,,,,
player,201010240sdg,sdg,SproDa00,pass_td,0,,,,,
player,201010240sdg,sdg,SproDa00,pass_int,0,,,,,
player,201010240sdg,sdg,SproDa00,pass_sacked,,,,,,
player,201010240sdg,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,SproDa00,pass_long,0,,,,,
player,201010240sdg,sdg,SproDa00,pass_rating,,,,,,
player,201010240sdg,sdg,SproDa00,rush_att,2,,,,,
player,201010240sdg,sdg,SproDa00,rush_yds,7,,,,,
player,201010240sdg,sdg,SproDa00,rush_td,0,,,,,
player,201010240sdg,sdg,SproDa00,rush_long,6,,,,,
player,201010240sdg,sdg,SproDa00,targets,9,,,,,
player,201010240sdg,sdg,SproDa00,rec,9,,,,,
player,201010240sdg,sdg,SproDa00,rec_yds,70,,,,,
player,201010240sdg,sdg,SproDa00,rec_td,0,,,,,
player,201010240sdg,sdg,SproDa00,rec_long,14,,,,,
player,201010240sdg,sdg,SproDa00,fumbles,0,,,,,
player,201010240sdg,sdg,SproDa00,fumbles_lost,,,,,,
player,201010240sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201010240sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201010240sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201010240sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201010240sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201010240sdg,sdg,TolbMi00,pass_sacked,,,,,,
player,201010240sdg,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201010240sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201010240sdg,sdg,TolbMi00,rush_att,2,,,,,
player,201010240sdg,sdg,TolbMi00,rush_yds,5,,,,,
player,201010240sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201010240sdg,sdg,TolbMi00,rush_long,4,,,,,
player,201010240sdg,sdg,TolbMi00,targets,2,,,,,
player,201010240sdg,sdg,TolbMi00,rec,1,,,,,
player,201010240sdg,sdg,TolbMi00,rec_yds,13,,,,,
player,201010240sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201010240sdg,sdg,TolbMi00,rec_long,13,,,,,
player,201010240sdg,sdg,TolbMi00,fumbles,0,,,,,
player,201010240sdg,sdg,TolbMi00,fumbles_lost,,,,,,
player,201010240sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201010240sdg,sdg,HestJa00,pass_att,0,,,,,
player,201010240sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201010240sdg,sdg,HestJa00,pass_td,0,,,,,
player,201010240sdg,sdg,HestJa00,pass_int,0,,,,,
player,201010240sdg,sdg,HestJa00,pass_sacked,,,,,,
player,201010240sdg,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,HestJa00,pass_long,0,,,,,
player,201010240sdg,sdg,HestJa00,pass_rating,,,,,,
player,201010240sdg,sdg,HestJa00,rush_att,1,,,,,
player,201010240sdg,sdg,HestJa00,rush_yds,2,,,,,
player,201010240sdg,sdg,HestJa00,rush_td,0,,,,,
player,201010240sdg,sdg,HestJa00,rush_long,2,,,,,
player,201010240sdg,sdg,HestJa00,targets,0,,,,,
player,201010240sdg,sdg,HestJa00,rec,0,,,,,
player,201010240sdg,sdg,HestJa00,rec_yds,0,,,,,
player,201010240sdg,sdg,HestJa00,rec_td,0,,,,,
player,201010240sdg,sdg,HestJa00,rec_long,0,,,,,
player,201010240sdg,sdg,HestJa00,fumbles,0,,,,,
player,201010240sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201010240sdg,sdg,CrayPa00,pass_cmp,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_att,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_yds,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_td,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_int,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_sacked,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,CrayPa00,pass_long,0,,,,,
player,201010240sdg,sdg,CrayPa00,pass_rating,,,,,,
player,201010240sdg,sdg,CrayPa00,rush_att,0,,,,,
player,201010240sdg,sdg,CrayPa00,rush_yds,0,,,,,
player,201010240sdg,sdg,CrayPa00,rush_td,0,,,,,
player,201010240sdg,sdg,CrayPa00,rush_long,0,,,,,
player,201010240sdg,sdg,CrayPa00,targets,13,,,,,
player,201010240sdg,sdg,CrayPa00,rec,7,,,,,
player,201010240sdg,sdg,CrayPa00,rec_yds,82,,,,,
player,201010240sdg,sdg,CrayPa00,rec_td,0,,,,,
player,201010240sdg,sdg,CrayPa00,rec_long,21,,,,,
player,201010240sdg,sdg,CrayPa00,fumbles,0,,,,,
player,201010240sdg,sdg,CrayPa00,fumbles_lost,,,,,,
player,201010240sdg,sdg,DaviCr00,pass_cmp,0,,,,,
player,201010240sdg,sdg,DaviCr00,pass_att,0,,,,,
player,201010240sdg,sdg,DaviCr00,pass_yds,0,,,,,
player,201010240sdg,sdg,DaviCr00,pass_td,0,,,,,
player,201010240sdg,sdg,DaviCr00,pass_int,0,,,,,
player,201010240sdg,sdg,DaviCr00,pass_sacked,,,,,,
player,201010240sdg,sdg,DaviCr00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,DaviCr00,pass_long,0,,,,,
player,201010240sdg,sdg,DaviCr00,pass_rating,,,,,,
player,201010240sdg,sdg,DaviCr00,rush_att,0,,,,,
player,201010240sdg,sdg,DaviCr00,rush_yds,0,,,,,
player,201010240sdg,sdg,DaviCr00,rush_td,0,,,,,
player,201010240sdg,sdg,DaviCr00,rush_long,0,,,,,
player,201010240sdg,sdg,DaviCr00,targets,10,,,,,
player,201010240sdg,sdg,DaviCr00,rec,6,,,,,
player,201010240sdg,sdg,DaviCr00,rec_yds,53,,,,,
player,201010240sdg,sdg,DaviCr00,rec_td,0,,,,,
player,201010240sdg,sdg,DaviCr00,rec_long,15,,,,,
player,201010240sdg,sdg,DaviCr00,fumbles,0,,,,,
player,201010240sdg,sdg,DaviCr00,fumbles_lost,,,,,,
player,201010240sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201010240sdg,sdg,GateAn00,pass_att,0,,,,,
player,201010240sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201010240sdg,sdg,GateAn00,pass_td,0,,,,,
player,201010240sdg,sdg,GateAn00,pass_int,0,,,,,
player,201010240sdg,sdg,GateAn00,pass_sacked,,,,,,
player,201010240sdg,sdg,GateAn00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,GateAn00,pass_long,0,,,,,
player,201010240sdg,sdg,GateAn00,pass_rating,,,,,,
player,201010240sdg,sdg,GateAn00,rush_att,0,,,,,
player,201010240sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201010240sdg,sdg,GateAn00,rush_td,0,,,,,
player,201010240sdg,sdg,GateAn00,rush_long,0,,,,,
player,201010240sdg,sdg,GateAn00,targets,5,,,,,
player,201010240sdg,sdg,GateAn00,rec,4,,,,,
player,201010240sdg,sdg,GateAn00,rec_yds,50,,,,,
player,201010240sdg,sdg,GateAn00,rec_td,1,,,,,
player,201010240sdg,sdg,GateAn00,rec_long,26,,,,,
player,201010240sdg,sdg,GateAn00,fumbles,0,,,,,
player,201010240sdg,sdg,GateAn00,fumbles_lost,,,,,,
player,201010240sdg,sdg,AjirSe00,pass_cmp,0,,,,,
player,201010240sdg,sdg,AjirSe00,pass_att,0,,,,,
player,201010240sdg,sdg,AjirSe00,pass_yds,0,,,,,
player,201010240sdg,sdg,AjirSe00,pass_td,0,,,,,
player,201010240sdg,sdg,AjirSe00,pass_int,0,,,,,
player,201010240sdg,sdg,AjirSe00,pass_sacked,,,,,,
player,201010240sdg,sdg,AjirSe00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,AjirSe00,pass_long,0,,,,,
player,201010240sdg,sdg,AjirSe00,pass_rating,,,,,,
player,201010240sdg,sdg,AjirSe00,rush_att,0,,,,,
player,201010240sdg,sdg,AjirSe00,rush_yds,0,,,,,
player,201010240sdg,sdg,AjirSe00,rush_td,0,,,,,
player,201010240sdg,sdg,AjirSe00,rush_long,0,,,,,
player,201010240sdg,sdg,AjirSe00,targets,2,,,,,
player,201010240sdg,sdg,AjirSe00,rec,2,,,,,
player,201010240sdg,sdg,AjirSe00,rec_yds,26,,,,,
player,201010240sdg,sdg,AjirSe00,rec_td,0,,,,,
player,201010240sdg,sdg,AjirSe00,rec_long,20,,,,,
player,201010240sdg,sdg,AjirSe00,fumbles,0,,,,,
player,201010240sdg,sdg,AjirSe00,fumbles_lost,,,,,,
player,201010240sdg,sdg,GoodRi00,pass_cmp,0,,,,,
player,201010240sdg,sdg,GoodRi00,pass_att,0,,,,,
player,201010240sdg,sdg,GoodRi00,pass_yds,0,,,,,
player,201010240sdg,sdg,GoodRi00,pass_td,0,,,,,
player,201010240sdg,sdg,GoodRi00,pass_int,0,,,,,
player,201010240sdg,sdg,GoodRi00,pass_sacked,,,,,,
player,201010240sdg,sdg,GoodRi00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,GoodRi00,pass_long,0,,,,,
player,201010240sdg,sdg,GoodRi00,pass_rating,,,,,,
player,201010240sdg,sdg,GoodRi00,rush_att,0,,,,,
player,201010240sdg,sdg,GoodRi00,rush_yds,0,,,,,
player,201010240sdg,sdg,GoodRi00,rush_td,0,,,,,
player,201010240sdg,sdg,GoodRi00,rush_long,0,,,,,
player,201010240sdg,sdg,GoodRi00,targets,1,,,,,
player,201010240sdg,sdg,GoodRi00,rec,1,,,,,
player,201010240sdg,sdg,GoodRi00,rec_yds,25,,,,,
player,201010240sdg,sdg,GoodRi00,rec_td,0,,,,,
player,201010240sdg,sdg,GoodRi00,rec_long,25,,,,,
player,201010240sdg,sdg,GoodRi00,fumbles,1,,,,,
player,201010240sdg,sdg,GoodRi00,fumbles_lost,1,,,,,
player,201010240sdg,sdg,WilsKr00,pass_cmp,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_att,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_yds,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_td,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_int,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_sacked,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_sacked_yds,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_long,0,,,,,
player,201010240sdg,sdg,WilsKr00,pass_rating,,,,,,
player,201010240sdg,sdg,WilsKr00,rush_att,0,,,,,
player,201010240sdg,sdg,WilsKr00,rush_yds,0,,,,,
player,201010240sdg,sdg,WilsKr00,rush_td,0,,,,,
player,201010240sdg,sdg,WilsKr00,rush_long,0,,,,,
player,201010240sdg,sdg,WilsKr00,targets,,,,,,
player,201010240sdg,sdg,WilsKr00,rec,1,,,,,
player,201010240sdg,sdg,WilsKr00,rec_yds,9,,,,,
player,201010240sdg,sdg,WilsKr00,rec_td,0,,,,,
player,201010240sdg,sdg,WilsKr00,rec_long,9,,,,,
player,201010240sdg,sdg,WilsKr00,fumbles,1,,,,,
player,201010240sdg,sdg,WilsKr00,fumbles_lost,,,,,,
player,201010240sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201010240sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201010240sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201010240sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201010240sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201010240sdg,sdg,McMiRa01,pass_sacked,,,,,,
player,201010240sdg,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201010240sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201010240sdg,sdg,McMiRa01,rush_att,0,,,,,
