game,2010,10,20101114,201011140clt,cin,"Cincinnati Bengals",17,clt,"Indianapolis Colts",23
player,201011140clt,cin,CaldAn00,rec_yds,0,,,,,
player,201011140clt,cin,CaldAn00,rec_td,0,,,,,
player,201011140clt,cin,CaldAn00,rec_long,0,,,,,
player,201011140clt,cin,CaldAn00,fumbles,0,,,,,
player,201011140clt,cin,CaldAn00,fumbles_lost,,,,,,
player,201011140clt,clt,MannPe00,pass_cmp,20,,,,,
player,201011140clt,clt,MannPe00,pass_att,36,,,,,
player,201011140clt,clt,MannPe00,pass_yds,185,,,,,
player,201011140clt,clt,MannPe00,pass_td,0,,,,,
player,201011140clt,clt,MannPe00,pass_int,0,,,,,
player,201011140clt,clt,MannPe00,pass_sacked,2,,,,,
player,201011140clt,clt,MannPe00,pass_sacked_yds,5,,,,,
player,201011140clt,clt,MannPe00,pass_long,20,,,,,
player,201011140clt,clt,MannPe00,pass_rating,69.8,,,,,
player,201011140clt,clt,MannPe00,rush_att,0,,,,,
player,201011140clt,clt,MannPe00,rush_yds,0,,,,,
player,201011140clt,clt,MannPe00,rush_td,0,,,,,
player,201011140clt,clt,MannPe00,rush_long,0,,,,,
player,201011140clt,clt,MannPe00,targets,0,,,,,
player,201011140clt,clt,MannPe00,rec,0,,,,,
player,201011140clt,clt,MannPe00,rec_yds,0,,,,,
player,201011140clt,clt,MannPe00,rec_td,0,,,,,
player,201011140clt,clt,MannPe00,rec_long,0,,,,,
player,201011140clt,clt,MannPe00,fumbles,0,,,,,
player,201011140clt,clt,MannPe00,fumbles_lost,,,,,,
player,201011140clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201011140clt,clt,BrowDo00,pass_att,0,,,,,
player,201011140clt,clt,BrowDo00,pass_yds,0,,,,,
player,201011140clt,clt,BrowDo00,pass_td,0,,,,,
player,201011140clt,clt,BrowDo00,pass_int,0,,,,,
player,201011140clt,clt,BrowDo00,pass_sacked,,,,,,
player,201011140clt,clt,BrowDo00,pass_sacked_yds,,,,,,
player,201011140clt,clt,BrowDo00,pass_long,0,,,,,
player,201011140clt,clt,BrowDo00,pass_rating,,,,,,
player,201011140clt,clt,BrowDo00,rush_att,12,,,,,
player,201011140clt,clt,BrowDo00,rush_yds,50,,,,,
player,201011140clt,clt,BrowDo00,rush_td,0,,,,,
player,201011140clt,clt,BrowDo00,rush_long,21,,,,,
player,201011140clt,clt,BrowDo00,targets,1,,,,,
player,201011140clt,clt,BrowDo00,rec,0,,,,,
player,201011140clt,clt,BrowDo00,rec_yds,0,,,,,
player,201011140clt,clt,BrowDo00,rec_td,0,,,,,
player,201011140clt,clt,BrowDo00,rec_long,0,,,,,
player,201011140clt,clt,BrowDo00,fumbles,0,,,,,
player,201011140clt,clt,BrowDo00,fumbles_lost,,,,,,
player,201011140clt,clt,JameJa00,pass_cmp,0,,,,,
player,201011140clt,clt,JameJa00,pass_att,0,,,,,
player,201011140clt,clt,JameJa00,pass_yds,0,,,,,
player,201011140clt,clt,JameJa00,pass_td,0,,,,,
player,201011140clt,clt,JameJa00,pass_int,0,,,,,
player,201011140clt,clt,JameJa00,pass_sacked,,,,,,
player,201011140clt,clt,JameJa00,pass_sacked_yds,,,,,,
player,201011140clt,clt,JameJa00,pass_long,0,,,,,
player,201011140clt,clt,JameJa00,pass_rating,,,,,,
player,201011140clt,clt,JameJa00,rush_att,10,,,,,
player,201011140clt,clt,JameJa00,rush_yds,26,,,,,
player,201011140clt,clt,JameJa00,rush_td,1,,,,,
player,201011140clt,clt,JameJa00,rush_long,7,,,,,
player,201011140clt,clt,JameJa00,targets,0,,,,,
player,201011140clt,clt,JameJa00,rec,0,,,,,
player,201011140clt,clt,JameJa00,rec_yds,0,,,,,
player,201011140clt,clt,JameJa00,rec_td,0,,,,,
player,201011140clt,clt,JameJa00,rec_long,0,,,,,
player,201011140clt,clt,JameJa00,fumbles,0,,,,,
player,201011140clt,clt,JameJa00,fumbles_lost,,,,,,
player,201011140clt,clt,TammJa00,pass_cmp,0,,,,,
player,201011140clt,clt,TammJa00,pass_att,0,,,,,
player,201011140clt,clt,TammJa00,pass_yds,0,,,,,
player,201011140clt,clt,TammJa00,pass_td,0,,,,,
player,201011140clt,clt,TammJa00,pass_int,0,,,,,
player,201011140clt,clt,TammJa00,pass_sacked,,,,,,
player,201011140clt,clt,TammJa00,pass_sacked_yds,,,,,,
player,201011140clt,clt,TammJa00,pass_long,0,,,,,
player,201011140clt,clt,TammJa00,pass_rating,,,,,,
player,201011140clt,clt,TammJa00,rush_att,0,,,,,
player,201011140clt,clt,TammJa00,rush_yds,0,,,,,
player,201011140clt,clt,TammJa00,rush_td,0,,,,,
player,201011140clt,clt,TammJa00,rush_long,0,,,,,
player,201011140clt,clt,TammJa00,targets,10,,,,,
player,201011140clt,clt,TammJa00,rec,7,,,,,
player,201011140clt,clt,TammJa00,rec_yds,73,,,,,
player,201011140clt,clt,TammJa00,rec_td,0,,,,,
player,201011140clt,clt,TammJa00,rec_long,20,,,,,
player,201011140clt,clt,TammJa00,fumbles,0,,,,,
player,201011140clt,clt,TammJa00,fumbles_lost,,,,,,
player,201011140clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201011140clt,clt,GarcPi00,pass_att,0,,,,,
player,201011140clt,clt,GarcPi00,pass_yds,0,,,,,
player,201011140clt,clt,GarcPi00,pass_td,0,,,,,
player,201011140clt,clt,GarcPi00,pass_int,0,,,,,
player,201011140clt,clt,GarcPi00,pass_sacked,,,,,,
player,201011140clt,clt,GarcPi00,pass_sacked_yds,,,,,,
player,201011140clt,clt,GarcPi00,pass_long,0,,,,,
player,201011140clt,clt,GarcPi00,pass_rating,,,,,,
player,201011140clt,clt,GarcPi00,rush_att,0,,,,,
player,201011140clt,clt,GarcPi00,rush_yds,0,,,,,
player,201011140clt,clt,GarcPi00,rush_td,0,,,,,
player,201011140clt,clt,GarcPi00,rush_long,0,,,,,
player,201011140clt,clt,GarcPi00,targets,9,,,,,
player,201011140clt,clt,GarcPi00,rec,5,,,,,
player,201011140clt,clt,GarcPi00,rec_yds,37,,,,,
player,201011140clt,clt,GarcPi00,rec_td,0,,,,,
player,201011140clt,clt,GarcPi00,rec_long,14,,,,,
player,201011140clt,clt,GarcPi00,fumbles,0,,,,,
player,201011140clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201011140clt,clt,JameBr00,pass_cmp,0,,,,,
player,201011140clt,clt,JameBr00,pass_att,0,,,,,
player,201011140clt,clt,JameBr00,pass_yds,0,,,,,
player,201011140clt,clt,JameBr00,pass_td,0,,,,,
player,201011140clt,clt,JameBr00,pass_int,0,,,,,
player,201011140clt,clt,JameBr00,pass_sacked,,,,,,
player,201011140clt,clt,JameBr00,pass_sacked_yds,,,,,,
player,201011140clt,clt,JameBr00,pass_long,0,,,,,
player,201011140clt,clt,JameBr00,pass_rating,,,,,,
player,201011140clt,clt,JameBr00,rush_att,0,,,,,
player,201011140clt,clt,JameBr00,rush_yds,0,,,,,
player,201011140clt,clt,JameBr00,rush_td,0,,,,,
player,201011140clt,clt,JameBr00,rush_long,0,,,,,
player,201011140clt,clt,JameBr00,targets,8,,,,,
player,201011140clt,clt,JameBr00,rec,4,,,,,
player,201011140clt,clt,JameBr00,rec_yds,36,,,,,
player,201011140clt,clt,JameBr00,rec_td,0,,,,,
player,201011140clt,clt,JameBr00,rec_long,17,,,,,
player,201011140clt,clt,JameBr00,fumbles,0,,,,,
player,201011140clt,clt,JameBr00,fumbles_lost,,,,,,
player,201011140clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201011140clt,clt,WaynRe00,pass_att,0,,,,,
player,201011140clt,clt,WaynRe00,pass_yds,0,,,,,
player,201011140clt,clt,WaynRe00,pass_td,0,,,,,
player,201011140clt,clt,WaynRe00,pass_int,0,,,,,
player,201011140clt,clt,WaynRe00,pass_sacked,,,,,,
player,201011140clt,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201011140clt,clt,WaynRe00,pass_long,0,,,,,
player,201011140clt,clt,WaynRe00,pass_rating,,,,,,
player,201011140clt,clt,WaynRe00,rush_att,0,,,,,
player,201011140clt,clt,WaynRe00,rush_yds,0,,,,,
player,201011140clt,clt,WaynRe00,rush_td,0,,,,,
player,201011140clt,clt,WaynRe00,rush_long,0,,,,,
player,201011140clt,clt,WaynRe00,targets,6,,,,,
player,201011140clt,clt,WaynRe00,rec,3,,,,,
player,201011140clt,clt,WaynRe00,rec_yds,34,,,,,
player,201011140clt,clt,WaynRe00,rec_td,0,,,,,
player,201011140clt,clt,WaynRe00,rec_long,18,,,,,
player,201011140clt,clt,WaynRe00,fumbles,0,,,,,
player,201011140clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201011140clt,clt,RobiGi21,pass_cmp,0,,,,,
player,201011140clt,clt,RobiGi21,pass_att,0,,,,,
player,201011140clt,clt,RobiGi21,pass_yds,0,,,,,
player,201011140clt,clt,RobiGi21,pass_td,0,,,,,
player,201011140clt,clt,RobiGi21,pass_int,0,,,,,
player,201011140clt,clt,RobiGi21,pass_sacked,,,,,,
player,201011140clt,clt,RobiGi21,pass_sacked_yds,,,,,,
player,201011140clt,clt,RobiGi21,pass_long,0,,,,,
player,201011140clt,clt,RobiGi21,pass_rating,,,,,,
player,201011140clt,clt,RobiGi21,rush_att,0,,,,,
player,201011140clt,clt,RobiGi21,rush_yds,0,,,,,
player,201011140clt,clt,RobiGi21,rush_td,0,,,,,
player,201011140clt,clt,RobiGi21,rush_long,0,,,,,
player,201011140clt,clt,RobiGi21,targets,2,,,,,
player,201011140clt,clt,RobiGi21,rec,1,,,,,
player,201011140clt,clt,RobiGi21,rec_yds,5,,,,,
player,201011140clt,clt,RobiGi21,rec_td,0,,,,,
player,201011140clt,clt,RobiGi21,rec_long,5,,,,,
player,201011140clt,clt,RobiGi21,fumbles,0,,,,,
player,201011140clt,clt,RobiGi21,fumbles_lost,,,,,,
player,201011140clt,cin,DunlCa99,def_int,0,,,,,
player,201011140clt,cin,DunlCa99,def_int_yds,0,,,,,
player,201011140clt,cin,DunlCa99,def_int_td,0,,,,,
player,201011140clt,cin,DunlCa99,def_int_long,0,,,,,
player,201011140clt,cin,DunlCa99,pass_defended,0,,,,,
player,201011140clt,cin,DunlCa99,sacks,1.0,,,,,
player,201011140clt,cin,DunlCa99,tackles_combined,2,,,,,
player,201011140clt,cin,DunlCa99,tackles_solo,2,,,,,
player,201011140clt,cin,DunlCa99,tackles_assists,0,,,,,
player,201011140clt,cin,DunlCa99,tackles_loss,2,,,,,
player,201011140clt,cin,DunlCa99,qb_hits,1,,,,,
player,201011140clt,cin,DunlCa99,fumbles_rec,0,,,,,
player,201011140clt,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,DunlCa99,fumbles_forced,0,,,,,
player,201011140clt,cin,JohnBr20,def_int,0,,,,,
player,201011140clt,cin,JohnBr20,def_int_yds,0,,,,,
player,201011140clt,cin,JohnBr20,def_int_td,0,,,,,
player,201011140clt,cin,JohnBr20,def_int_long,0,,,,,
player,201011140clt,cin,JohnBr20,pass_defended,0,,,,,
player,201011140clt,cin,JohnBr20,sacks,0.5,,,,,
player,201011140clt,cin,JohnBr20,tackles_combined,4,,,,,
player,201011140clt,cin,JohnBr20,tackles_solo,2,,,,,
player,201011140clt,cin,JohnBr20,tackles_assists,2,,,,,
player,201011140clt,cin,JohnBr20,tackles_loss,0,,,,,
player,201011140clt,cin,JohnBr20,qb_hits,1,,,,,
player,201011140clt,cin,JohnBr20,fumbles_rec,0,,,,,
player,201011140clt,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201011140clt,cin,JohnBr20,fumbles_forced,0,,,,,
player,201011140clt,cin,AtkiGe99,def_int,0,,,,,
player,201011140clt,cin,AtkiGe99,def_int_yds,0,,,,,
player,201011140clt,cin,AtkiGe99,def_int_td,0,,,,,
player,201011140clt,cin,AtkiGe99,def_int_long,0,,,,,
player,201011140clt,cin,AtkiGe99,pass_defended,0,,,,,
player,201011140clt,cin,AtkiGe99,sacks,0.5,,,,,
player,201011140clt,cin,AtkiGe99,tackles_combined,3,,,,,
player,201011140clt,cin,AtkiGe99,tackles_solo,2,,,,,
player,201011140clt,cin,AtkiGe99,tackles_assists,1,,,,,
player,201011140clt,cin,AtkiGe99,tackles_loss,1,,,,,
player,201011140clt,cin,AtkiGe99,qb_hits,1,,,,,
player,201011140clt,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201011140clt,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201011140clt,cin,JoneDh20,def_int,0,,,,,
player,201011140clt,cin,JoneDh20,def_int_yds,0,,,,,
player,201011140clt,cin,JoneDh20,def_int_td,0,,,,,
player,201011140clt,cin,JoneDh20,def_int_long,0,,,,,
player,201011140clt,cin,JoneDh20,pass_defended,0,,,,,
player,201011140clt,cin,JoneDh20,sacks,0.0,,,,,
player,201011140clt,cin,JoneDh20,tackles_combined,13,,,,,
player,201011140clt,cin,JoneDh20,tackles_solo,12,,,,,
player,201011140clt,cin,JoneDh20,tackles_assists,1,,,,,
player,201011140clt,cin,JoneDh20,tackles_loss,0,,,,,
player,201011140clt,cin,JoneDh20,qb_hits,0,,,,,
player,201011140clt,cin,JoneDh20,fumbles_rec,0,,,,,
player,201011140clt,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201011140clt,cin,JoneDh20,fumbles_forced,0,,,,,
player,201011140clt,cin,MurrRi00,def_int,0,,,,,
player,201011140clt,cin,MurrRi00,def_int_yds,0,,,,,
player,201011140clt,cin,MurrRi00,def_int_td,0,,,,,
player,201011140clt,cin,MurrRi00,def_int_long,0,,,,,
player,201011140clt,cin,MurrRi00,pass_defended,3,,,,,
player,201011140clt,cin,MurrRi00,sacks,0.0,,,,,
player,201011140clt,cin,MurrRi00,tackles_combined,10,,,,,
player,201011140clt,cin,MurrRi00,tackles_solo,9,,,,,
player,201011140clt,cin,MurrRi00,tackles_assists,1,,,,,
player,201011140clt,cin,MurrRi00,tackles_loss,0,,,,,
player,201011140clt,cin,MurrRi00,qb_hits,0,,,,,
player,201011140clt,cin,MurrRi00,fumbles_rec,0,,,,,
player,201011140clt,cin,MurrRi00,fumbles_rec_yds,0,,,,,
