game,2010,10,20101114,201011140clt,cin,"Cincinnati Bengals",17,clt,"Indianapolis Colts",23
player,201011140clt,clt,JohnAn03,def_int_td,0,,,,,
player,201011140clt,clt,JohnAn03,def_int_long,0,,,,,
player,201011140clt,clt,JohnAn03,pass_defended,0,,,,,
player,201011140clt,clt,JohnAn03,sacks,0.0,,,,,
player,201011140clt,clt,JohnAn03,tackles_combined,2,,,,,
player,201011140clt,clt,JohnAn03,tackles_solo,2,,,,,
player,201011140clt,clt,JohnAn03,tackles_assists,0,,,,,
player,201011140clt,clt,JohnAn03,tackles_loss,0,,,,,
player,201011140clt,clt,JohnAn03,qb_hits,0,,,,,
player,201011140clt,clt,JohnAn03,fumbles_rec,1,,,,,
player,201011140clt,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201011140clt,clt,JohnAn03,fumbles_forced,0,,,,,
player,201011140clt,clt,BrowCo00,def_int,0,,,,,
player,201011140clt,clt,BrowCo00,def_int_yds,0,,,,,
player,201011140clt,clt,BrowCo00,def_int_td,0,,,,,
player,201011140clt,clt,BrowCo00,def_int_long,0,,,,,
player,201011140clt,clt,BrowCo00,pass_defended,0,,,,,
player,201011140clt,clt,BrowCo00,sacks,0.0,,,,,
player,201011140clt,clt,BrowCo00,tackles_combined,1,,,,,
player,201011140clt,clt,BrowCo00,tackles_solo,1,,,,,
player,201011140clt,clt,BrowCo00,tackles_assists,0,,,,,
player,201011140clt,clt,BrowCo00,tackles_loss,0,,,,,
player,201011140clt,clt,BrowCo00,qb_hits,0,,,,,
player,201011140clt,clt,BrowCo00,fumbles_rec,0,,,,,
player,201011140clt,clt,BrowCo00,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,BrowCo00,fumbles_rec_td,0,,,,,
player,201011140clt,clt,BrowCo00,fumbles_forced,0,,,,,
player,201011140clt,clt,DawsKe99,def_int,0,,,,,
player,201011140clt,clt,DawsKe99,def_int_yds,0,,,,,
player,201011140clt,clt,DawsKe99,def_int_td,0,,,,,
player,201011140clt,clt,DawsKe99,def_int_long,0,,,,,
player,201011140clt,clt,DawsKe99,pass_defended,0,,,,,
player,201011140clt,clt,DawsKe99,sacks,0.0,,,,,
player,201011140clt,clt,DawsKe99,tackles_combined,1,,,,,
player,201011140clt,clt,DawsKe99,tackles_solo,1,,,,,
player,201011140clt,clt,DawsKe99,tackles_assists,0,,,,,
player,201011140clt,clt,DawsKe99,tackles_loss,0,,,,,
player,201011140clt,clt,DawsKe99,qb_hits,0,,,,,
player,201011140clt,clt,DawsKe99,fumbles_rec,0,,,,,
player,201011140clt,clt,DawsKe99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,DawsKe99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,DawsKe99,fumbles_forced,0,,,,,
player,201011140clt,clt,MathRi99,def_int,0,,,,,
player,201011140clt,clt,MathRi99,def_int_yds,0,,,,,
player,201011140clt,clt,MathRi99,def_int_td,0,,,,,
player,201011140clt,clt,MathRi99,def_int_long,0,,,,,
player,201011140clt,clt,MathRi99,pass_defended,0,,,,,
player,201011140clt,clt,MathRi99,sacks,0.0,,,,,
player,201011140clt,clt,MathRi99,tackles_combined,1,,,,,
player,201011140clt,clt,MathRi99,tackles_solo,0,,,,,
player,201011140clt,clt,MathRi99,tackles_assists,1,,,,,
player,201011140clt,clt,MathRi99,tackles_loss,0,,,,,
player,201011140clt,clt,MathRi99,qb_hits,1,,,,,
player,201011140clt,clt,MathRi99,fumbles_rec,0,,,,,
player,201011140clt,clt,MathRi99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,MathRi99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,MathRi99,fumbles_forced,0,,,,,
player,201011140clt,clt,McAfPa44,def_int,0,,,,,
player,201011140clt,clt,McAfPa44,def_int_yds,0,,,,,
player,201011140clt,clt,McAfPa44,def_int_td,0,,,,,
player,201011140clt,clt,McAfPa44,def_int_long,0,,,,,
player,201011140clt,clt,McAfPa44,pass_defended,0,,,,,
player,201011140clt,clt,McAfPa44,sacks,0.0,,,,,
player,201011140clt,clt,McAfPa44,tackles_combined,1,,,,,
player,201011140clt,clt,McAfPa44,tackles_solo,0,,,,,
player,201011140clt,clt,McAfPa44,tackles_assists,1,,,,,
player,201011140clt,clt,McAfPa44,tackles_loss,0,,,,,
player,201011140clt,clt,McAfPa44,qb_hits,0,,,,,
player,201011140clt,clt,McAfPa44,fumbles_rec,0,,,,,
player,201011140clt,clt,McAfPa44,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,McAfPa44,fumbles_rec_td,0,,,,,
player,201011140clt,clt,McAfPa44,fumbles_forced,0,,,,,
player,201011140clt,clt,MoalFi99,def_int,0,,,,,
player,201011140clt,clt,MoalFi99,def_int_yds,0,,,,,
player,201011140clt,clt,MoalFi99,def_int_td,0,,,,,
player,201011140clt,clt,MoalFi99,def_int_long,0,,,,,
player,201011140clt,clt,MoalFi99,pass_defended,0,,,,,
player,201011140clt,clt,MoalFi99,sacks,0.0,,,,,
player,201011140clt,clt,MoalFi99,tackles_combined,1,,,,,
player,201011140clt,clt,MoalFi99,tackles_solo,1,,,,,
player,201011140clt,clt,MoalFi99,tackles_assists,0,,,,,
player,201011140clt,clt,MoalFi99,tackles_loss,1,,,,,
player,201011140clt,clt,MoalFi99,qb_hits,0,,,,,
player,201011140clt,clt,MoalFi99,fumbles_rec,0,,,,,
player,201011140clt,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,MoalFi99,fumbles_forced,0,,,,,
player,201011140clt,clt,NewtMi00,def_int,0,,,,,
player,201011140clt,clt,NewtMi00,def_int_yds,0,,,,,
player,201011140clt,clt,NewtMi00,def_int_td,0,,,,,
player,201011140clt,clt,NewtMi00,def_int_long,0,,,,,
player,201011140clt,clt,NewtMi00,pass_defended,0,,,,,
player,201011140clt,clt,NewtMi00,sacks,0.0,,,,,
player,201011140clt,clt,NewtMi00,tackles_combined,1,,,,,
player,201011140clt,clt,NewtMi00,tackles_solo,1,,,,,
player,201011140clt,clt,NewtMi00,tackles_assists,0,,,,,
player,201011140clt,clt,NewtMi00,tackles_loss,0,,,,,
player,201011140clt,clt,NewtMi00,qb_hits,0,,,,,
player,201011140clt,clt,NewtMi00,fumbles_rec,1,,,,,
player,201011140clt,clt,NewtMi00,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,NewtMi00,fumbles_rec_td,0,,,,,
player,201011140clt,clt,NewtMi00,fumbles_forced,0,,,,,
player,201011140clt,cin,CosbQu00,kick_ret,0,,,,,
player,201011140clt,cin,CosbQu00,kick_ret_yds,0,,,,,
player,201011140clt,cin,CosbQu00,kick_ret_yds_per_ret,,,,,,
player,201011140clt,cin,CosbQu00,kick_ret_td,0,,,,,
player,201011140clt,cin,CosbQu00,kick_ret_long,0,,,,,
player,201011140clt,cin,CosbQu00,punt_ret,2,,,,,
player,201011140clt,cin,CosbQu00,punt_ret_yds,4,,,,,
player,201011140clt,cin,CosbQu00,punt_ret_yds_per_ret,2.0,,,,,
player,201011140clt,cin,CosbQu00,punt_ret_td,0,,,,,
player,201011140clt,cin,CosbQu00,punt_ret_long,6,,,,,
player,201011140clt,cin,ScotBe00,kick_ret,4,,,,,
player,201011140clt,cin,ScotBe00,kick_ret_yds,124,,,,,
player,201011140clt,cin,ScotBe00,kick_ret_yds_per_ret,31.0,,,,,
player,201011140clt,cin,ScotBe00,kick_ret_td,0,,,,,
player,201011140clt,cin,ScotBe00,kick_ret_long,38,,,,,
player,201011140clt,cin,ScotBe00,punt_ret,0,,,,,
player,201011140clt,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201011140clt,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201011140clt,cin,ScotBe00,punt_ret_td,0,,,,,
player,201011140clt,cin,ScotBe00,punt_ret_long,0,,,,,
player,201011140clt,clt,JameBr00,kick_ret,0,,,,,
player,201011140clt,clt,JameBr00,kick_ret_yds,0,,,,,
player,201011140clt,clt,JameBr00,kick_ret_yds_per_ret,,,,,,
player,201011140clt,clt,JameBr00,kick_ret_td,0,,,,,
player,201011140clt,clt,JameBr00,kick_ret_long,0,,,,,
player,201011140clt,clt,JameBr00,punt_ret,2,,,,,
player,201011140clt,clt,JameBr00,punt_ret_yds,5,,,,,
player,201011140clt,clt,JameBr00,punt_ret_yds_per_ret,2.5,,,,,
player,201011140clt,clt,JameBr00,punt_ret_td,0,,,,,
player,201011140clt,clt,JameBr00,punt_ret_long,3,,,,,
player,201011140clt,clt,BrowCo00,kick_ret,2,,,,,
player,201011140clt,clt,BrowCo00,kick_ret_yds,44,,,,,
player,201011140clt,clt,BrowCo00,kick_ret_yds_per_ret,22.0,,,,,
player,201011140clt,clt,BrowCo00,kick_ret_td,0,,,,,
player,201011140clt,clt,BrowCo00,kick_ret_long,23,,,,,
player,201011140clt,clt,BrowCo00,punt_ret,0,,,,,
player,201011140clt,clt,BrowCo00,punt_ret_yds,0,,,,,
player,201011140clt,clt,BrowCo00,punt_ret_yds_per_ret,,,,,,
player,201011140clt,clt,BrowCo00,punt_ret_td,0,,,,,
player,201011140clt,clt,BrowCo00,punt_ret_long,0,,,,,
player,201011140clt,cin,nugenmik01,xpm,2,,,,,
player,201011140clt,cin,nugenmik01,xpa,2,,,,,
player,201011140clt,cin,nugenmik01,fgm,1,,,,,
player,201011140clt,cin,nugenmik01,fga,1,,,,,
player,201011140clt,cin,nugenmik01,punt,0,,,,,
player,201011140clt,cin,nugenmik01,punt_yds,0,,,,,
player,201011140clt,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201011140clt,cin,nugenmik01,punt_long,0,,,,,
player,201011140clt,cin,HubeKe20,xpm,,,,,,
player,201011140clt,cin,HubeKe20,xpa,,,,,,
player,201011140clt,cin,HubeKe20,fgm,,,,,,
player,201011140clt,cin,HubeKe20,fga,,,,,,
player,201011140clt,cin,HubeKe20,punt,4,,,,,
player,201011140clt,cin,HubeKe20,punt_yds,161,,,,,
player,201011140clt,cin,HubeKe20,punt_yds_per_punt,40.3,,,,,
player,201011140clt,cin,HubeKe20,punt_long,52,,,,,
player,201011140clt,clt,vinatada01,xpm,2,,,,,
player,201011140clt,clt,vinatada01,xpa,2,,,,,
player,201011140clt,clt,vinatada01,fgm,3,,,,,
player,201011140clt,clt,vinatada01,fga,3,,,,,
player,201011140clt,clt,vinatada01,punt,0,,,,,
player,201011140clt,clt,vinatada01,punt_yds,0,,,,,
player,201011140clt,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201011140clt,clt,vinatada01,punt_long,0,,,,,
player,201011140clt,clt,McAfPa44,xpm,,,,,,
player,201011140clt,clt,McAfPa44,xpa,,,,,,
player,201011140clt,clt,McAfPa44,fgm,,,,,,
player,201011140clt,clt,McAfPa44,fga,,,,,,
player,201011140clt,clt,McAfPa44,punt,7,,,,,
player,201011140clt,clt,McAfPa44,punt_yds,289,,,,,
player,201011140clt,clt,McAfPa44,punt_yds_per_punt,41.3,,,,,
player,201011140clt,clt,McAfPa44,punt_long,49,,,,,
