game,2010,3,20100926,201009260nyg,oti,"Tennessee Titans",29,nyg,"New York Giants",10
player,201009260nyg,oti,WashNa00,pass_sacked,,,,,,
player,201009260nyg,oti,WashNa00,pass_sacked_yds,,,,,,
player,201009260nyg,oti,WashNa00,pass_long,0,,,,,
player,201009260nyg,oti,WashNa00,pass_rating,,,,,,
player,201009260nyg,oti,WashNa00,rush_att,0,,,,,
player,201009260nyg,oti,WashNa00,rush_yds,0,,,,,
player,201009260nyg,oti,WashNa00,rush_td,0,,,,,
player,201009260nyg,oti,WashNa00,rush_long,0,,,,,
player,201009260nyg,oti,WashNa00,targets,5,,,,,
player,201009260nyg,oti,WashNa00,rec,3,,,,,
player,201009260nyg,oti,WashNa00,rec_yds,30,,,,,
player,201009260nyg,oti,WashNa00,rec_td,0,,,,,
player,201009260nyg,oti,WashNa00,rec_long,17,,,,,
player,201009260nyg,oti,WashNa00,fumbles,0,,,,,
player,201009260nyg,oti,WashNa00,fumbles_lost,,,,,,
player,201009260nyg,oti,BritKe00,pass_cmp,0,,,,,
player,201009260nyg,oti,BritKe00,pass_att,0,,,,,
player,201009260nyg,oti,BritKe00,pass_yds,0,,,,,
player,201009260nyg,oti,BritKe00,pass_td,0,,,,,
player,201009260nyg,oti,BritKe00,pass_int,0,,,,,
player,201009260nyg,oti,BritKe00,pass_sacked,,,,,,
player,201009260nyg,oti,BritKe00,pass_sacked_yds,,,,,,
player,201009260nyg,oti,BritKe00,pass_long,0,,,,,
player,201009260nyg,oti,BritKe00,pass_rating,,,,,,
player,201009260nyg,oti,BritKe00,rush_att,0,,,,,
player,201009260nyg,oti,BritKe00,rush_yds,0,,,,,
player,201009260nyg,oti,BritKe00,rush_td,0,,,,,
player,201009260nyg,oti,BritKe00,rush_long,0,,,,,
player,201009260nyg,oti,BritKe00,targets,2,,,,,
player,201009260nyg,oti,BritKe00,rec,2,,,,,
player,201009260nyg,oti,BritKe00,rec_yds,26,,,,,
player,201009260nyg,oti,BritKe00,rec_td,1,,,,,
player,201009260nyg,oti,BritKe00,rec_long,13,,,,,
player,201009260nyg,oti,BritKe00,fumbles,0,,,,,
player,201009260nyg,oti,BritKe00,fumbles_lost,,,,,,
player,201009260nyg,oti,ScaiBo00,pass_cmp,0,,,,,
player,201009260nyg,oti,ScaiBo00,pass_att,0,,,,,
player,201009260nyg,oti,ScaiBo00,pass_yds,0,,,,,
player,201009260nyg,oti,ScaiBo00,pass_td,0,,,,,
player,201009260nyg,oti,ScaiBo00,pass_int,0,,,,,
player,201009260nyg,oti,ScaiBo00,pass_sacked,,,,,,
player,201009260nyg,oti,ScaiBo00,pass_sacked_yds,,,,,,
player,201009260nyg,oti,ScaiBo00,pass_long,0,,,,,
player,201009260nyg,oti,ScaiBo00,pass_rating,,,,,,
player,201009260nyg,oti,ScaiBo00,rush_att,0,,,,,
player,201009260nyg,oti,ScaiBo00,rush_yds,0,,,,,
player,201009260nyg,oti,ScaiBo00,rush_td,0,,,,,
player,201009260nyg,oti,ScaiBo00,rush_long,0,,,,,
player,201009260nyg,oti,ScaiBo00,targets,2,,,,,
player,201009260nyg,oti,ScaiBo00,rec,2,,,,,
player,201009260nyg,oti,ScaiBo00,rec_yds,23,,,,,
player,201009260nyg,oti,ScaiBo00,rec_td,0,,,,,
player,201009260nyg,oti,ScaiBo00,rec_long,12,,,,,
player,201009260nyg,oti,ScaiBo00,fumbles,0,,,,,
player,201009260nyg,oti,ScaiBo00,fumbles_lost,,,,,,
player,201009260nyg,oti,StevCr00,pass_cmp,,,,,,
player,201009260nyg,oti,StevCr00,pass_att,,,,,,
player,201009260nyg,oti,StevCr00,pass_yds,,,,,,
player,201009260nyg,oti,StevCr00,pass_td,,,,,,
player,201009260nyg,oti,StevCr00,pass_int,,,,,,
player,201009260nyg,oti,StevCr00,pass_sacked,,,,,,
player,201009260nyg,oti,StevCr00,pass_sacked_yds,,,,,,
player,201009260nyg,oti,StevCr00,pass_long,,,,,,
player,201009260nyg,oti,StevCr00,pass_rating,,,,,,
player,201009260nyg,oti,StevCr00,rush_att,,,,,,
player,201009260nyg,oti,StevCr00,rush_yds,,,,,,
player,201009260nyg,oti,StevCr00,rush_td,,,,,,
player,201009260nyg,oti,StevCr00,rush_long,,,,,,
player,201009260nyg,oti,StevCr00,targets,1,,,,,
player,201009260nyg,oti,StevCr00,rec,0,,,,,
player,201009260nyg,oti,StevCr00,rec_yds,0,,,,,
player,201009260nyg,oti,StevCr00,rec_td,0,,,,,
player,201009260nyg,oti,StevCr00,rec_long,,,,,,
player,201009260nyg,oti,StevCr00,fumbles,,,,,,
player,201009260nyg,oti,StevCr00,fumbles_lost,,,,,,
player,201009260nyg,oti,HallAh00,pass_cmp,,,,,,
player,201009260nyg,oti,HallAh00,pass_att,,,,,,
player,201009260nyg,oti,HallAh00,pass_yds,,,,,,
player,201009260nyg,oti,HallAh00,pass_td,,,,,,
player,201009260nyg,oti,HallAh00,pass_int,,,,,,
player,201009260nyg,oti,HallAh00,pass_sacked,,,,,,
player,201009260nyg,oti,HallAh00,pass_sacked_yds,,,,,,
player,201009260nyg,oti,HallAh00,pass_long,,,,,,
player,201009260nyg,oti,HallAh00,pass_rating,,,,,,
player,201009260nyg,oti,HallAh00,rush_att,,,,,,
player,201009260nyg,oti,HallAh00,rush_yds,,,,,,
player,201009260nyg,oti,HallAh00,rush_td,,,,,,
player,201009260nyg,oti,HallAh00,rush_long,,,,,,
player,201009260nyg,oti,HallAh00,targets,1,,,,,
player,201009260nyg,oti,HallAh00,rec,0,,,,,
player,201009260nyg,oti,HallAh00,rec_yds,0,,,,,
player,201009260nyg,oti,HallAh00,rec_td,0,,,,,
player,201009260nyg,oti,HallAh00,rec_long,,,,,,
player,201009260nyg,oti,HallAh00,fumbles,,,,,,
player,201009260nyg,oti,HallAh00,fumbles_lost,,,,,,
player,201009260nyg,nyg,MannEl00,pass_cmp,34,,,,,
player,201009260nyg,nyg,MannEl00,pass_att,48,,,,,
player,201009260nyg,nyg,MannEl00,pass_yds,386,,,,,
player,201009260nyg,nyg,MannEl00,pass_td,0,,,,,
player,201009260nyg,nyg,MannEl00,pass_int,2,,,,,
player,201009260nyg,nyg,MannEl00,pass_sacked,2,,,,,
player,201009260nyg,nyg,MannEl00,pass_sacked_yds,22,,,,,
player,201009260nyg,nyg,MannEl00,pass_long,54,,,,,
player,201009260nyg,nyg,MannEl00,pass_rating,77.3,,,,,
player,201009260nyg,nyg,MannEl00,rush_att,1,,,,,
player,201009260nyg,nyg,MannEl00,rush_yds,2,,,,,
player,201009260nyg,nyg,MannEl00,rush_td,0,,,,,
player,201009260nyg,nyg,MannEl00,rush_long,2,,,,,
player,201009260nyg,nyg,MannEl00,targets,0,,,,,
player,201009260nyg,nyg,MannEl00,rec,0,,,,,
player,201009260nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201009260nyg,nyg,MannEl00,rec_td,0,,,,,
player,201009260nyg,nyg,MannEl00,rec_long,0,,,,,
player,201009260nyg,nyg,MannEl00,fumbles,0,,,,,
player,201009260nyg,nyg,MannEl00,fumbles_lost,,,,,,
player,201009260nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201009260nyg,nyg,BradAh00,pass_att,0,,,,,
player,201009260nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201009260nyg,nyg,BradAh00,pass_td,0,,,,,
player,201009260nyg,nyg,BradAh00,pass_int,0,,,,,
player,201009260nyg,nyg,BradAh00,pass_sacked,,,,,,
player,201009260nyg,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,BradAh00,pass_long,0,,,,,
player,201009260nyg,nyg,BradAh00,pass_rating,,,,,,
player,201009260nyg,nyg,BradAh00,rush_att,15,,,,,
player,201009260nyg,nyg,BradAh00,rush_yds,88,,,,,
player,201009260nyg,nyg,BradAh00,rush_td,1,,,,,
player,201009260nyg,nyg,BradAh00,rush_long,22,,,,,
player,201009260nyg,nyg,BradAh00,targets,5,,,,,
player,201009260nyg,nyg,BradAh00,rec,5,,,,,
player,201009260nyg,nyg,BradAh00,rec_yds,30,,,,,
player,201009260nyg,nyg,BradAh00,rec_td,0,,,,,
player,201009260nyg,nyg,BradAh00,rec_long,12,,,,,
player,201009260nyg,nyg,BradAh00,fumbles,1,,,,,
player,201009260nyg,nyg,BradAh00,fumbles_lost,1,,,,,
player,201009260nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201009260nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201009260nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201009260nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201009260nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201009260nyg,nyg,JacoBr00,pass_sacked,,,,,,
player,201009260nyg,nyg,JacoBr00,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201009260nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201009260nyg,nyg,JacoBr00,rush_att,4,,,,,
player,201009260nyg,nyg,JacoBr00,rush_yds,17,,,,,
player,201009260nyg,nyg,JacoBr00,rush_td,0,,,,,
player,201009260nyg,nyg,JacoBr00,rush_long,7,,,,,
player,201009260nyg,nyg,JacoBr00,targets,1,,,,,
player,201009260nyg,nyg,JacoBr00,rec,1,,,,,
player,201009260nyg,nyg,JacoBr00,rec_yds,1,,,,,
player,201009260nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201009260nyg,nyg,JacoBr00,rec_long,1,,,,,
player,201009260nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201009260nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201009260nyg,nyg,SmitSt02,pass_cmp,0,,,,,
player,201009260nyg,nyg,SmitSt02,pass_att,0,,,,,
player,201009260nyg,nyg,SmitSt02,pass_yds,0,,,,,
player,201009260nyg,nyg,SmitSt02,pass_td,0,,,,,
player,201009260nyg,nyg,SmitSt02,pass_int,0,,,,,
player,201009260nyg,nyg,SmitSt02,pass_sacked,,,,,,
player,201009260nyg,nyg,SmitSt02,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,SmitSt02,pass_long,0,,,,,
player,201009260nyg,nyg,SmitSt02,pass_rating,,,,,,
player,201009260nyg,nyg,SmitSt02,rush_att,0,,,,,
player,201009260nyg,nyg,SmitSt02,rush_yds,0,,,,,
player,201009260nyg,nyg,SmitSt02,rush_td,0,,,,,
player,201009260nyg,nyg,SmitSt02,rush_long,0,,,,,
player,201009260nyg,nyg,SmitSt02,targets,12,,,,,
player,201009260nyg,nyg,SmitSt02,rec,9,,,,,
player,201009260nyg,nyg,SmitSt02,rec_yds,103,,,,,
player,201009260nyg,nyg,SmitSt02,rec_td,0,,,,,
player,201009260nyg,nyg,SmitSt02,rec_long,29,,,,,
player,201009260nyg,nyg,SmitSt02,fumbles,0,,,,,
player,201009260nyg,nyg,SmitSt02,fumbles_lost,,,,,,
player,201009260nyg,nyg,BossKe00,pass_cmp,0,,,,,
player,201009260nyg,nyg,BossKe00,pass_att,0,,,,,
player,201009260nyg,nyg,BossKe00,pass_yds,0,,,,,
player,201009260nyg,nyg,BossKe00,pass_td,0,,,,,
player,201009260nyg,nyg,BossKe00,pass_int,0,,,,,
player,201009260nyg,nyg,BossKe00,pass_sacked,,,,,,
player,201009260nyg,nyg,BossKe00,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,BossKe00,pass_long,0,,,,,
player,201009260nyg,nyg,BossKe00,pass_rating,,,,,,
player,201009260nyg,nyg,BossKe00,rush_att,0,,,,,
player,201009260nyg,nyg,BossKe00,rush_yds,0,,,,,
player,201009260nyg,nyg,BossKe00,rush_td,0,,,,,
player,201009260nyg,nyg,BossKe00,rush_long,0,,,,,
player,201009260nyg,nyg,BossKe00,targets,7,,,,,
player,201009260nyg,nyg,BossKe00,rec,3,,,,,
player,201009260nyg,nyg,BossKe00,rec_yds,88,,,,,
player,201009260nyg,nyg,BossKe00,rec_td,0,,,,,
player,201009260nyg,nyg,BossKe00,rec_long,54,,,,,
player,201009260nyg,nyg,BossKe00,fumbles,0,,,,,
player,201009260nyg,nyg,BossKe00,fumbles_lost,,,,,,
player,201009260nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201009260nyg,nyg,MannMa01,pass_att,0,,,,,
player,201009260nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201009260nyg,nyg,MannMa01,pass_td,0,,,,,
player,201009260nyg,nyg,MannMa01,pass_int,0,,,,,
player,201009260nyg,nyg,MannMa01,pass_sacked,,,,,,
player,201009260nyg,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,MannMa01,pass_long,0,,,,,
player,201009260nyg,nyg,MannMa01,pass_rating,,,,,,
player,201009260nyg,nyg,MannMa01,rush_att,0,,,,,
player,201009260nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201009260nyg,nyg,MannMa01,rush_td,0,,,,,
player,201009260nyg,nyg,MannMa01,rush_long,0,,,,,
player,201009260nyg,nyg,MannMa01,targets,10,,,,,
player,201009260nyg,nyg,MannMa01,rec,6,,,,,
player,201009260nyg,nyg,MannMa01,rec_yds,78,,,,,
player,201009260nyg,nyg,MannMa01,rec_td,0,,,,,
player,201009260nyg,nyg,MannMa01,rec_long,25,,,,,
player,201009260nyg,nyg,MannMa01,fumbles,0,,,,,
player,201009260nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201009260nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201009260nyg,nyg,NickHa01,pass_att,0,,,,,
player,201009260nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201009260nyg,nyg,NickHa01,pass_td,0,,,,,
player,201009260nyg,nyg,NickHa01,pass_int,0,,,,,
player,201009260nyg,nyg,NickHa01,pass_sacked,,,,,,
player,201009260nyg,nyg,NickHa01,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,NickHa01,pass_long,0,,,,,
player,201009260nyg,nyg,NickHa01,pass_rating,,,,,,
player,201009260nyg,nyg,NickHa01,rush_att,0,,,,,
player,201009260nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201009260nyg,nyg,NickHa01,rush_td,0,,,,,
player,201009260nyg,nyg,NickHa01,rush_long,0,,,,,
player,201009260nyg,nyg,NickHa01,targets,11,,,,,
player,201009260nyg,nyg,NickHa01,rec,7,,,,,
player,201009260nyg,nyg,NickHa01,rec_yds,56,,,,,
player,201009260nyg,nyg,NickHa01,rec_td,0,,,,,
player,201009260nyg,nyg,NickHa01,rec_long,20,,,,,
player,201009260nyg,nyg,NickHa01,fumbles,0,,,,,
player,201009260nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201009260nyg,nyg,BeckTr00,pass_cmp,0,,,,,
player,201009260nyg,nyg,BeckTr00,pass_att,0,,,,,
player,201009260nyg,nyg,BeckTr00,pass_yds,0,,,,,
player,201009260nyg,nyg,BeckTr00,pass_td,0,,,,,
player,201009260nyg,nyg,BeckTr00,pass_int,0,,,,,
player,201009260nyg,nyg,BeckTr00,pass_sacked,,,,,,
player,201009260nyg,nyg,BeckTr00,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,BeckTr00,pass_long,0,,,,,
player,201009260nyg,nyg,BeckTr00,pass_rating,,,,,,
player,201009260nyg,nyg,BeckTr00,rush_att,0,,,,,
player,201009260nyg,nyg,BeckTr00,rush_yds,0,,,,,
player,201009260nyg,nyg,BeckTr00,rush_td,0,,,,,
player,201009260nyg,nyg,BeckTr00,rush_long,0,,,,,
player,201009260nyg,nyg,BeckTr00,targets,2,,,,,
player,201009260nyg,nyg,BeckTr00,rec,2,,,,,
player,201009260nyg,nyg,BeckTr00,rec_yds,23,,,,,
player,201009260nyg,nyg,BeckTr00,rec_td,0,,,,,
player,201009260nyg,nyg,BeckTr00,rec_long,18,,,,,
player,201009260nyg,nyg,BeckTr00,fumbles,0,,,,,
player,201009260nyg,nyg,BeckTr00,fumbles_lost,,,,,,
player,201009260nyg,nyg,HedgMa00,pass_cmp,0,,,,,
player,201009260nyg,nyg,HedgMa00,pass_att,0,,,,,
player,201009260nyg,nyg,HedgMa00,pass_yds,0,,,,,
player,201009260nyg,nyg,HedgMa00,pass_td,0,,,,,
player,201009260nyg,nyg,HedgMa00,pass_int,0,,,,,
player,201009260nyg,nyg,HedgMa00,pass_sacked,,,,,,
player,201009260nyg,nyg,HedgMa00,pass_sacked_yds,,,,,,
player,201009260nyg,nyg,HedgMa00,pass_long,0,,,,,
player,201009260nyg,nyg,HedgMa00,pass_rating,,,,,,
player,201009260nyg,nyg,HedgMa00,rush_att,0,,,,,
player,201009260nyg,nyg,HedgMa00,rush_yds,0,,,,,
player,201009260nyg,nyg,HedgMa00,rush_td,0,,,,,
player,201009260nyg,nyg,HedgMa00,rush_long,0,,,,,
player,201009260nyg,nyg,HedgMa00,targets,1,,,,,
player,201009260nyg,nyg,HedgMa00,rec,1,,,,,
player,201009260nyg,nyg,HedgMa00,rec_yds,7,,,,,
player,201009260nyg,nyg,HedgMa00,rec_td,0,,,,,
player,201009260nyg,nyg,HedgMa00,rec_long,7,,,,,
player,201009260nyg,nyg,HedgMa00,fumbles,0,,,,,
player,201009260nyg,nyg,HedgMa00,fumbles_lost,,,,,,
player,201009260nyg,oti,McCoJa99,def_int,1,,,,,
player,201009260nyg,oti,McCoJa99,def_int_yds,0,,,,,
player,201009260nyg,oti,McCoJa99,def_int_td,0,,,,,
player,201009260nyg,oti,McCoJa99,def_int_long,0,,,,,
player,201009260nyg,oti,McCoJa99,pass_defended,1,,,,,
player,201009260nyg,oti,McCoJa99,sacks,0.0,,,,,
player,201009260nyg,oti,McCoJa99,tackles_combined,4,,,,,
player,201009260nyg,oti,McCoJa99,tackles_solo,1,,,,,
player,201009260nyg,oti,McCoJa99,tackles_assists,3,,,,,
player,201009260nyg,oti,McCoJa99,tackles_loss,0,,,,,
player,201009260nyg,oti,McCoJa99,qb_hits,0,,,,,
player,201009260nyg,oti,McCoJa99,fumbles_rec,0,,,,,
player,201009260nyg,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,McCoJa99,fumbles_forced,0,,,,,
player,201009260nyg,oti,MarkSe99,def_int,1,,,,,
player,201009260nyg,oti,MarkSe99,def_int_yds,-6,,,,,
player,201009260nyg,oti,MarkSe99,def_int_td,0,,,,,
player,201009260nyg,oti,MarkSe99,def_int_long,-6,,,,,
player,201009260nyg,oti,MarkSe99,pass_defended,1,,,,,
player,201009260nyg,oti,MarkSe99,sacks,0.0,,,,,
player,201009260nyg,oti,MarkSe99,tackles_combined,3,,,,,
player,201009260nyg,oti,MarkSe99,tackles_solo,2,,,,,
player,201009260nyg,oti,MarkSe99,tackles_assists,1,,,,,
player,201009260nyg,oti,MarkSe99,tackles_loss,0,,,,,
player,201009260nyg,oti,MarkSe99,qb_hits,2,,,,,
player,201009260nyg,oti,MarkSe99,fumbles_rec,0,,,,,
player,201009260nyg,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,MarkSe99,fumbles_forced,0,,,,,
player,201009260nyg,oti,WithWi20,def_int,0,,,,,
player,201009260nyg,oti,WithWi20,def_int_yds,0,,,,,
player,201009260nyg,oti,WithWi20,def_int_td,0,,,,,
player,201009260nyg,oti,WithWi20,def_int_long,0,,,,,
player,201009260nyg,oti,WithWi20,pass_defended,1,,,,,
player,201009260nyg,oti,WithWi20,sacks,1.0,,,,,
player,201009260nyg,oti,WithWi20,tackles_combined,3,,,,,
player,201009260nyg,oti,WithWi20,tackles_solo,2,,,,,
player,201009260nyg,oti,WithWi20,tackles_assists,1,,,,,
player,201009260nyg,oti,WithWi20,tackles_loss,1,,,,,
player,201009260nyg,oti,WithWi20,qb_hits,1,,,,,
player,201009260nyg,oti,WithWi20,fumbles_rec,0,,,,,
player,201009260nyg,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,WithWi20,fumbles_forced,0,,,,,
player,201009260nyg,oti,BallDa20,def_int,0,,,,,
player,201009260nyg,oti,BallDa20,def_int_yds,0,,,,,
player,201009260nyg,oti,BallDa20,def_int_td,0,,,,,
player,201009260nyg,oti,BallDa20,def_int_long,0,,,,,
player,201009260nyg,oti,BallDa20,pass_defended,0,,,,,
player,201009260nyg,oti,BallDa20,sacks,1.0,,,,,
player,201009260nyg,oti,BallDa20,tackles_combined,1,,,,,
player,201009260nyg,oti,BallDa20,tackles_solo,1,,,,,
player,201009260nyg,oti,BallDa20,tackles_assists,0,,,,,
player,201009260nyg,oti,BallDa20,tackles_loss,1,,,,,
player,201009260nyg,oti,BallDa20,qb_hits,2,,,,,
player,201009260nyg,oti,BallDa20,fumbles_rec,0,,,,,
player,201009260nyg,oti,BallDa20,fumbles_rec_yds,0,,,,,
