game,2010,3,20100926,201009260nyg,oti,"Tennessee Titans",29,nyg,"New York Giants",10
player,201009260nyg,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,BoleMi20,def_int,0,,,,,
player,201009260nyg,nyg,BoleMi20,def_int_yds,0,,,,,
player,201009260nyg,nyg,BoleMi20,def_int_td,0,,,,,
player,201009260nyg,nyg,BoleMi20,def_int_long,0,,,,,
player,201009260nyg,nyg,BoleMi20,pass_defended,0,,,,,
player,201009260nyg,nyg,BoleMi20,sacks,0.0,,,,,
player,201009260nyg,nyg,BoleMi20,tackles_combined,1,,,,,
player,201009260nyg,nyg,BoleMi20,tackles_solo,1,,,,,
player,201009260nyg,nyg,BoleMi20,tackles_assists,0,,,,,
player,201009260nyg,nyg,BoleMi20,tackles_loss,0,,,,,
player,201009260nyg,nyg,BoleMi20,qb_hits,0,,,,,
player,201009260nyg,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201009260nyg,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,JohnBr97,def_int,0,,,,,
player,201009260nyg,nyg,JohnBr97,def_int_yds,0,,,,,
player,201009260nyg,nyg,JohnBr97,def_int_td,0,,,,,
player,201009260nyg,nyg,JohnBr97,def_int_long,0,,,,,
player,201009260nyg,nyg,JohnBr97,pass_defended,0,,,,,
player,201009260nyg,nyg,JohnBr97,sacks,0.0,,,,,
player,201009260nyg,nyg,JohnBr97,tackles_combined,1,,,,,
player,201009260nyg,nyg,JohnBr97,tackles_solo,1,,,,,
player,201009260nyg,nyg,JohnBr97,tackles_assists,0,,,,,
player,201009260nyg,nyg,JohnBr97,tackles_loss,0,,,,,
player,201009260nyg,nyg,JohnBr97,qb_hits,0,,,,,
player,201009260nyg,nyg,JohnBr97,fumbles_rec,0,,,,,
player,201009260nyg,nyg,JohnBr97,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,JohnBr97,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,JohnBr97,fumbles_forced,0,,,,,
player,201009260nyg,nyg,PierJa99,def_int,0,,,,,
player,201009260nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201009260nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201009260nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201009260nyg,nyg,PierJa99,pass_defended,0,,,,,
player,201009260nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201009260nyg,nyg,PierJa99,tackles_combined,1,,,,,
player,201009260nyg,nyg,PierJa99,tackles_solo,1,,,,,
player,201009260nyg,nyg,PierJa99,tackles_assists,0,,,,,
player,201009260nyg,nyg,PierJa99,tackles_loss,1,,,,,
player,201009260nyg,nyg,PierJa99,qb_hits,0,,,,,
player,201009260nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201009260nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,PierJa99,fumbles_forced,0,,,,,
player,201009260nyg,nyg,WilkGe20,def_int,0,,,,,
player,201009260nyg,nyg,WilkGe20,def_int_yds,0,,,,,
player,201009260nyg,nyg,WilkGe20,def_int_td,0,,,,,
player,201009260nyg,nyg,WilkGe20,def_int_long,0,,,,,
player,201009260nyg,nyg,WilkGe20,pass_defended,0,,,,,
player,201009260nyg,nyg,WilkGe20,sacks,0.0,,,,,
player,201009260nyg,nyg,WilkGe20,tackles_combined,1,,,,,
player,201009260nyg,nyg,WilkGe20,tackles_solo,1,,,,,
player,201009260nyg,nyg,WilkGe20,tackles_assists,0,,,,,
player,201009260nyg,nyg,WilkGe20,tackles_loss,0,,,,,
player,201009260nyg,nyg,WilkGe20,qb_hits,0,,,,,
player,201009260nyg,nyg,WilkGe20,fumbles_rec,0,,,,,
player,201009260nyg,nyg,WilkGe20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,WilkGe20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,WilkGe20,fumbles_forced,0,,,,,
player,201009260nyg,oti,MariMa00,kick_ret,3,,,,,
player,201009260nyg,oti,MariMa00,kick_ret_yds,74,,,,,
player,201009260nyg,oti,MariMa00,kick_ret_yds_per_ret,24.7,,,,,
player,201009260nyg,oti,MariMa00,kick_ret_td,0,,,,,
player,201009260nyg,oti,MariMa00,kick_ret_long,45,,,,,
player,201009260nyg,oti,MariMa00,punt_ret,0,,,,,
player,201009260nyg,oti,MariMa00,punt_ret_yds,0,,,,,
player,201009260nyg,oti,MariMa00,punt_ret_yds_per_ret,,,,,,
player,201009260nyg,oti,MariMa00,punt_ret_td,0,,,,,
player,201009260nyg,oti,MariMa00,punt_ret_long,0,,,,,
player,201009260nyg,nyg,ReynDa00,kick_ret,3,,,,,
player,201009260nyg,nyg,ReynDa00,kick_ret_yds,67,,,,,
player,201009260nyg,nyg,ReynDa00,kick_ret_yds_per_ret,22.3,,,,,
player,201009260nyg,nyg,ReynDa00,kick_ret_td,0,,,,,
player,201009260nyg,nyg,ReynDa00,kick_ret_long,31,,,,,
player,201009260nyg,nyg,ReynDa00,punt_ret,2,,,,,
player,201009260nyg,nyg,ReynDa00,punt_ret_yds,11,,,,,
player,201009260nyg,nyg,ReynDa00,punt_ret_yds_per_ret,5.5,,,,,
player,201009260nyg,nyg,ReynDa00,punt_ret_td,0,,,,,
player,201009260nyg,nyg,ReynDa00,punt_ret_long,6,,,,,
player,201009260nyg,oti,bironrob01,xpm,3,,,,,
player,201009260nyg,oti,bironrob01,xpa,3,,,,,
player,201009260nyg,oti,bironrob01,fgm,2,,,,,
player,201009260nyg,oti,bironrob01,fga,2,,,,,
player,201009260nyg,oti,bironrob01,punt,0,,,,,
player,201009260nyg,oti,bironrob01,punt_yds,0,,,,,
player,201009260nyg,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201009260nyg,oti,bironrob01,punt_long,0,,,,,
player,201009260nyg,oti,KernBr20,xpm,,,,,,
player,201009260nyg,oti,KernBr20,xpa,,,,,,
player,201009260nyg,oti,KernBr20,fgm,,,,,,
player,201009260nyg,oti,KernBr20,fga,,,,,,
player,201009260nyg,oti,KernBr20,punt,5,,,,,
player,201009260nyg,oti,KernBr20,punt_yds,214,,,,,
player,201009260nyg,oti,KernBr20,punt_yds_per_punt,42.8,,,,,
player,201009260nyg,oti,KernBr20,punt_long,55,,,,,
player,201009260nyg,nyg,tyneslaw01,xpm,1,,,,,
player,201009260nyg,nyg,tyneslaw01,xpa,1,,,,,
player,201009260nyg,nyg,tyneslaw01,fgm,1,,,,,
player,201009260nyg,nyg,tyneslaw01,fga,3,,,,,
player,201009260nyg,nyg,tyneslaw01,punt,0,,,,,
player,201009260nyg,nyg,tyneslaw01,punt_yds,0,,,,,
player,201009260nyg,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201009260nyg,nyg,tyneslaw01,punt_long,0,,,,,
