game,2010,8,20101031,201010310nwe,min,"Minnesota Vikings",18,nwe,"New England Patriots",28
player,201010310nwe,min,BerrBe00,fumbles_lost,,,,,,
player,201010310nwe,min,TahiNa00,pass_cmp,0,,,,,
player,201010310nwe,min,TahiNa00,pass_att,0,,,,,
player,201010310nwe,min,TahiNa00,pass_yds,0,,,,,
player,201010310nwe,min,TahiNa00,pass_td,0,,,,,
player,201010310nwe,min,TahiNa00,pass_int,0,,,,,
player,201010310nwe,min,TahiNa00,pass_sacked,,,,,,
player,201010310nwe,min,TahiNa00,pass_sacked_yds,,,,,,
player,201010310nwe,min,TahiNa00,pass_long,0,,,,,
player,201010310nwe,min,TahiNa00,pass_rating,,,,,,
player,201010310nwe,min,TahiNa00,rush_att,0,,,,,
player,201010310nwe,min,TahiNa00,rush_yds,0,,,,,
player,201010310nwe,min,TahiNa00,rush_td,0,,,,,
player,201010310nwe,min,TahiNa00,rush_long,0,,,,,
player,201010310nwe,min,TahiNa00,targets,2,,,,,
player,201010310nwe,min,TahiNa00,rec,2,,,,,
player,201010310nwe,min,TahiNa00,rec_yds,9,,,,,
player,201010310nwe,min,TahiNa00,rec_td,1,,,,,
player,201010310nwe,min,TahiNa00,rec_long,8,,,,,
player,201010310nwe,min,TahiNa00,fumbles,0,,,,,
player,201010310nwe,min,TahiNa00,fumbles_lost,,,,,,
player,201010310nwe,min,MossRa00,pass_cmp,0,,,,,
player,201010310nwe,min,MossRa00,pass_att,0,,,,,
player,201010310nwe,min,MossRa00,pass_yds,0,,,,,
player,201010310nwe,min,MossRa00,pass_td,0,,,,,
player,201010310nwe,min,MossRa00,pass_int,0,,,,,
player,201010310nwe,min,MossRa00,pass_sacked,,,,,,
player,201010310nwe,min,MossRa00,pass_sacked_yds,,,,,,
player,201010310nwe,min,MossRa00,pass_long,0,,,,,
player,201010310nwe,min,MossRa00,pass_rating,,,,,,
player,201010310nwe,min,MossRa00,rush_att,0,,,,,
player,201010310nwe,min,MossRa00,rush_yds,0,,,,,
player,201010310nwe,min,MossRa00,rush_td,0,,,,,
player,201010310nwe,min,MossRa00,rush_long,0,,,,,
player,201010310nwe,min,MossRa00,targets,2,,,,,
player,201010310nwe,min,MossRa00,rec,1,,,,,
player,201010310nwe,min,MossRa00,rec_yds,8,,,,,
player,201010310nwe,min,MossRa00,rec_td,0,,,,,
player,201010310nwe,min,MossRa00,rec_long,8,,,,,
player,201010310nwe,min,MossRa00,fumbles,0,,,,,
player,201010310nwe,min,MossRa00,fumbles_lost,,,,,,
player,201010310nwe,min,LewiGr01,pass_cmp,0,,,,,
player,201010310nwe,min,LewiGr01,pass_att,0,,,,,
player,201010310nwe,min,LewiGr01,pass_yds,0,,,,,
player,201010310nwe,min,LewiGr01,pass_td,0,,,,,
player,201010310nwe,min,LewiGr01,pass_int,0,,,,,
player,201010310nwe,min,LewiGr01,pass_sacked,,,,,,
player,201010310nwe,min,LewiGr01,pass_sacked_yds,,,,,,
player,201010310nwe,min,LewiGr01,pass_long,0,,,,,
player,201010310nwe,min,LewiGr01,pass_rating,,,,,,
player,201010310nwe,min,LewiGr01,rush_att,0,,,,,
player,201010310nwe,min,LewiGr01,rush_yds,0,,,,,
player,201010310nwe,min,LewiGr01,rush_td,0,,,,,
player,201010310nwe,min,LewiGr01,rush_long,0,,,,,
player,201010310nwe,min,LewiGr01,targets,3,,,,,
player,201010310nwe,min,LewiGr01,rec,1,,,,,
player,201010310nwe,min,LewiGr01,rec_yds,4,,,,,
player,201010310nwe,min,LewiGr01,rec_td,0,,,,,
player,201010310nwe,min,LewiGr01,rec_long,4,,,,,
player,201010310nwe,min,LewiGr01,fumbles,0,,,,,
player,201010310nwe,min,LewiGr01,fumbles_lost,,,,,,
player,201010310nwe,min,KleiJi00,pass_cmp,0,,,,,
player,201010310nwe,min,KleiJi00,pass_att,0,,,,,
player,201010310nwe,min,KleiJi00,pass_yds,0,,,,,
player,201010310nwe,min,KleiJi00,pass_td,0,,,,,
player,201010310nwe,min,KleiJi00,pass_int,0,,,,,
player,201010310nwe,min,KleiJi00,pass_sacked,,,,,,
player,201010310nwe,min,KleiJi00,pass_sacked_yds,,,,,,
player,201010310nwe,min,KleiJi00,pass_long,0,,,,,
player,201010310nwe,min,KleiJi00,pass_rating,,,,,,
player,201010310nwe,min,KleiJi00,rush_att,0,,,,,
player,201010310nwe,min,KleiJi00,rush_yds,0,,,,,
player,201010310nwe,min,KleiJi00,rush_td,0,,,,,
player,201010310nwe,min,KleiJi00,rush_long,0,,,,,
player,201010310nwe,min,KleiJi00,targets,2,,,,,
player,201010310nwe,min,KleiJi00,rec,0,,,,,
player,201010310nwe,min,KleiJi00,rec_yds,0,,,,,
player,201010310nwe,min,KleiJi00,rec_td,0,,,,,
player,201010310nwe,min,KleiJi00,rec_long,0,,,,,
player,201010310nwe,min,KleiJi00,fumbles,0,,,,,
player,201010310nwe,min,KleiJi00,fumbles_lost,,,,,,
player,201010310nwe,nwe,BradTo00,pass_cmp,16,,,,,
player,201010310nwe,nwe,BradTo00,pass_att,27,,,,,
player,201010310nwe,nwe,BradTo00,pass_yds,240,,,,,
player,201010310nwe,nwe,BradTo00,pass_td,1,,,,,
player,201010310nwe,nwe,BradTo00,pass_int,0,,,,,
player,201010310nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201010310nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201010310nwe,nwe,BradTo00,pass_long,65,,,,,
player,201010310nwe,nwe,BradTo00,pass_rating,100.8,,,,,
player,201010310nwe,nwe,BradTo00,rush_att,4,,,,,
player,201010310nwe,nwe,BradTo00,rush_yds,-3,,,,,
player,201010310nwe,nwe,BradTo00,rush_td,0,,,,,
player,201010310nwe,nwe,BradTo00,rush_long,0,,,,,
player,201010310nwe,nwe,BradTo00,targets,0,,,,,
player,201010310nwe,nwe,BradTo00,rec,0,,,,,
player,201010310nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201010310nwe,nwe,BradTo00,rec_td,0,,,,,
player,201010310nwe,nwe,BradTo00,rec_long,0,,,,,
player,201010310nwe,nwe,BradTo00,fumbles,0,,,,,
player,201010310nwe,nwe,BradTo00,fumbles_lost,,,,,,
player,201010310nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201010310nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201010310nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201010310nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201010310nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201010310nwe,nwe,GreeBe00,pass_sacked,,,,,,
player,201010310nwe,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201010310nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201010310nwe,nwe,GreeBe00,rush_att,17,,,,,
player,201010310nwe,nwe,GreeBe00,rush_yds,112,,,,,
player,201010310nwe,nwe,GreeBe00,rush_td,2,,,,,
player,201010310nwe,nwe,GreeBe00,rush_long,26,,,,,
player,201010310nwe,nwe,GreeBe00,targets,2,,,,,
player,201010310nwe,nwe,GreeBe00,rec,1,,,,,
player,201010310nwe,nwe,GreeBe00,rec_yds,11,,,,,
player,201010310nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201010310nwe,nwe,GreeBe00,rec_long,11,,,,,
player,201010310nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201010310nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201010310nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201010310nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201010310nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201010310nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201010310nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201010310nwe,nwe,WoodDa02,pass_sacked,,,,,,
player,201010310nwe,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201010310nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201010310nwe,nwe,WoodDa02,rush_att,6,,,,,
player,201010310nwe,nwe,WoodDa02,rush_yds,13,,,,,
player,201010310nwe,nwe,WoodDa02,rush_td,1,,,,,
player,201010310nwe,nwe,WoodDa02,rush_long,5,,,,,
player,201010310nwe,nwe,WoodDa02,targets,6,,,,,
player,201010310nwe,nwe,WoodDa02,rec,5,,,,,
player,201010310nwe,nwe,WoodDa02,rec_yds,45,,,,,
player,201010310nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201010310nwe,nwe,WoodDa02,rec_long,16,,,,,
player,201010310nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201010310nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201010310nwe,nwe,TateBr00,pass_cmp,0,,,,,
player,201010310nwe,nwe,TateBr00,pass_att,0,,,,,
player,201010310nwe,nwe,TateBr00,pass_yds,0,,,,,
player,201010310nwe,nwe,TateBr00,pass_td,0,,,,,
player,201010310nwe,nwe,TateBr00,pass_int,0,,,,,
player,201010310nwe,nwe,TateBr00,pass_sacked,,,,,,
player,201010310nwe,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,TateBr00,pass_long,0,,,,,
player,201010310nwe,nwe,TateBr00,pass_rating,,,,,,
player,201010310nwe,nwe,TateBr00,rush_att,0,,,,,
player,201010310nwe,nwe,TateBr00,rush_yds,0,,,,,
player,201010310nwe,nwe,TateBr00,rush_td,0,,,,,
player,201010310nwe,nwe,TateBr00,rush_long,0,,,,,
player,201010310nwe,nwe,TateBr00,targets,4,,,,,
player,201010310nwe,nwe,TateBr00,rec,3,,,,,
player,201010310nwe,nwe,TateBr00,rec_yds,101,,,,,
player,201010310nwe,nwe,TateBr00,rec_td,1,,,,,
player,201010310nwe,nwe,TateBr00,rec_long,65,,,,,
player,201010310nwe,nwe,TateBr00,fumbles,0,,,,,
player,201010310nwe,nwe,TateBr00,fumbles_lost,,,,,,
player,201010310nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201010310nwe,nwe,HernAa00,pass_att,0,,,,,
player,201010310nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201010310nwe,nwe,HernAa00,pass_td,0,,,,,
player,201010310nwe,nwe,HernAa00,pass_int,0,,,,,
player,201010310nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201010310nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,HernAa00,pass_long,0,,,,,
player,201010310nwe,nwe,HernAa00,pass_rating,,,,,,
player,201010310nwe,nwe,HernAa00,rush_att,0,,,,,
player,201010310nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201010310nwe,nwe,HernAa00,rush_td,0,,,,,
player,201010310nwe,nwe,HernAa00,rush_long,0,,,,,
player,201010310nwe,nwe,HernAa00,targets,3,,,,,
player,201010310nwe,nwe,HernAa00,rec,2,,,,,
player,201010310nwe,nwe,HernAa00,rec_yds,33,,,,,
player,201010310nwe,nwe,HernAa00,rec_td,0,,,,,
player,201010310nwe,nwe,HernAa00,rec_long,27,,,,,
player,201010310nwe,nwe,HernAa00,fumbles,0,,,,,
player,201010310nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201010310nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201010310nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201010310nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201010310nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201010310nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201010310nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201010310nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201010310nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201010310nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201010310nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201010310nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201010310nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201010310nwe,nwe,WelkWe00,targets,5,,,,,
player,201010310nwe,nwe,WelkWe00,rec,3,,,,,
player,201010310nwe,nwe,WelkWe00,rec_yds,24,,,,,
player,201010310nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201010310nwe,nwe,WelkWe00,rec_long,12,,,,,
player,201010310nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201010310nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201010310nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201010310nwe,nwe,BranDe00,pass_att,0,,,,,
player,201010310nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201010310nwe,nwe,BranDe00,pass_td,0,,,,,
player,201010310nwe,nwe,BranDe00,pass_int,0,,,,,
player,201010310nwe,nwe,BranDe00,pass_sacked,,,,,,
player,201010310nwe,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,BranDe00,pass_long,0,,,,,
player,201010310nwe,nwe,BranDe00,pass_rating,,,,,,
player,201010310nwe,nwe,BranDe00,rush_att,0,,,,,
player,201010310nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201010310nwe,nwe,BranDe00,rush_td,0,,,,,
player,201010310nwe,nwe,BranDe00,rush_long,0,,,,,
player,201010310nwe,nwe,BranDe00,targets,3,,,,,
player,201010310nwe,nwe,BranDe00,rec,1,,,,,
player,201010310nwe,nwe,BranDe00,rec_yds,21,,,,,
player,201010310nwe,nwe,BranDe00,rec_td,0,,,,,
player,201010310nwe,nwe,BranDe00,rec_long,21,,,,,
player,201010310nwe,nwe,BranDe00,fumbles,0,,,,,
player,201010310nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201010310nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201010310nwe,nwe,GronRo00,pass_att,0,,,,,
player,201010310nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201010310nwe,nwe,GronRo00,pass_td,0,,,,,
player,201010310nwe,nwe,GronRo00,pass_int,0,,,,,
player,201010310nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201010310nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,GronRo00,pass_long,0,,,,,
player,201010310nwe,nwe,GronRo00,pass_rating,,,,,,
player,201010310nwe,nwe,GronRo00,rush_att,0,,,,,
player,201010310nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201010310nwe,nwe,GronRo00,rush_td,0,,,,,
player,201010310nwe,nwe,GronRo00,rush_long,0,,,,,
player,201010310nwe,nwe,GronRo00,targets,3,,,,,
player,201010310nwe,nwe,GronRo00,rec,1,,,,,
player,201010310nwe,nwe,GronRo00,rec_yds,5,,,,,
player,201010310nwe,nwe,GronRo00,rec_td,0,,,,,
player,201010310nwe,nwe,GronRo00,rec_long,5,,,,,
player,201010310nwe,nwe,GronRo00,fumbles,0,,,,,
player,201010310nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_cmp,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_att,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_yds,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_td,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_int,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_sacked,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_sacked_yds,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_long,,,,,,
player,201010310nwe,nwe,CrumAl00,pass_rating,,,,,,
player,201010310nwe,nwe,CrumAl00,rush_att,,,,,,
player,201010310nwe,nwe,CrumAl00,rush_yds,,,,,,
player,201010310nwe,nwe,CrumAl00,rush_td,,,,,,
player,201010310nwe,nwe,CrumAl00,rush_long,,,,,,
player,201010310nwe,nwe,CrumAl00,targets,1,,,,,
player,201010310nwe,nwe,CrumAl00,rec,0,,,,,
player,201010310nwe,nwe,CrumAl00,rec_yds,0,,,,,
player,201010310nwe,nwe,CrumAl00,rec_td,0,,,,,
player,201010310nwe,nwe,CrumAl00,rec_long,,,,,,
player,201010310nwe,nwe,CrumAl00,fumbles,,,,,,
player,201010310nwe,nwe,CrumAl00,fumbles_lost,,,,,,
player,201010310nwe,min,GreeCh99,def_int,0,,,,,
player,201010310nwe,min,GreeCh99,def_int_yds,0,,,,,
player,201010310nwe,min,GreeCh99,def_int_td,0,,,,,
player,201010310nwe,min,GreeCh99,def_int_long,0,,,,,
player,201010310nwe,min,GreeCh99,pass_defended,0,,,,,
player,201010310nwe,min,GreeCh99,sacks,0.0,,,,,
player,201010310nwe,min,GreeCh99,tackles_combined,11,,,,,
player,201010310nwe,min,GreeCh99,tackles_solo,8,,,,,
player,201010310nwe,min,GreeCh99,tackles_assists,3,,,,,
player,201010310nwe,min,GreeCh99,tackles_loss,0,,,,,
player,201010310nwe,min,GreeCh99,qb_hits,0,,,,,
player,201010310nwe,min,GreeCh99,fumbles_rec,0,,,,,
player,201010310nwe,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,GreeCh99,fumbles_forced,0,,,,,
player,201010310nwe,min,HendEr99,def_int,0,,,,,
player,201010310nwe,min,HendEr99,def_int_yds,0,,,,,
player,201010310nwe,min,HendEr99,def_int_td,0,,,,,
player,201010310nwe,min,HendEr99,def_int_long,0,,,,,
player,201010310nwe,min,HendEr99,pass_defended,0,,,,,
player,201010310nwe,min,HendEr99,sacks,0.0,,,,,
player,201010310nwe,min,HendEr99,tackles_combined,6,,,,,
player,201010310nwe,min,HendEr99,tackles_solo,5,,,,,
