game,2010,10,20101114,201011140pit,nwe,"New England Patriots",39,pit,"Pittsburgh Steelers",26
player,201011140pit,pit,FootLa20,fumbles_forced,0,,,,,
player,201011140pit,pit,HampCa00,def_int,0,,,,,
player,201011140pit,pit,HampCa00,def_int_yds,0,,,,,
player,201011140pit,pit,HampCa00,def_int_td,0,,,,,
player,201011140pit,pit,HampCa00,def_int_long,0,,,,,
player,201011140pit,pit,HampCa00,pass_defended,0,,,,,
player,201011140pit,pit,HampCa00,sacks,0.0,,,,,
player,201011140pit,pit,HampCa00,tackles_combined,2,,,,,
player,201011140pit,pit,HampCa00,tackles_solo,2,,,,,
player,201011140pit,pit,HampCa00,tackles_assists,0,,,,,
player,201011140pit,pit,HampCa00,tackles_loss,0,,,,,
player,201011140pit,pit,HampCa00,qb_hits,0,,,,,
player,201011140pit,pit,HampCa00,fumbles_rec,0,,,,,
player,201011140pit,pit,HampCa00,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,HampCa00,fumbles_rec_td,0,,,,,
player,201011140pit,pit,HampCa00,fumbles_forced,0,,,,,
player,201011140pit,pit,PolaTr99,def_int,0,,,,,
player,201011140pit,pit,PolaTr99,def_int_yds,0,,,,,
player,201011140pit,pit,PolaTr99,def_int_td,0,,,,,
player,201011140pit,pit,PolaTr99,def_int_long,0,,,,,
player,201011140pit,pit,PolaTr99,pass_defended,0,,,,,
player,201011140pit,pit,PolaTr99,sacks,0.0,,,,,
player,201011140pit,pit,PolaTr99,tackles_combined,2,,,,,
player,201011140pit,pit,PolaTr99,tackles_solo,2,,,,,
player,201011140pit,pit,PolaTr99,tackles_assists,0,,,,,
player,201011140pit,pit,PolaTr99,tackles_loss,0,,,,,
player,201011140pit,pit,PolaTr99,qb_hits,0,,,,,
player,201011140pit,pit,PolaTr99,fumbles_rec,0,,,,,
player,201011140pit,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,PolaTr99,fumbles_forced,0,,,,,
player,201011140pit,pit,BattAr00,def_int,0,,,,,
player,201011140pit,pit,BattAr00,def_int_yds,0,,,,,
player,201011140pit,pit,BattAr00,def_int_td,0,,,,,
player,201011140pit,pit,BattAr00,def_int_long,0,,,,,
player,201011140pit,pit,BattAr00,pass_defended,0,,,,,
player,201011140pit,pit,BattAr00,sacks,0.0,,,,,
player,201011140pit,pit,BattAr00,tackles_combined,1,,,,,
player,201011140pit,pit,BattAr00,tackles_solo,0,,,,,
player,201011140pit,pit,BattAr00,tackles_assists,1,,,,,
player,201011140pit,pit,BattAr00,tackles_loss,0,,,,,
player,201011140pit,pit,BattAr00,qb_hits,0,,,,,
player,201011140pit,pit,BattAr00,fumbles_rec,0,,,,,
player,201011140pit,pit,BattAr00,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,BattAr00,fumbles_rec_td,0,,,,,
player,201011140pit,pit,BattAr00,fumbles_forced,0,,,,,
player,201011140pit,pit,ButlCr99,def_int,0,,,,,
player,201011140pit,pit,ButlCr99,def_int_yds,0,,,,,
player,201011140pit,pit,ButlCr99,def_int_td,0,,,,,
player,201011140pit,pit,ButlCr99,def_int_long,0,,,,,
player,201011140pit,pit,ButlCr99,pass_defended,0,,,,,
player,201011140pit,pit,ButlCr99,sacks,0.0,,,,,
player,201011140pit,pit,ButlCr99,tackles_combined,1,,,,,
player,201011140pit,pit,ButlCr99,tackles_solo,1,,,,,
player,201011140pit,pit,ButlCr99,tackles_assists,0,,,,,
player,201011140pit,pit,ButlCr99,tackles_loss,0,,,,,
player,201011140pit,pit,ButlCr99,qb_hits,0,,,,,
player,201011140pit,pit,ButlCr99,fumbles_rec,0,,,,,
player,201011140pit,pit,ButlCr99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,ButlCr99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,ButlCr99,fumbles_forced,0,,,,,
player,201011140pit,pit,HokeCh20,def_int,0,,,,,
player,201011140pit,pit,HokeCh20,def_int_yds,0,,,,,
player,201011140pit,pit,HokeCh20,def_int_td,0,,,,,
player,201011140pit,pit,HokeCh20,def_int_long,0,,,,,
player,201011140pit,pit,HokeCh20,pass_defended,0,,,,,
player,201011140pit,pit,HokeCh20,sacks,0.0,,,,,
player,201011140pit,pit,HokeCh20,tackles_combined,1,,,,,
player,201011140pit,pit,HokeCh20,tackles_solo,0,,,,,
player,201011140pit,pit,HokeCh20,tackles_assists,1,,,,,
player,201011140pit,pit,HokeCh20,tackles_loss,0,,,,,
player,201011140pit,pit,HokeCh20,qb_hits,0,,,,,
player,201011140pit,pit,HokeCh20,fumbles_rec,0,,,,,
player,201011140pit,pit,HokeCh20,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,HokeCh20,fumbles_rec_td,0,,,,,
player,201011140pit,pit,HokeCh20,fumbles_forced,0,,,,,
player,201011140pit,pit,LewiKe96,def_int,0,,,,,
player,201011140pit,pit,LewiKe96,def_int_yds,0,,,,,
player,201011140pit,pit,LewiKe96,def_int_td,0,,,,,
player,201011140pit,pit,LewiKe96,def_int_long,0,,,,,
player,201011140pit,pit,LewiKe96,pass_defended,0,,,,,
player,201011140pit,pit,LewiKe96,sacks,0.0,,,,,
player,201011140pit,pit,LewiKe96,tackles_combined,1,,,,,
player,201011140pit,pit,LewiKe96,tackles_solo,1,,,,,
player,201011140pit,pit,LewiKe96,tackles_assists,0,,,,,
player,201011140pit,pit,LewiKe96,tackles_loss,0,,,,,
player,201011140pit,pit,LewiKe96,qb_hits,0,,,,,
player,201011140pit,pit,LewiKe96,fumbles_rec,0,,,,,
player,201011140pit,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201011140pit,pit,LewiKe96,fumbles_forced,0,,,,,
player,201011140pit,pit,MundRy00,def_int,0,,,,,
player,201011140pit,pit,MundRy00,def_int_yds,0,,,,,
player,201011140pit,pit,MundRy00,def_int_td,0,,,,,
player,201011140pit,pit,MundRy00,def_int_long,0,,,,,
player,201011140pit,pit,MundRy00,pass_defended,0,,,,,
player,201011140pit,pit,MundRy00,sacks,0.0,,,,,
player,201011140pit,pit,MundRy00,tackles_combined,1,,,,,
player,201011140pit,pit,MundRy00,tackles_solo,1,,,,,
player,201011140pit,pit,MundRy00,tackles_assists,0,,,,,
player,201011140pit,pit,MundRy00,tackles_loss,0,,,,,
player,201011140pit,pit,MundRy00,qb_hits,0,,,,,
player,201011140pit,pit,MundRy00,fumbles_rec,0,,,,,
player,201011140pit,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201011140pit,pit,MundRy00,fumbles_forced,0,,,,,
player,201011140pit,pit,WallMi00,def_int,0,,,,,
player,201011140pit,pit,WallMi00,def_int_yds,0,,,,,
player,201011140pit,pit,WallMi00,def_int_td,0,,,,,
player,201011140pit,pit,WallMi00,def_int_long,0,,,,,
player,201011140pit,pit,WallMi00,pass_defended,0,,,,,
player,201011140pit,pit,WallMi00,sacks,0.0,,,,,
player,201011140pit,pit,WallMi00,tackles_combined,1,,,,,
player,201011140pit,pit,WallMi00,tackles_solo,1,,,,,
player,201011140pit,pit,WallMi00,tackles_assists,0,,,,,
player,201011140pit,pit,WallMi00,tackles_loss,0,,,,,
player,201011140pit,pit,WallMi00,qb_hits,0,,,,,
player,201011140pit,pit,WallMi00,fumbles_rec,0,,,,,
player,201011140pit,pit,WallMi00,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,WallMi00,fumbles_rec_td,0,,,,,
player,201011140pit,pit,WallMi00,fumbles_forced,0,,,,,
player,201011140pit,pit,WoriJa99,def_int,0,,,,,
player,201011140pit,pit,WoriJa99,def_int_yds,0,,,,,
player,201011140pit,pit,WoriJa99,def_int_td,0,,,,,
player,201011140pit,pit,WoriJa99,def_int_long,0,,,,,
player,201011140pit,pit,WoriJa99,pass_defended,0,,,,,
player,201011140pit,pit,WoriJa99,sacks,0.0,,,,,
player,201011140pit,pit,WoriJa99,tackles_combined,1,,,,,
player,201011140pit,pit,WoriJa99,tackles_solo,0,,,,,
player,201011140pit,pit,WoriJa99,tackles_assists,1,,,,,
player,201011140pit,pit,WoriJa99,tackles_loss,0,,,,,
player,201011140pit,pit,WoriJa99,qb_hits,0,,,,,
player,201011140pit,pit,WoriJa99,fumbles_rec,0,,,,,
player,201011140pit,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,WoriJa99,fumbles_forced,0,,,,,
player,201011140pit,pit,HoodEv99,def_int,0,,,,,
player,201011140pit,pit,HoodEv99,def_int_yds,0,,,,,
player,201011140pit,pit,HoodEv99,def_int_td,0,,,,,
player,201011140pit,pit,HoodEv99,def_int_long,0,,,,,
player,201011140pit,pit,HoodEv99,pass_defended,0,,,,,
player,201011140pit,pit,HoodEv99,sacks,0.0,,,,,
player,201011140pit,pit,HoodEv99,tackles_combined,0,,,,,
player,201011140pit,pit,HoodEv99,tackles_solo,0,,,,,
player,201011140pit,pit,HoodEv99,tackles_assists,0,,,,,
player,201011140pit,pit,HoodEv99,tackles_loss,0,,,,,
player,201011140pit,pit,HoodEv99,qb_hits,1,,,,,
player,201011140pit,pit,HoodEv99,fumbles_rec,0,,,,,
player,201011140pit,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,HoodEv99,fumbles_forced,0,,,,,
player,201011140pit,nwe,EdelJu00,kick_ret,0,,,,,
player,201011140pit,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201011140pit,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201011140pit,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201011140pit,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201011140pit,nwe,EdelJu00,punt_ret,1,,,,,
player,201011140pit,nwe,EdelJu00,punt_ret_yds,12,,,,,
player,201011140pit,nwe,EdelJu00,punt_ret_yds_per_ret,12.0,,,,,
player,201011140pit,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201011140pit,nwe,EdelJu00,punt_ret_long,12,,,,,
player,201011140pit,nwe,TateBr00,kick_ret,3,,,,,
player,201011140pit,nwe,TateBr00,kick_ret_yds,67,,,,,
player,201011140pit,nwe,TateBr00,kick_ret_yds_per_ret,22.3,,,,,
player,201011140pit,nwe,TateBr00,kick_ret_td,0,,,,,
player,201011140pit,nwe,TateBr00,kick_ret_long,35,,,,,
player,201011140pit,nwe,TateBr00,punt_ret,0,,,,,
player,201011140pit,nwe,TateBr00,punt_ret_yds,0,,,,,
player,201011140pit,nwe,TateBr00,punt_ret_yds_per_ret,,,,,,
player,201011140pit,nwe,TateBr00,punt_ret_td,0,,,,,
player,201011140pit,nwe,TateBr00,punt_ret_long,0,,,,,
player,201011140pit,nwe,CrumAl00,kick_ret,1,,,,,
player,201011140pit,nwe,CrumAl00,kick_ret_yds,7,,,,,
player,201011140pit,nwe,CrumAl00,kick_ret_yds_per_ret,7.0,,,,,
player,201011140pit,nwe,CrumAl00,kick_ret_td,0,,,,,
player,201011140pit,nwe,CrumAl00,kick_ret_long,7,,,,,
player,201011140pit,nwe,CrumAl00,punt_ret,0,,,,,
player,201011140pit,nwe,CrumAl00,punt_ret_yds,0,,,,,
player,201011140pit,nwe,CrumAl00,punt_ret_yds_per_ret,,,,,,
player,201011140pit,nwe,CrumAl00,punt_ret_td,0,,,,,
player,201011140pit,nwe,CrumAl00,punt_ret_long,0,,,,,
player,201011140pit,pit,SandEm00,kick_ret,6,,,,,
player,201011140pit,pit,SandEm00,kick_ret_yds,156,,,,,
player,201011140pit,pit,SandEm00,kick_ret_yds_per_ret,26.0,,,,,
player,201011140pit,pit,SandEm00,kick_ret_td,0,,,,,
player,201011140pit,pit,SandEm00,kick_ret_long,34,,,,,
player,201011140pit,pit,SandEm00,punt_ret,2,,,,,
player,201011140pit,pit,SandEm00,punt_ret_yds,22,,,,,
player,201011140pit,pit,SandEm00,punt_ret_yds_per_ret,11.0,,,,,
player,201011140pit,pit,SandEm00,punt_ret_td,0,,,,,
player,201011140pit,pit,SandEm00,punt_ret_long,12,,,,,
player,201011140pit,pit,RedmIs20,kick_ret,1,,,,,
player,201011140pit,pit,RedmIs20,kick_ret_yds,20,,,,,
player,201011140pit,pit,RedmIs20,kick_ret_yds_per_ret,20.0,,,,,
player,201011140pit,pit,RedmIs20,kick_ret_td,0,,,,,
player,201011140pit,pit,RedmIs20,kick_ret_long,20,,,,,
player,201011140pit,pit,RedmIs20,punt_ret,0,,,,,
player,201011140pit,pit,RedmIs20,punt_ret_yds,0,,,,,
player,201011140pit,pit,RedmIs20,punt_ret_yds_per_ret,,,,,,
player,201011140pit,pit,RedmIs20,punt_ret_td,0,,,,,
player,201011140pit,pit,RedmIs20,punt_ret_long,0,,,,,
player,201011140pit,nwe,grahasha01,xpm,3,,,,,
player,201011140pit,nwe,grahasha01,xpa,4,,,,,
player,201011140pit,nwe,grahasha01,fgm,2,,,,,
player,201011140pit,nwe,grahasha01,fga,2,,,,,
player,201011140pit,nwe,grahasha01,punt,0,,,,,
player,201011140pit,nwe,grahasha01,punt_yds,0,,,,,
player,201011140pit,nwe,grahasha01,punt_yds_per_punt,,,,,,
player,201011140pit,nwe,grahasha01,punt_long,0,,,,,
player,201011140pit,nwe,MeskZo99,xpm,,,,,,
player,201011140pit,nwe,MeskZo99,xpa,,,,,,
player,201011140pit,nwe,MeskZo99,fgm,,,,,,
player,201011140pit,nwe,MeskZo99,fga,,,,,,
player,201011140pit,nwe,MeskZo99,punt,5,,,,,
player,201011140pit,nwe,MeskZo99,punt_yds,201,,,,,
player,201011140pit,nwe,MeskZo99,punt_yds_per_punt,40.2,,,,,
player,201011140pit,nwe,MeskZo99,punt_long,53,,,,,
player,201011140pit,pit,reedxjef01,xpm,1,,,,,
player,201011140pit,pit,reedxjef01,xpa,1,,,,,
player,201011140pit,pit,reedxjef01,fgm,1,,,,,
player,201011140pit,pit,reedxjef01,fga,2,,,,,
player,201011140pit,pit,reedxjef01,punt,0,,,,,
player,201011140pit,pit,reedxjef01,punt_yds,0,,,,,
player,201011140pit,pit,reedxjef01,punt_yds_per_punt,,,,,,
player,201011140pit,pit,reedxjef01,punt_long,0,,,,,
player,201011140pit,pit,SepuDa20,xpm,,,,,,
player,201011140pit,pit,SepuDa20,xpa,,,,,,
player,201011140pit,pit,SepuDa20,fgm,,,,,,
player,201011140pit,pit,SepuDa20,fga,,,,,,
player,201011140pit,pit,SepuDa20,punt,5,,,,,
player,201011140pit,pit,SepuDa20,punt_yds,226,,,,,
player,201011140pit,pit,SepuDa20,punt_yds_per_punt,45.2,,,,,
player,201011140pit,pit,SepuDa20,punt_long,53,,,,,
