game,2010,14,20101213,201012130htx,rav,"Baltimore Ravens",34,htx,"Houston Texans",28
player,201012130htx,rav,McGaWi00,rec,0,,,,,
player,201012130htx,rav,McGaWi00,rec_yds,0,,,,,
player,201012130htx,rav,McGaWi00,rec_td,0,,,,,
player,201012130htx,rav,McGaWi00,rec_long,0,,,,,
player,201012130htx,rav,McGaWi00,fumbles,0,,,,,
player,201012130htx,rav,McGaWi00,fumbles_lost,,,,,,
player,201012130htx,rav,McClLe00,pass_cmp,0,,,,,
player,201012130htx,rav,McClLe00,pass_att,0,,,,,
player,201012130htx,rav,McClLe00,pass_yds,0,,,,,
player,201012130htx,rav,McClLe00,pass_td,0,,,,,
player,201012130htx,rav,McClLe00,pass_int,0,,,,,
player,201012130htx,rav,McClLe00,pass_sacked,,,,,,
player,201012130htx,rav,McClLe00,pass_sacked_yds,,,,,,
player,201012130htx,rav,McClLe00,pass_long,0,,,,,
player,201012130htx,rav,McClLe00,pass_rating,,,,,,
player,201012130htx,rav,McClLe00,rush_att,1,,,,,
player,201012130htx,rav,McClLe00,rush_yds,2,,,,,
player,201012130htx,rav,McClLe00,rush_td,0,,,,,
player,201012130htx,rav,McClLe00,rush_long,2,,,,,
player,201012130htx,rav,McClLe00,targets,2,,,,,
player,201012130htx,rav,McClLe00,rec,2,,,,,
player,201012130htx,rav,McClLe00,rec_yds,20,,,,,
player,201012130htx,rav,McClLe00,rec_td,0,,,,,
player,201012130htx,rav,McClLe00,rec_long,17,,,,,
player,201012130htx,rav,McClLe00,fumbles,0,,,,,
player,201012130htx,rav,McClLe00,fumbles_lost,,,,,,
player,201012130htx,rav,MasoDe00,pass_cmp,0,,,,,
player,201012130htx,rav,MasoDe00,pass_att,0,,,,,
player,201012130htx,rav,MasoDe00,pass_yds,0,,,,,
player,201012130htx,rav,MasoDe00,pass_td,0,,,,,
player,201012130htx,rav,MasoDe00,pass_int,0,,,,,
player,201012130htx,rav,MasoDe00,pass_sacked,,,,,,
player,201012130htx,rav,MasoDe00,pass_sacked_yds,,,,,,
player,201012130htx,rav,MasoDe00,pass_long,0,,,,,
player,201012130htx,rav,MasoDe00,pass_rating,,,,,,
player,201012130htx,rav,MasoDe00,rush_att,0,,,,,
player,201012130htx,rav,MasoDe00,rush_yds,0,,,,,
player,201012130htx,rav,MasoDe00,rush_td,0,,,,,
player,201012130htx,rav,MasoDe00,rush_long,0,,,,,
player,201012130htx,rav,MasoDe00,targets,10,,,,,
player,201012130htx,rav,MasoDe00,rec,6,,,,,
player,201012130htx,rav,MasoDe00,rec_yds,78,,,,,
player,201012130htx,rav,MasoDe00,rec_td,2,,,,,
player,201012130htx,rav,MasoDe00,rec_long,26,,,,,
player,201012130htx,rav,MasoDe00,fumbles,0,,,,,
player,201012130htx,rav,MasoDe00,fumbles_lost,,,,,,
player,201012130htx,rav,BoldAn00,pass_cmp,0,,,,,
player,201012130htx,rav,BoldAn00,pass_att,0,,,,,
player,201012130htx,rav,BoldAn00,pass_yds,0,,,,,
player,201012130htx,rav,BoldAn00,pass_td,0,,,,,
player,201012130htx,rav,BoldAn00,pass_int,0,,,,,
player,201012130htx,rav,BoldAn00,pass_sacked,0,,,,,
player,201012130htx,rav,BoldAn00,pass_sacked_yds,,,,,,
player,201012130htx,rav,BoldAn00,pass_long,0,,,,,
player,201012130htx,rav,BoldAn00,pass_rating,,,,,,
player,201012130htx,rav,BoldAn00,rush_att,0,,,,,
player,201012130htx,rav,BoldAn00,rush_yds,0,,,,,
player,201012130htx,rav,BoldAn00,rush_td,0,,,,,
player,201012130htx,rav,BoldAn00,rush_long,0,,,,,
player,201012130htx,rav,BoldAn00,targets,8,,,,,
player,201012130htx,rav,BoldAn00,rec,3,,,,,
player,201012130htx,rav,BoldAn00,rec_yds,41,,,,,
player,201012130htx,rav,BoldAn00,rec_td,0,,,,,
player,201012130htx,rav,BoldAn00,rec_long,16,,,,,
player,201012130htx,rav,BoldAn00,fumbles,0,,,,,
player,201012130htx,rav,BoldAn00,fumbles_lost,,,,,,
player,201012130htx,rav,HousTJ00,pass_cmp,0,,,,,
player,201012130htx,rav,HousTJ00,pass_att,0,,,,,
player,201012130htx,rav,HousTJ00,pass_yds,0,,,,,
player,201012130htx,rav,HousTJ00,pass_td,0,,,,,
player,201012130htx,rav,HousTJ00,pass_int,0,,,,,
player,201012130htx,rav,HousTJ00,pass_sacked,,,,,,
player,201012130htx,rav,HousTJ00,pass_sacked_yds,,,,,,
player,201012130htx,rav,HousTJ00,pass_long,0,,,,,
player,201012130htx,rav,HousTJ00,pass_rating,,,,,,
player,201012130htx,rav,HousTJ00,rush_att,0,,,,,
player,201012130htx,rav,HousTJ00,rush_yds,0,,,,,
player,201012130htx,rav,HousTJ00,rush_td,0,,,,,
player,201012130htx,rav,HousTJ00,rush_long,0,,,,,
player,201012130htx,rav,HousTJ00,targets,3,,,,,
player,201012130htx,rav,HousTJ00,rec,2,,,,,
player,201012130htx,rav,HousTJ00,rec_yds,23,,,,,
player,201012130htx,rav,HousTJ00,rec_td,0,,,,,
player,201012130htx,rav,HousTJ00,rec_long,14,,,,,
player,201012130htx,rav,HousTJ00,fumbles,0,,,,,
player,201012130htx,rav,HousTJ00,fumbles_lost,,,,,,
player,201012130htx,rav,DickEd00,pass_cmp,0,,,,,
player,201012130htx,rav,DickEd00,pass_att,0,,,,,
player,201012130htx,rav,DickEd00,pass_yds,0,,,,,
player,201012130htx,rav,DickEd00,pass_td,0,,,,,
player,201012130htx,rav,DickEd00,pass_int,0,,,,,
player,201012130htx,rav,DickEd00,pass_sacked,,,,,,
player,201012130htx,rav,DickEd00,pass_sacked_yds,,,,,,
player,201012130htx,rav,DickEd00,pass_long,0,,,,,
player,201012130htx,rav,DickEd00,pass_rating,,,,,,
player,201012130htx,rav,DickEd00,rush_att,0,,,,,
player,201012130htx,rav,DickEd00,rush_yds,0,,,,,
player,201012130htx,rav,DickEd00,rush_td,0,,,,,
player,201012130htx,rav,DickEd00,rush_long,0,,,,,
player,201012130htx,rav,DickEd00,targets,1,,,,,
player,201012130htx,rav,DickEd00,rec,1,,,,,
player,201012130htx,rav,DickEd00,rec_yds,7,,,,,
player,201012130htx,rav,DickEd00,rec_td,0,,,,,
player,201012130htx,rav,DickEd00,rec_long,7,,,,,
player,201012130htx,rav,DickEd00,fumbles,0,,,,,
player,201012130htx,rav,DickEd00,fumbles_lost,,,,,,
player,201012130htx,rav,StalDo00,pass_cmp,0,,,,,
player,201012130htx,rav,StalDo00,pass_att,0,,,,,
player,201012130htx,rav,StalDo00,pass_yds,0,,,,,
player,201012130htx,rav,StalDo00,pass_td,0,,,,,
player,201012130htx,rav,StalDo00,pass_int,0,,,,,
player,201012130htx,rav,StalDo00,pass_sacked,,,,,,
player,201012130htx,rav,StalDo00,pass_sacked_yds,,,,,,
player,201012130htx,rav,StalDo00,pass_long,0,,,,,
player,201012130htx,rav,StalDo00,pass_rating,,,,,,
player,201012130htx,rav,StalDo00,rush_att,0,,,,,
player,201012130htx,rav,StalDo00,rush_yds,0,,,,,
player,201012130htx,rav,StalDo00,rush_td,0,,,,,
player,201012130htx,rav,StalDo00,rush_long,0,,,,,
player,201012130htx,rav,StalDo00,targets,1,,,,,
player,201012130htx,rav,StalDo00,rec,0,,,,,
player,201012130htx,rav,StalDo00,rec_yds,0,,,,,
player,201012130htx,rav,StalDo00,rec_td,0,,,,,
player,201012130htx,rav,StalDo00,rec_long,0,,,,,
player,201012130htx,rav,StalDo00,fumbles,0,,,,,
player,201012130htx,rav,StalDo00,fumbles_lost,,,,,,
player,201012130htx,htx,SchaMa00,pass_cmp,31,,,,,
player,201012130htx,htx,SchaMa00,pass_att,62,,,,,
player,201012130htx,htx,SchaMa00,pass_yds,393,,,,,
player,201012130htx,htx,SchaMa00,pass_td,3,,,,,
player,201012130htx,htx,SchaMa00,pass_int,2,,,,,
player,201012130htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201012130htx,htx,SchaMa00,pass_sacked_yds,15,,,,,
player,201012130htx,htx,SchaMa00,pass_long,46,,,,,
player,201012130htx,htx,SchaMa00,pass_rating,72.8,,,,,
player,201012130htx,htx,SchaMa00,rush_att,1,,,,,
player,201012130htx,htx,SchaMa00,rush_yds,8,,,,,
player,201012130htx,htx,SchaMa00,rush_td,0,,,,,
player,201012130htx,htx,SchaMa00,rush_long,8,,,,,
player,201012130htx,htx,SchaMa00,targets,0,,,,,
player,201012130htx,htx,SchaMa00,rec,0,,,,,
player,201012130htx,htx,SchaMa00,rec_yds,0,,,,,
player,201012130htx,htx,SchaMa00,rec_td,0,,,,,
player,201012130htx,htx,SchaMa00,rec_long,0,,,,,
player,201012130htx,htx,SchaMa00,fumbles,0,,,,,
player,201012130htx,htx,SchaMa00,fumbles_lost,,,,,,
player,201012130htx,htx,FostAr00,pass_cmp,0,,,,,
player,201012130htx,htx,FostAr00,pass_att,0,,,,,
player,201012130htx,htx,FostAr00,pass_yds,0,,,,,
player,201012130htx,htx,FostAr00,pass_td,0,,,,,
player,201012130htx,htx,FostAr00,pass_int,0,,,,,
player,201012130htx,htx,FostAr00,pass_sacked,,,,,,
player,201012130htx,htx,FostAr00,pass_sacked_yds,,,,,,
player,201012130htx,htx,FostAr00,pass_long,0,,,,,
player,201012130htx,htx,FostAr00,pass_rating,,,,,,
player,201012130htx,htx,FostAr00,rush_att,20,,,,,
player,201012130htx,htx,FostAr00,rush_yds,100,,,,,
player,201012130htx,htx,FostAr00,rush_td,0,,,,,
player,201012130htx,htx,FostAr00,rush_long,16,,,,,
player,201012130htx,htx,FostAr00,targets,7,,,,,
player,201012130htx,htx,FostAr00,rec,4,,,,,
player,201012130htx,htx,FostAr00,rec_yds,25,,,,,
player,201012130htx,htx,FostAr00,rec_td,0,,,,,
player,201012130htx,htx,FostAr00,rec_long,10,,,,,
player,201012130htx,htx,FostAr00,fumbles,1,,,,,
player,201012130htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201012130htx,htx,WardDe01,pass_cmp,0,,,,,
player,201012130htx,htx,WardDe01,pass_att,0,,,,,
player,201012130htx,htx,WardDe01,pass_yds,0,,,,,
player,201012130htx,htx,WardDe01,pass_td,0,,,,,
player,201012130htx,htx,WardDe01,pass_int,0,,,,,
player,201012130htx,htx,WardDe01,pass_sacked,,,,,,
player,201012130htx,htx,WardDe01,pass_sacked_yds,,,,,,
player,201012130htx,htx,WardDe01,pass_long,0,,,,,
player,201012130htx,htx,WardDe01,pass_rating,,,,,,
player,201012130htx,htx,WardDe01,rush_att,1,,,,,
player,201012130htx,htx,WardDe01,rush_yds,3,,,,,
player,201012130htx,htx,WardDe01,rush_td,0,,,,,
player,201012130htx,htx,WardDe01,rush_long,3,,,,,
player,201012130htx,htx,WardDe01,targets,0,,,,,
player,201012130htx,htx,WardDe01,rec,0,,,,,
player,201012130htx,htx,WardDe01,rec_yds,0,,,,,
player,201012130htx,htx,WardDe01,rec_td,0,,,,,
player,201012130htx,htx,WardDe01,rec_long,0,,,,,
player,201012130htx,htx,WardDe01,fumbles,0,,,,,
player,201012130htx,htx,WardDe01,fumbles_lost,,,,,,
player,201012130htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201012130htx,htx,JohnAn02,pass_att,0,,,,,
player,201012130htx,htx,JohnAn02,pass_yds,0,,,,,
player,201012130htx,htx,JohnAn02,pass_td,0,,,,,
player,201012130htx,htx,JohnAn02,pass_int,0,,,,,
player,201012130htx,htx,JohnAn02,pass_sacked,,,,,,
player,201012130htx,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201012130htx,htx,JohnAn02,pass_long,0,,,,,
player,201012130htx,htx,JohnAn02,pass_rating,,,,,,
player,201012130htx,htx,JohnAn02,rush_att,0,,,,,
player,201012130htx,htx,JohnAn02,rush_yds,0,,,,,
player,201012130htx,htx,JohnAn02,rush_td,0,,,,,
player,201012130htx,htx,JohnAn02,rush_long,0,,,,,
player,201012130htx,htx,JohnAn02,targets,14,,,,,
player,201012130htx,htx,JohnAn02,rec,9,,,,,
player,201012130htx,htx,JohnAn02,rec_yds,140,,,,,
player,201012130htx,htx,JohnAn02,rec_td,2,,,,,
player,201012130htx,htx,JohnAn02,rec_long,46,,,,,
player,201012130htx,htx,JohnAn02,fumbles,0,,,,,
player,201012130htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201012130htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201012130htx,htx,DaniOw00,pass_att,0,,,,,
player,201012130htx,htx,DaniOw00,pass_yds,0,,,,,
player,201012130htx,htx,DaniOw00,pass_td,0,,,,,
player,201012130htx,htx,DaniOw00,pass_int,0,,,,,
player,201012130htx,htx,DaniOw00,pass_sacked,,,,,,
player,201012130htx,htx,DaniOw00,pass_sacked_yds,,,,,,
player,201012130htx,htx,DaniOw00,pass_long,0,,,,,
player,201012130htx,htx,DaniOw00,pass_rating,,,,,,
player,201012130htx,htx,DaniOw00,rush_att,0,,,,,
player,201012130htx,htx,DaniOw00,rush_yds,0,,,,,
player,201012130htx,htx,DaniOw00,rush_td,0,,,,,
player,201012130htx,htx,DaniOw00,rush_long,0,,,,,
player,201012130htx,htx,DaniOw00,targets,11,,,,,
player,201012130htx,htx,DaniOw00,rec,5,,,,,
player,201012130htx,htx,DaniOw00,rec_yds,91,,,,,
player,201012130htx,htx,DaniOw00,rec_td,0,,,,,
player,201012130htx,htx,DaniOw00,rec_long,30,,,,,
player,201012130htx,htx,DaniOw00,fumbles,0,,,,,
player,201012130htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201012130htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201012130htx,htx,WaltKe00,pass_att,0,,,,,
player,201012130htx,htx,WaltKe00,pass_yds,0,,,,,
player,201012130htx,htx,WaltKe00,pass_td,0,,,,,
player,201012130htx,htx,WaltKe00,pass_int,0,,,,,
player,201012130htx,htx,WaltKe00,pass_sacked,,,,,,
player,201012130htx,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201012130htx,htx,WaltKe00,pass_long,0,,,,,
player,201012130htx,htx,WaltKe00,pass_rating,,,,,,
player,201012130htx,htx,WaltKe00,rush_att,0,,,,,
player,201012130htx,htx,WaltKe00,rush_yds,0,,,,,
player,201012130htx,htx,WaltKe00,rush_td,0,,,,,
player,201012130htx,htx,WaltKe00,rush_long,0,,,,,
player,201012130htx,htx,WaltKe00,targets,10,,,,,
player,201012130htx,htx,WaltKe00,rec,5,,,,,
player,201012130htx,htx,WaltKe00,rec_yds,57,,,,,
player,201012130htx,htx,WaltKe00,rec_td,0,,,,,
player,201012130htx,htx,WaltKe00,rec_long,18,,,,,
player,201012130htx,htx,WaltKe00,fumbles,0,,,,,
player,201012130htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201012130htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201012130htx,htx,JoneJa03,pass_att,0,,,,,
player,201012130htx,htx,JoneJa03,pass_yds,0,,,,,
player,201012130htx,htx,JoneJa03,pass_td,0,,,,,
player,201012130htx,htx,JoneJa03,pass_int,0,,,,,
player,201012130htx,htx,JoneJa03,pass_sacked,,,,,,
player,201012130htx,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201012130htx,htx,JoneJa03,pass_long,0,,,,,
player,201012130htx,htx,JoneJa03,pass_rating,,,,,,
player,201012130htx,htx,JoneJa03,rush_att,0,,,,,
player,201012130htx,htx,JoneJa03,rush_yds,0,,,,,
player,201012130htx,htx,JoneJa03,rush_td,0,,,,,
player,201012130htx,htx,JoneJa03,rush_long,0,,,,,
player,201012130htx,htx,JoneJa03,targets,9,,,,,
player,201012130htx,htx,JoneJa03,rec,5,,,,,
player,201012130htx,htx,JoneJa03,rec_yds,52,,,,,
player,201012130htx,htx,JoneJa03,rec_td,1,,,,,
player,201012130htx,htx,JoneJa03,rec_long,26,,,,,
player,201012130htx,htx,JoneJa03,fumbles,0,,,,,
player,201012130htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201012130htx,htx,AndeDa01,pass_cmp,0,,,,,
player,201012130htx,htx,AndeDa01,pass_att,0,,,,,
player,201012130htx,htx,AndeDa01,pass_yds,0,,,,,
player,201012130htx,htx,AndeDa01,pass_td,0,,,,,
player,201012130htx,htx,AndeDa01,pass_int,0,,,,,
player,201012130htx,htx,AndeDa01,pass_sacked,,,,,,
player,201012130htx,htx,AndeDa01,pass_sacked_yds,,,,,,
player,201012130htx,htx,AndeDa01,pass_long,0,,,,,
player,201012130htx,htx,AndeDa01,pass_rating,,,,,,
player,201012130htx,htx,AndeDa01,rush_att,0,,,,,
player,201012130htx,htx,AndeDa01,rush_yds,0,,,,,
player,201012130htx,htx,AndeDa01,rush_td,0,,,,,
player,201012130htx,htx,AndeDa01,rush_long,0,,,,,
player,201012130htx,htx,AndeDa01,targets,4,,,,,
player,201012130htx,htx,AndeDa01,rec,3,,,,,
player,201012130htx,htx,AndeDa01,rec_yds,28,,,,,
player,201012130htx,htx,AndeDa01,rec_td,0,,,,,
player,201012130htx,htx,AndeDa01,rec_long,13,,,,,
player,201012130htx,htx,AndeDa01,fumbles,0,,,,,
player,201012130htx,htx,AndeDa01,fumbles_lost,,,,,,
player,201012130htx,htx,LeacVo00,pass_cmp,0,,,,,
player,201012130htx,htx,LeacVo00,pass_att,0,,,,,
player,201012130htx,htx,LeacVo00,pass_yds,0,,,,,
player,201012130htx,htx,LeacVo00,pass_td,0,,,,,
player,201012130htx,htx,LeacVo00,pass_int,0,,,,,
player,201012130htx,htx,LeacVo00,pass_sacked,,,,,,
player,201012130htx,htx,LeacVo00,pass_sacked_yds,,,,,,
player,201012130htx,htx,LeacVo00,pass_long,0,,,,,
player,201012130htx,htx,LeacVo00,pass_rating,,,,,,
player,201012130htx,htx,LeacVo00,rush_att,0,,,,,
player,201012130htx,htx,LeacVo00,rush_yds,0,,,,,
player,201012130htx,htx,LeacVo00,rush_td,0,,,,,
player,201012130htx,htx,LeacVo00,rush_long,0,,,,,
player,201012130htx,htx,LeacVo00,targets,2,,,,,
player,201012130htx,htx,LeacVo00,rec,0,,,,,
player,201012130htx,htx,LeacVo00,rec_yds,0,,,,,
player,201012130htx,htx,LeacVo00,rec_td,0,,,,,
player,201012130htx,htx,LeacVo00,rec_long,0,,,,,
player,201012130htx,htx,LeacVo00,fumbles,0,,,,,
player,201012130htx,htx,LeacVo00,fumbles_lost,,,,,,
player,201012130htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201012130htx,htx,DreeJo00,pass_att,0,,,,,
player,201012130htx,htx,DreeJo00,pass_yds,0,,,,,
player,201012130htx,htx,DreeJo00,pass_td,0,,,,,
player,201012130htx,htx,DreeJo00,pass_int,0,,,,,
player,201012130htx,htx,DreeJo00,pass_sacked,,,,,,
player,201012130htx,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201012130htx,htx,DreeJo00,pass_long,0,,,,,
player,201012130htx,htx,DreeJo00,pass_rating,,,,,,
player,201012130htx,htx,DreeJo00,rush_att,0,,,,,
player,201012130htx,htx,DreeJo00,rush_yds,0,,,,,
player,201012130htx,htx,DreeJo00,rush_td,0,,,,,
player,201012130htx,htx,DreeJo00,rush_long,0,,,,,
player,201012130htx,htx,DreeJo00,targets,3,,,,,
player,201012130htx,htx,DreeJo00,rec,0,,,,,
player,201012130htx,htx,DreeJo00,rec_yds,0,,,,,
player,201012130htx,htx,DreeJo00,rec_td,0,,,,,
player,201012130htx,htx,DreeJo00,rec_long,0,,,,,
player,201012130htx,htx,DreeJo00,fumbles,0,,,,,
player,201012130htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201012130htx,rav,WilsJo99,def_int,1,,,,,
player,201012130htx,rav,WilsJo99,def_int_yds,12,,,,,
player,201012130htx,rav,WilsJo99,def_int_td,1,,,,,
player,201012130htx,rav,WilsJo99,def_int_long,12,,,,,
player,201012130htx,rav,WilsJo99,pass_defended,3,,,,,
player,201012130htx,rav,WilsJo99,sacks,0.0,,,,,
player,201012130htx,rav,WilsJo99,tackles_combined,7,,,,,
player,201012130htx,rav,WilsJo99,tackles_solo,7,,,,,
player,201012130htx,rav,WilsJo99,tackles_assists,0,,,,,
player,201012130htx,rav,WilsJo99,tackles_loss,0,,,,,
player,201012130htx,rav,WilsJo99,qb_hits,0,,,,,
player,201012130htx,rav,WilsJo99,fumbles_rec,0,,,,,
player,201012130htx,rav,WilsJo99,fumbles_rec_yds,0,,,,,
player,201012130htx,rav,WilsJo99,fumbles_rec_td,0,,,,,
player,201012130htx,rav,WilsJo99,fumbles_forced,0,,,,,
player,201012130htx,rav,CarrCh22,def_int,1,,,,,
player,201012130htx,rav,CarrCh22,def_int_yds,1,,,,,
player,201012130htx,rav,CarrCh22,def_int_td,0,,,,,
player,201012130htx,rav,CarrCh22,def_int_long,1,,,,,
player,201012130htx,rav,CarrCh22,pass_defended,1,,,,,
player,201012130htx,rav,CarrCh22,sacks,0.0,,,,,
player,201012130htx,rav,CarrCh22,tackles_combined,6,,,,,
player,201012130htx,rav,CarrCh22,tackles_solo,6,,,,,
player,201012130htx,rav,CarrCh22,tackles_assists,0,,,,,
player,201012130htx,rav,CarrCh22,tackles_loss,0,,,,,
player,201012130htx,rav,CarrCh22,qb_hits,0,,,,,
player,201012130htx,rav,CarrCh22,fumbles_rec,0,,,,,
player,201012130htx,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201012130htx,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201012130htx,rav,CarrCh22,fumbles_forced,0,,,,,
player,201012130htx,rav,ReddCo20,def_int,0,,,,,
player,201012130htx,rav,ReddCo20,def_int_yds,0,,,,,
player,201012130htx,rav,ReddCo20,def_int_td,0,,,,,
player,201012130htx,rav,ReddCo20,def_int_long,0,,,,,
player,201012130htx,rav,ReddCo20,pass_defended,0,,,,,
player,201012130htx,rav,ReddCo20,sacks,1.0,,,,,
player,201012130htx,rav,ReddCo20,tackles_combined,5,,,,,
player,201012130htx,rav,ReddCo20,tackles_solo,4,,,,,
player,201012130htx,rav,ReddCo20,tackles_assists,1,,,,,
player,201012130htx,rav,ReddCo20,tackles_loss,1,,,,,
player,201012130htx,rav,ReddCo20,qb_hits,3,,,,,
player,201012130htx,rav,ReddCo20,fumbles_rec,0,,,,,
player,201012130htx,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201012130htx,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201012130htx,rav,ReddCo20,fumbles_forced,0,,,,,
player,201012130htx,rav,SuggTe99,def_int,0,,,,,
player,201012130htx,rav,SuggTe99,def_int_yds,0,,,,,
player,201012130htx,rav,SuggTe99,def_int_td,0,,,,,
player,201012130htx,rav,SuggTe99,def_int_long,0,,,,,
player,201012130htx,rav,SuggTe99,pass_defended,0,,,,,
player,201012130htx,rav,SuggTe99,sacks,1.0,,,,,
player,201012130htx,rav,SuggTe99,tackles_combined,4,,,,,
player,201012130htx,rav,SuggTe99,tackles_solo,4,,,,,
