game,2010,12,20101128,201011280clt,sdg,"San Diego Chargers",36,clt,"Indianapolis Colts",14
player,201011280clt,sdg,RivePh00,pass_rating,100.2,,,,,
player,201011280clt,sdg,RivePh00,rush_att,3,,,,,
player,201011280clt,sdg,RivePh00,rush_yds,7,,,,,
player,201011280clt,sdg,RivePh00,rush_td,0,,,,,
player,201011280clt,sdg,RivePh00,rush_long,9,,,,,
player,201011280clt,sdg,RivePh00,targets,0,,,,,
player,201011280clt,sdg,RivePh00,rec,0,,,,,
player,201011280clt,sdg,RivePh00,rec_yds,0,,,,,
player,201011280clt,sdg,RivePh00,rec_td,0,,,,,
player,201011280clt,sdg,RivePh00,rec_long,0,,,,,
player,201011280clt,sdg,RivePh00,fumbles,0,,,,,
player,201011280clt,sdg,RivePh00,fumbles_lost,,,,,,
player,201011280clt,sdg,TolbMi00,pass_cmp,0,,,,,
player,201011280clt,sdg,TolbMi00,pass_att,0,,,,,
player,201011280clt,sdg,TolbMi00,pass_yds,0,,,,,
player,201011280clt,sdg,TolbMi00,pass_td,0,,,,,
player,201011280clt,sdg,TolbMi00,pass_int,0,,,,,
player,201011280clt,sdg,TolbMi00,pass_sacked,,,,,,
player,201011280clt,sdg,TolbMi00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,TolbMi00,pass_long,0,,,,,
player,201011280clt,sdg,TolbMi00,pass_rating,,,,,,
player,201011280clt,sdg,TolbMi00,rush_att,26,,,,,
player,201011280clt,sdg,TolbMi00,rush_yds,103,,,,,
player,201011280clt,sdg,TolbMi00,rush_td,1,,,,,
player,201011280clt,sdg,TolbMi00,rush_long,21,,,,,
player,201011280clt,sdg,TolbMi00,targets,2,,,,,
player,201011280clt,sdg,TolbMi00,rec,2,,,,,
player,201011280clt,sdg,TolbMi00,rec_yds,15,,,,,
player,201011280clt,sdg,TolbMi00,rec_td,0,,,,,
player,201011280clt,sdg,TolbMi00,rec_long,8,,,,,
player,201011280clt,sdg,TolbMi00,fumbles,0,,,,,
player,201011280clt,sdg,TolbMi00,fumbles_lost,,,,,,
player,201011280clt,sdg,SproDa00,pass_cmp,0,,,,,
player,201011280clt,sdg,SproDa00,pass_att,0,,,,,
player,201011280clt,sdg,SproDa00,pass_yds,0,,,,,
player,201011280clt,sdg,SproDa00,pass_td,0,,,,,
player,201011280clt,sdg,SproDa00,pass_int,0,,,,,
player,201011280clt,sdg,SproDa00,pass_sacked,,,,,,
player,201011280clt,sdg,SproDa00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,SproDa00,pass_long,0,,,,,
player,201011280clt,sdg,SproDa00,pass_rating,,,,,,
player,201011280clt,sdg,SproDa00,rush_att,4,,,,,
player,201011280clt,sdg,SproDa00,rush_yds,17,,,,,
player,201011280clt,sdg,SproDa00,rush_td,0,,,,,
player,201011280clt,sdg,SproDa00,rush_long,11,,,,,
player,201011280clt,sdg,SproDa00,targets,4,,,,,
player,201011280clt,sdg,SproDa00,rec,4,,,,,
player,201011280clt,sdg,SproDa00,rec_yds,24,,,,,
player,201011280clt,sdg,SproDa00,rec_td,0,,,,,
player,201011280clt,sdg,SproDa00,rec_long,8,,,,,
player,201011280clt,sdg,SproDa00,fumbles,0,,,,,
player,201011280clt,sdg,SproDa00,fumbles_lost,,,,,,
player,201011280clt,sdg,BrinCu00,pass_cmp,0,,,,,
player,201011280clt,sdg,BrinCu00,pass_att,0,,,,,
player,201011280clt,sdg,BrinCu00,pass_yds,0,,,,,
player,201011280clt,sdg,BrinCu00,pass_td,0,,,,,
player,201011280clt,sdg,BrinCu00,pass_int,0,,,,,
player,201011280clt,sdg,BrinCu00,pass_sacked,,,,,,
player,201011280clt,sdg,BrinCu00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,BrinCu00,pass_long,0,,,,,
player,201011280clt,sdg,BrinCu00,pass_rating,,,,,,
player,201011280clt,sdg,BrinCu00,rush_att,1,,,,,
player,201011280clt,sdg,BrinCu00,rush_yds,2,,,,,
player,201011280clt,sdg,BrinCu00,rush_td,0,,,,,
player,201011280clt,sdg,BrinCu00,rush_long,2,,,,,
player,201011280clt,sdg,BrinCu00,targets,0,,,,,
player,201011280clt,sdg,BrinCu00,rec,0,,,,,
player,201011280clt,sdg,BrinCu00,rec_yds,0,,,,,
player,201011280clt,sdg,BrinCu00,rec_td,0,,,,,
player,201011280clt,sdg,BrinCu00,rec_long,0,,,,,
player,201011280clt,sdg,BrinCu00,fumbles,0,,,,,
player,201011280clt,sdg,BrinCu00,fumbles_lost,,,,,,
player,201011280clt,sdg,GateAn00,pass_cmp,0,,,,,
player,201011280clt,sdg,GateAn00,pass_att,0,,,,,
player,201011280clt,sdg,GateAn00,pass_yds,0,,,,,
player,201011280clt,sdg,GateAn00,pass_td,0,,,,,
player,201011280clt,sdg,GateAn00,pass_int,0,,,,,
player,201011280clt,sdg,GateAn00,pass_sacked,,,,,,
player,201011280clt,sdg,GateAn00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,GateAn00,pass_long,0,,,,,
player,201011280clt,sdg,GateAn00,pass_rating,,,,,,
player,201011280clt,sdg,GateAn00,rush_att,0,,,,,
player,201011280clt,sdg,GateAn00,rush_yds,0,,,,,
player,201011280clt,sdg,GateAn00,rush_td,0,,,,,
player,201011280clt,sdg,GateAn00,rush_long,0,,,,,
player,201011280clt,sdg,GateAn00,targets,4,,,,,
player,201011280clt,sdg,GateAn00,rec,4,,,,,
player,201011280clt,sdg,GateAn00,rec_yds,46,,,,,
player,201011280clt,sdg,GateAn00,rec_td,0,,,,,
player,201011280clt,sdg,GateAn00,rec_long,18,,,,,
player,201011280clt,sdg,GateAn00,fumbles,0,,,,,
player,201011280clt,sdg,GateAn00,fumbles_lost,,,,,,
player,201011280clt,sdg,NaanLe00,pass_cmp,0,,,,,
player,201011280clt,sdg,NaanLe00,pass_att,0,,,,,
player,201011280clt,sdg,NaanLe00,pass_yds,0,,,,,
player,201011280clt,sdg,NaanLe00,pass_td,0,,,,,
player,201011280clt,sdg,NaanLe00,pass_int,0,,,,,
player,201011280clt,sdg,NaanLe00,pass_sacked,,,,,,
player,201011280clt,sdg,NaanLe00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,NaanLe00,pass_long,0,,,,,
player,201011280clt,sdg,NaanLe00,pass_rating,,,,,,
player,201011280clt,sdg,NaanLe00,rush_att,0,,,,,
player,201011280clt,sdg,NaanLe00,rush_yds,0,,,,,
player,201011280clt,sdg,NaanLe00,rush_td,0,,,,,
player,201011280clt,sdg,NaanLe00,rush_long,0,,,,,
player,201011280clt,sdg,NaanLe00,targets,5,,,,,
player,201011280clt,sdg,NaanLe00,rec,3,,,,,
player,201011280clt,sdg,NaanLe00,rec_yds,38,,,,,
player,201011280clt,sdg,NaanLe00,rec_td,0,,,,,
player,201011280clt,sdg,NaanLe00,rec_long,20,,,,,
player,201011280clt,sdg,NaanLe00,fumbles,0,,,,,
player,201011280clt,sdg,NaanLe00,fumbles_lost,,,,,,
player,201011280clt,sdg,HestJa00,pass_cmp,0,,,,,
player,201011280clt,sdg,HestJa00,pass_att,0,,,,,
player,201011280clt,sdg,HestJa00,pass_yds,0,,,,,
player,201011280clt,sdg,HestJa00,pass_td,0,,,,,
player,201011280clt,sdg,HestJa00,pass_int,0,,,,,
player,201011280clt,sdg,HestJa00,pass_sacked,,,,,,
player,201011280clt,sdg,HestJa00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,HestJa00,pass_long,0,,,,,
player,201011280clt,sdg,HestJa00,pass_rating,,,,,,
player,201011280clt,sdg,HestJa00,rush_att,0,,,,,
player,201011280clt,sdg,HestJa00,rush_yds,0,,,,,
player,201011280clt,sdg,HestJa00,rush_td,0,,,,,
player,201011280clt,sdg,HestJa00,rush_long,0,,,,,
player,201011280clt,sdg,HestJa00,targets,4,,,,,
player,201011280clt,sdg,HestJa00,rec,4,,,,,
player,201011280clt,sdg,HestJa00,rec_yds,34,,,,,
player,201011280clt,sdg,HestJa00,rec_td,0,,,,,
player,201011280clt,sdg,HestJa00,rec_long,10,,,,,
player,201011280clt,sdg,HestJa00,fumbles,0,,,,,
player,201011280clt,sdg,HestJa00,fumbles_lost,,,,,,
player,201011280clt,sdg,AjirSe00,pass_cmp,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_att,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_yds,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_td,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_int,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_sacked,,,,,,
player,201011280clt,sdg,AjirSe00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,AjirSe00,pass_long,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_rating,,,,,,
player,201011280clt,sdg,AjirSe00,rush_att,0,,,,,
player,201011280clt,sdg,AjirSe00,rush_yds,0,,,,,
player,201011280clt,sdg,AjirSe00,rush_td,0,,,,,
player,201011280clt,sdg,AjirSe00,rush_long,0,,,,,
player,201011280clt,sdg,AjirSe00,targets,2,,,,,
player,201011280clt,sdg,AjirSe00,rec,1,,,,,
player,201011280clt,sdg,AjirSe00,rec_yds,16,,,,,
player,201011280clt,sdg,AjirSe00,rec_td,0,,,,,
player,201011280clt,sdg,AjirSe00,rec_long,16,,,,,
player,201011280clt,sdg,AjirSe00,fumbles,0,,,,,
player,201011280clt,sdg,AjirSe00,fumbles_lost,,,,,,
player,201011280clt,sdg,McMiRa01,pass_cmp,0,,,,,
player,201011280clt,sdg,McMiRa01,pass_att,0,,,,,
player,201011280clt,sdg,McMiRa01,pass_yds,0,,,,,
player,201011280clt,sdg,McMiRa01,pass_td,0,,,,,
player,201011280clt,sdg,McMiRa01,pass_int,0,,,,,
player,201011280clt,sdg,McMiRa01,pass_sacked,,,,,,
player,201011280clt,sdg,McMiRa01,pass_sacked_yds,,,,,,
player,201011280clt,sdg,McMiRa01,pass_long,0,,,,,
player,201011280clt,sdg,McMiRa01,pass_rating,,,,,,
player,201011280clt,sdg,McMiRa01,rush_att,0,,,,,
player,201011280clt,sdg,McMiRa01,rush_yds,0,,,,,
player,201011280clt,sdg,McMiRa01,rush_td,0,,,,,
player,201011280clt,sdg,McMiRa01,rush_long,0,,,,,
player,201011280clt,sdg,McMiRa01,targets,1,,,,,
player,201011280clt,sdg,McMiRa01,rec,1,,,,,
player,201011280clt,sdg,McMiRa01,rec_yds,12,,,,,
player,201011280clt,sdg,McMiRa01,rec_td,0,,,,,
player,201011280clt,sdg,McMiRa01,rec_long,12,,,,,
player,201011280clt,sdg,McMiRa01,fumbles,0,,,,,
player,201011280clt,sdg,McMiRa01,fumbles_lost,,,,,,
player,201011280clt,sdg,FloyMa00,pass_cmp,,,,,,
player,201011280clt,sdg,FloyMa00,pass_att,,,,,,
player,201011280clt,sdg,FloyMa00,pass_yds,,,,,,
player,201011280clt,sdg,FloyMa00,pass_td,,,,,,
player,201011280clt,sdg,FloyMa00,pass_int,,,,,,
player,201011280clt,sdg,FloyMa00,pass_sacked,,,,,,
player,201011280clt,sdg,FloyMa00,pass_sacked_yds,,,,,,
player,201011280clt,sdg,FloyMa00,pass_long,,,,,,
player,201011280clt,sdg,FloyMa00,pass_rating,,,,,,
player,201011280clt,sdg,FloyMa00,rush_att,,,,,,
player,201011280clt,sdg,FloyMa00,rush_yds,,,,,,
player,201011280clt,sdg,FloyMa00,rush_td,,,,,,
player,201011280clt,sdg,FloyMa00,rush_long,,,,,,
player,201011280clt,sdg,FloyMa00,targets,1,,,,,
player,201011280clt,sdg,FloyMa00,rec,0,,,,,
player,201011280clt,sdg,FloyMa00,rec_yds,0,,,,,
player,201011280clt,sdg,FloyMa00,rec_td,0,,,,,
player,201011280clt,sdg,FloyMa00,rec_long,,,,,,
player,201011280clt,sdg,FloyMa00,fumbles,,,,,,
player,201011280clt,sdg,FloyMa00,fumbles_lost,,,,,,
player,201011280clt,clt,MannPe00,pass_cmp,31,,,,,
player,201011280clt,clt,MannPe00,pass_att,48,,,,,
player,201011280clt,clt,MannPe00,pass_yds,285,,,,,
player,201011280clt,clt,MannPe00,pass_td,2,,,,,
player,201011280clt,clt,MannPe00,pass_int,4,,,,,
player,201011280clt,clt,MannPe00,pass_sacked,1,,,,,
player,201011280clt,clt,MannPe00,pass_sacked_yds,6,,,,,
player,201011280clt,clt,MannPe00,pass_long,30,,,,,
player,201011280clt,clt,MannPe00,pass_rating,59.8,,,,,
player,201011280clt,clt,MannPe00,rush_att,0,,,,,
player,201011280clt,clt,MannPe00,rush_yds,0,,,,,
player,201011280clt,clt,MannPe00,rush_td,0,,,,,
player,201011280clt,clt,MannPe00,rush_long,0,,,,,
player,201011280clt,clt,MannPe00,targets,0,,,,,
player,201011280clt,clt,MannPe00,rec,0,,,,,
player,201011280clt,clt,MannPe00,rec_yds,0,,,,,
player,201011280clt,clt,MannPe00,rec_td,0,,,,,
player,201011280clt,clt,MannPe00,rec_long,0,,,,,
player,201011280clt,clt,MannPe00,fumbles,0,,,,,
player,201011280clt,clt,MannPe00,fumbles_lost,,,,,,
player,201011280clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201011280clt,clt,BrowDo00,pass_att,0,,,,,
player,201011280clt,clt,BrowDo00,pass_yds,0,,,,,
player,201011280clt,clt,BrowDo00,pass_td,0,,,,,
player,201011280clt,clt,BrowDo00,pass_int,0,,,,,
player,201011280clt,clt,BrowDo00,pass_sacked,,,,,,
player,201011280clt,clt,BrowDo00,pass_sacked_yds,,,,,,
player,201011280clt,clt,BrowDo00,pass_long,0,,,,,
player,201011280clt,clt,BrowDo00,pass_rating,,,,,,
player,201011280clt,clt,BrowDo00,rush_att,11,,,,,
player,201011280clt,clt,BrowDo00,rush_yds,24,,,,,
player,201011280clt,clt,BrowDo00,rush_td,0,,,,,
player,201011280clt,clt,BrowDo00,rush_long,8,,,,,
player,201011280clt,clt,BrowDo00,targets,6,,,,,
player,201011280clt,clt,BrowDo00,rec,5,,,,,
player,201011280clt,clt,BrowDo00,rec_yds,47,,,,,
player,201011280clt,clt,BrowDo00,rec_td,0,,,,,
player,201011280clt,clt,BrowDo00,rec_long,16,,,,,
player,201011280clt,clt,BrowDo00,fumbles,0,,,,,
player,201011280clt,clt,BrowDo00,fumbles_lost,,,,,,
player,201011280clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201011280clt,clt,GarcPi00,pass_att,0,,,,,
player,201011280clt,clt,GarcPi00,pass_yds,0,,,,,
player,201011280clt,clt,GarcPi00,pass_td,0,,,,,
player,201011280clt,clt,GarcPi00,pass_int,0,,,,,
player,201011280clt,clt,GarcPi00,pass_sacked,,,,,,
player,201011280clt,clt,GarcPi00,pass_sacked_yds,,,,,,
player,201011280clt,clt,GarcPi00,pass_long,0,,,,,
player,201011280clt,clt,GarcPi00,pass_rating,,,,,,
player,201011280clt,clt,GarcPi00,rush_att,0,,,,,
player,201011280clt,clt,GarcPi00,rush_yds,0,,,,,
player,201011280clt,clt,GarcPi00,rush_td,0,,,,,
player,201011280clt,clt,GarcPi00,rush_long,0,,,,,
player,201011280clt,clt,GarcPi00,targets,7,,,,,
player,201011280clt,clt,GarcPi00,rec,5,,,,,
player,201011280clt,clt,GarcPi00,rec_yds,72,,,,,
player,201011280clt,clt,GarcPi00,rec_td,0,,,,,
player,201011280clt,clt,GarcPi00,rec_long,30,,,,,
player,201011280clt,clt,GarcPi00,fumbles,0,,,,,
player,201011280clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201011280clt,clt,TammJa00,pass_cmp,0,,,,,
player,201011280clt,clt,TammJa00,pass_att,0,,,,,
player,201011280clt,clt,TammJa00,pass_yds,0,,,,,
player,201011280clt,clt,TammJa00,pass_td,0,,,,,
player,201011280clt,clt,TammJa00,pass_int,0,,,,,
player,201011280clt,clt,TammJa00,pass_sacked,,,,,,
player,201011280clt,clt,TammJa00,pass_sacked_yds,,,,,,
player,201011280clt,clt,TammJa00,pass_long,0,,,,,
player,201011280clt,clt,TammJa00,pass_rating,,,,,,
player,201011280clt,clt,TammJa00,rush_att,0,,,,,
player,201011280clt,clt,TammJa00,rush_yds,0,,,,,
player,201011280clt,clt,TammJa00,rush_td,0,,,,,
player,201011280clt,clt,TammJa00,rush_long,0,,,,,
player,201011280clt,clt,TammJa00,targets,9,,,,,
player,201011280clt,clt,TammJa00,rec,7,,,,,
player,201011280clt,clt,TammJa00,rec_yds,64,,,,,
player,201011280clt,clt,TammJa00,rec_td,1,,,,,
player,201011280clt,clt,TammJa00,rec_long,30,,,,,
player,201011280clt,clt,TammJa00,fumbles,0,,,,,
player,201011280clt,clt,TammJa00,fumbles_lost,,,,,,
player,201011280clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201011280clt,clt,WaynRe00,pass_att,0,,,,,
player,201011280clt,clt,WaynRe00,pass_yds,0,,,,,
player,201011280clt,clt,WaynRe00,pass_td,0,,,,,
player,201011280clt,clt,WaynRe00,pass_int,0,,,,,
player,201011280clt,clt,WaynRe00,pass_sacked,,,,,,
player,201011280clt,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201011280clt,clt,WaynRe00,pass_long,0,,,,,
player,201011280clt,clt,WaynRe00,pass_rating,,,,,,
player,201011280clt,clt,WaynRe00,rush_att,0,,,,,
player,201011280clt,clt,WaynRe00,rush_yds,0,,,,,
player,201011280clt,clt,WaynRe00,rush_td,0,,,,,
player,201011280clt,clt,WaynRe00,rush_long,0,,,,,
player,201011280clt,clt,WaynRe00,targets,14,,,,,
player,201011280clt,clt,WaynRe00,rec,5,,,,,
player,201011280clt,clt,WaynRe00,rec_yds,42,,,,,
player,201011280clt,clt,WaynRe00,rec_td,0,,,,,
player,201011280clt,clt,WaynRe00,rec_long,14,,,,,
player,201011280clt,clt,WaynRe00,fumbles,0,,,,,
player,201011280clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201011280clt,clt,WhitBl00,pass_cmp,0,,,,,
player,201011280clt,clt,WhitBl00,pass_att,0,,,,,
player,201011280clt,clt,WhitBl00,pass_yds,0,,,,,
player,201011280clt,clt,WhitBl00,pass_td,0,,,,,
player,201011280clt,clt,WhitBl00,pass_int,0,,,,,
player,201011280clt,clt,WhitBl00,pass_sacked,,,,,,
player,201011280clt,clt,WhitBl00,pass_sacked_yds,,,,,,
player,201011280clt,clt,WhitBl00,pass_long,0,,,,,
player,201011280clt,clt,WhitBl00,pass_rating,,,,,,
player,201011280clt,clt,WhitBl00,rush_att,0,,,,,
player,201011280clt,clt,WhitBl00,rush_yds,0,,,,,
player,201011280clt,clt,WhitBl00,rush_td,0,,,,,
player,201011280clt,clt,WhitBl00,rush_long,0,,,,,
player,201011280clt,clt,WhitBl00,targets,6,,,,,
player,201011280clt,clt,WhitBl00,rec,4,,,,,
player,201011280clt,clt,WhitBl00,rec_yds,34,,,,,
player,201011280clt,clt,WhitBl00,rec_td,1,,,,,
player,201011280clt,clt,WhitBl00,rec_long,17,,,,,
player,201011280clt,clt,WhitBl00,fumbles,0,,,,,
player,201011280clt,clt,WhitBl00,fumbles_lost,,,,,,
player,201011280clt,clt,JameJa00,pass_cmp,0,,,,,
player,201011280clt,clt,JameJa00,pass_att,0,,,,,
player,201011280clt,clt,JameJa00,pass_yds,0,,,,,
player,201011280clt,clt,JameJa00,pass_td,0,,,,,
player,201011280clt,clt,JameJa00,pass_int,0,,,,,
player,201011280clt,clt,JameJa00,pass_sacked,,,,,,
player,201011280clt,clt,JameJa00,pass_sacked_yds,,,,,,
player,201011280clt,clt,JameJa00,pass_long,0,,,,,
player,201011280clt,clt,JameJa00,pass_rating,,,,,,
player,201011280clt,clt,JameJa00,rush_att,2,,,,,
player,201011280clt,clt,JameJa00,rush_yds,0,,,,,
player,201011280clt,clt,JameJa00,rush_td,0,,,,,
player,201011280clt,clt,JameJa00,rush_long,1,,,,,
player,201011280clt,clt,JameJa00,targets,3,,,,,
player,201011280clt,clt,JameJa00,rec,3,,,,,
player,201011280clt,clt,JameJa00,rec_yds,22,,,,,
player,201011280clt,clt,JameJa00,rec_td,0,,,,,
player,201011280clt,clt,JameJa00,rec_long,10,,,,,
player,201011280clt,clt,JameJa00,fumbles,1,,,,,
player,201011280clt,clt,JameJa00,fumbles_lost,1,,,,,
player,201011280clt,clt,JameBr00,pass_cmp,0,,,,,
player,201011280clt,clt,JameBr00,pass_att,0,,,,,
player,201011280clt,clt,JameBr00,pass_yds,0,,,,,
player,201011280clt,clt,JameBr00,pass_td,0,,,,,
player,201011280clt,clt,JameBr00,pass_int,0,,,,,
player,201011280clt,clt,JameBr00,pass_sacked,,,,,,
player,201011280clt,clt,JameBr00,pass_sacked_yds,,,,,,
player,201011280clt,clt,JameBr00,pass_long,0,,,,,
player,201011280clt,clt,JameBr00,pass_rating,,,,,,
player,201011280clt,clt,JameBr00,rush_att,0,,,,,
player,201011280clt,clt,JameBr00,rush_yds,0,,,,,
player,201011280clt,clt,JameBr00,rush_td,0,,,,,
player,201011280clt,clt,JameBr00,rush_long,0,,,,,
player,201011280clt,clt,JameBr00,targets,3,,,,,
player,201011280clt,clt,JameBr00,rec,2,,,,,
player,201011280clt,clt,JameBr00,rec_yds,4,,,,,
player,201011280clt,clt,JameBr00,rec_td,0,,,,,
player,201011280clt,clt,JameBr00,rec_long,4,,,,,
player,201011280clt,clt,JameBr00,fumbles,0,,,,,
player,201011280clt,clt,JameBr00,fumbles_lost,0,,,,,
player,201011280clt,sdg,BurnKe20,def_int,1,,,,,
player,201011280clt,sdg,BurnKe20,def_int_yds,29,,,,,
player,201011280clt,sdg,BurnKe20,def_int_td,1,,,,,
player,201011280clt,sdg,BurnKe20,def_int_long,29,,,,,
player,201011280clt,sdg,BurnKe20,pass_defended,1,,,,,
player,201011280clt,sdg,BurnKe20,sacks,0.0,,,,,
player,201011280clt,sdg,BurnKe20,tackles_combined,10,,,,,
player,201011280clt,sdg,BurnKe20,tackles_solo,9,,,,,
player,201011280clt,sdg,BurnKe20,tackles_assists,1,,,,,
player,201011280clt,sdg,BurnKe20,tackles_loss,2,,,,,
player,201011280clt,sdg,BurnKe20,qb_hits,0,,,,,
player,201011280clt,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201011280clt,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201011280clt,sdg,WeddEr99,def_int,1,,,,,
player,201011280clt,sdg,WeddEr99,def_int_yds,41,,,,,
player,201011280clt,sdg,WeddEr99,def_int_td,1,,,,,
player,201011280clt,sdg,WeddEr99,def_int_long,41,,,,,
player,201011280clt,sdg,WeddEr99,pass_defended,2,,,,,
player,201011280clt,sdg,WeddEr99,sacks,0.0,,,,,
player,201011280clt,sdg,WeddEr99,tackles_combined,4,,,,,
player,201011280clt,sdg,WeddEr99,tackles_solo,4,,,,,
player,201011280clt,sdg,WeddEr99,tackles_assists,0,,,,,
player,201011280clt,sdg,WeddEr99,tackles_loss,0,,,,,
player,201011280clt,sdg,WeddEr99,qb_hits,0,,,,,
player,201011280clt,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201011280clt,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201011280clt,sdg,CoopSt20,def_int,1,,,,,
player,201011280clt,sdg,CoopSt20,def_int_yds,2,,,,,
player,201011280clt,sdg,CoopSt20,def_int_td,0,,,,,
player,201011280clt,sdg,CoopSt20,def_int_long,2,,,,,
player,201011280clt,sdg,CoopSt20,pass_defended,2,,,,,
player,201011280clt,sdg,CoopSt20,sacks,0.0,,,,,
player,201011280clt,sdg,CoopSt20,tackles_combined,3,,,,,
player,201011280clt,sdg,CoopSt20,tackles_solo,3,,,,,
player,201011280clt,sdg,CoopSt20,tackles_assists,0,,,,,
player,201011280clt,sdg,CoopSt20,tackles_loss,0,,,,,
player,201011280clt,sdg,CoopSt20,qb_hits,0,,,,,
player,201011280clt,sdg,CoopSt20,fumbles_rec,0,,,,,
player,201011280clt,sdg,CoopSt20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,CoopSt20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,CoopSt20,fumbles_forced,1,,,,,
player,201011280clt,sdg,CasoAn99,def_int,1,,,,,
player,201011280clt,sdg,CasoAn99,def_int_yds,0,,,,,
player,201011280clt,sdg,CasoAn99,def_int_td,0,,,,,
player,201011280clt,sdg,CasoAn99,def_int_long,0,,,,,
player,201011280clt,sdg,CasoAn99,pass_defended,1,,,,,
player,201011280clt,sdg,CasoAn99,sacks,0.0,,,,,
player,201011280clt,sdg,CasoAn99,tackles_combined,2,,,,,
player,201011280clt,sdg,CasoAn99,tackles_solo,1,,,,,
player,201011280clt,sdg,CasoAn99,tackles_assists,1,,,,,
player,201011280clt,sdg,CasoAn99,tackles_loss,0,,,,,
player,201011280clt,sdg,CasoAn99,qb_hits,0,,,,,
player,201011280clt,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201011280clt,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201011280clt,sdg,PhilSh20,def_int,0,,,,,
player,201011280clt,sdg,PhilSh20,def_int_yds,0,,,,,
player,201011280clt,sdg,PhilSh20,def_int_td,0,,,,,
player,201011280clt,sdg,PhilSh20,def_int_long,0,,,,,
player,201011280clt,sdg,PhilSh20,pass_defended,0,,,,,
player,201011280clt,sdg,PhilSh20,sacks,1.0,,,,,
