game,2010,9,20101107,201011070min,crd,"Arizona Cardinals",24,min,"Minnesota Vikings",27
player,201011070min,min,HarvPe00,pass_td,0,,,,,
player,201011070min,min,HarvPe00,pass_int,0,,,,,
player,201011070min,min,HarvPe00,pass_sacked,,,,,,
player,201011070min,min,HarvPe00,pass_sacked_yds,,,,,,
player,201011070min,min,HarvPe00,pass_long,0,,,,,
player,201011070min,min,HarvPe00,pass_rating,,,,,,
player,201011070min,min,HarvPe00,rush_att,0,,,,,
player,201011070min,min,HarvPe00,rush_yds,0,,,,,
player,201011070min,min,HarvPe00,rush_td,0,,,,,
player,201011070min,min,HarvPe00,rush_long,0,,,,,
player,201011070min,min,HarvPe00,targets,12,,,,,
player,201011070min,min,HarvPe00,rec,9,,,,,
player,201011070min,min,HarvPe00,rec_yds,126,,,,,
player,201011070min,min,HarvPe00,rec_td,0,,,,,
player,201011070min,min,HarvPe00,rec_long,28,,,,,
player,201011070min,min,HarvPe00,fumbles,1,,,,,
player,201011070min,min,HarvPe00,fumbles_lost,1,,,,,
player,201011070min,min,ShiaVi00,pass_cmp,0,,,,,
player,201011070min,min,ShiaVi00,pass_att,0,,,,,
player,201011070min,min,ShiaVi00,pass_yds,0,,,,,
player,201011070min,min,ShiaVi00,pass_td,0,,,,,
player,201011070min,min,ShiaVi00,pass_int,0,,,,,
player,201011070min,min,ShiaVi00,pass_sacked,,,,,,
player,201011070min,min,ShiaVi00,pass_sacked_yds,,,,,,
player,201011070min,min,ShiaVi00,pass_long,0,,,,,
player,201011070min,min,ShiaVi00,pass_rating,,,,,,
player,201011070min,min,ShiaVi00,rush_att,0,,,,,
player,201011070min,min,ShiaVi00,rush_yds,0,,,,,
player,201011070min,min,ShiaVi00,rush_td,0,,,,,
player,201011070min,min,ShiaVi00,rush_long,0,,,,,
player,201011070min,min,ShiaVi00,targets,5,,,,,
player,201011070min,min,ShiaVi00,rec,4,,,,,
player,201011070min,min,ShiaVi00,rec_yds,66,,,,,
player,201011070min,min,ShiaVi00,rec_td,1,,,,,
player,201011070min,min,ShiaVi00,rec_long,25,,,,,
player,201011070min,min,ShiaVi00,fumbles,0,,,,,
player,201011070min,min,ShiaVi00,fumbles_lost,,,,,,
player,201011070min,min,CamaGr00,pass_cmp,0,,,,,
player,201011070min,min,CamaGr00,pass_att,0,,,,,
player,201011070min,min,CamaGr00,pass_yds,0,,,,,
player,201011070min,min,CamaGr00,pass_td,0,,,,,
player,201011070min,min,CamaGr00,pass_int,0,,,,,
player,201011070min,min,CamaGr00,pass_sacked,,,,,,
player,201011070min,min,CamaGr00,pass_sacked_yds,,,,,,
player,201011070min,min,CamaGr00,pass_long,0,,,,,
player,201011070min,min,CamaGr00,pass_rating,,,,,,
player,201011070min,min,CamaGr00,rush_att,0,,,,,
player,201011070min,min,CamaGr00,rush_yds,0,,,,,
player,201011070min,min,CamaGr00,rush_td,0,,,,,
player,201011070min,min,CamaGr00,rush_long,0,,,,,
player,201011070min,min,CamaGr00,targets,5,,,,,
player,201011070min,min,CamaGr00,rec,4,,,,,
player,201011070min,min,CamaGr00,rec_yds,66,,,,,
player,201011070min,min,CamaGr00,rec_td,0,,,,,
player,201011070min,min,CamaGr00,rec_long,31,,,,,
player,201011070min,min,CamaGr00,fumbles,0,,,,,
player,201011070min,min,CamaGr00,fumbles_lost,,,,,,
player,201011070min,min,LewiGr01,pass_cmp,0,,,,,
player,201011070min,min,LewiGr01,pass_att,0,,,,,
player,201011070min,min,LewiGr01,pass_yds,0,,,,,
player,201011070min,min,LewiGr01,pass_td,0,,,,,
player,201011070min,min,LewiGr01,pass_int,0,,,,,
player,201011070min,min,LewiGr01,pass_sacked,,,,,,
player,201011070min,min,LewiGr01,pass_sacked_yds,,,,,,
player,201011070min,min,LewiGr01,pass_long,0,,,,,
player,201011070min,min,LewiGr01,pass_rating,,,,,,
player,201011070min,min,LewiGr01,rush_att,0,,,,,
player,201011070min,min,LewiGr01,rush_yds,0,,,,,
player,201011070min,min,LewiGr01,rush_td,0,,,,,
player,201011070min,min,LewiGr01,rush_long,0,,,,,
player,201011070min,min,LewiGr01,targets,6,,,,,
player,201011070min,min,LewiGr01,rec,4,,,,,
player,201011070min,min,LewiGr01,rec_yds,30,,,,,
player,201011070min,min,LewiGr01,rec_td,0,,,,,
player,201011070min,min,LewiGr01,rec_long,11,,,,,
player,201011070min,min,LewiGr01,fumbles,0,,,,,
player,201011070min,min,LewiGr01,fumbles_lost,,,,,,
player,201011070min,min,DugaJe00,pass_cmp,0,,,,,
player,201011070min,min,DugaJe00,pass_att,0,,,,,
player,201011070min,min,DugaJe00,pass_yds,0,,,,,
player,201011070min,min,DugaJe00,pass_td,0,,,,,
player,201011070min,min,DugaJe00,pass_int,0,,,,,
player,201011070min,min,DugaJe00,pass_sacked,,,,,,
player,201011070min,min,DugaJe00,pass_sacked_yds,,,,,,
player,201011070min,min,DugaJe00,pass_long,0,,,,,
player,201011070min,min,DugaJe00,pass_rating,,,,,,
player,201011070min,min,DugaJe00,rush_att,0,,,,,
player,201011070min,min,DugaJe00,rush_yds,0,,,,,
player,201011070min,min,DugaJe00,rush_td,0,,,,,
player,201011070min,min,DugaJe00,rush_long,0,,,,,
player,201011070min,min,DugaJe00,targets,2,,,,,
player,201011070min,min,DugaJe00,rec,1,,,,,
player,201011070min,min,DugaJe00,rec_yds,3,,,,,
player,201011070min,min,DugaJe00,rec_td,0,,,,,
player,201011070min,min,DugaJe00,rec_long,3,,,,,
player,201011070min,min,DugaJe00,fumbles,0,,,,,
player,201011070min,min,DugaJe00,fumbles_lost,,,,,,
player,201011070min,min,BerrBe00,pass_cmp,0,,,,,
player,201011070min,min,BerrBe00,pass_att,0,,,,,
player,201011070min,min,BerrBe00,pass_yds,0,,,,,
player,201011070min,min,BerrBe00,pass_td,0,,,,,
player,201011070min,min,BerrBe00,pass_int,0,,,,,
player,201011070min,min,BerrBe00,pass_sacked,,,,,,
player,201011070min,min,BerrBe00,pass_sacked_yds,,,,,,
player,201011070min,min,BerrBe00,pass_long,0,,,,,
player,201011070min,min,BerrBe00,pass_rating,,,,,,
player,201011070min,min,BerrBe00,rush_att,1,,,,,
player,201011070min,min,BerrBe00,rush_yds,-8,,,,,
player,201011070min,min,BerrBe00,rush_td,0,,,,,
player,201011070min,min,BerrBe00,rush_long,-8,,,,,
player,201011070min,min,BerrBe00,targets,11,,,,,
player,201011070min,min,BerrBe00,rec,9,,,,,
player,201011070min,min,BerrBe00,rec_yds,89,,,,,
player,201011070min,min,BerrBe00,rec_td,0,,,,,
player,201011070min,min,BerrBe00,rec_long,22,,,,,
player,201011070min,min,BerrBe00,fumbles,0,,,,,
player,201011070min,min,BerrBe00,fumbles_lost,,,,,,
player,201011070min,min,KleiJi00,pass_cmp,,,,,,
player,201011070min,min,KleiJi00,pass_att,,,,,,
player,201011070min,min,KleiJi00,pass_yds,,,,,,
player,201011070min,min,KleiJi00,pass_td,,,,,,
player,201011070min,min,KleiJi00,pass_int,,,,,,
player,201011070min,min,KleiJi00,pass_sacked,,,,,,
player,201011070min,min,KleiJi00,pass_sacked_yds,,,,,,
player,201011070min,min,KleiJi00,pass_long,,,,,,
player,201011070min,min,KleiJi00,pass_rating,,,,,,
player,201011070min,min,KleiJi00,rush_att,,,,,,
player,201011070min,min,KleiJi00,rush_yds,,,,,,
player,201011070min,min,KleiJi00,rush_td,,,,,,
player,201011070min,min,KleiJi00,rush_long,,,,,,
player,201011070min,min,KleiJi00,targets,1,,,,,
player,201011070min,min,KleiJi00,rec,0,,,,,
player,201011070min,min,KleiJi00,rec_yds,0,,,,,
player,201011070min,min,KleiJi00,rec_td,0,,,,,
player,201011070min,min,KleiJi00,rec_long,,,,,,
player,201011070min,min,KleiJi00,fumbles,,,,,,
player,201011070min,min,KleiJi00,fumbles_lost,,,,,,
player,201011070min,crd,JohnRa98,def_int,1,,,,,
player,201011070min,crd,JohnRa98,def_int_yds,7,,,,,
player,201011070min,crd,JohnRa98,def_int_td,0,,,,,
player,201011070min,crd,JohnRa98,def_int_long,7,,,,,
player,201011070min,crd,JohnRa98,pass_defended,1,,,,,
player,201011070min,crd,JohnRa98,sacks,0.0,,,,,
player,201011070min,crd,JohnRa98,tackles_combined,8,,,,,
player,201011070min,crd,JohnRa98,tackles_solo,4,,,,,
player,201011070min,crd,JohnRa98,tackles_assists,4,,,,,
player,201011070min,crd,JohnRa98,tackles_loss,0,,,,,
player,201011070min,crd,JohnRa98,qb_hits,0,,,,,
player,201011070min,crd,JohnRa98,fumbles_rec,0,,,,,
player,201011070min,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201011070min,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201011070min,crd,JohnRa98,fumbles_forced,0,,,,,
player,201011070min,crd,RhodKe20,def_int,1,,,,,
player,201011070min,crd,RhodKe20,def_int_yds,66,,,,,
player,201011070min,crd,RhodKe20,def_int_td,0,,,,,
player,201011070min,crd,RhodKe20,def_int_long,66,,,,,
player,201011070min,crd,RhodKe20,pass_defended,2,,,,,
player,201011070min,crd,RhodKe20,sacks,0.0,,,,,
player,201011070min,crd,RhodKe20,tackles_combined,4,,,,,
player,201011070min,crd,RhodKe20,tackles_solo,3,,,,,
player,201011070min,crd,RhodKe20,tackles_assists,1,,,,,
player,201011070min,crd,RhodKe20,tackles_loss,0,,,,,
player,201011070min,crd,RhodKe20,qb_hits,1,,,,,
player,201011070min,crd,RhodKe20,fumbles_rec,0,,,,,
player,201011070min,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201011070min,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201011070min,crd,RhodKe20,fumbles_forced,0,,,,,
player,201011070min,crd,PortJo00,def_int,0,,,,,
player,201011070min,crd,PortJo00,def_int_yds,0,,,,,
player,201011070min,crd,PortJo00,def_int_td,0,,,,,
player,201011070min,crd,PortJo00,def_int_long,0,,,,,
player,201011070min,crd,PortJo00,pass_defended,0,,,,,
