game,2010,3,20100926,201009260sea,sdg,"San Diego Chargers",20,sea,"Seattle Seahawks",27
player,201009260sea,sea,ColeCo20,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,ColeCo20,fumbles_rec_td,0,,,,,
player,201009260sea,sea,ColeCo20,fumbles_forced,0,,,,,
player,201009260sea,sea,CurrAa99,def_int,0,,,,,
player,201009260sea,sea,CurrAa99,def_int_yds,0,,,,,
player,201009260sea,sea,CurrAa99,def_int_td,0,,,,,
player,201009260sea,sea,CurrAa99,def_int_long,0,,,,,
player,201009260sea,sea,CurrAa99,pass_defended,0,,,,,
player,201009260sea,sea,CurrAa99,sacks,0.0,,,,,
player,201009260sea,sea,CurrAa99,tackles_combined,2,,,,,
player,201009260sea,sea,CurrAa99,tackles_solo,1,,,,,
player,201009260sea,sea,CurrAa99,tackles_assists,1,,,,,
player,201009260sea,sea,CurrAa99,tackles_loss,0,,,,,
player,201009260sea,sea,CurrAa99,qb_hits,0,,,,,
player,201009260sea,sea,CurrAa99,fumbles_rec,0,,,,,
player,201009260sea,sea,CurrAa99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,CurrAa99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,CurrAa99,fumbles_forced,0,,,,,
player,201009260sea,sea,LewiRo22,def_int,0,,,,,
player,201009260sea,sea,LewiRo22,def_int_yds,0,,,,,
player,201009260sea,sea,LewiRo22,def_int_td,0,,,,,
player,201009260sea,sea,LewiRo22,def_int_long,0,,,,,
player,201009260sea,sea,LewiRo22,pass_defended,2,,,,,
player,201009260sea,sea,LewiRo22,sacks,0.0,,,,,
player,201009260sea,sea,LewiRo22,tackles_combined,1,,,,,
player,201009260sea,sea,LewiRo22,tackles_solo,1,,,,,
player,201009260sea,sea,LewiRo22,tackles_assists,0,,,,,
player,201009260sea,sea,LewiRo22,tackles_loss,0,,,,,
player,201009260sea,sea,LewiRo22,qb_hits,0,,,,,
player,201009260sea,sea,LewiRo22,fumbles_rec,0,,,,,
player,201009260sea,sea,LewiRo22,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,LewiRo22,fumbles_rec_td,0,,,,,
player,201009260sea,sea,LewiRo22,fumbles_forced,0,,,,,
player,201009260sea,sea,McCoMa20,def_int,0,,,,,
player,201009260sea,sea,McCoMa20,def_int_yds,0,,,,,
player,201009260sea,sea,McCoMa20,def_int_td,0,,,,,
player,201009260sea,sea,McCoMa20,def_int_long,0,,,,,
player,201009260sea,sea,McCoMa20,pass_defended,0,,,,,
player,201009260sea,sea,McCoMa20,sacks,0.0,,,,,
player,201009260sea,sea,McCoMa20,tackles_combined,1,,,,,
player,201009260sea,sea,McCoMa20,tackles_solo,1,,,,,
player,201009260sea,sea,McCoMa20,tackles_assists,0,,,,,
player,201009260sea,sea,McCoMa20,tackles_loss,0,,,,,
player,201009260sea,sea,McCoMa20,qb_hits,0,,,,,
player,201009260sea,sea,McCoMa20,fumbles_rec,0,,,,,
player,201009260sea,sea,McCoMa20,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,McCoMa20,fumbles_rec_td,0,,,,,
player,201009260sea,sea,McCoMa20,fumbles_forced,0,,,,,
player,201009260sea,sea,RobiMi00,def_int,0,,,,,
player,201009260sea,sea,RobiMi00,def_int_yds,0,,,,,
player,201009260sea,sea,RobiMi00,def_int_td,0,,,,,
player,201009260sea,sea,RobiMi00,def_int_long,0,,,,,
player,201009260sea,sea,RobiMi00,pass_defended,0,,,,,
player,201009260sea,sea,RobiMi00,sacks,0.0,,,,,
player,201009260sea,sea,RobiMi00,tackles_combined,1,,,,,
player,201009260sea,sea,RobiMi00,tackles_solo,1,,,,,
player,201009260sea,sea,RobiMi00,tackles_assists,0,,,,,
player,201009260sea,sea,RobiMi00,tackles_loss,0,,,,,
player,201009260sea,sea,RobiMi00,qb_hits,0,,,,,
player,201009260sea,sea,RobiMi00,fumbles_rec,0,,,,,
player,201009260sea,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201009260sea,sea,RobiMi00,fumbles_forced,0,,,,,
player,201009260sea,sea,DaviDe99,def_int,0,,,,,
player,201009260sea,sea,DaviDe99,def_int_yds,0,,,,,
player,201009260sea,sea,DaviDe99,def_int_td,0,,,,,
player,201009260sea,sea,DaviDe99,def_int_long,0,,,,,
player,201009260sea,sea,DaviDe99,pass_defended,0,,,,,
player,201009260sea,sea,DaviDe99,sacks,0.0,,,,,
player,201009260sea,sea,DaviDe99,tackles_combined,0,,,,,
player,201009260sea,sea,DaviDe99,tackles_solo,0,,,,,
player,201009260sea,sea,DaviDe99,tackles_assists,0,,,,,
player,201009260sea,sea,DaviDe99,tackles_loss,0,,,,,
player,201009260sea,sea,DaviDe99,qb_hits,0,,,,,
player,201009260sea,sea,DaviDe99,fumbles_rec,1,,,,,
player,201009260sea,sea,DaviDe99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,DaviDe99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,DaviDe99,fumbles_forced,0,,,,,
player,201009260sea,sdg,CrayPa00,kick_ret,1,,,,,
player,201009260sea,sdg,CrayPa00,kick_ret_yds,31,,,,,
player,201009260sea,sdg,CrayPa00,kick_ret_yds_per_ret,31.0,,,,,
player,201009260sea,sdg,CrayPa00,kick_ret_td,0,,,,,
player,201009260sea,sdg,CrayPa00,kick_ret_long,31,,,,,
player,201009260sea,sdg,CrayPa00,punt_ret,2,,,,,
player,201009260sea,sdg,CrayPa00,punt_ret_yds,23,,,,,
player,201009260sea,sdg,CrayPa00,punt_ret_yds_per_ret,11.5,,,,,
player,201009260sea,sdg,CrayPa00,punt_ret_td,0,,,,,
player,201009260sea,sdg,CrayPa00,punt_ret_long,13,,,,,
player,201009260sea,sdg,SproDa00,kick_ret,4,,,,,
player,201009260sea,sdg,SproDa00,kick_ret_yds,101,,,,,
player,201009260sea,sdg,SproDa00,kick_ret_yds_per_ret,25.3,,,,,
player,201009260sea,sdg,SproDa00,kick_ret_td,0,,,,,
player,201009260sea,sdg,SproDa00,kick_ret_long,33,,,,,
player,201009260sea,sdg,SproDa00,punt_ret,0,,,,,
player,201009260sea,sdg,SproDa00,punt_ret_yds,0,,,,,
player,201009260sea,sdg,SproDa00,punt_ret_yds_per_ret,,,,,,
player,201009260sea,sdg,SproDa00,punt_ret_td,0,,,,,
player,201009260sea,sdg,SproDa00,punt_ret_long,0,,,,,
player,201009260sea,sea,TateGo00,kick_ret,0,,,,,
player,201009260sea,sea,TateGo00,kick_ret_yds,0,,,,,
player,201009260sea,sea,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201009260sea,sea,TateGo00,kick_ret_td,0,,,,,
player,201009260sea,sea,TateGo00,kick_ret_long,0,,,,,
player,201009260sea,sea,TateGo00,punt_ret,3,,,,,
player,201009260sea,sea,TateGo00,punt_ret_yds,44,,,,,
player,201009260sea,sea,TateGo00,punt_ret_yds_per_ret,14.7,,,,,
player,201009260sea,sea,TateGo00,punt_ret_td,0,,,,,
player,201009260sea,sea,TateGo00,punt_ret_long,31,,,,,
player,201009260sea,sea,WashLe00,kick_ret,4,,,,,
player,201009260sea,sea,WashLe00,kick_ret_yds,253,,,,,
player,201009260sea,sea,WashLe00,kick_ret_yds_per_ret,63.3,,,,,
player,201009260sea,sea,WashLe00,kick_ret_td,2,,,,,
player,201009260sea,sea,WashLe00,kick_ret_long,101,,,,,
player,201009260sea,sea,WashLe00,punt_ret,0,,,,,
player,201009260sea,sea,WashLe00,punt_ret_yds,0,,,,,
player,201009260sea,sea,WashLe00,punt_ret_yds_per_ret,,,,,,
player,201009260sea,sea,WashLe00,punt_ret_td,0,,,,,
player,201009260sea,sea,WashLe00,punt_ret_long,0,,,,,
player,201009260sea,sdg,kaedinat01,xpm,1,,,,,
player,201009260sea,sdg,kaedinat01,xpa,1,,,,,
player,201009260sea,sdg,kaedinat01,fgm,1,,,,,
player,201009260sea,sdg,kaedinat01,fga,1,,,,,
player,201009260sea,sdg,kaedinat01,punt,0,,,,,
player,201009260sea,sdg,kaedinat01,punt_yds,0,,,,,
player,201009260sea,sdg,kaedinat01,punt_yds_per_punt,,,,,,
player,201009260sea,sdg,kaedinat01,punt_long,0,,,,,
player,201009260sea,sdg,ScifMi20,xpm,,,,,,
player,201009260sea,sdg,ScifMi20,xpa,,,,,,
player,201009260sea,sdg,ScifMi20,fgm,,,,,,
player,201009260sea,sdg,ScifMi20,fga,,,,,,
player,201009260sea,sdg,ScifMi20,punt,5,,,,,
player,201009260sea,sdg,ScifMi20,punt_yds,207,,,,,
player,201009260sea,sdg,ScifMi20,punt_yds_per_punt,41.4,,,,,
player,201009260sea,sdg,ScifMi20,punt_long,53,,,,,
player,201009260sea,sea,marexoli01,xpm,3,,,,,
player,201009260sea,sea,marexoli01,xpa,3,,,,,
player,201009260sea,sea,marexoli01,fgm,2,,,,,
player,201009260sea,sea,marexoli01,fga,2,,,,,
player,201009260sea,sea,marexoli01,punt,0,,,,,
player,201009260sea,sea,marexoli01,punt_yds,0,,,,,
player,201009260sea,sea,marexoli01,punt_yds_per_punt,,,,,,
player,201009260sea,sea,marexoli01,punt_long,0,,,,,
player,201009260sea,sea,RyanJo21,xpm,,,,,,
player,201009260sea,sea,RyanJo21,xpa,,,,,,
player,201009260sea,sea,RyanJo21,fgm,,,,,,
player,201009260sea,sea,RyanJo21,fga,,,,,,
player,201009260sea,sea,RyanJo21,punt,5,,,,,
player,201009260sea,sea,RyanJo21,punt_yds,202,,,,,
player,201009260sea,sea,RyanJo21,punt_yds_per_punt,40.4,,,,,
player,201009260sea,sea,RyanJo21,punt_long,52,,,,,
