game,2010,11,20101118,201011180mia,chi,"Chicago Bears",16,mia,"Miami Dolphins",0
player,201011180mia,mia,FielBr20,def_int_yds,0,,,,,
player,201011180mia,mia,FielBr20,def_int_td,0,,,,,
player,201011180mia,mia,FielBr20,def_int_long,0,,,,,
player,201011180mia,mia,FielBr20,pass_defended,0,,,,,
player,201011180mia,mia,FielBr20,sacks,0.0,,,,,
player,201011180mia,mia,FielBr20,tackles_combined,1,,,,,
player,201011180mia,mia,FielBr20,tackles_solo,1,,,,,
player,201011180mia,mia,FielBr20,tackles_assists,0,,,,,
player,201011180mia,mia,FielBr20,tackles_loss,0,,,,,
player,201011180mia,mia,FielBr20,qb_hits,0,,,,,
player,201011180mia,mia,FielBr20,fumbles_rec,0,,,,,
player,201011180mia,mia,FielBr20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,FielBr20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,FielBr20,fumbles_forced,0,,,,,
player,201011180mia,mia,HarrAl21,def_int,0,,,,,
player,201011180mia,mia,HarrAl21,def_int_yds,0,,,,,
player,201011180mia,mia,HarrAl21,def_int_td,0,,,,,
player,201011180mia,mia,HarrAl21,def_int_long,0,,,,,
player,201011180mia,mia,HarrAl21,pass_defended,0,,,,,
player,201011180mia,mia,HarrAl21,sacks,0.0,,,,,
player,201011180mia,mia,HarrAl21,tackles_combined,1,,,,,
player,201011180mia,mia,HarrAl21,tackles_solo,1,,,,,
player,201011180mia,mia,HarrAl21,tackles_assists,0,,,,,
player,201011180mia,mia,HarrAl21,tackles_loss,0,,,,,
player,201011180mia,mia,HarrAl21,qb_hits,0,,,,,
player,201011180mia,mia,HarrAl21,fumbles_rec,0,,,,,
player,201011180mia,mia,HarrAl21,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,HarrAl21,fumbles_rec_td,0,,,,,
player,201011180mia,mia,HarrAl21,fumbles_forced,0,,,,,
player,201011180mia,mia,SoliPa99,def_int,0,,,,,
player,201011180mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201011180mia,mia,SoliPa99,def_int_td,0,,,,,
player,201011180mia,mia,SoliPa99,def_int_long,0,,,,,
player,201011180mia,mia,SoliPa99,pass_defended,0,,,,,
player,201011180mia,mia,SoliPa99,sacks,0.0,,,,,
player,201011180mia,mia,SoliPa99,tackles_combined,1,,,,,
player,201011180mia,mia,SoliPa99,tackles_solo,1,,,,,
player,201011180mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201011180mia,mia,SoliPa99,tackles_loss,0,,,,,
player,201011180mia,mia,SoliPa99,qb_hits,0,,,,,
player,201011180mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201011180mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201011180mia,mia,AlamIk99,def_int,0,,,,,
player,201011180mia,mia,AlamIk99,def_int_yds,0,,,,,
player,201011180mia,mia,AlamIk99,def_int_td,0,,,,,
player,201011180mia,mia,AlamIk99,def_int_long,0,,,,,
player,201011180mia,mia,AlamIk99,pass_defended,0,,,,,
player,201011180mia,mia,AlamIk99,sacks,0.0,,,,,
player,201011180mia,mia,AlamIk99,tackles_combined,0,,,,,
player,201011180mia,mia,AlamIk99,tackles_solo,0,,,,,
player,201011180mia,mia,AlamIk99,tackles_assists,0,,,,,
player,201011180mia,mia,AlamIk99,tackles_loss,0,,,,,
player,201011180mia,mia,AlamIk99,qb_hits,1,,,,,
player,201011180mia,mia,AlamIk99,fumbles_rec,0,,,,,
player,201011180mia,mia,AlamIk99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,AlamIk99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,AlamIk99,fumbles_forced,0,,,,,
player,201011180mia,chi,HestDe99,kick_ret,0,,,,,
player,201011180mia,chi,HestDe99,kick_ret_yds,0,,,,,
player,201011180mia,chi,HestDe99,kick_ret_yds_per_ret,,,,,,
player,201011180mia,chi,HestDe99,kick_ret_td,0,,,,,
player,201011180mia,chi,HestDe99,kick_ret_long,0,,,,,
player,201011180mia,chi,HestDe99,punt_ret,4,,,,,
player,201011180mia,chi,HestDe99,punt_ret_yds,27,,,,,
player,201011180mia,chi,HestDe99,punt_ret_yds_per_ret,6.8,,,,,
player,201011180mia,chi,HestDe99,punt_ret_td,0,,,,,
player,201011180mia,chi,HestDe99,punt_ret_long,24,,,,,
player,201011180mia,chi,DaviRa00,kick_ret,1,,,,,
player,201011180mia,chi,DaviRa00,kick_ret_yds,10,,,,,
player,201011180mia,chi,DaviRa00,kick_ret_yds_per_ret,10.0,,,,,
player,201011180mia,chi,DaviRa00,kick_ret_td,0,,,,,
player,201011180mia,chi,DaviRa00,kick_ret_long,10,,,,,
player,201011180mia,chi,DaviRa00,punt_ret,0,,,,,
player,201011180mia,chi,DaviRa00,punt_ret_yds,0,,,,,
player,201011180mia,chi,DaviRa00,punt_ret_yds_per_ret,,,,,,
player,201011180mia,chi,DaviRa00,punt_ret_td,0,,,,,
player,201011180mia,chi,DaviRa00,punt_ret_long,0,,,,,
player,201011180mia,mia,BessDa00,kick_ret,0,,,,,
player,201011180mia,mia,BessDa00,kick_ret_yds,0,,,,,
player,201011180mia,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201011180mia,mia,BessDa00,kick_ret_td,0,,,,,
player,201011180mia,mia,BessDa00,kick_ret_long,0,,,,,
player,201011180mia,mia,BessDa00,punt_ret,1,,,,,
player,201011180mia,mia,BessDa00,punt_ret_yds,7,,,,,
player,201011180mia,mia,BessDa00,punt_ret_yds_per_ret,7.0,,,,,
player,201011180mia,mia,BessDa00,punt_ret_td,0,,,,,
player,201011180mia,mia,BessDa00,punt_ret_long,7,,,,,
player,201011180mia,mia,CarrNo00,kick_ret,3,,,,,
player,201011180mia,mia,CarrNo00,kick_ret_yds,98,,,,,
player,201011180mia,mia,CarrNo00,kick_ret_yds_per_ret,32.7,,,,,
player,201011180mia,mia,CarrNo00,kick_ret_td,0,,,,,
player,201011180mia,mia,CarrNo00,kick_ret_long,46,,,,,
player,201011180mia,mia,CarrNo00,punt_ret,0,,,,,
player,201011180mia,mia,CarrNo00,punt_ret_yds,0,,,,,
player,201011180mia,mia,CarrNo00,punt_ret_yds_per_ret,,,,,,
player,201011180mia,mia,CarrNo00,punt_ret_td,0,,,,,
player,201011180mia,mia,CarrNo00,punt_ret_long,0,,,,,
player,201011180mia,chi,gouldrob01,xpm,1,,,,,
player,201011180mia,chi,gouldrob01,xpa,1,,,,,
player,201011180mia,chi,gouldrob01,fgm,3,,,,,
player,201011180mia,chi,gouldrob01,fga,3,,,,,
player,201011180mia,chi,gouldrob01,punt,0,,,,,
player,201011180mia,chi,gouldrob01,punt_yds,0,,,,,
player,201011180mia,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201011180mia,chi,gouldrob01,punt_long,0,,,,,
player,201011180mia,chi,MaynBr20,xpm,,,,,,
player,201011180mia,chi,MaynBr20,xpa,,,,,,
player,201011180mia,chi,MaynBr20,fgm,,,,,,
player,201011180mia,chi,MaynBr20,fga,,,,,,
player,201011180mia,chi,MaynBr20,punt,4,,,,,
player,201011180mia,chi,MaynBr20,punt_yds,175,,,,,
player,201011180mia,chi,MaynBr20,punt_yds_per_punt,43.8,,,,,
player,201011180mia,chi,MaynBr20,punt_long,49,,,,,
player,201011180mia,mia,FielBr20,xpm,,,,,,
player,201011180mia,mia,FielBr20,xpa,,,,,,
player,201011180mia,mia,FielBr20,fgm,,,,,,
player,201011180mia,mia,FielBr20,fga,,,,,,
player,201011180mia,mia,FielBr20,punt,7,,,,,
player,201011180mia,mia,FielBr20,punt_yds,281,,,,,
player,201011180mia,mia,FielBr20,punt_yds_per_punt,40.1,,,,,
player,201011180mia,mia,FielBr20,punt_long,54,,,,,
