game,2010,17,20110102,201101020rav,cin,"Cincinnati Bengals",7,rav,"Baltimore Ravens",13
player,201101020rav,cin,PalmCa00,rec_td,0,,,,,
player,201101020rav,cin,PalmCa00,rec_long,0,,,,,
player,201101020rav,cin,PalmCa00,fumbles,2,,,,,
player,201101020rav,cin,PalmCa00,fumbles_lost,1,,,,,
player,201101020rav,cin,BensCe00,pass_cmp,0,,,,,
player,201101020rav,cin,BensCe00,pass_att,0,,,,,
player,201101020rav,cin,BensCe00,pass_yds,0,,,,,
player,201101020rav,cin,BensCe00,pass_td,0,,,,,
player,201101020rav,cin,BensCe00,pass_int,0,,,,,
player,201101020rav,cin,BensCe00,pass_sacked,,,,,,
player,201101020rav,cin,BensCe00,pass_sacked_yds,,,,,,
player,201101020rav,cin,BensCe00,pass_long,0,,,,,
player,201101020rav,cin,BensCe00,pass_rating,,,,,,
player,201101020rav,cin,BensCe00,rush_att,21,,,,,
player,201101020rav,cin,BensCe00,rush_yds,53,,,,,
player,201101020rav,cin,BensCe00,rush_td,0,,,,,
player,201101020rav,cin,BensCe00,rush_long,9,,,,,
player,201101020rav,cin,BensCe00,targets,4,,,,,
player,201101020rav,cin,BensCe00,rec,3,,,,,
player,201101020rav,cin,BensCe00,rec_yds,12,,,,,
player,201101020rav,cin,BensCe00,rec_td,0,,,,,
player,201101020rav,cin,BensCe00,rec_long,8,,,,,
player,201101020rav,cin,BensCe00,fumbles,0,,,,,
player,201101020rav,cin,BensCe00,fumbles_lost,,,,,,
player,201101020rav,cin,ScotBe00,pass_cmp,0,,,,,
player,201101020rav,cin,ScotBe00,pass_att,0,,,,,
player,201101020rav,cin,ScotBe00,pass_yds,0,,,,,
player,201101020rav,cin,ScotBe00,pass_td,0,,,,,
player,201101020rav,cin,ScotBe00,pass_int,0,,,,,
player,201101020rav,cin,ScotBe00,pass_sacked,,,,,,
player,201101020rav,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201101020rav,cin,ScotBe00,pass_long,0,,,,,
player,201101020rav,cin,ScotBe00,pass_rating,,,,,,
player,201101020rav,cin,ScotBe00,rush_att,5,,,,,
player,201101020rav,cin,ScotBe00,rush_yds,32,,,,,
player,201101020rav,cin,ScotBe00,rush_td,0,,,,,
player,201101020rav,cin,ScotBe00,rush_long,12,,,,,
player,201101020rav,cin,ScotBe00,targets,1,,,,,
player,201101020rav,cin,ScotBe00,rec,1,,,,,
player,201101020rav,cin,ScotBe00,rec_yds,9,,,,,
player,201101020rav,cin,ScotBe00,rec_td,0,,,,,
player,201101020rav,cin,ScotBe00,rec_long,9,,,,,
player,201101020rav,cin,ScotBe00,fumbles,0,,,,,
player,201101020rav,cin,ScotBe00,fumbles_lost,,,,,,
player,201101020rav,cin,SimpJe00,pass_cmp,0,,,,,
player,201101020rav,cin,SimpJe00,pass_att,0,,,,,
player,201101020rav,cin,SimpJe00,pass_yds,0,,,,,
player,201101020rav,cin,SimpJe00,pass_td,0,,,,,
player,201101020rav,cin,SimpJe00,pass_int,0,,,,,
player,201101020rav,cin,SimpJe00,pass_sacked,,,,,,
player,201101020rav,cin,SimpJe00,pass_sacked_yds,,,,,,
player,201101020rav,cin,SimpJe00,pass_long,0,,,,,
player,201101020rav,cin,SimpJe00,pass_rating,,,,,,
player,201101020rav,cin,SimpJe00,rush_att,1,,,,,
player,201101020rav,cin,SimpJe00,rush_yds,2,,,,,
player,201101020rav,cin,SimpJe00,rush_td,0,,,,,
player,201101020rav,cin,SimpJe00,rush_long,2,,,,,
player,201101020rav,cin,SimpJe00,targets,14,,,,,
player,201101020rav,cin,SimpJe00,rec,12,,,,,
player,201101020rav,cin,SimpJe00,rec_yds,123,,,,,
player,201101020rav,cin,SimpJe00,rec_td,1,,,,,
player,201101020rav,cin,SimpJe00,rec_long,21,,,,,
player,201101020rav,cin,SimpJe00,fumbles,2,,,,,
player,201101020rav,cin,SimpJe00,fumbles_lost,2,,,,,
player,201101020rav,cin,CaldAn00,pass_cmp,0,,,,,
player,201101020rav,cin,CaldAn00,pass_att,0,,,,,
player,201101020rav,cin,CaldAn00,pass_yds,0,,,,,
player,201101020rav,cin,CaldAn00,pass_td,0,,,,,
player,201101020rav,cin,CaldAn00,pass_int,0,,,,,
player,201101020rav,cin,CaldAn00,pass_sacked,,,,,,
player,201101020rav,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201101020rav,cin,CaldAn00,pass_long,0,,,,,
player,201101020rav,cin,CaldAn00,pass_rating,,,,,,
player,201101020rav,cin,CaldAn00,rush_att,0,,,,,
player,201101020rav,cin,CaldAn00,rush_yds,0,,,,,
player,201101020rav,cin,CaldAn00,rush_td,0,,,,,
player,201101020rav,cin,CaldAn00,rush_long,0,,,,,
player,201101020rav,cin,CaldAn00,targets,11,,,,,
player,201101020rav,cin,CaldAn00,rec,7,,,,,
player,201101020rav,cin,CaldAn00,rec_yds,94,,,,,
player,201101020rav,cin,CaldAn00,rec_td,0,,,,,
player,201101020rav,cin,CaldAn00,rec_long,39,,,,,
player,201101020rav,cin,CaldAn00,fumbles,0,,,,,
player,201101020rav,cin,CaldAn00,fumbles_lost,,,,,,
player,201101020rav,cin,CoffCh00,pass_cmp,0,,,,,
player,201101020rav,cin,CoffCh00,pass_att,0,,,,,
player,201101020rav,cin,CoffCh00,pass_yds,0,,,,,
player,201101020rav,cin,CoffCh00,pass_td,0,,,,,
player,201101020rav,cin,CoffCh00,pass_int,0,,,,,
player,201101020rav,cin,CoffCh00,pass_sacked,,,,,,
player,201101020rav,cin,CoffCh00,pass_sacked_yds,,,,,,
player,201101020rav,cin,CoffCh00,pass_long,0,,,,,
player,201101020rav,cin,CoffCh00,pass_rating,,,,,,
player,201101020rav,cin,CoffCh00,rush_att,0,,,,,
player,201101020rav,cin,CoffCh00,rush_yds,0,,,,,
player,201101020rav,cin,CoffCh00,rush_td,0,,,,,
player,201101020rav,cin,CoffCh00,rush_long,0,,,,,
player,201101020rav,cin,CoffCh00,targets,5,,,,,
player,201101020rav,cin,CoffCh00,rec,3,,,,,
player,201101020rav,cin,CoffCh00,rec_yds,30,,,,,
player,201101020rav,cin,CoffCh00,rec_td,0,,,,,
player,201101020rav,cin,CoffCh00,rec_long,14,,,,,
player,201101020rav,cin,CoffCh00,fumbles,0,,,,,
player,201101020rav,cin,CoffCh00,fumbles_lost,,,,,,
player,201101020rav,cin,ShipJo00,pass_cmp,0,,,,,
player,201101020rav,cin,ShipJo00,pass_att,0,,,,,
player,201101020rav,cin,ShipJo00,pass_yds,0,,,,,
player,201101020rav,cin,ShipJo00,pass_td,0,,,,,
player,201101020rav,cin,ShipJo00,pass_int,0,,,,,
player,201101020rav,cin,ShipJo00,pass_sacked,,,,,,
player,201101020rav,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201101020rav,cin,ShipJo00,pass_long,0,,,,,
player,201101020rav,cin,ShipJo00,pass_rating,,,,,,
player,201101020rav,cin,ShipJo00,rush_att,0,,,,,
player,201101020rav,cin,ShipJo00,rush_yds,0,,,,,
player,201101020rav,cin,ShipJo00,rush_td,0,,,,,
player,201101020rav,cin,ShipJo00,rush_long,0,,,,,
player,201101020rav,cin,ShipJo00,targets,4,,,,,
player,201101020rav,cin,ShipJo00,rec,2,,,,,
player,201101020rav,cin,ShipJo00,rec_yds,14,,,,,
player,201101020rav,cin,ShipJo00,rec_td,0,,,,,
player,201101020rav,cin,ShipJo00,rec_long,8,,,,,
player,201101020rav,cin,ShipJo00,fumbles,0,,,,,
player,201101020rav,cin,ShipJo00,fumbles_lost,,,,,,
player,201101020rav,cin,PeerCe00,pass_cmp,0,,,,,
player,201101020rav,cin,PeerCe00,pass_att,0,,,,,
player,201101020rav,cin,PeerCe00,pass_yds,0,,,,,
player,201101020rav,cin,PeerCe00,pass_td,0,,,,,
player,201101020rav,cin,PeerCe00,pass_int,0,,,,,
player,201101020rav,cin,PeerCe00,pass_sacked,,,,,,
player,201101020rav,cin,PeerCe00,pass_sacked_yds,,,,,,
player,201101020rav,cin,PeerCe00,pass_long,0,,,,,
player,201101020rav,cin,PeerCe00,pass_rating,,,,,,
player,201101020rav,cin,PeerCe00,rush_att,1,,,,,
player,201101020rav,cin,PeerCe00,rush_yds,0,,,,,
player,201101020rav,cin,PeerCe00,rush_td,0,,,,,
player,201101020rav,cin,PeerCe00,rush_long,0,,,,,
player,201101020rav,cin,PeerCe00,targets,2,,,,,
player,201101020rav,cin,PeerCe00,rec,1,,,,,
player,201101020rav,cin,PeerCe00,rec_yds,11,,,,,
player,201101020rav,cin,PeerCe00,rec_td,0,,,,,
player,201101020rav,cin,PeerCe00,rec_long,11,,,,,
player,201101020rav,cin,PeerCe00,fumbles,0,,,,,
player,201101020rav,cin,PeerCe00,fumbles_lost,,,,,,
player,201101020rav,cin,KellRe00,pass_cmp,0,,,,,
player,201101020rav,cin,KellRe00,pass_att,0,,,,,
player,201101020rav,cin,KellRe00,pass_yds,0,,,,,
player,201101020rav,cin,KellRe00,pass_td,0,,,,,
player,201101020rav,cin,KellRe00,pass_int,0,,,,,
player,201101020rav,cin,KellRe00,pass_sacked,,,,,,
player,201101020rav,cin,KellRe00,pass_sacked_yds,,,,,,
player,201101020rav,cin,KellRe00,pass_long,0,,,,,
player,201101020rav,cin,KellRe00,pass_rating,,,,,,
player,201101020rav,cin,KellRe00,rush_att,0,,,,,
player,201101020rav,cin,KellRe00,rush_yds,0,,,,,
player,201101020rav,cin,KellRe00,rush_td,0,,,,,
player,201101020rav,cin,KellRe00,rush_long,0,,,,,
player,201101020rav,cin,KellRe00,targets,2,,,,,
player,201101020rav,cin,KellRe00,rec,2,,,,,
player,201101020rav,cin,KellRe00,rec_yds,6,,,,,
player,201101020rav,cin,KellRe00,rec_td,0,,,,,
player,201101020rav,cin,KellRe00,rec_long,3,,,,,
player,201101020rav,cin,KellRe00,fumbles,0,,,,,
player,201101020rav,cin,KellRe00,fumbles_lost,,,,,,
player,201101020rav,cin,PresCh00,pass_cmp,0,,,,,
player,201101020rav,cin,PresCh00,pass_att,0,,,,,
player,201101020rav,cin,PresCh00,pass_yds,0,,,,,
player,201101020rav,cin,PresCh00,pass_td,0,,,,,
player,201101020rav,cin,PresCh00,pass_int,0,,,,,
player,201101020rav,cin,PresCh00,pass_sacked,,,,,,
player,201101020rav,cin,PresCh00,pass_sacked_yds,,,,,,
player,201101020rav,cin,PresCh00,pass_long,0,,,,,
player,201101020rav,cin,PresCh00,pass_rating,,,,,,
player,201101020rav,cin,PresCh00,rush_att,1,,,,,
player,201101020rav,cin,PresCh00,rush_yds,0,,,,,
player,201101020rav,cin,PresCh00,rush_td,0,,,,,
player,201101020rav,cin,PresCh00,rush_long,0,,,,,
player,201101020rav,cin,PresCh00,targets,1,,,,,
player,201101020rav,cin,PresCh00,rec,1,,,,,
player,201101020rav,cin,PresCh00,rec_yds,6,,,,,
player,201101020rav,cin,PresCh00,rec_td,0,,,,,
player,201101020rav,cin,PresCh00,rec_long,6,,,,,
player,201101020rav,cin,PresCh00,fumbles,0,,,,,
player,201101020rav,cin,PresCh00,fumbles_lost,,,,,,
player,201101020rav,rav,FlacJo00,pass_cmp,14,,,,,
player,201101020rav,rav,FlacJo00,pass_att,19,,,,,
player,201101020rav,rav,FlacJo00,pass_yds,125,,,,,
player,201101020rav,rav,FlacJo00,pass_td,0,,,,,
player,201101020rav,rav,FlacJo00,pass_int,1,,,,,
player,201101020rav,rav,FlacJo00,pass_sacked,4,,,,,
player,201101020rav,rav,FlacJo00,pass_sacked_yds,24,,,,,
player,201101020rav,rav,FlacJo00,pass_long,37,,,,,
player,201101020rav,rav,FlacJo00,pass_rating,69.0,,,,,
player,201101020rav,rav,FlacJo00,rush_att,3,,,,,
player,201101020rav,rav,FlacJo00,rush_yds,1,,,,,
player,201101020rav,rav,FlacJo00,rush_td,0,,,,,
player,201101020rav,rav,FlacJo00,rush_long,3,,,,,
player,201101020rav,rav,FlacJo00,targets,0,,,,,
player,201101020rav,rav,FlacJo00,rec,0,,,,,
player,201101020rav,rav,FlacJo00,rec_yds,0,,,,,
player,201101020rav,rav,FlacJo00,rec_td,0,,,,,
player,201101020rav,rav,FlacJo00,rec_long,0,,,,,
player,201101020rav,rav,FlacJo00,fumbles,0,,,,,
player,201101020rav,rav,FlacJo00,fumbles_lost,,,,,,
player,201101020rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201101020rav,rav,RiceRa00,pass_att,0,,,,,
player,201101020rav,rav,RiceRa00,pass_yds,0,,,,,
player,201101020rav,rav,RiceRa00,pass_td,0,,,,,
player,201101020rav,rav,RiceRa00,pass_int,0,,,,,
player,201101020rav,rav,RiceRa00,pass_sacked,,,,,,
player,201101020rav,rav,RiceRa00,pass_sacked_yds,,,,,,
player,201101020rav,rav,RiceRa00,pass_long,0,,,,,
player,201101020rav,rav,RiceRa00,pass_rating,,,,,,
player,201101020rav,rav,RiceRa00,rush_att,20,,,,,
player,201101020rav,rav,RiceRa00,rush_yds,77,,,,,
player,201101020rav,rav,RiceRa00,rush_td,1,,,,,
player,201101020rav,rav,RiceRa00,rush_long,11,,,,,
player,201101020rav,rav,RiceRa00,targets,1,,,,,
player,201101020rav,rav,RiceRa00,rec,0,,,,,
player,201101020rav,rav,RiceRa00,rec_yds,0,,,,,
player,201101020rav,rav,RiceRa00,rec_td,0,,,,,
player,201101020rav,rav,RiceRa00,rec_long,0,,,,,
player,201101020rav,rav,RiceRa00,fumbles,0,,,,,
player,201101020rav,rav,RiceRa00,fumbles_lost,,,,,,
player,201101020rav,rav,StalDo00,pass_cmp,0,,,,,
player,201101020rav,rav,StalDo00,pass_att,0,,,,,
player,201101020rav,rav,StalDo00,pass_yds,0,,,,,
player,201101020rav,rav,StalDo00,pass_td,0,,,,,
player,201101020rav,rav,StalDo00,pass_int,0,,,,,
player,201101020rav,rav,StalDo00,pass_sacked,,,,,,
player,201101020rav,rav,StalDo00,pass_sacked_yds,,,,,,
player,201101020rav,rav,StalDo00,pass_long,0,,,,,
player,201101020rav,rav,StalDo00,pass_rating,,,,,,
player,201101020rav,rav,StalDo00,rush_att,1,,,,,
player,201101020rav,rav,StalDo00,rush_yds,15,,,,,
player,201101020rav,rav,StalDo00,rush_td,0,,,,,
player,201101020rav,rav,StalDo00,rush_long,15,,,,,
player,201101020rav,rav,StalDo00,targets,0,,,,,
player,201101020rav,rav,StalDo00,rec,0,,,,,
player,201101020rav,rav,StalDo00,rec_yds,0,,,,,
player,201101020rav,rav,StalDo00,rec_td,0,,,,,
player,201101020rav,rav,StalDo00,rec_long,0,,,,,
player,201101020rav,rav,StalDo00,fumbles,1,,,,,
player,201101020rav,rav,StalDo00,fumbles_lost,1,,,,,
player,201101020rav,rav,McGaWi00,pass_cmp,0,,,,,
player,201101020rav,rav,McGaWi00,pass_att,0,,,,,
player,201101020rav,rav,McGaWi00,pass_yds,0,,,,,
player,201101020rav,rav,McGaWi00,pass_td,0,,,,,
player,201101020rav,rav,McGaWi00,pass_int,0,,,,,
player,201101020rav,rav,McGaWi00,pass_sacked,,,,,,
player,201101020rav,rav,McGaWi00,pass_sacked_yds,,,,,,
player,201101020rav,rav,McGaWi00,pass_long,0,,,,,
player,201101020rav,rav,McGaWi00,pass_rating,,,,,,
player,201101020rav,rav,McGaWi00,rush_att,2,,,,,
player,201101020rav,rav,McGaWi00,rush_yds,5,,,,,
player,201101020rav,rav,McGaWi00,rush_td,0,,,,,
player,201101020rav,rav,McGaWi00,rush_long,7,,,,,
player,201101020rav,rav,McGaWi00,targets,1,,,,,
player,201101020rav,rav,McGaWi00,rec,1,,,,,
player,201101020rav,rav,McGaWi00,rec_yds,8,,,,,
player,201101020rav,rav,McGaWi00,rec_td,0,,,,,
player,201101020rav,rav,McGaWi00,rec_long,8,,,,,
player,201101020rav,rav,McGaWi00,fumbles,0,,,,,
player,201101020rav,rav,McGaWi00,fumbles_lost,,,,,,
player,201101020rav,rav,HeapTo00,pass_cmp,0,,,,,
player,201101020rav,rav,HeapTo00,pass_att,0,,,,,
player,201101020rav,rav,HeapTo00,pass_yds,0,,,,,
player,201101020rav,rav,HeapTo00,pass_td,0,,,,,
player,201101020rav,rav,HeapTo00,pass_int,0,,,,,
player,201101020rav,rav,HeapTo00,pass_sacked,,,,,,
player,201101020rav,rav,HeapTo00,pass_sacked_yds,,,,,,
player,201101020rav,rav,HeapTo00,pass_long,0,,,,,
player,201101020rav,rav,HeapTo00,pass_rating,,,,,,
player,201101020rav,rav,HeapTo00,rush_att,0,,,,,
player,201101020rav,rav,HeapTo00,rush_yds,0,,,,,
player,201101020rav,rav,HeapTo00,rush_td,0,,,,,
player,201101020rav,rav,HeapTo00,rush_long,0,,,,,
player,201101020rav,rav,HeapTo00,targets,4,,,,,
player,201101020rav,rav,HeapTo00,rec,3,,,,,
player,201101020rav,rav,HeapTo00,rec_yds,53,,,,,
player,201101020rav,rav,HeapTo00,rec_td,0,,,,,
player,201101020rav,rav,HeapTo00,rec_long,37,,,,,
player,201101020rav,rav,HeapTo00,fumbles,0,,,,,
player,201101020rav,rav,HeapTo00,fumbles_lost,,,,,,
player,201101020rav,rav,MasoDe00,pass_cmp,0,,,,,
player,201101020rav,rav,MasoDe00,pass_att,0,,,,,
player,201101020rav,rav,MasoDe00,pass_yds,0,,,,,
player,201101020rav,rav,MasoDe00,pass_td,0,,,,,
player,201101020rav,rav,MasoDe00,pass_int,0,,,,,
player,201101020rav,rav,MasoDe00,pass_sacked,,,,,,
player,201101020rav,rav,MasoDe00,pass_sacked_yds,,,,,,
player,201101020rav,rav,MasoDe00,pass_long,0,,,,,
player,201101020rav,rav,MasoDe00,pass_rating,,,,,,
player,201101020rav,rav,MasoDe00,rush_att,0,,,,,
player,201101020rav,rav,MasoDe00,rush_yds,0,,,,,
player,201101020rav,rav,MasoDe00,rush_td,0,,,,,
player,201101020rav,rav,MasoDe00,rush_long,0,,,,,
player,201101020rav,rav,MasoDe00,targets,3,,,,,
player,201101020rav,rav,MasoDe00,rec,3,,,,,
player,201101020rav,rav,MasoDe00,rec_yds,34,,,,,
player,201101020rav,rav,MasoDe00,rec_td,0,,,,,
player,201101020rav,rav,MasoDe00,rec_long,15,,,,,
player,201101020rav,rav,MasoDe00,fumbles,0,,,,,
player,201101020rav,rav,MasoDe00,fumbles_lost,,,,,,
player,201101020rav,rav,HousTJ00,pass_cmp,0,,,,,
player,201101020rav,rav,HousTJ00,pass_att,0,,,,,
player,201101020rav,rav,HousTJ00,pass_yds,0,,,,,
player,201101020rav,rav,HousTJ00,pass_td,0,,,,,
player,201101020rav,rav,HousTJ00,pass_int,0,,,,,
player,201101020rav,rav,HousTJ00,pass_sacked,,,,,,
player,201101020rav,rav,HousTJ00,pass_sacked_yds,,,,,,
player,201101020rav,rav,HousTJ00,pass_long,0,,,,,
player,201101020rav,rav,HousTJ00,pass_rating,,,,,,
player,201101020rav,rav,HousTJ00,rush_att,0,,,,,
player,201101020rav,rav,HousTJ00,rush_yds,0,,,,,
player,201101020rav,rav,HousTJ00,rush_td,0,,,,,
player,201101020rav,rav,HousTJ00,rush_long,0,,,,,
player,201101020rav,rav,HousTJ00,targets,3,,,,,
player,201101020rav,rav,HousTJ00,rec,2,,,,,
player,201101020rav,rav,HousTJ00,rec_yds,17,,,,,
player,201101020rav,rav,HousTJ00,rec_td,0,,,,,
player,201101020rav,rav,HousTJ00,rec_long,10,,,,,
player,201101020rav,rav,HousTJ00,fumbles,0,,,,,
player,201101020rav,rav,HousTJ00,fumbles_lost,,,,,,
player,201101020rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201101020rav,rav,BoldAn00,pass_att,0,,,,,
player,201101020rav,rav,BoldAn00,pass_yds,0,,,,,
player,201101020rav,rav,BoldAn00,pass_td,0,,,,,
player,201101020rav,rav,BoldAn00,pass_int,0,,,,,
player,201101020rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201101020rav,rav,BoldAn00,pass_sacked_yds,,,,,,
player,201101020rav,rav,BoldAn00,pass_long,0,,,,,
player,201101020rav,rav,BoldAn00,pass_rating,,,,,,
player,201101020rav,rav,BoldAn00,rush_att,0,,,,,
player,201101020rav,rav,BoldAn00,rush_yds,0,,,,,
player,201101020rav,rav,BoldAn00,rush_td,0,,,,,
player,201101020rav,rav,BoldAn00,rush_long,0,,,,,
player,201101020rav,rav,BoldAn00,targets,3,,,,,
player,201101020rav,rav,BoldAn00,rec,2,,,,,
player,201101020rav,rav,BoldAn00,rec_yds,9,,,,,
player,201101020rav,rav,BoldAn00,rec_td,0,,,,,
player,201101020rav,rav,BoldAn00,rec_long,8,,,,,
player,201101020rav,rav,BoldAn00,fumbles,0,,,,,
player,201101020rav,rav,BoldAn00,fumbles_lost,,,,,,
player,201101020rav,rav,McClLe00,pass_cmp,0,,,,,
player,201101020rav,rav,McClLe00,pass_att,0,,,,,
player,201101020rav,rav,McClLe00,pass_yds,0,,,,,
player,201101020rav,rav,McClLe00,pass_td,0,,,,,
player,201101020rav,rav,McClLe00,pass_int,0,,,,,
player,201101020rav,rav,McClLe00,pass_sacked,,,,,,
player,201101020rav,rav,McClLe00,pass_sacked_yds,,,,,,
player,201101020rav,rav,McClLe00,pass_long,0,,,,,
player,201101020rav,rav,McClLe00,pass_rating,,,,,,
player,201101020rav,rav,McClLe00,rush_att,1,,,,,
player,201101020rav,rav,McClLe00,rush_yds,0,,,,,
player,201101020rav,rav,McClLe00,rush_td,0,,,,,
player,201101020rav,rav,McClLe00,rush_long,0,,,,,
player,201101020rav,rav,McClLe00,targets,3,,,,,
player,201101020rav,rav,McClLe00,rec,3,,,,,
player,201101020rav,rav,McClLe00,rec_yds,4,,,,,
player,201101020rav,rav,McClLe00,rec_td,0,,,,,
player,201101020rav,rav,McClLe00,rec_long,6,,,,,
player,201101020rav,rav,McClLe00,fumbles,0,,,,,
player,201101020rav,rav,McClLe00,fumbles_lost,,,,,,
player,201101020rav,rav,DickEd00,pass_cmp,0,,,,,
player,201101020rav,rav,DickEd00,pass_att,0,,,,,
player,201101020rav,rav,DickEd00,pass_yds,0,,,,,
player,201101020rav,rav,DickEd00,pass_td,0,,,,,
player,201101020rav,rav,DickEd00,pass_int,0,,,,,
player,201101020rav,rav,DickEd00,pass_sacked,,,,,,
player,201101020rav,rav,DickEd00,pass_sacked_yds,,,,,,
player,201101020rav,rav,DickEd00,pass_long,0,,,,,
player,201101020rav,rav,DickEd00,pass_rating,,,,,,
player,201101020rav,rav,DickEd00,rush_att,0,,,,,
player,201101020rav,rav,DickEd00,rush_yds,0,,,,,
player,201101020rav,rav,DickEd00,rush_td,0,,,,,
player,201101020rav,rav,DickEd00,rush_long,0,,,,,
player,201101020rav,rav,DickEd00,targets,1,,,,,
player,201101020rav,rav,DickEd00,rec,0,,,,,
player,201101020rav,rav,DickEd00,rec_yds,0,,,,,
player,201101020rav,rav,DickEd00,rec_td,0,,,,,
player,201101020rav,rav,DickEd00,rec_long,0,,,,,
player,201101020rav,rav,DickEd00,fumbles,0,,,,,
player,201101020rav,rav,DickEd00,fumbles_lost,,,,,,
player,201101020rav,cin,NelsRe99,def_int,1,,,,,
player,201101020rav,cin,NelsRe99,def_int_yds,56,,,,,
player,201101020rav,cin,NelsRe99,def_int_td,0,,,,,
player,201101020rav,cin,NelsRe99,def_int_long,56,,,,,
player,201101020rav,cin,NelsRe99,pass_defended,2,,,,,
player,201101020rav,cin,NelsRe99,sacks,0.0,,,,,
player,201101020rav,cin,NelsRe99,tackles_combined,5,,,,,
player,201101020rav,cin,NelsRe99,tackles_solo,5,,,,,
player,201101020rav,cin,NelsRe99,tackles_assists,0,,,,,
player,201101020rav,cin,NelsRe99,tackles_loss,0,,,,,
player,201101020rav,cin,NelsRe99,qb_hits,0,,,,,
player,201101020rav,cin,NelsRe99,fumbles_rec,0,,,,,
player,201101020rav,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,NelsRe99,fumbles_forced,1,,,,,
player,201101020rav,cin,DunlCa99,def_int,0,,,,,
player,201101020rav,cin,DunlCa99,def_int_yds,0,,,,,
player,201101020rav,cin,DunlCa99,def_int_td,0,,,,,
player,201101020rav,cin,DunlCa99,def_int_long,0,,,,,
player,201101020rav,cin,DunlCa99,pass_defended,0,,,,,
player,201101020rav,cin,DunlCa99,sacks,1.5,,,,,
player,201101020rav,cin,DunlCa99,tackles_combined,4,,,,,
player,201101020rav,cin,DunlCa99,tackles_solo,2,,,,,
player,201101020rav,cin,DunlCa99,tackles_assists,2,,,,,
player,201101020rav,cin,DunlCa99,tackles_loss,1,,,,,
player,201101020rav,cin,DunlCa99,qb_hits,3,,,,,
player,201101020rav,cin,DunlCa99,fumbles_rec,1,,,,,
player,201101020rav,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,DunlCa99,fumbles_forced,0,,,,,
player,201101020rav,cin,JohnMi98,def_int,0,,,,,
player,201101020rav,cin,JohnMi98,def_int_yds,0,,,,,
player,201101020rav,cin,JohnMi98,def_int_td,0,,,,,
player,201101020rav,cin,JohnMi98,def_int_long,0,,,,,
player,201101020rav,cin,JohnMi98,pass_defended,0,,,,,
