game,2010,10,20101111,201011110atl,rav,"Baltimore Ravens",21,atl,"Atlanta Falcons",26
player,201011110atl,rav,HousTJ00,pass_att,0,,,,,
player,201011110atl,rav,HousTJ00,pass_yds,0,,,,,
player,201011110atl,rav,HousTJ00,pass_td,0,,,,,
player,201011110atl,rav,HousTJ00,pass_int,0,,,,,
player,201011110atl,rav,HousTJ00,pass_sacked,,,,,,
player,201011110atl,rav,HousTJ00,pass_sacked_yds,,,,,,
player,201011110atl,rav,HousTJ00,pass_long,0,,,,,
player,201011110atl,rav,HousTJ00,pass_rating,,,,,,
player,201011110atl,rav,HousTJ00,rush_att,0,,,,,
player,201011110atl,rav,HousTJ00,rush_yds,0,,,,,
player,201011110atl,rav,HousTJ00,rush_td,0,,,,,
player,201011110atl,rav,HousTJ00,rush_long,0,,,,,
player,201011110atl,rav,HousTJ00,targets,6,,,,,
player,201011110atl,rav,HousTJ00,rec,2,,,,,
player,201011110atl,rav,HousTJ00,rec_yds,14,,,,,
player,201011110atl,rav,HousTJ00,rec_td,0,,,,,
player,201011110atl,rav,HousTJ00,rec_long,8,,,,,
player,201011110atl,rav,HousTJ00,fumbles,1,,,,,
player,201011110atl,rav,HousTJ00,fumbles_lost,0,,,,,
player,201011110atl,rav,DickEd00,pass_cmp,0,,,,,
player,201011110atl,rav,DickEd00,pass_att,0,,,,,
player,201011110atl,rav,DickEd00,pass_yds,0,,,,,
player,201011110atl,rav,DickEd00,pass_td,0,,,,,
player,201011110atl,rav,DickEd00,pass_int,0,,,,,
player,201011110atl,rav,DickEd00,pass_sacked,,,,,,
player,201011110atl,rav,DickEd00,pass_sacked_yds,,,,,,
player,201011110atl,rav,DickEd00,pass_long,0,,,,,
player,201011110atl,rav,DickEd00,pass_rating,,,,,,
player,201011110atl,rav,DickEd00,rush_att,0,,,,,
player,201011110atl,rav,DickEd00,rush_yds,0,,,,,
player,201011110atl,rav,DickEd00,rush_td,0,,,,,
player,201011110atl,rav,DickEd00,rush_long,0,,,,,
player,201011110atl,rav,DickEd00,targets,1,,,,,
player,201011110atl,rav,DickEd00,rec,1,,,,,
player,201011110atl,rav,DickEd00,rec_yds,4,,,,,
player,201011110atl,rav,DickEd00,rec_td,0,,,,,
player,201011110atl,rav,DickEd00,rec_long,4,,,,,
player,201011110atl,rav,DickEd00,fumbles,0,,,,,
player,201011110atl,rav,DickEd00,fumbles_lost,,,,,,
player,201011110atl,atl,RyanMa00,pass_cmp,32,,,,,
player,201011110atl,atl,RyanMa00,pass_att,50,,,,,
player,201011110atl,atl,RyanMa00,pass_yds,316,,,,,
player,201011110atl,atl,RyanMa00,pass_td,3,,,,,
player,201011110atl,atl,RyanMa00,pass_int,0,,,,,
player,201011110atl,atl,RyanMa00,pass_sacked,2,,,,,
player,201011110atl,atl,RyanMa00,pass_sacked_yds,14,,,,,
player,201011110atl,atl,RyanMa00,pass_long,33,,,,,
player,201011110atl,atl,RyanMa00,pass_rating,101.7,,,,,
player,201011110atl,atl,RyanMa00,rush_att,1,,,,,
player,201011110atl,atl,RyanMa00,rush_yds,5,,,,,
player,201011110atl,atl,RyanMa00,rush_td,0,,,,,
player,201011110atl,atl,RyanMa00,rush_long,5,,,,,
player,201011110atl,atl,RyanMa00,targets,0,,,,,
player,201011110atl,atl,RyanMa00,rec,0,,,,,
player,201011110atl,atl,RyanMa00,rec_yds,0,,,,,
player,201011110atl,atl,RyanMa00,rec_td,0,,,,,
player,201011110atl,atl,RyanMa00,rec_long,0,,,,,
player,201011110atl,atl,RyanMa00,fumbles,0,,,,,
player,201011110atl,atl,RyanMa00,fumbles_lost,,,,,,
player,201011110atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201011110atl,atl,TurnMi00,pass_att,0,,,,,
player,201011110atl,atl,TurnMi00,pass_yds,0,,,,,
player,201011110atl,atl,TurnMi00,pass_td,0,,,,,
player,201011110atl,atl,TurnMi00,pass_int,0,,,,,
player,201011110atl,atl,TurnMi00,pass_sacked,,,,,,
player,201011110atl,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201011110atl,atl,TurnMi00,pass_long,0,,,,,
player,201011110atl,atl,TurnMi00,pass_rating,,,,,,
player,201011110atl,atl,TurnMi00,rush_att,17,,,,,
player,201011110atl,atl,TurnMi00,rush_yds,39,,,,,
player,201011110atl,atl,TurnMi00,rush_td,0,,,,,
player,201011110atl,atl,TurnMi00,rush_long,8,,,,,
player,201011110atl,atl,TurnMi00,targets,0,,,,,
player,201011110atl,atl,TurnMi00,rec,0,,,,,
player,201011110atl,atl,TurnMi00,rec_yds,0,,,,,
player,201011110atl,atl,TurnMi00,rec_td,0,,,,,
player,201011110atl,atl,TurnMi00,rec_long,0,,,,,
player,201011110atl,atl,TurnMi00,fumbles,0,,,,,
player,201011110atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201011110atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201011110atl,atl,SnelJa00,pass_att,0,,,,,
player,201011110atl,atl,SnelJa00,pass_yds,0,,,,,
player,201011110atl,atl,SnelJa00,pass_td,0,,,,,
player,201011110atl,atl,SnelJa00,pass_int,0,,,,,
player,201011110atl,atl,SnelJa00,pass_sacked,,,,,,
player,201011110atl,atl,SnelJa00,pass_sacked_yds,,,,,,
player,201011110atl,atl,SnelJa00,pass_long,0,,,,,
player,201011110atl,atl,SnelJa00,pass_rating,,,,,,
player,201011110atl,atl,SnelJa00,rush_att,3,,,,,
player,201011110atl,atl,SnelJa00,rush_yds,11,,,,,
player,201011110atl,atl,SnelJa00,rush_td,0,,,,,
player,201011110atl,atl,SnelJa00,rush_long,5,,,,,
player,201011110atl,atl,SnelJa00,targets,7,,,,,
player,201011110atl,atl,SnelJa00,rec,6,,,,,
player,201011110atl,atl,SnelJa00,rec_yds,56,,,,,
player,201011110atl,atl,SnelJa00,rec_td,1,,,,,
player,201011110atl,atl,SnelJa00,rec_long,28,,,,,
player,201011110atl,atl,SnelJa00,fumbles,0,,,,,
player,201011110atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201011110atl,atl,MughOv00,pass_cmp,0,,,,,
player,201011110atl,atl,MughOv00,pass_att,0,,,,,
player,201011110atl,atl,MughOv00,pass_yds,0,,,,,
player,201011110atl,atl,MughOv00,pass_td,0,,,,,
player,201011110atl,atl,MughOv00,pass_int,0,,,,,
player,201011110atl,atl,MughOv00,pass_sacked,,,,,,
player,201011110atl,atl,MughOv00,pass_sacked_yds,,,,,,
player,201011110atl,atl,MughOv00,pass_long,0,,,,,
player,201011110atl,atl,MughOv00,pass_rating,,,,,,
player,201011110atl,atl,MughOv00,rush_att,2,,,,,
player,201011110atl,atl,MughOv00,rush_yds,5,,,,,
player,201011110atl,atl,MughOv00,rush_td,0,,,,,
player,201011110atl,atl,MughOv00,rush_long,3,,,,,
player,201011110atl,atl,MughOv00,targets,1,,,,,
player,201011110atl,atl,MughOv00,rec,1,,,,,
player,201011110atl,atl,MughOv00,rec_yds,2,,,,,
player,201011110atl,atl,MughOv00,rec_td,0,,,,,
player,201011110atl,atl,MughOv00,rec_long,2,,,,,
player,201011110atl,atl,MughOv00,fumbles,0,,,,,
player,201011110atl,atl,MughOv00,fumbles_lost,,,,,,
player,201011110atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201011110atl,atl,WhitRo00,pass_att,0,,,,,
player,201011110atl,atl,WhitRo00,pass_yds,0,,,,,
player,201011110atl,atl,WhitRo00,pass_td,0,,,,,
player,201011110atl,atl,WhitRo00,pass_int,0,,,,,
player,201011110atl,atl,WhitRo00,pass_sacked,,,,,,
player,201011110atl,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201011110atl,atl,WhitRo00,pass_long,0,,,,,
player,201011110atl,atl,WhitRo00,pass_rating,,,,,,
player,201011110atl,atl,WhitRo00,rush_att,0,,,,,
player,201011110atl,atl,WhitRo00,rush_yds,0,,,,,
player,201011110atl,atl,WhitRo00,rush_td,0,,,,,
player,201011110atl,atl,WhitRo00,rush_long,0,,,,,
player,201011110atl,atl,WhitRo00,targets,17,,,,,
player,201011110atl,atl,WhitRo00,rec,12,,,,,
player,201011110atl,atl,WhitRo00,rec_yds,138,,,,,
player,201011110atl,atl,WhitRo00,rec_td,2,,,,,
player,201011110atl,atl,WhitRo00,rec_long,33,,,,,
player,201011110atl,atl,WhitRo00,fumbles,0,,,,,
player,201011110atl,atl,WhitRo00,fumbles_lost,,,,,,
player,201011110atl,atl,JenkMi00,pass_cmp,0,,,,,
player,201011110atl,atl,JenkMi00,pass_att,0,,,,,
player,201011110atl,atl,JenkMi00,pass_yds,0,,,,,
player,201011110atl,atl,JenkMi00,pass_td,0,,,,,
player,201011110atl,atl,JenkMi00,pass_int,0,,,,,
player,201011110atl,atl,JenkMi00,pass_sacked,,,,,,
player,201011110atl,atl,JenkMi00,pass_sacked_yds,,,,,,
player,201011110atl,atl,JenkMi00,pass_long,0,,,,,
player,201011110atl,atl,JenkMi00,pass_rating,,,,,,
player,201011110atl,atl,JenkMi00,rush_att,0,,,,,
player,201011110atl,atl,JenkMi00,rush_yds,0,,,,,
player,201011110atl,atl,JenkMi00,rush_td,0,,,,,
player,201011110atl,atl,JenkMi00,rush_long,0,,,,,
player,201011110atl,atl,JenkMi00,targets,10,,,,,
player,201011110atl,atl,JenkMi00,rec,5,,,,,
player,201011110atl,atl,JenkMi00,rec_yds,48,,,,,
player,201011110atl,atl,JenkMi00,rec_td,0,,,,,
player,201011110atl,atl,JenkMi00,rec_long,24,,,,,
player,201011110atl,atl,JenkMi00,fumbles,0,,,,,
player,201011110atl,atl,JenkMi00,fumbles_lost,,,,,,
player,201011110atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201011110atl,atl,GonzTo00,pass_att,0,,,,,
player,201011110atl,atl,GonzTo00,pass_yds,0,,,,,
player,201011110atl,atl,GonzTo00,pass_td,0,,,,,
player,201011110atl,atl,GonzTo00,pass_int,0,,,,,
player,201011110atl,atl,GonzTo00,pass_sacked,,,,,,
player,201011110atl,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201011110atl,atl,GonzTo00,pass_long,0,,,,,
player,201011110atl,atl,GonzTo00,pass_rating,,,,,,
player,201011110atl,atl,GonzTo00,rush_att,0,,,,,
player,201011110atl,atl,GonzTo00,rush_yds,0,,,,,
player,201011110atl,atl,GonzTo00,rush_td,0,,,,,
player,201011110atl,atl,GonzTo00,rush_long,0,,,,,
player,201011110atl,atl,GonzTo00,targets,5,,,,,
player,201011110atl,atl,GonzTo00,rec,4,,,,,
player,201011110atl,atl,GonzTo00,rec_yds,38,,,,,
player,201011110atl,atl,GonzTo00,rec_td,0,,,,,
player,201011110atl,atl,GonzTo00,rec_long,14,,,,,
player,201011110atl,atl,GonzTo00,fumbles,0,,,,,
player,201011110atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201011110atl,atl,FinnBr00,pass_cmp,0,,,,,
player,201011110atl,atl,FinnBr00,pass_att,0,,,,,
player,201011110atl,atl,FinnBr00,pass_yds,0,,,,,
player,201011110atl,atl,FinnBr00,pass_td,0,,,,,
player,201011110atl,atl,FinnBr00,pass_int,0,,,,,
player,201011110atl,atl,FinnBr00,pass_sacked,,,,,,
player,201011110atl,atl,FinnBr00,pass_sacked_yds,,,,,,
player,201011110atl,atl,FinnBr00,pass_long,0,,,,,
player,201011110atl,atl,FinnBr00,pass_rating,,,,,,
player,201011110atl,atl,FinnBr00,rush_att,0,,,,,
player,201011110atl,atl,FinnBr00,rush_yds,0,,,,,
player,201011110atl,atl,FinnBr00,rush_td,0,,,,,
player,201011110atl,atl,FinnBr00,rush_long,0,,,,,
player,201011110atl,atl,FinnBr00,targets,3,,,,,
player,201011110atl,atl,FinnBr00,rec,2,,,,,
player,201011110atl,atl,FinnBr00,rec_yds,16,,,,,
player,201011110atl,atl,FinnBr00,rec_td,0,,,,,
player,201011110atl,atl,FinnBr00,rec_long,9,,,,,
player,201011110atl,atl,FinnBr00,fumbles,0,,,,,
player,201011110atl,atl,FinnBr00,fumbles_lost,,,,,,
player,201011110atl,atl,DougHa00,pass_cmp,0,,,,,
player,201011110atl,atl,DougHa00,pass_att,0,,,,,
player,201011110atl,atl,DougHa00,pass_yds,0,,,,,
player,201011110atl,atl,DougHa00,pass_td,0,,,,,
player,201011110atl,atl,DougHa00,pass_int,0,,,,,
player,201011110atl,atl,DougHa00,pass_sacked,,,,,,
player,201011110atl,atl,DougHa00,pass_sacked_yds,,,,,,
player,201011110atl,atl,DougHa00,pass_long,0,,,,,
player,201011110atl,atl,DougHa00,pass_rating,,,,,,
player,201011110atl,atl,DougHa00,rush_att,0,,,,,
player,201011110atl,atl,DougHa00,rush_yds,0,,,,,
player,201011110atl,atl,DougHa00,rush_td,0,,,,,
player,201011110atl,atl,DougHa00,rush_long,0,,,,,
player,201011110atl,atl,DougHa00,targets,4,,,,,
player,201011110atl,atl,DougHa00,rec,1,,,,,
player,201011110atl,atl,DougHa00,rec_yds,12,,,,,
player,201011110atl,atl,DougHa00,rec_td,0,,,,,
player,201011110atl,atl,DougHa00,rec_long,12,,,,,
player,201011110atl,atl,DougHa00,fumbles,0,,,,,
player,201011110atl,atl,DougHa00,fumbles_lost,,,,,,
player,201011110atl,atl,PalmMi00,pass_cmp,0,,,,,
player,201011110atl,atl,PalmMi00,pass_att,0,,,,,
player,201011110atl,atl,PalmMi00,pass_yds,0,,,,,
player,201011110atl,atl,PalmMi00,pass_td,0,,,,,
player,201011110atl,atl,PalmMi00,pass_int,0,,,,,
player,201011110atl,atl,PalmMi00,pass_sacked,,,,,,
player,201011110atl,atl,PalmMi00,pass_sacked_yds,,,,,,
player,201011110atl,atl,PalmMi00,pass_long,0,,,,,
player,201011110atl,atl,PalmMi00,pass_rating,,,,,,
player,201011110atl,atl,PalmMi00,rush_att,0,,,,,
player,201011110atl,atl,PalmMi00,rush_yds,0,,,,,
player,201011110atl,atl,PalmMi00,rush_td,0,,,,,
player,201011110atl,atl,PalmMi00,rush_long,0,,,,,
player,201011110atl,atl,PalmMi00,targets,2,,,,,
player,201011110atl,atl,PalmMi00,rec,1,,,,,
player,201011110atl,atl,PalmMi00,rec_yds,6,,,,,
player,201011110atl,atl,PalmMi00,rec_td,0,,,,,
player,201011110atl,atl,PalmMi00,rec_long,6,,,,,
player,201011110atl,atl,PalmMi00,fumbles,0,,,,,
player,201011110atl,atl,PalmMi00,fumbles_lost,,,,,,
player,201011110atl,rav,SuggTe99,def_int,0,,,,,
player,201011110atl,rav,SuggTe99,def_int_yds,0,,,,,
player,201011110atl,rav,SuggTe99,def_int_td,0,,,,,
player,201011110atl,rav,SuggTe99,def_int_long,0,,,,,
player,201011110atl,rav,SuggTe99,pass_defended,0,,,,,
player,201011110atl,rav,SuggTe99,sacks,2.0,,,,,
player,201011110atl,rav,SuggTe99,tackles_combined,4,,,,,
player,201011110atl,rav,SuggTe99,tackles_solo,4,,,,,
player,201011110atl,rav,SuggTe99,tackles_assists,0,,,,,
player,201011110atl,rav,SuggTe99,tackles_loss,2,,,,,
player,201011110atl,rav,SuggTe99,qb_hits,4,,,,,
player,201011110atl,rav,SuggTe99,fumbles_rec,0,,,,,
player,201011110atl,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201011110atl,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201011110atl,rav,SuggTe99,fumbles_forced,0,,,,,
player,201011110atl,rav,WilsJo99,def_int,0,,,,,
player,201011110atl,rav,WilsJo99,def_int_yds,0,,,,,
player,201011110atl,rav,WilsJo99,def_int_td,0,,,,,
player,201011110atl,rav,WilsJo99,def_int_long,0,,,,,
player,201011110atl,rav,WilsJo99,pass_defended,0,,,,,
player,201011110atl,rav,WilsJo99,sacks,0.0,,,,,
player,201011110atl,rav,WilsJo99,tackles_combined,7,,,,,
player,201011110atl,rav,WilsJo99,tackles_solo,6,,,,,
player,201011110atl,rav,WilsJo99,tackles_assists,1,,,,,
player,201011110atl,rav,WilsJo99,tackles_loss,1,,,,,
player,201011110atl,rav,WilsJo99,qb_hits,0,,,,,
player,201011110atl,rav,WilsJo99,fumbles_rec,0,,,,,
player,201011110atl,rav,WilsJo99,fumbles_rec_yds,0,,,,,
player,201011110atl,rav,WilsJo99,fumbles_rec_td,0,,,,,
player,201011110atl,rav,WilsJo99,fumbles_forced,0,,,,,
player,201011110atl,rav,JohnJa23,def_int,0,,,,,
player,201011110atl,rav,JohnJa23,def_int_yds,0,,,,,
player,201011110atl,rav,JohnJa23,def_int_td,0,,,,,
player,201011110atl,rav,JohnJa23,def_int_long,0,,,,,
