game,2010,2,20100919,201009190min,mia,"Miami Dolphins",14,min,"Minnesota Vikings",10
player,201009190min,mia,PoliLo00,rush_td,0,,,,,
player,201009190min,mia,PoliLo00,rush_long,4,,,,,
player,201009190min,mia,PoliLo00,targets,1,,,,,
player,201009190min,mia,PoliLo00,rec,0,,,,,
player,201009190min,mia,PoliLo00,rec_yds,0,,,,,
player,201009190min,mia,PoliLo00,rec_td,0,,,,,
player,201009190min,mia,PoliLo00,rec_long,0,,,,,
player,201009190min,mia,PoliLo00,fumbles,0,,,,,
player,201009190min,mia,PoliLo00,fumbles_lost,,,,,,
player,201009190min,mia,MarsBr00,pass_cmp,0,,,,,
player,201009190min,mia,MarsBr00,pass_att,0,,,,,
player,201009190min,mia,MarsBr00,pass_yds,0,,,,,
player,201009190min,mia,MarsBr00,pass_td,0,,,,,
player,201009190min,mia,MarsBr00,pass_int,0,,,,,
player,201009190min,mia,MarsBr00,pass_sacked,0,,,,,
player,201009190min,mia,MarsBr00,pass_sacked_yds,,,,,,
player,201009190min,mia,MarsBr00,pass_long,0,,,,,
player,201009190min,mia,MarsBr00,pass_rating,,,,,,
player,201009190min,mia,MarsBr00,rush_att,0,,,,,
player,201009190min,mia,MarsBr00,rush_yds,0,,,,,
player,201009190min,mia,MarsBr00,rush_td,0,,,,,
player,201009190min,mia,MarsBr00,rush_long,0,,,,,
player,201009190min,mia,MarsBr00,targets,8,,,,,
player,201009190min,mia,MarsBr00,rec,4,,,,,
player,201009190min,mia,MarsBr00,rec_yds,71,,,,,
player,201009190min,mia,MarsBr00,rec_td,0,,,,,
player,201009190min,mia,MarsBr00,rec_long,46,,,,,
player,201009190min,mia,MarsBr00,fumbles,0,,,,,
player,201009190min,mia,MarsBr00,fumbles_lost,,,,,,
player,201009190min,mia,HartBr00,pass_cmp,0,,,,,
player,201009190min,mia,HartBr00,pass_att,0,,,,,
player,201009190min,mia,HartBr00,pass_yds,0,,,,,
player,201009190min,mia,HartBr00,pass_td,0,,,,,
player,201009190min,mia,HartBr00,pass_int,0,,,,,
player,201009190min,mia,HartBr00,pass_sacked,,,,,,
player,201009190min,mia,HartBr00,pass_sacked_yds,,,,,,
player,201009190min,mia,HartBr00,pass_long,0,,,,,
player,201009190min,mia,HartBr00,pass_rating,,,,,,
player,201009190min,mia,HartBr00,rush_att,0,,,,,
player,201009190min,mia,HartBr00,rush_yds,0,,,,,
player,201009190min,mia,HartBr00,rush_td,0,,,,,
player,201009190min,mia,HartBr00,rush_long,0,,,,,
player,201009190min,mia,HartBr00,targets,3,,,,,
player,201009190min,mia,HartBr00,rec,3,,,,,
player,201009190min,mia,HartBr00,rec_yds,28,,,,,
player,201009190min,mia,HartBr00,rec_td,1,,,,,
player,201009190min,mia,HartBr00,rec_long,19,,,,,
player,201009190min,mia,HartBr00,fumbles,0,,,,,
player,201009190min,mia,HartBr00,fumbles_lost,,,,,,
player,201009190min,mia,BessDa00,pass_cmp,0,,,,,
player,201009190min,mia,BessDa00,pass_att,0,,,,,
player,201009190min,mia,BessDa00,pass_yds,0,,,,,
player,201009190min,mia,BessDa00,pass_td,0,,,,,
player,201009190min,mia,BessDa00,pass_int,0,,,,,
player,201009190min,mia,BessDa00,pass_sacked,,,,,,
player,201009190min,mia,BessDa00,pass_sacked_yds,,,,,,
player,201009190min,mia,BessDa00,pass_long,0,,,,,
player,201009190min,mia,BessDa00,pass_rating,,,,,,
player,201009190min,mia,BessDa00,rush_att,0,,,,,
player,201009190min,mia,BessDa00,rush_yds,0,,,,,
player,201009190min,mia,BessDa00,rush_td,0,,,,,
player,201009190min,mia,BessDa00,rush_long,0,,,,,
player,201009190min,mia,BessDa00,targets,1,,,,,
player,201009190min,mia,BessDa00,rec,1,,,,,
player,201009190min,mia,BessDa00,rec_yds,12,,,,,
player,201009190min,mia,BessDa00,rec_td,0,,,,,
player,201009190min,mia,BessDa00,rec_long,12,,,,,
player,201009190min,mia,BessDa00,fumbles,0,,,,,
player,201009190min,mia,BessDa00,fumbles_lost,,,,,,
player,201009190min,mia,FasaAn00,pass_cmp,,,,,,
player,201009190min,mia,FasaAn00,pass_att,,,,,,
player,201009190min,mia,FasaAn00,pass_yds,,,,,,
player,201009190min,mia,FasaAn00,pass_td,,,,,,
player,201009190min,mia,FasaAn00,pass_int,,,,,,
player,201009190min,mia,FasaAn00,pass_sacked,,,,,,
player,201009190min,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201009190min,mia,FasaAn00,pass_long,,,,,,
player,201009190min,mia,FasaAn00,pass_rating,,,,,,
player,201009190min,mia,FasaAn00,rush_att,,,,,,
player,201009190min,mia,FasaAn00,rush_yds,,,,,,
player,201009190min,mia,FasaAn00,rush_td,,,,,,
player,201009190min,mia,FasaAn00,rush_long,,,,,,
player,201009190min,mia,FasaAn00,targets,1,,,,,
player,201009190min,mia,FasaAn00,rec,0,,,,,
player,201009190min,mia,FasaAn00,rec_yds,0,,,,,
player,201009190min,mia,FasaAn00,rec_td,0,,,,,
player,201009190min,mia,FasaAn00,rec_long,,,,,,
player,201009190min,mia,FasaAn00,fumbles,,,,,,
player,201009190min,mia,FasaAn00,fumbles_lost,,,,,,
player,201009190min,min,FavrBr00,pass_cmp,22,,,,,
player,201009190min,min,FavrBr00,pass_att,36,,,,,
player,201009190min,min,FavrBr00,pass_yds,225,,,,,
player,201009190min,min,FavrBr00,pass_td,0,,,,,
player,201009190min,min,FavrBr00,pass_int,3,,,,,
player,201009190min,min,FavrBr00,pass_sacked,3,,,,,
player,201009190min,min,FavrBr00,pass_sacked_yds,17,,,,,
player,201009190min,min,FavrBr00,pass_long,33,,,,,
player,201009190min,min,FavrBr00,pass_rating,44.3,,,,,
player,201009190min,min,FavrBr00,rush_att,0,,,,,
player,201009190min,min,FavrBr00,rush_yds,0,,,,,
player,201009190min,min,FavrBr00,rush_td,0,,,,,
player,201009190min,min,FavrBr00,rush_long,0,,,,,
player,201009190min,min,FavrBr00,targets,0,,,,,
player,201009190min,min,FavrBr00,rec,0,,,,,
player,201009190min,min,FavrBr00,rec_yds,0,,,,,
player,201009190min,min,FavrBr00,rec_td,0,,,,,
player,201009190min,min,FavrBr00,rec_long,0,,,,,
player,201009190min,min,FavrBr00,fumbles,1,,,,,
player,201009190min,min,FavrBr00,fumbles_lost,1,,,,,
player,201009190min,min,PeteAd01,pass_cmp,0,,,,,
player,201009190min,min,PeteAd01,pass_att,0,,,,,
player,201009190min,min,PeteAd01,pass_yds,0,,,,,
player,201009190min,min,PeteAd01,pass_td,0,,,,,
player,201009190min,min,PeteAd01,pass_int,0,,,,,
player,201009190min,min,PeteAd01,pass_sacked,,,,,,
player,201009190min,min,PeteAd01,pass_sacked_yds,,,,,,
player,201009190min,min,PeteAd01,pass_long,0,,,,,
player,201009190min,min,PeteAd01,pass_rating,,,,,,
player,201009190min,min,PeteAd01,rush_att,28,,,,,
player,201009190min,min,PeteAd01,rush_yds,145,,,,,
player,201009190min,min,PeteAd01,rush_td,1,,,,,
player,201009190min,min,PeteAd01,rush_long,23,,,,,
player,201009190min,min,PeteAd01,targets,8,,,,,
player,201009190min,min,PeteAd01,rec,5,,,,,
player,201009190min,min,PeteAd01,rec_yds,41,,,,,
player,201009190min,min,PeteAd01,rec_td,0,,,,,
player,201009190min,min,PeteAd01,rec_long,16,,,,,
player,201009190min,min,PeteAd01,fumbles,0,,,,,
player,201009190min,min,PeteAd01,fumbles_lost,,,,,,
player,201009190min,min,GerhTo00,pass_cmp,0,,,,,
player,201009190min,min,GerhTo00,pass_att,0,,,,,
player,201009190min,min,GerhTo00,pass_yds,0,,,,,
player,201009190min,min,GerhTo00,pass_td,0,,,,,
player,201009190min,min,GerhTo00,pass_int,0,,,,,
player,201009190min,min,GerhTo00,pass_sacked,,,,,,
player,201009190min,min,GerhTo00,pass_sacked_yds,,,,,,
player,201009190min,min,GerhTo00,pass_long,0,,,,,
player,201009190min,min,GerhTo00,pass_rating,,,,,,
player,201009190min,min,GerhTo00,rush_att,4,,,,,
player,201009190min,min,GerhTo00,rush_yds,10,,,,,
player,201009190min,min,GerhTo00,rush_td,0,,,,,
player,201009190min,min,GerhTo00,rush_long,6,,,,,
player,201009190min,min,GerhTo00,targets,1,,,,,
player,201009190min,min,GerhTo00,rec,1,,,,,
player,201009190min,min,GerhTo00,rec_yds,5,,,,,
player,201009190min,min,GerhTo00,rec_td,0,,,,,
player,201009190min,min,GerhTo00,rec_long,5,,,,,
player,201009190min,min,GerhTo00,fumbles,0,,,,,
player,201009190min,min,GerhTo00,fumbles_lost,,,,,,
player,201009190min,min,TahiNa00,pass_cmp,0,,,,,
player,201009190min,min,TahiNa00,pass_att,0,,,,,
player,201009190min,min,TahiNa00,pass_yds,0,,,,,
player,201009190min,min,TahiNa00,pass_td,0,,,,,
player,201009190min,min,TahiNa00,pass_int,0,,,,,
player,201009190min,min,TahiNa00,pass_sacked,,,,,,
player,201009190min,min,TahiNa00,pass_sacked_yds,,,,,,
player,201009190min,min,TahiNa00,pass_long,0,,,,,
player,201009190min,min,TahiNa00,pass_rating,,,,,,
player,201009190min,min,TahiNa00,rush_att,1,,,,,
player,201009190min,min,TahiNa00,rush_yds,1,,,,,
player,201009190min,min,TahiNa00,rush_td,0,,,,,
player,201009190min,min,TahiNa00,rush_long,1,,,,,
player,201009190min,min,TahiNa00,targets,0,,,,,
player,201009190min,min,TahiNa00,rec,0,,,,,
player,201009190min,min,TahiNa00,rec_yds,0,,,,,
player,201009190min,min,TahiNa00,rec_td,0,,,,,
player,201009190min,min,TahiNa00,rec_long,0,,,,,
player,201009190min,min,TahiNa00,fumbles,0,,,,,
player,201009190min,min,TahiNa00,fumbles_lost,,,,,,
player,201009190min,min,ShiaVi00,pass_cmp,0,,,,,
player,201009190min,min,ShiaVi00,pass_att,0,,,,,
player,201009190min,min,ShiaVi00,pass_yds,0,,,,,
player,201009190min,min,ShiaVi00,pass_td,0,,,,,
player,201009190min,min,ShiaVi00,pass_int,0,,,,,
player,201009190min,min,ShiaVi00,pass_sacked,,,,,,
player,201009190min,min,ShiaVi00,pass_sacked_yds,,,,,,
player,201009190min,min,ShiaVi00,pass_long,0,,,,,
player,201009190min,min,ShiaVi00,pass_rating,,,,,,
player,201009190min,min,ShiaVi00,rush_att,0,,,,,
player,201009190min,min,ShiaVi00,rush_yds,0,,,,,
player,201009190min,min,ShiaVi00,rush_td,0,,,,,
player,201009190min,min,ShiaVi00,rush_long,0,,,,,
player,201009190min,min,ShiaVi00,targets,9,,,,,
player,201009190min,min,ShiaVi00,rec,6,,,,,
player,201009190min,min,ShiaVi00,rec_yds,86,,,,,
player,201009190min,min,ShiaVi00,rec_td,0,,,,,
player,201009190min,min,ShiaVi00,rec_long,33,,,,,
player,201009190min,min,ShiaVi00,fumbles,0,,,,,
player,201009190min,min,ShiaVi00,fumbles_lost,,,,,,
player,201009190min,min,HarvPe00,pass_cmp,0,,,,,
player,201009190min,min,HarvPe00,pass_att,0,,,,,
player,201009190min,min,HarvPe00,pass_yds,0,,,,,
player,201009190min,min,HarvPe00,pass_td,0,,,,,
player,201009190min,min,HarvPe00,pass_int,0,,,,,
player,201009190min,min,HarvPe00,pass_sacked,,,,,,
player,201009190min,min,HarvPe00,pass_sacked_yds,,,,,,
player,201009190min,min,HarvPe00,pass_long,0,,,,,
player,201009190min,min,HarvPe00,pass_rating,,,,,,
player,201009190min,min,HarvPe00,rush_att,0,,,,,
player,201009190min,min,HarvPe00,rush_yds,0,,,,,
player,201009190min,min,HarvPe00,rush_td,0,,,,,
player,201009190min,min,HarvPe00,rush_long,0,,,,,
player,201009190min,min,HarvPe00,targets,7,,,,,
player,201009190min,min,HarvPe00,rec,5,,,,,
player,201009190min,min,HarvPe00,rec_yds,32,,,,,
player,201009190min,min,HarvPe00,rec_td,0,,,,,
player,201009190min,min,HarvPe00,rec_long,13,,,,,
player,201009190min,min,HarvPe00,fumbles,0,,,,,
player,201009190min,min,HarvPe00,fumbles_lost,,,,,,
player,201009190min,min,BerrBe00,pass_cmp,0,,,,,
player,201009190min,min,BerrBe00,pass_att,0,,,,,
player,201009190min,min,BerrBe00,pass_yds,0,,,,,
player,201009190min,min,BerrBe00,pass_td,0,,,,,
player,201009190min,min,BerrBe00,pass_int,0,,,,,
player,201009190min,min,BerrBe00,pass_sacked,,,,,,
player,201009190min,min,BerrBe00,pass_sacked_yds,,,,,,
player,201009190min,min,BerrBe00,pass_long,0,,,,,
player,201009190min,min,BerrBe00,pass_rating,,,,,,
player,201009190min,min,BerrBe00,rush_att,0,,,,,
player,201009190min,min,BerrBe00,rush_yds,0,,,,,
player,201009190min,min,BerrBe00,rush_td,0,,,,,
player,201009190min,min,BerrBe00,rush_long,0,,,,,
player,201009190min,min,BerrBe00,targets,5,,,,,
player,201009190min,min,BerrBe00,rec,2,,,,,
player,201009190min,min,BerrBe00,rec_yds,24,,,,,
player,201009190min,min,BerrBe00,rec_td,0,,,,,
player,201009190min,min,BerrBe00,rec_long,20,,,,,
player,201009190min,min,BerrBe00,fumbles,1,,,,,
player,201009190min,min,BerrBe00,fumbles_lost,0,,,,,
player,201009190min,min,KleiJi00,pass_cmp,0,,,,,
player,201009190min,min,KleiJi00,pass_att,0,,,,,
player,201009190min,min,KleiJi00,pass_yds,0,,,,,
player,201009190min,min,KleiJi00,pass_td,0,,,,,
player,201009190min,min,KleiJi00,pass_int,0,,,,,
player,201009190min,min,KleiJi00,pass_sacked,,,,,,
player,201009190min,min,KleiJi00,pass_sacked_yds,,,,,,
player,201009190min,min,KleiJi00,pass_long,0,,,,,
player,201009190min,min,KleiJi00,pass_rating,,,,,,
player,201009190min,min,KleiJi00,rush_att,0,,,,,
player,201009190min,min,KleiJi00,rush_yds,0,,,,,
player,201009190min,min,KleiJi00,rush_td,0,,,,,
player,201009190min,min,KleiJi00,rush_long,0,,,,,
player,201009190min,min,KleiJi00,targets,1,,,,,
player,201009190min,min,KleiJi00,rec,1,,,,,
player,201009190min,min,KleiJi00,rec_yds,20,,,,,
player,201009190min,min,KleiJi00,rec_td,0,,,,,
player,201009190min,min,KleiJi00,rec_long,20,,,,,
player,201009190min,min,KleiJi00,fumbles,0,,,,,
player,201009190min,min,KleiJi00,fumbles_lost,,,,,,
player,201009190min,min,LewiGr01,pass_cmp,0,,,,,
player,201009190min,min,LewiGr01,pass_att,0,,,,,
player,201009190min,min,LewiGr01,pass_yds,0,,,,,
player,201009190min,min,LewiGr01,pass_td,0,,,,,
player,201009190min,min,LewiGr01,pass_int,0,,,,,
player,201009190min,min,LewiGr01,pass_sacked,,,,,,
player,201009190min,min,LewiGr01,pass_sacked_yds,,,,,,
player,201009190min,min,LewiGr01,pass_long,0,,,,,
player,201009190min,min,LewiGr01,pass_rating,,,,,,
player,201009190min,min,LewiGr01,rush_att,0,,,,,
player,201009190min,min,LewiGr01,rush_yds,0,,,,,
player,201009190min,min,LewiGr01,rush_td,0,,,,,
player,201009190min,min,LewiGr01,rush_long,0,,,,,
player,201009190min,min,LewiGr01,targets,4,,,,,
player,201009190min,min,LewiGr01,rec,1,,,,,
player,201009190min,min,LewiGr01,rec_yds,14,,,,,
player,201009190min,min,LewiGr01,rec_td,0,,,,,
player,201009190min,min,LewiGr01,rec_long,14,,,,,
player,201009190min,min,LewiGr01,fumbles,0,,,,,
player,201009190min,min,LewiGr01,fumbles_lost,,,,,,
player,201009190min,min,CamaGr00,pass_cmp,0,,,,,
player,201009190min,min,CamaGr00,pass_att,0,,,,,
player,201009190min,min,CamaGr00,pass_yds,0,,,,,
player,201009190min,min,CamaGr00,pass_td,0,,,,,
player,201009190min,min,CamaGr00,pass_int,0,,,,,
player,201009190min,min,CamaGr00,pass_sacked,,,,,,
player,201009190min,min,CamaGr00,pass_sacked_yds,,,,,,
player,201009190min,min,CamaGr00,pass_long,0,,,,,
player,201009190min,min,CamaGr00,pass_rating,,,,,,
player,201009190min,min,CamaGr00,rush_att,0,,,,,
player,201009190min,min,CamaGr00,rush_yds,0,,,,,
player,201009190min,min,CamaGr00,rush_td,0,,,,,
player,201009190min,min,CamaGr00,rush_long,0,,,,,
player,201009190min,min,CamaGr00,targets,1,,,,,
player,201009190min,min,CamaGr00,rec,1,,,,,
player,201009190min,min,CamaGr00,rec_yds,3,,,,,
player,201009190min,min,CamaGr00,rec_td,0,,,,,
player,201009190min,min,CamaGr00,rec_long,3,,,,,
player,201009190min,min,CamaGr00,fumbles,0,,,,,
player,201009190min,min,CamaGr00,fumbles_lost,,,,,,
player,201009190min,mia,AlleJa23,def_int,2,,,,,
player,201009190min,mia,AlleJa23,def_int_yds,17,,,,,
player,201009190min,mia,AlleJa23,def_int_td,0,,,,,
player,201009190min,mia,AlleJa23,def_int_long,17,,,,,
player,201009190min,mia,AlleJa23,pass_defended,3,,,,,
player,201009190min,mia,AlleJa23,sacks,0.0,,,,,
player,201009190min,mia,AlleJa23,tackles_combined,10,,,,,
player,201009190min,mia,AlleJa23,tackles_solo,6,,,,,
player,201009190min,mia,AlleJa23,tackles_assists,4,,,,,
player,201009190min,mia,AlleJa23,tackles_loss,0,,,,,
player,201009190min,mia,AlleJa23,qb_hits,0,,,,,
player,201009190min,mia,AlleJa23,fumbles_rec,0,,,,,
player,201009190min,mia,AlleJa23,fumbles_rec_yds,0,,,,,
player,201009190min,mia,AlleJa23,fumbles_rec_td,0,,,,,
player,201009190min,mia,AlleJa23,fumbles_forced,0,,,,,
player,201009190min,mia,DaviVo99,def_int,1,,,,,
player,201009190min,mia,DaviVo99,def_int_yds,0,,,,,
player,201009190min,mia,DaviVo99,def_int_td,0,,,,,
player,201009190min,mia,DaviVo99,def_int_long,0,,,,,
player,201009190min,mia,DaviVo99,pass_defended,2,,,,,
player,201009190min,mia,DaviVo99,sacks,0.0,,,,,
player,201009190min,mia,DaviVo99,tackles_combined,6,,,,,
player,201009190min,mia,DaviVo99,tackles_solo,6,,,,,
player,201009190min,mia,DaviVo99,tackles_assists,0,,,,,
player,201009190min,mia,DaviVo99,tackles_loss,0,,,,,
player,201009190min,mia,DaviVo99,qb_hits,0,,,,,
player,201009190min,mia,DaviVo99,fumbles_rec,0,,,,,
player,201009190min,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201009190min,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201009190min,mia,DaviVo99,fumbles_forced,0,,,,,
player,201009190min,mia,LangKe98,def_int,0,,,,,
player,201009190min,mia,LangKe98,def_int_yds,0,,,,,
player,201009190min,mia,LangKe98,def_int_td,0,,,,,
player,201009190min,mia,LangKe98,def_int_long,0,,,,,
player,201009190min,mia,LangKe98,pass_defended,0,,,,,
player,201009190min,mia,LangKe98,sacks,1.0,,,,,
player,201009190min,mia,LangKe98,tackles_combined,5,,,,,
player,201009190min,mia,LangKe98,tackles_solo,2,,,,,
player,201009190min,mia,LangKe98,tackles_assists,3,,,,,
player,201009190min,mia,LangKe98,tackles_loss,2,,,,,
player,201009190min,mia,LangKe98,qb_hits,1,,,,,
player,201009190min,mia,LangKe98,fumbles_rec,0,,,,,
player,201009190min,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201009190min,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201009190min,mia,LangKe98,fumbles_forced,0,,,,,
player,201009190min,mia,WakeCa00,def_int,0,,,,,
player,201009190min,mia,WakeCa00,def_int_yds,0,,,,,
player,201009190min,mia,WakeCa00,def_int_td,0,,,,,
player,201009190min,mia,WakeCa00,def_int_long,0,,,,,
player,201009190min,mia,WakeCa00,pass_defended,0,,,,,
player,201009190min,mia,WakeCa00,sacks,1.0,,,,,
player,201009190min,mia,WakeCa00,tackles_combined,4,,,,,
player,201009190min,mia,WakeCa00,tackles_solo,2,,,,,
player,201009190min,mia,WakeCa00,tackles_assists,2,,,,,
player,201009190min,mia,WakeCa00,tackles_loss,0,,,,,
player,201009190min,mia,WakeCa00,qb_hits,0,,,,,
player,201009190min,mia,WakeCa00,fumbles_rec,0,,,,,
player,201009190min,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201009190min,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201009190min,mia,WakeCa00,fumbles_forced,1,,,,,
player,201009190min,mia,StarRa20,def_int,0,,,,,
player,201009190min,mia,StarRa20,def_int_yds,0,,,,,
player,201009190min,mia,StarRa20,def_int_td,0,,,,,
player,201009190min,mia,StarRa20,def_int_long,0,,,,,
player,201009190min,mia,StarRa20,pass_defended,1,,,,,
player,201009190min,mia,StarRa20,sacks,1.0,,,,,
player,201009190min,mia,StarRa20,tackles_combined,2,,,,,
player,201009190min,mia,StarRa20,tackles_solo,2,,,,,
player,201009190min,mia,StarRa20,tackles_assists,0,,,,,
player,201009190min,mia,StarRa20,tackles_loss,1,,,,,
player,201009190min,mia,StarRa20,qb_hits,1,,,,,
player,201009190min,mia,StarRa20,fumbles_rec,0,,,,,
player,201009190min,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201009190min,mia,StarRa20,fumbles_forced,0,,,,,
player,201009190min,mia,BellYe20,def_int,0,,,,,
player,201009190min,mia,BellYe20,def_int_yds,0,,,,,
player,201009190min,mia,BellYe20,def_int_td,0,,,,,
player,201009190min,mia,BellYe20,def_int_long,0,,,,,
player,201009190min,mia,BellYe20,pass_defended,0,,,,,
player,201009190min,mia,BellYe20,sacks,0.0,,,,,
player,201009190min,mia,BellYe20,tackles_combined,12,,,,,
player,201009190min,mia,BellYe20,tackles_solo,9,,,,,
player,201009190min,mia,BellYe20,tackles_assists,3,,,,,
player,201009190min,mia,BellYe20,tackles_loss,1,,,,,
player,201009190min,mia,BellYe20,qb_hits,0,,,,,
player,201009190min,mia,BellYe20,fumbles_rec,0,,,,,
player,201009190min,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201009190min,mia,BellYe20,fumbles_forced,0,,,,,
player,201009190min,mia,DansKa20,def_int,0,,,,,
player,201009190min,mia,DansKa20,def_int_yds,0,,,,,
player,201009190min,mia,DansKa20,def_int_td,0,,,,,
player,201009190min,mia,DansKa20,def_int_long,0,,,,,
