game,2010,13,20101202,201012020phi,htx,"Houston Texans",24,phi,"Philadelphia Eagles",34
player,201012020phi,htx,FostAr00,targets,4,,,,,
player,201012020phi,htx,FostAr00,rec,2,,,,,
player,201012020phi,htx,FostAr00,rec_yds,26,,,,,
player,201012020phi,htx,FostAr00,rec_td,1,,,,,
player,201012020phi,htx,FostAr00,rec_long,13,,,,,
player,201012020phi,htx,FostAr00,fumbles,0,,,,,
player,201012020phi,htx,FostAr00,fumbles_lost,,,,,,
player,201012020phi,htx,WardDe01,pass_cmp,0,,,,,
player,201012020phi,htx,WardDe01,pass_att,0,,,,,
player,201012020phi,htx,WardDe01,pass_yds,0,,,,,
player,201012020phi,htx,WardDe01,pass_td,0,,,,,
player,201012020phi,htx,WardDe01,pass_int,0,,,,,
player,201012020phi,htx,WardDe01,pass_sacked,,,,,,
player,201012020phi,htx,WardDe01,pass_sacked_yds,,,,,,
player,201012020phi,htx,WardDe01,pass_long,0,,,,,
player,201012020phi,htx,WardDe01,pass_rating,,,,,,
player,201012020phi,htx,WardDe01,rush_att,2,,,,,
player,201012020phi,htx,WardDe01,rush_yds,15,,,,,
player,201012020phi,htx,WardDe01,rush_td,0,,,,,
player,201012020phi,htx,WardDe01,rush_long,13,,,,,
player,201012020phi,htx,WardDe01,targets,0,,,,,
player,201012020phi,htx,WardDe01,rec,0,,,,,
player,201012020phi,htx,WardDe01,rec_yds,0,,,,,
player,201012020phi,htx,WardDe01,rec_td,0,,,,,
player,201012020phi,htx,WardDe01,rec_long,0,,,,,
player,201012020phi,htx,WardDe01,fumbles,0,,,,,
player,201012020phi,htx,WardDe01,fumbles_lost,,,,,,
player,201012020phi,htx,JohnAn02,pass_cmp,0,,,,,
player,201012020phi,htx,JohnAn02,pass_att,0,,,,,
player,201012020phi,htx,JohnAn02,pass_yds,0,,,,,
player,201012020phi,htx,JohnAn02,pass_td,0,,,,,
player,201012020phi,htx,JohnAn02,pass_int,0,,,,,
player,201012020phi,htx,JohnAn02,pass_sacked,,,,,,
player,201012020phi,htx,JohnAn02,pass_sacked_yds,,,,,,
player,201012020phi,htx,JohnAn02,pass_long,0,,,,,
player,201012020phi,htx,JohnAn02,pass_rating,,,,,,
player,201012020phi,htx,JohnAn02,rush_att,2,,,,,
player,201012020phi,htx,JohnAn02,rush_yds,10,,,,,
player,201012020phi,htx,JohnAn02,rush_td,0,,,,,
player,201012020phi,htx,JohnAn02,rush_long,7,,,,,
player,201012020phi,htx,JohnAn02,targets,9,,,,,
player,201012020phi,htx,JohnAn02,rec,6,,,,,
player,201012020phi,htx,JohnAn02,rec_yds,149,,,,,
player,201012020phi,htx,JohnAn02,rec_td,0,,,,,
player,201012020phi,htx,JohnAn02,rec_long,42,,,,,
player,201012020phi,htx,JohnAn02,fumbles,0,,,,,
player,201012020phi,htx,JohnAn02,fumbles_lost,,,,,,
player,201012020phi,htx,DreeJo00,pass_cmp,0,,,,,
player,201012020phi,htx,DreeJo00,pass_att,0,,,,,
player,201012020phi,htx,DreeJo00,pass_yds,0,,,,,
player,201012020phi,htx,DreeJo00,pass_td,0,,,,,
player,201012020phi,htx,DreeJo00,pass_int,0,,,,,
player,201012020phi,htx,DreeJo00,pass_sacked,,,,,,
player,201012020phi,htx,DreeJo00,pass_sacked_yds,,,,,,
player,201012020phi,htx,DreeJo00,pass_long,0,,,,,
player,201012020phi,htx,DreeJo00,pass_rating,,,,,,
player,201012020phi,htx,DreeJo00,rush_att,0,,,,,
player,201012020phi,htx,DreeJo00,rush_yds,0,,,,,
player,201012020phi,htx,DreeJo00,rush_td,0,,,,,
player,201012020phi,htx,DreeJo00,rush_long,0,,,,,
player,201012020phi,htx,DreeJo00,targets,8,,,,,
player,201012020phi,htx,DreeJo00,rec,5,,,,,
player,201012020phi,htx,DreeJo00,rec_yds,63,,,,,
player,201012020phi,htx,DreeJo00,rec_td,0,,,,,
player,201012020phi,htx,DreeJo00,rec_long,20,,,,,
player,201012020phi,htx,DreeJo00,fumbles,0,,,,,
player,201012020phi,htx,DreeJo00,fumbles_lost,,,,,,
player,201012020phi,htx,WaltKe00,pass_cmp,0,,,,,
player,201012020phi,htx,WaltKe00,pass_att,0,,,,,
player,201012020phi,htx,WaltKe00,pass_yds,0,,,,,
player,201012020phi,htx,WaltKe00,pass_td,0,,,,,
player,201012020phi,htx,WaltKe00,pass_int,0,,,,,
player,201012020phi,htx,WaltKe00,pass_sacked,,,,,,
player,201012020phi,htx,WaltKe00,pass_sacked_yds,,,,,,
player,201012020phi,htx,WaltKe00,pass_long,0,,,,,
player,201012020phi,htx,WaltKe00,pass_rating,,,,,,
player,201012020phi,htx,WaltKe00,rush_att,0,,,,,
player,201012020phi,htx,WaltKe00,rush_yds,0,,,,,
player,201012020phi,htx,WaltKe00,rush_td,0,,,,,
player,201012020phi,htx,WaltKe00,rush_long,0,,,,,
player,201012020phi,htx,WaltKe00,targets,6,,,,,
player,201012020phi,htx,WaltKe00,rec,4,,,,,
player,201012020phi,htx,WaltKe00,rec_yds,33,,,,,
player,201012020phi,htx,WaltKe00,rec_td,0,,,,,
player,201012020phi,htx,WaltKe00,rec_long,14,,,,,
player,201012020phi,htx,WaltKe00,fumbles,0,,,,,
player,201012020phi,htx,WaltKe00,fumbles_lost,,,,,,
player,201012020phi,htx,LeacVo00,pass_cmp,0,,,,,
player,201012020phi,htx,LeacVo00,pass_att,0,,,,,
player,201012020phi,htx,LeacVo00,pass_yds,0,,,,,
player,201012020phi,htx,LeacVo00,pass_td,0,,,,,
player,201012020phi,htx,LeacVo00,pass_int,0,,,,,
player,201012020phi,htx,LeacVo00,pass_sacked,,,,,,
player,201012020phi,htx,LeacVo00,pass_sacked_yds,,,,,,
player,201012020phi,htx,LeacVo00,pass_long,0,,,,,
player,201012020phi,htx,LeacVo00,pass_rating,,,,,,
player,201012020phi,htx,LeacVo00,rush_att,0,,,,,
player,201012020phi,htx,LeacVo00,rush_yds,0,,,,,
player,201012020phi,htx,LeacVo00,rush_td,0,,,,,
player,201012020phi,htx,LeacVo00,rush_long,0,,,,,
player,201012020phi,htx,LeacVo00,targets,1,,,,,
player,201012020phi,htx,LeacVo00,rec,1,,,,,
player,201012020phi,htx,LeacVo00,rec_yds,21,,,,,
player,201012020phi,htx,LeacVo00,rec_td,0,,,,,
player,201012020phi,htx,LeacVo00,rec_long,21,,,,,
player,201012020phi,htx,LeacVo00,fumbles,0,,,,,
player,201012020phi,htx,LeacVo00,fumbles_lost,,,,,,
player,201012020phi,htx,JoneJa03,pass_cmp,0,,,,,
player,201012020phi,htx,JoneJa03,pass_att,0,,,,,
player,201012020phi,htx,JoneJa03,pass_yds,0,,,,,
player,201012020phi,htx,JoneJa03,pass_td,0,,,,,
player,201012020phi,htx,JoneJa03,pass_int,0,,,,,
player,201012020phi,htx,JoneJa03,pass_sacked,,,,,,
player,201012020phi,htx,JoneJa03,pass_sacked_yds,,,,,,
player,201012020phi,htx,JoneJa03,pass_long,0,,,,,
player,201012020phi,htx,JoneJa03,pass_rating,,,,,,
player,201012020phi,htx,JoneJa03,rush_att,0,,,,,
player,201012020phi,htx,JoneJa03,rush_yds,0,,,,,
player,201012020phi,htx,JoneJa03,rush_td,0,,,,,
player,201012020phi,htx,JoneJa03,rush_long,0,,,,,
player,201012020phi,htx,JoneJa03,targets,2,,,,,
player,201012020phi,htx,JoneJa03,rec,2,,,,,
player,201012020phi,htx,JoneJa03,rec_yds,20,,,,,
player,201012020phi,htx,JoneJa03,rec_td,1,,,,,
player,201012020phi,htx,JoneJa03,rec_long,12,,,,,
player,201012020phi,htx,JoneJa03,fumbles,0,,,,,
player,201012020phi,htx,JoneJa03,fumbles_lost,,,,,,
player,201012020phi,htx,AndeDa01,pass_cmp,0,,,,,
player,201012020phi,htx,AndeDa01,pass_att,0,,,,,
player,201012020phi,htx,AndeDa01,pass_yds,0,,,,,
player,201012020phi,htx,AndeDa01,pass_td,0,,,,,
player,201012020phi,htx,AndeDa01,pass_int,0,,,,,
player,201012020phi,htx,AndeDa01,pass_sacked,,,,,,
player,201012020phi,htx,AndeDa01,pass_sacked_yds,,,,,,
player,201012020phi,htx,AndeDa01,pass_long,0,,,,,
player,201012020phi,htx,AndeDa01,pass_rating,,,,,,
player,201012020phi,htx,AndeDa01,rush_att,0,,,,,
player,201012020phi,htx,AndeDa01,rush_yds,0,,,,,
player,201012020phi,htx,AndeDa01,rush_td,0,,,,,
player,201012020phi,htx,AndeDa01,rush_long,0,,,,,
player,201012020phi,htx,AndeDa01,targets,1,,,,,
player,201012020phi,htx,AndeDa01,rec,1,,,,,
player,201012020phi,htx,AndeDa01,rec_yds,17,,,,,
player,201012020phi,htx,AndeDa01,rec_td,0,,,,,
player,201012020phi,htx,AndeDa01,rec_long,17,,,,,
player,201012020phi,htx,AndeDa01,fumbles,0,,,,,
player,201012020phi,htx,AndeDa01,fumbles_lost,,,,,,
player,201012020phi,htx,CaseJa00,pass_cmp,0,,,,,
player,201012020phi,htx,CaseJa00,pass_att,0,,,,,
player,201012020phi,htx,CaseJa00,pass_yds,0,,,,,
player,201012020phi,htx,CaseJa00,pass_td,0,,,,,
player,201012020phi,htx,CaseJa00,pass_int,0,,,,,
player,201012020phi,htx,CaseJa00,pass_sacked,,,,,,
player,201012020phi,htx,CaseJa00,pass_sacked_yds,,,,,,
player,201012020phi,htx,CaseJa00,pass_long,0,,,,,
player,201012020phi,htx,CaseJa00,pass_rating,,,,,,
player,201012020phi,htx,CaseJa00,rush_att,0,,,,,
player,201012020phi,htx,CaseJa00,rush_yds,0,,,,,
player,201012020phi,htx,CaseJa00,rush_td,0,,,,,
player,201012020phi,htx,CaseJa00,rush_long,0,,,,,
player,201012020phi,htx,CaseJa00,targets,3,,,,,
player,201012020phi,htx,CaseJa00,rec,1,,,,,
player,201012020phi,htx,CaseJa00,rec_yds,8,,,,,
player,201012020phi,htx,CaseJa00,rec_td,0,,,,,
player,201012020phi,htx,CaseJa00,rec_long,8,,,,,
player,201012020phi,htx,CaseJa00,fumbles,0,,,,,
player,201012020phi,htx,CaseJa00,fumbles_lost,,,,,,
player,201012020phi,phi,VickMi00,pass_cmp,22,,,,,
player,201012020phi,phi,VickMi00,pass_att,33,,,,,
player,201012020phi,phi,VickMi00,pass_yds,302,,,,,
player,201012020phi,phi,VickMi00,pass_td,2,,,,,
player,201012020phi,phi,VickMi00,pass_int,1,,,,,
player,201012020phi,phi,VickMi00,pass_sacked,1,,,,,
player,201012020phi,phi,VickMi00,pass_sacked_yds,1,,,,,
player,201012020phi,phi,VickMi00,pass_long,40,,,,,
player,201012020phi,phi,VickMi00,pass_rating,103.3,,,,,
player,201012020phi,phi,VickMi00,rush_att,10,,,,,
player,201012020phi,phi,VickMi00,rush_yds,48,,,,,
player,201012020phi,phi,VickMi00,rush_td,1,,,,,
player,201012020phi,phi,VickMi00,rush_long,13,,,,,
player,201012020phi,phi,VickMi00,targets,0,,,,,
player,201012020phi,phi,VickMi00,rec,0,,,,,
player,201012020phi,phi,VickMi00,rec_yds,0,,,,,
player,201012020phi,phi,VickMi00,rec_td,0,,,,,
player,201012020phi,phi,VickMi00,rec_long,0,,,,,
player,201012020phi,phi,VickMi00,fumbles,1,,,,,
player,201012020phi,phi,VickMi00,fumbles_lost,0,,,,,
player,201012020phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201012020phi,phi,McCoLe01,pass_att,0,,,,,
player,201012020phi,phi,McCoLe01,pass_yds,0,,,,,
player,201012020phi,phi,McCoLe01,pass_td,0,,,,,
player,201012020phi,phi,McCoLe01,pass_int,0,,,,,
player,201012020phi,phi,McCoLe01,pass_sacked,,,,,,
player,201012020phi,phi,McCoLe01,pass_sacked_yds,,,,,,
player,201012020phi,phi,McCoLe01,pass_long,0,,,,,
player,201012020phi,phi,McCoLe01,pass_rating,,,,,,
player,201012020phi,phi,McCoLe01,rush_att,12,,,,,
player,201012020phi,phi,McCoLe01,rush_yds,44,,,,,
player,201012020phi,phi,McCoLe01,rush_td,1,,,,,
player,201012020phi,phi,McCoLe01,rush_long,13,,,,,
player,201012020phi,phi,McCoLe01,targets,8,,,,,
player,201012020phi,phi,McCoLe01,rec,8,,,,,
player,201012020phi,phi,McCoLe01,rec_yds,86,,,,,
player,201012020phi,phi,McCoLe01,rec_td,1,,,,,
player,201012020phi,phi,McCoLe01,rec_long,40,,,,,
player,201012020phi,phi,McCoLe01,fumbles,0,,,,,
player,201012020phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201012020phi,phi,HarrJe00,pass_cmp,0,,,,,
player,201012020phi,phi,HarrJe00,pass_att,0,,,,,
player,201012020phi,phi,HarrJe00,pass_yds,0,,,,,
player,201012020phi,phi,HarrJe00,pass_td,0,,,,,
player,201012020phi,phi,HarrJe00,pass_int,0,,,,,
player,201012020phi,phi,HarrJe00,pass_sacked,,,,,,
player,201012020phi,phi,HarrJe00,pass_sacked_yds,,,,,,
player,201012020phi,phi,HarrJe00,pass_long,0,,,,,
player,201012020phi,phi,HarrJe00,pass_rating,,,,,,
player,201012020phi,phi,HarrJe00,rush_att,3,,,,,
player,201012020phi,phi,HarrJe00,rush_yds,20,,,,,
player,201012020phi,phi,HarrJe00,rush_td,0,,,,,
player,201012020phi,phi,HarrJe00,rush_long,14,,,,,
player,201012020phi,phi,HarrJe00,targets,0,,,,,
player,201012020phi,phi,HarrJe00,rec,0,,,,,
player,201012020phi,phi,HarrJe00,rec_yds,0,,,,,
player,201012020phi,phi,HarrJe00,rec_td,0,,,,,
player,201012020phi,phi,HarrJe00,rec_long,0,,,,,
player,201012020phi,phi,HarrJe00,fumbles,0,,,,,
player,201012020phi,phi,HarrJe00,fumbles_lost,,,,,,
player,201012020phi,phi,HallCh00,pass_cmp,0,,,,,
player,201012020phi,phi,HallCh00,pass_att,0,,,,,
player,201012020phi,phi,HallCh00,pass_yds,0,,,,,
player,201012020phi,phi,HallCh00,pass_td,0,,,,,
player,201012020phi,phi,HallCh00,pass_int,0,,,,,
player,201012020phi,phi,HallCh00,pass_sacked,,,,,,
player,201012020phi,phi,HallCh00,pass_sacked_yds,,,,,,
player,201012020phi,phi,HallCh00,pass_long,0,,,,,
player,201012020phi,phi,HallCh00,pass_rating,,,,,,
player,201012020phi,phi,HallCh00,rush_att,3,,,,,
player,201012020phi,phi,HallCh00,rush_yds,3,,,,,
player,201012020phi,phi,HallCh00,rush_td,0,,,,,
player,201012020phi,phi,HallCh00,rush_long,2,,,,,
player,201012020phi,phi,HallCh00,targets,0,,,,,
player,201012020phi,phi,HallCh00,rec,0,,,,,
player,201012020phi,phi,HallCh00,rec_yds,0,,,,,
player,201012020phi,phi,HallCh00,rec_td,0,,,,,
player,201012020phi,phi,HallCh00,rec_long,0,,,,,
player,201012020phi,phi,HallCh00,fumbles,0,,,,,
player,201012020phi,phi,HallCh00,fumbles_lost,,,,,,
player,201012020phi,phi,JackDe00,pass_cmp,0,,,,,
player,201012020phi,phi,JackDe00,pass_att,0,,,,,
player,201012020phi,phi,JackDe00,pass_yds,0,,,,,
player,201012020phi,phi,JackDe00,pass_td,0,,,,,
player,201012020phi,phi,JackDe00,pass_int,0,,,,,
player,201012020phi,phi,JackDe00,pass_sacked,,,,,,
player,201012020phi,phi,JackDe00,pass_sacked_yds,,,,,,
player,201012020phi,phi,JackDe00,pass_long,0,,,,,
player,201012020phi,phi,JackDe00,pass_rating,,,,,,
player,201012020phi,phi,JackDe00,rush_att,1,,,,,
player,201012020phi,phi,JackDe00,rush_yds,0,,,,,
player,201012020phi,phi,JackDe00,rush_td,0,,,,,
player,201012020phi,phi,JackDe00,rush_long,0,,,,,
player,201012020phi,phi,JackDe00,targets,5,,,,,
player,201012020phi,phi,JackDe00,rec,3,,,,,
player,201012020phi,phi,JackDe00,rec_yds,84,,,,,
player,201012020phi,phi,JackDe00,rec_td,0,,,,,
player,201012020phi,phi,JackDe00,rec_long,33,,,,,
player,201012020phi,phi,JackDe00,fumbles,0,,,,,
player,201012020phi,phi,JackDe00,fumbles_lost,,,,,,
player,201012020phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201012020phi,phi,MaclJe00,pass_att,0,,,,,
player,201012020phi,phi,MaclJe00,pass_yds,0,,,,,
player,201012020phi,phi,MaclJe00,pass_td,0,,,,,
player,201012020phi,phi,MaclJe00,pass_int,0,,,,,
player,201012020phi,phi,MaclJe00,pass_sacked,,,,,,
player,201012020phi,phi,MaclJe00,pass_sacked_yds,,,,,,
player,201012020phi,phi,MaclJe00,pass_long,0,,,,,
player,201012020phi,phi,MaclJe00,pass_rating,,,,,,
player,201012020phi,phi,MaclJe00,rush_att,0,,,,,
player,201012020phi,phi,MaclJe00,rush_yds,0,,,,,
player,201012020phi,phi,MaclJe00,rush_td,0,,,,,
player,201012020phi,phi,MaclJe00,rush_long,0,,,,,
player,201012020phi,phi,MaclJe00,targets,8,,,,,
player,201012020phi,phi,MaclJe00,rec,5,,,,,
player,201012020phi,phi,MaclJe00,rec_yds,68,,,,,
player,201012020phi,phi,MaclJe00,rec_td,0,,,,,
player,201012020phi,phi,MaclJe00,rec_long,34,,,,,
player,201012020phi,phi,MaclJe00,fumbles,0,,,,,
player,201012020phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201012020phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201012020phi,phi,CeleBr00,pass_att,0,,,,,
player,201012020phi,phi,CeleBr00,pass_yds,0,,,,,
player,201012020phi,phi,CeleBr00,pass_td,0,,,,,
player,201012020phi,phi,CeleBr00,pass_int,0,,,,,
player,201012020phi,phi,CeleBr00,pass_sacked,,,,,,
player,201012020phi,phi,CeleBr00,pass_sacked_yds,,,,,,
player,201012020phi,phi,CeleBr00,pass_long,0,,,,,
player,201012020phi,phi,CeleBr00,pass_rating,,,,,,
player,201012020phi,phi,CeleBr00,rush_att,0,,,,,
player,201012020phi,phi,CeleBr00,rush_yds,0,,,,,
player,201012020phi,phi,CeleBr00,rush_td,0,,,,,
player,201012020phi,phi,CeleBr00,rush_long,0,,,,,
player,201012020phi,phi,CeleBr00,targets,7,,,,,
player,201012020phi,phi,CeleBr00,rec,4,,,,,
player,201012020phi,phi,CeleBr00,rec_yds,55,,,,,
player,201012020phi,phi,CeleBr00,rec_td,0,,,,,
player,201012020phi,phi,CeleBr00,rec_long,20,,,,,
player,201012020phi,phi,CeleBr00,fumbles,0,,,,,
player,201012020phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201012020phi,phi,SchmOw00,pass_cmp,0,,,,,
player,201012020phi,phi,SchmOw00,pass_att,0,,,,,
player,201012020phi,phi,SchmOw00,pass_yds,0,,,,,
player,201012020phi,phi,SchmOw00,pass_td,0,,,,,
player,201012020phi,phi,SchmOw00,pass_int,0,,,,,
player,201012020phi,phi,SchmOw00,pass_sacked,,,,,,
player,201012020phi,phi,SchmOw00,pass_sacked_yds,,,,,,
player,201012020phi,phi,SchmOw00,pass_long,0,,,,,
player,201012020phi,phi,SchmOw00,pass_rating,,,,,,
player,201012020phi,phi,SchmOw00,rush_att,0,,,,,
player,201012020phi,phi,SchmOw00,rush_yds,0,,,,,
player,201012020phi,phi,SchmOw00,rush_td,0,,,,,
player,201012020phi,phi,SchmOw00,rush_long,0,,,,,
player,201012020phi,phi,SchmOw00,targets,1,,,,,
player,201012020phi,phi,SchmOw00,rec,1,,,,,
player,201012020phi,phi,SchmOw00,rec_yds,5,,,,,
player,201012020phi,phi,SchmOw00,rec_td,1,,,,,
player,201012020phi,phi,SchmOw00,rec_long,5,,,,,
player,201012020phi,phi,SchmOw00,fumbles,0,,,,,
player,201012020phi,phi,SchmOw00,fumbles_lost,,,,,,
player,201012020phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201012020phi,phi,AvanJa00,pass_att,0,,,,,
player,201012020phi,phi,AvanJa00,pass_yds,0,,,,,
player,201012020phi,phi,AvanJa00,pass_td,0,,,,,
player,201012020phi,phi,AvanJa00,pass_int,0,,,,,
player,201012020phi,phi,AvanJa00,pass_sacked,,,,,,
player,201012020phi,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201012020phi,phi,AvanJa00,pass_long,0,,,,,
player,201012020phi,phi,AvanJa00,pass_rating,,,,,,
player,201012020phi,phi,AvanJa00,rush_att,0,,,,,
player,201012020phi,phi,AvanJa00,rush_yds,0,,,,,
player,201012020phi,phi,AvanJa00,rush_td,0,,,,,
player,201012020phi,phi,AvanJa00,rush_long,0,,,,,
player,201012020phi,phi,AvanJa00,targets,3,,,,,
player,201012020phi,phi,AvanJa00,rec,1,,,,,
player,201012020phi,phi,AvanJa00,rec_yds,4,,,,,
player,201012020phi,phi,AvanJa00,rec_td,0,,,,,
player,201012020phi,phi,AvanJa00,rec_long,4,,,,,
player,201012020phi,phi,AvanJa00,fumbles,0,,,,,
player,201012020phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201012020phi,htx,AlleJa23,def_int,1,,,,,
player,201012020phi,htx,AlleJa23,def_int_yds,0,,,,,
player,201012020phi,htx,AlleJa23,def_int_td,0,,,,,
player,201012020phi,htx,AlleJa23,def_int_long,0,,,,,
player,201012020phi,htx,AlleJa23,pass_defended,1,,,,,
player,201012020phi,htx,AlleJa23,sacks,0.0,,,,,
player,201012020phi,htx,AlleJa23,tackles_combined,9,,,,,
player,201012020phi,htx,AlleJa23,tackles_solo,9,,,,,
player,201012020phi,htx,AlleJa23,tackles_assists,0,,,,,
player,201012020phi,htx,AlleJa23,tackles_loss,0,,,,,
player,201012020phi,htx,AlleJa23,qb_hits,0,,,,,
player,201012020phi,htx,AlleJa23,fumbles_rec,0,,,,,
player,201012020phi,htx,AlleJa23,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,AlleJa23,fumbles_rec_td,0,,,,,
player,201012020phi,htx,AlleJa23,fumbles_forced,0,,,,,
player,201012020phi,htx,PollBe20,def_int,0,,,,,
player,201012020phi,htx,PollBe20,def_int_yds,0,,,,,
player,201012020phi,htx,PollBe20,def_int_td,0,,,,,
player,201012020phi,htx,PollBe20,def_int_long,0,,,,,
player,201012020phi,htx,PollBe20,pass_defended,1,,,,,
player,201012020phi,htx,PollBe20,sacks,1.0,,,,,
player,201012020phi,htx,PollBe20,tackles_combined,5,,,,,
player,201012020phi,htx,PollBe20,tackles_solo,5,,,,,
player,201012020phi,htx,PollBe20,tackles_assists,0,,,,,
player,201012020phi,htx,PollBe20,tackles_loss,1,,,,,
player,201012020phi,htx,PollBe20,qb_hits,2,,,,,
player,201012020phi,htx,PollBe20,fumbles_rec,0,,,,,
player,201012020phi,htx,PollBe20,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,PollBe20,fumbles_rec_td,0,,,,,
player,201012020phi,htx,PollBe20,fumbles_forced,0,,,,,
player,201012020phi,htx,CushBr99,def_int,0,,,,,
player,201012020phi,htx,CushBr99,def_int_yds,0,,,,,
player,201012020phi,htx,CushBr99,def_int_td,0,,,,,
player,201012020phi,htx,CushBr99,def_int_long,0,,,,,
player,201012020phi,htx,CushBr99,pass_defended,0,,,,,
player,201012020phi,htx,CushBr99,sacks,0.0,,,,,
player,201012020phi,htx,CushBr99,tackles_combined,6,,,,,
player,201012020phi,htx,CushBr99,tackles_solo,5,,,,,
player,201012020phi,htx,CushBr99,tackles_assists,1,,,,,
player,201012020phi,htx,CushBr99,tackles_loss,0,,,,,
player,201012020phi,htx,CushBr99,qb_hits,0,,,,,
player,201012020phi,htx,CushBr99,fumbles_rec,0,,,,,
player,201012020phi,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,CushBr99,fumbles_forced,0,,,,,
player,201012020phi,htx,BentKe20,def_int,0,,,,,
player,201012020phi,htx,BentKe20,def_int_yds,0,,,,,
player,201012020phi,htx,BentKe20,def_int_td,0,,,,,
player,201012020phi,htx,BentKe20,def_int_long,0,,,,,
player,201012020phi,htx,BentKe20,pass_defended,0,,,,,
player,201012020phi,htx,BentKe20,sacks,0.0,,,,,
player,201012020phi,htx,BentKe20,tackles_combined,4,,,,,
player,201012020phi,htx,BentKe20,tackles_solo,3,,,,,
player,201012020phi,htx,BentKe20,tackles_assists,1,,,,,
player,201012020phi,htx,BentKe20,tackles_loss,0,,,,,
