game,2010,4,20101003,201010030cle,cin,"Cincinnati Bengals",20,cle,"Cleveland Browns",23
player,201010030cle,cin,JohnCh01,rec_td,0,,,,,
player,201010030cle,cin,JohnCh01,rec_long,42,,,,,
player,201010030cle,cin,JohnCh01,fumbles,0,,,,,
player,201010030cle,cin,JohnCh01,fumbles_lost,,,,,,
player,201010030cle,cin,GresJe00,pass_cmp,0,,,,,
player,201010030cle,cin,GresJe00,pass_att,0,,,,,
player,201010030cle,cin,GresJe00,pass_yds,0,,,,,
player,201010030cle,cin,GresJe00,pass_td,0,,,,,
player,201010030cle,cin,GresJe00,pass_int,0,,,,,
player,201010030cle,cin,GresJe00,pass_sacked,,,,,,
player,201010030cle,cin,GresJe00,pass_sacked_yds,,,,,,
player,201010030cle,cin,GresJe00,pass_long,0,,,,,
player,201010030cle,cin,GresJe00,pass_rating,,,,,,
player,201010030cle,cin,GresJe00,rush_att,0,,,,,
player,201010030cle,cin,GresJe00,rush_yds,0,,,,,
player,201010030cle,cin,GresJe00,rush_td,0,,,,,
player,201010030cle,cin,GresJe00,rush_long,0,,,,,
player,201010030cle,cin,GresJe00,targets,6,,,,,
player,201010030cle,cin,GresJe00,rec,5,,,,,
player,201010030cle,cin,GresJe00,rec_yds,35,,,,,
player,201010030cle,cin,GresJe00,rec_td,0,,,,,
player,201010030cle,cin,GresJe00,rec_long,12,,,,,
player,201010030cle,cin,GresJe00,fumbles,0,,,,,
player,201010030cle,cin,GresJe00,fumbles_lost,,,,,,
player,201010030cle,cin,ShipJo00,pass_cmp,0,,,,,
player,201010030cle,cin,ShipJo00,pass_att,0,,,,,
player,201010030cle,cin,ShipJo00,pass_yds,0,,,,,
player,201010030cle,cin,ShipJo00,pass_td,0,,,,,
player,201010030cle,cin,ShipJo00,pass_int,0,,,,,
player,201010030cle,cin,ShipJo00,pass_sacked,,,,,,
player,201010030cle,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201010030cle,cin,ShipJo00,pass_long,0,,,,,
player,201010030cle,cin,ShipJo00,pass_rating,,,,,,
player,201010030cle,cin,ShipJo00,rush_att,0,,,,,
player,201010030cle,cin,ShipJo00,rush_yds,0,,,,,
player,201010030cle,cin,ShipJo00,rush_td,0,,,,,
player,201010030cle,cin,ShipJo00,rush_long,0,,,,,
player,201010030cle,cin,ShipJo00,targets,3,,,,,
player,201010030cle,cin,ShipJo00,rec,2,,,,,
player,201010030cle,cin,ShipJo00,rec_yds,29,,,,,
player,201010030cle,cin,ShipJo00,rec_td,0,,,,,
player,201010030cle,cin,ShipJo00,rec_long,20,,,,,
player,201010030cle,cin,ShipJo00,fumbles,0,,,,,
player,201010030cle,cin,ShipJo00,fumbles_lost,,,,,,
player,201010030cle,cin,CaldAn00,pass_cmp,0,,,,,
player,201010030cle,cin,CaldAn00,pass_att,0,,,,,
player,201010030cle,cin,CaldAn00,pass_yds,0,,,,,
player,201010030cle,cin,CaldAn00,pass_td,0,,,,,
player,201010030cle,cin,CaldAn00,pass_int,0,,,,,
player,201010030cle,cin,CaldAn00,pass_sacked,,,,,,
player,201010030cle,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201010030cle,cin,CaldAn00,pass_long,0,,,,,
player,201010030cle,cin,CaldAn00,pass_rating,,,,,,
player,201010030cle,cin,CaldAn00,rush_att,0,,,,,
player,201010030cle,cin,CaldAn00,rush_yds,0,,,,,
player,201010030cle,cin,CaldAn00,rush_td,0,,,,,
player,201010030cle,cin,CaldAn00,rush_long,0,,,,,
player,201010030cle,cin,CaldAn00,targets,4,,,,,
player,201010030cle,cin,CaldAn00,rec,3,,,,,
player,201010030cle,cin,CaldAn00,rec_yds,15,,,,,
player,201010030cle,cin,CaldAn00,rec_td,0,,,,,
player,201010030cle,cin,CaldAn00,rec_long,7,,,,,
player,201010030cle,cin,CaldAn00,fumbles,0,,,,,
player,201010030cle,cin,CaldAn00,fumbles_lost,,,,,,
player,201010030cle,cin,LeonBr00,pass_cmp,0,,,,,
player,201010030cle,cin,LeonBr00,pass_att,0,,,,,
player,201010030cle,cin,LeonBr00,pass_yds,0,,,,,
player,201010030cle,cin,LeonBr00,pass_td,0,,,,,
player,201010030cle,cin,LeonBr00,pass_int,0,,,,,
player,201010030cle,cin,LeonBr00,pass_sacked,,,,,,
player,201010030cle,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201010030cle,cin,LeonBr00,pass_long,0,,,,,
player,201010030cle,cin,LeonBr00,pass_rating,,,,,,
player,201010030cle,cin,LeonBr00,rush_att,0,,,,,
player,201010030cle,cin,LeonBr00,rush_yds,0,,,,,
player,201010030cle,cin,LeonBr00,rush_td,0,,,,,
player,201010030cle,cin,LeonBr00,rush_long,0,,,,,
player,201010030cle,cin,LeonBr00,targets,3,,,,,
player,201010030cle,cin,LeonBr00,rec,2,,,,,
player,201010030cle,cin,LeonBr00,rec_yds,11,,,,,
player,201010030cle,cin,LeonBr00,rec_td,1,,,,,
player,201010030cle,cin,LeonBr00,rec_long,8,,,,,
player,201010030cle,cin,LeonBr00,fumbles,0,,,,,
player,201010030cle,cin,LeonBr00,fumbles_lost,,,,,,
player,201010030cle,cle,WallSe00,pass_cmp,18,,,,,
player,201010030cle,cle,WallSe00,pass_att,30,,,,,
player,201010030cle,cle,WallSe00,pass_yds,184,,,,,
player,201010030cle,cle,WallSe00,pass_td,1,,,,,
player,201010030cle,cle,WallSe00,pass_int,1,,,,,
player,201010030cle,cle,WallSe00,pass_sacked,1,,,,,
player,201010030cle,cle,WallSe00,pass_sacked_yds,5,,,,,
player,201010030cle,cle,WallSe00,pass_long,24,,,,,
player,201010030cle,cle,WallSe00,pass_rating,74.9,,,,,
player,201010030cle,cle,WallSe00,rush_att,5,,,,,
player,201010030cle,cle,WallSe00,rush_yds,5,,,,,
player,201010030cle,cle,WallSe00,rush_td,0,,,,,
player,201010030cle,cle,WallSe00,rush_long,6,,,,,
player,201010030cle,cle,WallSe00,targets,0,,,,,
player,201010030cle,cle,WallSe00,rec,0,,,,,
player,201010030cle,cle,WallSe00,rec_yds,0,,,,,
player,201010030cle,cle,WallSe00,rec_td,0,,,,,
player,201010030cle,cle,WallSe00,rec_long,0,,,,,
player,201010030cle,cle,WallSe00,fumbles,0,,,,,
player,201010030cle,cle,WallSe00,fumbles_lost,,,,,,
player,201010030cle,cle,HillPe00,pass_cmp,0,,,,,
player,201010030cle,cle,HillPe00,pass_att,0,,,,,
player,201010030cle,cle,HillPe00,pass_yds,0,,,,,
player,201010030cle,cle,HillPe00,pass_td,0,,,,,
player,201010030cle,cle,HillPe00,pass_int,0,,,,,
player,201010030cle,cle,HillPe00,pass_sacked,0,,,,,
player,201010030cle,cle,HillPe00,pass_sacked_yds,,,,,,
player,201010030cle,cle,HillPe00,pass_long,0,,,,,
player,201010030cle,cle,HillPe00,pass_rating,,,,,,
player,201010030cle,cle,HillPe00,rush_att,27,,,,,
player,201010030cle,cle,HillPe00,rush_yds,102,,,,,
player,201010030cle,cle,HillPe00,rush_td,1,,,,,
player,201010030cle,cle,HillPe00,rush_long,24,,,,,
player,201010030cle,cle,HillPe00,targets,3,,,,,
player,201010030cle,cle,HillPe00,rec,2,,,,,
player,201010030cle,cle,HillPe00,rec_yds,8,,,,,
player,201010030cle,cle,HillPe00,rec_td,0,,,,,
player,201010030cle,cle,HillPe00,rec_long,4,,,,,
player,201010030cle,cle,HillPe00,fumbles,0,,,,,
player,201010030cle,cle,HillPe00,fumbles_lost,,,,,,
player,201010030cle,cle,CribJo01,pass_cmp,0,,,,,
player,201010030cle,cle,CribJo01,pass_att,0,,,,,
player,201010030cle,cle,CribJo01,pass_yds,0,,,,,
player,201010030cle,cle,CribJo01,pass_td,0,,,,,
player,201010030cle,cle,CribJo01,pass_int,0,,,,,
player,201010030cle,cle,CribJo01,pass_sacked,0,,,,,
player,201010030cle,cle,CribJo01,pass_sacked_yds,,,,,,
player,201010030cle,cle,CribJo01,pass_long,0,,,,,
player,201010030cle,cle,CribJo01,pass_rating,,,,,,
player,201010030cle,cle,CribJo01,rush_att,3,,,,,
player,201010030cle,cle,CribJo01,rush_yds,9,,,,,
player,201010030cle,cle,CribJo01,rush_td,0,,,,,
player,201010030cle,cle,CribJo01,rush_long,3,,,,,
player,201010030cle,cle,CribJo01,targets,4,,,,,
player,201010030cle,cle,CribJo01,rec,2,,,,,
player,201010030cle,cle,CribJo01,rec_yds,24,,,,,
player,201010030cle,cle,CribJo01,rec_td,0,,,,,
player,201010030cle,cle,CribJo01,rec_long,15,,,,,
player,201010030cle,cle,CribJo01,fumbles,0,,,,,
player,201010030cle,cle,CribJo01,fumbles_lost,,,,,,
player,201010030cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201010030cle,cle,WatsBe00,pass_att,0,,,,,
player,201010030cle,cle,WatsBe00,pass_yds,0,,,,,
player,201010030cle,cle,WatsBe00,pass_td,0,,,,,
player,201010030cle,cle,WatsBe00,pass_int,0,,,,,
player,201010030cle,cle,WatsBe00,pass_sacked,,,,,,
player,201010030cle,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201010030cle,cle,WatsBe00,pass_long,0,,,,,
player,201010030cle,cle,WatsBe00,pass_rating,,,,,,
player,201010030cle,cle,WatsBe00,rush_att,0,,,,,
player,201010030cle,cle,WatsBe00,rush_yds,0,,,,,
player,201010030cle,cle,WatsBe00,rush_td,0,,,,,
player,201010030cle,cle,WatsBe00,rush_long,0,,,,,
player,201010030cle,cle,WatsBe00,targets,10,,,,,
player,201010030cle,cle,WatsBe00,rec,6,,,,,
player,201010030cle,cle,WatsBe00,rec_yds,60,,,,,
player,201010030cle,cle,WatsBe00,rec_td,0,,,,,
player,201010030cle,cle,WatsBe00,rec_long,21,,,,,
player,201010030cle,cle,WatsBe00,fumbles,0,,,,,
player,201010030cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201010030cle,cle,StucCh20,pass_cmp,0,,,,,
player,201010030cle,cle,StucCh20,pass_att,0,,,,,
player,201010030cle,cle,StucCh20,pass_yds,0,,,,,
player,201010030cle,cle,StucCh20,pass_td,0,,,,,
player,201010030cle,cle,StucCh20,pass_int,0,,,,,
player,201010030cle,cle,StucCh20,pass_sacked,,,,,,
player,201010030cle,cle,StucCh20,pass_sacked_yds,,,,,,
player,201010030cle,cle,StucCh20,pass_long,0,,,,,
player,201010030cle,cle,StucCh20,pass_rating,,,,,,
player,201010030cle,cle,StucCh20,rush_att,0,,,,,
player,201010030cle,cle,StucCh20,rush_yds,0,,,,,
player,201010030cle,cle,StucCh20,rush_td,0,,,,,
player,201010030cle,cle,StucCh20,rush_long,0,,,,,
player,201010030cle,cle,StucCh20,targets,7,,,,,
player,201010030cle,cle,StucCh20,rec,5,,,,,
player,201010030cle,cle,StucCh20,rec_yds,56,,,,,
player,201010030cle,cle,StucCh20,rec_td,0,,,,,
player,201010030cle,cle,StucCh20,rec_long,16,,,,,
player,201010030cle,cle,StucCh20,fumbles,1,,,,,
player,201010030cle,cle,StucCh20,fumbles_lost,0,,,,,
player,201010030cle,cle,MoorEv00,pass_cmp,0,,,,,
player,201010030cle,cle,MoorEv00,pass_att,0,,,,,
player,201010030cle,cle,MoorEv00,pass_yds,0,,,,,
player,201010030cle,cle,MoorEv00,pass_td,0,,,,,
player,201010030cle,cle,MoorEv00,pass_int,0,,,,,
player,201010030cle,cle,MoorEv00,pass_sacked,,,,,,
player,201010030cle,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201010030cle,cle,MoorEv00,pass_long,0,,,,,
player,201010030cle,cle,MoorEv00,pass_rating,,,,,,
player,201010030cle,cle,MoorEv00,rush_att,0,,,,,
player,201010030cle,cle,MoorEv00,rush_yds,0,,,,,
player,201010030cle,cle,MoorEv00,rush_td,0,,,,,
player,201010030cle,cle,MoorEv00,rush_long,0,,,,,
player,201010030cle,cle,MoorEv00,targets,2,,,,,
player,201010030cle,cle,MoorEv00,rec,1,,,,,
player,201010030cle,cle,MoorEv00,rec_yds,24,,,,,
player,201010030cle,cle,MoorEv00,rec_td,1,,,,,
player,201010030cle,cle,MoorEv00,rec_long,24,,,,,
player,201010030cle,cle,MoorEv00,fumbles,0,,,,,
player,201010030cle,cle,MoorEv00,fumbles_lost,,,,,,
player,201010030cle,cle,AikeSa00,pass_cmp,0,,,,,
player,201010030cle,cle,AikeSa00,pass_att,0,,,,,
player,201010030cle,cle,AikeSa00,pass_yds,0,,,,,
player,201010030cle,cle,AikeSa00,pass_td,0,,,,,
player,201010030cle,cle,AikeSa00,pass_int,0,,,,,
player,201010030cle,cle,AikeSa00,pass_sacked,,,,,,
player,201010030cle,cle,AikeSa00,pass_sacked_yds,,,,,,
player,201010030cle,cle,AikeSa00,pass_long,0,,,,,
player,201010030cle,cle,AikeSa00,pass_rating,,,,,,
player,201010030cle,cle,AikeSa00,rush_att,0,,,,,
player,201010030cle,cle,AikeSa00,rush_yds,0,,,,,
player,201010030cle,cle,AikeSa00,rush_td,0,,,,,
player,201010030cle,cle,AikeSa00,rush_long,0,,,,,
player,201010030cle,cle,AikeSa00,targets,1,,,,,
player,201010030cle,cle,AikeSa00,rec,1,,,,,
player,201010030cle,cle,AikeSa00,rec_yds,7,,,,,
player,201010030cle,cle,AikeSa00,rec_td,0,,,,,
player,201010030cle,cle,AikeSa00,rec_long,7,,,,,
player,201010030cle,cle,AikeSa00,fumbles,0,,,,,
player,201010030cle,cle,AikeSa00,fumbles_lost,,,,,,
player,201010030cle,cle,MassMo00,pass_cmp,0,,,,,
player,201010030cle,cle,MassMo00,pass_att,0,,,,,
player,201010030cle,cle,MassMo00,pass_yds,0,,,,,
player,201010030cle,cle,MassMo00,pass_td,0,,,,,
player,201010030cle,cle,MassMo00,pass_int,0,,,,,
player,201010030cle,cle,MassMo00,pass_sacked,0,,,,,
player,201010030cle,cle,MassMo00,pass_sacked_yds,,,,,,
player,201010030cle,cle,MassMo00,pass_long,0,,,,,
player,201010030cle,cle,MassMo00,pass_rating,,,,,,
player,201010030cle,cle,MassMo00,rush_att,0,,,,,
player,201010030cle,cle,MassMo00,rush_yds,0,,,,,
player,201010030cle,cle,MassMo00,rush_td,0,,,,,
player,201010030cle,cle,MassMo00,rush_long,0,,,,,
player,201010030cle,cle,MassMo00,targets,3,,,,,
player,201010030cle,cle,MassMo00,rec,1,,,,,
player,201010030cle,cle,MassMo00,rec_yds,5,,,,,
player,201010030cle,cle,MassMo00,rec_td,0,,,,,
player,201010030cle,cle,MassMo00,rec_long,5,,,,,
player,201010030cle,cle,MassMo00,fumbles,0,,,,,
player,201010030cle,cle,MassMo00,fumbles_lost,,,,,,
player,201010030cle,cin,HallLe98,def_int,1,,,,,
player,201010030cle,cin,HallLe98,def_int_yds,-3,,,,,
player,201010030cle,cin,HallLe98,def_int_td,0,,,,,
player,201010030cle,cin,HallLe98,def_int_long,-3,,,,,
player,201010030cle,cin,HallLe98,pass_defended,1,,,,,
player,201010030cle,cin,HallLe98,sacks,0.0,,,,,
player,201010030cle,cin,HallLe98,tackles_combined,2,,,,,
player,201010030cle,cin,HallLe98,tackles_solo,2,,,,,
player,201010030cle,cin,HallLe98,tackles_assists,0,,,,,
player,201010030cle,cin,HallLe98,tackles_loss,0,,,,,
player,201010030cle,cin,HallLe98,qb_hits,0,,,,,
player,201010030cle,cin,HallLe98,fumbles_rec,0,,,,,
player,201010030cle,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201010030cle,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201010030cle,cin,HallLe98,fumbles_forced,0,,,,,
player,201010030cle,cin,RiveKe99,def_int,0,,,,,
player,201010030cle,cin,RiveKe99,def_int_yds,0,,,,,
player,201010030cle,cin,RiveKe99,def_int_td,0,,,,,
player,201010030cle,cin,RiveKe99,def_int_long,0,,,,,
player,201010030cle,cin,RiveKe99,pass_defended,0,,,,,
player,201010030cle,cin,RiveKe99,sacks,1.0,,,,,
player,201010030cle,cin,RiveKe99,tackles_combined,9,,,,,
player,201010030cle,cin,RiveKe99,tackles_solo,8,,,,,
player,201010030cle,cin,RiveKe99,tackles_assists,1,,,,,
player,201010030cle,cin,RiveKe99,tackles_loss,1,,,,,
player,201010030cle,cin,RiveKe99,qb_hits,1,,,,,
player,201010030cle,cin,RiveKe99,fumbles_rec,0,,,,,
player,201010030cle,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201010030cle,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201010030cle,cin,RiveKe99,fumbles_forced,0,,,,,
player,201010030cle,cin,JoneDh20,def_int,0,,,,,
player,201010030cle,cin,JoneDh20,def_int_yds,0,,,,,
player,201010030cle,cin,JoneDh20,def_int_td,0,,,,,
player,201010030cle,cin,JoneDh20,def_int_long,0,,,,,
player,201010030cle,cin,JoneDh20,pass_defended,0,,,,,
player,201010030cle,cin,JoneDh20,sacks,0.0,,,,,
player,201010030cle,cin,JoneDh20,tackles_combined,9,,,,,
player,201010030cle,cin,JoneDh20,tackles_solo,7,,,,,
player,201010030cle,cin,JoneDh20,tackles_assists,2,,,,,
player,201010030cle,cin,JoneDh20,tackles_loss,0,,,,,
player,201010030cle,cin,JoneDh20,qb_hits,0,,,,,
player,201010030cle,cin,JoneDh20,fumbles_rec,0,,,,,
player,201010030cle,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201010030cle,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201010030cle,cin,JoneDh20,fumbles_forced,0,,,,,
player,201010030cle,cin,NdukCh99,def_int,0,,,,,
player,201010030cle,cin,NdukCh99,def_int_yds,0,,,,,
player,201010030cle,cin,NdukCh99,def_int_td,0,,,,,
player,201010030cle,cin,NdukCh99,def_int_long,0,,,,,
player,201010030cle,cin,NdukCh99,pass_defended,1,,,,,
player,201010030cle,cin,NdukCh99,sacks,0.0,,,,,
player,201010030cle,cin,NdukCh99,tackles_combined,9,,,,,
player,201010030cle,cin,NdukCh99,tackles_solo,8,,,,,
player,201010030cle,cin,NdukCh99,tackles_assists,1,,,,,
player,201010030cle,cin,NdukCh99,tackles_loss,0,,,,,
player,201010030cle,cin,NdukCh99,qb_hits,0,,,,,
player,201010030cle,cin,NdukCh99,fumbles_rec,0,,,,,
player,201010030cle,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201010030cle,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201010030cle,cin,NdukCh99,fumbles_forced,0,,,,,
player,201010030cle,cin,CrocCh20,def_int,0,,,,,
player,201010030cle,cin,CrocCh20,def_int_yds,0,,,,,
player,201010030cle,cin,CrocCh20,def_int_td,0,,,,,
player,201010030cle,cin,CrocCh20,def_int_long,0,,,,,
player,201010030cle,cin,CrocCh20,pass_defended,0,,,,,
player,201010030cle,cin,CrocCh20,sacks,0.0,,,,,
player,201010030cle,cin,CrocCh20,tackles_combined,8,,,,,
player,201010030cle,cin,CrocCh20,tackles_solo,7,,,,,
player,201010030cle,cin,CrocCh20,tackles_assists,1,,,,,
player,201010030cle,cin,CrocCh20,tackles_loss,1,,,,,
player,201010030cle,cin,CrocCh20,qb_hits,0,,,,,
player,201010030cle,cin,CrocCh20,fumbles_rec,0,,,,,
player,201010030cle,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201010030cle,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201010030cle,cin,CrocCh20,fumbles_forced,1,,,,,
player,201010030cle,cin,MauaRe99,def_int,0,,,,,
player,201010030cle,cin,MauaRe99,def_int_yds,0,,,,,
player,201010030cle,cin,MauaRe99,def_int_td,0,,,,,
player,201010030cle,cin,MauaRe99,def_int_long,0,,,,,
player,201010030cle,cin,MauaRe99,pass_defended,0,,,,,
player,201010030cle,cin,MauaRe99,sacks,0.0,,,,,
player,201010030cle,cin,MauaRe99,tackles_combined,5,,,,,
player,201010030cle,cin,MauaRe99,tackles_solo,3,,,,,
player,201010030cle,cin,MauaRe99,tackles_assists,2,,,,,
player,201010030cle,cin,MauaRe99,tackles_loss,0,,,,,
player,201010030cle,cin,MauaRe99,qb_hits,0,,,,,
player,201010030cle,cin,MauaRe99,fumbles_rec,0,,,,,
player,201010030cle,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201010030cle,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201010030cle,cin,MauaRe99,fumbles_forced,0,,,,,
player,201010030cle,cin,WillRo03,def_int,0,,,,,
player,201010030cle,cin,WillRo03,def_int_yds,0,,,,,
player,201010030cle,cin,WillRo03,def_int_td,0,,,,,
