game,2010,6,20101017,201010170was,clt,"Indianapolis Colts",27,was,"Washington Redskins",24
player,201010170was,was,HortCh99,def_int_yds,0,,,,,
player,201010170was,was,HortCh99,def_int_td,0,,,,,
player,201010170was,was,HortCh99,def_int_long,0,,,,,
player,201010170was,was,HortCh99,pass_defended,0,,,,,
player,201010170was,was,HortCh99,sacks,0.0,,,,,
player,201010170was,was,HortCh99,tackles_combined,1,,,,,
player,201010170was,was,HortCh99,tackles_solo,0,,,,,
player,201010170was,was,HortCh99,tackles_assists,1,,,,,
player,201010170was,was,HortCh99,tackles_loss,0,,,,,
player,201010170was,was,HortCh99,qb_hits,0,,,,,
player,201010170was,was,HortCh99,fumbles_rec,0,,,,,
player,201010170was,was,HortCh99,fumbles_rec_yds,0,,,,,
player,201010170was,was,HortCh99,fumbles_rec_td,0,,,,,
player,201010170was,was,HortCh99,fumbles_forced,0,,,,,
player,201010170was,was,SundNi00,def_int,0,,,,,
player,201010170was,was,SundNi00,def_int_yds,0,,,,,
player,201010170was,was,SundNi00,def_int_td,0,,,,,
player,201010170was,was,SundNi00,def_int_long,0,,,,,
player,201010170was,was,SundNi00,pass_defended,0,,,,,
player,201010170was,was,SundNi00,sacks,0.0,,,,,
player,201010170was,was,SundNi00,tackles_combined,1,,,,,
player,201010170was,was,SundNi00,tackles_solo,1,,,,,
player,201010170was,was,SundNi00,tackles_assists,0,,,,,
player,201010170was,was,SundNi00,tackles_loss,0,,,,,
player,201010170was,was,SundNi00,qb_hits,0,,,,,
player,201010170was,was,SundNi00,fumbles_rec,0,,,,,
player,201010170was,was,SundNi00,fumbles_rec_yds,0,,,,,
player,201010170was,was,SundNi00,fumbles_rec_td,0,,,,,
player,201010170was,was,SundNi00,fumbles_forced,0,,,,,
player,201010170was,was,WillRo05,def_int,0,,,,,
player,201010170was,was,WillRo05,def_int_yds,0,,,,,
player,201010170was,was,WillRo05,def_int_td,0,,,,,
player,201010170was,was,WillRo05,def_int_long,0,,,,,
player,201010170was,was,WillRo05,pass_defended,0,,,,,
player,201010170was,was,WillRo05,sacks,0.0,,,,,
player,201010170was,was,WillRo05,tackles_combined,1,,,,,
player,201010170was,was,WillRo05,tackles_solo,1,,,,,
player,201010170was,was,WillRo05,tackles_assists,0,,,,,
player,201010170was,was,WillRo05,tackles_loss,0,,,,,
player,201010170was,was,WillRo05,qb_hits,0,,,,,
player,201010170was,was,WillRo05,fumbles_rec,0,,,,,
player,201010170was,was,WillRo05,fumbles_rec_yds,0,,,,,
player,201010170was,was,WillRo05,fumbles_rec_td,0,,,,,
player,201010170was,was,WillRo05,fumbles_forced,0,,,,,
player,201010170was,was,WestBy00,def_int,0,,,,,
player,201010170was,was,WestBy00,def_int_yds,0,,,,,
player,201010170was,was,WestBy00,def_int_td,0,,,,,
player,201010170was,was,WestBy00,def_int_long,0,,,,,
player,201010170was,was,WestBy00,pass_defended,0,,,,,
player,201010170was,was,WestBy00,sacks,0.0,,,,,
player,201010170was,was,WestBy00,tackles_combined,0,,,,,
player,201010170was,was,WestBy00,tackles_solo,0,,,,,
player,201010170was,was,WestBy00,tackles_assists,0,,,,,
player,201010170was,was,WestBy00,tackles_loss,0,,,,,
player,201010170was,was,WestBy00,qb_hits,0,,,,,
player,201010170was,was,WestBy00,fumbles_rec,1,,,,,
player,201010170was,was,WestBy00,fumbles_rec_yds,0,,,,,
player,201010170was,was,WestBy00,fumbles_rec_td,0,,,,,
player,201010170was,was,WestBy00,fumbles_forced,0,,,,,
player,201010170was,clt,MoorKe00,kick_ret,3,,,,,
player,201010170was,clt,MoorKe00,kick_ret_yds,61,,,,,
player,201010170was,clt,MoorKe00,kick_ret_yds_per_ret,20.3,,,,,
player,201010170was,clt,MoorKe00,kick_ret_td,0,,,,,
player,201010170was,clt,MoorKe00,kick_ret_long,27,,,,,
player,201010170was,clt,MoorKe00,punt_ret,3,,,,,
player,201010170was,clt,MoorKe00,punt_ret_yds,32,,,,,
player,201010170was,clt,MoorKe00,punt_ret_yds_per_ret,10.7,,,,,
player,201010170was,clt,MoorKe00,punt_ret_td,0,,,,,
player,201010170was,clt,MoorKe00,punt_ret_long,16,,,,,
player,201010170was,clt,PoweJe99,kick_ret,0,,,,,
player,201010170was,clt,PoweJe99,kick_ret_yds,0,,,,,
player,201010170was,clt,PoweJe99,kick_ret_yds_per_ret,,,,,,
player,201010170was,clt,PoweJe99,kick_ret_td,0,,,,,
player,201010170was,clt,PoweJe99,kick_ret_long,0,,,,,
player,201010170was,clt,PoweJe99,punt_ret,1,,,,,
player,201010170was,clt,PoweJe99,punt_ret_yds,8,,,,,
player,201010170was,clt,PoweJe99,punt_ret_yds_per_ret,8.0,,,,,
player,201010170was,clt,PoweJe99,punt_ret_td,0,,,,,
player,201010170was,clt,PoweJe99,punt_ret_long,8,,,,,
player,201010170was,clt,TryoJu99,kick_ret,2,,,,,
player,201010170was,clt,TryoJu99,kick_ret_yds,37,,,,,
player,201010170was,clt,TryoJu99,kick_ret_yds_per_ret,18.5,,,,,
player,201010170was,clt,TryoJu99,kick_ret_td,0,,,,,
player,201010170was,clt,TryoJu99,kick_ret_long,20,,,,,
player,201010170was,clt,TryoJu99,punt_ret,0,,,,,
player,201010170was,clt,TryoJu99,punt_ret_yds,0,,,,,
player,201010170was,clt,TryoJu99,punt_ret_yds_per_ret,,,,,,
player,201010170was,clt,TryoJu99,punt_ret_td,0,,,,,
player,201010170was,clt,TryoJu99,punt_ret_long,0,,,,,
player,201010170was,was,BankBr00,kick_ret,5,,,,,
player,201010170was,was,BankBr00,kick_ret_yds,126,,,,,
player,201010170was,was,BankBr00,kick_ret_yds_per_ret,25.2,,,,,
player,201010170was,was,BankBr00,kick_ret_td,0,,,,,
player,201010170was,was,BankBr00,kick_ret_long,44,,,,,
player,201010170was,was,BankBr00,punt_ret,2,,,,,
player,201010170was,was,BankBr00,punt_ret_yds,33,,,,,
player,201010170was,was,BankBr00,punt_ret_yds_per_ret,16.5,,,,,
player,201010170was,was,BankBr00,punt_ret_td,0,,,,,
player,201010170was,was,BankBr00,punt_ret_long,17,,,,,
player,201010170was,was,SimpCh00,kick_ret,1,,,,,
player,201010170was,was,SimpCh00,kick_ret_yds,32,,,,,
player,201010170was,was,SimpCh00,kick_ret_yds_per_ret,32.0,,,,,
player,201010170was,was,SimpCh00,kick_ret_td,0,,,,,
player,201010170was,was,SimpCh00,kick_ret_long,32,,,,,
player,201010170was,was,SimpCh00,punt_ret,0,,,,,
player,201010170was,was,SimpCh00,punt_ret_yds,0,,,,,
player,201010170was,was,SimpCh00,punt_ret_yds_per_ret,,,,,,
player,201010170was,was,SimpCh00,punt_ret_td,0,,,,,
player,201010170was,was,SimpCh00,punt_ret_long,0,,,,,
player,201010170was,clt,vinatada01,xpm,3,,,,,
player,201010170was,clt,vinatada01,xpa,3,,,,,
player,201010170was,clt,vinatada01,fgm,2,,,,,
player,201010170was,clt,vinatada01,fga,4,,,,,
player,201010170was,clt,vinatada01,punt,0,,,,,
player,201010170was,clt,vinatada01,punt_yds,0,,,,,
player,201010170was,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201010170was,clt,vinatada01,punt_long,0,,,,,
player,201010170was,clt,McAfPa44,xpm,,,,,,
player,201010170was,clt,McAfPa44,xpa,,,,,,
player,201010170was,clt,McAfPa44,fgm,,,,,,
player,201010170was,clt,McAfPa44,fga,,,,,,
player,201010170was,clt,McAfPa44,punt,4,,,,,
player,201010170was,clt,McAfPa44,punt_yds,187,,,,,
player,201010170was,clt,McAfPa44,punt_yds_per_punt,46.8,,,,,
player,201010170was,clt,McAfPa44,punt_long,59,,,,,
player,201010170was,was,GanoGr44,xpm,3,,,,,
player,201010170was,was,GanoGr44,xpa,3,,,,,
player,201010170was,was,GanoGr44,fgm,1,,,,,
player,201010170was,was,GanoGr44,fga,2,,,,,
player,201010170was,was,GanoGr44,punt,0,,,,,
player,201010170was,was,GanoGr44,punt_yds,0,,,,,
player,201010170was,was,GanoGr44,punt_yds_per_punt,,,,,,
player,201010170was,was,GanoGr44,punt_long,0,,,,,
player,201010170was,was,SmitHu21,xpm,,,,,,
player,201010170was,was,SmitHu21,xpa,,,,,,
player,201010170was,was,SmitHu21,fgm,,,,,,
player,201010170was,was,SmitHu21,fga,,,,,,
player,201010170was,was,SmitHu21,punt,6,,,,,
player,201010170was,was,SmitHu21,punt_yds,277,,,,,
player,201010170was,was,SmitHu21,punt_yds_per_punt,46.2,,,,,
player,201010170was,was,SmitHu21,punt_long,56,,,,,
