game,2010,6,20101017,201010170was,clt,"Indianapolis Colts",27,was,"Washington Redskins",24
player,201010170was,clt,CollAu00,rec_long,17,,,,,
player,201010170was,clt,CollAu00,fumbles,0,,,,,
player,201010170was,clt,CollAu00,fumbles_lost,,,,,,
player,201010170was,clt,ClarDa00,pass_cmp,0,,,,,
player,201010170was,clt,ClarDa00,pass_att,0,,,,,
player,201010170was,clt,ClarDa00,pass_yds,0,,,,,
player,201010170was,clt,ClarDa00,pass_td,0,,,,,
player,201010170was,clt,ClarDa00,pass_int,0,,,,,
player,201010170was,clt,ClarDa00,pass_sacked,,,,,,
player,201010170was,clt,ClarDa00,pass_sacked_yds,,,,,,
player,201010170was,clt,ClarDa00,pass_long,0,,,,,
player,201010170was,clt,ClarDa00,pass_rating,,,,,,
player,201010170was,clt,ClarDa00,rush_att,0,,,,,
player,201010170was,clt,ClarDa00,rush_yds,0,,,,,
player,201010170was,clt,ClarDa00,rush_td,0,,,,,
player,201010170was,clt,ClarDa00,rush_long,0,,,,,
player,201010170was,clt,ClarDa00,targets,9,,,,,
player,201010170was,clt,ClarDa00,rec,6,,,,,
player,201010170was,clt,ClarDa00,rec_yds,52,,,,,
player,201010170was,clt,ClarDa00,rec_td,0,,,,,
player,201010170was,clt,ClarDa00,rec_long,24,,,,,
player,201010170was,clt,ClarDa00,fumbles,0,,,,,
player,201010170was,clt,ClarDa00,fumbles_lost,,,,,,
player,201010170was,clt,WhitBl00,pass_cmp,0,,,,,
player,201010170was,clt,WhitBl00,pass_att,0,,,,,
player,201010170was,clt,WhitBl00,pass_yds,0,,,,,
player,201010170was,clt,WhitBl00,pass_td,0,,,,,
player,201010170was,clt,WhitBl00,pass_int,0,,,,,
player,201010170was,clt,WhitBl00,pass_sacked,,,,,,
player,201010170was,clt,WhitBl00,pass_sacked_yds,,,,,,
player,201010170was,clt,WhitBl00,pass_long,0,,,,,
player,201010170was,clt,WhitBl00,pass_rating,,,,,,
player,201010170was,clt,WhitBl00,rush_att,0,,,,,
player,201010170was,clt,WhitBl00,rush_yds,0,,,,,
player,201010170was,clt,WhitBl00,rush_td,0,,,,,
player,201010170was,clt,WhitBl00,rush_long,0,,,,,
player,201010170was,clt,WhitBl00,targets,1,,,,,
player,201010170was,clt,WhitBl00,rec,1,,,,,
player,201010170was,clt,WhitBl00,rec_yds,19,,,,,
player,201010170was,clt,WhitBl00,rec_td,0,,,,,
player,201010170was,clt,WhitBl00,rec_long,19,,,,,
player,201010170was,clt,WhitBl00,fumbles,0,,,,,
player,201010170was,clt,WhitBl00,fumbles_lost,,,,,,
player,201010170was,clt,EldrBr00,pass_cmp,0,,,,,
player,201010170was,clt,EldrBr00,pass_att,0,,,,,
player,201010170was,clt,EldrBr00,pass_yds,0,,,,,
player,201010170was,clt,EldrBr00,pass_td,0,,,,,
player,201010170was,clt,EldrBr00,pass_int,0,,,,,
player,201010170was,clt,EldrBr00,pass_sacked,,,,,,
player,201010170was,clt,EldrBr00,pass_sacked_yds,,,,,,
player,201010170was,clt,EldrBr00,pass_long,0,,,,,
player,201010170was,clt,EldrBr00,pass_rating,,,,,,
player,201010170was,clt,EldrBr00,rush_att,0,,,,,
player,201010170was,clt,EldrBr00,rush_yds,0,,,,,
player,201010170was,clt,EldrBr00,rush_td,0,,,,,
player,201010170was,clt,EldrBr00,rush_long,0,,,,,
player,201010170was,clt,EldrBr00,targets,1,,,,,
player,201010170was,clt,EldrBr00,rec,1,,,,,
player,201010170was,clt,EldrBr00,rec_yds,5,,,,,
player,201010170was,clt,EldrBr00,rec_td,0,,,,,
player,201010170was,clt,EldrBr00,rec_long,5,,,,,
player,201010170was,clt,EldrBr00,fumbles,0,,,,,
player,201010170was,clt,EldrBr00,fumbles_lost,,,,,,
player,201010170was,was,McNaDo00,pass_cmp,29,,,,,
player,201010170was,was,McNaDo00,pass_att,45,,,,,
player,201010170was,was,McNaDo00,pass_yds,246,,,,,
player,201010170was,was,McNaDo00,pass_td,1,,,,,
player,201010170was,was,McNaDo00,pass_int,2,,,,,
player,201010170was,was,McNaDo00,pass_sacked,3,,,,,
player,201010170was,was,McNaDo00,pass_sacked_yds,24,,,,,
player,201010170was,was,McNaDo00,pass_long,19,,,,,
player,201010170was,was,McNaDo00,pass_rating,67.5,,,,,
player,201010170was,was,McNaDo00,rush_att,2,,,,,
player,201010170was,was,McNaDo00,rush_yds,1,,,,,
player,201010170was,was,McNaDo00,rush_td,0,,,,,
player,201010170was,was,McNaDo00,rush_long,2,,,,,
player,201010170was,was,McNaDo00,targets,0,,,,,
player,201010170was,was,McNaDo00,rec,0,,,,,
player,201010170was,was,McNaDo00,rec_yds,0,,,,,
player,201010170was,was,McNaDo00,rec_td,0,,,,,
player,201010170was,was,McNaDo00,rec_long,0,,,,,
player,201010170was,was,McNaDo00,fumbles,0,,,,,
player,201010170was,was,McNaDo00,fumbles_lost,,,,,,
player,201010170was,was,ToraRy00,pass_cmp,0,,,,,
player,201010170was,was,ToraRy00,pass_att,0,,,,,
player,201010170was,was,ToraRy00,pass_yds,0,,,,,
player,201010170was,was,ToraRy00,pass_td,0,,,,,
player,201010170was,was,ToraRy00,pass_int,0,,,,,
player,201010170was,was,ToraRy00,pass_sacked,,,,,,
player,201010170was,was,ToraRy00,pass_sacked_yds,,,,,,
player,201010170was,was,ToraRy00,pass_long,0,,,,,
player,201010170was,was,ToraRy00,pass_rating,,,,,,
player,201010170was,was,ToraRy00,rush_att,20,,,,,
player,201010170was,was,ToraRy00,rush_yds,100,,,,,
player,201010170was,was,ToraRy00,rush_td,2,,,,,
player,201010170was,was,ToraRy00,rush_long,25,,,,,
player,201010170was,was,ToraRy00,targets,1,,,,,
player,201010170was,was,ToraRy00,rec,1,,,,,
player,201010170was,was,ToraRy00,rec_yds,9,,,,,
player,201010170was,was,ToraRy00,rec_td,0,,,,,
player,201010170was,was,ToraRy00,rec_long,9,,,,,
player,201010170was,was,ToraRy00,fumbles,0,,,,,
player,201010170was,was,ToraRy00,fumbles_lost,,,,,,
player,201010170was,was,WillKe03,pass_cmp,0,,,,,
player,201010170was,was,WillKe03,pass_att,0,,,,,
player,201010170was,was,WillKe03,pass_yds,0,,,,,
player,201010170was,was,WillKe03,pass_td,0,,,,,
player,201010170was,was,WillKe03,pass_int,0,,,,,
player,201010170was,was,WillKe03,pass_sacked,,,,,,
player,201010170was,was,WillKe03,pass_sacked_yds,,,,,,
player,201010170was,was,WillKe03,pass_long,0,,,,,
player,201010170was,was,WillKe03,pass_rating,,,,,,
player,201010170was,was,WillKe03,rush_att,2,,,,,
player,201010170was,was,WillKe03,rush_yds,12,,,,,
player,201010170was,was,WillKe03,rush_td,0,,,,,
player,201010170was,was,WillKe03,rush_long,14,,,,,
player,201010170was,was,WillKe03,targets,5,,,,,
player,201010170was,was,WillKe03,rec,4,,,,,
player,201010170was,was,WillKe03,rec_yds,19,,,,,
player,201010170was,was,WillKe03,rec_td,1,,,,,
player,201010170was,was,WillKe03,rec_long,8,,,,,
player,201010170was,was,WillKe03,fumbles,0,,,,,
player,201010170was,was,WillKe03,fumbles_lost,,,,,,
player,201010170was,was,MossSa00,pass_cmp,0,,,,,
player,201010170was,was,MossSa00,pass_att,0,,,,,
player,201010170was,was,MossSa00,pass_yds,0,,,,,
player,201010170was,was,MossSa00,pass_td,0,,,,,
player,201010170was,was,MossSa00,pass_int,0,,,,,
player,201010170was,was,MossSa00,pass_sacked,,,,,,
player,201010170was,was,MossSa00,pass_sacked_yds,,,,,,
player,201010170was,was,MossSa00,pass_long,0,,,,,
player,201010170was,was,MossSa00,pass_rating,,,,,,
player,201010170was,was,MossSa00,rush_att,0,,,,,
player,201010170was,was,MossSa00,rush_yds,0,,,,,
player,201010170was,was,MossSa00,rush_td,0,,,,,
player,201010170was,was,MossSa00,rush_long,0,,,,,
player,201010170was,was,MossSa00,targets,12,,,,,
player,201010170was,was,MossSa00,rec,8,,,,,
player,201010170was,was,MossSa00,rec_yds,77,,,,,
player,201010170was,was,MossSa00,rec_td,0,,,,,
player,201010170was,was,MossSa00,rec_long,18,,,,,
player,201010170was,was,MossSa00,fumbles,0,,,,,
player,201010170was,was,MossSa00,fumbles_lost,,,,,,
player,201010170was,was,ArmsAn00,pass_cmp,0,,,,,
player,201010170was,was,ArmsAn00,pass_att,0,,,,,
player,201010170was,was,ArmsAn00,pass_yds,0,,,,,
player,201010170was,was,ArmsAn00,pass_td,0,,,,,
player,201010170was,was,ArmsAn00,pass_int,0,,,,,
player,201010170was,was,ArmsAn00,pass_sacked,,,,,,
player,201010170was,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201010170was,was,ArmsAn00,pass_long,0,,,,,
player,201010170was,was,ArmsAn00,pass_rating,,,,,,
player,201010170was,was,ArmsAn00,rush_att,0,,,,,
player,201010170was,was,ArmsAn00,rush_yds,0,,,,,
player,201010170was,was,ArmsAn00,rush_td,0,,,,,
player,201010170was,was,ArmsAn00,rush_long,0,,,,,
player,201010170was,was,ArmsAn00,targets,7,,,,,
player,201010170was,was,ArmsAn00,rec,5,,,,,
player,201010170was,was,ArmsAn00,rec_yds,46,,,,,
player,201010170was,was,ArmsAn00,rec_td,0,,,,,
player,201010170was,was,ArmsAn00,rec_long,19,,,,,
player,201010170was,was,ArmsAn00,fumbles,0,,,,,
player,201010170was,was,ArmsAn00,fumbles_lost,,,,,,
player,201010170was,was,CoolCh00,pass_cmp,0,,,,,
player,201010170was,was,CoolCh00,pass_att,0,,,,,
player,201010170was,was,CoolCh00,pass_yds,0,,,,,
player,201010170was,was,CoolCh00,pass_td,0,,,,,
player,201010170was,was,CoolCh00,pass_int,0,,,,,
player,201010170was,was,CoolCh00,pass_sacked,,,,,,
player,201010170was,was,CoolCh00,pass_sacked_yds,,,,,,
player,201010170was,was,CoolCh00,pass_long,0,,,,,
player,201010170was,was,CoolCh00,pass_rating,,,,,,
player,201010170was,was,CoolCh00,rush_att,0,,,,,
player,201010170was,was,CoolCh00,rush_yds,0,,,,,
player,201010170was,was,CoolCh00,rush_td,0,,,,,
player,201010170was,was,CoolCh00,rush_long,0,,,,,
player,201010170was,was,CoolCh00,targets,8,,,,,
player,201010170was,was,CoolCh00,rec,5,,,,,
player,201010170was,was,CoolCh00,rec_yds,37,,,,,
player,201010170was,was,CoolCh00,rec_td,0,,,,,
player,201010170was,was,CoolCh00,rec_long,11,,,,,
player,201010170was,was,CoolCh00,fumbles,0,,,,,
player,201010170was,was,CoolCh00,fumbles_lost,,,,,,
player,201010170was,was,DaviFr01,pass_cmp,0,,,,,
player,201010170was,was,DaviFr01,pass_att,0,,,,,
player,201010170was,was,DaviFr01,pass_yds,0,,,,,
player,201010170was,was,DaviFr01,pass_td,0,,,,,
player,201010170was,was,DaviFr01,pass_int,0,,,,,
player,201010170was,was,DaviFr01,pass_sacked,,,,,,
player,201010170was,was,DaviFr01,pass_sacked_yds,,,,,,
player,201010170was,was,DaviFr01,pass_long,0,,,,,
player,201010170was,was,DaviFr01,pass_rating,,,,,,
player,201010170was,was,DaviFr01,rush_att,0,,,,,
player,201010170was,was,DaviFr01,rush_yds,0,,,,,
player,201010170was,was,DaviFr01,rush_td,0,,,,,
player,201010170was,was,DaviFr01,rush_long,0,,,,,
player,201010170was,was,DaviFr01,targets,4,,,,,
player,201010170was,was,DaviFr01,rec,3,,,,,
player,201010170was,was,DaviFr01,rec_yds,23,,,,,
player,201010170was,was,DaviFr01,rec_td,0,,,,,
player,201010170was,was,DaviFr01,rec_long,12,,,,,
player,201010170was,was,DaviFr01,fumbles,0,,,,,
player,201010170was,was,DaviFr01,fumbles_lost,,,,,,
player,201010170was,was,GallJo00,pass_cmp,0,,,,,
player,201010170was,was,GallJo00,pass_att,0,,,,,
player,201010170was,was,GallJo00,pass_yds,0,,,,,
player,201010170was,was,GallJo00,pass_td,0,,,,,
player,201010170was,was,GallJo00,pass_int,0,,,,,
player,201010170was,was,GallJo00,pass_sacked,,,,,,
player,201010170was,was,GallJo00,pass_sacked_yds,,,,,,
player,201010170was,was,GallJo00,pass_long,0,,,,,
player,201010170was,was,GallJo00,pass_rating,,,,,,
player,201010170was,was,GallJo00,rush_att,0,,,,,
player,201010170was,was,GallJo00,rush_yds,0,,,,,
player,201010170was,was,GallJo00,rush_td,0,,,,,
player,201010170was,was,GallJo00,rush_long,0,,,,,
player,201010170was,was,GallJo00,targets,4,,,,,
player,201010170was,was,GallJo00,rec,1,,,,,
player,201010170was,was,GallJo00,rec_yds,18,,,,,
player,201010170was,was,GallJo00,rec_td,0,,,,,
player,201010170was,was,GallJo00,rec_long,18,,,,,
player,201010170was,was,GallJo00,fumbles,0,,,,,
player,201010170was,was,GallJo00,fumbles_lost,,,,,,
player,201010170was,was,SellMi00,pass_cmp,0,,,,,
player,201010170was,was,SellMi00,pass_att,0,,,,,
player,201010170was,was,SellMi00,pass_yds,0,,,,,
player,201010170was,was,SellMi00,pass_td,0,,,,,
player,201010170was,was,SellMi00,pass_int,0,,,,,
player,201010170was,was,SellMi00,pass_sacked,,,,,,
player,201010170was,was,SellMi00,pass_sacked_yds,,,,,,
player,201010170was,was,SellMi00,pass_long,0,,,,,
player,201010170was,was,SellMi00,pass_rating,,,,,,
player,201010170was,was,SellMi00,rush_att,0,,,,,
player,201010170was,was,SellMi00,rush_yds,0,,,,,
player,201010170was,was,SellMi00,rush_td,0,,,,,
player,201010170was,was,SellMi00,rush_long,0,,,,,
player,201010170was,was,SellMi00,targets,3,,,,,
player,201010170was,was,SellMi00,rec,2,,,,,
player,201010170was,was,SellMi00,rec_yds,17,,,,,
player,201010170was,was,SellMi00,rec_td,0,,,,,
player,201010170was,was,SellMi00,rec_long,12,,,,,
player,201010170was,was,SellMi00,fumbles,0,,,,,
player,201010170was,was,SellMi00,fumbles_lost,,,,,,
player,201010170was,was,BankBr00,pass_cmp,0,,,,,
player,201010170was,was,BankBr00,pass_att,0,,,,,
player,201010170was,was,BankBr00,pass_yds,0,,,,,
player,201010170was,was,BankBr00,pass_td,0,,,,,
player,201010170was,was,BankBr00,pass_int,0,,,,,
player,201010170was,was,BankBr00,pass_sacked,,,,,,
player,201010170was,was,BankBr00,pass_sacked_yds,,,,,,
player,201010170was,was,BankBr00,pass_long,0,,,,,
player,201010170was,was,BankBr00,pass_rating,,,,,,
player,201010170was,was,BankBr00,rush_att,0,,,,,
player,201010170was,was,BankBr00,rush_yds,0,,,,,
player,201010170was,was,BankBr00,rush_td,0,,,,,
player,201010170was,was,BankBr00,rush_long,0,,,,,
player,201010170was,was,BankBr00,targets,1,,,,,
player,201010170was,was,BankBr00,rec,0,,,,,
player,201010170was,was,BankBr00,rec_yds,0,,,,,
player,201010170was,was,BankBr00,rec_td,0,,,,,
player,201010170was,was,BankBr00,rec_long,0,,,,,
player,201010170was,was,BankBr00,fumbles,0,,,,,
player,201010170was,was,BankBr00,fumbles_lost,,,,,,
player,201010170was,clt,PoweJe99,def_int,1,,,,,
player,201010170was,clt,PoweJe99,def_int_yds,11,,,,,
player,201010170was,clt,PoweJe99,def_int_td,0,,,,,
player,201010170was,clt,PoweJe99,def_int_long,11,,,,,
player,201010170was,clt,PoweJe99,pass_defended,2,,,,,
player,201010170was,clt,PoweJe99,sacks,0.0,,,,,
player,201010170was,clt,PoweJe99,tackles_combined,11,,,,,
player,201010170was,clt,PoweJe99,tackles_solo,8,,,,,
player,201010170was,clt,PoweJe99,tackles_assists,3,,,,,
player,201010170was,clt,PoweJe99,tackles_loss,2,,,,,
player,201010170was,clt,PoweJe99,qb_hits,0,,,,,
player,201010170was,clt,PoweJe99,fumbles_rec,0,,,,,
player,201010170was,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201010170was,clt,PoweJe99,fumbles_forced,0,,,,,
player,201010170was,clt,FranAa20,def_int,1,,,,,
player,201010170was,clt,FranAa20,def_int_yds,-1,,,,,
player,201010170was,clt,FranAa20,def_int_td,0,,,,,
player,201010170was,clt,FranAa20,def_int_long,-1,,,,,
player,201010170was,clt,FranAa20,pass_defended,1,,,,,
player,201010170was,clt,FranAa20,sacks,0.0,,,,,
player,201010170was,clt,FranAa20,tackles_combined,7,,,,,
player,201010170was,clt,FranAa20,tackles_solo,5,,,,,
player,201010170was,clt,FranAa20,tackles_assists,2,,,,,
player,201010170was,clt,FranAa20,tackles_loss,0,,,,,
player,201010170was,clt,FranAa20,qb_hits,0,,,,,
player,201010170was,clt,FranAa20,fumbles_rec,0,,,,,
player,201010170was,clt,FranAa20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,FranAa20,fumbles_rec_td,0,,,,,
player,201010170was,clt,FranAa20,fumbles_forced,0,,,,,
player,201010170was,clt,MathRo20,def_int,0,,,,,
player,201010170was,clt,MathRo20,def_int_yds,0,,,,,
player,201010170was,clt,MathRo20,def_int_td,0,,,,,
player,201010170was,clt,MathRo20,def_int_long,0,,,,,
player,201010170was,clt,MathRo20,pass_defended,0,,,,,
player,201010170was,clt,MathRo20,sacks,1.5,,,,,
player,201010170was,clt,MathRo20,tackles_combined,5,,,,,
player,201010170was,clt,MathRo20,tackles_solo,1,,,,,
player,201010170was,clt,MathRo20,tackles_assists,4,,,,,
player,201010170was,clt,MathRo20,tackles_loss,1,,,,,
player,201010170was,clt,MathRo20,qb_hits,2,,,,,
player,201010170was,clt,MathRo20,fumbles_rec,0,,,,,
player,201010170was,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201010170was,clt,MathRo20,fumbles_forced,0,,,,,
player,201010170was,clt,AngePa99,def_int,0,,,,,
player,201010170was,clt,AngePa99,def_int_yds,0,,,,,
player,201010170was,clt,AngePa99,def_int_td,0,,,,,
player,201010170was,clt,AngePa99,def_int_long,0,,,,,
player,201010170was,clt,AngePa99,pass_defended,2,,,,,
player,201010170was,clt,AngePa99,sacks,1.0,,,,,
player,201010170was,clt,AngePa99,tackles_combined,11,,,,,
player,201010170was,clt,AngePa99,tackles_solo,4,,,,,
player,201010170was,clt,AngePa99,tackles_assists,7,,,,,
player,201010170was,clt,AngePa99,tackles_loss,1,,,,,
player,201010170was,clt,AngePa99,qb_hits,1,,,,,
player,201010170was,clt,AngePa99,fumbles_rec,0,,,,,
player,201010170was,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201010170was,clt,AngePa99,fumbles_forced,0,,,,,
player,201010170was,clt,FostEr20,def_int,0,,,,,
player,201010170was,clt,FostEr20,def_int_yds,0,,,,,
player,201010170was,clt,FostEr20,def_int_td,0,,,,,
player,201010170was,clt,FostEr20,def_int_long,0,,,,,
player,201010170was,clt,FostEr20,pass_defended,0,,,,,
player,201010170was,clt,FostEr20,sacks,0.5,,,,,
player,201010170was,clt,FostEr20,tackles_combined,3,,,,,
player,201010170was,clt,FostEr20,tackles_solo,0,,,,,
player,201010170was,clt,FostEr20,tackles_assists,3,,,,,
player,201010170was,clt,FostEr20,tackles_loss,0,,,,,
player,201010170was,clt,FostEr20,qb_hits,1,,,,,
player,201010170was,clt,FostEr20,fumbles_rec,0,,,,,
player,201010170was,clt,FostEr20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,FostEr20,fumbles_rec_td,0,,,,,
player,201010170was,clt,FostEr20,fumbles_forced,0,,,,,
player,201010170was,clt,SessCl99,def_int,0,,,,,
player,201010170was,clt,SessCl99,def_int_yds,0,,,,,
player,201010170was,clt,SessCl99,def_int_td,0,,,,,
