game,2010,5,20101010,201010100cle,atl,"Atlanta Falcons",20,cle,"Cleveland Browns",10
player,201010100cle,atl,TurnMi00,pass_att,0,,,,,
player,201010100cle,atl,TurnMi00,pass_yds,0,,,,,
player,201010100cle,atl,TurnMi00,pass_td,0,,,,,
player,201010100cle,atl,TurnMi00,pass_int,0,,,,,
player,201010100cle,atl,TurnMi00,pass_sacked,,,,,,
player,201010100cle,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201010100cle,atl,TurnMi00,pass_long,0,,,,,
player,201010100cle,atl,TurnMi00,pass_rating,,,,,,
player,201010100cle,atl,TurnMi00,rush_att,19,,,,,
player,201010100cle,atl,TurnMi00,rush_yds,140,,,,,
player,201010100cle,atl,TurnMi00,rush_td,0,,,,,
player,201010100cle,atl,TurnMi00,rush_long,55,,,,,
player,201010100cle,atl,TurnMi00,targets,2,,,,,
player,201010100cle,atl,TurnMi00,rec,0,,,,,
player,201010100cle,atl,TurnMi00,rec_yds,0,,,,,
player,201010100cle,atl,TurnMi00,rec_td,0,,,,,
player,201010100cle,atl,TurnMi00,rec_long,0,,,,,
player,201010100cle,atl,TurnMi00,fumbles,0,,,,,
player,201010100cle,atl,TurnMi00,fumbles_lost,,,,,,
player,201010100cle,atl,SnelJa00,pass_cmp,0,,,,,
player,201010100cle,atl,SnelJa00,pass_att,0,,,,,
player,201010100cle,atl,SnelJa00,pass_yds,0,,,,,
player,201010100cle,atl,SnelJa00,pass_td,0,,,,,
player,201010100cle,atl,SnelJa00,pass_int,0,,,,,
player,201010100cle,atl,SnelJa00,pass_sacked,,,,,,
player,201010100cle,atl,SnelJa00,pass_sacked_yds,,,,,,
player,201010100cle,atl,SnelJa00,pass_long,0,,,,,
player,201010100cle,atl,SnelJa00,pass_rating,,,,,,
player,201010100cle,atl,SnelJa00,rush_att,6,,,,,
player,201010100cle,atl,SnelJa00,rush_yds,18,,,,,
player,201010100cle,atl,SnelJa00,rush_td,0,,,,,
player,201010100cle,atl,SnelJa00,rush_long,9,,,,,
player,201010100cle,atl,SnelJa00,targets,3,,,,,
player,201010100cle,atl,SnelJa00,rec,2,,,,,
player,201010100cle,atl,SnelJa00,rec_yds,2,,,,,
player,201010100cle,atl,SnelJa00,rec_td,0,,,,,
player,201010100cle,atl,SnelJa00,rec_long,2,,,,,
player,201010100cle,atl,SnelJa00,fumbles,0,,,,,
player,201010100cle,atl,SnelJa00,fumbles_lost,,,,,,
player,201010100cle,atl,MughOv00,pass_cmp,0,,,,,
player,201010100cle,atl,MughOv00,pass_att,0,,,,,
player,201010100cle,atl,MughOv00,pass_yds,0,,,,,
player,201010100cle,atl,MughOv00,pass_td,0,,,,,
player,201010100cle,atl,MughOv00,pass_int,0,,,,,
player,201010100cle,atl,MughOv00,pass_sacked,,,,,,
player,201010100cle,atl,MughOv00,pass_sacked_yds,,,,,,
player,201010100cle,atl,MughOv00,pass_long,0,,,,,
player,201010100cle,atl,MughOv00,pass_rating,,,,,,
player,201010100cle,atl,MughOv00,rush_att,1,,,,,
player,201010100cle,atl,MughOv00,rush_yds,2,,,,,
player,201010100cle,atl,MughOv00,rush_td,0,,,,,
player,201010100cle,atl,MughOv00,rush_long,2,,,,,
player,201010100cle,atl,MughOv00,targets,0,,,,,
player,201010100cle,atl,MughOv00,rec,0,,,,,
player,201010100cle,atl,MughOv00,rec_yds,0,,,,,
player,201010100cle,atl,MughOv00,rec_td,0,,,,,
player,201010100cle,atl,MughOv00,rec_long,0,,,,,
player,201010100cle,atl,MughOv00,fumbles,0,,,,,
player,201010100cle,atl,MughOv00,fumbles_lost,,,,,,
player,201010100cle,atl,WhitRo00,pass_cmp,0,,,,,
player,201010100cle,atl,WhitRo00,pass_att,0,,,,,
player,201010100cle,atl,WhitRo00,pass_yds,0,,,,,
player,201010100cle,atl,WhitRo00,pass_td,0,,,,,
player,201010100cle,atl,WhitRo00,pass_int,0,,,,,
player,201010100cle,atl,WhitRo00,pass_sacked,,,,,,
player,201010100cle,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201010100cle,atl,WhitRo00,pass_long,0,,,,,
player,201010100cle,atl,WhitRo00,pass_rating,,,,,,
player,201010100cle,atl,WhitRo00,rush_att,0,,,,,
player,201010100cle,atl,WhitRo00,rush_yds,0,,,,,
player,201010100cle,atl,WhitRo00,rush_td,0,,,,,
player,201010100cle,atl,WhitRo00,rush_long,0,,,,,
player,201010100cle,atl,WhitRo00,targets,8,,,,,
player,201010100cle,atl,WhitRo00,rec,5,,,,,
player,201010100cle,atl,WhitRo00,rec_yds,101,,,,,
player,201010100cle,atl,WhitRo00,rec_td,1,,,,,
player,201010100cle,atl,WhitRo00,rec_long,45,,,,,
player,201010100cle,atl,WhitRo00,fumbles,0,,,,,
player,201010100cle,atl,WhitRo00,fumbles_lost,,,,,,
player,201010100cle,atl,GonzTo00,pass_cmp,0,,,,,
player,201010100cle,atl,GonzTo00,pass_att,0,,,,,
player,201010100cle,atl,GonzTo00,pass_yds,0,,,,,
player,201010100cle,atl,GonzTo00,pass_td,0,,,,,
player,201010100cle,atl,GonzTo00,pass_int,0,,,,,
player,201010100cle,atl,GonzTo00,pass_sacked,,,,,,
player,201010100cle,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201010100cle,atl,GonzTo00,pass_long,0,,,,,
player,201010100cle,atl,GonzTo00,pass_rating,,,,,,
player,201010100cle,atl,GonzTo00,rush_att,0,,,,,
player,201010100cle,atl,GonzTo00,rush_yds,0,,,,,
player,201010100cle,atl,GonzTo00,rush_td,0,,,,,
player,201010100cle,atl,GonzTo00,rush_long,0,,,,,
player,201010100cle,atl,GonzTo00,targets,8,,,,,
player,201010100cle,atl,GonzTo00,rec,5,,,,,
player,201010100cle,atl,GonzTo00,rec_yds,41,,,,,
player,201010100cle,atl,GonzTo00,rec_td,0,,,,,
player,201010100cle,atl,GonzTo00,rec_long,16,,,,,
player,201010100cle,atl,GonzTo00,fumbles,0,,,,,
player,201010100cle,atl,GonzTo00,fumbles_lost,,,,,,
player,201010100cle,atl,DougHa00,pass_cmp,0,,,,,
player,201010100cle,atl,DougHa00,pass_att,0,,,,,
player,201010100cle,atl,DougHa00,pass_yds,0,,,,,
player,201010100cle,atl,DougHa00,pass_td,0,,,,,
player,201010100cle,atl,DougHa00,pass_int,0,,,,,
player,201010100cle,atl,DougHa00,pass_sacked,,,,,,
player,201010100cle,atl,DougHa00,pass_sacked_yds,,,,,,
player,201010100cle,atl,DougHa00,pass_long,0,,,,,
player,201010100cle,atl,DougHa00,pass_rating,,,,,,
player,201010100cle,atl,DougHa00,rush_att,0,,,,,
player,201010100cle,atl,DougHa00,rush_yds,0,,,,,
player,201010100cle,atl,DougHa00,rush_td,0,,,,,
player,201010100cle,atl,DougHa00,rush_long,0,,,,,
player,201010100cle,atl,DougHa00,targets,2,,,,,
player,201010100cle,atl,DougHa00,rec,2,,,,,
player,201010100cle,atl,DougHa00,rec_yds,17,,,,,
player,201010100cle,atl,DougHa00,rec_td,0,,,,,
player,201010100cle,atl,DougHa00,rec_long,11,,,,,
player,201010100cle,atl,DougHa00,fumbles,0,,,,,
player,201010100cle,atl,DougHa00,fumbles_lost,,,,,,
player,201010100cle,atl,PeelJu00,pass_cmp,0,,,,,
player,201010100cle,atl,PeelJu00,pass_att,0,,,,,
player,201010100cle,atl,PeelJu00,pass_yds,0,,,,,
player,201010100cle,atl,PeelJu00,pass_td,0,,,,,
player,201010100cle,atl,PeelJu00,pass_int,0,,,,,
player,201010100cle,atl,PeelJu00,pass_sacked,,,,,,
player,201010100cle,atl,PeelJu00,pass_sacked_yds,,,,,,
player,201010100cle,atl,PeelJu00,pass_long,0,,,,,
player,201010100cle,atl,PeelJu00,pass_rating,,,,,,
player,201010100cle,atl,PeelJu00,rush_att,0,,,,,
player,201010100cle,atl,PeelJu00,rush_yds,0,,,,,
player,201010100cle,atl,PeelJu00,rush_td,0,,,,,
player,201010100cle,atl,PeelJu00,rush_long,0,,,,,
player,201010100cle,atl,PeelJu00,targets,2,,,,,
player,201010100cle,atl,PeelJu00,rec,1,,,,,
player,201010100cle,atl,PeelJu00,rec_yds,15,,,,,
player,201010100cle,atl,PeelJu00,rec_td,0,,,,,
player,201010100cle,atl,PeelJu00,rec_long,15,,,,,
player,201010100cle,atl,PeelJu00,fumbles,0,,,,,
player,201010100cle,atl,PeelJu00,fumbles_lost,,,,,,
player,201010100cle,atl,PalmMi00,pass_cmp,0,,,,,
player,201010100cle,atl,PalmMi00,pass_att,0,,,,,
player,201010100cle,atl,PalmMi00,pass_yds,0,,,,,
player,201010100cle,atl,PalmMi00,pass_td,0,,,,,
player,201010100cle,atl,PalmMi00,pass_int,0,,,,,
player,201010100cle,atl,PalmMi00,pass_sacked,,,,,,
player,201010100cle,atl,PalmMi00,pass_sacked_yds,,,,,,
player,201010100cle,atl,PalmMi00,pass_long,0,,,,,
player,201010100cle,atl,PalmMi00,pass_rating,,,,,,
player,201010100cle,atl,PalmMi00,rush_att,0,,,,,
player,201010100cle,atl,PalmMi00,rush_yds,0,,,,,
player,201010100cle,atl,PalmMi00,rush_td,0,,,,,
player,201010100cle,atl,PalmMi00,rush_long,0,,,,,
player,201010100cle,atl,PalmMi00,targets,1,,,,,
player,201010100cle,atl,PalmMi00,rec,1,,,,,
player,201010100cle,atl,PalmMi00,rec_yds,11,,,,,
player,201010100cle,atl,PalmMi00,rec_td,0,,,,,
player,201010100cle,atl,PalmMi00,rec_long,11,,,,,
player,201010100cle,atl,PalmMi00,fumbles,0,,,,,
player,201010100cle,atl,PalmMi00,fumbles_lost,,,,,,
player,201010100cle,atl,FinnBr00,pass_cmp,,,,,,
player,201010100cle,atl,FinnBr00,pass_att,,,,,,
player,201010100cle,atl,FinnBr00,pass_yds,,,,,,
player,201010100cle,atl,FinnBr00,pass_td,,,,,,
player,201010100cle,atl,FinnBr00,pass_int,,,,,,
player,201010100cle,atl,FinnBr00,pass_sacked,,,,,,
player,201010100cle,atl,FinnBr00,pass_sacked_yds,,,,,,
player,201010100cle,atl,FinnBr00,pass_long,,,,,,
player,201010100cle,atl,FinnBr00,pass_rating,,,,,,
player,201010100cle,atl,FinnBr00,rush_att,,,,,,
player,201010100cle,atl,FinnBr00,rush_yds,,,,,,
player,201010100cle,atl,FinnBr00,rush_td,,,,,,
player,201010100cle,atl,FinnBr00,rush_long,,,,,,
player,201010100cle,atl,FinnBr00,targets,2,,,,,
player,201010100cle,atl,FinnBr00,rec,0,,,,,
player,201010100cle,atl,FinnBr00,rec_yds,0,,,,,
player,201010100cle,atl,FinnBr00,rec_td,0,,,,,
player,201010100cle,atl,FinnBr00,rec_long,,,,,,
player,201010100cle,atl,FinnBr00,fumbles,,,,,,
player,201010100cle,atl,FinnBr00,fumbles_lost,,,,,,
player,201010100cle,cle,DelhJa00,pass_cmp,13,,,,,
player,201010100cle,cle,DelhJa00,pass_att,23,,,,,
player,201010100cle,cle,DelhJa00,pass_yds,97,,,,,
player,201010100cle,cle,DelhJa00,pass_td,0,,,,,
player,201010100cle,cle,DelhJa00,pass_int,2,,,,,
player,201010100cle,cle,DelhJa00,pass_sacked,1,,,,,
player,201010100cle,cle,DelhJa00,pass_sacked_yds,10,,,,,
player,201010100cle,cle,DelhJa00,pass_long,14,,,,,
player,201010100cle,cle,DelhJa00,pass_rating,30.5,,,,,
player,201010100cle,cle,DelhJa00,rush_att,1,,,,,
player,201010100cle,cle,DelhJa00,rush_yds,0,,,,,
player,201010100cle,cle,DelhJa00,rush_td,0,,,,,
player,201010100cle,cle,DelhJa00,rush_long,0,,,,,
player,201010100cle,cle,DelhJa00,targets,0,,,,,
player,201010100cle,cle,DelhJa00,rec,0,,,,,
player,201010100cle,cle,DelhJa00,rec_yds,0,,,,,
player,201010100cle,cle,DelhJa00,rec_td,0,,,,,
player,201010100cle,cle,DelhJa00,rec_long,0,,,,,
player,201010100cle,cle,DelhJa00,fumbles,1,,,,,
player,201010100cle,cle,DelhJa00,fumbles_lost,0,,,,,
player,201010100cle,cle,WallSe00,pass_cmp,11,,,,,
player,201010100cle,cle,WallSe00,pass_att,15,,,,,
player,201010100cle,cle,WallSe00,pass_yds,139,,,,,
player,201010100cle,cle,WallSe00,pass_td,1,,,,,
player,201010100cle,cle,WallSe00,pass_int,0,,,,,
player,201010100cle,cle,WallSe00,pass_sacked,2,,,,,
player,201010100cle,cle,WallSe00,pass_sacked_yds,15,,,,,
player,201010100cle,cle,WallSe00,pass_long,19,,,,,
player,201010100cle,cle,WallSe00,pass_rating,124.0,,,,,
player,201010100cle,cle,WallSe00,rush_att,0,,,,,
player,201010100cle,cle,WallSe00,rush_yds,0,,,,,
player,201010100cle,cle,WallSe00,rush_td,0,,,,,
player,201010100cle,cle,WallSe00,rush_long,0,,,,,
player,201010100cle,cle,WallSe00,targets,0,,,,,
player,201010100cle,cle,WallSe00,rec,0,,,,,
player,201010100cle,cle,WallSe00,rec_yds,0,,,,,
player,201010100cle,cle,WallSe00,rec_td,0,,,,,
player,201010100cle,cle,WallSe00,rec_long,0,,,,,
player,201010100cle,cle,WallSe00,fumbles,0,,,,,
player,201010100cle,cle,WallSe00,fumbles_lost,,,,,,
player,201010100cle,cle,CribJo01,pass_cmp,1,,,,,
player,201010100cle,cle,CribJo01,pass_att,1,,,,,
player,201010100cle,cle,CribJo01,pass_yds,10,,,,,
player,201010100cle,cle,CribJo01,pass_td,0,,,,,
player,201010100cle,cle,CribJo01,pass_int,0,,,,,
player,201010100cle,cle,CribJo01,pass_sacked,0,,,,,
player,201010100cle,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201010100cle,cle,CribJo01,pass_long,10,,,,,
player,201010100cle,cle,CribJo01,pass_rating,108.3,,,,,
player,201010100cle,cle,CribJo01,rush_att,2,,,,,
player,201010100cle,cle,CribJo01,rush_yds,11,,,,,
player,201010100cle,cle,CribJo01,rush_td,0,,,,,
player,201010100cle,cle,CribJo01,rush_long,7,,,,,
player,201010100cle,cle,CribJo01,targets,5,,,,,
player,201010100cle,cle,CribJo01,rec,1,,,,,
player,201010100cle,cle,CribJo01,rec_yds,8,,,,,
player,201010100cle,cle,CribJo01,rec_td,0,,,,,
player,201010100cle,cle,CribJo01,rec_long,8,,,,,
player,201010100cle,cle,CribJo01,fumbles,1,,,,,
player,201010100cle,cle,CribJo01,fumbles_lost,0,,,,,
player,201010100cle,cle,HillPe00,pass_cmp,0,,,,,
player,201010100cle,cle,HillPe00,pass_att,0,,,,,
player,201010100cle,cle,HillPe00,pass_yds,0,,,,,
player,201010100cle,cle,HillPe00,pass_td,0,,,,,
player,201010100cle,cle,HillPe00,pass_int,0,,,,,
player,201010100cle,cle,HillPe00,pass_sacked,0,,,,,
player,201010100cle,cle,HillPe00,pass_sacked_yds,,,,,,
player,201010100cle,cle,HillPe00,pass_long,0,,,,,
player,201010100cle,cle,HillPe00,pass_rating,,,,,,
player,201010100cle,cle,HillPe00,rush_att,10,,,,,
player,201010100cle,cle,HillPe00,rush_yds,28,,,,,
player,201010100cle,cle,HillPe00,rush_td,0,,,,,
player,201010100cle,cle,HillPe00,rush_long,9,,,,,
player,201010100cle,cle,HillPe00,targets,6,,,,,
player,201010100cle,cle,HillPe00,rec,4,,,,,
player,201010100cle,cle,HillPe00,rec_yds,49,,,,,
player,201010100cle,cle,HillPe00,rec_td,1,,,,,
player,201010100cle,cle,HillPe00,rec_long,19,,,,,
player,201010100cle,cle,HillPe00,fumbles,1,,,,,
player,201010100cle,cle,HillPe00,fumbles_lost,1,,,,,
player,201010100cle,cle,HarrJe00,pass_cmp,0,,,,,
player,201010100cle,cle,HarrJe00,pass_att,0,,,,,
player,201010100cle,cle,HarrJe00,pass_yds,0,,,,,
player,201010100cle,cle,HarrJe00,pass_td,0,,,,,
player,201010100cle,cle,HarrJe00,pass_int,0,,,,,
player,201010100cle,cle,HarrJe00,pass_sacked,,,,,,
player,201010100cle,cle,HarrJe00,pass_sacked_yds,,,,,,
player,201010100cle,cle,HarrJe00,pass_long,0,,,,,
player,201010100cle,cle,HarrJe00,pass_rating,,,,,,
player,201010100cle,cle,HarrJe00,rush_att,6,,,,,
player,201010100cle,cle,HarrJe00,rush_yds,6,,,,,
player,201010100cle,cle,HarrJe00,rush_td,0,,,,,
player,201010100cle,cle,HarrJe00,rush_long,2,,,,,
player,201010100cle,cle,HarrJe00,targets,0,,,,,
player,201010100cle,cle,HarrJe00,rec,0,,,,,
player,201010100cle,cle,HarrJe00,rec_yds,0,,,,,
player,201010100cle,cle,HarrJe00,rec_td,0,,,,,
player,201010100cle,cle,HarrJe00,rec_long,0,,,,,
player,201010100cle,cle,HarrJe00,fumbles,0,,,,,
player,201010100cle,cle,HarrJe00,fumbles_lost,,,,,,
player,201010100cle,cle,VickLa00,pass_cmp,0,,,,,
player,201010100cle,cle,VickLa00,pass_att,0,,,,,
player,201010100cle,cle,VickLa00,pass_yds,0,,,,,
player,201010100cle,cle,VickLa00,pass_td,0,,,,,
player,201010100cle,cle,VickLa00,pass_int,0,,,,,
player,201010100cle,cle,VickLa00,pass_sacked,,,,,,
player,201010100cle,cle,VickLa00,pass_sacked_yds,,,,,,
player,201010100cle,cle,VickLa00,pass_long,0,,,,,
player,201010100cle,cle,VickLa00,pass_rating,,,,,,
player,201010100cle,cle,VickLa00,rush_att,1,,,,,
player,201010100cle,cle,VickLa00,rush_yds,3,,,,,
player,201010100cle,cle,VickLa00,rush_td,0,,,,,
player,201010100cle,cle,VickLa00,rush_long,3,,,,,
player,201010100cle,cle,VickLa00,targets,1,,,,,
player,201010100cle,cle,VickLa00,rec,1,,,,,
player,201010100cle,cle,VickLa00,rec_yds,10,,,,,
player,201010100cle,cle,VickLa00,rec_td,0,,,,,
player,201010100cle,cle,VickLa00,rec_long,10,,,,,
player,201010100cle,cle,VickLa00,fumbles,0,,,,,
player,201010100cle,cle,VickLa00,fumbles_lost,,,,,,
player,201010100cle,cle,MassMo00,pass_cmp,0,,,,,
player,201010100cle,cle,MassMo00,pass_att,0,,,,,
player,201010100cle,cle,MassMo00,pass_yds,0,,,,,
player,201010100cle,cle,MassMo00,pass_td,0,,,,,
player,201010100cle,cle,MassMo00,pass_int,0,,,,,
player,201010100cle,cle,MassMo00,pass_sacked,0,,,,,
player,201010100cle,cle,MassMo00,pass_sacked_yds,,,,,,
player,201010100cle,cle,MassMo00,pass_long,0,,,,,
player,201010100cle,cle,MassMo00,pass_rating,,,,,,
player,201010100cle,cle,MassMo00,rush_att,0,,,,,
player,201010100cle,cle,MassMo00,rush_yds,0,,,,,
player,201010100cle,cle,MassMo00,rush_td,0,,,,,
player,201010100cle,cle,MassMo00,rush_long,0,,,,,
player,201010100cle,cle,MassMo00,targets,6,,,,,
player,201010100cle,cle,MassMo00,rec,5,,,,,
player,201010100cle,cle,MassMo00,rec_yds,55,,,,,
player,201010100cle,cle,MassMo00,rec_td,0,,,,,
player,201010100cle,cle,MassMo00,rec_long,14,,,,,
player,201010100cle,cle,MassMo00,fumbles,0,,,,,
player,201010100cle,cle,MassMo00,fumbles_lost,,,,,,
player,201010100cle,cle,StucCh20,pass_cmp,0,,,,,
player,201010100cle,cle,StucCh20,pass_att,0,,,,,
player,201010100cle,cle,StucCh20,pass_yds,0,,,,,
player,201010100cle,cle,StucCh20,pass_td,0,,,,,
player,201010100cle,cle,StucCh20,pass_int,0,,,,,
player,201010100cle,cle,StucCh20,pass_sacked,,,,,,
player,201010100cle,cle,StucCh20,pass_sacked_yds,,,,,,
player,201010100cle,cle,StucCh20,pass_long,0,,,,,
player,201010100cle,cle,StucCh20,pass_rating,,,,,,
player,201010100cle,cle,StucCh20,rush_att,0,,,,,
player,201010100cle,cle,StucCh20,rush_yds,0,,,,,
player,201010100cle,cle,StucCh20,rush_td,0,,,,,
player,201010100cle,cle,StucCh20,rush_long,0,,,,,
player,201010100cle,cle,StucCh20,targets,8,,,,,
player,201010100cle,cle,StucCh20,rec,5,,,,,
player,201010100cle,cle,StucCh20,rec_yds,54,,,,,
player,201010100cle,cle,StucCh20,rec_td,0,,,,,
player,201010100cle,cle,StucCh20,rec_long,19,,,,,
player,201010100cle,cle,StucCh20,fumbles,0,,,,,
player,201010100cle,cle,StucCh20,fumbles_lost,,,,,,
player,201010100cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201010100cle,cle,WatsBe00,pass_att,0,,,,,
player,201010100cle,cle,WatsBe00,pass_yds,0,,,,,
player,201010100cle,cle,WatsBe00,pass_td,0,,,,,
player,201010100cle,cle,WatsBe00,pass_int,0,,,,,
player,201010100cle,cle,WatsBe00,pass_sacked,,,,,,
player,201010100cle,cle,WatsBe00,pass_sacked_yds,,,,,,
player,201010100cle,cle,WatsBe00,pass_long,0,,,,,
player,201010100cle,cle,WatsBe00,pass_rating,,,,,,
player,201010100cle,cle,WatsBe00,rush_att,0,,,,,
player,201010100cle,cle,WatsBe00,rush_yds,0,,,,,
player,201010100cle,cle,WatsBe00,rush_td,0,,,,,
player,201010100cle,cle,WatsBe00,rush_long,0,,,,,
player,201010100cle,cle,WatsBe00,targets,7,,,,,
player,201010100cle,cle,WatsBe00,rec,5,,,,,
player,201010100cle,cle,WatsBe00,rec_yds,45,,,,,
player,201010100cle,cle,WatsBe00,rec_td,0,,,,,
player,201010100cle,cle,WatsBe00,rec_long,14,,,,,
player,201010100cle,cle,WatsBe00,fumbles,0,,,,,
player,201010100cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201010100cle,cle,RoyaRo00,pass_cmp,0,,,,,
player,201010100cle,cle,RoyaRo00,pass_att,0,,,,,
player,201010100cle,cle,RoyaRo00,pass_yds,0,,,,,
player,201010100cle,cle,RoyaRo00,pass_td,0,,,,,
player,201010100cle,cle,RoyaRo00,pass_int,0,,,,,
player,201010100cle,cle,RoyaRo00,pass_sacked,,,,,,
player,201010100cle,cle,RoyaRo00,pass_sacked_yds,,,,,,
player,201010100cle,cle,RoyaRo00,pass_long,0,,,,,
player,201010100cle,cle,RoyaRo00,pass_rating,,,,,,
player,201010100cle,cle,RoyaRo00,rush_att,0,,,,,
player,201010100cle,cle,RoyaRo00,rush_yds,0,,,,,
player,201010100cle,cle,RoyaRo00,rush_td,0,,,,,
player,201010100cle,cle,RoyaRo00,rush_long,0,,,,,
player,201010100cle,cle,RoyaRo00,targets,2,,,,,
player,201010100cle,cle,RoyaRo00,rec,2,,,,,
player,201010100cle,cle,RoyaRo00,rec_yds,13,,,,,
player,201010100cle,cle,RoyaRo00,rec_td,0,,,,,
player,201010100cle,cle,RoyaRo00,rec_long,7,,,,,
player,201010100cle,cle,RoyaRo00,fumbles,0,,,,,
player,201010100cle,cle,RoyaRo00,fumbles_lost,,,,,,
player,201010100cle,cle,MoorEv00,pass_cmp,0,,,,,
player,201010100cle,cle,MoorEv00,pass_att,0,,,,,
player,201010100cle,cle,MoorEv00,pass_yds,0,,,,,
player,201010100cle,cle,MoorEv00,pass_td,0,,,,,
player,201010100cle,cle,MoorEv00,pass_int,0,,,,,
player,201010100cle,cle,MoorEv00,pass_sacked,,,,,,
player,201010100cle,cle,MoorEv00,pass_sacked_yds,,,,,,
player,201010100cle,cle,MoorEv00,pass_long,0,,,,,
player,201010100cle,cle,MoorEv00,pass_rating,,,,,,
player,201010100cle,cle,MoorEv00,rush_att,0,,,,,
player,201010100cle,cle,MoorEv00,rush_yds,0,,,,,
player,201010100cle,cle,MoorEv00,rush_td,0,,,,,
player,201010100cle,cle,MoorEv00,rush_long,0,,,,,
player,201010100cle,cle,MoorEv00,targets,2,,,,,
player,201010100cle,cle,MoorEv00,rec,1,,,,,
player,201010100cle,cle,MoorEv00,rec_yds,7,,,,,
player,201010100cle,cle,MoorEv00,rec_td,0,,,,,
player,201010100cle,cle,MoorEv00,rec_long,7,,,,,
player,201010100cle,cle,MoorEv00,fumbles,0,,,,,
player,201010100cle,cle,MoorEv00,fumbles_lost,,,,,,
player,201010100cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201010100cle,cle,RobiBr00,pass_att,0,,,,,
player,201010100cle,cle,RobiBr00,pass_yds,0,,,,,
player,201010100cle,cle,RobiBr00,pass_td,0,,,,,
player,201010100cle,cle,RobiBr00,pass_int,0,,,,,
player,201010100cle,cle,RobiBr00,pass_sacked,,,,,,
player,201010100cle,cle,RobiBr00,pass_sacked_yds,,,,,,
player,201010100cle,cle,RobiBr00,pass_long,0,,,,,
player,201010100cle,cle,RobiBr00,pass_rating,,,,,,
player,201010100cle,cle,RobiBr00,rush_att,0,,,,,
player,201010100cle,cle,RobiBr00,rush_yds,0,,,,,
player,201010100cle,cle,RobiBr00,rush_td,0,,,,,
player,201010100cle,cle,RobiBr00,rush_long,0,,,,,
player,201010100cle,cle,RobiBr00,targets,1,,,,,
player,201010100cle,cle,RobiBr00,rec,1,,,,,
player,201010100cle,cle,RobiBr00,rec_yds,5,,,,,
player,201010100cle,cle,RobiBr00,rec_td,0,,,,,
