game,2010,5,20101010,201010100cle,atl,"Atlanta Falcons",20,cle,"Cleveland Browns",10
player,201010100cle,cle,ColeKe20,def_int,0,,,,,
player,201010100cle,cle,ColeKe20,def_int_yds,0,,,,,
player,201010100cle,cle,ColeKe20,def_int_td,0,,,,,
player,201010100cle,cle,ColeKe20,def_int_long,0,,,,,
player,201010100cle,cle,ColeKe20,pass_defended,0,,,,,
player,201010100cle,cle,ColeKe20,sacks,0.0,,,,,
player,201010100cle,cle,ColeKe20,tackles_combined,4,,,,,
player,201010100cle,cle,ColeKe20,tackles_solo,2,,,,,
player,201010100cle,cle,ColeKe20,tackles_assists,2,,,,,
player,201010100cle,cle,ColeKe20,tackles_loss,0,,,,,
player,201010100cle,cle,ColeKe20,qb_hits,1,,,,,
player,201010100cle,cle,ColeKe20,fumbles_rec,1,,,,,
player,201010100cle,cle,ColeKe20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,ColeKe20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,ColeKe20,fumbles_forced,0,,,,,
player,201010100cle,cle,WrigEr99,def_int,0,,,,,
player,201010100cle,cle,WrigEr99,def_int_yds,0,,,,,
player,201010100cle,cle,WrigEr99,def_int_td,0,,,,,
player,201010100cle,cle,WrigEr99,def_int_long,0,,,,,
player,201010100cle,cle,WrigEr99,pass_defended,1,,,,,
player,201010100cle,cle,WrigEr99,sacks,0.0,,,,,
player,201010100cle,cle,WrigEr99,tackles_combined,3,,,,,
player,201010100cle,cle,WrigEr99,tackles_solo,3,,,,,
player,201010100cle,cle,WrigEr99,tackles_assists,0,,,,,
player,201010100cle,cle,WrigEr99,tackles_loss,0,,,,,
player,201010100cle,cle,WrigEr99,qb_hits,1,,,,,
player,201010100cle,cle,WrigEr99,fumbles_rec,0,,,,,
player,201010100cle,cle,WrigEr99,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,WrigEr99,fumbles_rec_td,0,,,,,
player,201010100cle,cle,WrigEr99,fumbles_forced,0,,,,,
player,201010100cle,cle,AdamMi21,def_int,0,,,,,
player,201010100cle,cle,AdamMi21,def_int_yds,0,,,,,
player,201010100cle,cle,AdamMi21,def_int_td,0,,,,,
player,201010100cle,cle,AdamMi21,def_int_long,0,,,,,
player,201010100cle,cle,AdamMi21,pass_defended,0,,,,,
player,201010100cle,cle,AdamMi21,sacks,0.0,,,,,
player,201010100cle,cle,AdamMi21,tackles_combined,2,,,,,
player,201010100cle,cle,AdamMi21,tackles_solo,1,,,,,
player,201010100cle,cle,AdamMi21,tackles_assists,1,,,,,
player,201010100cle,cle,AdamMi21,tackles_loss,0,,,,,
player,201010100cle,cle,AdamMi21,qb_hits,0,,,,,
player,201010100cle,cle,AdamMi21,fumbles_rec,0,,,,,
player,201010100cle,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201010100cle,cle,AdamMi21,fumbles_forced,0,,,,,
player,201010100cle,cle,BoweDa20,def_int,0,,,,,
player,201010100cle,cle,BoweDa20,def_int_yds,0,,,,,
player,201010100cle,cle,BoweDa20,def_int_td,0,,,,,
player,201010100cle,cle,BoweDa20,def_int_long,0,,,,,
player,201010100cle,cle,BoweDa20,pass_defended,0,,,,,
player,201010100cle,cle,BoweDa20,sacks,0.0,,,,,
player,201010100cle,cle,BoweDa20,tackles_combined,2,,,,,
player,201010100cle,cle,BoweDa20,tackles_solo,1,,,,,
player,201010100cle,cle,BoweDa20,tackles_assists,1,,,,,
player,201010100cle,cle,BoweDa20,tackles_loss,0,,,,,
player,201010100cle,cle,BoweDa20,qb_hits,0,,,,,
player,201010100cle,cle,BoweDa20,fumbles_rec,0,,,,,
player,201010100cle,cle,BoweDa20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,BoweDa20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,BoweDa20,fumbles_forced,0,,,,,
player,201010100cle,cle,ElamAb20,def_int,0,,,,,
player,201010100cle,cle,ElamAb20,def_int_yds,0,,,,,
player,201010100cle,cle,ElamAb20,def_int_td,0,,,,,
player,201010100cle,cle,ElamAb20,def_int_long,0,,,,,
player,201010100cle,cle,ElamAb20,pass_defended,0,,,,,
player,201010100cle,cle,ElamAb20,sacks,0.0,,,,,
player,201010100cle,cle,ElamAb20,tackles_combined,2,,,,,
player,201010100cle,cle,ElamAb20,tackles_solo,2,,,,,
player,201010100cle,cle,ElamAb20,tackles_assists,0,,,,,
player,201010100cle,cle,ElamAb20,tackles_loss,0,,,,,
player,201010100cle,cle,ElamAb20,qb_hits,0,,,,,
player,201010100cle,cle,ElamAb20,fumbles_rec,0,,,,,
player,201010100cle,cle,ElamAb20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,ElamAb20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,ElamAb20,fumbles_forced,0,,,,,
player,201010100cle,cle,HadeJo99,def_int,0,,,,,
player,201010100cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201010100cle,cle,HadeJo99,def_int_td,0,,,,,
player,201010100cle,cle,HadeJo99,def_int_long,0,,,,,
player,201010100cle,cle,HadeJo99,pass_defended,0,,,,,
player,201010100cle,cle,HadeJo99,sacks,0.0,,,,,
player,201010100cle,cle,HadeJo99,tackles_combined,2,,,,,
player,201010100cle,cle,HadeJo99,tackles_solo,2,,,,,
player,201010100cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201010100cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201010100cle,cle,HadeJo99,qb_hits,0,,,,,
player,201010100cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201010100cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201010100cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201010100cle,cle,SoreNi20,def_int,0,,,,,
player,201010100cle,cle,SoreNi20,def_int_yds,0,,,,,
player,201010100cle,cle,SoreNi20,def_int_td,0,,,,,
player,201010100cle,cle,SoreNi20,def_int_long,0,,,,,
player,201010100cle,cle,SoreNi20,pass_defended,0,,,,,
player,201010100cle,cle,SoreNi20,sacks,0.0,,,,,
player,201010100cle,cle,SoreNi20,tackles_combined,2,,,,,
player,201010100cle,cle,SoreNi20,tackles_solo,2,,,,,
player,201010100cle,cle,SoreNi20,tackles_assists,0,,,,,
player,201010100cle,cle,SoreNi20,tackles_loss,0,,,,,
player,201010100cle,cle,SoreNi20,qb_hits,0,,,,,
player,201010100cle,cle,SoreNi20,fumbles_rec,0,,,,,
player,201010100cle,cle,SoreNi20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,SoreNi20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,SoreNi20,fumbles_forced,0,,,,,
player,201010100cle,cle,BrowTi20,def_int,0,,,,,
player,201010100cle,cle,BrowTi20,def_int_yds,0,,,,,
player,201010100cle,cle,BrowTi20,def_int_td,0,,,,,
player,201010100cle,cle,BrowTi20,def_int_long,0,,,,,
player,201010100cle,cle,BrowTi20,pass_defended,0,,,,,
player,201010100cle,cle,BrowTi20,sacks,0.0,,,,,
player,201010100cle,cle,BrowTi20,tackles_combined,1,,,,,
player,201010100cle,cle,BrowTi20,tackles_solo,0,,,,,
player,201010100cle,cle,BrowTi20,tackles_assists,1,,,,,
player,201010100cle,cle,BrowTi20,tackles_loss,0,,,,,
player,201010100cle,cle,BrowTi20,qb_hits,0,,,,,
player,201010100cle,cle,BrowTi20,fumbles_rec,0,,,,,
player,201010100cle,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,BrowTi20,fumbles_forced,0,,,,,
player,201010100cle,cle,TrusJa99,def_int,0,,,,,
player,201010100cle,cle,TrusJa99,def_int_yds,0,,,,,
player,201010100cle,cle,TrusJa99,def_int_td,0,,,,,
player,201010100cle,cle,TrusJa99,def_int_long,0,,,,,
player,201010100cle,cle,TrusJa99,pass_defended,0,,,,,
player,201010100cle,cle,TrusJa99,sacks,0.0,,,,,
player,201010100cle,cle,TrusJa99,tackles_combined,1,,,,,
player,201010100cle,cle,TrusJa99,tackles_solo,0,,,,,
player,201010100cle,cle,TrusJa99,tackles_assists,1,,,,,
player,201010100cle,cle,TrusJa99,tackles_loss,0,,,,,
player,201010100cle,cle,TrusJa99,qb_hits,0,,,,,
player,201010100cle,cle,TrusJa99,fumbles_rec,0,,,,,
player,201010100cle,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201010100cle,cle,TrusJa99,fumbles_forced,0,,,,,
player,201010100cle,cle,CribJo01,def_int,0,,,,,
player,201010100cle,cle,CribJo01,def_int_yds,0,,,,,
player,201010100cle,cle,CribJo01,def_int_td,0,,,,,
player,201010100cle,cle,CribJo01,def_int_long,0,,,,,
player,201010100cle,cle,CribJo01,pass_defended,0,,,,,
player,201010100cle,cle,CribJo01,sacks,0.0,,,,,
player,201010100cle,cle,CribJo01,tackles_combined,0,,,,,
player,201010100cle,cle,CribJo01,tackles_solo,0,,,,,
player,201010100cle,cle,CribJo01,tackles_assists,0,,,,,
player,201010100cle,cle,CribJo01,tackles_loss,0,,,,,
player,201010100cle,cle,CribJo01,qb_hits,0,,,,,
player,201010100cle,cle,CribJo01,fumbles_rec,1,,,,,
player,201010100cle,cle,CribJo01,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,CribJo01,fumbles_rec_td,0,,,,,
player,201010100cle,cle,CribJo01,fumbles_forced,0,,,,,
player,201010100cle,atl,WeemEr00,kick_ret,3,,,,,
player,201010100cle,atl,WeemEr00,kick_ret_yds,66,,,,,
player,201010100cle,atl,WeemEr00,kick_ret_yds_per_ret,22.0,,,,,
player,201010100cle,atl,WeemEr00,kick_ret_td,0,,,,,
player,201010100cle,atl,WeemEr00,kick_ret_long,32,,,,,
player,201010100cle,atl,WeemEr00,punt_ret,1,,,,,
player,201010100cle,atl,WeemEr00,punt_ret_yds,8,,,,,
player,201010100cle,atl,WeemEr00,punt_ret_yds_per_ret,8.0,,,,,
player,201010100cle,atl,WeemEr00,punt_ret_td,0,,,,,
player,201010100cle,atl,WeemEr00,punt_ret_long,8,,,,,
player,201010100cle,cle,CribJo01,kick_ret,3,,,,,
player,201010100cle,cle,CribJo01,kick_ret_yds,64,,,,,
player,201010100cle,cle,CribJo01,kick_ret_yds_per_ret,21.3,,,,,
player,201010100cle,cle,CribJo01,kick_ret_td,0,,,,,
player,201010100cle,cle,CribJo01,kick_ret_long,34,,,,,
player,201010100cle,cle,CribJo01,punt_ret,1,,,,,
player,201010100cle,cle,CribJo01,punt_ret_yds,3,,,,,
player,201010100cle,cle,CribJo01,punt_ret_yds_per_ret,3.0,,,,,
player,201010100cle,cle,CribJo01,punt_ret_td,0,,,,,
player,201010100cle,cle,CribJo01,punt_ret_long,3,,,,,
player,201010100cle,cle,HarrJe00,kick_ret,2,,,,,
player,201010100cle,cle,HarrJe00,kick_ret_yds,15,,,,,
player,201010100cle,cle,HarrJe00,kick_ret_yds_per_ret,7.5,,,,,
player,201010100cle,cle,HarrJe00,kick_ret_td,0,,,,,
player,201010100cle,cle,HarrJe00,kick_ret_long,9,,,,,
player,201010100cle,cle,HarrJe00,punt_ret,0,,,,,
player,201010100cle,cle,HarrJe00,punt_ret_yds,0,,,,,
player,201010100cle,cle,HarrJe00,punt_ret_yds_per_ret,,,,,,
player,201010100cle,cle,HarrJe00,punt_ret_td,0,,,,,
player,201010100cle,cle,HarrJe00,punt_ret_long,0,,,,,
player,201010100cle,atl,bryanmat01,xpm,2,,,,,
player,201010100cle,atl,bryanmat01,xpa,2,,,,,
player,201010100cle,atl,bryanmat01,fgm,2,,,,,
player,201010100cle,atl,bryanmat01,fga,3,,,,,
player,201010100cle,atl,bryanmat01,punt,0,,,,,
player,201010100cle,atl,bryanmat01,punt_yds,0,,,,,
player,201010100cle,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201010100cle,atl,bryanmat01,punt_long,0,,,,,
player,201010100cle,atl,koenemic01,xpm,,,,,,
player,201010100cle,atl,koenemic01,xpa,,,,,,
player,201010100cle,atl,koenemic01,fgm,,,,,,
player,201010100cle,atl,koenemic01,fga,,,,,,
player,201010100cle,atl,koenemic01,punt,4,,,,,
player,201010100cle,atl,koenemic01,punt_yds,173,,,,,
player,201010100cle,atl,koenemic01,punt_yds_per_punt,43.3,,,,,
player,201010100cle,atl,koenemic01,punt_long,48,,,,,
player,201010100cle,cle,dawsophi01,xpm,1,,,,,
player,201010100cle,cle,dawsophi01,xpa,1,,,,,
player,201010100cle,cle,dawsophi01,fgm,1,,,,,
player,201010100cle,cle,dawsophi01,fga,1,,,,,
player,201010100cle,cle,dawsophi01,punt,0,,,,,
player,201010100cle,cle,dawsophi01,punt_yds,0,,,,,
player,201010100cle,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201010100cle,cle,dawsophi01,punt_long,0,,,,,
player,201010100cle,cle,HodgRe20,xpm,,,,,,
player,201010100cle,cle,HodgRe20,xpa,,,,,,
player,201010100cle,cle,HodgRe20,fgm,,,,,,
player,201010100cle,cle,HodgRe20,fga,,,,,,
player,201010100cle,cle,HodgRe20,punt,5,,,,,
player,201010100cle,cle,HodgRe20,punt_yds,234,,,,,
player,201010100cle,cle,HodgRe20,punt_yds_per_punt,46.8,,,,,
player,201010100cle,cle,HodgRe20,punt_long,57,,,,,
