game,2010,5,20101010,201010100buf,jax,"Jacksonville Jaguars",36,buf,"Buffalo Bills",26
player,201010100buf,buf,FitzRy00,targets,0,,,,,
player,201010100buf,buf,FitzRy00,rec,0,,,,,
player,201010100buf,buf,FitzRy00,rec_yds,0,,,,,
player,201010100buf,buf,FitzRy00,rec_td,0,,,,,
player,201010100buf,buf,FitzRy00,rec_long,0,,,,,
player,201010100buf,buf,FitzRy00,fumbles,1,,,,,
player,201010100buf,buf,FitzRy00,fumbles_lost,0,,,,,
player,201010100buf,buf,JackFr02,pass_cmp,0,,,,,
player,201010100buf,buf,JackFr02,pass_att,0,,,,,
player,201010100buf,buf,JackFr02,pass_yds,0,,,,,
player,201010100buf,buf,JackFr02,pass_td,0,,,,,
player,201010100buf,buf,JackFr02,pass_int,0,,,,,
player,201010100buf,buf,JackFr02,pass_sacked,,,,,,
player,201010100buf,buf,JackFr02,pass_sacked_yds,,,,,,
player,201010100buf,buf,JackFr02,pass_long,0,,,,,
player,201010100buf,buf,JackFr02,pass_rating,,,,,,
player,201010100buf,buf,JackFr02,rush_att,12,,,,,
player,201010100buf,buf,JackFr02,rush_yds,73,,,,,
player,201010100buf,buf,JackFr02,rush_td,0,,,,,
player,201010100buf,buf,JackFr02,rush_long,31,,,,,
player,201010100buf,buf,JackFr02,targets,2,,,,,
player,201010100buf,buf,JackFr02,rec,1,,,,,
player,201010100buf,buf,JackFr02,rec_yds,-7,,,,,
player,201010100buf,buf,JackFr02,rec_td,0,,,,,
player,201010100buf,buf,JackFr02,rec_long,-7,,,,,
player,201010100buf,buf,JackFr02,fumbles,0,,,,,
player,201010100buf,buf,JackFr02,fumbles_lost,,,,,,
player,201010100buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201010100buf,buf,SpilC.00,pass_att,0,,,,,
player,201010100buf,buf,SpilC.00,pass_yds,0,,,,,
player,201010100buf,buf,SpilC.00,pass_td,0,,,,,
player,201010100buf,buf,SpilC.00,pass_int,0,,,,,
player,201010100buf,buf,SpilC.00,pass_sacked,,,,,,
player,201010100buf,buf,SpilC.00,pass_sacked_yds,,,,,,
player,201010100buf,buf,SpilC.00,pass_long,0,,,,,
player,201010100buf,buf,SpilC.00,pass_rating,,,,,,
player,201010100buf,buf,SpilC.00,rush_att,5,,,,,
player,201010100buf,buf,SpilC.00,rush_yds,31,,,,,
player,201010100buf,buf,SpilC.00,rush_td,0,,,,,
player,201010100buf,buf,SpilC.00,rush_long,19,,,,,
player,201010100buf,buf,SpilC.00,targets,2,,,,,
player,201010100buf,buf,SpilC.00,rec,1,,,,,
player,201010100buf,buf,SpilC.00,rec_yds,3,,,,,
player,201010100buf,buf,SpilC.00,rec_td,0,,,,,
player,201010100buf,buf,SpilC.00,rec_long,3,,,,,
player,201010100buf,buf,SpilC.00,fumbles,0,,,,,
player,201010100buf,buf,SpilC.00,fumbles_lost,,,,,,
player,201010100buf,buf,McInCo00,pass_cmp,0,,,,,
player,201010100buf,buf,McInCo00,pass_att,0,,,,,
player,201010100buf,buf,McInCo00,pass_yds,0,,,,,
player,201010100buf,buf,McInCo00,pass_td,0,,,,,
player,201010100buf,buf,McInCo00,pass_int,0,,,,,
player,201010100buf,buf,McInCo00,pass_sacked,,,,,,
player,201010100buf,buf,McInCo00,pass_sacked_yds,,,,,,
player,201010100buf,buf,McInCo00,pass_long,0,,,,,
player,201010100buf,buf,McInCo00,pass_rating,,,,,,
player,201010100buf,buf,McInCo00,rush_att,1,,,,,
player,201010100buf,buf,McInCo00,rush_yds,1,,,,,
player,201010100buf,buf,McInCo00,rush_td,0,,,,,
player,201010100buf,buf,McInCo00,rush_long,1,,,,,
player,201010100buf,buf,McInCo00,targets,0,,,,,
player,201010100buf,buf,McInCo00,rec,0,,,,,
player,201010100buf,buf,McInCo00,rec_yds,0,,,,,
player,201010100buf,buf,McInCo00,rec_td,0,,,,,
player,201010100buf,buf,McInCo00,rec_long,0,,,,,
player,201010100buf,buf,McInCo00,fumbles,0,,,,,
player,201010100buf,buf,McInCo00,fumbles_lost,,,,,,
player,201010100buf,buf,MoorBr24,pass_cmp,0,,,,,
player,201010100buf,buf,MoorBr24,pass_att,0,,,,,
player,201010100buf,buf,MoorBr24,pass_yds,0,,,,,
player,201010100buf,buf,MoorBr24,pass_td,0,,,,,
player,201010100buf,buf,MoorBr24,pass_int,0,,,,,
player,201010100buf,buf,MoorBr24,pass_sacked,,,,,,
player,201010100buf,buf,MoorBr24,pass_sacked_yds,,,,,,
player,201010100buf,buf,MoorBr24,pass_long,0,,,,,
player,201010100buf,buf,MoorBr24,pass_rating,,,,,,
player,201010100buf,buf,MoorBr24,rush_att,1,,,,,
player,201010100buf,buf,MoorBr24,rush_yds,1,,,,,
player,201010100buf,buf,MoorBr24,rush_td,0,,,,,
player,201010100buf,buf,MoorBr24,rush_long,1,,,,,
player,201010100buf,buf,MoorBr24,targets,0,,,,,
player,201010100buf,buf,MoorBr24,rec,0,,,,,
player,201010100buf,buf,MoorBr24,rec_yds,0,,,,,
player,201010100buf,buf,MoorBr24,rec_td,0,,,,,
player,201010100buf,buf,MoorBr24,rec_long,0,,,,,
player,201010100buf,buf,MoorBr24,fumbles,0,,,,,
player,201010100buf,buf,MoorBr24,fumbles_lost,,,,,,
player,201010100buf,buf,EvanLe00,pass_cmp,0,,,,,
player,201010100buf,buf,EvanLe00,pass_att,0,,,,,
player,201010100buf,buf,EvanLe00,pass_yds,0,,,,,
player,201010100buf,buf,EvanLe00,pass_td,0,,,,,
player,201010100buf,buf,EvanLe00,pass_int,0,,,,,
player,201010100buf,buf,EvanLe00,pass_sacked,,,,,,
player,201010100buf,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201010100buf,buf,EvanLe00,pass_long,0,,,,,
player,201010100buf,buf,EvanLe00,pass_rating,,,,,,
player,201010100buf,buf,EvanLe00,rush_att,0,,,,,
player,201010100buf,buf,EvanLe00,rush_yds,0,,,,,
player,201010100buf,buf,EvanLe00,rush_td,0,,,,,
player,201010100buf,buf,EvanLe00,rush_long,0,,,,,
player,201010100buf,buf,EvanLe00,targets,8,,,,,
player,201010100buf,buf,EvanLe00,rec,5,,,,,
player,201010100buf,buf,EvanLe00,rec_yds,87,,,,,
player,201010100buf,buf,EvanLe00,rec_td,1,,,,,
player,201010100buf,buf,EvanLe00,rec_long,45,,,,,
player,201010100buf,buf,EvanLe00,fumbles,0,,,,,
player,201010100buf,buf,EvanLe00,fumbles_lost,,,,,,
player,201010100buf,buf,ParrRo00,pass_cmp,0,,,,,
player,201010100buf,buf,ParrRo00,pass_att,0,,,,,
player,201010100buf,buf,ParrRo00,pass_yds,0,,,,,
player,201010100buf,buf,ParrRo00,pass_td,0,,,,,
player,201010100buf,buf,ParrRo00,pass_int,0,,,,,
player,201010100buf,buf,ParrRo00,pass_sacked,,,,,,
player,201010100buf,buf,ParrRo00,pass_sacked_yds,,,,,,
player,201010100buf,buf,ParrRo00,pass_long,0,,,,,
player,201010100buf,buf,ParrRo00,pass_rating,,,,,,
player,201010100buf,buf,ParrRo00,rush_att,0,,,,,
player,201010100buf,buf,ParrRo00,rush_yds,0,,,,,
player,201010100buf,buf,ParrRo00,rush_td,0,,,,,
player,201010100buf,buf,ParrRo00,rush_long,0,,,,,
player,201010100buf,buf,ParrRo00,targets,5,,,,,
player,201010100buf,buf,ParrRo00,rec,4,,,,,
player,201010100buf,buf,ParrRo00,rec_yds,58,,,,,
player,201010100buf,buf,ParrRo00,rec_td,0,,,,,
player,201010100buf,buf,ParrRo00,rec_long,23,,,,,
player,201010100buf,buf,ParrRo00,fumbles,0,,,,,
player,201010100buf,buf,ParrRo00,fumbles_lost,,,,,,
player,201010100buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201010100buf,buf,JohnSt00,pass_att,0,,,,,
player,201010100buf,buf,JohnSt00,pass_yds,0,,,,,
player,201010100buf,buf,JohnSt00,pass_td,0,,,,,
player,201010100buf,buf,JohnSt00,pass_int,0,,,,,
player,201010100buf,buf,JohnSt00,pass_sacked,,,,,,
player,201010100buf,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201010100buf,buf,JohnSt00,pass_long,0,,,,,
player,201010100buf,buf,JohnSt00,pass_rating,,,,,,
player,201010100buf,buf,JohnSt00,rush_att,0,,,,,
player,201010100buf,buf,JohnSt00,rush_yds,0,,,,,
player,201010100buf,buf,JohnSt00,rush_td,0,,,,,
player,201010100buf,buf,JohnSt00,rush_long,0,,,,,
player,201010100buf,buf,JohnSt00,targets,9,,,,,
player,201010100buf,buf,JohnSt00,rec,5,,,,,
player,201010100buf,buf,JohnSt00,rec_yds,46,,,,,
player,201010100buf,buf,JohnSt00,rec_td,2,,,,,
player,201010100buf,buf,JohnSt00,rec_long,15,,,,,
player,201010100buf,buf,JohnSt00,fumbles,0,,,,,
player,201010100buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201010100buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201010100buf,buf,NelsDa01,pass_att,0,,,,,
player,201010100buf,buf,NelsDa01,pass_yds,0,,,,,
player,201010100buf,buf,NelsDa01,pass_td,0,,,,,
player,201010100buf,buf,NelsDa01,pass_int,0,,,,,
player,201010100buf,buf,NelsDa01,pass_sacked,,,,,,
player,201010100buf,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201010100buf,buf,NelsDa01,pass_long,0,,,,,
player,201010100buf,buf,NelsDa01,pass_rating,,,,,,
player,201010100buf,buf,NelsDa01,rush_att,0,,,,,
player,201010100buf,buf,NelsDa01,rush_yds,0,,,,,
player,201010100buf,buf,NelsDa01,rush_td,0,,,,,
player,201010100buf,buf,NelsDa01,rush_long,0,,,,,
player,201010100buf,buf,NelsDa01,targets,3,,,,,
player,201010100buf,buf,NelsDa01,rec,3,,,,,
player,201010100buf,buf,NelsDa01,rec_yds,23,,,,,
player,201010100buf,buf,NelsDa01,rec_td,0,,,,,
player,201010100buf,buf,NelsDa01,rec_long,11,,,,,
player,201010100buf,buf,NelsDa01,fumbles,0,,,,,
player,201010100buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201010100buf,buf,StupJo00,pass_cmp,0,,,,,
player,201010100buf,buf,StupJo00,pass_att,0,,,,,
player,201010100buf,buf,StupJo00,pass_yds,0,,,,,
player,201010100buf,buf,StupJo00,pass_td,0,,,,,
player,201010100buf,buf,StupJo00,pass_int,0,,,,,
player,201010100buf,buf,StupJo00,pass_sacked,,,,,,
player,201010100buf,buf,StupJo00,pass_sacked_yds,,,,,,
player,201010100buf,buf,StupJo00,pass_long,0,,,,,
player,201010100buf,buf,StupJo00,pass_rating,,,,,,
player,201010100buf,buf,StupJo00,rush_att,0,,,,,
player,201010100buf,buf,StupJo00,rush_yds,0,,,,,
player,201010100buf,buf,StupJo00,rush_td,0,,,,,
player,201010100buf,buf,StupJo00,rush_long,0,,,,,
player,201010100buf,buf,StupJo00,targets,1,,,,,
player,201010100buf,buf,StupJo00,rec,1,,,,,
player,201010100buf,buf,StupJo00,rec_yds,10,,,,,
player,201010100buf,buf,StupJo00,rec_td,0,,,,,
player,201010100buf,buf,StupJo00,rec_long,10,,,,,
player,201010100buf,buf,StupJo00,fumbles,1,,,,,
player,201010100buf,buf,StupJo00,fumbles_lost,0,,,,,
player,201010100buf,jax,KampAa99,def_int,0,,,,,
player,201010100buf,jax,KampAa99,def_int_yds,0,,,,,
player,201010100buf,jax,KampAa99,def_int_td,0,,,,,
player,201010100buf,jax,KampAa99,def_int_long,0,,,,,
player,201010100buf,jax,KampAa99,pass_defended,1,,,,,
player,201010100buf,jax,KampAa99,sacks,1.5,,,,,
player,201010100buf,jax,KampAa99,tackles_combined,6,,,,,
player,201010100buf,jax,KampAa99,tackles_solo,3,,,,,
player,201010100buf,jax,KampAa99,tackles_assists,3,,,,,
player,201010100buf,jax,KampAa99,tackles_loss,2,,,,,
player,201010100buf,jax,KampAa99,qb_hits,4,,,,,
player,201010100buf,jax,KampAa99,fumbles_rec,0,,,,,
player,201010100buf,jax,KampAa99,fumbles_rec_yds,0,,,,,
player,201010100buf,jax,KampAa99,fumbles_rec_td,0,,,,,
player,201010100buf,jax,KampAa99,fumbles_forced,0,,,,,
player,201010100buf,jax,KnigTe99,def_int,0,,,,,
player,201010100buf,jax,KnigTe99,def_int_yds,0,,,,,
player,201010100buf,jax,KnigTe99,def_int_td,0,,,,,
player,201010100buf,jax,KnigTe99,def_int_long,0,,,,,
player,201010100buf,jax,KnigTe99,pass_defended,0,,,,,
player,201010100buf,jax,KnigTe99,sacks,1.0,,,,,
player,201010100buf,jax,KnigTe99,tackles_combined,2,,,,,
player,201010100buf,jax,KnigTe99,tackles_solo,2,,,,,
player,201010100buf,jax,KnigTe99,tackles_assists,0,,,,,
player,201010100buf,jax,KnigTe99,tackles_loss,2,,,,,
player,201010100buf,jax,KnigTe99,qb_hits,1,,,,,
player,201010100buf,jax,KnigTe99,fumbles_rec,0,,,,,
player,201010100buf,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201010100buf,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201010100buf,jax,KnigTe99,fumbles_forced,0,,,,,
player,201010100buf,jax,HarvDe99,def_int,0,,,,,
player,201010100buf,jax,HarvDe99,def_int_yds,0,,,,,
player,201010100buf,jax,HarvDe99,def_int_td,0,,,,,
player,201010100buf,jax,HarvDe99,def_int_long,0,,,,,
player,201010100buf,jax,HarvDe99,pass_defended,0,,,,,
player,201010100buf,jax,HarvDe99,sacks,0.5,,,,,
player,201010100buf,jax,HarvDe99,tackles_combined,2,,,,,
player,201010100buf,jax,HarvDe99,tackles_solo,1,,,,,
player,201010100buf,jax,HarvDe99,tackles_assists,1,,,,,
player,201010100buf,jax,HarvDe99,tackles_loss,0,,,,,
player,201010100buf,jax,HarvDe99,qb_hits,1,,,,,
player,201010100buf,jax,HarvDe99,fumbles_rec,0,,,,,
player,201010100buf,jax,HarvDe99,fumbles_rec_yds,0,,,,,
player,201010100buf,jax,HarvDe99,fumbles_rec_td,0,,,,,
player,201010100buf,jax,HarvDe99,fumbles_forced,0,,,,,
player,201010100buf,jax,AlexGe99,def_int,0,,,,,
player,201010100buf,jax,AlexGe99,def_int_yds,0,,,,,
player,201010100buf,jax,AlexGe99,def_int_td,0,,,,,
player,201010100buf,jax,AlexGe99,def_int_long,0,,,,,
player,201010100buf,jax,AlexGe99,pass_defended,1,,,,,
player,201010100buf,jax,AlexGe99,sacks,0.0,,,,,
player,201010100buf,jax,AlexGe99,tackles_combined,6,,,,,
player,201010100buf,jax,AlexGe99,tackles_solo,3,,,,,
player,201010100buf,jax,AlexGe99,tackles_assists,3,,,,,
player,201010100buf,jax,AlexGe99,tackles_loss,0,,,,,
player,201010100buf,jax,AlexGe99,qb_hits,0,,,,,
player,201010100buf,jax,AlexGe99,fumbles_rec,0,,,,,
player,201010100buf,jax,AlexGe99,fumbles_rec_yds,0,,,,,
player,201010100buf,jax,AlexGe99,fumbles_rec_td,0,,,,,
player,201010100buf,jax,AlexGe99,fumbles_forced,0,,,,,
player,201010100buf,jax,CoxxDe99,def_int,0,,,,,
player,201010100buf,jax,CoxxDe99,def_int_yds,0,,,,,
player,201010100buf,jax,CoxxDe99,def_int_td,0,,,,,
player,201010100buf,jax,CoxxDe99,def_int_long,0,,,,,
player,201010100buf,jax,CoxxDe99,pass_defended,1,,,,,
player,201010100buf,jax,CoxxDe99,sacks,0.0,,,,,
player,201010100buf,jax,CoxxDe99,tackles_combined,6,,,,,
player,201010100buf,jax,CoxxDe99,tackles_solo,6,,,,,
player,201010100buf,jax,CoxxDe99,tackles_assists,0,,,,,
player,201010100buf,jax,CoxxDe99,tackles_loss,0,,,,,
player,201010100buf,jax,CoxxDe99,qb_hits,0,,,,,
player,201010100buf,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201010100buf,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201010100buf,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201010100buf,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201010100buf,jax,MathRa99,def_int,0,,,,,
player,201010100buf,jax,MathRa99,def_int_yds,0,,,,,
player,201010100buf,jax,MathRa99,def_int_td,0,,,,,
player,201010100buf,jax,MathRa99,def_int_long,0,,,,,
player,201010100buf,jax,MathRa99,pass_defended,0,,,,,
player,201010100buf,jax,MathRa99,sacks,0.0,,,,,
player,201010100buf,jax,MathRa99,tackles_combined,6,,,,,
player,201010100buf,jax,MathRa99,tackles_solo,5,,,,,
player,201010100buf,jax,MathRa99,tackles_assists,1,,,,,
player,201010100buf,jax,MathRa99,tackles_loss,0,,,,,
player,201010100buf,jax,MathRa99,qb_hits,0,,,,,
player,201010100buf,jax,MathRa99,fumbles_rec,0,,,,,
player,201010100buf,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201010100buf,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201010100buf,jax,MathRa99,fumbles_forced,1,,,,,
player,201010100buf,jax,MiddWi98,def_int,0,,,,,
