game,2010,8,20101031,201010310kan,buf,"Buffalo Bills",10,kan,"Kansas City Chiefs",13
player,201010310kan,kan,LewiKe00,def_int_td,0,,,,,
player,201010310kan,kan,LewiKe00,def_int_long,0,,,,,
player,201010310kan,kan,LewiKe00,pass_defended,0,,,,,
player,201010310kan,kan,LewiKe00,sacks,0.0,,,,,
player,201010310kan,kan,LewiKe00,tackles_combined,2,,,,,
player,201010310kan,kan,LewiKe00,tackles_solo,1,,,,,
player,201010310kan,kan,LewiKe00,tackles_assists,1,,,,,
player,201010310kan,kan,LewiKe00,tackles_loss,0,,,,,
player,201010310kan,kan,LewiKe00,qb_hits,0,,,,,
player,201010310kan,kan,LewiKe00,fumbles_rec,0,,,,,
player,201010310kan,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201010310kan,kan,LewiKe00,fumbles_forced,0,,,,,
player,201010310kan,kan,BattJa00,def_int,0,,,,,
player,201010310kan,kan,BattJa00,def_int_yds,0,,,,,
player,201010310kan,kan,BattJa00,def_int_td,0,,,,,
player,201010310kan,kan,BattJa00,def_int_long,0,,,,,
player,201010310kan,kan,BattJa00,pass_defended,0,,,,,
player,201010310kan,kan,BattJa00,sacks,0.0,,,,,
player,201010310kan,kan,BattJa00,tackles_combined,1,,,,,
player,201010310kan,kan,BattJa00,tackles_solo,1,,,,,
player,201010310kan,kan,BattJa00,tackles_assists,0,,,,,
player,201010310kan,kan,BattJa00,tackles_loss,0,,,,,
player,201010310kan,kan,BattJa00,qb_hits,0,,,,,
player,201010310kan,kan,BattJa00,fumbles_rec,0,,,,,
player,201010310kan,kan,BattJa00,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,BattJa00,fumbles_rec_td,0,,,,,
player,201010310kan,kan,BattJa00,fumbles_forced,0,,,,,
player,201010310kan,kan,ColqDu20,def_int,0,,,,,
player,201010310kan,kan,ColqDu20,def_int_yds,0,,,,,
player,201010310kan,kan,ColqDu20,def_int_td,0,,,,,
player,201010310kan,kan,ColqDu20,def_int_long,0,,,,,
player,201010310kan,kan,ColqDu20,pass_defended,0,,,,,
player,201010310kan,kan,ColqDu20,sacks,0.0,,,,,
player,201010310kan,kan,ColqDu20,tackles_combined,1,,,,,
player,201010310kan,kan,ColqDu20,tackles_solo,0,,,,,
player,201010310kan,kan,ColqDu20,tackles_assists,1,,,,,
player,201010310kan,kan,ColqDu20,tackles_loss,0,,,,,
player,201010310kan,kan,ColqDu20,qb_hits,0,,,,,
player,201010310kan,kan,ColqDu20,fumbles_rec,0,,,,,
player,201010310kan,kan,ColqDu20,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,ColqDu20,fumbles_rec_td,0,,,,,
player,201010310kan,kan,ColqDu20,fumbles_forced,0,,,,,
player,201010310kan,kan,CoppTe00,def_int,0,,,,,
player,201010310kan,kan,CoppTe00,def_int_yds,0,,,,,
player,201010310kan,kan,CoppTe00,def_int_td,0,,,,,
player,201010310kan,kan,CoppTe00,def_int_long,0,,,,,
player,201010310kan,kan,CoppTe00,pass_defended,0,,,,,
player,201010310kan,kan,CoppTe00,sacks,0.0,,,,,
player,201010310kan,kan,CoppTe00,tackles_combined,1,,,,,
player,201010310kan,kan,CoppTe00,tackles_solo,0,,,,,
player,201010310kan,kan,CoppTe00,tackles_assists,1,,,,,
player,201010310kan,kan,CoppTe00,tackles_loss,0,,,,,
player,201010310kan,kan,CoppTe00,qb_hits,0,,,,,
player,201010310kan,kan,CoppTe00,fumbles_rec,0,,,,,
player,201010310kan,kan,CoppTe00,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,CoppTe00,fumbles_rec_td,0,,,,,
player,201010310kan,kan,CoppTe00,fumbles_forced,0,,,,,
player,201010310kan,kan,GreeCo01,def_int,0,,,,,
player,201010310kan,kan,GreeCo01,def_int_yds,0,,,,,
player,201010310kan,kan,GreeCo01,def_int_td,0,,,,,
player,201010310kan,kan,GreeCo01,def_int_long,0,,,,,
player,201010310kan,kan,GreeCo01,pass_defended,0,,,,,
player,201010310kan,kan,GreeCo01,sacks,0.0,,,,,
player,201010310kan,kan,GreeCo01,tackles_combined,1,,,,,
player,201010310kan,kan,GreeCo01,tackles_solo,0,,,,,
player,201010310kan,kan,GreeCo01,tackles_assists,1,,,,,
player,201010310kan,kan,GreeCo01,tackles_loss,0,,,,,
player,201010310kan,kan,GreeCo01,qb_hits,0,,,,,
player,201010310kan,kan,GreeCo01,fumbles_rec,0,,,,,
player,201010310kan,kan,GreeCo01,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,GreeCo01,fumbles_rec_td,0,,,,,
player,201010310kan,kan,GreeCo01,fumbles_forced,0,,,,,
player,201010310kan,kan,MaysCo20,def_int,0,,,,,
player,201010310kan,kan,MaysCo20,def_int_yds,0,,,,,
player,201010310kan,kan,MaysCo20,def_int_td,0,,,,,
player,201010310kan,kan,MaysCo20,def_int_long,0,,,,,
player,201010310kan,kan,MaysCo20,pass_defended,0,,,,,
player,201010310kan,kan,MaysCo20,sacks,0.0,,,,,
player,201010310kan,kan,MaysCo20,tackles_combined,1,,,,,
player,201010310kan,kan,MaysCo20,tackles_solo,1,,,,,
player,201010310kan,kan,MaysCo20,tackles_assists,0,,,,,
player,201010310kan,kan,MaysCo20,tackles_loss,0,,,,,
player,201010310kan,kan,MaysCo20,qb_hits,0,,,,,
player,201010310kan,kan,MaysCo20,fumbles_rec,0,,,,,
player,201010310kan,kan,MaysCo20,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,MaysCo20,fumbles_rec_td,0,,,,,
player,201010310kan,kan,MaysCo20,fumbles_forced,0,,,,,
player,201010310kan,kan,WillDe22,def_int,0,,,,,
player,201010310kan,kan,WillDe22,def_int_yds,0,,,,,
player,201010310kan,kan,WillDe22,def_int_td,0,,,,,
player,201010310kan,kan,WillDe22,def_int_long,0,,,,,
player,201010310kan,kan,WillDe22,pass_defended,0,,,,,
player,201010310kan,kan,WillDe22,sacks,0.0,,,,,
player,201010310kan,kan,WillDe22,tackles_combined,1,,,,,
player,201010310kan,kan,WillDe22,tackles_solo,0,,,,,
player,201010310kan,kan,WillDe22,tackles_assists,1,,,,,
player,201010310kan,kan,WillDe22,tackles_loss,0,,,,,
player,201010310kan,kan,WillDe22,qb_hits,0,,,,,
player,201010310kan,kan,WillDe22,fumbles_rec,0,,,,,
player,201010310kan,kan,WillDe22,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,WillDe22,fumbles_rec_td,0,,,,,
player,201010310kan,kan,WillDe22,fumbles_forced,0,,,,,
player,201010310kan,kan,EdwaRo20,def_int,0,,,,,
player,201010310kan,kan,EdwaRo20,def_int_yds,0,,,,,
player,201010310kan,kan,EdwaRo20,def_int_td,0,,,,,
player,201010310kan,kan,EdwaRo20,def_int_long,0,,,,,
player,201010310kan,kan,EdwaRo20,pass_defended,1,,,,,
player,201010310kan,kan,EdwaRo20,sacks,0.0,,,,,
player,201010310kan,kan,EdwaRo20,tackles_combined,0,,,,,
player,201010310kan,kan,EdwaRo20,tackles_solo,0,,,,,
player,201010310kan,kan,EdwaRo20,tackles_assists,0,,,,,
player,201010310kan,kan,EdwaRo20,tackles_loss,0,,,,,
player,201010310kan,kan,EdwaRo20,qb_hits,0,,,,,
player,201010310kan,kan,EdwaRo20,fumbles_rec,0,,,,,
player,201010310kan,kan,EdwaRo20,fumbles_rec_yds,0,,,,,
player,201010310kan,kan,EdwaRo20,fumbles_rec_td,0,,,,,
player,201010310kan,kan,EdwaRo20,fumbles_forced,0,,,,,
player,201010310kan,buf,ParrRo00,kick_ret,0,,,,,
player,201010310kan,buf,ParrRo00,kick_ret_yds,0,,,,,
player,201010310kan,buf,ParrRo00,kick_ret_yds_per_ret,,,,,,
player,201010310kan,buf,ParrRo00,kick_ret_td,0,,,,,
player,201010310kan,buf,ParrRo00,kick_ret_long,0,,,,,
player,201010310kan,buf,ParrRo00,punt_ret,2,,,,,
player,201010310kan,buf,ParrRo00,punt_ret_yds,42,,,,,
player,201010310kan,buf,ParrRo00,punt_ret_yds_per_ret,21.0,,,,,
player,201010310kan,buf,ParrRo00,punt_ret_td,0,,,,,
player,201010310kan,buf,ParrRo00,punt_ret_long,33,,,,,
player,201010310kan,buf,SpilC.00,kick_ret,3,,,,,
player,201010310kan,buf,SpilC.00,kick_ret_yds,58,,,,,
player,201010310kan,buf,SpilC.00,kick_ret_yds_per_ret,19.3,,,,,
player,201010310kan,buf,SpilC.00,kick_ret_td,0,,,,,
player,201010310kan,buf,SpilC.00,kick_ret_long,22,,,,,
player,201010310kan,buf,SpilC.00,punt_ret,0,,,,,
player,201010310kan,buf,SpilC.00,punt_ret_yds,0,,,,,
player,201010310kan,buf,SpilC.00,punt_ret_yds_per_ret,,,,,,
player,201010310kan,buf,SpilC.00,punt_ret_td,0,,,,,
player,201010310kan,buf,SpilC.00,punt_ret_long,0,,,,,
player,201010310kan,kan,ArenJa99,kick_ret,2,,,,,
player,201010310kan,kan,ArenJa99,kick_ret_yds,46,,,,,
player,201010310kan,kan,ArenJa99,kick_ret_yds_per_ret,23.0,,,,,
player,201010310kan,kan,ArenJa99,kick_ret_td,0,,,,,
player,201010310kan,kan,ArenJa99,kick_ret_long,25,,,,,
player,201010310kan,kan,ArenJa99,punt_ret,4,,,,,
player,201010310kan,kan,ArenJa99,punt_ret_yds,36,,,,,
player,201010310kan,kan,ArenJa99,punt_ret_yds_per_ret,9.0,,,,,
player,201010310kan,kan,ArenJa99,punt_ret_td,0,,,,,
player,201010310kan,kan,ArenJa99,punt_ret_long,15,,,,,
player,201010310kan,buf,linderia01,xpm,1,,,,,
player,201010310kan,buf,linderia01,xpa,1,,,,,
player,201010310kan,buf,linderia01,fgm,1,,,,,
player,201010310kan,buf,linderia01,fga,2,,,,,
player,201010310kan,buf,linderia01,punt,0,,,,,
player,201010310kan,buf,linderia01,punt_yds,0,,,,,
player,201010310kan,buf,linderia01,punt_yds_per_punt,,,,,,
player,201010310kan,buf,linderia01,punt_long,0,,,,,
player,201010310kan,buf,MoorBr24,xpm,,,,,,
player,201010310kan,buf,MoorBr24,xpa,,,,,,
player,201010310kan,buf,MoorBr24,fgm,,,,,,
player,201010310kan,buf,MoorBr24,fga,,,,,,
player,201010310kan,buf,MoorBr24,punt,7,,,,,
player,201010310kan,buf,MoorBr24,punt_yds,309,,,,,
player,201010310kan,buf,MoorBr24,punt_yds_per_punt,44.1,,,,,
player,201010310kan,buf,MoorBr24,punt_long,56,,,,,
player,201010310kan,kan,SuccRy44,xpm,1,,,,,
player,201010310kan,kan,SuccRy44,xpa,1,,,,,
player,201010310kan,kan,SuccRy44,fgm,2,,,,,
player,201010310kan,kan,SuccRy44,fga,3,,,,,
player,201010310kan,kan,SuccRy44,punt,0,,,,,
player,201010310kan,kan,SuccRy44,punt_yds,0,,,,,
player,201010310kan,kan,SuccRy44,punt_yds_per_punt,,,,,,
player,201010310kan,kan,SuccRy44,punt_long,0,,,,,
player,201010310kan,kan,ColqDu20,xpm,,,,,,
player,201010310kan,kan,ColqDu20,xpa,,,,,,
player,201010310kan,kan,ColqDu20,fgm,,,,,,
player,201010310kan,kan,ColqDu20,fga,,,,,,
player,201010310kan,kan,ColqDu20,punt,6,,,,,
player,201010310kan,kan,ColqDu20,punt_yds,260,,,,,
player,201010310kan,kan,ColqDu20,punt_yds_per_punt,43.3,,,,,
player,201010310kan,kan,ColqDu20,punt_long,56,,,,,
