game,2010,3,20100926,201009260kan,sfo,"San Francisco 49ers",10,kan,"Kansas City Chiefs",31
player,201009260kan,sfo,WalkHu00,rec_td,0,,,,,
player,201009260kan,sfo,WalkHu00,rec_long,6,,,,,
player,201009260kan,sfo,WalkHu00,fumbles,0,,,,,
player,201009260kan,sfo,WalkHu00,fumbles_lost,,,,,,
player,201009260kan,kan,CassMa00,pass_cmp,16,,,,,
player,201009260kan,kan,CassMa00,pass_att,27,,,,,
player,201009260kan,kan,CassMa00,pass_yds,250,,,,,
player,201009260kan,kan,CassMa00,pass_td,3,,,,,
player,201009260kan,kan,CassMa00,pass_int,1,,,,,
player,201009260kan,kan,CassMa00,pass_sacked,0,,,,,
player,201009260kan,kan,CassMa00,pass_sacked_yds,0,,,,,
player,201009260kan,kan,CassMa00,pass_long,45,,,,,
player,201009260kan,kan,CassMa00,pass_rating,111.7,,,,,
player,201009260kan,kan,CassMa00,rush_att,2,,,,,
player,201009260kan,kan,CassMa00,rush_yds,7,,,,,
player,201009260kan,kan,CassMa00,rush_td,0,,,,,
player,201009260kan,kan,CassMa00,rush_long,4,,,,,
player,201009260kan,kan,CassMa00,targets,0,,,,,
player,201009260kan,kan,CassMa00,rec,0,,,,,
player,201009260kan,kan,CassMa00,rec_yds,0,,,,,
player,201009260kan,kan,CassMa00,rec_td,0,,,,,
player,201009260kan,kan,CassMa00,rec_long,0,,,,,
player,201009260kan,kan,CassMa00,fumbles,0,,,,,
player,201009260kan,kan,CassMa00,fumbles_lost,,,,,,
player,201009260kan,kan,CharJa00,pass_cmp,0,,,,,
player,201009260kan,kan,CharJa00,pass_att,0,,,,,
player,201009260kan,kan,CharJa00,pass_yds,0,,,,,
player,201009260kan,kan,CharJa00,pass_td,0,,,,,
player,201009260kan,kan,CharJa00,pass_int,0,,,,,
player,201009260kan,kan,CharJa00,pass_sacked,,,,,,
player,201009260kan,kan,CharJa00,pass_sacked_yds,,,,,,
player,201009260kan,kan,CharJa00,pass_long,0,,,,,
player,201009260kan,kan,CharJa00,pass_rating,,,,,,
player,201009260kan,kan,CharJa00,rush_att,12,,,,,
player,201009260kan,kan,CharJa00,rush_yds,97,,,,,
player,201009260kan,kan,CharJa00,rush_td,0,,,,,
player,201009260kan,kan,CharJa00,rush_long,24,,,,,
player,201009260kan,kan,CharJa00,targets,3,,,,,
player,201009260kan,kan,CharJa00,rec,3,,,,,
player,201009260kan,kan,CharJa00,rec_yds,57,,,,,
player,201009260kan,kan,CharJa00,rec_td,0,,,,,
player,201009260kan,kan,CharJa00,rec_long,22,,,,,
player,201009260kan,kan,CharJa00,fumbles,0,,,,,
player,201009260kan,kan,CharJa00,fumbles_lost,,,,,,
player,201009260kan,kan,JoneTh00,pass_cmp,0,,,,,
player,201009260kan,kan,JoneTh00,pass_att,0,,,,,
player,201009260kan,kan,JoneTh00,pass_yds,0,,,,,
player,201009260kan,kan,JoneTh00,pass_td,0,,,,,
player,201009260kan,kan,JoneTh00,pass_int,0,,,,,
player,201009260kan,kan,JoneTh00,pass_sacked,,,,,,
player,201009260kan,kan,JoneTh00,pass_sacked_yds,,,,,,
player,201009260kan,kan,JoneTh00,pass_long,0,,,,,
player,201009260kan,kan,JoneTh00,pass_rating,,,,,,
player,201009260kan,kan,JoneTh00,rush_att,19,,,,,
player,201009260kan,kan,JoneTh00,rush_yds,95,,,,,
player,201009260kan,kan,JoneTh00,rush_td,1,,,,,
player,201009260kan,kan,JoneTh00,rush_long,27,,,,,
player,201009260kan,kan,JoneTh00,targets,3,,,,,
player,201009260kan,kan,JoneTh00,rec,1,,,,,
player,201009260kan,kan,JoneTh00,rec_yds,1,,,,,
player,201009260kan,kan,JoneTh00,rec_td,0,,,,,
player,201009260kan,kan,JoneTh00,rec_long,1,,,,,
player,201009260kan,kan,JoneTh00,fumbles,0,,,,,
player,201009260kan,kan,JoneTh00,fumbles_lost,,,,,,
player,201009260kan,kan,BattJa00,pass_cmp,0,,,,,
player,201009260kan,kan,BattJa00,pass_att,0,,,,,
player,201009260kan,kan,BattJa00,pass_yds,0,,,,,
player,201009260kan,kan,BattJa00,pass_td,0,,,,,
player,201009260kan,kan,BattJa00,pass_int,0,,,,,
player,201009260kan,kan,BattJa00,pass_sacked,,,,,,
player,201009260kan,kan,BattJa00,pass_sacked_yds,,,,,,
player,201009260kan,kan,BattJa00,pass_long,0,,,,,
player,201009260kan,kan,BattJa00,pass_rating,,,,,,
player,201009260kan,kan,BattJa00,rush_att,4,,,,,
player,201009260kan,kan,BattJa00,rush_yds,9,,,,,
player,201009260kan,kan,BattJa00,rush_td,0,,,,,
player,201009260kan,kan,BattJa00,rush_long,4,,,,,
player,201009260kan,kan,BattJa00,targets,0,,,,,
player,201009260kan,kan,BattJa00,rec,0,,,,,
player,201009260kan,kan,BattJa00,rec_yds,0,,,,,
player,201009260kan,kan,BattJa00,rec_td,0,,,,,
player,201009260kan,kan,BattJa00,rec_long,0,,,,,
player,201009260kan,kan,BattJa00,fumbles,0,,,,,
player,201009260kan,kan,BattJa00,fumbles_lost,,,,,,
player,201009260kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201009260kan,kan,BoweDw00,pass_att,0,,,,,
player,201009260kan,kan,BoweDw00,pass_yds,0,,,,,
player,201009260kan,kan,BoweDw00,pass_td,0,,,,,
player,201009260kan,kan,BoweDw00,pass_int,0,,,,,
player,201009260kan,kan,BoweDw00,pass_sacked,,,,,,
player,201009260kan,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201009260kan,kan,BoweDw00,pass_long,0,,,,,
player,201009260kan,kan,BoweDw00,pass_rating,,,,,,
player,201009260kan,kan,BoweDw00,rush_att,0,,,,,
player,201009260kan,kan,BoweDw00,rush_yds,0,,,,,
player,201009260kan,kan,BoweDw00,rush_td,0,,,,,
player,201009260kan,kan,BoweDw00,rush_long,0,,,,,
player,201009260kan,kan,BoweDw00,targets,5,,,,,
player,201009260kan,kan,BoweDw00,rec,2,,,,,
player,201009260kan,kan,BoweDw00,rec_yds,61,,,,,
player,201009260kan,kan,BoweDw00,rec_td,1,,,,,
player,201009260kan,kan,BoweDw00,rec_long,45,,,,,
player,201009260kan,kan,BoweDw00,fumbles,0,,,,,
player,201009260kan,kan,BoweDw00,fumbles_lost,,,,,,
player,201009260kan,kan,MoeaTo00,pass_cmp,0,,,,,
player,201009260kan,kan,MoeaTo00,pass_att,0,,,,,
player,201009260kan,kan,MoeaTo00,pass_yds,0,,,,,
player,201009260kan,kan,MoeaTo00,pass_td,0,,,,,
player,201009260kan,kan,MoeaTo00,pass_int,0,,,,,
player,201009260kan,kan,MoeaTo00,pass_sacked,,,,,,
player,201009260kan,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201009260kan,kan,MoeaTo00,pass_long,0,,,,,
player,201009260kan,kan,MoeaTo00,pass_rating,,,,,,
player,201009260kan,kan,MoeaTo00,rush_att,0,,,,,
player,201009260kan,kan,MoeaTo00,rush_yds,0,,,,,
player,201009260kan,kan,MoeaTo00,rush_td,0,,,,,
player,201009260kan,kan,MoeaTo00,rush_long,0,,,,,
player,201009260kan,kan,MoeaTo00,targets,5,,,,,
player,201009260kan,kan,MoeaTo00,rec,4,,,,,
player,201009260kan,kan,MoeaTo00,rec_yds,44,,,,,
player,201009260kan,kan,MoeaTo00,rec_td,1,,,,,
player,201009260kan,kan,MoeaTo00,rec_long,18,,,,,
player,201009260kan,kan,MoeaTo00,fumbles,0,,,,,
player,201009260kan,kan,MoeaTo00,fumbles_lost,,,,,,
player,201009260kan,kan,CastTi20,pass_cmp,0,,,,,
player,201009260kan,kan,CastTi20,pass_att,0,,,,,
player,201009260kan,kan,CastTi20,pass_yds,0,,,,,
player,201009260kan,kan,CastTi20,pass_td,0,,,,,
player,201009260kan,kan,CastTi20,pass_int,0,,,,,
player,201009260kan,kan,CastTi20,pass_sacked,,,,,,
player,201009260kan,kan,CastTi20,pass_sacked_yds,,,,,,
player,201009260kan,kan,CastTi20,pass_long,0,,,,,
player,201009260kan,kan,CastTi20,pass_rating,,,,,,
player,201009260kan,kan,CastTi20,rush_att,0,,,,,
player,201009260kan,kan,CastTi20,rush_yds,0,,,,,
player,201009260kan,kan,CastTi20,rush_td,0,,,,,
player,201009260kan,kan,CastTi20,rush_long,0,,,,,
player,201009260kan,kan,CastTi20,targets,2,,,,,
player,201009260kan,kan,CastTi20,rec,2,,,,,
player,201009260kan,kan,CastTi20,rec_yds,12,,,,,
player,201009260kan,kan,CastTi20,rec_td,0,,,,,
player,201009260kan,kan,CastTi20,rec_long,14,,,,,
player,201009260kan,kan,CastTi20,fumbles,0,,,,,
player,201009260kan,kan,CastTi20,fumbles_lost,,,,,,
player,201009260kan,kan,ChamCh00,pass_cmp,0,,,,,
player,201009260kan,kan,ChamCh00,pass_att,0,,,,,
player,201009260kan,kan,ChamCh00,pass_yds,0,,,,,
player,201009260kan,kan,ChamCh00,pass_td,0,,,,,
player,201009260kan,kan,ChamCh00,pass_int,0,,,,,
player,201009260kan,kan,ChamCh00,pass_sacked,,,,,,
player,201009260kan,kan,ChamCh00,pass_sacked_yds,,,,,,
player,201009260kan,kan,ChamCh00,pass_long,0,,,,,
player,201009260kan,kan,ChamCh00,pass_rating,,,,,,
player,201009260kan,kan,ChamCh00,rush_att,0,,,,,
player,201009260kan,kan,ChamCh00,rush_yds,0,,,,,
player,201009260kan,kan,ChamCh00,rush_td,0,,,,,
player,201009260kan,kan,ChamCh00,rush_long,0,,,,,
player,201009260kan,kan,ChamCh00,targets,4,,,,,
player,201009260kan,kan,ChamCh00,rec,1,,,,,
player,201009260kan,kan,ChamCh00,rec_yds,6,,,,,
player,201009260kan,kan,ChamCh00,rec_td,0,,,,,
player,201009260kan,kan,ChamCh00,rec_long,6,,,,,
player,201009260kan,kan,ChamCh00,fumbles,0,,,,,
player,201009260kan,kan,ChamCh00,fumbles_lost,,,,,,
player,201009260kan,kan,McClDe00,pass_cmp,0,,,,,
player,201009260kan,kan,McClDe00,pass_att,0,,,,,
player,201009260kan,kan,McClDe00,pass_yds,0,,,,,
player,201009260kan,kan,McClDe00,pass_td,0,,,,,
player,201009260kan,kan,McClDe00,pass_int,0,,,,,
player,201009260kan,kan,McClDe00,pass_sacked,,,,,,
player,201009260kan,kan,McClDe00,pass_sacked_yds,,,,,,
player,201009260kan,kan,McClDe00,pass_long,0,,,,,
player,201009260kan,kan,McClDe00,pass_rating,,,,,,
player,201009260kan,kan,McClDe00,rush_att,2,,,,,
player,201009260kan,kan,McClDe00,rush_yds,-1,,,,,
player,201009260kan,kan,McClDe00,rush_td,0,,,,,
player,201009260kan,kan,McClDe00,rush_long,4,,,,,
player,201009260kan,kan,McClDe00,targets,3,,,,,
player,201009260kan,kan,McClDe00,rec,3,,,,,
player,201009260kan,kan,McClDe00,rec_yds,69,,,,,
player,201009260kan,kan,McClDe00,rec_td,1,,,,,
player,201009260kan,kan,McClDe00,rec_long,31,,,,,
player,201009260kan,kan,McClDe00,fumbles,0,,,,,
player,201009260kan,kan,McClDe00,fumbles_lost,,,,,,
player,201009260kan,kan,PopeLe00,pass_cmp,,,,,,
player,201009260kan,kan,PopeLe00,pass_att,,,,,,
player,201009260kan,kan,PopeLe00,pass_yds,,,,,,
player,201009260kan,kan,PopeLe00,pass_td,,,,,,
player,201009260kan,kan,PopeLe00,pass_int,,,,,,
player,201009260kan,kan,PopeLe00,pass_sacked,,,,,,
player,201009260kan,kan,PopeLe00,pass_sacked_yds,,,,,,
player,201009260kan,kan,PopeLe00,pass_long,,,,,,
player,201009260kan,kan,PopeLe00,pass_rating,,,,,,
player,201009260kan,kan,PopeLe00,rush_att,,,,,,
player,201009260kan,kan,PopeLe00,rush_yds,,,,,,
player,201009260kan,kan,PopeLe00,rush_td,,,,,,
player,201009260kan,kan,PopeLe00,rush_long,,,,,,
player,201009260kan,kan,PopeLe00,targets,1,,,,,
player,201009260kan,kan,PopeLe00,rec,0,,,,,
player,201009260kan,kan,PopeLe00,rec_yds,0,,,,,
player,201009260kan,kan,PopeLe00,rec_td,0,,,,,
player,201009260kan,kan,PopeLe00,rec_long,,,,,,
player,201009260kan,kan,PopeLe00,fumbles,,,,,,
player,201009260kan,kan,PopeLe00,fumbles_lost,,,,,,
player,201009260kan,sfo,SpenSh20,def_int,1,,,,,
player,201009260kan,sfo,SpenSh20,def_int_yds,0,,,,,
player,201009260kan,sfo,SpenSh20,def_int_td,0,,,,,
player,201009260kan,sfo,SpenSh20,def_int_long,0,,,,,
player,201009260kan,sfo,SpenSh20,pass_defended,1,,,,,
player,201009260kan,sfo,SpenSh20,sacks,0.0,,,,,
player,201009260kan,sfo,SpenSh20,tackles_combined,1,,,,,
player,201009260kan,sfo,SpenSh20,tackles_solo,1,,,,,
player,201009260kan,sfo,SpenSh20,tackles_assists,0,,,,,
player,201009260kan,sfo,SpenSh20,tackles_loss,0,,,,,
player,201009260kan,sfo,SpenSh20,qb_hits,0,,,,,
player,201009260kan,sfo,SpenSh20,fumbles_rec,0,,,,,
player,201009260kan,sfo,SpenSh20,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,SpenSh20,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,SpenSh20,fumbles_forced,0,,,,,
player,201009260kan,sfo,ClemNa99,def_int,0,,,,,
player,201009260kan,sfo,ClemNa99,def_int_yds,0,,,,,
player,201009260kan,sfo,ClemNa99,def_int_td,0,,,,,
player,201009260kan,sfo,ClemNa99,def_int_long,0,,,,,
player,201009260kan,sfo,ClemNa99,pass_defended,0,,,,,
player,201009260kan,sfo,ClemNa99,sacks,0.0,,,,,
player,201009260kan,sfo,ClemNa99,tackles_combined,9,,,,,
player,201009260kan,sfo,ClemNa99,tackles_solo,9,,,,,
player,201009260kan,sfo,ClemNa99,tackles_assists,0,,,,,
player,201009260kan,sfo,ClemNa99,tackles_loss,2,,,,,
player,201009260kan,sfo,ClemNa99,qb_hits,0,,,,,
player,201009260kan,sfo,ClemNa99,fumbles_rec,0,,,,,
player,201009260kan,sfo,ClemNa99,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,ClemNa99,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,ClemNa99,fumbles_forced,0,,,,,
player,201009260kan,sfo,WillPa98,def_int,0,,,,,
player,201009260kan,sfo,WillPa98,def_int_yds,0,,,,,
player,201009260kan,sfo,WillPa98,def_int_td,0,,,,,
player,201009260kan,sfo,WillPa98,def_int_long,0,,,,,
player,201009260kan,sfo,WillPa98,pass_defended,0,,,,,
player,201009260kan,sfo,WillPa98,sacks,0.0,,,,,
player,201009260kan,sfo,WillPa98,tackles_combined,8,,,,,
player,201009260kan,sfo,WillPa98,tackles_solo,7,,,,,
player,201009260kan,sfo,WillPa98,tackles_assists,1,,,,,
player,201009260kan,sfo,WillPa98,tackles_loss,0,,,,,
player,201009260kan,sfo,WillPa98,qb_hits,0,,,,,
player,201009260kan,sfo,WillPa98,fumbles_rec,0,,,,,
player,201009260kan,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201009260kan,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201009260kan,sfo,WillPa98,fumbles_forced,0,,,,,
