game,2010,11,20101121,201011210cin,buf,"Buffalo Bills",49,cin,"Cincinnati Bengals",31
player,201011210cin,buf,JohnSt00,rush_long,0,,,,,
player,201011210cin,buf,JohnSt00,targets,11,,,,,
player,201011210cin,buf,JohnSt00,rec,8,,,,,
player,201011210cin,buf,JohnSt00,rec_yds,137,,,,,
player,201011210cin,buf,JohnSt00,rec_td,3,,,,,
player,201011210cin,buf,JohnSt00,rec_long,36,,,,,
player,201011210cin,buf,JohnSt00,fumbles,0,,,,,
player,201011210cin,buf,JohnSt00,fumbles_lost,,,,,,
player,201011210cin,buf,EvanLe00,pass_cmp,0,,,,,
player,201011210cin,buf,EvanLe00,pass_att,0,,,,,
player,201011210cin,buf,EvanLe00,pass_yds,0,,,,,
player,201011210cin,buf,EvanLe00,pass_td,0,,,,,
player,201011210cin,buf,EvanLe00,pass_int,0,,,,,
player,201011210cin,buf,EvanLe00,pass_sacked,,,,,,
player,201011210cin,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201011210cin,buf,EvanLe00,pass_long,0,,,,,
player,201011210cin,buf,EvanLe00,pass_rating,,,,,,
player,201011210cin,buf,EvanLe00,rush_att,0,,,,,
player,201011210cin,buf,EvanLe00,rush_yds,0,,,,,
player,201011210cin,buf,EvanLe00,rush_td,0,,,,,
player,201011210cin,buf,EvanLe00,rush_long,0,,,,,
player,201011210cin,buf,EvanLe00,targets,8,,,,,
player,201011210cin,buf,EvanLe00,rec,2,,,,,
player,201011210cin,buf,EvanLe00,rec_yds,72,,,,,
player,201011210cin,buf,EvanLe00,rec_td,0,,,,,
player,201011210cin,buf,EvanLe00,rec_long,54,,,,,
player,201011210cin,buf,EvanLe00,fumbles,0,,,,,
player,201011210cin,buf,EvanLe00,fumbles_lost,,,,,,
player,201011210cin,buf,MartDa00,pass_cmp,0,,,,,
player,201011210cin,buf,MartDa00,pass_att,0,,,,,
player,201011210cin,buf,MartDa00,pass_yds,0,,,,,
player,201011210cin,buf,MartDa00,pass_td,0,,,,,
player,201011210cin,buf,MartDa00,pass_int,0,,,,,
player,201011210cin,buf,MartDa00,pass_sacked,,,,,,
player,201011210cin,buf,MartDa00,pass_sacked_yds,,,,,,
player,201011210cin,buf,MartDa00,pass_long,0,,,,,
player,201011210cin,buf,MartDa00,pass_rating,,,,,,
player,201011210cin,buf,MartDa00,rush_att,0,,,,,
player,201011210cin,buf,MartDa00,rush_yds,0,,,,,
player,201011210cin,buf,MartDa00,rush_td,0,,,,,
player,201011210cin,buf,MartDa00,rush_long,0,,,,,
player,201011210cin,buf,MartDa00,targets,3,,,,,
player,201011210cin,buf,MartDa00,rec,2,,,,,
player,201011210cin,buf,MartDa00,rec_yds,15,,,,,
player,201011210cin,buf,MartDa00,rec_td,0,,,,,
player,201011210cin,buf,MartDa00,rec_long,15,,,,,
player,201011210cin,buf,MartDa00,fumbles,0,,,,,
player,201011210cin,buf,MartDa00,fumbles_lost,,,,,,
player,201011210cin,buf,NelsSh00,pass_cmp,0,,,,,
player,201011210cin,buf,NelsSh00,pass_att,0,,,,,
player,201011210cin,buf,NelsSh00,pass_yds,0,,,,,
player,201011210cin,buf,NelsSh00,pass_td,0,,,,,
player,201011210cin,buf,NelsSh00,pass_int,0,,,,,
player,201011210cin,buf,NelsSh00,pass_sacked,,,,,,
player,201011210cin,buf,NelsSh00,pass_sacked_yds,,,,,,
player,201011210cin,buf,NelsSh00,pass_long,0,,,,,
player,201011210cin,buf,NelsSh00,pass_rating,,,,,,
player,201011210cin,buf,NelsSh00,rush_att,0,,,,,
player,201011210cin,buf,NelsSh00,rush_yds,0,,,,,
player,201011210cin,buf,NelsSh00,rush_td,0,,,,,
player,201011210cin,buf,NelsSh00,rush_long,0,,,,,
player,201011210cin,buf,NelsSh00,targets,1,,,,,
player,201011210cin,buf,NelsSh00,rec,1,,,,,
player,201011210cin,buf,NelsSh00,rec_yds,9,,,,,
player,201011210cin,buf,NelsSh00,rec_td,0,,,,,
player,201011210cin,buf,NelsSh00,rec_long,9,,,,,
player,201011210cin,buf,NelsSh00,fumbles,0,,,,,
player,201011210cin,buf,NelsSh00,fumbles_lost,,,,,,
player,201011210cin,buf,NelsDa01,pass_cmp,,,,,,
player,201011210cin,buf,NelsDa01,pass_att,,,,,,
player,201011210cin,buf,NelsDa01,pass_yds,,,,,,
player,201011210cin,buf,NelsDa01,pass_td,,,,,,
player,201011210cin,buf,NelsDa01,pass_int,,,,,,
player,201011210cin,buf,NelsDa01,pass_sacked,,,,,,
player,201011210cin,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201011210cin,buf,NelsDa01,pass_long,,,,,,
player,201011210cin,buf,NelsDa01,pass_rating,,,,,,
player,201011210cin,buf,NelsDa01,rush_att,,,,,,
player,201011210cin,buf,NelsDa01,rush_yds,,,,,,
player,201011210cin,buf,NelsDa01,rush_td,,,,,,
player,201011210cin,buf,NelsDa01,rush_long,,,,,,
player,201011210cin,buf,NelsDa01,targets,1,,,,,
player,201011210cin,buf,NelsDa01,rec,0,,,,,
player,201011210cin,buf,NelsDa01,rec_yds,0,,,,,
player,201011210cin,buf,NelsDa01,rec_td,0,,,,,
player,201011210cin,buf,NelsDa01,rec_long,,,,,,
player,201011210cin,buf,NelsDa01,fumbles,,,,,,
player,201011210cin,buf,NelsDa01,fumbles_lost,,,,,,
player,201011210cin,cin,PalmCa00,pass_cmp,19,,,,,
player,201011210cin,cin,PalmCa00,pass_att,34,,,,,
player,201011210cin,cin,PalmCa00,pass_yds,230,,,,,
player,201011210cin,cin,PalmCa00,pass_td,2,,,,,
player,201011210cin,cin,PalmCa00,pass_int,2,,,,,
player,201011210cin,cin,PalmCa00,pass_sacked,0,,,,,
player,201011210cin,cin,PalmCa00,pass_sacked_yds,0,,,,,
player,201011210cin,cin,PalmCa00,pass_long,48,,,,,
player,201011210cin,cin,PalmCa00,pass_rating,71.9,,,,,
player,201011210cin,cin,PalmCa00,rush_att,2,,,,,
player,201011210cin,cin,PalmCa00,rush_yds,12,,,,,
player,201011210cin,cin,PalmCa00,rush_td,0,,,,,
player,201011210cin,cin,PalmCa00,rush_long,9,,,,,
player,201011210cin,cin,PalmCa00,targets,0,,,,,
player,201011210cin,cin,PalmCa00,rec,0,,,,,
player,201011210cin,cin,PalmCa00,rec_yds,0,,,,,
player,201011210cin,cin,PalmCa00,rec_td,0,,,,,
player,201011210cin,cin,PalmCa00,rec_long,0,,,,,
player,201011210cin,cin,PalmCa00,fumbles,0,,,,,
player,201011210cin,cin,PalmCa00,fumbles_lost,,,,,,
player,201011210cin,cin,PalmJo20,pass_cmp,3,,,,,
player,201011210cin,cin,PalmJo20,pass_att,3,,,,,
player,201011210cin,cin,PalmJo20,pass_yds,18,,,,,
player,201011210cin,cin,PalmJo20,pass_td,0,,,,,
player,201011210cin,cin,PalmJo20,pass_int,0,,,,,
player,201011210cin,cin,PalmJo20,pass_sacked,2,,,,,
player,201011210cin,cin,PalmJo20,pass_sacked_yds,20,,,,,
player,201011210cin,cin,PalmJo20,pass_long,7,,,,,
player,201011210cin,cin,PalmJo20,pass_rating,91.7,,,,,
player,201011210cin,cin,PalmJo20,rush_att,0,,,,,
player,201011210cin,cin,PalmJo20,rush_yds,0,,,,,
player,201011210cin,cin,PalmJo20,rush_td,0,,,,,
player,201011210cin,cin,PalmJo20,rush_long,0,,,,,
player,201011210cin,cin,PalmJo20,targets,0,,,,,
player,201011210cin,cin,PalmJo20,rec,0,,,,,
player,201011210cin,cin,PalmJo20,rec_yds,0,,,,,
player,201011210cin,cin,PalmJo20,rec_td,0,,,,,
player,201011210cin,cin,PalmJo20,rec_long,0,,,,,
player,201011210cin,cin,PalmJo20,fumbles,0,,,,,
player,201011210cin,cin,PalmJo20,fumbles_lost,,,,,,
player,201011210cin,cin,BensCe00,pass_cmp,0,,,,,
player,201011210cin,cin,BensCe00,pass_att,0,,,,,
player,201011210cin,cin,BensCe00,pass_yds,0,,,,,
player,201011210cin,cin,BensCe00,pass_td,0,,,,,
player,201011210cin,cin,BensCe00,pass_int,0,,,,,
player,201011210cin,cin,BensCe00,pass_sacked,,,,,,
player,201011210cin,cin,BensCe00,pass_sacked_yds,,,,,,
player,201011210cin,cin,BensCe00,pass_long,0,,,,,
player,201011210cin,cin,BensCe00,pass_rating,,,,,,
player,201011210cin,cin,BensCe00,rush_att,25,,,,,
player,201011210cin,cin,BensCe00,rush_yds,124,,,,,
player,201011210cin,cin,BensCe00,rush_td,1,,,,,
player,201011210cin,cin,BensCe00,rush_long,26,,,,,
player,201011210cin,cin,BensCe00,targets,3,,,,,
player,201011210cin,cin,BensCe00,rec,3,,,,,
player,201011210cin,cin,BensCe00,rec_yds,22,,,,,
player,201011210cin,cin,BensCe00,rec_td,0,,,,,
player,201011210cin,cin,BensCe00,rec_long,11,,,,,
player,201011210cin,cin,BensCe00,fumbles,1,,,,,
player,201011210cin,cin,BensCe00,fumbles_lost,1,,,,,
player,201011210cin,cin,ShipJo00,pass_cmp,0,,,,,
player,201011210cin,cin,ShipJo00,pass_att,0,,,,,
player,201011210cin,cin,ShipJo00,pass_yds,0,,,,,
player,201011210cin,cin,ShipJo00,pass_td,0,,,,,
player,201011210cin,cin,ShipJo00,pass_int,0,,,,,
player,201011210cin,cin,ShipJo00,pass_sacked,,,,,,
player,201011210cin,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201011210cin,cin,ShipJo00,pass_long,0,,,,,
player,201011210cin,cin,ShipJo00,pass_rating,,,,,,
player,201011210cin,cin,ShipJo00,rush_att,0,,,,,
player,201011210cin,cin,ShipJo00,rush_yds,0,,,,,
player,201011210cin,cin,ShipJo00,rush_td,0,,,,,
player,201011210cin,cin,ShipJo00,rush_long,0,,,,,
player,201011210cin,cin,ShipJo00,targets,9,,,,,
player,201011210cin,cin,ShipJo00,rec,5,,,,,
player,201011210cin,cin,ShipJo00,rec_yds,71,,,,,
player,201011210cin,cin,ShipJo00,rec_td,0,,,,,
player,201011210cin,cin,ShipJo00,rec_long,37,,,,,
player,201011210cin,cin,ShipJo00,fumbles,0,,,,,
player,201011210cin,cin,ShipJo00,fumbles_lost,,,,,,
player,201011210cin,cin,OwenTe00,pass_cmp,0,,,,,
player,201011210cin,cin,OwenTe00,pass_att,0,,,,,
player,201011210cin,cin,OwenTe00,pass_yds,0,,,,,
player,201011210cin,cin,OwenTe00,pass_td,0,,,,,
player,201011210cin,cin,OwenTe00,pass_int,0,,,,,
player,201011210cin,cin,OwenTe00,pass_sacked,,,,,,
player,201011210cin,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201011210cin,cin,OwenTe00,pass_long,0,,,,,
player,201011210cin,cin,OwenTe00,pass_rating,,,,,,
player,201011210cin,cin,OwenTe00,rush_att,0,,,,,
player,201011210cin,cin,OwenTe00,rush_yds,0,,,,,
player,201011210cin,cin,OwenTe00,rush_td,0,,,,,
player,201011210cin,cin,OwenTe00,rush_long,0,,,,,
player,201011210cin,cin,OwenTe00,targets,9,,,,,
player,201011210cin,cin,OwenTe00,rec,3,,,,,
player,201011210cin,cin,OwenTe00,rec_yds,63,,,,,
player,201011210cin,cin,OwenTe00,rec_td,1,,,,,
player,201011210cin,cin,OwenTe00,rec_long,48,,,,,
player,201011210cin,cin,OwenTe00,fumbles,0,,,,,
player,201011210cin,cin,OwenTe00,fumbles_lost,,,,,,
player,201011210cin,cin,GresJe00,pass_cmp,0,,,,,
player,201011210cin,cin,GresJe00,pass_att,0,,,,,
player,201011210cin,cin,GresJe00,pass_yds,0,,,,,
player,201011210cin,cin,GresJe00,pass_td,0,,,,,
player,201011210cin,cin,GresJe00,pass_int,0,,,,,
player,201011210cin,cin,GresJe00,pass_sacked,,,,,,
player,201011210cin,cin,GresJe00,pass_sacked_yds,,,,,,
player,201011210cin,cin,GresJe00,pass_long,0,,,,,
player,201011210cin,cin,GresJe00,pass_rating,,,,,,
player,201011210cin,cin,GresJe00,rush_att,0,,,,,
player,201011210cin,cin,GresJe00,rush_yds,0,,,,,
player,201011210cin,cin,GresJe00,rush_td,0,,,,,
player,201011210cin,cin,GresJe00,rush_long,0,,,,,
player,201011210cin,cin,GresJe00,targets,3,,,,,
player,201011210cin,cin,GresJe00,rec,2,,,,,
player,201011210cin,cin,GresJe00,rec_yds,33,,,,,
player,201011210cin,cin,GresJe00,rec_td,0,,,,,
player,201011210cin,cin,GresJe00,rec_long,18,,,,,
player,201011210cin,cin,GresJe00,fumbles,0,,,,,
player,201011210cin,cin,GresJe00,fumbles_lost,,,,,,
player,201011210cin,cin,JohnCh01,pass_cmp,0,,,,,
player,201011210cin,cin,JohnCh01,pass_att,0,,,,,
player,201011210cin,cin,JohnCh01,pass_yds,0,,,,,
player,201011210cin,cin,JohnCh01,pass_td,0,,,,,
player,201011210cin,cin,JohnCh01,pass_int,0,,,,,
player,201011210cin,cin,JohnCh01,pass_sacked,0,,,,,
player,201011210cin,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201011210cin,cin,JohnCh01,pass_long,0,,,,,
player,201011210cin,cin,JohnCh01,pass_rating,,,,,,
player,201011210cin,cin,JohnCh01,rush_att,0,,,,,
player,201011210cin,cin,JohnCh01,rush_yds,0,,,,,
player,201011210cin,cin,JohnCh01,rush_td,0,,,,,
player,201011210cin,cin,JohnCh01,rush_long,0,,,,,
player,201011210cin,cin,JohnCh01,targets,6,,,,,
player,201011210cin,cin,JohnCh01,rec,3,,,,,
player,201011210cin,cin,JohnCh01,rec_yds,28,,,,,
player,201011210cin,cin,JohnCh01,rec_td,1,,,,,
player,201011210cin,cin,JohnCh01,rec_long,17,,,,,
player,201011210cin,cin,JohnCh01,fumbles,0,,,,,
player,201011210cin,cin,JohnCh01,fumbles_lost,,,,,,
player,201011210cin,cin,LeonBr00,pass_cmp,0,,,,,
player,201011210cin,cin,LeonBr00,pass_att,0,,,,,
player,201011210cin,cin,LeonBr00,pass_yds,0,,,,,
player,201011210cin,cin,LeonBr00,pass_td,0,,,,,
player,201011210cin,cin,LeonBr00,pass_int,0,,,,,
player,201011210cin,cin,LeonBr00,pass_sacked,,,,,,
player,201011210cin,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201011210cin,cin,LeonBr00,pass_long,0,,,,,
player,201011210cin,cin,LeonBr00,pass_rating,,,,,,
player,201011210cin,cin,LeonBr00,rush_att,0,,,,,
player,201011210cin,cin,LeonBr00,rush_yds,0,,,,,
player,201011210cin,cin,LeonBr00,rush_td,0,,,,,
player,201011210cin,cin,LeonBr00,rush_long,0,,,,,
player,201011210cin,cin,LeonBr00,targets,4,,,,,
player,201011210cin,cin,LeonBr00,rec,3,,,,,
player,201011210cin,cin,LeonBr00,rec_yds,23,,,,,
player,201011210cin,cin,LeonBr00,rec_td,0,,,,,
player,201011210cin,cin,LeonBr00,rec_long,10,,,,,
player,201011210cin,cin,LeonBr00,fumbles,0,,,,,
player,201011210cin,cin,LeonBr00,fumbles_lost,,,,,,
player,201011210cin,cin,CaldAn00,pass_cmp,0,,,,,
player,201011210cin,cin,CaldAn00,pass_att,0,,,,,
player,201011210cin,cin,CaldAn00,pass_yds,0,,,,,
player,201011210cin,cin,CaldAn00,pass_td,0,,,,,
player,201011210cin,cin,CaldAn00,pass_int,0,,,,,
player,201011210cin,cin,CaldAn00,pass_sacked,,,,,,
player,201011210cin,cin,CaldAn00,pass_sacked_yds,,,,,,
player,201011210cin,cin,CaldAn00,pass_long,0,,,,,
player,201011210cin,cin,CaldAn00,pass_rating,,,,,,
player,201011210cin,cin,CaldAn00,rush_att,0,,,,,
player,201011210cin,cin,CaldAn00,rush_yds,0,,,,,
player,201011210cin,cin,CaldAn00,rush_td,0,,,,,
player,201011210cin,cin,CaldAn00,rush_long,0,,,,,
player,201011210cin,cin,CaldAn00,targets,1,,,,,
player,201011210cin,cin,CaldAn00,rec,1,,,,,
player,201011210cin,cin,CaldAn00,rec_yds,9,,,,,
player,201011210cin,cin,CaldAn00,rec_td,0,,,,,
player,201011210cin,cin,CaldAn00,rec_long,9,,,,,
player,201011210cin,cin,CaldAn00,fumbles,0,,,,,
player,201011210cin,cin,CaldAn00,fumbles_lost,,,,,,
player,201011210cin,cin,CosbQu00,pass_cmp,0,,,,,
player,201011210cin,cin,CosbQu00,pass_att,0,,,,,
player,201011210cin,cin,CosbQu00,pass_yds,0,,,,,
player,201011210cin,cin,CosbQu00,pass_td,0,,,,,
player,201011210cin,cin,CosbQu00,pass_int,0,,,,,
player,201011210cin,cin,CosbQu00,pass_sacked,,,,,,
player,201011210cin,cin,CosbQu00,pass_sacked_yds,,,,,,
player,201011210cin,cin,CosbQu00,pass_long,0,,,,,
player,201011210cin,cin,CosbQu00,pass_rating,,,,,,
player,201011210cin,cin,CosbQu00,rush_att,0,,,,,
player,201011210cin,cin,CosbQu00,rush_yds,0,,,,,
player,201011210cin,cin,CosbQu00,rush_td,0,,,,,
player,201011210cin,cin,CosbQu00,rush_long,0,,,,,
player,201011210cin,cin,CosbQu00,targets,1,,,,,
player,201011210cin,cin,CosbQu00,rec,1,,,,,
player,201011210cin,cin,CosbQu00,rec_yds,5,,,,,
player,201011210cin,cin,CosbQu00,rec_td,0,,,,,
player,201011210cin,cin,CosbQu00,rec_long,5,,,,,
player,201011210cin,cin,CosbQu00,fumbles,0,,,,,
player,201011210cin,cin,CosbQu00,fumbles_lost,,,,,,
player,201011210cin,cin,ScotBe00,pass_cmp,0,,,,,
player,201011210cin,cin,ScotBe00,pass_att,0,,,,,
player,201011210cin,cin,ScotBe00,pass_yds,0,,,,,
player,201011210cin,cin,ScotBe00,pass_td,0,,,,,
player,201011210cin,cin,ScotBe00,pass_int,0,,,,,
player,201011210cin,cin,ScotBe00,pass_sacked,,,,,,
player,201011210cin,cin,ScotBe00,pass_sacked_yds,,,,,,
player,201011210cin,cin,ScotBe00,pass_long,0,,,,,
player,201011210cin,cin,ScotBe00,pass_rating,,,,,,
player,201011210cin,cin,ScotBe00,rush_att,3,,,,,
player,201011210cin,cin,ScotBe00,rush_yds,-3,,,,,
player,201011210cin,cin,ScotBe00,rush_td,0,,,,,
player,201011210cin,cin,ScotBe00,rush_long,0,,,,,
player,201011210cin,cin,ScotBe00,targets,1,,,,,
player,201011210cin,cin,ScotBe00,rec,1,,,,,
player,201011210cin,cin,ScotBe00,rec_yds,-6,,,,,
player,201011210cin,cin,ScotBe00,rec_td,0,,,,,
player,201011210cin,cin,ScotBe00,rec_long,-6,,,,,
player,201011210cin,cin,ScotBe00,fumbles,0,,,,,
player,201011210cin,cin,ScotBe00,fumbles_lost,,,,,,
player,201011210cin,buf,FlorDr20,def_int,1,,,,,
player,201011210cin,buf,FlorDr20,def_int_yds,2,,,,,
player,201011210cin,buf,FlorDr20,def_int_td,0,,,,,
player,201011210cin,buf,FlorDr20,def_int_long,2,,,,,
player,201011210cin,buf,FlorDr20,pass_defended,2,,,,,
player,201011210cin,buf,FlorDr20,sacks,0.0,,,,,
player,201011210cin,buf,FlorDr20,tackles_combined,3,,,,,
player,201011210cin,buf,FlorDr20,tackles_solo,3,,,,,
player,201011210cin,buf,FlorDr20,tackles_assists,0,,,,,
player,201011210cin,buf,FlorDr20,tackles_loss,0,,,,,
player,201011210cin,buf,FlorDr20,qb_hits,0,,,,,
player,201011210cin,buf,FlorDr20,fumbles_rec,1,,,,,
player,201011210cin,buf,FlorDr20,fumbles_rec_yds,27,,,,,
player,201011210cin,buf,FlorDr20,fumbles_rec_td,1,,,,,
player,201011210cin,buf,FlorDr20,fumbles_forced,0,,,,,
