game,2010,3,20100926,201009260ram,was,"Washington Redskins",16,ram,"St. Louis Rams",30
player,201009260ram,was,ToraRy00,rec_long,0,,,,,
player,201009260ram,was,ToraRy00,fumbles,0,,,,,
player,201009260ram,was,ToraRy00,fumbles_lost,,,,,,
player,201009260ram,was,PortCl00,pass_cmp,0,,,,,
player,201009260ram,was,PortCl00,pass_att,0,,,,,
player,201009260ram,was,PortCl00,pass_yds,0,,,,,
player,201009260ram,was,PortCl00,pass_td,0,,,,,
player,201009260ram,was,PortCl00,pass_int,0,,,,,
player,201009260ram,was,PortCl00,pass_sacked,,,,,,
player,201009260ram,was,PortCl00,pass_sacked_yds,,,,,,
player,201009260ram,was,PortCl00,pass_long,0,,,,,
player,201009260ram,was,PortCl00,pass_rating,,,,,,
player,201009260ram,was,PortCl00,rush_att,7,,,,,
player,201009260ram,was,PortCl00,rush_yds,44,,,,,
player,201009260ram,was,PortCl00,rush_td,0,,,,,
player,201009260ram,was,PortCl00,rush_long,27,,,,,
player,201009260ram,was,PortCl00,targets,1,,,,,
player,201009260ram,was,PortCl00,rec,1,,,,,
player,201009260ram,was,PortCl00,rec_yds,14,,,,,
player,201009260ram,was,PortCl00,rec_td,0,,,,,
player,201009260ram,was,PortCl00,rec_long,14,,,,,
player,201009260ram,was,PortCl00,fumbles,0,,,,,
player,201009260ram,was,PortCl00,fumbles_lost,,,,,,
player,201009260ram,was,SellMi00,pass_cmp,0,,,,,
player,201009260ram,was,SellMi00,pass_att,0,,,,,
player,201009260ram,was,SellMi00,pass_yds,0,,,,,
player,201009260ram,was,SellMi00,pass_td,0,,,,,
player,201009260ram,was,SellMi00,pass_int,0,,,,,
player,201009260ram,was,SellMi00,pass_sacked,,,,,,
player,201009260ram,was,SellMi00,pass_sacked_yds,,,,,,
player,201009260ram,was,SellMi00,pass_long,0,,,,,
player,201009260ram,was,SellMi00,pass_rating,,,,,,
player,201009260ram,was,SellMi00,rush_att,1,,,,,
player,201009260ram,was,SellMi00,rush_yds,1,,,,,
player,201009260ram,was,SellMi00,rush_td,0,,,,,
player,201009260ram,was,SellMi00,rush_long,1,,,,,
player,201009260ram,was,SellMi00,targets,2,,,,,
player,201009260ram,was,SellMi00,rec,2,,,,,
player,201009260ram,was,SellMi00,rec_yds,10,,,,,
player,201009260ram,was,SellMi00,rec_td,0,,,,,
player,201009260ram,was,SellMi00,rec_long,11,,,,,
player,201009260ram,was,SellMi00,fumbles,0,,,,,
player,201009260ram,was,SellMi00,fumbles_lost,,,,,,
player,201009260ram,was,MossSa00,pass_cmp,0,,,,,
player,201009260ram,was,MossSa00,pass_att,0,,,,,
player,201009260ram,was,MossSa00,pass_yds,0,,,,,
player,201009260ram,was,MossSa00,pass_td,0,,,,,
player,201009260ram,was,MossSa00,pass_int,0,,,,,
player,201009260ram,was,MossSa00,pass_sacked,,,,,,
player,201009260ram,was,MossSa00,pass_sacked_yds,,,,,,
player,201009260ram,was,MossSa00,pass_long,0,,,,,
player,201009260ram,was,MossSa00,pass_rating,,,,,,
player,201009260ram,was,MossSa00,rush_att,0,,,,,
player,201009260ram,was,MossSa00,rush_yds,0,,,,,
player,201009260ram,was,MossSa00,rush_td,0,,,,,
player,201009260ram,was,MossSa00,rush_long,0,,,,,
player,201009260ram,was,MossSa00,targets,8,,,,,
player,201009260ram,was,MossSa00,rec,6,,,,,
player,201009260ram,was,MossSa00,rec_yds,124,,,,,
player,201009260ram,was,MossSa00,rec_td,1,,,,,
player,201009260ram,was,MossSa00,rec_long,56,,,,,
player,201009260ram,was,MossSa00,fumbles,1,,,,,
player,201009260ram,was,MossSa00,fumbles_lost,1,,,,,
player,201009260ram,was,CoolCh00,pass_cmp,0,,,,,
player,201009260ram,was,CoolCh00,pass_att,0,,,,,
player,201009260ram,was,CoolCh00,pass_yds,0,,,,,
player,201009260ram,was,CoolCh00,pass_td,0,,,,,
player,201009260ram,was,CoolCh00,pass_int,0,,,,,
player,201009260ram,was,CoolCh00,pass_sacked,,,,,,
player,201009260ram,was,CoolCh00,pass_sacked_yds,,,,,,
player,201009260ram,was,CoolCh00,pass_long,0,,,,,
player,201009260ram,was,CoolCh00,pass_rating,,,,,,
player,201009260ram,was,CoolCh00,rush_att,0,,,,,
player,201009260ram,was,CoolCh00,rush_yds,0,,,,,
player,201009260ram,was,CoolCh00,rush_td,0,,,,,
player,201009260ram,was,CoolCh00,rush_long,0,,,,,
player,201009260ram,was,CoolCh00,targets,8,,,,,
player,201009260ram,was,CoolCh00,rec,5,,,,,
player,201009260ram,was,CoolCh00,rec_yds,53,,,,,
player,201009260ram,was,CoolCh00,rec_td,0,,,,,
player,201009260ram,was,CoolCh00,rec_long,19,,,,,
player,201009260ram,was,CoolCh00,fumbles,0,,,,,
player,201009260ram,was,CoolCh00,fumbles_lost,,,,,,
player,201009260ram,was,WillKe03,pass_cmp,0,,,,,
player,201009260ram,was,WillKe03,pass_att,0,,,,,
player,201009260ram,was,WillKe03,pass_yds,0,,,,,
player,201009260ram,was,WillKe03,pass_td,0,,,,,
player,201009260ram,was,WillKe03,pass_int,0,,,,,
player,201009260ram,was,WillKe03,pass_sacked,,,,,,
player,201009260ram,was,WillKe03,pass_sacked_yds,,,,,,
player,201009260ram,was,WillKe03,pass_long,0,,,,,
player,201009260ram,was,WillKe03,pass_rating,,,,,,
player,201009260ram,was,WillKe03,rush_att,0,,,,,
player,201009260ram,was,WillKe03,rush_yds,0,,,,,
player,201009260ram,was,WillKe03,rush_td,0,,,,,
player,201009260ram,was,WillKe03,rush_long,0,,,,,
player,201009260ram,was,WillKe03,targets,4,,,,,
player,201009260ram,was,WillKe03,rec,2,,,,,
player,201009260ram,was,WillKe03,rec_yds,14,,,,,
player,201009260ram,was,WillKe03,rec_td,0,,,,,
player,201009260ram,was,WillKe03,rec_long,9,,,,,
player,201009260ram,was,WillKe03,fumbles,0,,,,,
player,201009260ram,was,WillKe03,fumbles_lost,,,,,,
player,201009260ram,was,DaviFr01,pass_cmp,0,,,,,
player,201009260ram,was,DaviFr01,pass_att,0,,,,,
player,201009260ram,was,DaviFr01,pass_yds,0,,,,,
player,201009260ram,was,DaviFr01,pass_td,0,,,,,
player,201009260ram,was,DaviFr01,pass_int,0,,,,,
player,201009260ram,was,DaviFr01,pass_sacked,,,,,,
player,201009260ram,was,DaviFr01,pass_sacked_yds,,,,,,
player,201009260ram,was,DaviFr01,pass_long,0,,,,,
player,201009260ram,was,DaviFr01,pass_rating,,,,,,
player,201009260ram,was,DaviFr01,rush_att,0,,,,,
player,201009260ram,was,DaviFr01,rush_yds,0,,,,,
player,201009260ram,was,DaviFr01,rush_td,0,,,,,
player,201009260ram,was,DaviFr01,rush_long,0,,,,,
player,201009260ram,was,DaviFr01,targets,2,,,,,
player,201009260ram,was,DaviFr01,rec,2,,,,,
player,201009260ram,was,DaviFr01,rec_yds,11,,,,,
player,201009260ram,was,DaviFr01,rec_td,0,,,,,
player,201009260ram,was,DaviFr01,rec_long,6,,,,,
player,201009260ram,was,DaviFr01,fumbles,0,,,,,
player,201009260ram,was,DaviFr01,fumbles_lost,,,,,,
player,201009260ram,was,WillRo05,pass_cmp,0,,,,,
player,201009260ram,was,WillRo05,pass_att,0,,,,,
player,201009260ram,was,WillRo05,pass_yds,0,,,,,
player,201009260ram,was,WillRo05,pass_td,0,,,,,
player,201009260ram,was,WillRo05,pass_int,0,,,,,
player,201009260ram,was,WillRo05,pass_sacked,,,,,,
player,201009260ram,was,WillRo05,pass_sacked_yds,,,,,,
player,201009260ram,was,WillRo05,pass_long,0,,,,,
player,201009260ram,was,WillRo05,pass_rating,,,,,,
player,201009260ram,was,WillRo05,rush_att,0,,,,,
player,201009260ram,was,WillRo05,rush_yds,0,,,,,
player,201009260ram,was,WillRo05,rush_td,0,,,,,
player,201009260ram,was,WillRo05,rush_long,0,,,,,
player,201009260ram,was,WillRo05,targets,3,,,,,
player,201009260ram,was,WillRo05,rec,1,,,,,
player,201009260ram,was,WillRo05,rec_yds,10,,,,,
player,201009260ram,was,WillRo05,rec_td,0,,,,,
player,201009260ram,was,WillRo05,rec_long,10,,,,,
player,201009260ram,was,WillRo05,fumbles,0,,,,,
player,201009260ram,was,WillRo05,fumbles_lost,,,,,,
player,201009260ram,was,GallJo00,pass_cmp,,,,,,
player,201009260ram,was,GallJo00,pass_att,,,,,,
player,201009260ram,was,GallJo00,pass_yds,,,,,,
player,201009260ram,was,GallJo00,pass_td,,,,,,
player,201009260ram,was,GallJo00,pass_int,,,,,,
player,201009260ram,was,GallJo00,pass_sacked,,,,,,
player,201009260ram,was,GallJo00,pass_sacked_yds,,,,,,
player,201009260ram,was,GallJo00,pass_long,,,,,,
player,201009260ram,was,GallJo00,pass_rating,,,,,,
player,201009260ram,was,GallJo00,rush_att,,,,,,
player,201009260ram,was,GallJo00,rush_yds,,,,,,
player,201009260ram,was,GallJo00,rush_td,,,,,,
player,201009260ram,was,GallJo00,rush_long,,,,,,
player,201009260ram,was,GallJo00,targets,2,,,,,
player,201009260ram,was,GallJo00,rec,0,,,,,
player,201009260ram,was,GallJo00,rec_yds,0,,,,,
player,201009260ram,was,GallJo00,rec_td,0,,,,,
player,201009260ram,was,GallJo00,rec_long,,,,,,
player,201009260ram,was,GallJo00,fumbles,,,,,,
player,201009260ram,was,GallJo00,fumbles_lost,,,,,,
player,201009260ram,ram,BradSa00,pass_cmp,23,,,,,
player,201009260ram,ram,BradSa00,pass_att,37,,,,,
player,201009260ram,ram,BradSa00,pass_yds,235,,,,,
player,201009260ram,ram,BradSa00,pass_td,1,,,,,
player,201009260ram,ram,BradSa00,pass_int,1,,,,,
player,201009260ram,ram,BradSa00,pass_sacked,1,,,,,
player,201009260ram,ram,BradSa00,pass_sacked_yds,3,,,,,
player,201009260ram,ram,BradSa00,pass_long,30,,,,,
player,201009260ram,ram,BradSa00,pass_rating,78.1,,,,,
player,201009260ram,ram,BradSa00,rush_att,1,,,,,
player,201009260ram,ram,BradSa00,rush_yds,2,,,,,
player,201009260ram,ram,BradSa00,rush_td,0,,,,,
player,201009260ram,ram,BradSa00,rush_long,2,,,,,
player,201009260ram,ram,BradSa00,targets,0,,,,,
player,201009260ram,ram,BradSa00,rec,0,,,,,
player,201009260ram,ram,BradSa00,rec_yds,0,,,,,
player,201009260ram,ram,BradSa00,rec_td,0,,,,,
player,201009260ram,ram,BradSa00,rec_long,0,,,,,
player,201009260ram,ram,BradSa00,fumbles,0,,,,,
player,201009260ram,ram,BradSa00,fumbles_lost,,,,,,
player,201009260ram,ram,JackSt00,pass_cmp,0,,,,,
player,201009260ram,ram,JackSt00,pass_att,0,,,,,
player,201009260ram,ram,JackSt00,pass_yds,0,,,,,
player,201009260ram,ram,JackSt00,pass_td,0,,,,,
player,201009260ram,ram,JackSt00,pass_int,0,,,,,
player,201009260ram,ram,JackSt00,pass_sacked,,,,,,
player,201009260ram,ram,JackSt00,pass_sacked_yds,,,,,,
player,201009260ram,ram,JackSt00,pass_long,0,,,,,
player,201009260ram,ram,JackSt00,pass_rating,,,,,,
player,201009260ram,ram,JackSt00,rush_att,10,,,,,
player,201009260ram,ram,JackSt00,rush_yds,58,,,,,
player,201009260ram,ram,JackSt00,rush_td,1,,,,,
player,201009260ram,ram,JackSt00,rush_long,42,,,,,
player,201009260ram,ram,JackSt00,targets,2,,,,,
player,201009260ram,ram,JackSt00,rec,1,,,,,
player,201009260ram,ram,JackSt00,rec_yds,6,,,,,
player,201009260ram,ram,JackSt00,rec_td,0,,,,,
player,201009260ram,ram,JackSt00,rec_long,6,,,,,
player,201009260ram,ram,JackSt00,fumbles,0,,,,,
player,201009260ram,ram,JackSt00,fumbles_lost,,,,,,
player,201009260ram,ram,DarbKe00,pass_cmp,0,,,,,
player,201009260ram,ram,DarbKe00,pass_att,0,,,,,
player,201009260ram,ram,DarbKe00,pass_yds,0,,,,,
player,201009260ram,ram,DarbKe00,pass_td,0,,,,,
player,201009260ram,ram,DarbKe00,pass_int,0,,,,,
player,201009260ram,ram,DarbKe00,pass_sacked,,,,,,
player,201009260ram,ram,DarbKe00,pass_sacked_yds,,,,,,
player,201009260ram,ram,DarbKe00,pass_long,0,,,,,
player,201009260ram,ram,DarbKe00,pass_rating,,,,,,
player,201009260ram,ram,DarbKe00,rush_att,14,,,,,
player,201009260ram,ram,DarbKe00,rush_yds,49,,,,,
player,201009260ram,ram,DarbKe00,rush_td,1,,,,,
player,201009260ram,ram,DarbKe00,rush_long,13,,,,,
player,201009260ram,ram,DarbKe00,targets,2,,,,,
player,201009260ram,ram,DarbKe00,rec,1,,,,,
player,201009260ram,ram,DarbKe00,rec_yds,8,,,,,
player,201009260ram,ram,DarbKe00,rec_td,0,,,,,
player,201009260ram,ram,DarbKe00,rec_long,8,,,,,
player,201009260ram,ram,DarbKe00,fumbles,0,,,,,
player,201009260ram,ram,DarbKe00,fumbles_lost,,,,,,
player,201009260ram,ram,TostKe00,pass_cmp,0,,,,,
player,201009260ram,ram,TostKe00,pass_att,0,,,,,
player,201009260ram,ram,TostKe00,pass_yds,0,,,,,
player,201009260ram,ram,TostKe00,pass_td,0,,,,,
player,201009260ram,ram,TostKe00,pass_int,0,,,,,
player,201009260ram,ram,TostKe00,pass_sacked,,,,,,
player,201009260ram,ram,TostKe00,pass_sacked_yds,,,,,,
player,201009260ram,ram,TostKe00,pass_long,0,,,,,
player,201009260ram,ram,TostKe00,pass_rating,,,,,,
player,201009260ram,ram,TostKe00,rush_att,11,,,,,
player,201009260ram,ram,TostKe00,rush_yds,22,,,,,
player,201009260ram,ram,TostKe00,rush_td,0,,,,,
player,201009260ram,ram,TostKe00,rush_long,8,,,,,
player,201009260ram,ram,TostKe00,targets,0,,,,,
player,201009260ram,ram,TostKe00,rec,0,,,,,
player,201009260ram,ram,TostKe00,rec_yds,0,,,,,
player,201009260ram,ram,TostKe00,rec_td,0,,,,,
player,201009260ram,ram,TostKe00,rec_long,0,,,,,
player,201009260ram,ram,TostKe00,fumbles,0,,,,,
player,201009260ram,ram,TostKe00,fumbles_lost,,,,,,
player,201009260ram,ram,KarnMi00,pass_cmp,0,,,,,
player,201009260ram,ram,KarnMi00,pass_att,0,,,,,
player,201009260ram,ram,KarnMi00,pass_yds,0,,,,,
player,201009260ram,ram,KarnMi00,pass_td,0,,,,,
player,201009260ram,ram,KarnMi00,pass_int,0,,,,,
player,201009260ram,ram,KarnMi00,pass_sacked,,,,,,
player,201009260ram,ram,KarnMi00,pass_sacked_yds,,,,,,
player,201009260ram,ram,KarnMi00,pass_long,0,,,,,
player,201009260ram,ram,KarnMi00,pass_rating,,,,,,
player,201009260ram,ram,KarnMi00,rush_att,1,,,,,
player,201009260ram,ram,KarnMi00,rush_yds,2,,,,,
player,201009260ram,ram,KarnMi00,rush_td,0,,,,,
player,201009260ram,ram,KarnMi00,rush_long,2,,,,,
player,201009260ram,ram,KarnMi00,targets,1,,,,,
player,201009260ram,ram,KarnMi00,rec,1,,,,,
player,201009260ram,ram,KarnMi00,rec_yds,3,,,,,
player,201009260ram,ram,KarnMi00,rec_td,0,,,,,
player,201009260ram,ram,KarnMi00,rec_long,3,,,,,
player,201009260ram,ram,KarnMi00,fumbles,0,,,,,
player,201009260ram,ram,KarnMi00,fumbles_lost,,,,,,
player,201009260ram,ram,ClayMa01,pass_cmp,0,,,,,
player,201009260ram,ram,ClayMa01,pass_att,0,,,,,
player,201009260ram,ram,ClayMa01,pass_yds,0,,,,,
player,201009260ram,ram,ClayMa01,pass_td,0,,,,,
player,201009260ram,ram,ClayMa01,pass_int,0,,,,,
player,201009260ram,ram,ClayMa01,pass_sacked,,,,,,
player,201009260ram,ram,ClayMa01,pass_sacked_yds,,,,,,
player,201009260ram,ram,ClayMa01,pass_long,0,,,,,
player,201009260ram,ram,ClayMa01,pass_rating,,,,,,
player,201009260ram,ram,ClayMa01,rush_att,0,,,,,
player,201009260ram,ram,ClayMa01,rush_yds,0,,,,,
player,201009260ram,ram,ClayMa01,rush_td,0,,,,,
player,201009260ram,ram,ClayMa01,rush_long,0,,,,,
player,201009260ram,ram,ClayMa01,targets,6,,,,,
player,201009260ram,ram,ClayMa01,rec,5,,,,,
player,201009260ram,ram,ClayMa01,rec_yds,85,,,,,
player,201009260ram,ram,ClayMa01,rec_td,0,,,,,
player,201009260ram,ram,ClayMa01,rec_long,30,,,,,
player,201009260ram,ram,ClayMa01,fumbles,0,,,,,
player,201009260ram,ram,ClayMa01,fumbles_lost,,,,,,
player,201009260ram,ram,AmenDa00,pass_cmp,0,,,,,
player,201009260ram,ram,AmenDa00,pass_att,0,,,,,
player,201009260ram,ram,AmenDa00,pass_yds,0,,,,,
player,201009260ram,ram,AmenDa00,pass_td,0,,,,,
player,201009260ram,ram,AmenDa00,pass_int,0,,,,,
player,201009260ram,ram,AmenDa00,pass_sacked,,,,,,
player,201009260ram,ram,AmenDa00,pass_sacked_yds,,,,,,
player,201009260ram,ram,AmenDa00,pass_long,0,,,,,
player,201009260ram,ram,AmenDa00,pass_rating,,,,,,
player,201009260ram,ram,AmenDa00,rush_att,0,,,,,
player,201009260ram,ram,AmenDa00,rush_yds,0,,,,,
player,201009260ram,ram,AmenDa00,rush_td,0,,,,,
player,201009260ram,ram,AmenDa00,rush_long,0,,,,,
player,201009260ram,ram,AmenDa00,targets,7,,,,,
player,201009260ram,ram,AmenDa00,rec,6,,,,,
player,201009260ram,ram,AmenDa00,rec_yds,56,,,,,
player,201009260ram,ram,AmenDa00,rec_td,0,,,,,
player,201009260ram,ram,AmenDa00,rec_long,18,,,,,
player,201009260ram,ram,AmenDa00,fumbles,0,,,,,
player,201009260ram,ram,AmenDa00,fumbles_lost,,,,,,
player,201009260ram,ram,GibsBr00,pass_cmp,0,,,,,
player,201009260ram,ram,GibsBr00,pass_att,0,,,,,
player,201009260ram,ram,GibsBr00,pass_yds,0,,,,,
player,201009260ram,ram,GibsBr00,pass_td,0,,,,,
player,201009260ram,ram,GibsBr00,pass_int,0,,,,,
player,201009260ram,ram,GibsBr00,pass_sacked,,,,,,
player,201009260ram,ram,GibsBr00,pass_sacked_yds,,,,,,
player,201009260ram,ram,GibsBr00,pass_long,0,,,,,
player,201009260ram,ram,GibsBr00,pass_rating,,,,,,
player,201009260ram,ram,GibsBr00,rush_att,0,,,,,
player,201009260ram,ram,GibsBr00,rush_yds,0,,,,,
player,201009260ram,ram,GibsBr00,rush_td,0,,,,,
player,201009260ram,ram,GibsBr00,rush_long,0,,,,,
player,201009260ram,ram,GibsBr00,targets,8,,,,,
player,201009260ram,ram,GibsBr00,rec,3,,,,,
player,201009260ram,ram,GibsBr00,rec_yds,33,,,,,
player,201009260ram,ram,GibsBr00,rec_td,0,,,,,
player,201009260ram,ram,GibsBr00,rec_long,16,,,,,
player,201009260ram,ram,GibsBr00,fumbles,0,,,,,
player,201009260ram,ram,GibsBr00,fumbles_lost,,,,,,
player,201009260ram,ram,FellDa00,pass_cmp,0,,,,,
player,201009260ram,ram,FellDa00,pass_att,0,,,,,
player,201009260ram,ram,FellDa00,pass_yds,0,,,,,
player,201009260ram,ram,FellDa00,pass_td,0,,,,,
player,201009260ram,ram,FellDa00,pass_int,0,,,,,
player,201009260ram,ram,FellDa00,pass_sacked,,,,,,
player,201009260ram,ram,FellDa00,pass_sacked_yds,,,,,,
player,201009260ram,ram,FellDa00,pass_long,0,,,,,
player,201009260ram,ram,FellDa00,pass_rating,,,,,,
player,201009260ram,ram,FellDa00,rush_att,0,,,,,
player,201009260ram,ram,FellDa00,rush_yds,0,,,,,
player,201009260ram,ram,FellDa00,rush_td,0,,,,,
player,201009260ram,ram,FellDa00,rush_long,0,,,,,
player,201009260ram,ram,FellDa00,targets,4,,,,,
player,201009260ram,ram,FellDa00,rec,3,,,,,
player,201009260ram,ram,FellDa00,rec_yds,22,,,,,
player,201009260ram,ram,FellDa00,rec_td,1,,,,,
player,201009260ram,ram,FellDa00,rec_long,12,,,,,
player,201009260ram,ram,FellDa00,fumbles,0,,,,,
player,201009260ram,ram,FellDa00,fumbles_lost,,,,,,
player,201009260ram,ram,OnobFe00,pass_cmp,0,,,,,
player,201009260ram,ram,OnobFe00,pass_att,0,,,,,
player,201009260ram,ram,OnobFe00,pass_yds,0,,,,,
player,201009260ram,ram,OnobFe00,pass_td,0,,,,,
player,201009260ram,ram,OnobFe00,pass_int,0,,,,,
player,201009260ram,ram,OnobFe00,pass_sacked,,,,,,
player,201009260ram,ram,OnobFe00,pass_sacked_yds,,,,,,
player,201009260ram,ram,OnobFe00,pass_long,0,,,,,
player,201009260ram,ram,OnobFe00,pass_rating,,,,,,
player,201009260ram,ram,OnobFe00,rush_att,0,,,,,
player,201009260ram,ram,OnobFe00,rush_yds,0,,,,,
player,201009260ram,ram,OnobFe00,rush_td,0,,,,,
player,201009260ram,ram,OnobFe00,rush_long,0,,,,,
player,201009260ram,ram,OnobFe00,targets,4,,,,,
player,201009260ram,ram,OnobFe00,rec,2,,,,,
player,201009260ram,ram,OnobFe00,rec_yds,15,,,,,
player,201009260ram,ram,OnobFe00,rec_td,0,,,,,
player,201009260ram,ram,OnobFe00,rec_long,8,,,,,
player,201009260ram,ram,OnobFe00,fumbles,0,,,,,
player,201009260ram,ram,OnobFe00,fumbles_lost,,,,,,
player,201009260ram,ram,GilyMa00,pass_cmp,0,,,,,
player,201009260ram,ram,GilyMa00,pass_att,0,,,,,
player,201009260ram,ram,GilyMa00,pass_yds,0,,,,,
player,201009260ram,ram,GilyMa00,pass_td,0,,,,,
player,201009260ram,ram,GilyMa00,pass_int,0,,,,,
player,201009260ram,ram,GilyMa00,pass_sacked,,,,,,
player,201009260ram,ram,GilyMa00,pass_sacked_yds,,,,,,
player,201009260ram,ram,GilyMa00,pass_long,0,,,,,
player,201009260ram,ram,GilyMa00,pass_rating,,,,,,
player,201009260ram,ram,GilyMa00,rush_att,0,,,,,
player,201009260ram,ram,GilyMa00,rush_yds,0,,,,,
player,201009260ram,ram,GilyMa00,rush_td,0,,,,,
player,201009260ram,ram,GilyMa00,rush_long,0,,,,,
player,201009260ram,ram,GilyMa00,targets,2,,,,,
player,201009260ram,ram,GilyMa00,rec,1,,,,,
player,201009260ram,ram,GilyMa00,rec_yds,7,,,,,
player,201009260ram,ram,GilyMa00,rec_td,0,,,,,
player,201009260ram,ram,GilyMa00,rec_long,7,,,,,
player,201009260ram,ram,GilyMa00,fumbles,1,,,,,
player,201009260ram,ram,GilyMa00,fumbles_lost,1,,,,,
player,201009260ram,ram,JohnDa03,pass_cmp,,,,,,
player,201009260ram,ram,JohnDa03,pass_att,,,,,,
player,201009260ram,ram,JohnDa03,pass_yds,,,,,,
player,201009260ram,ram,JohnDa03,pass_td,,,,,,
player,201009260ram,ram,JohnDa03,pass_int,,,,,,
player,201009260ram,ram,JohnDa03,pass_sacked,,,,,,
player,201009260ram,ram,JohnDa03,pass_sacked_yds,,,,,,
player,201009260ram,ram,JohnDa03,pass_long,,,,,,
player,201009260ram,ram,JohnDa03,pass_rating,,,,,,
player,201009260ram,ram,JohnDa03,rush_att,,,,,,
player,201009260ram,ram,JohnDa03,rush_yds,,,,,,
player,201009260ram,ram,JohnDa03,rush_td,,,,,,
player,201009260ram,ram,JohnDa03,rush_long,,,,,,
player,201009260ram,ram,JohnDa03,targets,1,,,,,
player,201009260ram,ram,JohnDa03,rec,0,,,,,
player,201009260ram,ram,JohnDa03,rec_yds,0,,,,,
player,201009260ram,ram,JohnDa03,rec_td,0,,,,,
player,201009260ram,ram,JohnDa03,rec_long,,,,,,
player,201009260ram,ram,JohnDa03,fumbles,,,,,,
player,201009260ram,ram,JohnDa03,fumbles_lost,,,,,,
player,201009260ram,was,MoorKa99,def_int,1,,,,,
player,201009260ram,was,MoorKa99,def_int_yds,5,,,,,
player,201009260ram,was,MoorKa99,def_int_td,0,,,,,
player,201009260ram,was,MoorKa99,def_int_long,5,,,,,
player,201009260ram,was,MoorKa99,pass_defended,2,,,,,
player,201009260ram,was,MoorKa99,sacks,0.0,,,,,
player,201009260ram,was,MoorKa99,tackles_combined,6,,,,,
